leaf	entry_label	position	token	token_type	grade
m0286	Carta 74	66	a	ltr	H
m0286	Carta 74	67	7	num	M
m0286	Carta 74	68	20	num	H
m0286	Carta 74	69	10	num	H
m0286	Carta 74	70	17	num	H
m0286	Carta 74	71	m	ltr	H
m0286	Carta 74	72	15	num	H
m0287	Carta 78	1	19	num	H
m0287	Carta 78	2	18	num	H
m0287	Carta 78	3	28	num	H
m0287	Carta 78	4	f	ltr	H
m0287	Carta 78	5	7	num	M
m0287	Carta 78	6	52	num	H
m0287	Carta 78	7	x	ltr	H
m0287	Carta 78	8	7	num	H
m0287	Carta 78	9	4	num	H
m0287	Carta 78	10	3	num	H
m0287	Carta 78	11	19	num	H
m0287	Carta 78	12	4	num	H
m0287	Carta 78	13	26	num	H
m0287	Carta 78	14	19	num	H
m0287	Carta 78	15	20	num	H
m0287	Carta 78	16	10	num	H
m0287	Carta 78	17	17	num	H
m0287	Carta 78	18	5	num	H
m0287	Carta 78	19	15	num	H
m0287	Carta 78	20	4	num	H
m0287	Carta 79	1	17	num	H
m0287	Carta 79	2	13	num	H
m0287	Carta 79	3	26	num	H
m0287	Carta 79	4	8	num	H
m0287	Carta 79	5	14	num	H
m0287	Carta 79	6	17	num	H
m0287	Carta 79	7	18	num	H
m0287	Carta 79	8	4	num	H
m0287	Carta 79	9	19	num	H
m0287	Carta 79	10	17	num	H
m0287	Carta 79	11	3	num	H
m0287	Carta 79	12	19	num	H
m0287	Carta 79	13	14	num	H
m0287	Carta 79	14	2	num	H
m0287	Carta 79	15	19	num	H
m0287	Carta 79	16	17	num	H
m0287	Carta 79	17	12	num	H
m0287	Carta 79	18	23	num	H
m0287	Carta 79	19	f	ltr	H
m0287	Carta 79	20	17	num	H
m0287	Carta 79	21	18	num	H
m0287	Carta 79	22	y	ltr	H
m0287	Carta 79	23	10	num	H
m0287	Carta 79	24	e	ltr	H
m0287	Carta 79	25	26	num	H
m0287	Carta 79	26	18	num	H
m0287	Carta 79	27	17	num	H
m0287	Carta 79	28	2	num	H
m0287	Carta 79	29	19	num	H
m0287	Carta 79	30	4	num	H
m0287	Carta 79	31	3	num	H
m0287	Carta 79	32	24	num	H
m0287	Carta 79	33	26	num	H
m0287	Carta 79	34	24	num	H
m0287	Carta 79	35	20	num	H
m0287	Carta 79	36	10	num	H
m0287	Carta 79	37	17	num	H
m0287	Carta 79	38	5	num	H
m0287	Carta 79	39	15	num	H
m0287	Carta 79	40	20	num	H
m0287	Carta 79	41	15	num	H
m0287	Carta 79	42	3	num	H
m0287	Carta 79	43	19	num	H
m0287	Carta 79	44	f	ltr	H
m0287	Carta 79	45	15	num	H
m0287	Carta 79	46	26	num	H
m0287	Carta 79	47	52	num	H
m0287	Carta 79	48	19	num	H
m0287	Carta 79	49	8	num	H
m0287	Carta 79	50	12	num	H
m0287	Carta 79	51	15	num	H
m0287	Carta 79	52	4	num	H
m0287	Carta 79	53	19	num	H
m0287	Carta 79	54	26	num	H
m0287	Carta 79	55	55	num	H
m0287	Carta 79	56	24	num	H
m0287	Carta 79	57	12	num	H
m0287	Carta 79	58	17	num	H
m0287	Carta 79	59	3	num	H
m0287	Carta 79	60	y	ltr	H
m0287	Carta 79	61	8	num	H
m0287	Carta 79	62	21	num	H
m0287	Carta 79	63	15	num	H
m0287	Carta 79	64	12	num	H
m0287	Carta 79	65	14	num	H
m0287	Carta 79	66	19	num	H
m0287	Carta 80	1	10	num	H
m0287	Carta 80	2	26	num	H
m0287	Carta 80	3	18	num	H
m0287	Carta 80	4	16	num	H
m0287	Carta 80	5	8	num	H
m0287	Carta 80	6	14	num	H
m0287	Carta 80	7	15	num	H
m0287	Carta 80	8	2	num	H
m0287	Carta 80	9	7	num	M
m0287	Carta 80	10	4	num	H
m0287	Carta 80	11	55	num	H
m0287	Carta 80	12	12	num	H
m0287	Carta 80	13	15	num	H
m0287	Carta 80	14	f	ltr	H
m0287	Carta 80	15	8	num	H
m0287	Carta 80	16	3	num	H
m0287	Carta 80	17	15	num	H
m0288	Carta 81	1	15	num	H
m0288	Carta 81	2	25	num	H
m0288	Carta 81	3	16	num	H
m0288	Carta 81	4	8	num	H
m0288	Carta 81	5	5	num	H
m0288	Carta 81	6	8	num	H
m0288	Carta 81	7	17	num	H
m0288	Carta 81	8	20	num	H
m0288	Carta 81	9	4	num	H
m0288	Carta 81	10	26	num	H
m0288	Carta 81	11	8	num	H
m0288	Carta 81	12	4	num	H
m0288	Carta 81	13	20	num	H
m0288	Carta 81	14	10	num	H
m0288	Carta 81	15	7	num	M
m0288	Carta 81	16	5	num	H
m0288	Carta 81	17	15	num	H
m0288	Carta 81	18	18	num	H
m0288	Carta 81	19	26	num	H
m0288	Carta 81	20	14	num	H
m0288	Carta 81	21	8	num	H
m0288	Carta 81	22	5	num	H
m0288	Carta 81	23	17	num	H
m0288	Carta 85	1	17	num	H
m0288	Carta 85	2	3	num	H
m0288	Carta 85	3	12	num	H
m0288	Carta 85	4	15	num	H
m0288	Carta 85	5	5	num	H
m0288	Carta 85	6	2	num	H
m0288	Carta 85	7	7	num	M
m0288	Carta 85	8	17	num	H
m0288	Carta 85	9	20	num	H
m0288	Carta 85	10	5	num	H
m0288	Carta 85	11	17	num	H
m0288	Carta 85	12	14	num	H
m0288	Carta 85	13	4	num	H
m0288	Carta 85	14	23	num	H
m0288	Carta 85	15	12	num	H
m0288	Carta 85	16	19	num	H
m0288	Carta 85	17	18	num	H
m0288	Carta 85	18	q	ltr	M
m0288	Carta 85	19	14	num	H
m0288	Carta 85	20	15	num	H
m0288	Carta 85	21	3	num	H
m0288	Carta 85	22	12	num	H
m0288	Carta 85	23	17	num	H
m0288	Carta 85	24	3	num	H
m0288	Carta 85	25	23	num	H
m0288	Carta 85	26	2	num	H
m0288	Carta 85	27	15	num	H
m0288	Carta 85	28	2	num	H
m0288	Carta 85	29	19	num	H
m0288	Carta 85	30	8	num	H
m0288	Carta 85	31	4	num	H
m0288	Carta 85	32	26	num	H
m0288	Carta 85	33	19	num	H
m0288	Carta 85	34	14	num	H
m0288	Carta 85	35	2	num	H
m0288	Carta 85	36	7	num	M
m0288	Carta 85	37	12	num	H
m0288	Carta 85	38	17	num	H
m0288	Carta 85	39	18	num	H
m0288	Carta 85	40	3	num	H
m0288	Carta 85	41	15	num	H
m0288	Carta 85	42	2	num	H
m0288	Carta 85	43	15	num	H
m0288	Carta 85	44	18	num	H
m0288	Carta 85	45	26	num	H
m0288	Carta 85	46	14	num	H
m0288	Carta 85	47	2	num	H
m0288	Carta 85	48	25	num	H
m0288	Passage 2a	1	19	num	H
m0288	Passage 2a	2	4	num	H
m0288	Passage 2a	3	3	num	H
m0288	Passage 2a	4	19	num	H
m0288	Passage 2a	5	4	num	H
m0288	Passage 2a	6	10	num	H
m0288	Passage 2a	7	15	num	H
m0288	Passage 2a	8	18	num	H
m0288	Passage 2a	9	17	num	H
m0288	Passage 2a	10	4	num	H
m0288	Passage 2a	11	16	num	H
m0288	Passage 2a	12	7	num	M
m0288	Passage 2a	13	5	num	H
m0288	Passage 2a	14	10	num	H
m0288	Passage 2a	15	17	num	H
m0288	Passage 2a	16	2	num	H
m0288	Passage 2a	17	15	num	H
m0288	Passage 2a	18	17	num	H
m0288	Passage 2a	19	3	num	H
m0288	Passage 2a	20	15	num	H
m0288	Passage 2a	21	2	num	H
m0288	Passage 2a	22	17	num	H
m0288	Passage 2a	23	14	num	H
m0288	Passage 2a	24	15	num	H
m0288	Passage 2a	25	55	num	H
m0288	Passage 2a	26	17	num	H
m0288	Passage 2a	27	55	num	H
m0288	Passage 2a	28	19	num	H
m0288	Passage 2a	29	20	num	H
m0288	Passage 2a	30	15	num	H
m0288	Passage 2a	31	2	num	H
m0288	Passage 2a	32	7	num	M
m0288	Passage 2a	33	g	ltr	H
m0288	Passage 2a	34	17	num	H
m0288	Passage 2a	35	16	num	H
m0288	Passage 2a	36	15	num	H
m0288	Passage 2a	37	12	num	H
m0288	Passage 2a	38	15	num	H
m0288	Passage 2a	39	3	num	H
m0288	Passage 2a	40	12	num	H
m0288	Passage 2a	41	17	num	H
m0288	Passage 2a	42	3	num	H
m0288	Passage 2a	43	23	num	H
m0288	Passage 2a	44	18	num	H
m0288	Passage 2a	45	4	num	M
m0288	Passage 2a	46	3	num	H
m0288	Passage 2a	47	15	num	H
m0288	Passage 2a	48	2	num	H
m0288	Passage 2a	49	25	num	H
m0288	Passage 2a	50	4	num	H
m0289	Carta 89	1	17	num	H
m0289	Carta 89	2	3	num	H
m0289	Carta 89	3	14	num	H
m0289	Carta 89	4	2	num	H
m0289	Carta 89	5	17	num	H
m0289	Carta 89	6	13	num	H
m0289	Carta 89	7	26	num	H
m0289	Carta 89	8	7	num	H
m0289	Carta 89	9	3	num	M
m0289	Carta 89	10	4	num	M
m0289	Carta 89	11	3	num	H
m0289	Carta 89	12	15	num	H
m0289	Carta 89	13	10	num	H
m0289	Carta 89	14	7	num	H
m0289	Carta 89	15	18	num	H
m0289	Carta 89	16	19	num	H
m0289	Carta 89	17	14	num	H
m0289	Carta 89	18	38±	num	M
m0289	Carta 89	19	12	num	H
m0289	Carta 89	20	17	num	H
m0289	Carta 89	21	21	num	H
m0289	Carta 89	22	15	num	H
m0289	Carta 89	23	18	num	M
m0289	Carta 89	24	4	num	H
m0289	Carta 89	25	7	num	H
m0289	Carta 89	26	12	num	H
m0289	Carta 89	27	17	num	H
m0289	Carta 89	28	20	num	H
m0289	Carta 89	29	10	num	H
m0289	Carta 89	30	2	num	H
m0289	Carta 89	31	18	num	H
m0289	Carta 89	32	7	num	H
m0289	Carta 89	33	3	num	H
m0289	Carta 89	34	17	num	H
m0289	Carta 89	35	18	num	H
m0289	Carta 89	36	58±	num	M
m0289	Carta 89	37	19	num	H
m0289	Carta 89	38	2	num	H
m0289	Carta 89	39	15	num	H
m0289	Carta 91	1	4	num	H
m0289	Carta 91	2	19	num	H
m0289	Carta 91	3	e	ltr	H
m0289	Carta 91	4	26	num	H
m0289	Carta 91	5	14	num	H
m0289	Carta 91	6	x	ltr	H
m0289	Carta 91	7	15	num	H
m0289	Carta 91	8	55	num	M
m0289	Carta 91	9	12	num	H
m0289	Carta 91	10	15	num	H
m0289	Carta 91	11	18	num	H
m0289	Carta 91	12	19	num	H
m0289	Carta 91	13	3	num	H
m0289	Carta 91	14	7	num	H
m0289	Carta 91	15	y	ltr	H
m0289	Carta 91	16	55	num	M
m0289	Carta 91	17	d	ltr	H
m0289	Carta 91	18	c	ltr	H
m0289	Carta 91	19	5	num	H
m0289	Carta 91	20	17	num	H
m0289	Carta 91	21	26	num	H
m0289	Carta 91	22	22	num	H
m0289	Carta 91	23	x	ltr	H
m0289	Carta 91	24	23	num	H
m0289	Carta 91	25	2	num	H
m0289	Carta 91	26	17	num	H
m0289	Carta 91	27	18	num	M
m0289	Carta 92	1	19	num	H
m0289	Carta 92	2	4	num	H
m0289	Carta 92	3	3	num	H
m0289	Carta 92	4	7	num	H
m0289	Carta 92	5	26	num	H
m0289	Carta 92	6	3	num	M
m0289	Carta 92	7	20	num	H
m0289	Carta 92	8	10	num	H
m0289	Carta 92	9	y	ltr	H
m0289	Carta 92	10	5	num	H
m0289	Carta 92	11	15	num	H
m0289	Carta 92	12	24	num	H
m0289	Carta 92	13	f	ltr	H
m0289	Carta 92	14	3	num	M
m0289	Carta 92	15	17	num	H
m0289	Carta 92	16	x	ltr	H
m0289	Carta 92	17	7	num	H
m0289	Carta 92	18	5	num	H
m0289	Carta 92	19	20	num	H
m0289	Carta 92	20	23	num	H
m0289	Carta 92	21	12	num	H
m0289	Carta 92	22	y	ltr	H
m0289	Carta 92	23	x	ltr	H
m0289	Carta 92	24	25	num	H
m0289	Carta 92	25	16	num	M
m0289	Carta 92	26	12	num	H
m0289	Carta 92	27	17	num	H
m0289	Carta 92	28	m	ltr	H
m0289	Carta 92	29	5	num	H
m0289	Carta 92	30	7	num	H
m0289	Carta 92	31	4	num	H
m0289	Carta 92	32	19	num	H
m0289	Carta 92	33	y±	ltr	M
m0289	Carta 92	34	26	num	H
m0289	Carta 92	35	18	num	H
m0289	Carta 92	36	x	ltr	H
m0289	Carta 92	37	24	num	H
m0289	Carta 92	38	f	ltr	H
m0289	Carta 92	39	a	ltr	H
m0289	Carta 92	40	19	num	H
m0289	Carta 92	41	4	num	H
m0289	Carta 92	42	x	ltr	H
m0289	Carta 92	43	22	num	H
m0289	Carta 92	44	y	ltr	H
m0289	Carta 92	45	f	ltr	H
m0289	Carta 92	46	g	ltr	H
m0289	Carta 92	47	17	num	H
m0289	Carta 92	48	14	num	H
m0289	Carta 92	49	3	num	H
m0289	Carta 92	50	23	num	H
m0289	Carta 92	51	m	ltr	H
m0289	Carta 92	52	x	ltr	H
m0289	Carta 92	53	d	ltr	H
m0289	Carta 92	54	7	num	H
m0289	Carta 92	55	h	ltr	H
m0289	Carta 92	56	5	num	H
m0289	Carta 92	57	y	ltr	H
m0289	Carta 92	58	y±	ltr	M
m0289	Carta 92	59	17	num	H
m0289	Carta 92	60	x	ltr	H
m0289	Carta 92	61	15	num	H
m0289	Carta 92	62	56±	num	M
m0289	Carta 92	63	x	ltr	H
m0289	Carta 92	64	25	num	H
m0289	Carta 92	65	5	num	M
m0289	Carta 92	66	21	num	M
m0289	Carta 92	67	a	ltr	H
m0289	Carta 92	68	g	ltr	H
m0289	Carta 92	69	4	num	H
m0289	Carta 92	70	f	ltr	H
m0289	Carta 92	71	7	num	H
m0289	Carta 92	72	10	num	H
m0289	Carta 92	73	c	ltr	H
m0289	Carta 92	74	18	num	H
m0289	Carta 92	75	h	ltr	H
m0289	Carta 92	76	22	num	H
m0289	Carta 92	77	20	num	H
m0289	Carta 92	78	11	num	H
m0289	Carta 92	79	y	ltr	H
m0289	Carta 92	80	18	num	H
m0289	Carta 92	81	2	num	M
m0289	Carta 92	82	7	num	H
m0289	Carta 92	83	55	num	M
m0289	Carta 92	84	12	num	H
m0289	Carta 92	85	17	num	H
m0289	Carta 92	86	26	num	H
m0289	Carta 92	87	15	num	H
m0289	Carta 92	88	8	num	H
m0289	Carta 92	89	f	ltr	H
m0289	Carta 92	90	4	num	H
m0289	Carta 92	91	19	num	H
m0289	Carta 92	92	f	ltr	H
m0289	Carta 92	93	5	num	H
m0289	Carta 92	94	15	num	H
m0289	Carta 92	95	18	num	H
m0289	Carta 92	96	16	num	M
m0289	Carta 92	97	21	num	H
m0289	Carta 92	98	19	num	H
m0289	Carta 92	99	5	num	H
m0289	Carta 92	100	23	num	H
m0290	Carta 93	1	19	num	H
m0290	Carta 93	2	14	num	H
m0290	Carta 93	3	17	num	H
m0290	Carta 93	4	18	num	H
m0290	Carta 93	5	24	num	H
m0290	Carta 93	6	f	ltr	H
m0290	Carta 93	7	3	num	H
m0290	Carta 93	8	y	ltr	H
m0290	Carta 93	9	7	num	H
m0290	Carta 93	10	h	ltr	H
m0290	Carta 93	11	21	num	H
m0290	Carta 93	12	15	num	H
m0290	Carta 93	13	23	num	H
m0290	Carta 93	14	8	num	M
m0290	Carta 93	15	m	ltr	H
m0290	Carta 93	16	a	ltr	H
m0290	Carta 93	17	7	num	H
m0290	Carta 93	18	h	ltr	H
m0290	Carta 93	19	g	ltr	H
m0290	Carta 93	20	e	ltr	H
m0290	Carta 93	21	19	num	H
m0290	Carta 93	22	14	num	H
m0290	Carta 93	23	5	num	H
m0290	Carta 93	24	22	num	H
m0290	Carta 93	25	y	ltr	H
m0290	Carta 93	26	5	num	H
m0290	Carta 93	27	25	num	H
m0290	Carta 93	28	18	num	H
m0290	Carta 93	29	15	num	H
m0290	Carta 93	30	y	ltr	H
m0290	Carta 93	31	16	num	H
m0290	Carta 93	32	d	ltr	H
m0290	Carta 93	33	12	num	H
m0290	Carta 93	34	a	ltr	H
m0290	Carta 93	35	7	num	H
m0290	Carta 93	36	11	num	M
m0290	Carta 93	37	26	num	H
m0290	Carta 93	38	20	num	H
m0290	Carta 93	39	8	num	M
m0290	Carta 93	40	m	ltr	H
m0290	Carta 93	41	z	ltr	M
m0290	Carta 93	42	21	num	H
m0290	Carta 93	43	12	num	H
m0290	Carta 93	44	15	num	H
m0290	Carta 93	45	5	num	H
m0290	Carta 93	46	z	ltr	M
m0290	Carta 93	47	z	ltr	M
m0290	Passage 2a	1	13	num	H
m0290	Passage 2a	2	26	num	H
m0290	Passage 2a	3	19	num	H
m0290	Passage 2a	4	5	num	H
m0290	Passage 2a	5	c	ltr	H
m0290	Passage 2a	6	7	num	H
m0290	Passage 2a	7	20	num	H
m0290	Passage 2a	8	h	ltr	M
m0290	Passage 2a	9	y	ltr	H
m0290	Passage 2a	10	25	num	H
m0290	Passage 2a	11	c	ltr	H
m0290	Passage 2a	12	d	ltr	H
m0290	Passage 2a	13	f	ltr	H
m0290	Passage 2a	14	24	num	H
m0290	Passage 2a	15	26	num	H
m0290	Passage 2a	16	11	num	H
m0290	Passage 2a	17	2	num	H
m0290	Passage 2a	18	55	num	M
m0290	Passage 2a	19	15	num	H
m0290	Passage 2a	20	x	ltr	H
m0290	Passage 2a	21	7	num	H
m0290	Passage 2a	22	12	num	H
m0290	Passage 2a	23	8	num	H
m0290	Passage 2a	24	y	ltr	H
m0290	Passage 2a	25	18	num	H
m0290	Passage 2a	26	19	num	H
m0290	Passage 2a	27	4	num	H
m0290	Passage 2a	28	3	num	H
m0290	Passage 2a	29	17	num	H
m0290	Passage 2a	30	12	num	H
m0290	Passage 2a	31	14	num	H
m0290	Passage 2a	32	24	num	H
m0290	Passage 2a	33	f	ltr	H
m0290	Passage 2a	34	7	num	H
m0290	Passage 2a	35	a	ltr	H
m0290	Passage 2a	36	19	num	H
m0290	Passage 2a	37	h	ltr	M
m0290	Passage 2a	38	11	num	H
m0290	Passage 2a	39	d	ltr	H
m0290	Passage 2a	40	16	num	H
m0290	Passage 2a	41	15	num	H
m0290	Passage 2a	42	12	num	H
m0290	Passage 2a	43	y	ltr	H
m0290	Passage 2a	44	2	num	H
m0290	Passage 2a	45	25	num	H
m0290	Passage 2a	46	4	num	H
m0290	Passage 2a	47	26	num	H
m0290	Passage 2a	48	m	ltr	H
m0290	Passage 2a	49	x	ltr	H
m0290	Passage 2a	50	2	num	H
m0290	Passage 2a	51	15	num	H
m0290	Passage 2a	52	c	ltr	H
m0290	Passage 2a	53	2	num	H
m0290	Passage 2a	54	25	num	H
m0290	Passage 2a	55	19	num	H
m0290	Passage 2a	56	8	num	H
m0290	Passage 2a	57	14	num	H
m0290	Passage 2a	58	g	ltr	H
m0290	Passage 2a	59	f	ltr	H
m0290	Passage 2a	60	a	ltr	H
m0290	Passage 2a	61	7	num	H
m0290	Passage 2a	62	12	num	H
m0290	Passage 2a	63	22	num	H
m0290	Passage 2a	64	25	num	H
m0290	Passage 2a	65	14	num	H
m0290	Passage 2a	66	19	num	H
m0290	Passage 2a	67	c	ltr	M
m0290	Passage 2a	68	26	num	H
m0290	Passage 2a	69	m	ltr	H
m0290	Passage 2a	70	x	ltr	H
m0290	Passage 2a	71	d	ltr	H
m0290	Passage 2a	72	y	ltr	H
m0290	Passage 2a	73	f	ltr	H
m0290	Passage 2a	74	8	num	H
m0290	Passage 2a	75	14	num	H
m0290	Passage 2a	76	2	num	H
m0290	Passage 2a	77	22	num	H
m0290	Passage 2a	78	4	num	H
m0290	Passage 2a	79	55	num	M
m0290	Passage 2a	80	15	num	H
m0290	Passage 2a	81	g	ltr	H
m0290	Passage 2a	82	9	num	M
m0290	Passage 2a	83	5	num	H
m0290	Passage 2a	84	d	ltr	H
m0290	Passage 2a	85	7	num	H
m0290	Passage 2a	86	f	ltr	H
m0290	Passage 2a	87	x	ltr	H
m0290	Passage 2a	88	17	num	H
m0290	Passage 2a	89	10	num	H
m0290	Passage 2a	90	8	num	H
m0290	Passage 2a	91	24	num	H
m0290	Passage 2a	92	23	num	H
m0290	Passage 2a	93	4	num	H
m0290	Passage 2a	94	26	num	H
m0290	Passage 2a	95	22	num	H
m0290	Passage 2a	96	15	num	H
m0290	Passage 2a	97	20	num	H
m0290	Passage 2a	98	2	num	H
m0290	Passage 2a	99	m	ltr	H
m0290	Passage 2a	100	5	num	H
m0290	Passage 2a	101	8	num	H
m0290	Passage 2a	102	y	ltr	H
m0290	Passage 2a	103	f	ltr	H
m0290	Passage 2a	104	x	ltr	H
m0290	Passage 2a	105	d	ltr	H
m0290	Passage 2a	106	4	num	H
m0290	Passage 2a	107	h	ltr	H
m0290	Passage 2a	108	g	ltr	H
m0290	Passage 2a	109	m	ltr	H
m0290	Passage 2a	110	22	num	H
m0290	Passage 2a	111	4	num	H
m0290	Passage 2a	112	a	ltr	H
m0290	Passage 2a	113	12	num	H
m0290	Passage 2a	114	25	num	H
m0290	Passage 2a	115	4	num	H
m0291	Passage 3a	1	55	num	H
m0291	Passage 3a	2	19	num	H
m0291	Passage 3a	3	20	num	H
m0291	Passage 3a	4	h	ltr	M
m0291	Passage 3a	5	15	num	H
m0291	Passage 3a	6	f	ltr	H
m0291	Passage 3a	7	m	ltr	H
m0291	Passage 3a	8	10	num	H
m0291	Passage 3a	9	b	ltr	H
m0291	Passage 3a	10	c	ltr	H
m0291	Passage 3a	11	6	num	H
m0291	Passage 3a	12	4	num	H
m0291	Passage 3a	13	g	ltr	M
m0291	Passage 3a	14	7	num	H
m0291	Passage 3a	15	m	ltr	H
m0291	Passage 3a	16	a	ltr	H
m0291	Passage 3a	17	18	num	H
m0291	Passage 3a	18	17	num	H
m0291	Passage 3a	19	x	ltr	H
m0291	Passage 3a	20	23	num	H
m0291	Passage 3a	21	2	num	H
m0291	Passage 3a	22	15	num	H
m0291	Passage 3a	23	55	num	H
m0291	Passage 3a	24	12	num	H
m0291	Passage 3a	25	22	num	H
m0291	Passage 3a	26	14	num	H
m0291	Passage 3a	27	5	num	H
m0291	Passage 3a	28	8	num	M
m0291	Passage 3a	29	55	num	H
m0291	Passage 3a	30	24	num	H
m0291	Passage 3a	31	x	ltr	H
m0291	Passage 3a	32	7	num	H
m0291	Passage 3a	33	10	num	H
m0291	Passage 3a	34	y	ltr	H
m0291	Passage 3a	35	14	num	H
m0291	Passage 3a	36	25	num	H
m0291	Passage 3a	37	26	num	H
m0291	Passage 3a	38	19	num	H
m0291	Passage 3a	39	12	num	H
m0291	Passage 3a	40	55	num	M
m0291	Passage 3a	41	d	ltr	H
m0291	Passage 3a	42	12	num	H
m0291	Passage 3a	43	7	num	H
m0291	Passage 3a	44	f	ltr	H
m0291	Passage 3a	45	5	num	H
m0291	Passage 3a	46	15	num	H
m0291	Passage 3a	47	5	num	H
m0291	Passage 3a	48	8	num	H
m0291	Passage 3a	49	y	ltr	H
m0291	Passage 3a	50	11	num	H
m0291	Passage 3a	51	17	num	H
m0291	Passage 3a	52	12	num	H
m0291	Passage 3a	53	23	num	H
m0291	Passage 3a	54	55	num	H
m0291	Passage 3a	55	12	num	H
m0291	Passage 3a	56	19	num	H
m0291	Passage 3a	57	26	num	H
m0291	Passage 3a	58	22	num	H
m0291	Passage 3a	59	m	ltr	H
m0291	Passage 3a	60	8	num	H
m0291	Passage 3a	61	12	num	H
m0291	Passage 3a	62	y	ltr	H
m0291	Passage 3a	63	x	ltr	H
m0291	Passage 3a	64	d	ltr	H
m0291	Passage 3a	65	11	num	H
m0291	Passage 3a	66	5	num	H
m0291	Carta 94	1	55	num	H
m0291	Carta 94	2	26	num	H
m0291	Carta 94	3	2	num	H
m0291	Carta 94	4	7	num	H
m0291	Carta 94	5	4	num	H
m0291	Carta 94	6	f	ltr	H
m0291	Carta 94	7	19	num	H
m0291	Carta 94	8	7	num	H
m0291	Carta 94	9	14	num	H
m0291	Carta 94	10	26	num	H
m0291	Carta 94	11	7	num	H
m0291	Carta 94	12	12	num	H
m0291	Carta 94	13	c	ltr	H
m0291	Carta 94	14	15	num	H
m0291	Carta 94	15	14	num	H
m0291	Carta 94	16	10	num	H
m0291	Carta 94	17	17	num	H
m0291	Carta 94	18	12	num	H
m0291	Carta 94	19	7	num	H
m0291	Carta 94	20	4	num	H
m0291	Carta 94	21	3	num	H
m0291	Carta 94	22	17	num	H
m0291	Carta 94	23	12	num	H
m0291	Carta 94	24	y	ltr	H
m0291	Carta 94	25	8	num	H
m0291	Carta 94	26	14	num	H
m0291	Carta 94	27	10	num	H
m0291	Carta 94	28	17	num	H
m0291	Carta 96	1	5	num	H
m0291	Carta 96	2	12	num	H
m0291	Carta 96	3	2	num	H
m0291	Carta 96	4	12	num	H
m0291	Carta 96	5	15	num	H
m0291	Carta 96	6	e	ltr	H
m0291	Carta 96	7	15	num	H
m0291	Carta 96	8	4	num	H
m0291	Carta 96	9	3	num	H
m0291	Carta 96	10	25	num	H
m0291	Carta 96	11	5	num	H
m0291	Carta 96	12	15	num	H
m0291	Carta 96	13	18	num	H
m0291	Carta 96	14	13	num	H
m0291	Carta 96	15	26	num	H
m0291	Carta 96	16	2	num	H
m0291	Carta 96	17	16	num	H
m0291	Carta 96	18	8	num	H
m0291	Carta 96	19	5	num	H
m0291	Carta 96	20	15	num	H
m0291	Carta 96	21	15	num	H
m0291	Carta 96	22	2	num	H
m0291	Carta 96	23	8	num	H
m0291	Carta 96	24	y	ltr	H
m0291	Carta 96	25	21	num	H
m0291	Carta 96	26	25	num	H
m0291	Carta 96	27	20	num	H
m0291	Carta 96	28	2	num	H
m0291	Carta 96	29	c	ltr	H
m0291	Carta 96	30	y	ltr	H
m0291	Carta 96	31	15	num	H
m0291	Carta 96	32	3	num	H
m0291	Carta 96	33	2	num	H
m0291	Carta 96	34	f	ltr	M
m0291	Carta 96	35	f	ltr	M
m0291	Carta 96	36	15	num	H
m0291	Carta 96	37	c	ltr	H
m0291	Carta 96	38	12	num	M
m0291	Carta 96	39	7	num	H
m0291	Carta 96	40	8	num	H
m0291	Carta 96	41	12	num	H
m0291	Carta 96	42	25	num	H
m0292	Carta 101	1	18	num	H
m0292	Carta 101	2	17	num	H
m0292	Carta 101	3	4	num	H
m0292	Carta 101	4	15	num	H
m0292	Carta 101	5	55	num	M
m0292	Carta 101	6	26	num	H
m0292	Carta 101	7	2	num	H
m0292	Carta 101	8	14	num	H
m0292	Carta 101	9	10	num	H
m0292	Carta 101	10	17	num	H
m0292	Carta 101	11	55	num	H
m0292	Carta 101	12	55	num	H
m0292	Carta 101	13	52	num	M
m0292	Carta 101	14	14	num	H
m0292	Carta 101	15	2	num	H
m0292	Carta 101	16	2	num	H
m0292	Carta 101	17	14	num	H
m0292	Carta 101	18	3	num	H
m0292	Carta 101	19	52	num	H
m0292	Carta 101	20	19	num	H
m0292	Carta 101	21	55	num	H
m0292	Carta 101	22	15	num	H
m0292	Carta 101	23	12	num	H
m0292	Carta 101	24	3	num	H
m0292	Carta 101	25	17	num	H
m0292	Carta 101	26	2	num	H
m0292	Carta 101	27	23	num	H
m0292	Carta 101	28	10	num	H
m0292	Carta 101	29	9	num	H
m0292	Carta 105	1	4	num	H
m0292	Carta 105	2	7	num	H
m0292	Carta 105	3	55	num	H
m0292	Carta 105	4	15	num	H
m0292	Carta 105	5	12	num	H
m0292	Carta 105	6	2	num	H
m0292	Carta 105	7	7	num	H
m0292	Carta 105	8	21	num	H
m0292	Carta 105	9	15	num	H
m0292	Carta 105	10	6	num	H
m0292	Carta 105	11	10	num	H
m0292	Carta 105	12	7	num	H
m0292	Carta 105	13	5	num	M
m0292	Carta 105	14	15	num	H
m0292	Carta 105	15	14	num	H
m0292	Carta 105	16	10	num	H
m0292	Carta 105	17	7	num	H
m0292	Carta 105	18	6	num	H
m0292	Carta 105	19	8	num	H
m0292	Carta 105	20	2	num	H
m0292	Carta 105	21	15	num	H
m0292	Carta 105	22	55	num	H
m0292	Carta 105	23	15	num	H
m0292	Carta 105	24	12	num	H
m0292	Carta 105	25	10	num	H
