sid	page	line	pos	x	y	w	h	rh	rw	dy	marks
f75L_13_015	f75L	13	15	1663	1366	38	91	5.353	2.235	-0.147	f75L_13_m0283|f75L_13_m0284
f75L_13_016	f75L	13	16	1729	1384	44	57	3.353	2.588	-0.088	
f75L_13_017	f75L	13	17	1824	1371	51	57	3.353	3.000	-0.853	
f75L_13_018	f75L	13	18	1899	1393	40	37	2.176	2.353	-0.147	f75L_13_m0285
f75L_13_019	f75L	13	19	2000	1367	7	13	0.765	0.412	-2.382	
f75L_13_020	f75L	13	20	2279	1398	41	38	2.235	2.412	0.176	f75L_13_m0289
f75L_13_021	f75L	13	21	2353	1399	63	39	2.294	3.706	0.265	
f75L_13_022	f75L	13	22	2511	1378	17	12	0.706	1.000	-1.765	
f75L_13_023	f75L	13	23	2656	1402	65	27	1.588	3.824	0.088	
f75L_13_024	f75L	13	24	2921	1366	6	10	0.588	0.353	-2.529	f75L_13_m0286|f75L_13_m0293
f75L_13_025	f75L	13	25	3161	1405	29	28	1.647	1.706	0.294	f75L_13_m0273|f75L_13_m0279|f75L_13_m0280|f75L_13_m0302
f75L_13_026	f75L	13	26	3475	1384	51	47	2.765	3.000	-0.382	
f75L_13_027	f75L	13	27	3689	1378	70	47	2.765	4.118	-0.735	f75L_13_m0306
f75L_14_001	f75L	14	1	74	1494	7	54	3.176	0.412	1.235	f75L_14_m0312|f75L_14_m0318|f75L_14_m0328|f75L_14_m0336
f75L_14_002	f75L	14	2	148	1478	9	62	3.647	0.529	0.529	f75L_14_m0314|f75L_14_m0325|f75L_14_m0335
f75L_14_003	f75L	14	3	170	1460	13	73	4.294	0.765	-0.206	f75L_14_m0313|f75L_14_m0332
f75L_14_004	f75L	14	4	188	1493	13	41	2.412	0.765	0.794	f75L_14_m0315|f75L_14_m0320|f75L_14_m0334
f75L_14_005	f75L	14	5	200	1508	4	26	1.529	0.235	1.235	
f75L_14_006	f75L	14	6	202	1532	12	17	1.000	0.706	2.382	f75L_14_m0326|f75L_14_m0329
f75L_14_007	f75L	14	7	327	1504	7	19	1.118	0.412	0.794	f75L_14_m0321|f75L_14_m0330|f75L_14_m0333|f75L_14_m0337
f75L_14_008	f75L	14	8	860	1524	6	7	0.412	0.353	1.618	
f75L_14_009	f75L	14	9	864	1518	9	12	0.706	0.529	1.412	
f75L_14_010	f75L	14	10	941	1494	5	8	0.471	0.294	-0.118	
f75L_14_011	f75L	14	11	947	1504	4	10	0.588	0.235	0.529	
f75L_14_012	f75L	14	12	1444	1452	6	18	1.059	0.353	-2.294	f75L_14_m0323
f75L_14_013	f75L	14	13	1707	1488	28	27	1.588	1.647	0.088	
f75L_14_014	f75L	14	14	1847	1468	21	15	0.882	1.235	-1.441	f75L_14_m0316|f75L_14_m0317|f75L_14_m0319
f75L_14_015	f75L	14	15	2291	1488	30	28	1.647	1.765	0.118	
f75L_14_016	f75L	14	16	2699	1467	12	13	0.765	0.706	-1.559	f75L_14_m0324
f75L_14_017	f75L	14	17	2722	1463	8	10	0.588	0.471	-1.882	f75L_14_m0322
f75L_14_018	f75L	14	18	2774	1489	32	46	2.706	1.882	0.706	
f75L_14_019	f75L	14	19	2813	1491	56	37	2.176	3.294	0.559	
f75L_14_020	f75L	14	20	2900	1450	10	21	1.235	0.588	-2.324	
f75L_14_021	f75L	14	21	2905	1461	27	81	4.765	1.588	0.088	f75L_14_m0338
f75L_14_022	f75L	14	22	3196	1514	9	7	0.412	0.529	1.029	f75L_14_m0331
f75L_14_023	f75L	14	23	3557	1483	71	25	1.471	4.176	-0.265	
f75L_14_024	f75L	14	24	3679	1475	45	67	3.941	2.647	0.500	f75L_14_m0327
f75L_15_001	f75L	15	1	76	1586	5	6	0.353	0.294	-0.353	f75L_15_m0363
f75L_15_002	f75L	15	2	106	1614	3	20	1.176	0.176	1.706	f75L_15_m0346|f75L_15_m0349|f75L_15_m0350|f75L_15_m0355|f75L_15_m0356
f75L_15_003	f75L	15	3	148	1560	8	68	4.000	0.471	-0.059	f75L_15_m0342|f75L_15_m0351
f75L_15_004	f75L	15	4	167	1534	20	100	5.882	1.176	-0.647	f75L_15_m0343|f75L_15_m0354|f75L_15_m0360|f75L_15_m0364
f75L_15_005	f75L	15	5	188	1536	12	101	5.941	0.706	-0.500	
f75L_15_006	f75L	15	6	200	1577	13	42	2.471	0.765	0.176	f75L_15_m0341|f75L_15_m0344|f75L_15_m0352|f75L_15_m0353|f75L_15_m0357
f75L_15_007	f75L	15	7	326	1546	10	57	3.353	0.588	-1.206	f75L_15_m0358
f75L_15_008	f75L	15	8	336	1558	9	16	0.941	0.529	-1.706	f75L_15_m0339|f75L_15_m0340|f75L_15_m0345|f75L_15_m0361|f75L_15_m0362
f75L_15_009	f75L	15	9	986	1611	7	9	0.529	0.412	1.206	
f75L_15_010	f75L	15	10	1172	1598	4	9	0.529	0.235	0.441	
f75L_15_011	f75L	15	11	1207	1629	3	6	0.353	0.176	2.176	
f75L_15_012	f75L	15	12	1638	1623	7	15	0.882	0.412	2.088	
f75L_15_013	f75L	15	13	1744	1575	37	40	2.353	2.176	0.000	
f75L_15_014	f75L	15	14	1837	1612	7	19	1.118	0.412	1.559	
f75L_15_015	f75L	15	15	2008	1567	71	47	2.765	4.176	-0.265	
f75L_15_016	f75L	15	16	2143	1576	52	58	3.412	3.059	0.588	
f75L_15_017	f75L	15	17	2333	1580	45	31	1.824	2.647	0.029	f75L_15_m0347|f75L_15_m0348
f75L_15_018	f75L	15	18	2426	1547	6	11	0.647	0.353	-2.500	
f75L_15_019	f75L	15	19	2805	1565	68	52	3.059	4.000	-0.235	
f75L_15_020	f75L	15	20	2912	1550	7	15	0.882	0.412	-2.206	
f75L_15_021	f75L	15	21	3050	1590	26	34	2.000	1.529	0.706	
f75L_15_022	f75L	15	22	3147	1628	6	7	0.412	0.353	2.147	
f75L_15_023	f75L	15	23	3610	1559	55	41	2.412	3.235	-0.912	
f75L_15_024	f75L	15	24	3719	1559	34	50	2.941	2.000	-0.647	
f75L_15_025	f75L	15	25	3797	1610	3	24	1.412	0.176	1.588	f75L_15_m0359
f75L_16_001	f75L	16	1	111	1719	6	7	0.412	0.353	2.500	f75L_16_m0371|f75L_16_m0372|f75L_16_m0386
f75L_16_002	f75L	16	2	147	1633	15	89	5.235	0.882	-0.147	f75L_16_m0381
f75L_16_003	f75L	16	3	169	1671	7	30	1.765	0.412	0.353	f75L_16_m0373|f75L_16_m0380|f75L_16_m0382|f75L_16_m0383
f75L_16_004	f75L	16	4	174	1634	11	49	2.882	0.647	-1.265	f75L_16_m0384
f75L_16_005	f75L	16	5	191	1636	25	70	4.118	1.471	-0.529	f75L_16_m0368
f75L_16_006	f75L	16	6	218	1694	10	45	2.647	0.588	2.147	f75L_16_m0374
f75L_16_007	f75L	16	7	367	1688	2	14	0.824	0.118	0.882	f75L_16_m0366|f75L_16_m0369|f75L_16_m0375|f75L_16_m0385|f75L_16_m0387
f75L_16_008	f75L	16	8	900	1714	8	6	0.353	0.471	2.176	f75L_16_m0376
f75L_16_009	f75L	16	9	1097	1697	14	54	3.176	0.824	2.588	
f75L_16_010	f75L	16	10	1188	1685	8	16	0.941	0.471	0.765	f75L_16_m0370
f75L_16_011	f75L	16	11	1440	1671	37	39	2.294	2.176	0.618	
f75L_16_012	f75L	16	12	1483	1684	4	6	0.353	0.235	0.412	
f75L_16_013	f75L	16	13	1490	1697	4	8	0.471	0.235	1.235	
f75L_16_014	f75L	16	14	1523	1710	14	21	1.235	0.824	2.382	
f75L_16_015	f75L	16	15	1570	1659	4	10	0.588	0.235	-0.941	
f75L_16_016	f75L	16	16	1595	1701	25	43	2.529	1.471	2.500	
f75L_16_017	f75L	16	17	1640	1639	16	21	1.235	0.941	-1.794	
f75L_16_018	f75L	16	18	1738	1717	7	11	0.647	0.412	2.500	
f75L_16_019	f75L	16	19	1922	1702	6	6	0.353	0.353	1.471	
f75L_16_020	f75L	16	20	2012	1669	51	46	2.706	3.000	0.706	
f75L_16_021	f75L	16	21	2105	1686	6	7	0.412	0.353	0.559	
f75L_16_022	f75L	16	22	2115	1671	29	26	1.529	1.706	0.235	
f75L_16_023	f75L	16	23	2601	1668	42	58	3.412	2.471	1.000	
f75L_16_024	f75L	16	24	2687	1631	14	44	2.588	0.824	-1.588	f75L_16_m0378|f75L_16_m0379
f75L_16_025	f75L	16	25	2715	1721	6	8	0.471	0.353	2.647	
f75L_16_026	f75L	16	26	2861	1666	47	49	2.882	2.765	0.618	
f75L_16_027	f75L	16	27	2942	1664	53	40	2.353	3.118	0.235	
f75L_16_028	f75L	16	28	3041	1672	34	31	1.824	2.000	0.441	f75L_16_m0367
f75L_16_029	f75L	16	29	3409	1689	23	17	1.000	1.353	1.029	f75L_16_m0377
f75L_16_030	f75L	16	30	3680	1653	65	43	2.529	3.824	-0.324	
f75L_16_031	f75L	16	31	3792	1653	8	46	2.706	0.471	-0.235	f75L_16_m0365
f75L_17_001	f75L	17	1	102	1774	5	6	0.353	0.294	-0.118	f75L_17_m0388
f75L_17_002	f75L	17	2	145	1740	6	68	4.000	0.353	-0.294	
f75L_17_003	f75L	17	3	169	1770	15	74	4.353	0.882	1.647	
f75L_17_004	f75L	17	4	191	1802	14	44	2.588	0.824	2.647	
f75L_17_005	f75L	17	5	206	1801	9	31	1.824	0.529	2.206	
f75L_17_006	f75L	17	6	218	1750	9	19	1.118	0.529	-1.147	f75L_17_m0396|f75L_17_m0398
f75L_17_007	f75L	17	7	326	1805	8	7	0.412	0.471	1.735	f75L_17_m0389|f75L_17_m0391|f75L_17_m0393|f75L_17_m0394|f75L_17_m0397|f75L_17_m0399|f75L_17_m0401
f75L_17_008	f75L	17	8	336	1782	5	40	2.353	0.294	1.353	
f75L_17_009	f75L	17	9	340	1791	5	35	2.059	0.294	1.735	
f75L_17_010	f75L	17	10	1091	1792	10	16	0.941	0.588	1.235	f75L_17_m0390
f75L_17_011	f75L	17	11	1392	1775	4	14	0.824	0.235	0.176	
f75L_17_012	f75L	17	12	1399	1779	4	19	1.118	0.235	0.559	
f75L_17_013	f75L	17	13	1408	1779	5	19	1.118	0.294	0.559	
f75L_17_014	f75L	17	14	1439	1759	44	69	4.059	2.588	0.853	
f75L_17_015	f75L	17	15	1483	1813	8	23	1.353	0.471	2.676	
f75L_17_016	f75L	17	16	1534	1763	70	41	2.412	4.118	0.265	
f75L_17_017	f75L	17	17	1614	1746	7	10	0.588	0.412	-1.647	
f75L_17_018	f75L	17	18	1880	1817	11	9	0.529	0.647	2.500	
f75L_17_019	f75L	17	19	2238	1761	61	52	3.059	3.588	0.471	f75L_17_m0392
f75L_17_020	f75L	17	20	2551	1811	7	6	0.353	0.412	2.059	
f75L_17_021	f75L	17	21	2662	1772	41	41	2.412	2.412	0.794	
f75L_17_022	f75L	17	22	2750	1770	70	57	3.353	4.118	1.147	
f75L_17_023	f75L	17	23	2849	1772	31	35	2.059	1.824	0.618	
f75L_17_024	f75L	17	24	2924	1769	48	34	2.000	2.824	0.412	
f75L_17_025	f75L	17	25	3297	1766	3	8	0.471	0.176	-0.529	f75L_17_m0400
f75L_17_026	f75L	17	26	3507	1799	20	13	0.765	1.176	1.559	
f75L_17_027	f75L	17	27	3619	1759	45	43	2.529	2.647	0.088	f75L_17_m0395
f75L_18_001	f75L	18	1	118	1906	4	6	0.353	0.235	1.353	f75L_18_m0407|f75L_18_m0427|f75L_18_m0436
f75L_18_002	f75L	18	2	121	1892	14	44	2.588	0.824	1.647	
f75L_18_003	f75L	18	3	132	1875	12	52	3.059	0.706	0.882	f75L_18_m0408|f75L_18_m0412
f75L_18_004	f75L	18	4	149	1856	6	77	4.529	0.353	0.500	f75L_18_m0403|f75L_18_m0434
f75L_18_005	f75L	18	5	155	1891	11	46	2.706	0.647	1.647	f75L_18_m0428
f75L_18_006	f75L	18	6	168	1870	18	68	4.000	1.059	1.059	f75L_18_m0413|f75L_18_m0414|f75L_18_m0423|f75L_18_m0424|f75L_18_m0437
f75L_18_007	f75L	18	7	191	1839	26	108	6.353	1.529	0.412	f75L_18_m0415|f75L_18_m0418|f75L_18_m0420|f75L_18_m0430|f75L_18_m0441|f75L_18_m0442
f75L_18_008	f75L	18	8	218	1882	8	52	3.059	0.471	1.294	
f75L_18_009	f75L	18	9	227	1883	3	26	1.529	0.176	0.588	
f75L_18_010	f75L	18	10	237	1900	10	18	1.059	0.588	1.353	
f75L_18_011	f75L	18	11	295	1911	6	22	1.294	0.353	2.118	f75L_18_m0409
f75L_18_012	f75L	18	12	326	1851	21	85	5.000	1.235	0.441	f75L_18_m0404|f75L_18_m0405|f75L_18_m0411|f75L_18_m0416|f75L_18_m0431|f75L_18_m0438|f75L_18_m0440
f75L_18_013	f75L	18	13	857	1882	4	12	0.706	0.235	0.118	
f75L_18_014	f75L	18	14	900	1860	5	10	0.588	0.294	-1.235	
f75L_18_015	f75L	18	15	1702	1897	4	6	0.353	0.235	0.824	f75L_18_m0402|f75L_18_m0410|f75L_18_m0417|f75L_18_m0421|f75L_18_m0422|f75L_18_m0425|f75L_18_m0426|f75L_18_m0429|f75L_18_m0432|f75L_18_m0435|f75L_18_m0439
f75L_18_016	f75L	18	16	1822	1859	75	45	2.647	4.412	-0.265	
f75L_18_017	f75L	18	17	1943	1869	29	44	2.588	1.706	0.294	
f75L_18_018	f75L	18	18	2001	1866	67	54	3.176	3.941	0.412	
f75L_18_019	f75L	18	19	2216	1914	9	23	1.353	0.529	2.324	
f75L_18_020	f75L	18	20	2497	1870	41	46	2.706	2.412	0.412	f75L_18_m0433
f75L_18_021	f75L	18	21	2585	1882	60	44	2.588	3.529	1.059	f75L_18_m0406
f75L_18_022	f75L	18	22	2701	1874	35	61	3.588	2.059	1.088	
f75L_18_023	f75L	18	23	2731	1927	24	13	0.765	1.412	2.794	f75L_18_m0419
f75L_18_024	f75L	18	24	2916	1863	45	44	2.588	2.647	-0.059	
f75L_18_025	f75L	18	25	3004	1872	24	29	1.706	1.412	0.029	
f75L_18_026	f75L	18	26	3162	1852	50	53	3.118	2.941	-0.441	
f75L_18_027	f75L	18	27	3198	1855	55	50	2.941	3.235	-0.353	
f75L_18_028	f75L	18	28	3387	1823	67	81	4.765	3.941	-1.324	
f75L_18_029	f75L	18	29	3506	1854	33	44	2.588	1.941	-0.588	
f75L_18_030	f75L	18	30	3657	1844	38	48	2.824	2.235	-1.059	
f75L_19_001	f75L	19	1	108	1935	14	45	2.647	0.824	-1.618	f75L_19_m0447|f75L_19_m0462
f75L_19_002	f75L	19	2	135	1934	7	47	2.765	0.412	-1.618	f75L_19_m0493
f75L_19_003	f75L	19	3	150	1931	27	87	5.118	1.588	-0.618	f75L_19_m0444|f75L_19_m0457|f75L_19_m0468|f75L_19_m0489
f75L_19_004	f75L	19	4	172	1940	16	79	4.647	0.941	-0.324	f75L_19_m0445
f75L_19_005	f75L	19	5	188	1950	16	57	3.353	0.941	-0.382	f75L_19_m0446|f75L_19_m0450|f75L_19_m0455|f75L_19_m0483
f75L_19_006	f75L	19	6	208	1951	4	10	0.588	0.235	-1.706	f75L_19_m0456|f75L_19_m0469|f75L_19_m0479|f75L_19_m0486|f75L_19_m0490
f75L_19_007	f75L	19	7	298	1974	3	7	0.412	0.176	-0.441	f75L_19_m0487|f75L_19_m0491
f75L_19_008	f75L	19	8	302	1956	15	44	2.588	0.882	-0.412	
f75L_19_009	f75L	19	9	314	1983	16	33	1.941	0.941	0.853	f75L_19_m0472|f75L_19_m0484|f75L_19_m0494
f75L_19_010	f75L	19	10	337	1979	4	6	0.353	0.235	-0.176	f75L_19_m0443|f75L_19_m0451|f75L_19_m0463|f75L_19_m0464|f75L_19_m0480|f75L_19_m0488
f75L_19_011	f75L	19	11	361	2018	4	11	0.647	0.235	2.265	
f75L_19_012	f75L	19	12	855	1951	6	11	0.647	0.353	-1.676	f75L_19_m0465|f75L_19_m0470|f75L_19_m0473
f75L_19_013	f75L	19	13	890	1954	7	10	0.588	0.412	-1.529	f75L_19_m0458|f75L_19_m0466|f75L_19_m0474|f75L_19_m0475|f75L_19_m0481
f75L_19_014	f75L	19	14	913	1955	12	11	0.647	0.706	-1.441	
f75L_19_015	f75L	19	15	937	1954	8	10	0.588	0.471	-1.529	f75L_19_m0471|f75L_19_m0476
f75L_19_016	f75L	19	16	1376	1962	15	49	2.882	0.882	0.088	f75L_19_m0482
f75L_19_017	f75L	19	17	1577	1963	39	31	1.824	2.294	-0.382	f75L_19_m0452|f75L_19_m0478
f75L_19_018	f75L	19	18	2079	1960	70	55	3.235	4.118	0.147	f75L_19_m0448|f75L_19_m0459|f75L_19_m0477
f75L_19_019	f75L	19	19	2303	1972	47	29	1.706	2.765	0.088	
f75L_19_020	f75L	19	20	2688	1946	14	13	0.765	0.824	-1.912	f75L_19_m0449|f75L_19_m0485
f75L_19_021	f75L	19	21	2719	1955	42	68	4.000	2.471	0.235	f75L_19_m0453|f75L_19_m0454|f75L_19_m0460|f75L_19_m0467
f75L_19_022	f75L	19	22	2777	2024	4	7	0.412	0.235	2.500	
f75L_19_023	f75L	19	23	2783	1962	46	45	2.647	2.706	-0.029	
f75L_19_024	f75L	19	24	2950	1972	70	37	2.176	4.118	0.324	
f75L_19_025	f75L	19	25	3051	1969	54	44	2.588	3.176	0.353	
f75L_19_026	f75L	19	26	3149	1977	63	30	1.765	3.706	0.412	
f75L_19_027	f75L	19	27	3389	1953	46	51	3.000	2.706	-0.382	f75L_19_m0461|f75L_19_m0492|f75L_19_m0495|f75L_19_m0496
f75L_19_028	f75L	19	28	3529	1982	4	9	0.529	0.235	0.088	
f75L_19_029	f75L	19	29	3534	1966	45	27	1.588	2.647	-0.324	
f75L_20_001	f75L	20	1	79	2038	6	57	3.353	0.353	-0.618	f75L_20_m0518|f75L_20_m0522
f75L_20_002	f75L	20	2	83	2099	4	6	0.353	0.235	1.471	
f75L_20_003	f75L	20	3	87	2090	5	6	0.353	0.294	0.941	f75L_20_m0498|f75L_20_m0513
f75L_20_004	f75L	20	4	124	2066	10	11	0.647	0.588	-0.324	f75L_20_m0516|f75L_20_m0519
f75L_20_005	f75L	20	5	130	2079	8	17	1.000	0.471	0.618	f75L_20_m0523
f75L_20_006	f75L	20	6	156	2076	16	42	2.471	0.941	1.176	f75L_20_m0500|f75L_20_m0501|f75L_20_m0502|f75L_20_m0511|f75L_20_m0521
f75L_20_007	f75L	20	7	172	2097	4	22	1.294	0.235	1.824	f75L_20_m0515
f75L_20_008	f75L	20	8	174	2075	18	47	2.765	1.059	1.265	
f75L_20_009	f75L	20	9	312	2019	23	105	6.176	1.353	-0.324	f75L_20_m0503|f75L_20_m0504|f75L_20_m0507|f75L_20_m0514
f75L_20_010	f75L	20	10	1615	2047	32	43	2.529	1.882	-0.500	f75L_20_m0505|f75L_20_m0506|f75L_20_m0508|f75L_20_m0512|f75L_20_m0517
f75L_20_011	f75L	20	11	1768	2107	22	16	0.941	1.294	2.235	
f75L_20_012	f75L	20	12	2003	2059	32	26	1.529	1.882	-0.294	
f75L_20_013	f75L	20	13	2066	2043	8	13	0.765	0.471	-1.618	f75L_20_m0509
f75L_20_014	f75L	20	14	2187	2059	41	43	2.529	2.412	0.206	
f75L_20_015	f75L	20	15	2257	2113	7	13	0.765	0.412	2.500	
f75L_20_016	f75L	20	16	2279	2011	74	86	5.059	4.353	-1.353	
f75L_20_017	f75L	20	17	2409	2112	8	9	0.529	0.471	2.324	
f75L_20_018	f75L	20	18	2603	2045	85	52	3.059	5.000	-0.353	f75L_20_m0497
f75L_20_019	f75L	20	19	2681	2061	17	32	1.882	1.000	0.000	f75L_20_m0499
f75L_20_020	f75L	20	20	2816	2057	67	44	2.588	3.941	0.118	f75L_20_m0510|f75L_20_m0520
f75L_20_021	f75L	20	21	2912	2057	59	51	3.000	3.471	0.324	
f75L_20_022	f75L	20	22	3028	2052	36	48	2.824	2.118	-0.059	
f75L_20_023	f75L	20	23	3085	2059	65	41	2.412	3.824	0.147	
f75L_20_024	f75L	20	24	3190	2065	35	35	2.059	2.059	0.324	
f75L_20_025	f75L	20	25	3231	2070	30	29	1.706	1.765	0.441	
f75L_20_026	f75L	20	26	3394	2065	33	32	1.882	1.941	0.235	
f75L_20_027	f75L	20	27	3576	2062	64	30	1.765	3.765	0.000	
f75L_21_001	f75L	21	1	111	2169	5	45	2.647	0.294	1.559	f75L_21_m0525|f75L_21_m0537|f75L_21_m0546|f75L_21_m0552
f75L_21_002	f75L	21	2	114	2156	7	49	2.882	0.412	0.912	f75L_21_m0526|f75L_21_m0530
f75L_21_003	f75L	21	3	152	2162	6	35	2.059	0.353	0.853	f75L_21_m0529
f75L_21_004	f75L	21	4	157	2123	33	74	4.353	1.941	-0.294	f75L_21_m0524|f75L_21_m0534|f75L_21_m0538|f75L_21_m0545|f75L_21_m0548|f75L_21_m0553
f75L_21_005	f75L	21	5	201	2185	8	21	1.235	0.471	1.794	f75L_21_m0531
f75L_21_006	f75L	21	6	312	2139	13	74	4.353	0.765	0.647	f75L_21_m0527|f75L_21_m0535|f75L_21_m0536|f75L_21_m0542|f75L_21_m0543|f75L_21_m0547|f75L_21_m0550
f75L_21_007	f75L	21	7	915	2179	15	34	2.000	0.882	1.824	
f75L_21_008	f75L	21	8	1414	2190	5	23	1.353	0.294	2.147	
f75L_21_009	f75L	21	9	1417	2152	41	37	2.176	2.412	0.324	
f75L_21_010	f75L	21	10	1759	2120	8	13	0.765	0.471	-2.265	f75L_21_m0551|f75L_21_m0555|f75L_21_m0556
f75L_21_011	f75L	21	11	2325	2135	41	53	3.118	2.412	-0.206	f75L_21_m0528|f75L_21_m0532|f75L_21_m0539|f75L_21_m0540|f75L_21_m0541|f75L_21_m0549|f75L_21_m0554
f75L_21_012	f75L	21	12	2404	2148	57	47	2.765	3.353	0.382	
f75L_21_013	f75L	21	13	2535	2193	12	9	0.529	0.706	1.912	
f75L_21_014	f75L	21	14	2789	2153	28	32	1.882	1.647	0.235	
f75L_21_015	f75L	21	15	2873	2149	45	31	1.824	2.647	-0.029	
f75L_21_016	f75L	21	16	3051	2157	74	29	1.706	4.353	0.382	
f75L_21_017	f75L	21	17	3272	2138	58	47	2.765	3.412	-0.206	
f75L_21_018	f75L	21	18	3363	2134	77	50	2.941	4.529	-0.353	
f75L_21_019	f75L	21	19	3547	2117	17	17	1.000	1.000	-2.324	f75L_21_m0533|f75L_21_m0544
f75L_21_020	f75L	21	20	3582	2135	85	45	2.647	5.000	-0.441	
f75L_22_001	f75L	22	1	79	2266	9	29	1.706	0.529	1.382	f75L_22_m0566|f75L_22_m0570|f75L_22_m0584
f75L_22_002	f75L	22	2	151	2234	20	77	4.529	1.176	0.912	f75L_22_m0561|f75L_22_m0576|f75L_22_m0585|f75L_22_m0586
f75L_22_003	f75L	22	3	195	2271	3	6	0.353	0.176	1.000	f75L_22_m0571|f75L_22_m0577|f75L_22_m0593
f75L_22_004	f75L	22	4	197	2257	6	6	0.353	0.353	0.176	f75L_22_m0558|f75L_22_m0572
f75L_22_005	f75L	22	5	200	2208	18	50	2.941	1.059	-1.412	f75L_22_m0578|f75L_22_m0579
f75L_22_006	f75L	22	6	233	2238	7	23	1.353	0.412	-0.441	f75L_22_m0589
f75L_22_007	f75L	22	7	304	2233	13	28	1.647	0.765	-0.588	f75L_22_m0590|f75L_22_m0591
f75L_22_008	f75L	22	8	313	2251	10	35	2.059	0.588	0.676	f75L_22_m0559|f75L_22_m0562|f75L_22_m0592
f75L_22_009	f75L	22	9	328	2250	11	54	3.176	0.647	1.176	
f75L_22_010	f75L	22	10	338	2275	5	9	0.529	0.294	1.324	
f75L_22_011	f75L	22	11	344	2281	5	22	1.294	0.294	2.059	
f75L_22_012	f75L	22	12	350	2289	7	18	1.059	0.412	2.412	
f75L_22_013	f75L	22	13	356	2288	5	9	0.529	0.294	2.088	f75L_22_m0582
f75L_22_014	f75L	22	14	866	2297	13	12	0.706	0.765	2.706	
f75L_22_015	f75L	22	15	1556	2231	38	72	4.235	2.235	0.588	f75L_22_m0563|f75L_22_m0567|f75L_22_m0588
f75L_22_016	f75L	22	16	1593	2283	14	16	0.941	0.824	2.000	
f75L_22_017	f75L	22	17	1647	2291	14	12	0.706	0.824	2.353	f75L_22_m0568
f75L_22_018	f75L	22	18	1740	2219	8	11	0.647	0.471	-1.912	f75L_22_m0560
f75L_22_019	f75L	22	19	1808	2225	47	53	3.118	2.765	-0.324	
f75L_22_020	f75L	22	20	2009	2244	49	50	2.941	2.882	0.706	
f75L_22_021	f75L	22	21	2081	2242	45	67	3.941	2.647	1.088	
f75L_22_022	f75L	22	22	2163	2241	61	44	2.588	3.588	0.353	f75L_22_m0569|f75L_22_m0574
f75L_22_023	f75L	22	23	2340	2249	83	30	1.765	4.882	0.412	f75L_22_m0575|f75L_22_m0580
f75L_22_024	f75L	22	24	2472	2249	73	33	1.941	4.294	0.500	f75L_22_m0557|f75L_22_m0564|f75L_22_m0573|f75L_22_m0587
f75L_22_025	f75L	22	25	2784	2232	83	55	3.235	4.882	0.147	
f75L_22_026	f75L	22	26	3128	2245	4	8	0.471	0.235	-0.471	f75L_22_m0581|f75L_22_m0583
f75L_22_027	f75L	22	27	3216	2248	69	34	2.000	4.059	0.471	
f75L_22_028	f75L	22	28	3423	2244	53	64	3.765	3.118	1.118	
f75L_22_029	f75L	22	29	3533	2245	78	29	1.706	4.588	0.147	
f75L_22_030	f75L	22	30	3702	2244	73	40	2.353	4.294	0.412	
f75L_22_031	f75L	22	31	3781	2265	19	19	1.118	1.118	1.029	f75L_22_m0565
f75L_23_001	f75L	23	1	79	2310	22	114	6.706	1.294	0.882	f75L_23_m0612|f75L_23_m0620|f75L_23_m0632
f75L_23_002	f75L	23	2	148	2348	11	53	3.118	0.647	1.324	f75L_23_m0629|f75L_23_m0630
f75L_23_003	f75L	23	3	156	2318	16	75	4.412	0.941	0.206	f75L_23_m0606|f75L_23_m0633
f75L_23_004	f75L	23	4	174	2363	10	19	1.118	0.588	1.206	
f75L_23_005	f75L	23	5	186	2324	19	75	4.412	1.118	0.559	f75L_23_m0631|f75L_23_m0636
f75L_23_006	f75L	23	6	204	2369	12	33	1.941	0.706	1.971	
f75L_23_007	f75L	23	7	212	2352	15	57	3.353	0.882	1.676	f75L_23_m0613|f75L_23_m0614
f75L_23_008	f75L	23	8	305	2360	12	34	2.000	0.706	1.471	f75L_23_m0624
f75L_23_009	f75L	23	9	317	2357	4	32	1.882	0.235	1.235	f75L_23_m0607|f75L_23_m0618
f75L_23_010	f75L	23	10	323	2307	16	50	2.941	0.941	-1.176	f75L_23_m0596|f75L_23_m0599|f75L_23_m0621|f75L_23_m0623|f75L_23_m0625|f75L_23_m0628|f75L_23_m0634|f75L_23_m0635
f75L_23_011	f75L	23	11	939	2303	23	13	0.765	1.353	-2.500	f75L_23_m0594|f75L_23_m0597|f75L_23_m0600|f75L_23_m0608
f75L_23_012	f75L	23	12	980	2385	33	25	1.471	1.941	2.676	f75L_23_m0601|f75L_23_m0602
f75L_23_013	f75L	23	13	1013	2367	23	30	1.765	1.353	1.765	
f75L_23_014	f75L	23	14	1032	2367	17	20	1.176	1.000	1.471	
f75L_23_015	f75L	23	15	1055	2350	14	32	1.882	0.824	0.824	
f75L_23_016	f75L	23	16	1089	2347	6	18	1.059	0.353	0.235	
f75L_23_017	f75L	23	17	1103	2374	8	10	0.588	0.471	1.588	
f75L_23_018	f75L	23	18	1111	2350	8	19	1.118	0.471	0.441	
f75L_23_019	f75L	23	19	1123	2363	9	13	0.765	0.529	1.029	
f75L_23_020	f75L	23	20	1129	2349	7	10	0.588	0.412	0.118	
f75L_23_021	f75L	23	21	1149	2365	25	30	1.765	1.471	1.647	
f75L_23_022	f75L	23	22	1218	2385	6	7	0.412	0.353	2.147	f75L_23_m0637
