mid	page	line	x	y	w	h	rh	rw	sid
f75L_15_m0342	f75L	15	151	1556	2	3	0.176	0.118	f75L_15_003
f75L_15_m0343	f75L	15	173	1559	2	3	0.176	0.118	f75L_15_004
f75L_15_m0344	f75L	15	200	1559	2	3	0.176	0.118	f75L_15_006
f75L_15_m0345	f75L	15	361	1559	2	3	0.176	0.118	f75L_15_008
f75L_15_m0346	f75L	15	108	1562	3	2	0.118	0.176	f75L_15_002
f75L_15_m0347	f75L	15	2267	1562	5	8	0.471	0.294	f75L_15_017
f75L_15_m0348	f75L	15	2273	1562	3	3	0.176	0.176	f75L_15_017
f75L_15_m0349	f75L	15	106	1565	3	3	0.176	0.176	f75L_15_002
f75L_15_m0350	f75L	15	113	1564	4	3	0.176	0.235	f75L_15_002
f75L_15_m0351	f75L	15	159	1565	3	3	0.176	0.176	f75L_15_003
f75L_15_m0352	f75L	15	201	1564	3	3	0.176	0.176	f75L_15_006
f75L_15_m0353	f75L	15	208	1565	3	3	0.176	0.176	f75L_15_006
f75L_15_m0354	f75L	15	164	1567	2	3	0.176	0.118	f75L_15_004
f75L_15_m0355	f75L	15	111	1568	5	7	0.412	0.294	f75L_15_002
f75L_15_m0356	f75L	15	117	1569	4	6	0.353	0.235	f75L_15_002
f75L_15_m0357	f75L	15	201	1568	2	3	0.176	0.118	f75L_15_006
f75L_15_m0358	f75L	15	331	1569	3	3	0.176	0.176	f75L_15_007
f75L_15_m0359	f75L	15	3796	1569	4	9	0.529	0.235	f75L_15_025
f75L_15_m0360	f75L	15	177	1574	4	4	0.235	0.235	f75L_15_004
f75L_15_m0361	f75L	15	335	1575	4	5	0.294	0.235	f75L_15_008
f75L_15_m0362	f75L	15	383	1577	3	3	0.176	0.176	f75L_15_008
f75L_15_m0363	f75L	15	75	1580	3	4	0.235	0.176	f75L_15_001
f75L_15_m0364	f75L	15	180	1585	5	4	0.235	0.294	f75L_15_004
f75L_16_m0365	f75L	16	3796	1635	4	9	0.529	0.235	f75L_16_031
f75L_16_m0366	f75L	16	325	1636	7	5	0.294	0.412	f75L_16_007
f75L_16_m0367	f75L	16	3107	1637	6	8	0.471	0.353	f75L_16_028
f75L_16_m0368	f75L	16	190	1639	4	5	0.294	0.235	f75L_16_005
f75L_16_m0369	f75L	16	321	1638	3	5	0.294	0.176	f75L_16_007
f75L_16_m0370	f75L	16	1207	1638	5	3	0.176	0.294	f75L_16_010
f75L_16_m0371	f75L	16	112	1641	5	8	0.471	0.294	f75L_16_001
f75L_16_m0372	f75L	16	77	1642	7	7	0.412	0.412	f75L_16_001
f75L_16_m0373	f75L	16	167	1642	4	3	0.176	0.235	f75L_16_003
f75L_16_m0374	f75L	16	227	1642	2	3	0.176	0.118	f75L_16_006
f75L_16_m0375	f75L	16	328	1642	3	3	0.176	0.176	f75L_16_007
f75L_16_m0376	f75L	16	882	1642	3	3	0.176	0.176	f75L_16_008
f75L_16_m0377	f75L	16	3437	1644	4	5	0.294	0.235	f75L_16_029
f75L_16_m0378	f75L	16	2690	1647	4	4	0.235	0.235	f75L_16_024
f75L_16_m0379	f75L	16	2695	1651	3	2	0.118	0.176	f75L_16_024
f75L_16_m0380	f75L	16	166	1658	3	3	0.176	0.176	f75L_16_003
f75L_16_m0381	f75L	16	149	1662	2	3	0.176	0.118	f75L_16_002
f75L_16_m0382	f75L	16	166	1662	3	7	0.412	0.176	f75L_16_003
f75L_16_m0383	f75L	16	172	1665	3	3	0.176	0.176	f75L_16_003
f75L_16_m0384	f75L	16	177	1664	6	6	0.353	0.353	f75L_16_004
f75L_16_m0385	f75L	16	325	1665	3	2	0.118	0.176	f75L_16_007
f75L_16_m0386	f75L	16	105	1671	2	3	0.176	0.118	f75L_16_001
f75L_16_m0387	f75L	16	364	1670	2	3	0.176	0.118	f75L_16_007
f75L_17_m0388	f75L	17	75	1729	3	5	0.294	0.176	f75L_17_001
f75L_17_m0389	f75L	17	315	1729	3	5	0.294	0.176	f75L_17_007
f75L_17_m0390	f75L	17	860	1730	3	3	0.176	0.176	f75L_17_010
f75L_17_m0391	f75L	17	324	1734	2	4	0.235	0.118	f75L_17_007
f75L_17_m0392	f75L	17	2238	1736	5	5	0.294	0.294	f75L_17_019
f75L_17_m0393	f75L	17	315	1738	2	4	0.235	0.118	f75L_17_007
f75L_17_m0394	f75L	17	313	1743	4	3	0.176	0.235	f75L_17_007
f75L_17_m0395	f75L	17	3746	1743	9	7	0.412	0.529	f75L_17_027
f75L_17_m0396	f75L	17	222	1745	2	3	0.176	0.118	f75L_17_006
f75L_17_m0397	f75L	17	322	1744	3	4	0.235	0.176	f75L_17_007
f75L_17_m0398	f75L	17	215	1748	6	7	0.412	0.353	f75L_17_006
f75L_17_m0399	f75L	17	314	1748	4	3	0.176	0.235	f75L_17_007
f75L_17_m0400	f75L	17	3226	1749	5	6	0.353	0.294	f75L_17_025
f75L_17_m0401	f75L	17	317	1758	3	5	0.294	0.176	f75L_17_007
f75L_18_m0402	f75L	18	1437	1832	3	3	0.176	0.176	f75L_18_015
f75L_18_m0403	f75L	18	149	1835	4	5	0.294	0.235	f75L_18_004
f75L_18_m0404	f75L	18	331	1834	2	3	0.176	0.118	f75L_18_012
f75L_18_m0405	f75L	18	369	1834	2	3	0.176	0.118	f75L_18_012
f75L_18_m0406	f75L	18	2623	1839	3	3	0.176	0.176	f75L_18_021
f75L_18_m0407	f75L	18	78	1842	3	3	0.176	0.176	f75L_18_001
f75L_18_m0408	f75L	18	141	1843	3	3	0.176	0.176	f75L_18_003
f75L_18_m0409	f75L	18	297	1842	4	3	0.176	0.235	f75L_18_011
f75L_18_m0410	f75L	18	1500	1842	3	3	0.176	0.176	f75L_18_015
f75L_18_m0411	f75L	18	342	1845	7	8	0.471	0.412	f75L_18_012
f75L_18_m0412	f75L	18	135	1847	8	6	0.353	0.471	f75L_18_003
f75L_18_m0413	f75L	18	175	1846	5	3	0.176	0.294	f75L_18_006
f75L_18_m0414	f75L	18	183	1846	3	3	0.176	0.176	f75L_18_006
f75L_18_m0415	f75L	18	192	1847	7	6	0.353	0.412	f75L_18_007
f75L_18_m0416	f75L	18	327	1847	2	3	0.176	0.118	f75L_18_012
f75L_18_m0417	f75L	18	1486	1846	11	7	0.412	0.647	f75L_18_015
f75L_18_m0418	f75L	18	200	1851	6	6	0.353	0.353	f75L_18_007
f75L_18_m0419	f75L	18	2798	1853	3	2	0.118	0.176	f75L_18_023
f75L_18_m0420	f75L	18	192	1854	3	3	0.176	0.176	f75L_18_007
f75L_18_m0421	f75L	18	1485	1854	11	8	0.471	0.647	f75L_18_015
f75L_18_m0422	f75L	18	1500	1854	3	4	0.235	0.176	f75L_18_015
f75L_18_m0423	f75L	18	180	1861	5	7	0.412	0.294	f75L_18_006
f75L_18_m0424	f75L	18	188	1860	3	3	0.176	0.176	f75L_18_006
f75L_18_m0425	f75L	18	1432	1860	5	3	0.176	0.294	f75L_18_015
f75L_18_m0426	f75L	18	1482	1863	5	3	0.176	0.294	f75L_18_015
f75L_18_m0427	f75L	18	78	1864	3	5	0.294	0.176	f75L_18_001
f75L_18_m0428	f75L	18	154	1864	3	3	0.176	0.176	f75L_18_005
f75L_18_m0429	f75L	18	1431	1864	5	9	0.529	0.294	f75L_18_015
f75L_18_m0430	f75L	18	190	1867	6	6	0.353	0.353	f75L_18_007
f75L_18_m0431	f75L	18	335	1866	6	6	0.353	0.353	f75L_18_012
f75L_18_m0432	f75L	18	1495	1867	4	3	0.176	0.235	f75L_18_015
f75L_18_m0433	f75L	18	2543	1866	10	5	0.294	0.588	f75L_18_020
f75L_18_m0434	f75L	18	149	1869	5	7	0.412	0.294	f75L_18_004
f75L_18_m0435	f75L	18	1482	1869	2	3	0.176	0.118	f75L_18_015
f75L_18_m0436	f75L	18	86	1871	3	5	0.294	0.176	f75L_18_001
f75L_18_m0437	f75L	18	171	1871	2	3	0.176	0.118	f75L_18_006
f75L_18_m0438	f75L	18	328	1871	8	7	0.412	0.471	f75L_18_012
f75L_18_m0439	f75L	18	1476	1870	4	4	0.235	0.235	f75L_18_015
f75L_18_m0440	f75L	18	356	1872	5	5	0.294	0.294	f75L_18_012
f75L_18_m0441	f75L	18	193	1874	3	3	0.176	0.176	f75L_18_007
f75L_18_m0442	f75L	18	199	1876	4	3	0.176	0.235	f75L_18_007
f75L_19_m0443	f75L	19	334	1937	5	5	0.294	0.294	f75L_19_010
f75L_19_m0444	f75L	19	150	1938	4	3	0.176	0.235	f75L_19_003
f75L_19_m0445	f75L	19	179	1938	3	3	0.176	0.176	f75L_19_004
f75L_19_m0446	f75L	19	188	1939	3	2	0.118	0.176	f75L_19_005
f75L_19_m0447	f75L	19	78	1940	4	3	0.176	0.235	f75L_19_001
f75L_19_m0448	f75L	19	2148	1940	6	6	0.353	0.353	f75L_19_018
f75L_19_m0449	f75L	19	2585	1941	2	3	0.176	0.118	f75L_19_020
f75L_19_m0450	f75L	19	192	1942	4	3	0.176	0.235	f75L_19_005
f75L_19_m0451	f75L	19	339	1943	2	3	0.176	0.118	f75L_19_010
f75L_19_m0452	f75L	19	1637	1942	4	5	0.294	0.235	f75L_19_017
f75L_19_m0453	f75L	19	2742	1943	6	4	0.235	0.353	f75L_19_021
f75L_19_m0454	f75L	19	2735	1944	6	8	0.471	0.353	f75L_19_021
f75L_19_m0455	f75L	19	203	1947	6	5	0.294	0.353	f75L_19_005
f75L_19_m0456	f75L	19	212	1947	2	3	0.176	0.118	f75L_19_006
f75L_19_m0457	f75L	19	152	1948	3	3	0.176	0.176	f75L_19_003
f75L_19_m0458	f75L	19	874	1949	5	7	0.412	0.294	f75L_19_013
f75L_19_m0459	f75L	19	2086	1949	3	2	0.118	0.176	f75L_19_018
f75L_19_m0460	f75L	19	2726	1949	7	5	0.294	0.412	f75L_19_021
f75L_19_m0461	f75L	19	3317	1949	2	4	0.235	0.118	f75L_19_027
f75L_19_m0462	f75L	19	78	1951	3	2	0.118	0.176	f75L_19_001
f75L_19_m0463	f75L	19	332	1950	2	3	0.176	0.118	f75L_19_010
f75L_19_m0464	f75L	19	336	1950	3	5	0.294	0.176	f75L_19_010
f75L_19_m0465	f75L	19	869	1950	3	3	0.176	0.176	f75L_19_012
f75L_19_m0466	f75L	19	881	1951	3	2	0.118	0.176	f75L_19_013
f75L_19_m0467	f75L	19	2705	1951	18	7	0.412	1.059	f75L_19_021
f75L_19_m0468	f75L	19	150	1953	5	6	0.353	0.294	f75L_19_003
f75L_19_m0469	f75L	19	246	1953	2	7	0.412	0.118	f75L_19_006
f75L_19_m0470	f75L	19	863	1953	2	3	0.176	0.118	f75L_19_012
f75L_19_m0471	f75L	19	934	1953	2	3	0.176	0.118	f75L_19_015
f75L_19_m0472	f75L	19	321	1955	3	4	0.235	0.176	f75L_19_009
f75L_19_m0473	f75L	19	871	1956	5	5	0.294	0.294	f75L_19_012
f75L_19_m0474	f75L	19	883	1957	4	2	0.118	0.235	f75L_19_013
f75L_19_m0475	f75L	19	898	1957	15	8	0.471	0.882	f75L_19_013
f75L_19_m0476	f75L	19	927	1956	7	9	0.529	0.412	f75L_19_015
f75L_19_m0477	f75L	19	1993	1956	4	7	0.412	0.235	f75L_19_018
f75L_19_m0478	f75L	19	1638	1958	4	7	0.412	0.235	f75L_19_017
f75L_19_m0479	f75L	19	219	1962	9	7	0.412	0.529	f75L_19_006
f75L_19_m0480	f75L	19	335	1963	4	4	0.235	0.235	f75L_19_010
f75L_19_m0481	f75L	19	886	1962	4	2	0.118	0.235	f75L_19_013
f75L_19_m0482	f75L	19	1374	1963	3	4	0.235	0.176	f75L_19_016
f75L_19_m0483	f75L	19	189	1964	3	2	0.118	0.176	f75L_19_005
f75L_19_m0484	f75L	19	320	1965	2	4	0.235	0.118	f75L_19_009
f75L_19_m0485	f75L	19	2649	1965	3	4	0.235	0.176	f75L_19_020
f75L_19_m0486	f75L	19	237	1966	3	3	0.176	0.176	f75L_19_006
f75L_19_m0487	f75L	19	297	1968	4	4	0.235	0.235	f75L_19_007
f75L_19_m0488	f75L	19	332	1969	4	4	0.235	0.235	f75L_19_010
f75L_19_m0489	f75L	19	168	1970	4	4	0.235	0.235	f75L_19_003
f75L_19_m0490	f75L	19	238	1970	3	2	0.118	0.176	f75L_19_006
f75L_19_m0491	f75L	19	293	1970	2	3	0.176	0.118	f75L_19_007
f75L_19_m0492	f75L	19	3362	1970	11	8	0.471	0.647	f75L_19_027
f75L_19_m0493	f75L	19	141	1973	3	4	0.235	0.176	f75L_19_002
f75L_19_m0494	f75L	19	319	1972	3	3	0.176	0.176	f75L_19_009
f75L_19_m0495	f75L	19	3374	1972	3	4	0.235	0.176	f75L_19_027
f75L_19_m0496	f75L	19	3378	1974	4	2	0.118	0.235	f75L_19_027
f75L_20_m0497	f75L	20	2661	2031	5	7	0.412	0.294	f75L_20_018
f75L_20_m0498	f75L	20	97	2034	3	4	0.235	0.176	f75L_20_003
f75L_20_m0499	f75L	20	2765	2034	6	6	0.353	0.353	f75L_20_019
f75L_20_m0500	f75L	20	150	2037	6	4	0.235	0.353	f75L_20_006
f75L_20_m0501	f75L	20	162	2041	6	6	0.353	0.353	f75L_20_006
f75L_20_m0502	f75L	20	152	2042	5	5	0.294	0.294	f75L_20_006
f75L_20_m0503	f75L	20	297	2042	3	2	0.118	0.176	f75L_20_009
f75L_20_m0504	f75L	20	364	2043	2	3	0.176	0.118	f75L_20_009
f75L_20_m0505	f75L	20	1655	2043	4	5	0.294	0.235	f75L_20_010
f75L_20_m0506	f75L	20	1627	2044	3	3	0.176	0.176	f75L_20_010
f75L_20_m0507	f75L	20	300	2047	4	5	0.294	0.235	f75L_20_009
f75L_20_m0508	f75L	20	1291	2046	3	4	0.235	0.176	f75L_20_010
f75L_20_m0509	f75L	20	2089	2050	7	4	0.235	0.412	f75L_20_013
f75L_20_m0510	f75L	20	2830	2051	5	4	0.235	0.294	f75L_20_020
f75L_20_m0511	f75L	20	147	2052	7	6	0.353	0.412	f75L_20_006
f75L_20_m0512	f75L	20	1660	2052	2	3	0.176	0.118	f75L_20_010
f75L_20_m0513	f75L	20	101	2054	4	8	0.471	0.235	f75L_20_003
f75L_20_m0514	f75L	20	365	2054	2	3	0.176	0.118	f75L_20_009
f75L_20_m0515	f75L	20	172	2057	3	3	0.176	0.176	f75L_20_007
f75L_20_m0516	f75L	20	114	2059	4	4	0.235	0.235	f75L_20_004
f75L_20_m0517	f75L	20	1661	2059	5	6	0.353	0.294	f75L_20_010
f75L_20_m0518	f75L	20	78	2061	3	2	0.118	0.176	f75L_20_001
f75L_20_m0519	f75L	20	121	2060	6	5	0.294	0.353	f75L_20_004
f75L_20_m0520	f75L	20	2814	2061	5	6	0.353	0.294	f75L_20_020
f75L_20_m0521	f75L	20	156	2063	2	3	0.176	0.118	f75L_20_006
f75L_20_m0522	f75L	20	82	2065	3	2	0.118	0.176	f75L_20_001
f75L_20_m0523	f75L	20	133	2068	3	3	0.176	0.176	f75L_20_005
f75L_21_m0524	f75L	21	160	2119	7	6	0.353	0.412	f75L_21_004
f75L_21_m0525	f75L	21	81	2121	3	4	0.235	0.176	f75L_21_001
f75L_21_m0526	f75L	21	115	2121	4	4	0.235	0.235	f75L_21_002
f75L_21_m0527	f75L	21	296	2120	3	4	0.235	0.176	f75L_21_006
f75L_21_m0528	f75L	21	2261	2121	5	5	0.294	0.294	f75L_21_011
f75L_21_m0529	f75L	21	153	2123	3	3	0.176	0.176	f75L_21_003
f75L_21_m0530	f75L	21	117	2126	3	4	0.235	0.176	f75L_21_002
f75L_21_m0531	f75L	21	192	2126	10	7	0.412	0.588	f75L_21_005
f75L_21_m0532	f75L	21	2263	2127	4	6	0.353	0.235	f75L_21_011
f75L_21_m0533	f75L	21	3542	2126	4	6	0.353	0.235	f75L_21_019
f75L_21_m0534	f75L	21	160	2128	3	4	0.235	0.176	f75L_21_004
f75L_21_m0535	f75L	21	316	2128	3	4	0.235	0.176	f75L_21_006
f75L_21_m0536	f75L	21	322	2128	2	3	0.176	0.118	f75L_21_006
f75L_21_m0537	f75L	21	113	2130	3	8	0.471	0.176	f75L_21_001
f75L_21_m0538	f75L	21	172	2130	5	7	0.412	0.294	f75L_21_004
f75L_21_m0539	f75L	21	2142	2130	3	3	0.176	0.176	f75L_21_011
f75L_21_m0540	f75L	21	2138	2132	2	3	0.176	0.118	f75L_21_011
f75L_21_m0541	f75L	21	2261	2133	3	4	0.235	0.176	f75L_21_011
f75L_21_m0542	f75L	21	314	2134	4	4	0.235	0.235	f75L_21_006
f75L_21_m0543	f75L	21	321	2134	4	3	0.176	0.235	f75L_21_006
f75L_21_m0544	f75L	21	3536	2134	3	4	0.235	0.176	f75L_21_019
f75L_21_m0545	f75L	21	176	2138	2	3	0.176	0.118	f75L_21_004
f75L_21_m0546	f75L	21	83	2141	3	4	0.235	0.176	f75L_21_001
f75L_21_m0547	f75L	21	325	2142	4	6	0.353	0.235	f75L_21_006
f75L_21_m0548	f75L	21	163	2144	4	3	0.176	0.235	f75L_21_004
f75L_21_m0549	f75L	21	2091	2147	2	3	0.176	0.118	f75L_21_011
f75L_21_m0550	f75L	21	368	2149	2	3	0.176	0.118	f75L_21_006
f75L_21_m0551	f75L	21	1817	2148	3	7	0.412	0.176	f75L_21_010
f75L_21_m0552	f75L	21	82	2151	2	3	0.176	0.118	f75L_21_001
f75L_21_m0553	f75L	21	158	2151	5	7	0.412	0.294	f75L_21_004
f75L_21_m0554	f75L	21	2078	2150	10	8	0.471	0.588	f75L_21_011
f75L_21_m0555	f75L	21	1664	2155	4	4	0.235	0.235	f75L_21_010
f75L_21_m0556	f75L	21	1831	2155	3	3	0.176	0.176	f75L_21_010
f75L_22_m0557	f75L	22	2554	2209	4	6	0.353	0.235	f75L_22_024
f75L_22_m0558	f75L	22	195	2210	8	4	0.235	0.471	f75L_22_004
f75L_22_m0559	f75L	22	320	2210	3	3	0.176	0.176	f75L_22_008
f75L_22_m0560	f75L	22	1746	2211	3	7	0.412	0.176	f75L_22_018
f75L_22_m0561	f75L	22	151	2213	7	8	0.471	0.412	f75L_22_002
f75L_22_m0562	f75L	22	316	2214	2	3	0.176	0.118	f75L_22_008
f75L_22_m0563	f75L	22	1455	2221	4	2	0.118	0.235	f75L_22_015
f75L_22_m0564	f75L	22	2553	2220	3	2	0.118	0.176	f75L_22_024
f75L_22_m0565	f75L	22	3783	2221	3	2	0.118	0.176	f75L_22_031
f75L_22_m0566	f75L	22	82	2222	3	3	0.176	0.176	f75L_22_001
f75L_22_m0567	f75L	22	1444	2222	3	3	0.176	0.176	f75L_22_015
f75L_22_m0568	f75L	22	1693	2222	4	8	0.471	0.235	f75L_22_017
f75L_22_m0569	f75L	22	2267	2222	8	5	0.294	0.471	f75L_22_022
f75L_22_m0570	f75L	22	113	2225	5	3	0.176	0.294	f75L_22_001
f75L_22_m0571	f75L	22	194	2224	3	3	0.176	0.176	f75L_22_003
f75L_22_m0572	f75L	22	198	2225	2	4	0.235	0.118	f75L_22_004
f75L_22_m0573	f75L	22	2553	2225	3	5	0.294	0.176	f75L_22_024
f75L_22_m0574	f75L	22	2207	2227	3	2	0.118	0.176	f75L_22_022
f75L_22_m0575	f75L	22	2406	2227	3	4	0.235	0.176	f75L_22_023
f75L_22_m0576	f75L	22	153	2231	3	2	0.118	0.176	f75L_22_002
f75L_22_m0577	f75L	22	196	2231	2	3	0.176	0.118	f75L_22_003
f75L_22_m0578	f75L	22	209	2230	4	6	0.353	0.235	f75L_22_005
f75L_22_m0579	f75L	22	215	2230	17	7	0.412	1.000	f75L_22_005
f75L_22_m0580	f75L	22	2408	2231	4	5	0.294	0.235	f75L_22_023
f75L_22_m0581	f75L	22	3177	2230	11	8	0.471	0.647	f75L_22_026
f75L_22_m0582	f75L	22	486	2232	3	3	0.176	0.176	f75L_22_013
f75L_22_m0583	f75L	22	3173	2232	3	2	0.118	0.176	f75L_22_026
f75L_22_m0584	f75L	22	83	2235	5	5	0.294	0.294	f75L_22_001
f75L_22_m0585	f75L	22	145	2234	3	2	0.118	0.176	f75L_22_002
f75L_22_m0586	f75L	22	149	2234	6	6	0.353	0.353	f75L_22_002
f75L_22_m0587	f75L	22	2551	2239	3	7	0.412	0.176	f75L_22_024
f75L_22_m0588	f75L	22	1344	2240	3	3	0.176	0.176	f75L_22_015
f75L_22_m0589	f75L	22	241	2242	3	5	0.294	0.176	f75L_22_006
f75L_22_m0590	f75L	22	303	2245	2	3	0.176	0.118	f75L_22_007
f75L_22_m0591	f75L	22	306	2246	3	2	0.118	0.176	f75L_22_007
f75L_22_m0592	f75L	22	320	2247	3	4	0.235	0.176	f75L_22_008
f75L_22_m0593	f75L	22	195	2249	3	2	0.118	0.176	f75L_22_003
f75L_23_m0594	f75L	23	860	2303	7	6	0.353	0.412	f75L_23_011
f75L_23_m0595	f75L	23	3482	2303	3	6	0.353	0.176	f75L_23_037
f75L_23_m0596	f75L	23	329	2304	3	5	0.294	0.176	f75L_23_010
f75L_23_m0597	f75L	23	896	2304	15	7	0.412	0.882	f75L_23_011
f75L_23_m0598	f75L	23	1653	2304	4	3	0.176	0.235	f75L_23_023
f75L_23_m0599	f75L	23	345	2307	3	3	0.176	0.176	f75L_23_010
f75L_23_m0600	f75L	23	912	2306	3	4	0.235	0.176	f75L_23_011
f75L_23_m0601	f75L	23	981	2307	6	5	0.294	0.353	f75L_23_012
f75L_23_m0602	f75L	23	997	2306	8	7	0.412	0.471	f75L_23_012
f75L_23_m0603	f75L	23	1568	2307	4	4	0.235	0.235	f75L_23_023
f75L_23_m0604	f75L	23	1958	2306	3	3	0.176	0.176	f75L_23_024
f75L_23_m0605	f75L	23	1646	2308	7	4	0.235	0.412	f75L_23_023
f75L_23_m0606	f75L	23	157	2311	7	8	0.471	0.412	f75L_23_003
f75L_23_m0607	f75L	23	317	2310	2	3	0.176	0.118	f75L_23_009
f75L_23_m0608	f75L	23	932	2311	6	3	0.176	0.353	f75L_23_011
f75L_23_m0609	f75L	23	1666	2312	4	5	0.294	0.235	f75L_23_023
f75L_23_m0610	f75L	23	3053	2312	5	5	0.294	0.294	f75L_23_034
f75L_23_m0611	f75L	23	1821	2315	5	4	0.235	0.294	f75L_23_024
f75L_23_m0612	f75L	23	79	2317	5	3	0.176	0.294	f75L_23_001
f75L_23_m0613	f75L	23	220	2319	4	2	0.118	0.235	f75L_23_007
f75L_23_m0614	f75L	23	226	2318	3	2	0.118	0.176	f75L_23_007
f75L_23_m0615	f75L	23	3053	2318	3	3	0.176	0.176	f75L_23_034
f75L_23_m0616	f75L	23	3476	2320	5	3	0.176	0.294	f75L_23_037
f75L_23_m0617	f75L	23	3487	2321	3	2	0.118	0.176	f75L_23_037
f75L_23_m0618	f75L	23	319	2323	3	3	0.176	0.176	f75L_23_009
f75L_23_m0619	f75L	23	3053	2322	3	6	0.353	0.176	f75L_23_034
f75L_23_m0620	f75L	23	84	2325	2	3	0.176	0.118	f75L_23_001
f75L_23_m0621	f75L	23	340	2324	3	2	0.118	0.176	f75L_23_010
f75L_23_m0622	f75L	23	1536	2325	3	3	0.176	0.176	f75L_23_023
f75L_23_m0623	f75L	23	353	2326	4	5	0.294	0.235	f75L_23_010
f75L_23_m0624	f75L	23	311	2328	2	3	0.176	0.118	f75L_23_008
f75L_23_m0625	f75L	23	343	2329	3	2	0.118	0.176	f75L_23_010
f75L_23_m0626	f75L	23	2213	2329	3	3	0.176	0.176	f75L_23_027
f75L_23_m0627	f75L	23	2218	2329	3	4	0.235	0.176	f75L_23_027
f75L_23_m0628	f75L	23	340	2331	2	3	0.176	0.118	f75L_23_010
f75L_23_m0629	f75L	23	152	2333	4	2	0.118	0.235	f75L_23_002
f75L_23_m0630	f75L	23	150	2336	5	8	0.471	0.294	f75L_23_002
f75L_23_m0631	f75L	23	201	2337	5	7	0.412	0.294	f75L_23_005
f75L_23_m0632	f75L	23	83	2338	3	3	0.176	0.176	f75L_23_001
f75L_23_m0633	f75L	23	169	2339	5	5	0.294	0.294	f75L_23_003
f75L_23_m0634	f75L	23	347	2338	2	3	0.176	0.118	f75L_23_010
f75L_23_m0635	f75L	23	353	2339	5	4	0.235	0.294	f75L_23_010
f75L_23_m0636	f75L	23	192	2343	3	3	0.176	0.176	f75L_23_005
f75L_23_m0637	f75L	23	1227	2342	3	3	0.176	0.176	f75L_23_022
f75L_24_m0638	f75L	24	154	2398	3	5	0.294	0.176	f75L_24_003
f75L_24_m0639	f75L	24	206	2399	2	3	0.176	0.118	f75L_24_008
f75L_24_m0640	f75L	24	1609	2398	3	3	0.176	0.176	f75L_24_020
f75L_24_m0641	f75L	24	1615	2399	3	3	0.176	0.176	f75L_24_020
f75L_24_m0642	f75L	24	1708	2398	4	3	0.176	0.235	f75L_24_020
f75L_24_m0643	f75L	24	3277	2399	12	8	0.471	0.706	f75L_24_024
f75L_24_m0644	f75L	24	100	2401	2	3	0.176	0.118	f75L_24_001
f75L_24_m0645	f75L	24	293	2400	3	3	0.176	0.176	f75L_24_009
f75L_24_m0646	f75L	24	1163	2401	6	6	0.353	0.353	f75L_24_018
f75L_24_m0647	f75L	24	1714	2401	3	4	0.235	0.176	f75L_24_020
f75L_24_m0648	f75L	24	3271	2400	3	3	0.176	0.176	f75L_24_024
f75L_24_m0649	f75L	24	145	2403	5	6	0.353	0.294	f75L_24_002
f75L_24_m0650	f75L	24	157	2403	9	7	0.412	0.529	f75L_24_004
f75L_24_m0651	f75L	24	209	2403	5	6	0.353	0.294	f75L_24_008
f75L_24_m0652	f75L	24	2063	2403	5	4	0.235	0.294	f75L_24_021
f75L_24_m0653	f75L	24	2976	2402	3	3	0.176	0.176	f75L_24_023
f75L_24_m0654	f75L	24	79	2405	5	7	0.412	0.294	f75L_24_001
f75L_24_m0655	f75L	24	203	2404	5	8	0.471	0.294	f75L_24_008
f75L_24_m0656	f75L	24	299	2404	2	3	0.176	0.118	f75L_24_009
f75L_24_m0657	f75L	24	3267	2404	2	3	0.176	0.118	f75L_24_024
f75L_24_m0658	f75L	24	153	2407	4	3	0.176	0.235	f75L_24_003
f75L_24_m0659	f75L	24	313	2406	2	5	0.294	0.118	f75L_24_010
f75L_24_m0660	f75L	24	1587	2409	3	2	0.118	0.176	f75L_24_020
f75L_24_m0661	f75L	24	220	2410	3	3	0.176	0.176	f75L_24_008
f75L_24_m0662	f75L	24	302	2411	5	5	0.294	0.294	f75L_24_009
f75L_24_m0663	f75L	24	360	2410	3	4	0.235	0.176	f75L_24_010
f75L_24_m0664	f75L	24	2973	2410	2	5	0.294	0.118	f75L_24_023
f75L_24_m0665	f75L	24	210	2412	5	7	0.412	0.294	f75L_24_008
f75L_24_m0666	f75L	24	172	2418	3	3	0.176	0.176	f75L_24_005
f75L_24_m0667	f75L	24	212	2420	4	3	0.176	0.235	f75L_24_008
f75L_24_m0668	f75L	24	161	2423	5	6	0.353	0.294	f75L_24_004
f75L_24_m0669	f75L	24	206	2422	5	8	0.471	0.294	f75L_24_008
f75L_24_m0670	f75L	24	297	2423	3	4	0.235	0.176	f75L_24_009
f75L_24_m0671	f75L	24	80	2426	3	3	0.176	0.176	f75L_24_001
f75L_24_m0672	f75L	24	226	2427	3	5	0.294	0.176	f75L_24_008
f75L_24_m0673	f75L	24	322	2426	3	3	0.176	0.176	f75L_24_010
f75L_24_m0674	f75L	24	96	2430	4	3	0.176	0.235	f75L_24_001
f75L_24_m0675	f75L	24	161	2430	3	4	0.235	0.176	f75L_24_004
f75L_24_m0676	f75L	24	152	2433	3	2	0.118	0.176	f75L_24_003
f75L_24_m0677	f75L	24	79	2435	3	3	0.176	0.176	f75L_24_001
f75L_25_m0678	f75L	25	978	2491	9	9	0.529	0.529	f75L_25_007
f75L_25_m0679	f75L	25	1231	2495	3	3	0.176	0.176	f75L_25_014
