identifier	line	n_lines	numerals	distinct	repeat_rate	prose_words	context
despatchesinstru00fran	51147	1	7	7	0.00	8	neutral  league,  72  ;  opinion  on,  46- / 48,  50,  64,  71,  77,  81,  92-93,  104, / 211,  253,  260,  407  ;  opposition  to,
despatchesinstru00fran	51152	2	13	13	0.00	8	and  Quakers,  296  ;  recognition  of, / 54,  64,  68,  73,  76,  81,  98,  112,  138n., / 168,  249,  250,  350,  360-361,  812; / and  Spain,  195,  271  ;  see  also  United
despatchesinstru00fran	51171	1	5	5	0.00	5	Indians,  American,  attitude  of,  347- / 348,  438-439,  458,  580,  624,  803  ; / and  Congress,  694-703,  707-709,  734-
despatchesinstru00fran	51179	1	5	5	0.00	6	618-619,  648,  819,  872  ;  in  south, / 163,  312,  443,  495,  511  ;  and  To- / ries, 268  ;  in  Vt.,  425  ;  in  west,  313,
despatchesinstru00fran	51227	1	5	5	0.00	13	Jamaica,  West  Indies,  British  in,  305, / 317,  382,  437,  448  ;  fleet  from,  230, / 304,  871  ;  and  Spain,  128
despatchesinstru00fran	51365	1	5	5	0.00	10	Kings  Bridge,  N.  Y.,  military  opera- / tions near,  196,  287,  292,  309,  324, / 353,  751
despatchesinstru00fran	51369	1	4	4	0.00	5	Kings  Ferry,  N.  Y.,  military  operations / near,  170,  437-438,  714,  715,  802, / 818
despatchesinstru00fran	51498	1	4	4	0.00	6	148-149,  176-177,  198-199,  202,  225, / 249,  297,  299,  313-316,  379-380,  391, / 400,  408-411,  413,  430-431,  491-494,
despatchesinstru00fran	51564	1	5	5	0.00	9	Lee,  Arthur,  American  commissioner / to  France,  67,  68,  76,  83,  87,  100- / 101,  416n.,  787,  788  ;  S.  Adams  on,
despatchesinstru00fran	51575	1	5	5	0.00	6	844-845,  862,  874-875,  899-900  ;  and / France,  51,  69,  87,  101,  116,  171n., / 421-423,  446,  605,  866,  899-900;
despatchesinstru00fran	51580	2	10	10	0.00	8	and  Md.,  444  ;  recall,  117,  118,  421- / 423,  542,  587,  615n.,  616-618,  630, / 643,  719,  726,  727n.,  749,  825,  863, / 895-897  ;  and  secret  aid,  49,  51,  52,
despatchesinstru00fran	51640	1	4	4	0.00	6	147n.,  310,  409n.,  445-446,  559-560, / 569,  589,  605,  606,  656n.,  685n., / 874-875,  900  ;  and  Holker,  832  ;  and
despatchesinstru00fran	51673	1	4	4	0.00	6	opposition  to,  849  ;  politics,  574n., / 718  ;  reputation,  92,  811,  866 / 
despatchesinstru00fran	51699	1	4	4	0.00	7	ral, operations  in  south,  486,  511n., / 553,  751,  759,  772-775,  797n.,  798, / 800-801  ;  sketch  of,  486n.
despatchesinstru00fran	51730	2	13	13	0.00	7	269,  307,  373-374,  450-451,  458, / 466,  479,  523,  538,  581,  599-603, / 685  ;  to  French  officers,  132  ;  pro- / jected, 275,  403,  406,  545,  709,  733, / 749,  766n.,  771,  888-889  ;  see  also
despatchesinstru00fran	51739	4	25	25	0.00	5	 / London,  69,  79,  82,  87,  88,  143,  144, / 191,  192,  241,  282,  298n.,  350,  356, / 357,  360,  361,  363,  372,  373,  375, / 449,  451,  534,  540,  552,  611-613, / 646,  746,  783n.,  786,  796  ;  Gamier
despatchesinstru00fran	51748	1	5	5	0.00	4	568  ;  W.  Lee  in,  416,  469  ;  lord  mayor, / 161  ;  news  from,  162,  167,  195,  198, / 262  ;  newspapers  of,  237,  242,  362  ;
despatchesinstru00fran	51784	2	18	18	0.00	12	portrait,  395,  733  ;  and  secret  aid, / 50,  52,  53,  55,  56,  60  ;  and  Spain, / 78  ;  and  U.  S.,  70,  74,  76-78,  80,  81, / 88,  105,  125,  130,  266,  512,  539,  854- / 855  ;  and  Vergennes,  49  ;  letters  :
despatchesinstru00fran	51791	1	6	6	0.00	12	marchais, 49-50  ;  Congress,  632n., / 634,  726,  733,  878,  879,  880 / 
despatchesinstru00fran	51890	1	7	7	0.00	12	Martinique,  West  Indies,  228,  290, / 305,  306,  309,  311,  316,  398,  477, / 597,  625,  827n.,  876  ;  Gérard  in,  120,
despatchesinstru00fran	51904	2	9	9	0.00	10	336  ;  and  confederation,  208,  243, / 378,  414-415,  424,  431,  441,  510, / 512-515,  543,  578,  640,  720,  727-729, / 764-767,  791-793,  850  ;  constitution,
despatchesinstru00fran	51909	1	5	5	0.00	6	toms, 325  ;  delegates  in  Congress, / 116,  119,  204,  207,  232,  253n.,  283n., / 310n.,  367,  378-379,  413n.,  414,  424,
despatchesinstru00fran	51914	1	5	5	0.00	5	878n.,  896n.  ;  and  fisheries,  594n., / 778,  780,  793,  808,  809n.,  811n.,  816  ; / French  consul  in,  424  ;  and  Gérard,
despatchesinstru00fran	52045	1	4	4	0.00	7	74,  99-102,  222,  356-362,  642,  662- / 663,  705,  711,  769-770,  806;  and / Congress,   99-101  ;   and   France,  99-
despatchesinstru00fran	52125	1	4	4	0.00	1	888-889  ;  British,  183,  268-271,  279- / 280,  282,  305-309,  311-313,  317,  319, / 321,  323-325,  327-331,  363-365,  373,
despatchesinstru00fran	52142	1	4	4	0.00	6	170,  802-803,  818-819,  826  ;  in  south, / 162-164,  499,  503-505,  511,  553,  562, / 772-776,  797-798,  800-801,  803,  826,
despatchesinstru00fran	52149	1	6	6	0.00	8	Militia,  American  dependence  on,  214- / 215,  287,  491,  619,  624,  799;  of / Conn.,  566,  786  ;  of  Ga.,  503,  511  ;  of
despatchesinstru00fran	52194	2	11	11	0.00	6	115,  186-187,  344-346,  359-360,  434, / 493,  522,  529,  531-532,  537,  547, / 563-564,  573-574,  576-577,  583,  586, / 595,  771,  810,  842-843,  847,  884-890, / 894  ;    settlements    along,    275,    368,
despatchesinstru00fran	52294	1	4	4	0.00	7	fisheries,  738n.,  817n.  ;  and  Gérard, / 103,  110,  119-120,  175,  311,  340- / 345,  420n.,  537,  551n.,  573-574  ;  on
despatchesinstru00fran	52391	2	9	9	0.00	1	397-398,  401-402,  437-439,  444,  447- / 450,  486-487,  489-499,  503,  538,  539, / 548,  618,  648,  715-716,  854,  857  ;  in / Europe,  365n.,  389,  436-438  ;  Fran-
despatchesinstru00fran	52439	1	5	5	0.00	7	285  ;  constitutions,  473  ;  and  fishe- / ries, 103-115,  546,  594,  640,  644,  652, / 667-675,  717-718,  808-809,  811-812,
despatchesinstru00fran	52480	2	13	13	0.00	9	259n.,  312m,  317,  319-320,  327,  329- / 331,  390,  500,  516,  553,  566,  580, / 706,  823  ;  militia,  215,  241,  243,  319, / 329,  735  ;  and  N.  Y.,  415  ;  news  from,
despatchesinstru00fran	52498	6	41	41	0.00	12	New  York,  City  of,  167,  176,  221,  230, / 270,  301,  304,  336,  365,  402,  428n., / 486,  488,  495,  518,  539,  543,  730, / 735,  759,  871,  872;  Berkenhout  in, / 259n.  ;  blockade  of,  156n.  ;  British / forces  in,  66, 
despatchesinstru00fran	52513	4	24	24	0.00	9	394,  436-439,  447-448,  499,  548, / 572,  648,  872  ;  newspapers,  213,  237, / 242,  323  ;  proposed  attack  upon,  241, / 275,  624  ;  rumored  evacuation  of, / 192,  241-242,  268-269,  279,  282,  288, / 297,  315,  323-325,  3
despatchesinstru00fran	52571	1	4	4	0.00	6	623-624  ;  fisheries,  103-115, 118,  340, / 342-343,  359,  523-524,  527,  547,  552, / 578,  593-594n.,  594-596,  606,  636,
despatchesinstru00fran	52585	1	5	5	0.00	8	British  forces  in,  286,  301,  305,  323, / 390,  397,  437,  439,  548  ;  captured / frigate  at,  196n.  ;  Fleury  at,  908n.  ;
despatchesinstru00fran	52653	1	6	6	0.00	9	379n.,  528n.  ;  hurricane  in,  303-304  ; / militia,  235,  245,  246,  443,  515,  580  ; / and  Mississippi  navigation,  577  ;  and
despatchesinstru00fran	52668	1	6	6	0.00	10	575,  576  ;  in  peace  terms,  549-551, / 556,  558,  586,  593-597,  843,  847,  848  ; / in  Spanish  policy,  373  ;  supplies  in,
despatchesinstru00fran	52788	2	12	12	0.00	8	Paris,  Almodovar  in,  746  ;  American / commissioners  in,  68,  76,  80,  81, / 86-88,  91, 100, 101, 120, 190n.,  374n., / 379n.,  419,  442n.,  446,  447,  500, / 594n.,  713  ;  Aranda  in,  391n.  ;  Dea-
despatchesinstru00fran	52796	1	7	7	0.00	10	spies  in,  69n.,  126n.  ;  treaty  of  1763, / 104,  552,  556,  574,  655,  667,  712  ; / treaty  of  1783,  149n.
despatchesinstru00fran	52862	1	5	5	0.00	7	conquests,  129;  danger  of  separate, / 82,  85,  95,  98,  100-102,  106, 126-127, / 142-144,  198-199,  301-302,  363n.,
despatchesinstru00fran	52873	1	4	4	0.00	4	and  Canada,  809  ;  debate  on,  103- / 115,  177,  187,  307,  452-453,  521- / 524,  526-532,  545-552,  554-561,  563-
despatchesinstru00fran	52926	2	15	14	0.07	4	606-607  ;  constitution,  352,  367,  395- / 396,  398,  456,  473,  511,  555,  566,  658, / 693,  722  ;  council,  161,  250-231n., / 386n.,  479,  524,  566,  750,  750-751n., / 830,  831n.,  833n.,  834,  838n.,  852-
despatchesinstru00fran	52947	1	4	4	0.00	7	tentiaries, 896n.,  897n.  ;  politics, / 365,  367,  386,  394-397,  511,  759- / 761,  865,  867  ;  president,  462,  644-
despatchesinstru00fran	52979	1	6	6	0.00	8	posed attack  on,  435,  497  ;  in  Spanish / policy,  128,  344,  346,  359,  529,  537  ; / in  terms  of  peace,  547  ;  in  U.  S.
despatchesinstru00fran	53007	1	6	6	0.00	7	260  ;  British  in,  103,  147n.,  156,  179., / 183,  199,  209,  232,  242,  276,  296- / 297,  390  ;  Catholic  priests  in,  172  ;
despatchesinstru00fran	53014	1	5	5	0.00	3	597  ;  Deane  in,  136n.,  147n.  ;,  de- / fenses of,  216,  230,  320,  438,  582, / 599,  819  ;  delegates  in,  175  n.,  220n.,
despatchesinstru00fran	53164	1	5	5	0.00	5	403-405,  417,  479,  483-484,  507-508, / 522,  537,  750,  800  ;  European,  483  ; / increases  in,  304,  580-581,  584-585,
despatchesinstru00fran	53188	1	5	5	0.00	9	Privateers,  323  ;  American,  216-217, / 321,  330,  369,  397,  411-412,  499, / 618,  646-647,  872  ;  British,  715  ;  and
despatchesinstru00fran	53259	1	4	4	0.00	8	battle  of,  348n.  ;  proposed  attack / upon,  311,  340,  342-343,    453,  536 / 
despatchesinstru00fran	53296	1	6	5	0.17	9	106,  125-126,  311  ;  danger  of,  70,  73, / 75,  88,  97  ;  and  France,  81,  89,  97  ; / and  U.  S.,  78-79,  93-95  ;  see  also
despatchesinstru00fran	53361	1	6	6	0.00	6	British  in,  264n.,  285,  287,  393,  401, / 448,  487,  624,  730,  751,  771  ;  dele- / gates in  Congress,  148n.,  203,  493n.,
despatchesinstru00fran	53567	1	5	5	0.00	9	Sandy  Hook,  282,  735;  British  fleet / at,  305,  308,  330,  365,  366,  381- / 382,  390,  437
despatchesinstru00fran	53579	1	4	4	0.00	10	317-318,  331-332,  375  ;  and  Con- / gress, 98,  225-227,  233,  259,  260, / 281n.,  350,  640  ;  terms,  97  ;  Ver-
despatchesinstru00fran	53663	1	4	4	0.00	8	294-295,  399-400,  404-405,  416- / 417,  467-468,  471,  488,  521n.,  538, / 642  ;  responsibility  for,  51  ;  and
despatchesinstru00fran	53830	2	15	15	0.00	9	assembly,  562,  863  ;  British  ope- / rations in,  312,  315,  317,  378,  392, / 410,  437,  486-487,  491,  495-498, / 503-505,  511,  548,  553,  581-582, / 611,  721,  799,  863-864,  870;  and / confederation,  208,  729  ;  and  Co
despatchesinstru00fran	53838	2	9	9	0.00	6	751n.  ;  delegates  in  Congress,  116, / 119,  148n.,  149n.,  204,  207,  209, / 211n.,  267,  270n.,  310n.,  339n., / 413m,  416n.,  426n.,  493n.,  508n., / 562,  577,  650-651,  654,  713n.,  725, / 727n.,  738n.,  749n.,  751n.,  79
despatchesinstru00fran	53886	1	5	5	0.00	4	and  Franco-American  treaties,  77- / 80,  82,  84,  128,  188m,  521m,  539  ; / and  Gérard,  658,  681-683,  903-907  ;
despatchesinstru00fran	53893	2	10	10	0.00	5	602,  887m,  894  ;  mediation  of,  99- / 102,  144-145,  250,  356-363,  375,  410, / 451-453,  526,  534-536,  540,  573-575, / 611-614,  627,  642,  662-663,  705,  711, / 746m,  769-770,  784-785,  806,  860-
despatchesinstru00fran	53949	1	5	5	0.00	8	Staten  Island,  British  in,  329,  330, / 382,  391,  393,  448,  548  ;  proposed / attack  upon,  624  ;  Sullivan  at,
despatchesinstru00fran	54019	1	5	5	0.00	5	Subsidies,  American  desire  for  Spa- / nish, 115,  495,  547,  602,  887n.,  894  ; / French  to  U.  S.,  71,  84,  129-130,
despatchesinstru00fran	54041	2	10	10	0.00	7	rard, 618,  621  ;  at  Newport,  234- / 241,  271,  280,  287,  290  ;  operations / in  west,  619,  799,  826,  870,  872  ; / protest  to  d'Estaing,  237-239,  258  ,
despatchesinstru00fran	54070	1	5	5	0.00	6	54,  58,  60-62,  66,  69-70,  184,  215- / 217,  302,  580,  585,  634,  636-637, / 713-714,   722-723,   726,   889
despatchesinstru00fran	54124	1	5	5	0.00	7	251n.,  252-253,  260,  409-411,  414, / 420,  432,  444,  472,  618  ;  Deane  on, / 406-407  ;  Gérard  on,  427  ;  in  Hol-
despatchesinstru00fran	54173	1	5	5	0.00	7	200,  233-234,  260,  267-268,  330, / 427,  431,  437-439,  443,  544,  619, / 730,  826  ;  and  British  peace  com-
despatchesinstru00fran	54195	2	10	10	0.00	13	594n.,  655  ;  Paris  (1763),  85,  185, / 552,  556,  574,  594n.,  594-595,  655, / 712  ;  Aranjuez  (1779),  612n.  ;  Paris / (1783),  149n.  ;  congressional  plan  of, / 67-71,  77,  78,  81,  82,  84;  Deane's / model  for,  68  ; 
despatchesinstru00fran	54203	1	4	4	0.00	7	847-848  ;  proposed  Spanish-Ame- / rican, 115,  847,  862,  863,  893-894, / 897-898  ;  proposed  tripartite,  842-
despatchesinstru00fran	54215	1	4	4	0.00	4	128-129,  141-142,  346,  380,  411, / 441,  446-447,  465,  728,  738,  740- / 744,  810-811  ;  publication,  88,  142,
despatchesinstru00fran	54392	2	13	13	0.00	12	56-58,  64  ;  and  Sartine,  537-538  ; / and  secret  aid,  46,  49,  50,  52,  58,  63, / 132,  400n.  ;  successor  of,  904n.  ; / transmission  and  receipt  of  instruc- / tions, 363,  517,  626,  632,  715,  752, / 769,  859-860,  8
despatchesinstru00fran	54402	1	4	4	0.00	9	Floridablanca,  77n.  ;  Franklin,  610n.  ; / Gamier,  44;  Gérard,  89,  103,  106, / 116-117, 121  ;  Grimaldi,  73  ;  Guines,
despatchesinstru00fran	54419	1	5	5	0.00	8	Deane,  67,  120  ;  Franklin,  610n.  ; / Gérard,  82,  107,  110,  118,  119  ; / Grimaldi,  73  ;  Guines,  79  ;  La  Lu-
despatchesinstru00fran	54440	2	11	11	0.00	4	 / Versailles,  43,  64,  65,  87,  88,  90,  93, / 111,  161,  192n.,  224,  242n.,  411, / 446,  612n.,  613n.,  749n.,  753n.,
despatchesinstru00fran	54469	1	7	7	0.00	8	British  in,  648,  660,  676-680,  687, / 706,  714,  716,  721,  723,  732,  888  ; / British  prisoners  in,  390,  437,  710  ;
despatchesinstru00fran	54485	1	5	5	0.00	7	294-295,  745  ;  and  fisheries,  594n., / 738,  778,  780,  793,  808,  809n., / 811n.,  816  ;  and  Florida,  431-432  ;
despatchesinstru00fran	54585	1	4	4	0.00	8	Lovell,  844n.  ;  military  operations, / 65,  66,  170,  309,  312-313,  319-320, / 323,  330,  390,  437-439,  466-467,
despatchesinstru00fran	54658	1	7	7	0.00	8	West  Indies,  and  Britain,  65,  226,  241- / 242,  261,  262,  269,  279,  282,  286, / 287,  305-309,  312n.,  328-331,  341,
despatchesinstru00fran	54667	2	9	9	0.00	9	143n.,  153-155,  351,  377-378,  397- / 398,  503-504,  508n.,  520,  538,  854, / 857,  864,  865,  869,  870;  proposed / reprisals  on,  807n.  ;  supplies  for,
despatchesinstru00fran	54755	1	4	4	0.00	5	 / Williamsburg,  Va.,  196,  366,  438,  584, / 741
