line	position	sign	confidence	source
c2a_L15	36	BAR-SERIF	H	cluster-map
c2a_L16	1	MISC-33	L	cluster-map
c2a_L16	2	X	H	cluster-map
c2a_L16	3	BAR-SOLID	M	cluster-map
c2a_L16	4	SUN	M	cluster-map
c2a_L16	5	MISC-29	L	cluster-map
c2a_L16	6	MISC-24	L	cluster-map
c2a_L16	7	X	H	cluster-map
c2a_L16	8	MISC-31	L	cluster-map
c2a_L16	9	PCT	H	cluster-map
c2a_L16	10	WAVE	M	cluster-map
c2a_L16	11	MISC-05	L	cluster-map
c2a_L16	12	CIRC-TAIL	M	cluster-map
c2a_L16	13	MISC-20	L	cluster-map
c2a_L16	14	MISC-54	L	cluster-map
c2a_L16	15	MISC-82	L	cluster-map
c2a_L16	16	MISC-07	L	cluster-map
c2a_L16	17	X	H	cluster-map
c2a_L16	18	X	H	cluster-map
c2a_L16	19	MISC-55	L	cluster-map
c2a_L16	20	PCT	H	cluster-map
c2a_L16	21	MISC-37	L	cluster-map
c2a_L16	22	MISC-24	L	cluster-map
c2a_L16	23	X	H	cluster-map
c2a_L16	24	Y-CURL	M	cluster-map
c2a_L16	25	BAR-SOLID	M	cluster-map
c2a_L16	26	X	H	cluster-map
c2a_L16	27	BAR-SOLID	M	cluster-map
c2a_L16	28	MISC-55	L	cluster-map
c2a_L16	29	Y-CURL	M	cluster-map
c2a_L16	30	X	H	cluster-map
c2a_L16	31	WAVE	M	cluster-map
c2a_L16	32	MISC-05	L	cluster-map
c2a_L17	1	BAR-THIN	M	cluster-map
c2a_L17	2	Y-CURL	M	cluster-map
c2a_L17	3	CROSS-T	M	cluster-map
c2a_L17	4	NOTE	H	cluster-map
c2a_L17	5	PCT	H	cluster-map
c2a_L17	6	MISC-29	L	cluster-map
c2a_L17	7	VEE	H	cluster-map
c2a_L17	8	MISC-80	L	cluster-map
c2a_L17	9	MISC-33	L	cluster-map
c2a_L17	10	LOOP-TAIL	M	cluster-map
c2a_L17	11	MISC-36	L	cluster-map
c2a_L17	12	MISC-43	L	cluster-map
c2a_L17	13	MISC-13	L	cluster-map
c2a_L17	14	HOOK-L	H	cluster-map
c2a_L17	15	MISC-40	L	cluster-map
c2a_L17	16	MISC-24	L	cluster-map
c2a_L17	17	MISC-06	L	cluster-map
c2a_L17	18	MISC-11	L	cluster-map
c2a_L17	19	MISC-06	L	cluster-map
c2a_L17	20	MISC-20	L	cluster-map
c2a_L17	21	BAR-SOLID	M	cluster-map
c2a_L17	22	BAR-SOLID	M	cluster-map
c2a_L17	23	LOOP-TAIL	M	cluster-map
c2a_L17	24	NOTE	H	cluster-map
c2a_L17	25	MISC-36	L	cluster-map
c2a_L17	26	X	H	cluster-map
c2a_L17	27	MISC-00	L	cluster-map
c2a_L17	28	MISC-32	L	cluster-map
c2a_L17	29	MISC-60	L	cluster-map
c2a_L17	30	MISC-32	L	cluster-map
c2a_L17	31	DASH-V	M	cluster-map
c2b_L01	1	X	H	cluster-map
c2b_L01	2	CIRC-TAIL	M	cluster-map
c2b_L01	3	TRIPOD	M	cluster-map
c2b_L01	4	X	H	cluster-map
c2b_L01	5	X	H	cluster-map
c2b_L01	6	PHI	H	cluster-map
c2b_L01	7	MISC-29	L	cluster-map
c2b_L01	8	BAR-THIN	M	cluster-map
c2b_L01	9	BAR-THIN	M	cluster-map
c2b_L01	10	CROSS-T	M	cluster-map
c2b_L01	11	DASH-H	H	cluster-map
c2b_L01	12	BAR-THIN	M	cluster-map
c2b_L01	13	X	H	cluster-map
c2b_L01	14	TRIPOD	M	cluster-map
c2b_L01	15	MISC-87	L	cluster-map
c2b_L01	16	CIRC-TAIL	M	cluster-map
c2b_L01	17	X	H	cluster-map
c2b_L01	18	EYE-DOT	M	cluster-map
c2b_L01	19	MISC-29	L	cluster-map
c2b_L01	20	X	H	cluster-map
c2b_L01	21	PHI	H	cluster-map
c2b_L01	22	VEE	H	cluster-map
c2b_L01	23	CROSS-T	M	cluster-map
c2b_L01	24	X	H	cluster-map
c2b_L01	25	BAR-SOLID	M	cluster-map
c2b_L01	26	DELTA-TAIL	M	cluster-map
c2b_L01	27	X	H	cluster-map
c2b_L01	28	MISC-07	L	cluster-map
c2b_L01	29	TRIDENT	H	cluster-map
c2b_L01	30	TRIPOD	M	cluster-map
c2b_L01	31	MISC-03	L	cluster-map
c2b_L01	32	BAR-THIN	M	cluster-map
c2b_L01	33	MISC-13	L	cluster-map
c2b_L01	34	CRESCENT	H	cluster-map
c2b_L01	35	MISC-82	L	cluster-map
c2b_L01	36	MISC-24	L	cluster-map
c2b_L01	37	BAR-THIN	M	cluster-map
c2b_L02	1	MISC-75	L	cluster-map
c2b_L02	2	PCT	H	cluster-map
c2b_L02	3	MISC-43	L	cluster-map
c2b_L02	4	MISC-41	L	cluster-map
c2b_L02	5	MISC-29	L	cluster-map
c2b_L02	6	MISC-40	L	cluster-map
c2b_L02	7	X	H	cluster-map
c2b_L02	8	LOOP-TAIL	M	cluster-map
c2b_L02	9	BAR-SOLID	M	cluster-map
c2b_L02	10	Y-CURL	M	cluster-map
c2b_L02	11	MISC-07	L	cluster-map
c2b_L02	12	MISC-29	L	cluster-map
c2b_L02	13	CIRC-TAIL	M	cluster-map
c2b_L02	14	X	H	cluster-map
c2b_L02	15	MISC-05	L	cluster-map
c2b_L02	16	MISC-07	L	cluster-map
c2b_L02	17	MISC-13	L	cluster-map
c2b_L02	18	X	H	cluster-map
c2b_L02	19	MISC-31	L	cluster-map
c2b_L02	20	X	H	cluster-map
c2b_L02	21	MISC-55	L	cluster-map
c2b_L02	22	BAR-SOLID	M	cluster-map
c2b_L02	23	MISC-55	L	cluster-map
c2b_L02	24	Y-CURL	M	cluster-map
c2b_L02	25	MISC-32	L	cluster-map
c2b_L02	26	MISC-50	L	cluster-map
c2b_L03	1	MISC-30	L	cluster-map
c2b_L03	2	X	H	cluster-map
c2b_L03	3	MISC-13	L	cluster-map
c2b_L03	4	MISC-40	L	cluster-map
c2b_L03	5	X	H	cluster-map
c2b_L03	6	BAR-THIN	M	cluster-map
c2b_L03	7	MISC-13	L	cluster-map
c2b_L03	8	CIRC-O	H	cluster-map
c2b_L03	9	X	H	cluster-map
c2b_L03	10	X	H	cluster-map
c2b_L03	11	MISC-78	L	cluster-map
c2b_L03	12	SUN	M	cluster-map
c2b_L03	13	X	H	cluster-map
c2b_L03	14	LOOP-TAIL	M	cluster-map
c2b_L03	15	MISC-37	L	cluster-map
c2b_L03	16	MISC-07	L	cluster-map
c2b_L03	17	MISC-21	L	cluster-map
c2b_L03	18	X	H	cluster-map
c2b_L03	19	TRIDENT	H	cluster-map
c2b_L03	20	VEE	H	cluster-map
c2b_L03	21	CRESCENT	H	cluster-map
c2b_L03	22	MISC-07	L	cluster-map
c2b_L03	23	AMP	H	cluster-map
c2b_L03	24	WAVE	M	cluster-map
c2b_L03	25	PCT	H	cluster-map
c2b_L03	26	Y-CURL	M	cluster-map
c2b_L03	27	MISC-55	L	cluster-map
c2b_L03	28	GEAR-DOT	M	cluster-map
c2b_L03	29	MISC-80	L	cluster-map
c2b_L03	30	HOOK-L	H	cluster-map
c2b_L03	31	LOOP-TAIL	M	cluster-map
c2b_L04	1	Y-CURL	M	cluster-map
c2b_L04	2	MISC-32	L	cluster-map
c2b_L04	3	LOOP-TAIL	M	cluster-map
c2b_L04	4	X	H	cluster-map
c2b_L04	5	MISC-40	L	cluster-map
c2b_L04	6	MISC-31	L	cluster-map
c2b_L04	7	MISC-46	L	cluster-map
c2b_L04	8	DELTA-TAIL	M	cluster-map
c2b_L04	9	MISC-30	L	cluster-map
c2b_L04	10	VEE	H	cluster-map
c2b_L04	11	Y-CURL	M	cluster-map
c2b_L04	12	X	H	cluster-map
c2b_L04	13	MISC-31	L	cluster-map
c2b_L04	14	MISC-75	L	cluster-map
c2b_L04	15	X	H	cluster-map
c2b_L04	16	PCT	H	cluster-map
c2b_L04	17	WAVE	M	cluster-map
c2b_L04	18	DELTA-TAIL	M	cluster-map
c2b_L04	19	MISC-41	L	cluster-map
c2b_L04	20	CIRC-O	H	cluster-map
c2b_L04	21	X	H	cluster-map
c2b_L04	22	VEE	H	cluster-map
c2b_L04	23	Y-CURL	M	cluster-map
c2b_L04	24	MISC-31	L	cluster-map
c2b_L04	25	X	H	cluster-map
c2b_L04	26	MISC-00	L	cluster-map
c2b_L04	27	MISC-30	L	cluster-map
c2b_L04	28	MISC-33	L	cluster-map
c2b_L05	1	MISC-76	L	cluster-map
c2b_L05	2	MISC-76	L	cluster-map
c2b_L05	3	DELTA-TAIL	M	cluster-map
c2b_L05	4	PCT	H	cluster-map
c2b_L05	5	WAVE	M	cluster-map
c2b_L05	6	PHI	H	cluster-map
c2b_L05	7	VENUS	H	cluster-map
c2b_L05	8	MISC-24	L	cluster-map
c2b_L05	9	MISC-24	L	cluster-map
c2b_L05	10	AMP	H	cluster-map
c2b_L05	11	WAVE	M	cluster-map
c2b_L05	12	PCT	H	cluster-map
c2b_L05	13	MISC-29	L	cluster-map
c2b_L05	14	LOOP-TAIL	M	cluster-map
c2b_L05	15	MISC-36	L	cluster-map
c2b_L05	16	HOOK-L	H	cluster-map
c2b_L05	17	HOOK-L	H	cluster-map
c2b_L05	18	CIRC-O	H	cluster-map
c2b_L05	19	X	H	cluster-map
c2b_L05	20	MISC-05	L	cluster-map
c2b_L05	21	CIRC-TAIL	M	cluster-map
c2b_L05	22	MISC-37	L	cluster-map
c2b_L05	23	BAR-THIN	M	cluster-map
c2b_L06	1	WAVE	M	cluster-map
c2b_L06	2	GEAR-DOT	M	cluster-map
c2b_L06	3	MISC-87	L	cluster-map
c2b_L06	4	MISC-21	L	cluster-map
c2b_L06	5	X	H	cluster-map
c2b_L06	6	X	H	cluster-map
c2b_L06	7	PHI	H	cluster-map
c2b_L06	8	MISC-81	L	cluster-map
c2b_L06	9	MISC-33	L	cluster-map
c2b_L06	10	CROSS-T	M	cluster-map
c2b_L06	11	MISC-06	L	cluster-map
c2b_L06	12	WAVE	M	cluster-map
c2b_L06	13	X	H	cluster-map
c2b_L06	14	MISC-50	L	cluster-map
c2b_L06	15	CROSS-T	M	cluster-map
c2b_L06	16	MISC-71	L	cluster-map
c2b_L06	17	X	H	cluster-map
c2b_L06	18	LOOP-TAIL	M	cluster-map
c2b_L06	19	WAVE	M	cluster-map
c2b_L06	20	PCT	H	cluster-map
c2b_L06	21	MISC-32	L	cluster-map
c2b_L06	22	PHI	H	cluster-map
c2b_L06	23	MISC-11	L	cluster-map
c2b_L06	24	X	H	cluster-map
c2b_L06	25	X	H	cluster-map
c2b_L06	26	MISC-37	L	cluster-map
c2b_L06	27	BAR-SERIF	H	cluster-map
c2b_L06	28	MISC-32	L	cluster-map
c2b_L06	29	MISC-37	L	cluster-map
c2b_L06	30	MISC-30	L	cluster-map
c2b_L06	31	BAR-THIN	M	cluster-map
c2b_L07	1	SUN	M	cluster-map
c2b_L07	2	VENUS	H	cluster-map
c2b_L07	3	CROSS-T	M	cluster-map
c2b_L07	4	MISC-05	L	cluster-map
c2b_L07	5	HOOK-L	H	cluster-map
c2b_L07	6	HOOK-L	H	cluster-map
c2b_L07	7	DASH-H	H	cluster-map
c2b_L07	8	MISC-29	L	cluster-map
c2b_L07	9	X	H	cluster-map
c2b_L07	10	MISC-33	L	cluster-map
c2b_L07	11	Y-CURL	M	cluster-map
c2b_L07	12	X	H	cluster-map
c2b_L07	13	MISC-33	L	cluster-map
c2b_L07	14	MISC-83	L	cluster-map
c2b_L07	15	MISC-60	L	cluster-map
c2b_L07	16	MISC-21	L	cluster-map
c2b_L07	17	X	H	cluster-map
c2b_L07	18	CIRC-TAIL	M	cluster-map
c2b_L07	19	CIRC-TAIL	M	cluster-map
c2b_L07	20	MISC-41	L	cluster-map
c2b_L07	21	LOOP-TAIL	M	cluster-map
c2b_L07	22	CRESCENT	H	cluster-map
c2b_L07	23	X	H	cluster-map
c2b_L07	24	MISC-30	L	cluster-map
c2b_L07	25	MISC-24	L	cluster-map
c2b_L07	26	MISC-79	L	cluster-map
c2b_L08	1	MISC-07	L	cluster-map
c2b_L08	2	DELTA-TAIL	M	cluster-map
c2b_L08	3	MISC-46	L	cluster-map
c2b_L08	4	TRIDENT	H	cluster-map
c2b_L08	5	PCT	H	cluster-map
c2b_L08	6	MISC-78	L	cluster-map
c2b_L08	7	VEE	H	cluster-map
c2b_L08	8	X	H	cluster-map
c2b_L08	9	PCT	H	cluster-map
c2b_L08	10	MISC-17	L	cluster-map
c2b_L08	11	EYE-DOT	M	cluster-map
c2b_L08	12	MISC-60	L	cluster-map
c2b_L08	13	MISC-11	L	cluster-map
c2b_L09	1	BAR-SERIF	H	cluster-map
c2b_L09	2	MISC-17	L	cluster-map
c2b_L09	3	BAR-SERIF	H	cluster-map
c2b_L09	4	MISC-32	L	cluster-map
c2b_L09	5	CIRC-TAIL	M	cluster-map
c2b_L09	6	X	H	cluster-map
c2b_L09	7	MISC-71	L	cluster-map
c2b_L09	8	MISC-82	L	cluster-map
c2b_L09	9	X	H	cluster-map
c2b_L09	10	WAVE	M	cluster-map
c2b_L09	11	PCT	H	cluster-map
c2b_L09	12	MISC-64	L	cluster-map
c2b_L09	13	CROSS-T	M	cluster-map
c2b_L09	14	MISC-83	L	cluster-map
c3_L01	1	SUN	M	cluster-map
c3_L01	2	MISC-37	L	cluster-map
c3_L01	3	PCT	H	cluster-map
c3_L01	4	CIRC-TAIL	M	cluster-map
c3_L01	5	MISC-40	L	cluster-map
c3_L01	6	MISC-54	L	cluster-map
c3_L01	7	MISC-33	L	cluster-map
c3_L01	8	MISC-46	L	cluster-map
c3_L01	9	MISC-20	L	cluster-map
c3_L01	10	X	H	cluster-map
c3_L01	11	MISC-13	L	cluster-map
c3_L01	12	X	H	cluster-map
c3_L01	13	MISC-05	L	cluster-map
c3_L01	14	WAVE	M	cluster-map
c3_L01	15	PCT	H	cluster-map
c3_L01	16	X	H	cluster-map
c3_L01	17	CROSS-T	M	cluster-map
c3_L01	18	MISC-35	L	cluster-map
c3_L01	19	HOOK-L	H	cluster-map
c3_L01	20	MISC-79	L	cluster-map
c3_L01	21	MISC-06	L	cluster-map
c3_L01	22	WAVE	M	cluster-map
c3_L01	23	EYE-DOT	M	cluster-map
c3_L01	24	TRIPOD	M	cluster-map
c3_L01	25	MISC-05	L	cluster-map
c3_L01	26	MISC-29	L	cluster-map
c3_L01	27	X	H	cluster-map
c3_L01	28	MISC-46	L	cluster-map
c3_L01	29	X	H	cluster-map
c3_L01	30	MISC-20	L	cluster-map
c3_L01	31	BAR-SERIF	H	cluster-map
c3_L01	32	MISC-76	L	cluster-map
c3_L01	33	MISC-17	L	cluster-map
c3_L01	34	MISC-32	L	cluster-map
c3_L01	35	BAR-THIN	M	cluster-map
c3_L02	1	PCT	H	cluster-map
c3_L02	2	SUN	M	cluster-map
c3_L02	3	MISC-54	L	cluster-map
c3_L02	4	BAR-SOLID	M	cluster-map
c3_L02	5	PCT	H	cluster-map
c3_L02	6	MISC-80	L	cluster-map
c3_L02	7	MISC-46	L	cluster-map
c3_L02	8	Y-CURL	M	cluster-map
c3_L02	9	PHI	H	cluster-map
c3_L02	10	MISC-75	L	cluster-map
c3_L02	11	MISC-21	L	cluster-map
c3_L02	12	NOTE	H	cluster-map
c3_L02	13	MISC-67	L	cluster-map
c3_L02	14	MISC-36	L	cluster-map
c3_L02	15	MISC-40	L	cluster-map
c3_L02	16	X	H	cluster-map
c3_L02	17	MISC-17	L	cluster-map
c3_L02	18	CIRC-TAIL	M	cluster-map
c3_L02	19	MISC-21	L	cluster-map
c3_L02	20	PHI	H	cluster-map
c3_L02	21	MISC-13	L	cluster-map
c3_L02	22	MISC-74	L	cluster-map
c3_L02	23	X	H	cluster-map
c3_L02	24	Y-CURL	M	cluster-map
c3_L02	25	MISC-05	L	cluster-map
c3_L02	26	X	H	cluster-map
c3_L02	27	WAVE	M	cluster-map
c3_L02	28	PCT	H	cluster-map
c3_L02	29	MISC-05	L	cluster-map
c3_L02	30	MISC-81	L	cluster-map
c3_L02	31	WAVE	M	cluster-map
c3_L02	32	X	H	cluster-map
c3_L02	33	MISC-64	L	cluster-map
c3_L03	1	MISC-13	L	cluster-map
c3_L03	2	MISC-40	L	cluster-map
c3_L03	3	X	H	cluster-map
c3_L03	4	TRIDENT	H	cluster-map
c3_L03	5	Y-CURL	M	cluster-map
c3_L03	6	DELTA-TAIL	M	cluster-map
c3_L03	7	X	H	cluster-map
c3_L03	8	PCT	H	cluster-map
c3_L03	9	MISC-05	L	cluster-map
c3_L03	10	MISC-46	L	cluster-map
c3_L03	11	MISC-13	L	cluster-map
c3_L03	12	MISC-71	L	cluster-map
c3_L03	13	MISC-31	L	cluster-map
c3_L03	14	Y-CURL	M	cluster-map
c3_L03	15	X	H	cluster-map
c3_L03	16	MISC-54	L	cluster-map
c3_L03	17	MISC-55	L	cluster-map
c3_L03	18	MISC-46	L	cluster-map
c3_L03	19	X	H	cluster-map
c3_L03	20	MISC-17	L	cluster-map
c3_L03	21	MISC-55	L	cluster-map
c3_L03	22	SUN	M	cluster-map
c3_L03	23	MISC-43	L	cluster-map
c3_L03	24	MISC-36	L	cluster-map
c3_L03	25	MISC-05	L	cluster-map
c3_L03	26	TRIDENT	H	cluster-map
c3_L03	27	X	H	cluster-map
c3_L03	28	Y-CURL	M	cluster-map
c3_L03	29	X	H	cluster-map
c3_L03	30	MISC-41	L	cluster-map
c3_L03	31	MISC-35	L	cluster-map
c3_L03	32	MISC-54	L	cluster-map
c3_L04	1	MISC-41	L	cluster-map
c3_L04	2	GEAR-DOT	M	cluster-map
c3_L04	3	PCT	H	cluster-map
c3_L04	4	MISC-21	L	cluster-map
c3_L04	5	TRIPOD	M	cluster-map
c3_L04	6	MISC-20	L	cluster-map
c3_L04	7	Y-CURL	M	cluster-map
c3_L04	8	HOOK-L	H	cluster-map
c3_L04	9	DASH-H	H	cluster-map
c3_L04	10	LOOP-TAIL	M	cluster-map
c3_L04	11	X	H	cluster-map
c3_L04	12	MISC-07	L	cluster-map
c3_L04	13	Y-CURL	M	cluster-map
c3_L04	14	MISC-36	L	cluster-map
c3_L04	15	PHI	H	cluster-map
c3_L04	16	BAR-SOLID	M	cluster-map
c3_L04	17	BAR-SOLID	M	cluster-map
c3_L04	18	BAR-SERIF	H	cluster-map
c4a_L01	1	MISC-05	L	knn-xpage(share=0.40)
c4a_L01	2	_	M	knn-xpage(share=0.44)
c4a_L01	3	X	M	knn-xpage(share=0.40)
c4a_L01	4	PHI	M	knn-xpage(share=0.62)
c4a_L01	5	X	M	knn-xpage(share=1.00)
c4a_L01	6	MISC-05	L	knn-xpage(share=0.38)
c4a_L01	7	MISC-17	L	knn-xpage(share=0.41)
c4a_L01	8	BAR-SERIF	M	knn-xpage(share=0.60)
c4a_L01	9	LOOP-TAIL	M	knn-xpage(share=1.00)
c4a_L01	10	X	M	knn-xpage(share=1.00)
c4a_L01	11	X	M	knn-xpage(share=0.42)
c4a_L01	12	X	M	knn-xpage(share=0.60)
c4a_L01	13	PCT	M	knn-xpage(share=0.42)
c4a_L01	14	WAVE	M	knn-xpage(share=0.41)
c4a_L02	1	MISC-24	L	knn-xpage(share=0.41)
c4a_L02	2	PCT	M	knn-xpage(share=0.81)
c4a_L02	3	X	M	knn-xpage(share=0.39)
c4a_L02	4	X	M	knn-xpage(share=0.61)
c4a_L02	5	X	M	knn-xpage(share=0.80)
c4a_L02	6	MISC-54	L	knn-xpage(share=0.40)
c4a_L02	7	CROSS-T	M	knn-xpage(share=0.62)
c4a_L02	8	MISC-21	L	knn-xpage(share=0.22)
c4a_L02	9	MISC-33	L	knn-xpage(share=0.40)
c4a_L02	10	MISC-67	L	knn-xpage(share=0.40)
c4a_L02	11	VENUS	M	knn-xpage(share=0.43)
c4a_L02	12	X	M	knn-xpage(share=1.00)
c4a_L02	13	CIRC-TAIL	M	knn-xpage(share=0.44)
c4a_L03	1	SUN	M	knn-xpage(share=1.00)
c4a_L03	2	VEE	M	knn-xpage(share=0.22)
c4a_L03	3	MISC-55	L	knn-xpage(share=0.64)
c4a_L03	4	X	M	knn-xpage(share=0.83)
c4a_L03	5	MISC-31	L	knn-xpage(share=1.00)
c4a_L03	6	MISC-17	L	knn-xpage(share=0.39)
c4a_L03	7	AMP	M	knn-xpage(share=0.80)
c4a_L03	8	X	M	knn-xpage(share=0.62)
c4a_L03	9	Y-CURL	M	knn-xpage(share=0.59)
c4a_L03	10	LOOP-TAIL	M	knn-xpage(share=0.38)
c4a_L03	11	PCT	M	knn-xpage(share=0.60)
c4a_L03	12	X	M	knn-xpage(share=1.00)
c4a_L03	13	MISC-32	L	knn-xpage(share=0.43)
c4a_L04	1	LOOP-TAIL	M	knn-xpage(share=0.39)
c4a_L04	2	PCT	M	knn-xpage(share=0.59)
c4a_L04	3	TRIPOD	M	knn-xpage(share=0.58)
c4a_L04	4	X	M	knn-xpage(share=0.58)
c4a_L04	5	MISC-05	L	knn-xpage(share=0.60)
c4a_L04	6	MISC-05	L	knn-xpage(share=0.60)
c4a_L04	7	VENUS	M	knn-xpage(share=0.38)
c4a_L04	8	_	M	knn-xpage(share=0.21)
c4a_L04	9	PCT	M	knn-xpage(share=0.43)
c4a_L04	10	BAR-SOLID	M	knn-xpage(share=0.81)
c4a_L04	11	WAVE	M	knn-xpage(share=0.80)
c4a_L04	12	HOOK-L	M	knn-xpage(share=0.53)
c4a_L04	13	CIRC-O	M	knn-xpage(share=0.62)
c4a_L04	14	X	M	knn-xpage(share=1.00)
c4a_L04	15	MISC-31	L	knn-xpage(share=0.81)
c4a_L04	16	PCT	M	knn-xpage(share=0.41)
c4a_L04	17	MISC-55	L	knn-xpage(share=1.00)
c4a_L04	18	MISC-17	L	knn-xpage(share=0.41)
c4a_L05	1	VEE	M	knn-xpage(share=0.80)
c4a_L05	2	CRESCENT	M	knn-xpage(share=0.45)
c4a_L05	3	TRIPOD	M	knn-xpage(share=0.81)
c4a_L05	4	WAVE	M	knn-xpage(share=0.59)
c4a_L05	5	MISC-36	L	knn-xpage(share=0.22)
c4a_L05	6	_	M	knn-xpage(share=0.41)
c4a_L05	7	X	M	knn-xpage(share=1.00)
c4a_L05	8	GEAR-DOT	M	knn-xpage(share=0.41)
c4a_L05	9	MISC-55	L	knn-xpage(share=0.42)
c4a_L05	10	X	M	knn-xpage(share=0.81)
c4a_L05	11	MISC-54	L	knn-xpage(share=0.21)
c4a_L05	12	MISC-30	L	knn-xpage(share=0.40)
c4a_L05	13	CROSS-T	M	knn-xpage(share=0.61)
c4a_L05	14	BAR-SOLID	M	knn-xpage(share=0.61)
c4a_L05	15	_	M	knn-xpage(share=0.23)
c4a_L05	16	Y-CURL	M	knn-xpage(share=0.23)
c4a_L05	17	GEAR-DOT	M	knn-xpage(share=0.41)
c4a_L05	18	MISC-55	L	knn-xpage(share=0.40)
c4a_L06	1	_	M	knn-xpage(share=0.21)
c4a_L06	2	CROSS-T	M	knn-xpage(share=0.60)
c4a_L06	3	HOOK-L	M	knn-xpage(share=0.40)
c4a_L06	4	DASH-H	M	knn-xpage(share=0.62)
c4a_L06	5	DELTA-TAIL	M	knn-xpage(share=0.22)
c4a_L06	6	MISC-54	L	knn-xpage(share=0.41)
c4a_L06	7	_	M	knn-xpage(share=0.58)
c4a_L06	8	_	M	knn-xpage(share=0.60)
c4a_L06	9	VENUS	M	knn-xpage(share=0.42)
c4a_L06	10	PHI	M	knn-xpage(share=0.21)
c4a_L06	11	MISC-05	L	knn-xpage(share=0.80)
c4a_L06	12	_	M	knn-xpage(share=0.41)
c4a_L06	13	MISC-33	L	knn-xpage(share=0.21)
c4a_L06	14	MISC-05	L	knn-xpage(share=0.39)
c4a_L06	15	PCT	M	knn-xpage(share=0.21)
c4a_L07	1	PCT	M	knn-xpage(share=1.00)
c4a_L07	2	X	M	knn-xpage(share=0.61)
c4a_L07	3	MISC-20	L	knn-xpage(share=0.41)
c4a_L07	4	_	M	knn-xpage(share=0.22)
c4a_L07	5	MISC-46	L	knn-xpage(share=0.41)
c4a_L07	6	X	M	knn-xpage(share=0.61)
c4a_L07	7	PCT	M	knn-xpage(share=0.40)
c4a_L07	8	MISC-05	L	knn-xpage(share=0.60)
c4a_L07	9	TRIDENT	M	knn-xpage(share=0.41)
c4a_L07	10	PHI	M	knn-xpage(share=1.00)
c4a_L07	11	WAVE	M	knn-xpage(share=0.42)
c4a_L07	12	PCT	M	knn-xpage(share=0.41)
c4a_L07	13	MISC-33	L	knn-xpage(share=0.81)
c4a_L07	14	CIRC-TAIL	M	knn-xpage(share=0.47)
c4a_L08	1	MISC-17	L	knn-xpage(share=0.40)
c4a_L08	2	_	M	knn-xpage(share=0.43)
c4a_L08	3	DELTA-TAIL	M	knn-xpage(share=0.62)
c4a_L08	4	Y-CURL	M	knn-xpage(share=0.40)
c4a_L08	5	MISC-05	L	knn-xpage(share=0.62)
c4a_L08	6	X	M	knn-xpage(share=0.81)
c4a_L08	7	X	M	knn-xpage(share=0.59)
c4a_L08	8	GEAR-DOT	M	knn-xpage(share=0.63)
c4a_L08	9	WAVE	M	knn-xpage(share=0.79)
c4a_L08	10	CROSS-T	M	knn-xpage(share=1.00)
c4a_L08	11	X	M	knn-xpage(share=0.81)
c4a_L08	12	CROSS-T	M	knn-xpage(share=0.42)
c4a_L08	13	X	M	knn-xpage(share=0.40)
c4a_L08	14	X	M	knn-xpage(share=0.61)
c4a_L08	15	MISC-33	L	knn-xpage(share=1.00)
c4a_L08	16	LOOP-TAIL	M	knn-xpage(share=0.57)
c4a_L08	17	PCT	M	knn-xpage(share=0.37)
c4a_L09	1	MISC-05	L	knn-xpage(share=0.38)
c4a_L09	2	Y-CURL	M	knn-xpage(share=0.61)
c4a_L09	3	VENUS	M	knn-xpage(share=0.21)
c4a_L09	4	BAR-SOLID	M	knn-xpage(share=1.00)
c4a_L09	5	MISC-33	L	knn-xpage(share=0.39)
c4a_L09	6	_	M	knn-xpage(share=0.39)
c4a_L09	7	NOTE	M	knn-xpage(share=0.61)
c4a_L09	8	MISC-29	L	knn-xpage(share=1.00)
c4a_L09	9	VENUS	M	knn-xpage(share=0.40)
c4a_L09	10	MISC-33	L	knn-xpage(share=1.00)
c4a_L09	11	TRIPOD	M	knn-xpage(share=0.59)
c4a_L09	12	_	M	knn-xpage(share=0.40)
c4a_L09	13	MISC-82	L	knn-xpage(share=0.42)
c4a_L09	14	VENUS	M	knn-xpage(share=0.40)
c4a_L09	15	BAR-SOLID	M	knn-xpage(share=0.79)
c4a_L10	1	MISC-43	L	knn-xpage(share=0.20)
c4a_L10	2	PCT	M	knn-xpage(share=0.23)
c4a_L10	3	NOTE	M	knn-xpage(share=0.43)
c4a_L10	4	SUN	M	knn-xpage(share=0.77)
c4a_L10	5	X	M	knn-xpage(share=0.80)
c4a_L10	6	BAR-SERIF	M	knn-xpage(share=1.00)
c4a_L10	7	CRESCENT	M	knn-xpage(share=0.42)
c4a_L10	8	MISC-24	L	knn-xpage(share=0.20)
c4a_L10	9	BAR-SOLID	M	knn-xpage(share=0.83)
c4a_L10	10	X	M	knn-xpage(share=0.79)
c4a_L10	11	MISC-29	L	knn-xpage(share=0.61)
c4a_L10	12	MISC-29	L	knn-xpage(share=0.44)
c4a_L10	13	X	M	knn-xpage(share=0.79)
c4a_L10	14	X	M	knn-xpage(share=1.00)
c4a_L10	15	X	M	knn-xpage(share=0.60)
c4a_L10	16	TRIPOD	M	knn-xpage(share=0.38)
c4a_L10	17	PCT	M	knn-xpage(share=0.21)
c4a_L11	1	MISC-07	L	knn-xpage(share=0.21)
c4a_L11	2	LOOP-TAIL	M	knn-xpage(share=0.58)
c4a_L11	3	PHI	M	knn-xpage(share=0.81)
