letter	line	position	token	kind	grade	alt	why
1	f62R	15	maniere	clear	H		agree
1	f62R	16	que	clear	H		agree
1	f62R	17	ses	clear	H		agree
1	f62R	18	plus	clear	H		agree
1	f62R	19	proches	clear	H		agree
1	f62R	20	parents	clear	H		agree
1	f62R	21	pretendent	clear	H		agree
1	f62R	22	par	clear	H		agree
1	f62R	23	raison	clear	H		agree
1	f62R	24	de	clear	H		agree
1	f62R	25	nature	clear	H		agree
1	f62R	26	heriter	clear	M	A:heriter(clear,H)/B:herités(clear,H)	differ
1	f62R	27	des	clear	H		agree
1	f62R	28	biens	clear	H		agree
1	f62R	29	qu'il	clear	H		agree
1	f62R	30	a	clear	H		agree
1	f62R	31	laisse	clear	M	A:laisse(clear,H)/B:laissé(clear,H)	differ
1	f62R	32	Il	clear	H		agree
1	f62R	33	estoit	clear	H		agree
1	f62R	34	fils	clear	H		agree
1	f62R	35	naturel	clear	H		agree
1	f62R	36	de	clear	H		agree
1	f62R	37	Mr	clear	H		agree
1	f62R	38	Carlo	clear	H		agree
1	f62R	39	Pallavicino	clear	M	A:Pallavicino(clear,H)/B:Sallavicino(clear,H)	differ
1	f62R	40	qui	clear	H		agree
1	f62R	41	estoit	clear	H		agree
1	f62R	42	noble	clear	H		agree
1	f62R	43	genois	clear	H		agree
1	f62R	44	extrement	clear	M	A:extrement(clear,M)/B:extremem.t(clear,H)	differ
1	f62R	45	riche	clear	H		agree
1	f62R	46	lequel	clear	H		agree
1	f62R	47	se	clear	H		agree
1	f62R	48	servoit	clear	H		agree
1	f62R	49	de	clear	H		agree
1	f62R	50	ce	clear	H		agree
1	f62R	51	fils	clear	H		agree
1	f62R	52	dans	clear	H		agree
1	f62R	53	son	clear	H		agree
1	f62R	54	comptoir	clear	H		agree
1	f62R	55	comme	clear	H		agree
1	f62R	56	d'un	clear	H		agree
1	f62R	57	homme	clear	H		agree
1	f62R	58	ordinaire	clear	H		agree
1	f62R	59	a	clear	H		agree
1	f62R	60	gages	clear	H		agree
1	f62R	61	Un	clear	H		agree
1	f62R	62	jour	clear	H		agree
1	f62R	63	qu'il	clear	H		agree
1	f62R	64	l'envoya	clear	H		agree
1	f62R	65	a	clear	H		agree
1	f62R	66	la	clear	H		agree
1	f62R	67	loge	clear	H		agree
1	f62R	68	pour	clear	H		agree
1	f62R	69	parler	clear	H		agree
1	f62R	70	a	clear	H		agree
1	f62R	71	un	clear	H		agree
1	f62R	72	courtier	clear	H		agree
1	f62R	73	pour	clear	H		agree
1	f62R	74	quelque	clear	H		agree
1	f62R	75	negociation	clear	H		agree
1	f62R	76	ce	clear	H		agree
1	f62R	77	dernier	clear	H		agree
1	f62R	78	surpris	clear	H		agree
1	f62R	79	d'un	clear	H		agree
1	f62R	80	acte	clear	H		agree
1	f62R	81	d'impatience	clear	H		agree
1	f62R	82	maltraitta	clear	H		agree
1	f62R	83	l'autre	clear	H		agree
1	f62R	84	en	clear	H		agree
1	f62R	85	parolles	clear	M	A:parolles(clear,H)/B:paroles(clear,M)	differ
1	f62R	86	et	clear	H		agree
1	f62R	87	luy	clear	H		agree
1	f62R	88	dit	clear	H		agree
1	f62R	89	entr'autres	clear	H		agree
1	f62R	90	oste	clear	H		agree
1	f62R	91	toy	clear	H		agree
1	f62R	92	de	clear	H		agree
1	f62R	93	devant	clear	H		agree
1	f62R	94	moy	clear	H		agree
1	f62R	95	fils	clear	H		agree
1	f62R	96	du	clear	M	A-only:du(clear,H)	gap-B
1	f62R	97	bastard	clear	H		agree
1	f62R	98	ce	clear	H		agree
1	f62R	99	garçon	clear	H		agree
1	f62R	100	s'en	clear	H		agree
1	f62R	101	retourna	clear	H		agree
1	f62R	102	fort	clear	H		agree
1	f62R	103	mortiffie	clear	M	A:mortiffie(clear,H)/B:mortiffié(clear,H)	differ
1	f62R	104	et	clear	H		agree
1	f62R	105	le	clear	H		agree
1	f62R	106	pere	clear	H		agree
1	f62R	107	s'en	clear	H		agree
1	f62R	108	estant	clear	H		agree
1	f62R	109	apperceu	clear	H		agree
1	f62R	110	en	clear	H		agree
1	f62R	111	voulut	clear	H		agree
1	f62R	112	sçavoir	clear	H		agree
1	f62R	113	le	clear	H		agree
1	f62R	114	sujet	clear	H		agree
1	f62R	115	Le	clear	H		agree
1	f62R	116	garçon	clear	H		agree
1	f62R	117	luy	clear	H		agree
1	f62R	118	compta	clear	H		agree
1	f62R	119	la	clear	H		agree
1	f62R	120	scene	clear	H		agree
1	f62R	121	qui	clear	H		agree
1	f62R	122	venoit	clear	H		agree
1	f62R	123	de	clear	H		agree
1	f62R	124	se	clear	H		agree
1	f62R	125	passer	clear	H		agree
1	f62R	126	et	clear	H		agree
1	f62R	127	lors	clear	H		agree
1	f62R	128	qu'il	clear	H		agree
1	f62R	129	fut	clear	H		agree
1	f62R	130	a	clear	H		agree
1	f62R	131	l'endroit	clear	H		agree
1	f62R	132	qu'on	clear	H		agree
1	f62R	133	l'avoit	clear	H		agree
1	f62R	134	appelle	clear	M	A:appelle(clear,H)/B:appellé(clear,H)	differ
1	f62R	135	fils	clear	H		agree
1	f62R	136	du	clear	M	A-only:du(clear,H)	gap-B
1	f62R	137	bastard	clear	H		agree
1	f62R	138	il	clear	H		agree
1	f62R	139	se	clear	H		agree
1	f62R	140	mit	clear	H		agree
1	f62R	141	a	clear	H		agree
1	f62R	142	pleurer	clear	H		agree
1	f62R	143	a	clear	H		agree
1	f62R	144	chaudes	clear	H		agree
1	f62R	145	larmes	clear	H		agree
1	f62R	146	Le	clear	H		agree
1	f62R	147	pere	clear	H		agree
1	f62R	148	attendri	clear	H		agree
1	f62R	149	voulant	clear	H		agree
1	f62R	150	le	clear	H		agree
1	f62R	151	consoler	clear	H		agree
1	f62R	152	le	clear	H		agree
1	f62R	153	mena	clear	H		agree
1	f62R	154	sur	clear	H		agree
1	f62R	155	le	clear	H		agree
1	f62R	156	champ	clear	H		agree
1	f62R	157	a	clear	H		agree
1	f62R	158	la	clear	H		agree
1	f62R	159	emulation	clear	M	A-only:emulation(clear,M)	gap-B
1	f63L	1	banque	clear	H		agree
1	f63L	2	de	clear	H		agree
1	f63L	3	St	clear	M	A:St(clear,H)/B:St.(clear,H)	differ
1	f63L	4	George	clear	H		agree
1	f63L	5	et	clear	H		agree
1	f63L	6	luy	clear	H		agree
1	f63L	7	fit	clear	H		agree
1	f63L	8	une	clear	H		agree
1	f63L	9	cession	clear	H		agree
1	f63L	10	de	clear	H		agree
1	f63L	11	cent	clear	H		agree
1	f63L	12	mille	clear	H		agree
1	f63L	13	croisats	clear	H		agree
1	f63L	14	en	clear	H		agree
1	f63L	15	luy	clear	H		agree
1	f63L	16	disant	clear	H		agree
1	f63L	17	tiens	clear	H		agree
1	f63L	18	voila	clear	H		agree
1	f63L	19	de	clear	H		agree
1	f63L	20	quoy	clear	H		agree
1	f63L	21	te	clear	H		agree
1	f63L	22	consoler	clear	H		agree
1	f63L	23	et	clear	H		agree
1	f63L	24	lors	clear	H		agree
1	f63L	25	qu'on	clear	H		agree
1	f63L	26	t'appellera	clear	H		agree
1	f63L	27	bastard	clear	H		agree
1	f63L	28	dis	clear	H		agree
1	f63L	29	que	clear	H		agree
1	f63L	30	tu	clear	H		agree
1	f63L	31	l'es	clear	H		agree
1	f63L	32	mais	clear	H		agree
1	f63L	33	avec	clear	H		agree
1	f63L	34	cent	clear	H		agree
1	f63L	35	mille	clear	H		agree
1	f63L	36	croisats	clear	H		agree
1	f63L	37	Le	clear	H		agree
1	f63L	38	pere	clear	H		agree
1	f63L	39	long	clear	M	B-only:long(clear,H)	gap-A
1	f63L	40	longtemps	clear	M	A:longtemps(clear,H)/B:temps(clear,H)	differ
1	f63L	41	apres	clear	M	A:apres(clear,H)/B:après(clear,H)	differ
1	f63L	42	estant	clear	H		agree
1	f63L	43	devenu	clear	H		agree
1	f63L	44	fol	clear	H		agree
1	f63L	45	et	clear	H		agree
1	f63L	46	mort	clear	H		agree
1	f63L	47	dans	clear	H		agree
1	f63L	48	cet	clear	H		agree
1	f63L	49	estat	clear	H		agree
1	f63L	50	laissa	clear	H		agree
1	f63L	51	des	clear	H		agree
1	f63L	52	biens	clear	H		agree
1	f63L	53	immenses	clear	H		agree
1	f63L	54	a	clear	H		agree
1	f63L	55	un	clear	H		agree
1	f63L	56	seul	clear	H		agree
1	f63L	57	fils	clear	H		agree
1	f63L	58	legitime	clear	H		agree
1	f63L	59	qu'il	clear	H		agree
1	f63L	60	avoit	clear	H		agree
1	f63L	61	lequel	clear	H		agree
1	f63L	62	se	clear	H		agree
1	f63L	63	voyant	clear	H		agree
1	f63L	64	tant	clear	H		agree
1	f63L	65	de	clear	H		agree
1	f63L	66	bien	clear	H		agree
1	f63L	67	crut	clear	H		agree
1	f63L	68	que	clear	H		agree
1	f63L	69	Genes	clear	H		agree
1	f63L	70	estoit	clear	H		agree
1	f63L	71	trop	clear	H		agree
1	f63L	72	petit	clear	H		agree
1	f63L	73	pour	clear	H		agree
1	f63L	74	luy	clear	H		agree
1	f63L	75	et	clear	H		agree
1	f63L	76	s'en	clear	M	B-only:s'en(clear,H)	gap-A
1	f63L	77	fut	clear	H		agree
1	f63L	78	s'etablir	clear	M	A:s'etablir(clear,H)/B:s'establir(clear,H)	differ
1	f63L	79	a	clear	H		agree
1	f63L	80	Rome	clear	H		agree
1	f63L	81	ou	clear	H		agree
1	f63L	82	il	clear	H		agree
1	f63L	83	epousa	clear	M	A:epousa(clear,H)/B:épousa(clear,H)	differ
1	f63L	84	une	clear	H		agree
1	f63L	85	fille	clear	H		agree
1	f63L	86	de	clear	H		agree
1	f63L	87	la	clear	H		agree
1	f63L	88	maison	clear	H		agree
1	f63L	89	Rospillosi	clear	H		agree
1	f63L	90	mais	clear	H		agree
1	f63L	91	il	clear	H		agree
1	f63L	92	mourut	clear	H		agree
1	f63L	93	un	clear	H		agree
1	f63L	94	an	clear	H		agree
1	f63L	95	apres	clear	M	A:apres(clear,H)/B:après(clear,H)	differ
1	f63L	96	sans	clear	H		agree
1	f63L	97	enfans	clear	H		agree
1	f63L	98	Le	clear	H		agree
1	f63L	99	bastard	clear	H		agree
1	f63L	100	qui	clear	H		agree
1	f63L	101	s'estoit	clear	H		agree
1	f63L	102	alle	clear	M	A:alle(clear,H)/B:allé(clear,H)	differ
1	f63L	103	establir	clear	H		agree
1	f63L	104	en	clear	H		agree
1	f63L	105	meme	clear	M	A:meme(clear,H)/B:mesme(clear,H)	differ
1	f63L	106	temps	clear	H		agree
1	f63L	107	a	clear	H		agree
1	f63L	108	Rome	clear	H		agree
1	f63L	109	avoit	clear	H		agree
1	f63L	110	pris	clear	H		agree
1	f63L	111	une	clear	H		agree
1	f63L	112	si	clear	H		agree
1	f63L	113	forte	clear	H		agree
1	f63L	114	inclination	clear	H		agree
1	f63L	115	pour	clear	H		agree
1	f63L	116	la	clear	H		agree
1	f63L	117	maison	clear	H		agree
1	f63L	118	Rospillosi	clear	H		agree
1	f63L	119	qu'il	clear	H		agree
1	f63L	120	l'a	clear	H		agree
1	f63L	121	toujours	clear	H		agree
1	f63L	122	conservee	clear	M	A:conservee(clear,H)/B:conservée(clear,H)	differ
1	f63L	123	meme	clear	M	A:meme(clear,H)/B:mesme(clear,H)	differ
1	f63L	124	apres	clear	M	A:apres(clear,H)/B:après(clear,H)	differ
1	f63L	125	la	clear	H		agree
1	f63L	126	mort	clear	H		agree
1	f63L	127	de	clear	H		agree
1	f63L	128	son	clear	H		agree
1	f63L	129	frere	clear	H		agree
1	f63L	130	de	clear	H		agree
1	f63L	131	maniere	clear	H		agree
1	f63L	132	que	clear	H		agree
1	f63L	133	ses	clear	H		agree
1	f63L	134	plus	clear	H		agree
1	f63L	135	proches	clear	H		agree
1	f63L	136	parents	clear	H		agree
1	f63L	137	n'esperoient	clear	H		agree
1	f63L	138	rien	clear	H		agree
1	f63L	139	de	clear	H		agree
1	f63L	140	sa	clear	H		agree
1	f63L	141	succession	clear	H		agree
1	f63L	142	mais	clear	H		agree
1	f63L	143	estant	clear	H		agree
1	f63L	144	mort	clear	H		agree
1	f63L	145	sans	clear	H		agree
1	f63L	146	faire	clear	H		agree
1	f63L	147	testament	clear	H		agree
1	f63L	148	ils	clear	H		agree
1	f63L	149	sont	clear	H		agree
1	f63L	150	en	clear	H		agree
1	f63L	151	pretention	clear	H		agree
1	f63L	152	Mr	clear	H		agree
1	f63L	153	Le	clear	M	A:Le(clear,H)/B:le(clear,H)	differ
1	f63L	154	marquis	clear	H		agree
1	f63L	155	Etienne	clear	M	A:Etienne(clear,H)/B:Estienne(clear,H)	differ
1	f63L	156	Pallavicin	clear	H		agree
1	f63L	157	qui	clear	H		agree
1	f63L	158	a	clear	H		agree
1	f63L	159	este	clear	M	A:este(clear,H)/B:esté(clear,H)	differ
1	f63R	1	souventes	clear	M	A-only:souventes(clear,M)	gap-B
1	f63R	2	fois	clear	M	A:fois(clear,H)/B:souventesfois(clear,H)	differ
1	f63R	3	a	clear	H		agree
1	f63R	4	paris	clear	M	A:paris(clear,H)/B:Paris(clear,H)	differ
1	f63R	5	pour	clear	H		agree
1	f63R	6	son	clear	H		agree
1	f63R	7	plaisir	clear	H		agree
1	f63R	8	est	clear	H		agree
1	f63R	9	un	clear	H		agree
1	f63R	10	des	clear	H		agree
1	f63R	11	pretendants	clear	H		agree
1	f63R	12	Un	clear	H		agree
1	f63R	13	autre	clear	H		agree
1	f63R	14	gentilhomme	clear	H		agree
1	f63R	15	appelle	clear	M	A:appelle(clear,H)/B:appellé(clear,H)	differ
1	f63R	16	Carlo	clear	H		agree
1	f63R	17	Lomelino	clear	H		agree
1	f63R	18	l'est	clear	H		agree
1	f63R	19	aussy	clear	H		agree
1	f63R	20	par	clear	H		agree
1	f63R	21	la	clear	H		agree
1	f63R	22	meme	clear	M	A:meme(clear,H)/B:mesme(clear,H)	differ
1	f63R	23	raison	clear	H		agree
1	f63R	24	estant	clear	H		agree
1	f63R	25	fils	clear	H		agree
1	f63R	26	de	clear	H		agree
1	f63R	27	deux	clear	H		agree
1	f63R	28	soeurs	clear	H		agree
1	f63R	29	qui	clear	H		agree
1	f63R	30	se	clear	H		agree
1	f63R	31	trouvent	clear	H		agree
1	f63R	32	les	clear	H		agree
1	f63R	33	plus	clear	H		agree
1	f63R	34	proches	clear	H		agree
1	f63R	35	parentes	clear	H		agree
1	f63R	36	des	clear	H		agree
1	f63R	37	deffunts	clear	H		agree
1	f63R	38	Mr	clear	H		agree
1	f63R	39	Allexandrin	clear	M	A:Allexandrin(clear,H)/B:Alexandrin(clear,H)	differ
1	f63R	40	Grimaldy	clear	H		agree
1	f63R	41	qui	clear	H		agree
1	f63R	42	est	clear	H		agree
1	f63R	43	actuellement	clear	H		agree
1	f63R	44	Envoye	clear	M	A:Envoye(clear,H)/B:envoyé(clear,H)	differ
1	f63R	45	de	clear	H		agree
1	f63R	46	la	clear	H		agree
1	f63R	47	Republique	clear	H		agree
1	f63R	48	a	clear	H		agree
1	f63R	49	Rome	clear	H		agree
1	f63R	50	ayant	clear	H		agree
1	f63R	51	appris	clear	H		agree
1	f63R	52	la	clear	H		agree
1	f63R	53	mort	clear	H		agree
1	f63R	54	subite	clear	H		agree
1	f63R	55	de	clear	H		agree
1	f63R	56	ce	clear	H		agree
1	f63R	57	banquier	clear	H		agree
1	f63R	58	se	clear	H		agree
1	f63R	59	transporta	clear	H		agree
1	f63R	60	sur	clear	H		agree
1	f63R	61	le	clear	H		agree
1	f63R	62	champ	clear	H		agree
1	f63R	63	chez	clear	H		agree
1	f63R	64	luy	clear	H		agree
1	f63R	65	et	clear	H		agree
1	f63R	66	fit	clear	H		agree
1	f63R	67	mettre	clear	H		agree
1	f63R	68	le	clear	H		agree
1	f63R	69	sceau	clear	H		agree
1	f63R	70	a	clear	H		agree
1	f63R	71	la	clear	H		agree
1	f63R	72	maison	clear	H		agree
1	f63R	73	et	clear	H		agree
1	f63R	74	donna	clear	H		agree
1	f63R	75	en	clear	H		agree
1	f63R	76	meme	clear	M	A:meme(clear,H)/B:mesme(clear,H)	differ
1	f63R	77	temps	clear	H		agree
1	f63R	78	part	clear	H		agree
1	f63R	79	de	clear	H		agree
1	f63R	80	cette	clear	H		agree
1	f63R	81	mort	clear	H		agree
1	f63R	82	a	clear	H		agree
1	f63R	83	Mr	clear	H		agree
1	f63R	84	le	clear	H		agree
1	f63R	85	marquis	clear	H		agree
1	f63R	86	Etienne	clear	M	A:Etienne(clear,H)/B:Estienne(clear,H)	differ
1	f63R	87	Pallavicin	clear	H		agree
1	f63R	88	par	clear	H		agree
1	f63R	89	un	clear	H		agree
1	f63R	90	courrier	clear	H		agree
1	f63R	91	qu'il	clear	H		agree
1	f63R	92	luy	clear	H		agree
1	f63R	93	expedia	clear	H		agree
1	f63R	94	a	clear	H		agree
1	f63R	95	cet	clear	H		agree
1	f63R	96	effect	clear	H		agree
1	f63R	97	en	clear	H		agree
1	f63R	98	luy	clear	H		agree
1	f63R	99	marquant	clear	H		agree
1	f63R	100	que	clear	H		agree
1	f63R	101	sa	clear	H		agree
1	f63R	102	presence	clear	H		agree
1	f63R	103	seroit	clear	H		agree
1	f63R	104	necesre	clear	M	A:necesre(clear,M)/B:necess.re(clear,H)	differ
1	f63R	105	a	clear	H		agree
1	f63R	106	Rome	clear	H		agree
1	f63R	107	on	clear	H		agree
1	f63R	108	dit	clear	H		agree
1	f63R	109	qu'il	clear	H		agree
1	f63R	110	doit	clear	H		agree
1	f63R	111	partir	clear	H		agree
1	f63R	112	incessamment	clear	H		agree
1	f63R	113	pour	clear	H		agree
1	f63R	114	s'y	clear	H		agree
1	f63R	115	rendre	clear	H		agree
1	f63R	116	Cependant	clear	H		agree
1	f63R	117	la	clear	H		agree
1	f63R	118	chambre	clear	H		agree
1	f63R	119	apostolique	clear	H		agree
1	f63R	120	pretend	clear	H		agree
1	f63R	121	cette	clear	H		agree
1	f63R	122	succession	clear	H		agree
1	f63R	123	attendu	clear	H		agree
1	f63R	124	que	clear	H		agree
1	f63R	125	le	clear	H		agree
1	f63R	126	deffunct	clear	H		agree
1	f63R	127	estoit	clear	H		agree
1	f63R	128	bastard	clear	H		agree
1	f63R	129	ainsy	clear	H		agree
1	f63R	130	il	clear	H		agree
1	f63R	131	y	clear	H		agree
1	f63R	132	aura	clear	H		agree
1	f63R	133	indubitablement	clear	H		agree
1	f63R	134	des	clear	H		agree
1	f63R	135	procez	clear	H		agree
1	f63R	136	Un	clear	H		agree
1	f63R	137	avocat	clear	H		agree
1	f63R	138	de	clear	H		agree
1	f63R	139	mes	clear	H		agree
1	f63R	140	amis	clear	H		agree
1	f63R	141	a	clear	H		agree
1	f63R	142	este	clear	M	A:este(clear,H)/B:esté(clear,H)	differ
1	f63R	143	deja	clear	H		agree
1	f63R	144	consulte	clear	M	A:consulte(clear,H)/B:consulté(clear,H)	differ
1	f63R	145	la	clear	H		agree
1	f63R	146	dessus	clear	H		agree
1	f63R	147	et	clear	H		agree
1	f63R	148	son	clear	H		agree
1	f63R	149	opinion	clear	H		agree
1	f63R	150	est	clear	M	A:est(clear,M)/B:en(clear,H)	differ
1	f63R	151	que	clear	H		agree
1	f63R	152	les	clear	H		agree
1	f63R	153	parents	clear	H		agree
1	f63R	154	l'emporteront	clear	H		agree
1	f64L	1	sur	clear	H		agree
1	f64L	2	la	clear	H		agree
1	f64L	3	chambre	clear	H		agree
1	f64L	4	apostolique	clear	H		agree
1	f64L	5	Lors	clear	H		agree
1	f64L	6	qu'on	clear	H		agree
1	f64L	7	s'attendoit	clear	H		agree
1	f64L	8	icy	clear	M	A:icy(clear,H)/B:dejà(clear,H)	differ
1	f64L	9	a	clear	H		agree
1	f64L	10	reformer	clear	H		agree
1	f64L	11	bientot	clear	M	A:bientot(clear,H)/B:bientost(clear,H)	differ
1	f64L	12	entierement	clear	H		agree
1	f64L	13	la	clear	H		agree
1	f64L	14	quarantaine	clear	H		agree
1	f64L	15	qu'on	clear	H		agree
1	f64L	16	fait	clear	H		agree
1	f64L	17	observer	clear	H		agree
1	f64L	18	a	clear	H		agree
1	f64L	19	tout	clear	H		agree
1	f64L	20	ce	clear	H		agree
1	f64L	21	qui	clear	H		agree
1	f64L	22	vient	clear	H		agree
1	f64L	23	du	clear	H		agree
1	f64L	24	coste	clear	M	A:coste(clear,H)/B:costé(clear,H)	differ
1	f64L	25	d'Allemagne	clear	M	A:d'Allemagne(clear,H)/B:d'allemagne(clear,H)	differ
1	f64L	26	et	clear	H		agree
1	f64L	27	qu'on	clear	H		agree
1	f64L	28	l'avoit	clear	H		agree
1	f64L	29	meme	clear	H		agree
1	f64L	30	deja	clear	H		agree
1	f64L	31	reduitte	clear	H		agree
1	f64L	32	a	clear	H		agree
1	f64L	33	la	clear	H		agree
1	f64L	34	moitie	clear	M	A:moitie(clear,H)/B:moittié(clear,H)	differ
1	f64L	35	on	clear	H		agree
1	f64L	36	vient	clear	H		agree
1	f64L	37	d'aprendre	clear	H		agree
1	f64L	38	par	clear	H		agree
1	f64L	39	des	clear	H		agree
1	f64L	40	voyes	clear	H		agree
1	f64L	41	indirectes	clear	H		agree
1	f64L	42	que	clear	H		agree
1	f64L	43	la	clear	H		agree
1	f64L	44	peste	clear	H		agree
1	f64L	45	a	clear	H		agree
1	f64L	46	recommence	clear	M	A:recommence(clear,H)/B:recommencé(clear,H)	differ
1	f64L	47	a	clear	H		agree
1	f64L	48	se	clear	H		agree
1	f64L	49	faire	clear	H		agree
1	f64L	50	sentir	clear	H		agree
1	f64L	51	en	clear	H		agree
1	f64L	52	Allemagne	clear	H		agree
1	f64L	53	dans	clear	H		agree
1	f64L	54	quelques	clear	H		agree
1	f64L	55	villes	clear	H		agree
1	f64L	56	ou	clear	H		agree
1	f64L	57	elle	clear	H		agree
1	f64L	58	n'avoit	clear	H		agree
1	f64L	59	pas	clear	H		agree
1	f64L	60	encore	clear	H		agree
1	f64L	61	este	clear	M	A:este(clear,H)/B:esté(clear,H)	differ
1	f64L	62	Ils	clear	H		agree
1	f64L	63	attendent	clear	H		agree
1	f64L	64	pourtant	clear	H		agree
1	f64L	65	d'en	clear	H		agree
1	f64L	66	sçavoir	clear	H		agree
1	f64L	67	la	clear	H		agree
1	f64L	68	verite	clear	M	A:verite(clear,H)/B:verité(clear,H)	differ
1	f64L	69	avant	clear	H		agree
1	f64L	70	de	clear	H		agree
1	f64L	71	prendre	clear	H		agree
1	f64L	72	les	clear	H		agree
1	f64L	73	precautions	clear	H		agree
1	f64L	74	convenables	clear	H		agree
1	f64L	75	a	clear	H		agree
1	f64L	76	cet	clear	H		agree
1	f64L	77	egard	clear	H		agree
1	f64L	78	Quoy	clear	H		agree
1	f64L	79	que	clear	H		agree
1	f64L	80	nous	clear	H		agree
1	f64L	81	eussions	clear	H		agree
1	f64L	82	deja	clear	H		agree
1	f64L	83	apris	clear	H		agree
1	f64L	84	de	clear	H		agree
1	f64L	85	divers	clear	H		agree
1	f64L	86	endroits	clear	H		agree
1	f64L	87	la	clear	H		agree
1	f64L	88	signature	clear	H		agree
1	f64L	89	de	clear	H		agree
1	f64L	90	la	clear	H		agree
1	f64L	91	paix	clear	H		agree
1	f64L	92	entre	clear	H		agree
1	f64L	93	la	clear	H		agree
1	f64L	94	France	clear	H		agree
1	f64L	95	et	clear	H		agree
1	f64L	96	l'Empire	clear	H		agree
1	f64L	97	ce	clear	H		agree
1	f64L	98	que	clear	H		agree
1	f64L	99	vostre	clear	M	A:vostre(clear,H)/B:Vostre(clear,H)	differ
1	f64L	100	Excellence	clear	H		agree
1	f64L	101	a	clear	H		agree
1	f64L	102	bien	clear	H		agree
1	f64L	103	voulu	clear	H		agree
1	f64L	104	m'en	clear	H		agree
1	f64L	105	marquer	clear	H		agree
1	f64L	106	me	clear	H		agree
1	f64L	107	donne	clear	H		agree
1	f64L	108	une	clear	H		agree
1	f64L	109	parfaite	clear	M	A:parfaite(clear,H)/B:parfaitte(clear,H)	differ
1	f64L	110	consolation	clear	H		agree
1	f64L	111	esperant	clear	H		agree
1	f64L	112	que	clear	H		agree
1	f64L	113	c'est	clear	H		agree
1	f64L	114	le	clear	H		agree
1	f64L	115	temps	clear	H		agree
1	f64L	116	que	clear	H		agree
1	f64L	117	par	clear	H		agree
1	f64L	118	vos	clear	H		agree
1	f64L	119	bontes	clear	M	A:bontes(clear,H)/B:bontés(clear,H)	differ
1	f64L	120	Monseigneur	clear	H		agree
1	f64L	121	je	clear	H		agree
1	f64L	122	sortiray	clear	H		agree
1	f64L	123	au	clear	H		agree
1	f64L	124	plus	clear	M	B-only:plus(clear,H)	gap-A
1	f64L	125	plustost	clear	M	A:plustost(clear,M)/B:tost(clear,H)	differ
1	f64L	126	du	clear	H		agree
1	f64L	127	triste	clear	H		agree
1	f64L	128	estat	clear	H		agree
1	f64L	129	dans	clear	H		agree
1	f64L	130	lequel	clear	H		agree
1	f64L	131	je	clear	H		agree
1	f64L	132	me	clear	H		agree
1	f64L	133	trouve	clear	H		agree
1	f64R	1	depuis	clear	H		agree
1	f64R	2	long	clear	M	B-only:long(clear,H)	gap-A
1	f64R	3	longtemps	clear	M	A:longtemps(clear,H)/B:temps(clear,H)	differ
1	f64R	4	Je	clear	H		agree
1	f64R	5	supplie	clear	H		agree
1	f64R	6	tres	clear	M	A:tres(clear,H)/B:très(clear,H)	differ
1	f64R	7	humblement	clear	H		agree
1	f64R	8	vostre	clear	M	A:vostre(clear,H)/B:Vostre(clear,H)	differ
1	f64R	9	Excellence	clear	H		agree
1	f64R	10	de	clear	H		agree
1	f64R	11	vouloir	clear	H		agree
1	f64R	12	bien	clear	H		agree
1	f64R	13	m'envoyer	clear	H		agree
1	f64R	14	mes	clear	H		agree
1	f64R	15	expeditions	clear	H		agree
1	f64R	16	pour	clear	H		agree
1	f64R	17	aller	clear	H		agree
1	f64R	18	remplir	clear	H		agree
1	f64R	19	le	clear	H		agree
1	f64R	20	consulat	clear	H		agree
1	f64R	21	de	clear	H		agree
1	f64R	22	la	clear	H		agree
1	f64R	23	nation	clear	H		agree
1	f64R	24	en	clear	H		agree
1	f64R	25	Sardaigne	clear	H		agree
1	f64R	26	qu'elle	clear	M	A:qu'elle(clear,H)/B:qu'Elle(clear,H)	differ
1	f64R	27	a	clear	H		agree
1	f64R	28	bien	clear	H		agree
1	f64R	29	voulu	clear	H		agree
1	f64R	30	me	clear	H		agree
1	f64R	31	destiner	clear	H		agree
1	f64R	32	trop	clear	H		agree
1	f64R	33	heureux	clear	H		agree
1	f64R	34	si	clear	H		agree
1	f64R	35	je	clear	H		agree
1	f64R	36	trouve	clear	H		agree
1	f64R	37	en	clear	H		agree
1	f64R	38	ce	clear	H		agree
1	f64R	39	pays-la	clear	H		agree
1	f64R	40	des	clear	H		agree
1	f64R	41	occasions	clear	H		agree
1	f64R	42	a	clear	H		agree
1	f64R	43	pouvoir	clear	H		agree
1	f64R	44	donner	clear	H		agree
1	f64R	45	des	clear	H		agree
1	f64R	46	marques	clear	H		agree
1	f64R	47	de	clear	H		agree
1	f64R	48	mon	clear	H		agree
1	f64R	49	zele	clear	H		agree
1	f64R	50	et	clear	H		agree
1	f64R	51	de	clear	H		agree
1	f64R	52	mon	clear	H		agree
1	f64R	53	aplication	clear	H		agree
1	f64R	54	pour	clear	H		agree
1	f64R	55	le	clear	H		agree
1	f64R	56	Service	clear	H		agree
1	f64R	57	du	clear	H		agree
1	f64R	58	Roy	clear	H		agree
1	f64R	59	si	clear	M	A:si(clear,H)/B:Si(clear,H)	differ
1	f64R	60	vostre	clear	M	A:vostre(clear,H)/B:Vostre(clear,H)	differ
1	f64R	61	Excellence	clear	M	A:Excellence(clear,H)/B:Excelence(clear,H)	differ
1	f64R	62	veut	clear	H		agree
1	f64R	63	bien	clear	H		agree
