letter	line	position	token	kind	conf
1	f62R_20	7	mit	clear	H
1	f62R_20	8	a	clear	H
1	f62R_20	9	pleurer	clear	H
1	f62R_21	1	a	clear	H
1	f62R_21	2	chaudes	clear	H
1	f62R_21	3	larmes	clear	H
1	f62R_21	4	Le	clear	H
1	f62R_21	5	pere	clear	H
1	f62R_21	6	attendri	clear	H
1	f62R_21	7	voulant	clear	H
1	f62R_22	1	le	clear	H
1	f62R_22	2	consoler	clear	H
1	f62R_22	3	le	clear	H
1	f62R_22	4	mena	clear	H
1	f62R_22	5	sur	clear	H
1	f62R_22	6	le	clear	H
1	f62R_22	7	champ	clear	H
1	f62R_22	8	a	clear	H
1	f62R_22	9	la	clear	H
1	f62R_23	1	emulation	clear	M
1	f63L_01	1	banque	clear	H
1	f63L_01	2	de	clear	H
1	f63L_01	3	St	clear	H
1	f63L_01	4	George	clear	H
1	f63L_01	5	et	clear	H
1	f63L_01	6	luy	clear	H
1	f63L_01	7	fit	clear	H
1	f63L_01	8	une	clear	H
1	f63L_01	9	cession	clear	H
1	f63L_02	1	de	clear	H
1	f63L_02	2	cent	clear	H
1	f63L_02	3	mille	clear	H
1	f63L_02	4	croisats	clear	M
1	f63L_02	5	en	clear	H
1	f63L_02	6	luy	clear	H
1	f63L_02	7	disant	clear	H
1	f63L_03	1	tiens	clear	H
1	f63L_03	2	voila	clear	H
1	f63L_03	3	de	clear	H
1	f63L_03	4	quoy	clear	H
1	f63L_03	5	te	clear	H
1	f63L_03	6	consoler	clear	H
1	f63L_03	7	et	clear	H
1	f63L_03	8	lors	clear	H
1	f63L_04	1	qu'on	clear	H
1	f63L_04	2	t'appellera	clear	H
1	f63L_04	3	bastard	clear	H
1	f63L_04	4	dis	clear	H
1	f63L_04	5	que	clear	H
1	f63L_04	6	tu	clear	H
1	f63L_04	7	l'es	clear	H
1	f63L_05	1	mais	clear	H
1	f63L_05	2	avec	clear	H
1	f63L_05	3	cent	clear	H
1	f63L_05	4	mille	clear	H
1	f63L_05	5	croisats	clear	M
1	f63L_05	6	Le	clear	H
1	f63L_05	7	pere	clear	H
1	f63L_06	1	longtemps	clear	H
1	f63L_06	2	apres	clear	H
1	f63L_06	3	estant	clear	H
1	f63L_06	4	devenu	clear	H
1	f63L_06	5	fol	clear	H
1	f63L_06	6	et	clear	H
1	f63L_06	7	mort	clear	H
1	f63L_07	1	dans	clear	H
1	f63L_07	2	cet	clear	H
1	f63L_07	3	estat	clear	H
1	f63L_07	4	laissa	clear	H
1	f63L_07	5	des	clear	H
1	f63L_07	6	biens	clear	H
1	f63L_07	7	immenses	clear	H
1	f63L_08	1	a	clear	H
1	f63L_08	2	un	clear	H
1	f63L_08	3	seul	clear	H
1	f63L_08	4	fils	clear	H
1	f63L_08	5	legitime	clear	H
1	f63L_08	6	qu'il	clear	H
1	f63L_08	7	avoit	clear	H
1	f63L_08	8	lequel	clear	H
1	f63L_09	1	se	clear	H
1	f63L_09	2	voyant	clear	H
1	f63L_09	3	tant	clear	H
1	f63L_09	4	de	clear	H
1	f63L_09	5	bien	clear	H
1	f63L_09	6	crut	clear	H
1	f63L_09	7	que	clear	H
1	f63L_09	8	Genes	clear	H
1	f63L_09	9	estoit	clear	H
1	f63L_10	1	trop	clear	H
1	f63L_10	2	petit	clear	H
1	f63L_10	3	pour	clear	H
1	f63L_10	4	luy	clear	H
1	f63L_10	5	et	clear	H
1	f63L_10	6	fut	clear	H
1	f63L_10	7	s'etablir	clear	H
1	f63L_10	8	a	clear	H
1	f63L_10	9	Rome	clear	H
1	f63L_11	1	ou	clear	H
1	f63L_11	2	il	clear	H
1	f63L_11	3	epousa	clear	H
1	f63L_11	4	une	clear	H
1	f63L_11	5	fille	clear	H
1	f63L_11	6	de	clear	H
1	f63L_11	7	la	clear	H
1	f63L_11	8	maison	clear	H
1	f63L_11	9	Rospillosi	clear	H
1	f63L_12	1	mais	clear	H
1	f63L_12	2	il	clear	H
1	f63L_12	3	mourut	clear	H
1	f63L_12	4	un	clear	H
1	f63L_12	5	an	clear	H
1	f63L_12	6	apres	clear	H
1	f63L_12	7	sans	clear	H
1	f63L_12	8	enfans	clear	H
1	f63L_13	1	Le	clear	H
1	f63L_13	2	bastard	clear	H
1	f63L_13	3	qui	clear	H
1	f63L_13	4	s'estoit	clear	H
1	f63L_13	5	alle	clear	H
1	f63L_13	6	establir	clear	H
1	f63L_13	7	en	clear	H
1	f63L_14	1	meme	clear	H
1	f63L_14	2	temps	clear	H
1	f63L_14	3	a	clear	H
1	f63L_14	4	Rome	clear	H
1	f63L_14	5	avoit	clear	H
1	f63L_14	6	pris	clear	H
1	f63L_14	7	une	clear	H
1	f63L_14	8	si	clear	H
1	f63L_15	1	forte	clear	H
1	f63L_15	2	inclination	clear	H
1	f63L_15	3	pour	clear	H
1	f63L_15	4	la	clear	H
1	f63L_15	5	maison	clear	H
1	f63L_15	6	Rospillosi	clear	H
1	f63L_16	1	qu'il	clear	H
1	f63L_16	2	l'a	clear	H
1	f63L_16	3	toujours	clear	H
1	f63L_16	4	conservee	clear	H
1	f63L_16	5	meme	clear	H
1	f63L_16	6	apres	clear	H
1	f63L_16	7	la	clear	H
1	f63L_17	1	mort	clear	H
1	f63L_17	2	de	clear	H
1	f63L_17	3	son	clear	H
1	f63L_17	4	frere	clear	H
1	f63L_17	5	de	clear	H
1	f63L_17	6	maniere	clear	H
1	f63L_17	7	que	clear	H
1	f63L_17	8	ses	clear	H
1	f63L_17	9	plus	clear	H
1	f63L_18	1	proches	clear	H
1	f63L_18	2	parents	clear	H
1	f63L_18	3	n'esperoient	clear	H
1	f63L_18	4	rien	clear	H
1	f63L_18	5	de	clear	H
1	f63L_18	6	sa	clear	H
1	f63L_19	1	succession	clear	H
1	f63L_19	2	mais	clear	H
1	f63L_19	3	estant	clear	H
1	f63L_19	4	mort	clear	H
1	f63L_19	5	sans	clear	H
1	f63L_19	6	faire	clear	H
1	f63L_20	1	testament	clear	H
1	f63L_20	2	ils	clear	H
1	f63L_20	3	sont	clear	H
1	f63L_20	4	en	clear	H
1	f63L_20	5	pretention	clear	H
1	f63L_20	6	Mr	clear	H
1	f63L_20	7	Le	clear	H
1	f63L_21	1	marquis	clear	H
1	f63L_21	2	Etienne	clear	H
1	f63L_21	3	Pallavicin	clear	H
1	f63L_21	4	qui	clear	H
1	f63L_21	5	a	clear	H
1	f63L_21	6	este	clear	H
1	f63R_01	1	745	pagenum	M
1	f63R_01	2	66	pagenum	M
1	f63R_02	1	souventes	clear	M
1	f63R_02	2	fois	clear	H
1	f63R_02	3	a	clear	H
1	f63R_02	4	paris	clear	H
1	f63R_02	5	pour	clear	H
1	f63R_02	6	son	clear	H
1	f63R_02	7	plaisir	clear	H
1	f63R_02	8	est	clear	H
1	f63R_03	1	un	clear	H
1	f63R_03	2	des	clear	H
1	f63R_03	3	pretendants	clear	H
1	f63R_03	4	Un	clear	H
1	f63R_03	5	autre	clear	H
1	f63R_03	6	gentilhomme	clear	H
1	f63R_04	1	appelle	clear	H
1	f63R_04	2	Carlo	clear	H
1	f63R_04	3	Lomelino	clear	H
1	f63R_04	4	l'est	clear	H
1	f63R_04	5	aussy	clear	H
1	f63R_04	6	par	clear	H
1	f63R_04	7	la	clear	H
1	f63R_05	1	meme	clear	H
1	f63R_05	2	raison	clear	H
1	f63R_05	3	estant	clear	H
1	f63R_05	4	fils	clear	H
1	f63R_05	5	de	clear	H
1	f63R_05	6	deux	clear	H
1	f63R_05	7	soeurs	clear	H
1	f63R_06	1	qui	clear	H
1	f63R_06	2	se	clear	H
1	f63R_06	3	trouvent	clear	H
1	f63R_06	4	les	clear	H
1	f63R_06	5	plus	clear	H
1	f63R_06	6	proches	clear	H
1	f63R_06	7	parentes	clear	H
1	f63R_07	1	des	clear	H
1	f63R_07	2	deffunts	clear	H
1	f63R_07	3	Mr	clear	H
1	f63R_07	4	Allexandrin	clear	H
1	f63R_07	5	Grimaldy	clear	H
1	f63R_08	1	qui	clear	H
1	f63R_08	2	est	clear	H
1	f63R_08	3	actuellement	clear	H
1	f63R_08	4	Envoye	clear	H
1	f63R_08	5	de	clear	H
1	f63R_08	6	la	clear	H
1	f63R_08	7	Republique	clear	H
1	f63R_09	1	a	clear	H
1	f63R_09	2	Rome	clear	H
1	f63R_09	3	ayant	clear	H
1	f63R_09	4	appris	clear	H
1	f63R_09	5	la	clear	H
1	f63R_09	6	mort	clear	H
1	f63R_09	7	subite	clear	H
1	f63R_09	8	de	clear	H
1	f63R_09	9	ce	clear	H
1	f63R_10	1	banquier	clear	H
1	f63R_10	2	se	clear	H
1	f63R_10	3	transporta	clear	H
1	f63R_10	4	sur	clear	H
1	f63R_10	5	le	clear	H
1	f63R_10	6	champ	clear	H
1	f63R_10	7	chez	clear	H
1	f63R_11	1	luy	clear	H
1	f63R_11	2	et	clear	H
1	f63R_11	3	fit	clear	H
1	f63R_11	4	mettre	clear	H
1	f63R_11	5	le	clear	H
1	f63R_11	6	sceau	clear	H
1	f63R_11	7	a	clear	H
1	f63R_11	8	la	clear	H
1	f63R_11	9	maison	clear	H
1	f63R_11	10	et	clear	H
1	f63R_12	1	donna	clear	H
1	f63R_12	2	en	clear	H
1	f63R_12	3	meme	clear	H
1	f63R_12	4	temps	clear	H
1	f63R_12	5	part	clear	H
1	f63R_12	6	de	clear	H
1	f63R_12	7	cette	clear	H
1	f63R_12	8	mort	clear	H
1	f63R_13	1	a	clear	H
1	f63R_13	2	Mr	clear	H
1	f63R_13	3	le	clear	H
1	f63R_13	4	marquis	clear	H
1	f63R_13	5	Etienne	clear	H
1	f63R_13	6	Pallavicin	clear	H
1	f63R_13	7	par	clear	H
1	f63R_13	8	un	clear	H
1	f63R_14	1	courrier	clear	H
1	f63R_14	2	qu'il	clear	H
1	f63R_14	3	luy	clear	H
1	f63R_14	4	expedia	clear	H
1	f63R_14	5	a	clear	H
1	f63R_14	6	cet	clear	H
1	f63R_14	7	effect	clear	H
1	f63R_14	8	en	clear	H
1	f63R_14	9	luy	clear	H
1	f63R_15	1	marquant	clear	H
1	f63R_15	2	que	clear	H
1	f63R_15	3	sa	clear	H
1	f63R_15	4	presence	clear	H
1	f63R_15	5	seroit	clear	H
1	f63R_15	6	necesre	clear	M
1	f63R_15	7	a	clear	H
1	f63R_16	1	Rome	clear	H
1	f63R_16	2	on	clear	H
1	f63R_16	3	dit	clear	H
1	f63R_16	4	qu'il	clear	H
1	f63R_16	5	doit	clear	H
1	f63R_16	6	partir	clear	H
1	f63R_16	7	incessamment	clear	H
1	f63R_17	1	pour	clear	H
1	f63R_17	2	s'y	clear	H
1	f63R_17	3	rendre	clear	H
1	f63R_17	4	Cependant	clear	H
1	f63R_17	5	la	clear	H
1	f63R_17	6	chambre	clear	H
1	f63R_18	1	apostolique	clear	H
1	f63R_18	2	pretend	clear	H
1	f63R_18	3	cette	clear	H
1	f63R_18	4	succession	clear	H
1	f63R_18	5	attendu	clear	H
1	f63R_19	1	que	clear	H
1	f63R_19	2	le	clear	H
1	f63R_19	3	deffunct	clear	H
1	f63R_19	4	estoit	clear	H
1	f63R_19	5	bastard	clear	H
1	f63R_19	6	ainsy	clear	H
1	f63R_19	7	il	clear	H
1	f63R_19	8	y	clear	H
1	f63R_19	9	aura	clear	H
1	f63R_20	1	indubitablement	clear	H
1	f63R_20	2	des	clear	H
1	f63R_20	3	procez	clear	H
1	f63R_20	4	Un	clear	H
1	f63R_20	5	avocat	clear	H
1	f63R_21	1	de	clear	H
1	f63R_21	2	mes	clear	H
1	f63R_21	3	amis	clear	H
1	f63R_21	4	a	clear	H
1	f63R_21	5	este	clear	H
1	f63R_21	6	deja	clear	H
1	f63R_21	7	consulte	clear	H
1	f63R_21	8	la	clear	H
1	f63R_21	9	dessus	clear	H
1	f63R_22	1	et	clear	H
1	f63R_22	2	son	clear	H
1	f63R_22	3	opinion	clear	H
1	f63R_22	4	est	clear	M
1	f63R_22	5	que	clear	H
1	f63R_22	6	les	clear	H
1	f63R_22	7	parents	clear	H
1	f63R_22	8	l'emporteront	clear	H
1	f64L_01	1	sur	clear	H
1	f64L_01	2	la	clear	H
1	f64L_01	3	chambre	clear	H
1	f64L_01	4	apostolique	clear	H
1	f64L_02	1	Lors	clear	H
1	f64L_02	2	qu'on	clear	H
1	f64L_02	3	s'attendoit	clear	H
1	f64L_02	4	icy	clear	H
1	f64L_02	5	a	clear	H
1	f64L_02	6	reformer	clear	H
1	f64L_02	7	bientot	clear	H
1	f64L_03	1	entierement	clear	H
1	f64L_03	2	la	clear	H
1	f64L_03	3	quarantaine	clear	H
1	f64L_03	4	qu'on	clear	H
1	f64L_03	5	fait	clear	H
1	f64L_04	1	observer	clear	H
1	f64L_04	2	a	clear	H
1	f64L_04	3	tout	clear	H
1	f64L_04	4	ce	clear	H
1	f64L_04	5	qui	clear	H
1	f64L_04	6	vient	clear	H
1	f64L_04	7	du	clear	H
1	f64L_04	8	coste	clear	H
1	f64L_04	9	d'Allemagne	clear	H
1	f64L_05	1	et	clear	H
1	f64L_05	2	qu'on	clear	H
1	f64L_05	3	l'avoit	clear	H
1	f64L_05	4	meme	clear	H
1	f64L_05	5	deja	clear	H
1	f64L_05	6	reduitte	clear	H
1	f64L_05	7	a	clear	H
1	f64L_05	8	la	clear	H
1	f64L_06	1	moitie	clear	H
1	f64L_06	2	on	clear	H
1	f64L_06	3	vient	clear	H
1	f64L_06	4	d'aprendre	clear	H
1	f64L_06	5	par	clear	H
1	f64L_06	6	des	clear	H
1	f64L_07	1	voyes	clear	H
1	f64L_07	2	indirectes	clear	H
1	f64L_07	3	que	clear	H
1	f64L_07	4	la	clear	H
1	f64L_07	5	peste	clear	H
1	f64L_07	6	a	clear	H
1	f64L_07	7	recommence	clear	H
1	f64L_08	1	a	clear	H
1	f64L_08	2	se	clear	H
1	f64L_08	3	faire	clear	H
1	f64L_08	4	sentir	clear	H
1	f64L_08	5	en	clear	H
1	f64L_08	6	Allemagne	clear	H
1	f64L_08	7	dans	clear	H
1	f64L_08	8	quelques	clear	H
1	f64L_09	1	villes	clear	H
1	f64L_09	2	ou	clear	H
1	f64L_09	3	elle	clear	H
1	f64L_09	4	n'avoit	clear	H
1	f64L_09	5	pas	clear	H
1	f64L_09	6	encore	clear	H
1	f64L_09	7	este	clear	H
1	f64L_09	8	Ils	clear	H
1	f64L_10	1	attendent	clear	H
1	f64L_10	2	pourtant	clear	H
1	f64L_10	3	d'en	clear	H
1	f64L_10	4	sçavoir	clear	H
1	f64L_10	5	la	clear	H
1	f64L_10	6	verite	clear	H
1	f64L_11	1	avant	clear	H
1	f64L_11	2	de	clear	H
1	f64L_11	3	prendre	clear	H
1	f64L_11	4	les	clear	H
1	f64L_11	5	precautions	clear	H
1	f64L_11	6	convenables	clear	M
1	f64L_12	1	a	clear	H
1	f64L_12	2	cet	clear	H
1	f64L_12	3	egard	clear	H
1	f64L_13	1	Quoy	clear	H
1	f64L_13	2	que	clear	H
1	f64L_13	3	nous	clear	H
1	f64L_13	4	eussions	clear	H
1	f64L_13	5	deja	clear	H
1	f64L_13	6	apris	clear	H
1	f64L_13	7	de	clear	H
1	f64L_14	1	divers	clear	H
1	f64L_14	2	endroits	clear	H
1	f64L_14	3	la	clear	H
1	f64L_14	4	signature	clear	H
1	f64L_14	5	de	clear	H
1	f64L_14	6	la	clear	H
1	f64L_14	7	paix	clear	H
1	f64L_15	1	entre	clear	H
1	f64L_15	2	la	clear	H
1	f64L_15	3	France	clear	H
1	f64L_15	4	et	clear	H
1	f64L_15	5	l'Empire	clear	H
1	f64L_15	6	ce	clear	H
1	f64L_15	7	que	clear	H
1	f64L_15	8	vostre	clear	H
1	f64L_16	1	Excellence	clear	H
1	f64L_16	2	a	clear	H
1	f64L_16	3	bien	clear	H
1	f64L_16	4	voulu	clear	H
1	f64L_16	5	m'en	clear	H
1	f64L_16	6	marquer	clear	H
1	f64L_17	1	me	clear	H
1	f64L_17	2	donne	clear	H
1	f64L_17	3	une	clear	H
1	f64L_17	4	parfaite	clear	H
1	f64L_17	5	consolation	clear	H
1	f64L_18	1	esperant	clear	H
1	f64L_18	2	que	clear	H
1	f64L_18	3	c'est	clear	H
1	f64L_18	4	le	clear	H
1	f64L_18	5	temps	clear	H
1	f64L_18	6	que	clear	H
1	f64L_18	7	par	clear	H
1	f64L_18	8	vos	clear	H
1	f64L_19	1	bontes	clear	H
1	f64L_19	2	Monseigneur	clear	H
1	f64L_19	3	je	clear	H
1	f64L_19	4	sortiray	clear	H
1	f64L_19	5	au	clear	M
1	f64L_19	6	plustost	clear	M
1	f64L_20	1	du	clear	H
1	f64L_20	2	triste	clear	H
1	f64L_20	3	estat	clear	H
1	f64L_20	4	dans	clear	H
1	f64L_20	5	lequel	clear	H
1	f64L_20	6	je	clear	H
1	f64L_20	7	me	clear	H
1	f64L_20	8	trouve	clear	H
1	f64R_01	1	747	pagenum	M
1	f64R_01	2	67	pagenum	M
1	f64R_02	1	depuis	clear	H
1	f64R_02	2	longtemps	clear	H
1	f64R_02	3	Je	clear	H
1	f64R_02	4	supplie	clear	H
1	f64R_02	5	tres	clear	H
1	f64R_03	1	humblement	clear	H
1	f64R_03	2	vostre	clear	H
1	f64R_03	3	Excellence	clear	H
1	f64R_03	4	de	clear	H
1	f64R_03	5	vouloir	clear	H
1	f64R_04	1	bien	clear	H
1	f64R_04	2	m'envoyer	clear	H
1	f64R_04	3	mes	clear	H
1	f64R_04	4	expeditions	clear	H
1	f64R_04	5	pour	clear	H
1	f64R_04	6	aller	clear	H
1	f64R_05	1	remplir	clear	H
1	f64R_05	2	le	clear	H
1	f64R_05	3	consulat	clear	H
1	f64R_05	4	de	clear	H
1	f64R_05	5	la	clear	H
1	f64R_05	6	nation	clear	H
1	f64R_05	7	en	clear	H
1	f64R_06	1	Sardaigne	clear	H
1	f64R_06	2	qu'elle	clear	H
1	f64R_06	3	a	clear	H
1	f64R_06	4	bien	clear	H
1	f64R_06	5	voulu	clear	H
1	f64R_06	6	me	clear	H
1	f64R_07	1	destiner	clear	H
1	f64R_07	2	trop	clear	H
1	f64R_07	3	heureux	clear	H
1	f64R_07	4	si	clear	H
1	f64R_07	5	je	clear	H
1	f64R_07	6	trouve	clear	H
1	f64R_07	7	en	clear	H
1	f64R_08	1	ce	clear	H
1	f64R_08	2	pays-la	clear	H
1	f64R_08	3	des	clear	H
1	f64R_08	4	occasions	clear	H
1	f64R_08	5	a	clear	H
1	f64R_08	6	pouvoir	clear	H
1	f64R_09	1	donner	clear	H
1	f64R_09	2	des	clear	H
1	f64R_09	3	marques	clear	H
1	f64R_09	4	de	clear	H
1	f64R_09	5	mon	clear	H
1	f64R_09	6	zele	clear	H
1	f64R_09	7	et	clear	H
1	f64R_09	8	de	clear	H
1	f64R_10	1	mon	clear	H
1	f64R_10	2	aplication	clear	H
1	f64R_10	3	pour	clear	H
1	f64R_10	4	le	clear	H
1	f64R_10	5	Service	clear	H
1	f64R_10	6	du	clear	H
1	f64R_10	7	Roy	clear	H
1	f64R_11	1	si	clear	H
1	f64R_11	2	vostre	clear	H
1	f64R_11	3	Excellence	clear	H
1	f64R_11	4	veut	clear	H
1	f64R_11	5	bien	clear	H
1	f64R_11	6	se	clear	H
1	f64R_11	7	souvenir	clear	H
1	f64R_12	1	du	clear	H
1	f64R_12	2	petit	clear	H
1	f64R_12	3	memoire	clear	H
1	f64R_12	4	que	clear	H
1	f64R_12	5	je	clear	H
1	f64R_12	6	pris	clear	H
1	f64R_12	7	la	clear	H
1	f64R_12	8	liberte	clear	H
1	f64R_13	1	de	clear	H
1	f64R_13	2	luy	clear	H
1	f64R_13	3	envoyer	clear	H
1	f64R_13	4	en	clear	H
1	f64R_13	5	avril	clear	H
1	f64R_13	6	1712	clear	H
1	f64R_13	7	touchant	clear	H
1	f64R_14	1	les	clear	H
1	f64R_14	2	devoirs	clear	H
1	f64R_14	3	d'un	clear	H
1	f64R_14	4	consul	clear	H
1	f64R_14	5	Elle	clear	H
1	f64R_14	6	ne	clear	H
1	f64R_14	7	douttera	clear	H
1	f64R_15	1	pas	clear	H
1	f64R_15	2	que	clear	H
1	f64R_15	3	je	clear	H
1	f64R_15	4	ne	clear	H
1	f64R_15	5	le	clear	H
1	f64R_15	6	sçache	clear	H
1	f64R_15	7	executer	clear	H
1	f64R_15	8	mais	clear	H
1	f64R_16	1	quel	clear	H
1	f64R_16	2	meilleur	clear	H
1	f64R_16	3	memoire	clear	H
1	f64R_16	4	peut-on	clear	H
1	f64R_16	5	avoir	clear	H
1	f64R_17	1	que	clear	H
1	f64R_17	2	les	clear	H
1	f64R_17	3	instructions	clear	H
1	f64R_17	4	et	clear	H
1	f64R_17	5	les	clear	H
1	f64R_17	6	ordres	clear	H
1	f64R_17	7	de	clear	H
1	f64R_17	8	vostre	clear	H
1	f64R_18	1	Excellence	clear	H
1	f64R_18	2	Elle	clear	H
1	f64R_18	3	les	clear	H
1	f64R_18	4	sçait	clear	H
1	f64R_18	5	distribuer	clear	H
1	f64R_18	6	avec	clear	H
1	f64R_19	1	tant	clear	H
1	f64R_19	2	de	clear	H
1	f64R_19	3	bonte	clear	H
1	f64R_19	4	qu'ils	clear	H
1	f64R_19	5	donnent	clear	H
1	f64R_19	6	une	clear	H
1	f64R_19	7	entiere	clear	H
1	f64R_20	1	emulation	clear	H
1	f64R_20	2	a	clear	H
1	f64R_20	3	ceux	clear	H
1	f64R_20	4	qui	clear	H
1	f64R_20	5	les	clear	H
1	f64R_20	6	reçoivent	clear	H
1	f65L_01	1	j'en	clear	H
1	f65L_01	2	suis	clear	H
1	f65L_01	3	tout	clear	H
1	f65L_01	4	remply	clear	H
1	f65L_01	5	et	clear	H
1	f65L_01	6	l'excez	clear	H
1	f65L_01	7	de	clear	H
1	f65L_02	1	mon	clear	H
1	f65L_02	2	zele	clear	H
1	f65L_02	3	m'a	clear	H
1	f65L_02	4	porte	clear	H
1	f65L_02	5	a	clear	H
1	f65L_02	6	communiquer	clear	H
1	f65L_03	1	au	clear	H
1	f65L_03	2	nouveau	clear	H
1	f65L_03	3	vice	clear	H
1	f65L_03	4	consul	clear	H
1	f65L_03	5	que	clear	H
1	f65L_03	6	le	clear	H
1	f65L_03	7	Sr	clear	H
1	f65L_03	8	Aubert	clear	H
1	f65L_04	1	a	clear	H
1	f65L_04	2	fait	clear	H
1	f65L_04	3	venir	clear	H
1	f65L_04	4	depuis	clear	H
1	f65L_04	5	cinq	clear	H
1	f65L_04	6	mois	clear	H
1	f65L_04	7	les	clear	H
1	f65L_05	1	demarches	clear	H
1	f65L_05	2	qu'il	clear	H
1	f65L_05	3	est	clear	H
1	f65L_05	4	necesre	clear	M
1	f65L_05	5	d'observer	clear	H
1	f65L_05	6	en	clear	H
1	f65L_06	1	ce	clear	H
1	f65L_06	2	pays-cy	clear	H
1	f65L_06	3	pour	clear	H
1	f65L_06	4	190	cipher	H
1	f65L_06	5	175	cipher	H
1	f65L_06	6	47	cipher	H
1	f65L_06	7	212	cipher	H
1	f65L_06	8	45	cipher	H
1	f65L_06	9	77	cipher	H
1	f65L_06	10	20	cipher	H
1	f65L_06	11	penetrer	insertion-clear	H
1	f65L_06	12	ceux	insertion-clear	H
1	f65L_07	1	222	cipher	H
1	f65L_07	2	191	cipher	H
1	f65L_07	3	46	cipher	H
1	f65L_07	4	221	cipher	H
1	f65L_07	5	97	cipher	H
1	f65L_07	6	221	cipher	H
1	f65L_07	7	32	cipher	H
1	f65L_07	8	212	cipher	H
1	f65L_07	9	47	cipher	H
1	f65L_07	10	Ce	clear	H
1	f65L_07	11	y	insertion-clear	H
1	f65L_07	12	passe	insertion-clear	H
1	f65L_07	13	en	insertion-clear	H
1	f65L_07	14	secret	insertion-clear	H
1	f65L_08	1	vice	clear	H
1	f65L_08	2	consul	clear	H
1	f65L_08	3	est	clear	H
1	f65L_08	4	un	clear	H
1	f65L_08	5	nomme	clear	H
1	f65L_08	6	Laugier	clear	H
1	f65L_09	1	de	clear	H
1	f65L_09	2	Toulon	clear	H
1	f65L_09	3	que	clear	H
1	f65L_09	4	j'ay	clear	H
1	f65L_09	5	remarque	clear	H
1	f65L_09	6	estre	clear	H
1	f65L_09	7	fort	clear	H
1	f65L_10	1	entendu	clear	H
1	f65L_10	2	dans	clear	H
1	f65L_10	3	les	clear	H
1	f65L_10	4	affaires	clear	H
1	f65L_10	5	et	clear	H
1	f65L_10	6	dans	clear	H
1	f65L_10	7	tout	clear	H
1	f65L_10	8	ce	clear	H
1	f65L_11	1	qui	clear	H
1	f65L_11	2	regarde	clear	H
1	f65L_11	3	la	clear	H
1	f65L_11	4	marine	clear	H
1	f65L_11	5	duquel	clear	H
1	f65L_11	6	ce	clear	H
1	f65L_11	7	consul	clear	H
1	f65L_12	1	peut	clear	H
1	f65L_12	2	retirer	clear	H
1	f65L_12	3	un	clear	H
1	f65L_12	4	grand	clear	H
1	f65L_12	5	secours	clear	H
1	f65L_12	6	pour	clear	H
1	f65L_12	7	se	clear	H
1	f65L_12	8	faire	clear	H
1	f65L_13	1	honneur	clear	H
1	f65L_13	2	aupres	clear	H
1	f65L_13	3	de	clear	H
1	f65L_13	4	vostre	clear	H
1	f65L_13	5	Excellence	clear	H
1	f65L_13	6	a	clear	H
1	f65L_13	7	moins	clear	H
1	f65L_14	1	que	clear	H
1	f65L_14	2	les	clear	H
1	f65L_14	3	avantages	clear	H
1	f65L_14	4	qu'il	clear	H
1	f65L_14	5	luy	clear	H
1	f65L_14	6	fait	clear	H
1	f65L_14	7	ne	clear	H
1	f65L_14	8	soient	clear	H
1	f65L_15	1	pas	clear	H
1	f65L_15	2	suffisants	clear	H
1	f65L_15	3	pour	clear	H
1	f65L_15	4	le	clear	H
1	f65L_15	5	retenir	clear	H
1	f65L_15	6	aupres	clear	H
1	f65L_15	7	de	clear	H
1	f65L_15	8	luy	clear	H
1	f65L_16	1	Je	clear	H
1	f65L_16	2	suis	clear	H
1	f65L_16	3	avec	clear	H
1	f65L_16	4	tres	clear	H
1	f65L_16	5	profond	clear	H
1	f65L_16	6	respect	clear	H
1	f65L_17	1	Monseigneur	clear	H
1	f65L_17	2	De	clear	H
1	f65L_17	3	Vostre	clear	H
1	f65L_17	4	Excellence	clear	H
1	f65L_18	1	Le	clear	H
1	f65L_18	2	tres	clear	H
1	f65L_18	3	humble	clear	H
1	f65L_18	4	et	clear	H
1	f65L_18	5	tres	clear	H
1	f65L_18	6	obeissant	clear	H
1	f65L_18	7	serviteur	clear	H
1	f65L_19	1	Paget	signature	H
1	f65L_20	1	a	dateline	H
1	f65L_20	2	Genes	dateline	H
1	f65L_20	3	le	dateline	H
1	f65L_21	1	8e	dateline	H
1	f65L_21	2	Avril	dateline	H
1	f65L_21	3	1714	dateline	H
1	f65R_01	1	799	pagenum	M
1	f65R_01	2	68	pagenum	M
2	f65R_02	1	Monseigneur	heading	H
2	f65R_03	1	J'ay	clear	H
2	f65R_03	2	receu	clear	H
2	f65R_03	3	les	clear	H
2	f65R_03	4	trois	clear	H
2	f65R_03	5	lettres	clear	H
2	f65R_03	6	qu'il	clear	H
2	f65R_03	7	a	clear	H
2	f65R_03	8	plu	clear	H
2	f65R_03	9	a	clear	H
2	f65R_03	10	Vostre	clear	H
2	f65R_04	1	Excellence	clear	H
2	f65R_04	2	me	clear	H
2	f65R_04	3	faire	clear	H
2	f65R_04	4	l'honneur	clear	H
2	f65R_04	5	de	clear	H
2	f65R_04	6	m'ecrire	clear	H
2	f65R_04	7	le	clear	H
2	f65R_05	1	13	clear	H
2	f65R_05	2	de	clear	H
2	f65R_05	3	ce	clear	H
2	f65R_05	4	mois	clear	H
2	f65R_05	5	a	clear	H
2	f65R_05	6	deux	clear	H
2	f65R_05	7	desquelles	clear	H
2	f65R_05	8	Mr	clear	H
