pass	crop	line_no	pass_row	code	page_line	after_sign_n
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:40	I	6	1711
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:42	lam	6	1712
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:43	T	6	1712
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:44	phi	6	1712
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:46	f	6	1713
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:47	lam	6	1713
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:48	rho	6	1713
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:50	v	6	1714
A	f28v_L05_s1.jpg	1	f28v_L05_s1.jpg:1:10	z	7	1767
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:6	Rk	9	1869
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:8	f	9	1871
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:9	rho	9	1871
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:11	lam	9	1873
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:12	phi	9	1873
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:13	dag	9	1873
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:15	theta	9	1874
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:16	phi	9	1874
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:17	C6	9	1874
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:19	lam	9	1875
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:20	T	9	1875
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:20	o	9	1875
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:22	z	9	1876
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:23	C6	9	1876
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:24	dag	9	1876
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:25	lam	9	1876
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:26	v	9	1877
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:26	6	9	1877
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:27	Delta	9	1877
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:28	I	9	1877
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:29	f	9	1877
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:30	lam	9	1877
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:31	n	9	1877
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:33	dag	9	1878
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:34	rho	9	1878
A	f28v_L06_s1.jpg	1	f28v_L06_s1.jpg:1:35	phi	9	1878
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:1	box	10	1920
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:2	lam	10	1920
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:4	v	10	1921
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:5	I	10	1921
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:6	rho	10	1921
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:8	phi	10	1922
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:9	v	10	1922
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:11	z	10	1923
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:13	H	10	1924
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:14	I	10	1924
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:15	theta	10	1924
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:16	rho	10	1924
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:18	n	10	1925
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:19	v	10	1925
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:20	dag	10	1925
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:22	n	10	1926
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:24	dag	10	1927
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:25	lam	10	1927
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:26	phi	10	1927
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:27	S	10	1927
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:28	T	10	1927
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:29	lam	10	1927
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:31	f	10	1928
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:35	v	10	1931
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:38	T	10	1933
A	f28v_L06_s1.jpg	2	f28v_L06_s1.jpg:2:39	A	10	1933
A	f28v_L07_s1.jpg	1	f28v_L07_s1.jpg:1:1	Delta	11	
A	f28v_L07_s1.jpg	1	f28v_L07_s1.jpg:1:7	7	11	1975
A	f28v_L07_s1.jpg	1	f28v_L07_s1.jpg:1:9	phi	11	1976
A	f28v_L07_s1.jpg	1	f28v_L07_s1.jpg:1:11	o	11	1977
A	f28v_L07_s1.jpg	1	f28v_L07_s1.jpg:1:12	lam	11	1978
A	f28v_L07_s1.jpg	2	f28v_L07_s1.jpg:2:8	v	12	2033
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:1	dag	13	
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:3	o	13	2079
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:3	v	13	2079
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:6	v	13	2081
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:7	dag	13	2081
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:10	o	13	2083
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:12	lam	13	2084
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:13	phi	13	2084
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:16	o	13	2086
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:17	f	13	2086
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:18	eps	13	2086
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:21	v	13	2088
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:22	lam	13	2088
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:23	phi	13	2088
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:24	dag	13	2088
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:25	rho	13	2088
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:27	box	13	2089
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:29	phi	13	2090
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:30	dag	13	2090
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:31	v	13	2090
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:32	T	13	2090
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:35	lam	13	2092
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:36	box	13	2092
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:37	phi	13	2092
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:38	rho	13	2092
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:39	o	13	2092
A	f28v_L08_s1.jpg	1	f28v_L08_s1.jpg:1:40	n	13	2092
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:6	box	14	2137
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:7	phi	14	2137
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:8	a	14	2137
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:14	phi	14	2142
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:15	dag	14	2142
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:18	phi	14	2144
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:19	f	14	2144
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:21	z	14	2145
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:22	v	14	2145
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:24	I	14	2146
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:25	box	14	2146
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:26	eps	14	2146
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:27	z	14	2146
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:28	v	14	2146
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:29	T	14	2146
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:29	o	14	2146
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:30	phi	14	2146
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:31	box	14	2146
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:32	z	14	2146
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:32	v	14	2146
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:32	-o	14	2146
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:33	box	14	2146
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:34	x	14	2146
A	f28v_L08_s1.jpg	2	f28v_L08_s1.jpg:2:36	a	14	2147
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:1	box	15	
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:2	x	15	
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:3	phi	15	
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:4	rho	15	
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:6	box	15	2189
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:7	eps	15	2189
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:9	v	15	2190
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:13	dag	15	2193
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:14	phi	15	2193
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:15	rho	15	2193
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:16	phi	15	2193
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:18	o	15	2194
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:20	lam	15	2195
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:22	rho	15	2196
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:23	n	15	2196
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:25	I	15	2197
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:27	lam	15	2198
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:29	I	15	2199
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:31	T	15	2200
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:32	z	15	2200
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:33	phi	15	2200
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:34	phi	15	2200
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:36	phi	15	2201
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:38	rho	15	2202
A	f28v_L09_s1.jpg	1	f28v_L09_s1.jpg:1:39	phi	15	2202
A	f28v_L09_s1.jpg	2	f28v_L09_s1.jpg:2:2	phi	16	2247
A	f28v_L09_s1.jpg	2	f28v_L09_s1.jpg:2:11	v	16	2255
A	f28v_L09_s1.jpg	2	f28v_L09_s1.jpg:2:13	phi	16	2256
A	f28v_L09_s1.jpg	2	f28v_L09_s1.jpg:2:14	v	16	2256
A	f28v_L09_s1.jpg	2	f28v_L09_s1.jpg:2:16	x	16	2257
A	f28v_L10_s1.jpg	1	f28v_L10_s1.jpg:1:3	lam	17	2303
A	f28v_L10_s1.jpg	1	f28v_L10_s1.jpg:1:8	dag	17	2308
A	f28v_L10_s1.jpg	2	f28v_L10_s1.jpg:2:13	x	18	2372
A	f28v_L10_s1.jpg	2	f28v_L10_s1.jpg:2:14	omg	18	2372
A	f28v_L10_s1.jpg	2	f28v_L10_s1.jpg:2:15	I	18	2372
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:2	phi	19	2414
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:4	phi	19	2415
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:8	v	19	2418
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:10	rho	19	2419
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:11	I	19	2419
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:12	dag	19	2419
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:13	phi	19	2419
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:14	rho	19	2419
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:15	phi	19	2419
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:16	n	19	2419
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:18	I	19	2420
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:19	phi	19	2420
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:20	lam	19	2420
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:21	z	19	2420
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:22	I	19	2420
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:24	T	19	2421
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:26	v	19	2422
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:27	phi	19	2422
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:28	phi	19	2422
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:29	lam	19	2422
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:30	phi	19	2422
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:31	dag	19	2422
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:32	rho	19	2422
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:35	o	19	2424
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:36	v	19	2424
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:38	phi	19	2425
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:41	v	19	2427
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:42	T	19	2427
A	f28v_L11_s1.jpg	1	f28v_L11_s1.jpg:1:44	v	19	2428
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:1	lam	20	
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:2	phi	20	
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:3	s	20	
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:4	dag	20	
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:5	z	20	
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:6	v	20	
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:7	box	20	
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:8	x	20	
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:13	lam	20	2473
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:14	I	20	2473
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:16	v	20	2474
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:19	o	20	2476
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:20	f	20	2477
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:21	lam	20	2477
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:22	I	20	2477
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:23	n	20	2477
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:24	v	20	2477
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:25	dag	20	2477
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:26	Theta	20	2477
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:28	v	20	2478
A	f28v_L11_s1.jpg	2	f28v_L11_s1.jpg:2:30	eps	20	2479
A	f28v_L12_s1.jpg	1	f28v_L12_s1.jpg:1:6	dag	21	2531
A	f28v_L12_s1.jpg	1	f28v_L12_s1.jpg:1:9	phi	21	2533
A	f28v_L12_s1.jpg	1	f28v_L12_s1.jpg:1:10	z	21	2533
A	f28v_L12_s1.jpg	2	f28v_L12_s1.jpg:2:3	o	22	2578
A	f28v_L12_s1.jpg	2	f28v_L12_s1.jpg:2:10	lam	22	2585
A	f28v_L13_s1.jpg	1	f28v_L13_s1.jpg:1:1	I	23	
A	f28v_L13_s1.jpg	1	f28v_L13_s1.jpg:1:2	lam	23	
A	f28v_L13_s1.jpg	1	f28v_L13_s1.jpg:1:3	Rk	23	
A	f28v_L13_s1.jpg	1	f28v_L13_s1.jpg:1:4	f	23	
A	f28v_L13_s1.jpg	1	f28v_L13_s1.jpg:1:5	phi	23	
A	f28v_L13_s1.jpg	1	f28v_L13_s1.jpg:1:6	theta	23	
A	f28v_L13_s1.jpg	1	f28v_L13_s1.jpg:1:7	z	23	
A	f28v_L13_s1.jpg	1	f28v_L13_s1.jpg:1:15	rho	23	2638
A	f28v_L13_s1.jpg	1	f28v_L13_s1.jpg:1:17	Rk	23	2639
A	f28v_L13_s1.jpg	1	f28v_L13_s1.jpg:1:18	z	23	2639
A	f28v_L13_s1.jpg	1	f28v_L13_s1.jpg:1:19	v	23	2639
A	f28v_L13_s1.jpg	1	f28v_L13_s1.jpg:1:20	lam	23	2639
A	f28v_L13_s1.jpg	1	f28v_L13_s1.jpg:1:23	phi	23	2641
A	f28v_L13_s1.jpg	1	f28v_L13_s1.jpg:1:28	T	23	2645
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:1	v	24	
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:4	omg	24	2681
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:5	I	24	2681
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:6	phi	24	2681
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:7	v	24	2681
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:9	dag	24	2682
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:10	z	24	2682
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:10	v	24	2682
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:12	phi	24	2683
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:14	phi	24	2684
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:16	omg	24	2685
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:17	I	24	2685
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:18	phi	24	2685
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:20	s	24	2686
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:22	o	24	2687
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:24	lam	24	2689
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:25	I	24	2689
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:29	Theta	24	2692
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:30	o	24	2692
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:30	v	24	2692
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:31	z	24	2692
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:35	f	24	2695
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:36	rho	24	2695
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:37	dag	24	2695
A	f28v_L13_s1.jpg	2	f28v_L13_s1.jpg:2:38	f	24	2695
A	f28v_L14_s2.jpg	1	f28v_L14_s2.jpg:1:1	rho	25	
A	f28v_L14_s2.jpg	1	f28v_L14_s2.jpg:1:44	eps	25	2789
A	f28v_L15_s2.jpg	1	f28v_L15_s2.jpg:1:6	rho	27	2866
A	f28v_L15_s2.jpg	2	f28v_L15_s2.jpg:2:1	T	28	
A	f28v_L15_s2.jpg	2	f28v_L15_s2.jpg:2:2	H	28	
A	f28v_L17_s2.jpg	2	f28v_L17_s2.jpg:2:34	A	32	3167
A	f28v_L18_s1.jpg	2	f28v_L18_s1.jpg:2:17	A(?)	34	3255
A	f29r_L02_s1.jpg	1	f29r_L02_s1.jpg:1:18	o	1	3433
A	f29r_L03_s1.jpg	1	f29r_L03_s1.jpg:1:13	a	3	3542
A	f29r_L03_s1.jpg	1	f29r_L03_s1.jpg:1:14	T	3	3542
A	f29r_L04_s2.jpg	2	f29r_L04_s2.jpg:2:13	phi	6	3729
A	f29r_L04_s2.jpg	2	f29r_L04_s2.jpg:2:17	phi	6	3732
A	f29r_L04_s2.jpg	2	f29r_L04_s2.jpg:2:22	?	6	3736
A	f29r_L05_s2.jpg	2	f29r_L05_s2.jpg:2:21	v	8	3858
A	f29r_L06_s2.jpg	1	f29r_L06_s2.jpg:1:6	O	9	3890
A	f29r_L07_s1.jpg	1	f29r_L07_s1.jpg:1:4	v	11	3974
A	f29r_L07_s2.jpg	1	f29r_L07_s2.jpg:1:14	v	11	4006
A	f29r_L07_s2.jpg	1	f29r_L07_s2.jpg:1:22	v	11	4013
A	f29r_L08_s1.jpg	1	f29r_L08_s1.jpg:1:14	rho	13	4094
A	f29r_L08_s1.jpg	1	f29r_L08_s1.jpg:1:30	phi	13	4111
A	f29r_L08_s1.jpg	1	f29r_L08_s1.jpg:1:31	f	13	4111
A	f29r_L08_s2.jpg	1	f29r_L08_s2.jpg:1:1	T	13	
A	f29r_L10_s1.jpg	1	f29r_L10_s1.jpg:1:30	a	17	4331
A	f29r_L10_s2.jpg	2	f29r_L10_s2.jpg:2:1	box	18	
A	f29r_L11_s1.jpg	2	f29r_L11_s1.jpg:2:22	n	20	4484
A	f29r_L11_s2.jpg	1	f29r_L11_s2.jpg:1:2	phi	19	4430
A	f29r_L11_s2.jpg	2	f29r_L11_s2.jpg:2:5	phi	20	4491
A	f29r_L11_s2.jpg	2	f29r_L11_s2.jpg:2:22	o	20	4509
A	f29r_L12_s2.jpg	1	f29r_L12_s2.jpg:1:2	phi	21	4536
A	f29r_L12_s2.jpg	2	f29r_L12_s2.jpg:2:1	v	22	
A	f29r_L13_s2.jpg	1	f29r_L13_s2.jpg:1:13	o	23	4650
A	f29r_L13_s2.jpg	2	f29r_L13_s2.jpg:2:17	o	24	4706
A	f29r_L15_s1.jpg	1	f29r_L15_s1.jpg:1:24	o	27	4841
A	f29r_L15_s1.jpg	2	f29r_L15_s1.jpg:2:26	rho	28	4900
A	f29r_L15_s2.jpg	1	f29r_L15_s2.jpg:1:2	o	27	4841
A	f29r_L15_s2.jpg	2	f29r_L15_s2.jpg:2:6	rho	28	4900
A	f29r_L17_s1.jpg	2	f29r_L17_s1.jpg:2:15	z	32	5108
A	f29r_L17_s2.jpg	1	f29r_L17_s2.jpg:1:12	a	31	5071
A	f29r_L19_s2.jpg	2	f29r_L19_s2.jpg:2:15	o	36	5345
A	f29v_L02_s2.jpg	2	f29v_L02_s2.jpg:2:4	o	2	5431
A	f29v_L02_s2.jpg	2	f29v_L02_s2.jpg:2:5	v	2	5431
A	f29v_L02_s2.jpg	2	f29v_L02_s2.jpg:2:6	rho	2	5431
A	f29v_L03_s2.jpg	1	f29v_L03_s2.jpg:1:25	v	3	5508
A	f29v_L03_s2.jpg	2	f29v_L03_s2.jpg:2:1	lam	4	
A	f29v_L04_s1.jpg	1	f29v_L04_s1.jpg:1:16	dag	5	5597
A	f29v_L04_s2.jpg	1	f29v_L04_s2.jpg:1:28	v	5	5628
A	f29v_L04_s2.jpg	2	f29v_L04_s2.jpg:2:8	o	6	5650
A	f29v_L04_s2.jpg	2	f29v_L04_s2.jpg:2:33	z	6	5680
A	f29v_L05_s1.jpg	2	f29v_L05_s1.jpg:2:9	m	8	
A	f29v_L05_s1.jpg	2	f29v_L05_s1.jpg:2:9	a	8	
A	f29v_L05_s1.jpg	2	f29v_L05_s1.jpg:2:11	--	8	
A	f29v_L05_s2.jpg	1	f29v_L05_s2.jpg:1:16	v	7	5712
A	f29v_L05_s2.jpg	1	f29v_L05_s2.jpg:1:19	o	7	5714
A	f29v_L05_s2.jpg	1	f29v_L05_s2.jpg:1:27	box	7	5721
B	f28r_L01_s1.jpg	1	f28r_L01_s1.jpg:1:1	?	0	
B	f28r_L01_s2.jpg	1	f28r_L01_s2.jpg:1:1	?	0	
B	f28r_L02_s2.jpg	1	f28r_L02_s2.jpg:1:2	7	2	
B	f28r_L07_s2.jpg	2	f28r_L07_s2.jpg:2:15	o	12	13
B	f28r_L08_s2.jpg	2	f28r_L08_s2.jpg:2:1	v	14	
B	f28r_L08_s2.jpg	2	f28r_L08_s2.jpg:2:2	C08	14	
B	f28r_L08_s2.jpg	2	f28r_L08_s2.jpg:2:3	C01	14	
B	f28r_L08_s2.jpg	2	f28r_L08_s2.jpg:2:4	f	14	
B	f28r_L08_s2.jpg	2	f28r_L08_s2.jpg:2:4	o	14	
B	f28r_L08_s2.jpg	2	f28r_L08_s2.jpg:2:5	I	14	
B	f28r_L08_s2.jpg	2	f28r_L08_s2.jpg:2:6	C15	14	
B	f28r_L08_s2.jpg	2	f28r_L08_s2.jpg:2:7	S	14	
B	f28r_L08_s2.jpg	2	f28r_L08_s2.jpg:2:8	C15	14	
B	f28r_L08_s2.jpg	2	f28r_L08_s2.jpg:2:9	I	14	
B	f28r_L08_s2.jpg	2	f28r_L08_s2.jpg:2:10	C10	14	
B	f28r_L08_s2.jpg	2	f28r_L08_s2.jpg:2:12	C04	14	114
B	f28r_L08_s2.jpg	2	f28r_L08_s2.jpg:2:13	C11	14	114
B	f28r_L08_s2.jpg	2	f28r_L08_s2.jpg:2:14	C06	14	114
B	f28r_L09_s2.jpg	2	f28r_L09_s2.jpg:2:3	o	16	234
B	f28r_L09_s2.jpg	2	f28r_L09_s2.jpg:2:12	C13	16	243
B	f28r_L10_s2.jpg	1	f28r_L10_s2.jpg:1:14	o	17	318
B	f28r_L10_s2.jpg	1	f28r_L10_s2.jpg:1:15	C11	17	318
