sid	page	line	x	y	w	h	area	ncomp
1330	f28r	35	7588	4448	62	48	522	1
1331	f28r	35	7665	4443	28	31	404	1
1332	f28r	35	7704	4442	31	28	465	1
1333	f28r	35	7753	4446	28	50	625	1
1334	f28r	35	7786	4430	15	34	278	1
1335	f28r	36	5050	4586	50	48	918	1
1336	f28r	36	5109	4605	48	50	919	1
1337	f28r	36	5169	4599	50	44	948	1
1338	f28r	36	5238	4601	41	31	856	1
1339	f28r	36	5292	4602	29	34	459	1
1340	f28r	36	5337	4601	50	50	843	1
1341	f28r	36	5402	4574	32	58	1075	1
1342	f28r	36	5445	4601	55	45	998	1
1343	f28r	36	5514	4606	39	34	492	1
1344	f28r	36	5538	4599	55	49	869	1
1345	f28r	36	5594	4609	57	55	898	1
1346	f28r	36	5663	4604	30	28	495	1
1347	f28r	36	5708	4604	27	58	670	1
1348	f28r	36	5748	4600	29	28	402	1
1349	f28r	36	5785	4597	43	39	897	1
1350	f28r	36	5839	4601	39	33	500	1
1351	f28r	36	5889	4601	46	50	681	1
1352	f28r	36	5947	4598	54	46	947	1
1353	f28r	36	6027	4603	33	54	684	1
1354	f28r	36	6076	4600	46	48	780	1
1355	f28r	36	6126	4593	48	46	745	1
1356	f28r	36	6181	4563	57	64	1029	1
1357	f28r	36	6226	4582	54	73	894	1
1358	f28r	36	6287	4593	42	35	833	1
1359	f28r	36	6339	4596	51	46	814	1
1360	f28r	36	6415	4593	31	30	515	1
1361	f28r	36	6453	4597	35	24	458	1
1362	f28r	36	6487	4579	54	54	772	1
1363	f28r	36	6553	4595	38	28	418	1
1364	f28r	36	6590	4577	38	44	626	1
1365	f28r	36	6643	4584	29	31	602	1
1366	f28r	36	6678	4587	33	27	542	1
1367	f28r	36	6719	4584	52	45	876	1
1368	f28r	36	6772	4564	56	77	938	1
1369	f28r	36	6839	4586	44	48	772	1
1370	f28r	36	6886	4567	48	66	697	2
1371	f28r	36	6931	4579	40	43	599	1
1372	f28r	36	6985	4552	51	57	894	1
1373	f28r	36	7011	4571	62	62	761	1
1374	f28r	36	7083	4583	31	60	647	1
1375	f28r	36	7125	4575	54	46	845	1
1376	f28r	36	7194	4573	50	49	766	1
1377	f28r	36	7268	4572	27	29	370	1
1378	f28r	36	7310	4564	37	39	435	1
1379	f28r	36	7366	4566	47	46	639	1
1380	f28r	36	7425	4564	35	34	398	1
1381	f28r	36	7467	4567	48	60	739	1
1382	f28r	36	7522	4565	51	50	623	2
1383	f28r	36	7586	4567	27	26	371	1
1384	f28r	36	7627	4567	33	25	349	1
1385	f28r	36	7673	4560	51	36	672	1
1386	f28r	36	7734	4559	45	43	632	1
1387	f28r	36	7791	4562	10	20	116	1
1388	f28r	37	5037	4703	56	72	1338	1
1389	f28r	37	5091	4695	94	72	2113	1
1390	f28r	37	5188	4706	38	38	578	1
1391	f28r	37	5233	4717	42	28	603	1
1392	f28r	37	5305	4715	33	34	580	1
1393	f28r	37	5345	4717	31	28	374	1
1394	f28r	37	5383	4681	45	62	950	1
1395	f28r	37	5388	4765	30	16	244	1
1396	f28r	37	5419	4715	49	58	645	1
1397	f28r	37	5480	4714	27	30	378	1
1398	f28r	37	5514	4713	31	34	656	1
1399	f28r	37	5573	4717	28	26	428	1
1400	f28r	37	5613	4711	38	32	446	1
1401	f28r	37	5661	4715	45	47	720	1
1402	f28r	37	5713	4711	30	39	497	1
1403	f28r	37	5763	4713	34	30	656	1
1404	f28r	37	5768	4716	67	51	749	1
1405	f28r	37	5851	4714	41	46	722	1
1406	f28r	37	5907	4714	44	34	505	1
1407	f28r	37	5955	4712	44	33	470	1
1408	f28r	37	5995	4704	48	50	812	1
1409	f28r	37	6054	4708	50	47	865	1
1410	f28r	37	6109	4676	53	61	940	1
1411	f28r	37	6167	4704	57	50	991	1
1412	f28r	37	6234	4707	42	44	618	1
1413	f28r	37	6289	4708	28	25	432	1
1414	f28r	37	6328	4705	28	32	378	1
1415	f28r	37	6358	4698	41	39	759	1
1416	f28r	37	6405	4704	36	33	439	1
1417	f28r	37	6459	4709	41	34	420	1
1418	f28r	37	6491	4698	47	44	637	1
1419	f28r	37	6557	4682	55	75	881	1
1420	f28r	37	6624	4701	48	51	783	1
1421	f28r	37	6696	4698	41	30	806	2
1422	f28r	37	6741	4668	52	58	905	1
1423	f28r	37	6808	4693	40	36	664	1
1424	f28r	37	6868	4698	24	26	367	1
1425	f28r	37	6903	4695	35	29	505	1
1426	f28r	37	6946	4692	57	43	796	1
1427	f28r	37	7018	4694	49	46	722	1
1428	f28r	37	7077	4699	34	30	360	1
1429	f28r	37	7116	4694	33	28	377	1
1430	f28r	37	7156	4692	29	28	474	1
1431	f28r	37	7198	4664	30	57	907	1
1432	f28r	37	7221	4693	51	66	982	1
1433	f28r	37	7269	4676	45	66	738	1
1434	f28r	37	7312	4686	35	46	633	1
1435	f28r	37	7365	4695	44	53	695	1
1436	f28r	37	7409	4682	44	61	610	1
1437	f28r	37	7470	4694	39	28	663	2
1438	f28r	37	7507	4660	57	58	878	1
1439	f28r	37	7576	4694	29	38	397	1
1440	f28r	37	7618	4695	29	21	357	1
1441	f28r	37	7659	4692	27	49	626	1
1442	f28r	37	7697	4663	55	53	1064	1
1443	f28r	37	7763	4681	38	35	913	1
1444	f28v	1	1606	794	31	68	920	1
1445	f28v	1	1644	790	49	44	820	1
1446	f28v	1	1697	791	36	33	582	1
1447	f28v	1	1746	797	30	51	734	1
1448	f28v	1	1787	790	48	38	1069	1
1449	f28v	1	1843	798	43	29	950	1
1450	f28v	1	1888	789	44	44	799	1
1451	f28v	1	1941	802	49	30	690	1
1452	f28v	1	2002	761	66	75	1820	1
1453	f28v	1	2070	802	43	51	778	1
1454	f28v	1	2110	793	38	43	779	1
1455	f28v	1	2160	789	41	48	866	1
1456	f28v	1	2208	806	19	27	281	1
1457	f28v	1	2229	807	47	32	823	1
1458	f28v	1	2292	812	31	60	786	1
1459	f28v	1	2322	770	47	66	1125	1
1460	f28v	1	2376	780	60	72	1215	1
1461	f28v	1	2455	812	30	28	509	1
1462	f28v	1	2493	812	30	30	467	1
1463	f28v	1	2533	811	38	32	696	1
1464	f28v	1	2576	817	40	25	604	1
1465	f28v	1	2635	820	31	28	565	1
1466	f28v	1	2673	820	35	30	478	1
1467	f28v	1	2719	819	46	35	929	1
1468	f28v	1	2722	863	23	16	207	1
1469	f28v	1	2746	830	63	48	713	1
1470	f28v	1	2834	825	26	27	467	1
1471	f28v	1	2874	791	33	60	1254	1
1472	f28v	1	2917	819	46	39	800	1
1473	f28v	1	2973	832	44	27	660	1
1474	f28v	1	3025	828	36	35	587	1
1475	f28v	1	3092	829	39	33	856	1
1476	f28v	1	3138	838	40	25	580	1
1477	f28v	1	3189	839	47	53	782	1
1478	f28v	1	3234	822	55	65	878	1
1479	f28v	1	3303	848	32	52	742	1
1480	f28v	1	3390	838	40	43	660	1
1481	f28v	1	3442	851	50	39	717	1
1482	f28v	1	3511	847	47	32	1005	1
1483	f28v	1	3565	846	34	35	615	1
1484	f28v	1	3607	854	26	26	435	1
1485	f28v	1	3636	850	52	44	907	1
1486	f28v	1	3696	833	72	49	967	1
1487	f28v	1	3778	833	53	50	941	1
1488	f28v	1	3846	860	29	24	455	1
1489	f28v	1	3883	858	31	28	385	1
1490	f28v	1	3925	860	28	54	672	1
1491	f28v	1	3963	864	46	27	597	1
1492	f28v	1	4016	863	41	28	717	1
1493	f28v	1	4080	860	26	35	500	1
1494	f28v	1	4122	866	34	40	549	1
1495	f28v	1	4172	871	48	33	629	1
1496	f28v	1	4236	870	35	29	536	1
1497	f28v	1	4285	876	43	25	468	1
1498	f28v	2	1592	895	44	30	576	1
1499	f28v	2	1598	1003	42	36	612	1
1500	f28v	2	1639	900	27	26	481	1
1501	f28v	2	1678	896	31	32	509	1
1502	f28v	2	1682	901	64	49	806	1
1503	f28v	2	1757	898	50	42	797	1
1504	f28v	2	1820	902	56	131	1865	2
1505	f28v	2	1869	899	45	41	746	1
1506	f28v	2	1933	908	43	26	501	1
1507	f28v	2	1985	906	27	24	421	1
1508	f28v	2	2017	901	50	41	854	1
1509	f28v	2	2059	908	48	44	729	1
1510	f28v	2	2122	906	48	47	852	1
1511	f28v	2	2180	906	55	42	864	1
1512	f28v	2	2256	914	30	23	435	1
1513	f28v	2	2298	912	32	28	432	1
1514	f28v	2	2337	915	29	58	770	1
1515	f28v	2	2381	908	43	35	876	1
1516	f28v	2	2443	883	80	84	2301	1
1517	f28v	2	2512	926	53	46	822	1
1518	f28v	2	2570	926	29	26	382	1
1519	f28v	2	2605	926	24	29	508	1
1520	f28v	2	2647	921	43	37	752	1
1521	f28v	2	2700	933	29	24	467	1
1522	f28v	2	2740	935	34	24	502	1
1523	f28v	2	2782	936	35	26	399	1
1524	f28v	2	2818	936	61	54	1053	1
1525	f28v	2	2876	918	50	71	985	1
1526	f28v	2	2927	934	43	43	682	1
1527	f28v	2	2994	934	47	50	804	1
1528	f28v	2	3046	916	52	66	824	1
1529	f28v	2	3081	932	50	41	667	1
1530	f28v	2	3142	907	50	61	1088	1
1531	f28v	2	3183	936	44	56	701	2
1532	f28v	2	3234	948	32	55	729	1
1533	f28v	2	3274	948	49	45	877	1
1534	f28v	2	3338	949	50	55	848	1
1535	f28v	2	3401	934	58	62	871	2
1536	f28v	2	3460	955	28	25	447	1
1537	f28v	2	3497	954	27	28	363	1
1538	f28v	2	3535	958	38	22	393	1
1539	f28v	2	3577	961	44	25	569	1
1540	f28v	2	3627	959	59	47	923	1
1541	f28v	2	3708	963	48	27	458	1
1542	f28v	2	3758	967	29	24	430	1
1543	f28v	2	3791	963	42	31	520	1
1544	f28v	2	3850	968	47	25	432	1
1545	f28v	2	3894	963	51	44	888	1
1546	f28v	2	3953	968	39	27	494	1
1547	f28v	2	3990	960	43	54	539	1
1548	f28v	2	4048	970	32	30	405	1
1549	f28v	2	4073	972	59	52	691	1
1550	f28v	2	4143	974	41	45	614	1
1551	f28v	2	4199	971	27	30	415	1
1552	f28v	2	4226	972	55	41	770	1
1553	f28v	2	4294	975	27	36	434	1
1554	f28v	2	4329	986	21	24	316	1
1555	f28v	2	4341	882	35	40	486	1
1556	f28v	2	4353	984	19	62	298	1
1557	f28v	3	1628	1000	63	46	1171	1
1558	f28v	3	1702	1004	49	42	793	1
1559	f28v	3	1774	1009	33	54	783	1
1560	f28v	3	1880	1002	46	39	876	1
1561	f28v	3	1939	1016	30	26	506	1
1562	f28v	3	1977	1017	44	28	667	1
1563	f28v	3	2029	1015	51	44	878	1
1564	f28v	3	2092	1016	48	40	758	1
1565	f28v	3	2168	1021	41	30	465	1
1566	f28v	3	2207	1004	58	64	933	1
1567	f28v	3	2281	1018	30	39	556	1
1568	f28v	3	2325	1027	32	26	574	1
1569	f28v	3	2355	1029	43	46	928	1
1570	f28v	3	2409	1030	43	54	928	1
1571	f28v	3	2455	1024	50	37	1014	1
1572	f28v	3	2521	1031	36	31	495	1
1573	f28v	3	2576	1029	36	33	544	1
1574	f28v	3	2628	1034	44	57	874	1
1575	f28v	3	2669	1017	63	72	1156	1
1576	f28v	3	2736	1037	36	35	547	1
1577	f28v	3	2794	1042	36	36	491	1
1578	f28v	3	2826	1034	51	42	860	1
1579	f28v	3	2889	1036	43	38	797	1
1580	f28v	3	2947	1046	42	26	628	1
1581	f28v	3	3000	1046	38	28	461	1
1582	f28v	3	3030	1041	50	40	773	1
1583	f28v	3	3101	1050	44	29	523	1
1584	f28v	3	3151	1038	47	42	778	1
1585	f28v	3	3206	1051	31	27	450	1
1586	f28v	3	3247	1050	52	50	951	1
1587	f28v	3	3295	1058	65	50	809	1
1588	f28v	3	3371	1058	45	49	779	1
1589	f28v	3	3430	1055	40	43	734	1
1590	f28v	3	3479	1062	48	26	591	1
1591	f28v	3	3534	1062	35	41	519	1
1592	f28v	3	3570	1065	13	16	125	1
1593	f28v	3	3597	1065	35	26	410	1
1594	f28v	3	3605	1068	70	43	733	1
1595	f28v	3	3686	1061	41	31	778	1
1596	f28v	3	3765	1067	43	24	454	1
1597	f28v	3	3817	1057	40	42	674	1
1598	f28v	3	3862	1069	28	26	327	1
1599	f28v	3	3889	1068	57	46	856	1
1600	f28v	3	3942	1077	56	45	668	1
1601	f28v	3	4010	1076	41	43	663	1
1602	f28v	3	4066	1077	31	27	352	1
1603	f28v	3	4103	1085	39	25	346	1
1604	f28v	3	4147	1079	58	43	806	1
1605	f28v	3	4201	1084	57	44	677	1
1606	f28v	3	4255	1048	54	61	1087	1
1607	f28v	3	4310	1085	29	34	396	1
1608	f28v	3	4345	1030	14	22	104	1
1609	f28v	3	4350	1094	14	31	189	1
1610	f28v	4	1592	1122	47	31	552	1
1611	f28v	4	1646	1090	45	63	1159	1
1612	f28v	4	1692	1126	43	32	980	1
1613	f28v	4	1739	1111	44	45	789	1
1614	f28v	4	1781	1107	51	65	989	1
1615	f28v	4	1855	1129	29	28	514	1
1616	f28v	4	1891	1130	31	25	374	1
1617	f28v	4	1932	1125	46	35	864	1
1618	f28v	4	1948	1133	72	53	807	1
1619	f28v	4	2041	1131	44	50	790	1
1620	f28v	4	2097	1131	31	28	396	1
1621	f28v	4	2134	1132	37	32	540	1
1622	f28v	4	2175	1125	38	47	669	1
1623	f28v	4	2228	1135	47	31	525	1
1624	f28v	4	2275	1106	53	57	1033	1
1625	f28v	4	2324	1139	33	31	461	1
1626	f28v	4	2371	1143	41	28	451	1
1627	f28v	4	2415	1141	53	44	905	1
1628	f28v	4	2481	1144	47	48	815	1
1629	f28v	4	2535	1126	40	62	813	1
1630	f28v	4	2588	1148	30	48	641	1
1631	f28v	4	2629	1143	58	45	996	1
1632	f28v	4	2697	1119	48	54	1060	1
1633	f28v	4	2759	1152	34	53	782	1
1634	f28v	4	2802	1146	50	55	850	1
1635	f28v	4	2866	1145	44	31	903	1
1636	f28v	4	2923	1118	57	62	1118	1
1637	f28v	4	2984	1156	34	27	542	1
1638	f28v	4	3024	1158	29	28	404	1
1639	f28v	4	3057	1162	38	30	427	1
1640	f28v	4	3114	1158	43	32	477	1
1641	f28v	4	3168	1163	32	26	513	1
1642	f28v	4	3223	1159	37	33	489	1
1643	f28v	4	3251	1165	58	57	1029	1
1644	f28v	4	3317	1163	48	27	699	1
1645	f28v	4	3359	1150	78	63	1070	1
1646	f28v	4	3433	1166	49	32	886	2
1647	f28v	4	3486	1159	47	45	664	1
1648	f28v	4	3545	1143	40	58	787	1
1649	f28v	4	3592	1168	24	34	503	1
1650	f28v	4	3632	1177	45	41	673	1
1651	f28v	4	3693	1180	36	29	426	1
1652	f28v	4	3731	1157	55	66	848	1
1653	f28v	4	3793	1175	30	30	416	1
1654	f28v	4	3831	1179	36	25	462	1
1655	f28v	4	3882	1179	28	27	528	1
1656	f28v	4	3918	1168	34	44	756	1
1657	f28v	4	3963	1183	37	27	474	1
1658	f28v	4	4007	1179	36	36	563	1
1659	f28v	4	4075	1190	30	55	645	1
1660	f28v	4	4119	1190	45	39	617	1
1661	f28v	4	4182	1190	32	28	350	1
1662	f28v	4	4222	1161	40	56	725	1
1663	f28v	4	4256	1186	52	48	974	1
1664	f28v	4	4319	1192	29	30	357	1
1665	f28v	5	1599	1224	30	29	532	1
1666	f28v	5	1636	1226	33	30	671	1
1667	f28v	5	1663	1231	63	60	1159	1
1668	f28v	5	1722	1216	54	64	988	1
1669	f28v	5	1772	1221	48	47	877	1
1670	f28v	5	1842	1237	32	28	545	1
1671	f28v	5	1886	1236	31	32	508	1
1672	f28v	5	1923	1237	39	30	638	1
1673	f28v	5	1977	1241	45	27	620	1
1674	f28v	5	2042	1244	48	30	960	1
1675	f28v	5	2103	1243	36	33	615	1
1676	f28v	5	2149	1250	30	24	465	1
1677	f28v	5	2186	1245	57	44	1131	1
1678	f28v	5	2255	1223	79	53	1190	1
1679	f28v	5	2346	1250	50	50	936	1
1680	f28v	5	2418	1252	32	26	510	1
1681	f28v	5	2455	1251	31	29	444	1
1682	f28v	5	2496	1253	33	62	843	1
1683	f28v	5	2538	1254	44	27	663	1
1684	f28v	5	2593	1255	47	29	999	1
1685	f28v	5	2637	1251	46	42	736	1
1686	f28v	5	2708	1258	50	31	965	2
1687	f28v	5	2771	1259	33	32	588	1
1688	f28v	5	2813	1267	33	26	480	1
1689	f28v	5	2855	1264	38	42	623	1
1690	f28v	5	2916	1266	36	34	746	1
1691	f28v	5	2963	1264	55	49	961	1
1692	f28v	5	3024	1273	45	26	564	1
1693	f28v	5	3079	1275	57	55	960	1
1694	f28v	5	3148	1272	61	47	1061	1
1695	f28v	5	3238	1277	32	55	683	1
1696	f28v	5	3276	1274	47	35	966	1
1697	f28v	5	3325	1275	56	47	944	1
1698	f28v	5	3383	1243	60	62	1098	1
1699	f28v	5	3461	1283	33	27	522	1
1700	f28v	5	3502	1283	31	29	446	1
1701	f28v	5	3539	1289	31	63	721	1
1702	f28v	5	3582	1284	39	25	464	1
1703	f28v	5	3631	1284	48	32	912	1
1704	f28v	5	3701	1281	29	39	573	1
1705	f28v	5	3733	1263	79	57	1389	1
1706	f28v	5	3819	1262	71	80	1908	1
1707	f28v	5	3895	1287	37	34	481	1
1708	f28v	5	3944	1296	26	25	422	1
1709	f28v	5	3979	1298	29	56	624	1
1710	f28v	5	4022	1298	42	24	509	1
1711	f28v	5	4078	1299	42	27	754	1
1712	f28v	5	4135	1289	29	41	593	1
1713	f28v	5	4174	1265	41	61	833	1
1714	f28v	5	4237	1299	36	35	495	1
1715	f28v	5	4331	1306	29	26	302	1
1716	f28v	6	1593	1338	54	35	1102	1
1717	f28v	6	1653	1335	41	39	653	1
1718	f28v	6	1704	1346	43	45	750	1
1719	f28v	6	1751	1339	46	41	777	1
1720	f28v	6	1810	1312	59	62	1136	1
1721	f28v	6	1861	1341	64	67	1121	1
1722	f28v	6	1939	1352	43	49	814	1
1723	f28v	6	2007	1354	45	29	971	1
1724	f28v	6	2062	1352	59	49	1070	1
1725	f28v	6	2129	1357	43	26	674	1
1726	f28v	6	2184	1362	41	24	592	1
1727	f28v	6	2235	1359	63	48	1279	1
1728	f28v	6	2299	1329	61	57	1189	1
1729	f28v	6	2368	1365	40	30	670	1
1730	f28v	6	2417	1363	36	30	526	1
1731	f28v	6	2459	1357	51	40	1042	1
1732	f28v	6	2469	1368	78	48	840	1
1733	f28v	6	2569	1366	45	49	886	1
1734	f28v	6	2629	1365	30	34	469	1
1735	f28v	6	2663	1368	36	33	543	1
1736	f28v	6	2697	1364	49	54	901	1
1737	f28v	6	2761	1367	44	34	748	1
1738	f28v	6	2820	1373	29	30	551	1
1739	f28v	6	2858	1378	42	26	588	1
1740	f28v	6	2914	1379	49	29	935	1
1741	f28v	6	2958	1377	52	42	799	1
1742	f28v	6	3012	1389	69	46	883	1
1743	f28v	6	3095	1383	30	27	464	1
1744	f28v	6	3138	1384	46	23	446	1
1745	f28v	6	3177	1384	58	40	1001	1
1746	f28v	6	3246	1387	45	27	663	1
1747	f28v	6	3291	1369	64	72	1035	1
1748	f28v	6	3360	1388	38	34	517	1
1749	f28v	6	3397	1352	66	68	1251	1
1750	f28v	6	3481	1399	31	53	657	1
1751	f28v	6	3520	1394	35	28	410	1
1752	f28v	6	3576	1394	36	40	626	1
1753	f28v	6	3617	1400	35	26	523	1
1754	f28v	6	3663	1398	51	41	845	1
1755	f28v	6	3717	1404	50	24	525	1
1756	f28v	6	3758	1387	57	60	1024	1
1757	f28v	6	3845	1399	35	32	414	1
1758	f28v	6	3891	1404	27	26	433	1
1759	f28v	6	3916	1389	47	58	684	1
1760	f28v	6	3953	1383	21	7	86	1
1761	f28v	6	3971	1402	33	32	426	1
1762	f28v	6	3993	1405	76	50	1218	1
1763	f28v	6	4081	1404	33	36	427	1
1764	f28v	6	4127	1410	32	27	349	1
1765	f28v	6	4253	1420	29	25	408	1
1766	f28v	6	4266	1304	56	62	929	1
1767	f28v	6	4281	1412	45	45	630	1
1768	f28v	7	1554	1428	79	83	1329	1
1769	f28v	7	1652	1457	29	58	719	1
1770	f28v	7	1688	1456	31	25	401	1
1771	f28v	7	1729	1460	33	61	808	1
1772	f28v	7	1775	1454	45	36	990	1
1773	f28v	7	1829	1463	52	31	1071	1
1774	f28v	7	1875	1459	56	48	812	1
1775	f28v	7	1948	1443	79	61	1133	1
1776	f28v	7	2046	1436	104	91	2802	1
1777	f28v	7	2169	1472	38	33	464	1
1778	f28v	7	2201	1465	51	45	810	1
1779	f28v	7	2265	1466	43	40	778	1
1780	f28v	7	2318	1474	47	24	682	1
1781	f28v	7	2373	1472	36	30	482	1
1782	f28v	7	2398	1469	51	41	835	1
1783	f28v	7	2470	1477	52	29	562	1
1784	f28v	7	2480	1479	78	58	995	1
1785	f28v	7	2573	1477	31	28	558	1
1786	f28v	7	2615	1469	111	66	1857	1
1787	f28v	7	2753	1481	37	60	842	1
1788	f28v	7	2801	1480	30	26	468	1
1789	f28v	7	2839	1482	28	27	387	1
1790	f28v	7	2859	1510	18	13	62	1
1791	f28v	7	2880	1475	27	39	627	1
1792	f28v	7	2918	1481	60	42	961	1
1793	f28v	7	2980	1458	55	59	1053	1
1794	f28v	7	3033	1489	36	29	433	1
1795	f28v	7	3092	1488	36	33	781	1
1796	f28v	7	3145	1491	50	46	779	1
1797	f28v	7	3207	1477	59	55	1053	1
1798	f28v	7	3274	1466	63	59	1058	1
1799	f28v	7	3333	1502	40	31	482	1
1800	f28v	7	3401	1504	45	28	476	1
1801	f28v	7	3450	1507	24	24	396	1
1802	f28v	7	3480	1503	51	43	879	1
1803	f28v	7	3538	1513	45	24	550	1
1804	f28v	7	3590	1501	46	46	905	1
1805	f28v	7	3641	1477	54	61	1042	1
1806	f28v	7	3692	1509	31	33	470	1
1807	f28v	7	3751	1517	31	29	547	1
1808	f28v	7	3787	1519	29	33	440	1
1809	f28v	7	3824	1496	49	55	662	1
1810	f28v	7	3871	1511	38	43	764	1
1811	f28v	7	3921	1527	42	26	587	1
1812	f28v	7	3971	1517	49	56	733	1
1813	f28v	7	4026	1531	31	30	347	1
1814	f28v	7	4082	1532	35	25	488	1
1815	f28v	7	4125	1535	32	24	343	1
1816	f28v	7	4129	1413	70	49	675	1
1817	f28v	7	4156	1489	67	67	1078	1
1818	f28v	7	4199	1416	51	43	839	1
1819	f28v	7	4265	1531	45	42	731	1
1820	f28v	7	4337	1422	29	35	490	1
1821	f28v	8	1588	1556	33	38	685	1
1822	f28v	8	1628	1560	29	34	503	1
1823	f28v	8	1671	1563	38	32	671	1
1824	f28v	8	1727	1569	47	29	755	1
1825	f28v	8	1787	1574	46	25	491	1
1826	f28v	8	1840	1576	42	27	659	1
1827	f28v	8	1892	1574	32	29	429	1
1828	f28v	8	1926	1573	57	44	980	1
1829	f28v	8	2009	1577	27	39	587	1
1830	f28v	8	2058	1579	51	50	944	1
1831	f28v	8	2118	1578	53	33	1085	2
1832	f28v	8	2173	1572	46	49	906	1
1833	f28v	8	2223	1582	53	44	1016	1
1834	f28v	8	2290	1583	50	49	899	1
1835	f28v	8	2363	1580	36	34	541	1
1836	f28v	8	2409	1590	44	28	694	1
1837	f28v	8	2424	1593	75	54	825	1
1838	f28v	8	2522	1573	46	45	892	1
1839	f28v	8	2579	1594	49	43	793	1
1840	f28v	8	2641	1589	32	31	435	1
1841	f28v	8	2680	1589	29	32	437	1
1842	f28v	8	2724	1587	28	38	629	1
1843	f28v	8	2776	1599	49	26	497	1
1844	f28v	8	2835	1601	41	24	624	1
1845	f28v	8	2886	1599	36	30	599	1
1846	f28v	8	2941	1605	50	25	653	1
1847	f28v	8	3002	1602	41	30	800	1
1848	f28v	8	3003	1606	80	52	867	1
1849	f28v	8	3095	1606	46	53	923	1
1850	f28v	8	3167	1609	35	28	571	1
1851	f28v	8	3211	1611	36	30	451	1
1852	f28v	8	3258	1571	51	68	1101	1
1853	f28v	8	3270	1613	67	52	771	1
1854	f28v	8	3355	1615	32	29	543	1
1855	f28v	8	3394	1616	34	31	446	1
1856	f28v	8	3424	1576	67	67	1136	1
1857	f28v	8	3485	1612	44	42	679	1
1858	f28v	8	3546	1619	46	47	718	1
1859	f28v	8	3609	1620	27	33	495	1
1860	f28v	8	3651	1628	49	26	521	1
1861	f28v	8	3709	1628	39	30	510	1
1862	f28v	8	3764	1634	41	30	497	1
1863	f28v	8	3806	1619	50	55	704	1
1864	f28v	8	3859	1633	44	30	874	1
1865	f28v	8	3917	1637	46	42	621	1
1866	f28v	8	3981	1638	34	27	472	1
1867	f28v	8	4024	1640	27	29	338	1
1868	f28v	8	4061	1636	40	36	770	1
1869	f28v	8	4152	1638	41	31	603	1
1870	f28v	8	4212	1643	43	26	418	1
1871	f28v	8	4225	1535	29	59	706	1
1872	f28v	8	4260	1629	43	45	658	1
1873	f28v	8	4307	1641	24	29	291	1
1874	f28v	8	4323	1531	31	33	472	1
1875	f28v	8	4362	1537	18	28	255	1
1876	f28v	9	1579	1648	53	46	915	1
1877	f28v	9	1647	1662	29	27	590	1
1878	f28v	9	1688	1667	44	54	901	1
1879	f28v	9	1730	1660	58	65	983	1
1880	f28v	9	1783	1670	41	40	648	1
1881	f28v	9	1837	1679	42	32	562	1
1882	f28v	9	1885	1659	49	54	844	1
1883	f28v	9	1930	1685	41	46	731	1
1884	f28v	9	1986	1687	44	30	908	1
1885	f28v	9	2044	1691	34	28	440	1
1886	f28v	9	2079	1680	40	45	753	1
1887	f28v	9	2128	1653	59	66	1273	1
1888	f28v	9	2186	1689	57	48	1080	1
1889	f28v	9	2277	1696	33	28	589	1
1890	f28v	9	2318	1695	30	32	478	1
1891	f28v	9	2363	1700	48	28	526	1
1892	f28v	9	2415	1698	57	45	934	1
1893	f28v	9	2483	1701	45	50	851	1
1894	f28v	9	2539	1697	32	36	506	1
1895	f28v	9	2567	1663	57	66	1163	1
1896	f28v	9	2598	1678	75	73	1269	1
1897	f28v	9	2650	1694	50	53	871	1
1898	f28v	9	2735	1704	36	27	566	1
1899	f28v	9	2782	1707	48	31	876	2
1900	f28v	9	2834	1699	38	44	655	1
1901	f28v	9	2889	1709	43	50	779	1
1902	f28v	9	2935	1698	51	64	909	1
1903	f28v	9	2995	1718	27	53	638	1
1904	f28v	9	3032	1720	28	21	368	1
1905	f28v	9	3061	1700	56	67	945	1
1906	f28v	9	3104	1715	47	38	655	1
1907	f28v	9	3171	1689	42	62	1102	1
1908	f28v	9	3223	1720	41	26	552	1
1909	f28v	9	3266	1723	37	28	448	1
1910	f28v	9	3305	1718	45	42	758	1
1911	f28v	9	3363	1725	55	46	961	1
1912	f28v	9	3420	1697	50	60	897	1
1913	f28v	9	3475	1735	33	56	694	1
1914	f28v	9	3519	1733	42	26	543	1
1915	f28v	9	3569	1734	40	26	776	1
1916	f28v	9	3625	1728	25	36	566	1
1917	f28v	9	3665	1732	42	52	800	1
1918	f28v	9	3728	1733	56	45	981	1
1919	f28v	9	3783	1701	57	64	1034	1
1920	f28v	9	3834	1735	32	31	449	1
1921	f28v	9	3878	1742	48	27	496	1
1922	f28v	9	3935	1746	43	23	539	1
1923	f28v	9	3966	1728	95	66	1519	1
1924	f28v	9	4066	1687	29	10	183	1
1925	f28v	9	4072	1745	41	34	750	2
1926	f28v	9	4096	1647	44	45	494	1
1927	f28v	9	4126	1750	42	41	601	1
1928	f28v	9	4202	1750	28	42	457	1
1929	f28v	9	4236	1754	25	25	339	1
1930	f28v	9	4275	1751	27	28	435	1
1931	f28v	9	4316	1756	13	26	172	1
1932	f28v	9	4339	1654	43	23	402	1
1933	f28v	9	4353	1766	16	26	182	1
1934	f28v	10	1572	1769	57	53	1199	1
1935	f28v	10	1644	1786	48	42	813	1
1936	f28v	10	1710	1792	66	28	1094	1
1937	f28v	10	1779	1775	54	42	849	1
1938	f28v	10	1842	1786	49	37	981	1
