sid	cluster	dist
1664	16	6.526
1665	22	6.944
1666	56	6.575
1667	1	5.971
1668	34	5.589
1669	54	5.499
1670	22	5.906
1671	0	5.669
1672	36	5.462
1673	58	3.616
1674	14	4.259
1675	56	5.422
1676	22	4.674
1677	7	3.780
1678	52	3.672
1679	5	3.114
1680	6	6.723
1681	50	3.768
1682	39	3.267
1683	58	4.233
1684	14	4.622
1685	54	4.474
1686	14	3.543
1687	56	5.247
1688	30	4.128
1689	23	6.267
1690	21	5.888
1691	7	4.412
1692	10	2.998
1693	18	5.070
1694	3	4.293
1695	39	3.002
1696	26	5.297
1697	7	4.573
1698	35	3.256
1699	30	7.673
1700	62	4.783
1701	66	5.343
1702	10	4.342
1703	53	4.639
1704	13	5.675
1705	51	7.625
1706	46	7.619
1707	29	5.529
1708	16	6.525
1709	66	5.624
1710	10	4.895
1711	53	6.586
1712	13	5.929
1713	2	6.323
1714	71	6.558
1715	16	7.886
1716	14	4.869
1717	54	4.031
1718	5	3.959
1719	54	3.287
1720	34	3.726
1721	43	6.459
1722	5	5.766
1723	14	3.283
1724	7	4.760
1725	28	3.676
1726	10	4.116
1727	3	4.714
1728	35	5.493
1729	60	4.219
1730	67	4.721
1731	26	5.680
1732	68	2.874
1733	18	4.628
1734	50	4.313
1735	71	4.307
1736	20	2.918
1737	61	5.976
1738	6	4.183
1739	10	2.706
1740	53	5.534
1741	47	4.022
1742	68	4.786
1743	30	5.201
1744	4	4.946
1745	7	5.801
1746	10	4.109
1747	46	5.659
1748	71	4.968
1749	35	5.812
1750	66	4.820
1751	67	6.823
1752	23	7.290
1753	16	8.156
1754	27	6.172
1755	15	7.114
1756	46	4.527
1757	16	6.381
1758	16	5.855
1759	46	5.327
1760	41	7.695
1761	16	6.700
1762	46	8.577
1763	16	6.024
1764	16	6.148
1765	16	7.166
1766	34	7.690
1767	27	6.399
1768	59	6.604
1769	49	3.939
1770	0	5.899
1771	39	3.972
1772	44	5.836
1773	14	3.837
1774	47	4.936
1775	38	6.202
1776	59	5.753
1777	32	3.832
1778	47	3.875
1779	54	4.889
1780	15	4.474
1781	62	4.746
1782	47	3.699
1783	4	3.406
1784	68	3.725
1785	6	4.612
1786	59	8.288
1787	39	4.294
1788	6	3.956
1789	62	5.514
1790	64	7.930
1791	19	4.800
1792	7	4.910
1793	17	5.225
1794	71	3.958
1795	21	6.003
1796	25	4.207
1797	3	7.757
1798	35	5.092
1799	71	7.728
1800	4	5.507
1801	16	6.103
1802	27	5.264
1803	15	5.326
1804	27	7.201
1805	35	5.247
1806	29	6.227
1807	16	5.498
1808	16	5.687
1809	46	6.600
1810	27	6.880
1811	27	6.238
1812	46	5.822
1813	16	6.811
1814	24	7.275
1815	16	6.338
1816	34	8.325
1817	46	5.828
1818	54	7.970
1819	27	5.323
1820	0	8.246
1821	0	6.913
1822	50	7.057
1823	36	5.318
1824	58	4.090
1825	4	4.525
1826	28	4.691
1827	67	4.439
1828	7	3.811
1829	23	5.471
1830	5	3.455
1831	14	3.368
1832	70	4.745
1833	7	4.005
1834	5	4.148
1835	11	4.771
1836	10	3.638
1837	68	3.166
1838	61	4.803
1839	25	3.096
1840	50	4.149
1841	29	5.702
1842	19	5.165
1843	4	3.075
1844	15	3.897
1845	36	4.683
1846	10	4.166
1847	21	7.031
1848	68	3.664
1849	18	4.405
1850	24	5.613
1851	67	5.896
1852	35	4.333
1853	12	4.953
1854	24	5.095
1855	67	6.772
1856	35	5.064
1857	47	5.792
1858	27	5.196
1859	23	8.292
1860	4	6.118
1861	71	6.658
1862	27	6.391
1863	46	6.522
1864	53	5.833
1865	27	4.478
1866	24	6.805
1867	16	6.109
1868	27	7.468
1869	27	6.162
1870	27	6.789
1871	49	5.182
1872	42	9.393
1873	16	8.014
1874	0	9.191
1875	31	7.762
1876	42	8.060
1877	56	8.031
1878	5	5.457
1879	38	5.546
1880	54	4.319
1881	57	5.976
1882	38	5.741
1883	25	4.407
1884	14	4.403
1885	62	5.182
1886	54	3.636
1887	17	5.080
1888	7	4.332
1889	30	5.029
1890	50	5.120
1891	4	3.921
1892	7	5.196
1893	25	3.155
1894	71	5.323
1895	17	4.973
1896	38	4.493
1897	20	4.639
1898	30	6.221
1899	53	4.216
1900	55	3.017
1901	25	3.563
1902	2	3.439
1903	66	3.877
1904	6	5.213
1905	2	5.154
1906	47	4.418
1907	37	6.405
1908	15	3.917
1909	11	4.579
1910	55	6.263
1911	3	4.870
1912	35	4.862
1913	66	4.783
1914	10	4.924
1915	53	4.493
1916	19	6.378
1917	27	5.153
1918	27	5.469
1919	35	5.006
1920	29	7.010
1921	27	6.067
1922	15	5.825
1923	46	8.258
1924	41	8.056
1925	27	7.291
1926	34	7.023
1927	27	5.072
1928	16	6.967
1929	16	7.115
1930	24	6.764
1931	64	6.969
1932	57	6.556
1933	16	8.649
1934	34	7.204
1935	33	5.326
1936	40	7.393
1937	51	8.217
1938	44	4.294
1939	5	4.601
1940	12	4.993
1941	0	5.373
1942	56	7.407
1943	30	6.368
1944	56	5.686
1945	39	4.723
1946	26	7.645
1947	14	4.043
1948	41	7.816
1949	65	5.442
1950	14	4.588
1951	7	5.350
1952	42	5.278
1953	58	4.223
1954	7	6.714
1955	25	5.150
1956	25	4.153
1957	29	3.954
1958	19	4.785
1959	7	3.494
1960	35	4.220
1961	21	4.618
1962	10	3.837
1963	18	3.447
1964	43	4.136
1965	8	3.728
1966	15	4.139
1967	29	5.065
1968	55	5.570
1969	10	3.652
1970	53	4.712
1971	56	6.519
1972	15	5.464
1973	62	5.356
1974	4	6.040
1975	6	6.250
1976	27	5.235
1977	53	5.651
1978	16	5.254
1979	27	7.738
1980	27	6.284
1981	41	9.987
1982	27	5.218
1983	27	4.875
1984	27	4.766
1985	57	4.426
1986	33	7.201
1987	33	5.584
1988	11	5.809
1989	28	5.611
1990	0	5.499
1991	69	5.926
1992	0	4.694
1993	34	3.230
1994	4	6.809
1995	22	4.826
1996	7	4.887
1997	51	5.316
1998	25	5.049
1999	14	4.174
2000	56	5.255
2001	5	3.603
2002	62	4.824
2003	68	3.042
2004	6	4.333
2005	58	5.265
2006	34	4.857
2007	7	5.180
2008	66	3.687
2009	25	5.905
2010	14	3.890
2011	6	3.896
2012	29	4.480
2013	1	5.049
2014	45	6.322
2015	69	3.987
2016	50	4.308
2017	10	4.315
2018	25	3.878
2019	11	4.853
2020	19	4.920
2021	15	3.117
2022	10	5.619
2023	8	4.076
2024	4	3.861
2025	15	4.672
2026	62	5.445
2027	3	4.666
2028	27	5.108
2029	29	5.218
2030	19	5.381
2031	27	4.686
2032	35	4.812
2033	66	4.950
2034	27	4.801
2035	4	5.894
2036	17	6.850
2037	16	6.958
2038	56	7.260
2039	33	5.803
2040	49	4.145
2041	25	4.604
2042	37	4.177
2043	28	6.308
2044	0	5.299
2045	71	5.732
2046	9	3.279
2047	45	4.642
2048	25	3.964
2049	63	4.187
2050	25	4.387
2051	26	4.910
2052	48	3.157
2053	10	4.148
2054	18	3.999
2055	71	3.911
2056	23	7.135
2057	35	4.488
2058	15	4.607
2059	62	5.009
2060	39	4.079
2061	26	4.367
2062	38	7.775
2063	71	3.794
2064	25	3.570
2065	4	5.022
2066	47	4.337
2067	10	3.193
2068	25	4.184
2069	29	4.035
2070	23	5.388
2071	35	4.278
2072	30	5.134
2073	26	5.578
2074	43	4.779
2075	29	5.088
2076	10	5.245
2077	24	5.948
2078	16	5.225
2079	17	6.853
2080	27	6.432
2081	16	6.328
2082	16	6.433
2083	16	7.505
2084	27	5.381
2085	27	7.024
2086	16	6.944
2087	46	6.278
2088	44	6.003
2089	9	7.418
2090	8	4.383
2091	5	4.488
2092	38	4.910
2093	54	4.730
2094	34	5.540
2095	38	3.634
2096	45	5.308
2097	3	4.473
2098	28	6.609
2099	58	4.234
2100	54	3.322
2101	37	3.829
2102	43	4.888
2103	18	4.308
2104	21	5.578
2105	15	4.806
2106	36	6.624
2107	18	4.672
2108	4	3.210
2109	6	4.133
2110	7	5.295
2111	70	5.703
2112	10	4.653
2113	25	4.400
2114	39	4.744
2115	18	4.026
2116	37	3.165
2117	32	5.746
2118	61	7.468
2119	19	6.177
2120	3	3.764
2121	25	4.487
2122	7	5.630
2123	35	5.343
2124	29	5.867
2125	15	6.067
2126	9	6.877
2127	27	6.593
2128	62	5.324
2129	47	6.273
2130	27	5.786
2131	16	7.072
2132	46	4.683
2133	16	7.480
2134	16	6.018
2135	27	5.939
2136	16	6.491
2137	34	7.590
2138	16	6.577
2139	16	7.142
2140	46	5.968
2141	27	6.261
2142	34	7.618
2143	49	6.997
2144	57	6.090
2145	59	6.585
2146	49	5.161
2147	22	4.299
2148	38	6.144
2149	54	5.350
2150	58	3.624
2151	68	4.503
2152	25	4.406
2153	63	5.029
2154	54	3.184
2155	28	3.712
2156	58	3.466
2157	54	4.019
2158	20	5.163
2159	7	3.111
2160	35	4.212
2161	61	4.418
2162	7	3.086
2163	35	4.797
2164	69	4.648
2165	50	4.774
2166	26	4.517
2167	11	3.732
2168	60	5.207
2169	50	5.327
2170	35	3.640
2171	68	4.345
2172	25	3.122
2173	4	3.085
2174	12	3.225
2175	30	3.900
2176	26	4.451
2177	11	5.969
2178	10	3.568
2179	3	6.258
2180	39	4.409
2181	18	4.098
2182	29	5.236
2183	30	5.256
2184	29	4.185
2185	46	6.565
2186	10	4.546
2187	46	6.835
2188	27	5.658
2189	27	6.131
2190	27	4.184
2191	20	6.235
2192	27	6.725
2193	27	8.309
2194	27	5.712
2195	16	6.029
2196	16	7.552
2197	20	8.070
2198	33	5.800
2199	27	7.496
2200	57	6.122
2201	27	6.616
2202	57	6.643
2203	31	5.529
2204	5	4.688
2205	33	6.114
2206	21	7.355
2207	28	3.860
2208	38	5.181
2209	14	3.394
2210	0	5.156
2211	5	3.525
2212	0	3.661
2213	7	5.573
2214	5	5.643
2215	54	4.520
2216	54	4.007
2217	17	4.245
2218	2	3.327
2219	10	5.952
2220	7	3.435
2221	25	4.388
2222	2	4.608
2223	4	3.605
2224	44	6.211
2225	25	3.078
2226	66	5.239
2227	71	4.746
2228	49	7.618
2229	40	4.672
2230	32	3.315
2231	13	6.722
2232	24	4.711
2233	50	7.606
2234	35	3.762
2235	68	3.603
2236	25	4.851
2237	62	6.436
2238	7	4.403
2239	6	5.025
2240	23	8.812
2241	21	6.300
2242	46	6.157
2243	36	6.958
2244	16	6.560
2245	66	5.268
2246	27	5.772
2247	62	6.822
2248	27	6.455
2249	24	7.086
2250	16	6.146
2251	26	7.236
2252	27	5.822
2253	27	7.019
2254	20	6.185
2255	16	6.571
2256	16	6.782
2257	49	6.652
2258	13	7.787
2259	57	5.051
2260	38	6.022
2261	0	4.608
2262	56	7.289
2263	56	4.969
2264	8	2.929
2265	7	4.501
2266	71	5.283
2267	28	4.732
2268	58	3.970
2269	7	5.093
2270	39	3.939
2271	5	4.616
2272	37	3.271
2273	25	3.432
2274	7	3.482
2275	29	5.846
2276	38	6.927
2277	51	6.597
2278	63	6.023
2279	35	4.330
2280	68	4.269
2281	28	3.369
2282	2	4.419
2283	60	4.297
2284	50	4.452
2285	35	3.800
2286	68	3.700
2287	69	3.657
2288	62	4.475
2289	32	3.885
2290	4	3.305
2291	7	4.806
2292	15	3.303
2293	4	3.318
2294	42	4.550
2295	48	4.844
2296	24	6.014
2297	50	4.997
2298	32	4.217
2299	26	5.650
2300	18	4.610
2301	46	4.734
2302	62	4.308
2303	56	6.049
2304	42	7.067
2305	56	7.726
2306	71	6.520
2307	19	6.353
2308	27	5.146
2309	46	5.481
2310	27	7.318
2311	27	4.990
2312	23	7.997
2313	16	7.158
2314	61	6.503
2315	20	5.628
2316	7	4.772
2317	28	4.283
2318	58	6.530
2319	55	3.667
2320	6	3.863
2321	50	3.556
2322	36	5.225
2323	44	5.124
2324	7	5.927
2325	37	3.317
2326	43	6.453
2327	25	4.338
2328	55	3.209
2329	7	4.518
2330	17	3.647
2331	11	4.139
2332	52	3.763
2333	7	4.973
2334	15	3.959
2335	36	6.142
2336	17	4.587
2337	4	2.526
2338	25	4.742
2339	62	4.413
2340	7	5.064
2341	30	2.915
2342	69	5.747
2343	62	4.233
2344	42	7.145
2345	56	4.713
2346	71	4.589
2347	30	4.199
2348	71	3.797
2349	1	4.900
2350	10	5.012
2351	2	4.587
2352	53	5.091
2353	55	4.545
2354	17	5.341
2355	19	5.851
2356	25	5.473
2357	23	5.816
2358	30	5.401
2359	7	5.023
2360	35	5.617
2361	29	5.658
2362	4	6.012
2363	15	5.446
2364	43	5.326
2365	66	4.258
2366	62	5.781
2367	24	5.856
2368	16	7.693
2369	12	5.717
2370	8	3.763
2371	49	4.300
2372	58	4.128
2373	14	4.183
2374	47	6.184
2375	22	6.778
2376	23	5.018
2377	21	4.228
2378	1	4.536
2379	36	4.718
2380	6	4.570
2381	66	5.785
2382	5	3.714
2383	0	4.742
2384	7	3.606
2385	32	4.939
2386	54	4.933
2387	12	2.837
2388	5	3.973
2389	63	4.379
2390	66	5.051
2391	58	3.870
2392	14	5.079
2393	70	3.323
2394	48	2.995
2395	49	8.356
2396	23	6.306
2397	28	4.874
2398	43	4.831
2399	71	3.776
2400	55	3.287
2401	7	2.893
2402	15	5.983
2403	56	5.199
2404	18	3.311
2405	2	3.707
2406	70	4.013
2407	30	4.481
2408	50	5.147
2409	42	4.204
2410	10	4.434
2411	3	3.961
2412	4	4.322
2413	12	3.671
2414	62	3.535
2415	29	4.881
2416	52	5.414
2417	3	3.829
2418	36	6.214
2419	35	3.931
2420	4	3.236
2421	18	3.296
2422	62	5.319
2423	3	5.653
2424	57	5.437
2425	67	7.261
2426	68	5.481
2427	44	5.766
2428	48	5.007
2429	38	5.972
2430	22	5.409
2431	0	5.736
2432	42	7.493
2433	56	6.118
2434	8	3.708
2435	38	3.965
2436	54	4.521
2437	1	4.926
2438	5	7.630
2439	58	3.524
2440	38	4.315
2441	66	4.993
2442	5	3.961
2443	51	6.120
2444	34	4.195
2445	61	5.152
2446	22	4.937
2447	58	5.745
2448	7	5.180
2449	17	3.893
2450	8	3.122
2451	43	7.006
2452	5	7.953
2453	8	3.166
2454	8	2.982
2455	3	3.230
2456	32	4.020
2457	43	5.290
2458	41	4.516
2459	60	4.090
2460	62	4.132
2461	17	5.597
2462	68	3.005
2463	69	5.553
2464	50	3.764
2465	4	5.345
2466	21	4.906
2467	30	6.610
2468	12	3.150
2469	53	4.949
2470	25	3.718
2471	69	5.666
2472	62	3.881
2473	8	3.997
2474	9	3.530
2475	47	5.081
2476	43	5.725
2477	6	8.043
2478	37	4.354
2479	42	7.718
2480	10	3.739
2481	13	5.082
2482	52	6.629
2483	40	11.231
2484	22	4.509
2485	33	5.167
2486	49	5.047
2487	5	3.523
2488	49	4.389
2489	34	4.207
2490	61	6.110
2491	6	6.477
2492	58	4.710
2493	3	5.251
2494	5	5.939
2495	2	3.803
2496	25	3.120
2497	37	4.912
2498	28	4.633
2499	56	5.393
2500	6	4.591
2501	38	4.388
2502	47	5.435
2503	66	3.550
2504	25	4.230
2505	37	4.050
2506	28	4.647
2507	67	3.978
2508	29	4.422
2509	40	5.053
2510	51	7.213
2511	21	5.119
2512	62	4.081
2513	47	5.685
2514	3	4.087
2515	18	3.182
2516	18	5.008
2517	17	5.840
2518	12	3.709
2519	10	4.193
2520	21	6.276
2521	35	4.239
2522	7	3.324
2523	30	7.290
2524	47	4.542
2525	26	6.484
2526	15	3.294
2527	43	4.874
2528	32	3.614
2529	47	4.689
2530	24	3.970
2531	62	4.370
2532	17	6.113
2533	16	8.000
2534	2	5.929
2535	25	5.522
2536	37	4.616
2537	13	7.212
2538	43	6.110
2539	49	8.523
2540	44	6.104
2541	36	6.282
2542	58	4.771
2543	5	4.312
2544	48	5.286
2545	22	5.998
2546	54	6.848
2547	1	5.481
2548	58	2.712
2549	7	4.532
2550	25	4.544
2551	4	4.406
2552	22	4.422
2553	7	3.762
2554	25	3.812
2555	51	5.769
2556	34	4.638
2557	14	3.603
2558	54	4.533
2559	14	3.543
2560	25	2.613
2561	69	4.532
2562	50	3.895
2563	35	4.379
2564	66	4.132
2565	25	3.701
2566	40	5.435
2567	35	2.900
2568	59	5.892
2569	10	3.553
2570	18	3.703
2571	7	4.075
2572	35	2.762
2573	23	4.251
2574	25	4.626
2575	2	3.793
2576	55	5.156
2577	37	4.915
2578	15	4.136
2579	62	6.388
2580	29	5.948
2581	6	5.866
2582	18	5.738
2583	71	3.798
2584	55	4.070
2585	35	4.450
2586	4	6.042
2587	11	4.831
2588	53	4.889
2589	61	6.863
2590	10	4.258
2591	31	13.264
2592	57	6.189
2593	54	5.688
2594	34	4.808
2595	54	5.336
2596	60	4.848
2597	50	6.280
2598	17	5.578
2599	22	4.456
2600	0	5.672
2601	7	4.517
2602	5	3.991
2603	52	4.194
2604	22	4.487
2605	7	4.703
2606	49	5.977
2607	5	6.312
2608	5	4.595
2609	47	5.543
2610	50	4.884
2611	56	4.304
2612	26	3.906
2613	68	3.754
2614	30	4.580
2615	50	4.197
2616	42	6.436
2617	10	4.303
2618	47	5.221
2619	39	3.590
2620	25	3.218
2621	47	5.207
2622	44	5.790
2623	21	6.683
2624	25	4.110
2625	3	3.367
2626	35	4.997
2627	23	4.392
2628	30	6.023
2629	2	5.164
2630	66	4.784
2631	18	3.372
2632	3	3.578
2633	30	4.473
2634	50	4.384
2635	45	5.934
2636	17	4.617
2637	52	4.952
2638	1	5.506
2639	19	5.582
2640	4	4.294
2641	42	5.587
2642	62	4.809
2643	7	4.722
2644	30	5.361
2645	36	7.778
2646	44	6.257
2647	52	6.869
2648	22	6.863
2649	58	4.194
2650	52	5.968
2651	38	5.749
2652	5	4.609
2653	33	4.016
2654	69	5.386
2655	50	6.716
2656	17	6.141
2657	68	3.971
2658	60	4.802
2659	0	6.883
2660	5	3.019
2661	54	3.697
2662	5	3.009
2663	23	4.902
2664	4	4.550
2665	11	4.035
2666	61	4.352
2667	30	5.131
2668	58	3.520
2669	7	3.652
2670	18	4.500
2671	17	4.764
2672	38	3.873
2673	47	4.235
2674	32	5.227
2675	38	4.938
2676	66	2.614
2677	3	3.661
2678	35	3.301
2679	6	3.980
2680	59	7.379
2681	59	6.608
2682	39	3.845
2683	25	4.181
2684	71	2.861
2685	30	4.872
2686	4	2.723
2687	1	6.040
2688	7	4.949
2689	19	6.758
2690	61	4.595
2691	30	5.113
2692	44	5.991
2693	52	4.472
2694	59	7.278
2695	1	6.510
2696	38	4.548
2697	8	4.887
2698	63	5.246
2699	6	6.231
2700	11	4.560
2701	1	5.731
2702	44	4.860
2703	2	5.133
2704	14	3.974
2705	19	6.350
2706	35	4.070
2707	54	3.586
2708	25	6.482
2709	32	5.066
2710	11	3.770
2711	8	3.750
2712	7	4.801
2713	17	3.020
2714	4	3.802
2715	12	3.106
2716	62	4.662
2717	71	4.281
2718	1	4.544
2719	36	4.561
2720	25	3.927
2721	67	3.870
2722	7	3.784
2723	35	5.435
2724	25	3.479
2725	39	3.646
2726	25	3.832
2727	47	4.569
2728	50	4.550
2729	56	5.253
2730	60	5.005
2731	50	5.068
2732	17	4.378
2733	68	4.695
2734	18	4.378
2735	71	7.109
2736	6	4.104
2737	62	3.907
2738	8	3.600
2739	7	3.573
2740	32	3.883
2741	11	5.100
2742	24	4.230
2743	62	5.321
2744	26	4.542
2745	45	5.841
2746	12	3.750
2747	30	5.707
2748	66	4.951
2749	38	9.450
2750	32	5.639
2751	33	5.596
2752	54	5.101
2753	58	3.442
2754	36	4.495
2755	28	3.900
2756	58	3.658
2757	54	4.820
2758	60	6.768
2759	67	4.976
2760	17	3.980
2761	68	2.839
2762	6	5.921
2763	23	6.424
2764	1	4.044
2765	38	5.304
2766	26	6.017
2767	25	2.617
2768	7	3.656
2769	25	3.375
2770	60	6.505
2771	62	4.448
2772	17	4.618
2773	47	5.424
2774	25	3.552
2775	2	5.000
2776	15	3.604
2777	56	5.489
2778	18	5.414
2779	2	4.218
2780	47	4.690
2781	71	3.453
2782	35	3.974
2783	71	4.582
2784	52	3.958
2785	25	3.194
2786	2	3.870
2787	63	5.441
2788	32	6.444
2789	2	6.254
2790	26	7.086
2791	70	4.201
2792	6	4.641
2793	12	3.088
2794	56	5.605
2795	25	5.205
2796	43	3.532
2797	49	6.303
2798	12	5.572
2799	62	4.262
2800	56	5.344
2801	71	2.939
2802	35	5.642
2803	23	5.498
2804	21	4.540
2805	12	3.711
2806	28	5.617
2807	58	4.990
2808	54	6.150
2809	4	5.509
2810	22	4.583
2811	11	4.451
2812	1	5.125
2813	4	3.428
2814	7	4.264
2815	28	3.385
2816	4	3.520
2817	42	4.017
2818	48	3.677
2819	4	2.314
2820	42	7.125
2821	67	4.967
2822	7	4.512
2823	29	4.258
2824	6	3.479
2825	23	4.029
2826	1	4.621
2827	26	4.732
2828	25	4.221
2829	29	4.246
2830	8	3.234
2831	35	2.814
2832	32	3.377
2833	47	4.211
2834	60	4.903
2835	67	5.076
2836	17	4.129
2837	53	4.530
2838	56	4.478
2839	6	5.527
2840	14	4.971
2841	37	4.111
2842	43	5.041
2843	4	3.753
2844	15	4.512
2845	55	4.512
2846	18	4.348
2847	2	4.452
2848	47	5.215
2849	6	6.080
2850	12	5.578
2851	32	3.489
2852	47	4.579
2853	30	5.377
2854	62	5.605
2855	47	4.031
2856	3	5.741
2857	17	5.134
2858	29	4.396
2859	66	4.675
2860	10	5.779
2861	13	4.442
2862	1	6.472
2863	46	5.277
2864	5	6.004
2865	44	8.057
2866	0	4.281
2867	52	5.799
2868	33	4.622
2869	33	4.408
2870	28	5.454
2871	56	5.407
2872	5	3.954
2873	43	4.476
2874	65	4.931
2875	4	4.983
2876	22	5.437
2877	8	4.060
2878	14	4.319
2879	68	8.445
2880	1	3.989
2881	69	3.896
2882	62	4.445
2883	44	5.393
2884	68	2.358
2885	71	4.275
2886	35	4.051
2887	37	3.780
2888	28	4.579
2889	67	3.989
2890	8	4.311
2891	28	6.363
2892	10	4.831
2893	55	2.843
2894	32	2.784
2895	43	3.951
2896	71	5.561
2897	17	4.397
2898	26	5.533
2899	52	3.872
2900	43	4.565
2901	15	4.044
2902	7	4.437
2903	10	4.305
2904	7	3.609
2905	39	4.278
2906	10	3.593
2907	53	4.433
2908	25	5.110
2909	5	7.701
2910	35	4.193
2911	32	2.789
2912	13	4.309
2913	24	4.834
2914	62	5.206
2915	26	3.671
2916	45	4.184
2917	31	9.929
2918	59	7.124
2919	33	5.322
2920	63	5.356
2921	34	5.227
2922	33	5.460
2923	42	5.294
2924	56	5.385
2925	5	3.249
2926	38	3.609
2927	65	4.264
2928	4	5.198
2929	36	6.388
2930	62	5.941
2931	7	5.831
2932	68	4.336
2933	5	3.782
2934	43	4.204
2935	66	4.465
2936	62	3.336
2937	7	5.967
2938	17	4.753
2939	7	4.056
2940	32	3.626
2941	54	4.135
2942	60	4.522
2943	50	4.049
2944	35	3.383
2945	69	5.189
2946	50	9.292
2947	1	6.268
2948	38	5.104
2949	70	5.192
2950	21	4.589
2951	10	3.368
2952	17	4.446
2953	38	4.842
2954	8	4.421
2955	68	3.322
2956	71	4.588
2957	25	5.416
2958	2	4.265
2959	61	5.669
2960	35	4.510
2961	7	3.858
2962	15	4.742
2963	10	5.042
2964	70	5.903
2965	71	5.022
2966	35	4.912
2967	26	6.220
2968	52	6.463
2969	43	4.267
2970	25	4.203
2971	62	4.976
2972	8	4.062
2973	68	6.998
2974	38	4.769
2975	5	3.944
2976	51	5.509
2977	22	5.811
2978	4	4.186
2979	42	8.793
2980	67	4.514
2981	40	7.545
2982	28	5.781
2983	58	3.306
2984	41	5.575
2985	54	7.661
2986	51	5.387
2987	28	5.776
2988	38	4.212
2989	52	4.123
2990	67	4.211
2991	17	4.448
2992	23	5.436
2993	5	3.740
2994	38	3.987
2995	54	5.289
2996	30	6.010
2997	58	3.945
2998	38	4.799
2999	11	5.397
3000	10	4.773
3001	23	7.042
3002	1	3.908
3003	10	3.719
3004	43	6.252
3005	47	5.191
3006	35	2.702
3007	68	6.195
3008	44	6.268
3009	7	3.860
3010	43	5.380
3011	18	3.531
3012	4	6.131
3013	36	6.073
3014	25	4.704
3015	66	5.511
3016	35	4.296
3017	7	6.138
3018	32	4.718
3019	47	5.579
3020	60	4.628
3021	50	4.258
3022	26	4.696
3023	45	5.333
3024	29	3.949
3025	35	3.544
3026	57	5.146
3027	46	8.756
3028	58	4.252
3029	54	6.146
3030	61	5.353
3031	36	6.991
3032	33	4.427
3033	14	5.537
3034	33	5.193
3035	54	3.989
3036	34	4.191
3037	38	5.392
3038	58	4.341
3039	33	4.019
3040	70	7.421
3041	28	4.803
3042	0	5.232
3043	61	6.505
3044	58	3.401
3045	28	4.025
3046	0	4.761
3047	7	4.323
3048	11	3.188
3049	52	4.023
3050	7	4.575
3051	28	3.316
3052	36	5.512
3053	8	3.492
3054	6	5.240
3055	7	2.719
3056	23	6.243
3057	8	3.791
3058	32	3.352
3059	6	5.219
3060	67	5.622
3061	39	4.369
3062	62	4.369
3063	53	3.423
3064	56	5.381
3065	18	4.824
3066	39	3.775
3067	35	5.691
3068	3	6.061
3069	60	6.395
3070	50	4.938
3071	26	5.720
3072	9	4.336
3073	47	5.095
3074	50	6.641
3075	56	5.568
3076	71	4.873
3077	18	6.170
3078	41	9.709
3079	8	4.498
3080	41	8.321
3081	10	4.769
3082	43	6.471
3083	34	3.607
3084	8	4.749
3085	25	5.911
3086	63	4.928
3087	4	5.575
3088	17	5.690
3089	59	8.092
3090	14	3.625
3091	25	3.822
3092	52	3.407
3093	7	3.984
3094	6	4.614
3095	38	4.732
3096	66	4.125
3097	18	3.908
3098	32	3.017
3099	70	4.735
3100	8	4.096
3101	43	3.146
3102	29	3.128
3103	31	8.378
3104	64	6.789
3105	40	6.888
3106	42	5.354
3107	7	3.250
3108	55	4.312
3109	6	5.433
3110	9	3.548
3111	21	5.176
3112	47	5.203
3113	18	4.817
3114	32	3.428
3115	47	5.651
3116	24	5.530
3117	62	5.246
3118	35	5.131
3119	29	4.546
3120	9	4.927
3121	10	3.988
3122	12	5.323
3123	4	4.187
3124	27	5.659
3125	7	5.655
3126	71	4.638
3127	27	5.081
3128	16	6.622
3129	46	6.944
3130	27	5.708
3131	64	8.080
3132	10	5.426
3133	27	5.795
3134	32	5.911
3135	46	6.089
3136	16	6.755
3137	61	7.839
3138	54	6.233
3139	5	5.890
3140	11	6.025
3141	28	5.507
3142	33	4.743
3143	54	4.807
3144	34	4.003
3145	69	7.200
3146	0	3.504
3147	34	4.749
3148	51	6.736
3149	49	8.067
3150	61	6.474
3151	22	4.535
3152	58	2.751
3153	63	4.528
3154	28	3.630
3155	56	4.778
3156	25	3.414
3157	38	5.134
3158	70	5.114
3159	21	6.275
3160	58	3.426
3161	17	6.110
3162	38	4.880
3163	14	4.243
3164	28	4.368
3165	23	4.251
3166	4	3.777
3167	47	4.719
3168	35	3.959
3169	60	5.930
3170	67	5.610
3171	26	4.351
3172	9	4.829
3173	45	4.513
3174	12	3.103
3175	8	3.317
3176	63	4.384
3177	37	4.492
3178	15	2.867
3179	9	3.139
3180	62	6.559
3181	47	5.113
3182	66	4.211
3183	3	3.382
3184	9	6.078
3185	10	3.668
3186	13	5.870
3187	66	3.273
3188	25	4.874
3189	12	6.588
3190	1	5.363
3191	10	4.110
3192	3	5.319
3193	25	3.655
3194	16	7.224
3195	57	5.494
3196	46	8.368
3197	54	4.942
3198	57	4.753
3199	33	3.900
3200	33	5.202
3201	38	5.822
3202	49	3.546
3203	33	6.534
3204	34	5.504
3205	68	6.058
3206	5	4.358
3207	0	5.527
3208	33	6.219
3209	33	5.162
3210	63	5.240
3211	20	6.847
3212	1	5.214
3213	70	6.427
3214	22	3.893
3215	69	6.802
3216	0	5.339
3217	28	4.935
