sid	page	line	x	y	w	h	area	ncomp
1421	f28r	37	6902	4695	36	29	523	1
1422	f28r	37	6946	4692	57	45	824	1
1423	f28r	37	7018	4694	49	46	747	1
1424	f28r	37	7077	4699	34	30	370	1
1425	f28r	37	7116	4694	33	28	382	1
1426	f28r	37	7156	4692	29	28	485	1
1427	f28r	37	7198	4664	31	57	935	1
1428	f28r	37	7216	4693	56	66	1009	1
1429	f28r	37	7269	4676	46	66	753	1
1430	f28r	37	7311	4686	36	47	655	1
1431	f28r	37	7365	4694	44	54	714	1
1432	f28r	37	7409	4682	44	61	631	1
1433	f28r	37	7470	4694	39	28	681	2
1434	f28r	37	7507	4660	57	58	904	1
1435	f28r	37	7576	4694	30	38	413	1
1436	f28r	37	7618	4695	29	21	365	1
1437	f28r	37	7659	4692	27	49	636	1
1438	f28r	37	7696	4663	56	53	1077	1
1439	f28r	37	7763	4681	38	35	903	1
1440	f28v	1	1606	794	31	68	924	1
1441	f28v	1	1644	790	49	44	820	1
1442	f28v	1	1697	791	36	33	581	1
1443	f28v	1	1746	797	30	51	739	1
1444	f28v	1	1787	790	48	38	1064	1
1445	f28v	1	1843	798	43	29	946	1
1446	f28v	1	1888	789	44	44	799	1
1447	f28v	1	1941	802	49	30	694	1
1448	f28v	1	2002	761	66	75	1817	1
1449	f28v	1	2070	802	43	51	780	1
1450	f28v	1	2110	793	38	43	781	1
1451	f28v	1	2160	789	41	48	870	1
1452	f28v	1	2208	806	19	27	281	1
1453	f28v	1	2229	807	47	32	826	1
1454	f28v	1	2292	812	31	60	790	1
1455	f28v	1	2322	770	47	66	1130	1
1456	f28v	1	2376	780	60	72	1224	1
1457	f28v	1	2455	812	31	28	516	1
1458	f28v	1	2493	812	30	30	472	1
1459	f28v	1	2533	811	38	32	700	1
1460	f28v	1	2576	817	40	25	609	1
1461	f28v	1	2635	820	31	28	569	1
1462	f28v	1	2673	820	35	30	477	1
1463	f28v	1	2719	819	46	36	933	1
1464	f28v	1	2722	863	23	16	213	1
1465	f28v	1	2746	830	63	48	730	1
1466	f28v	1	2834	825	26	27	468	1
1467	f28v	1	2874	791	33	60	1257	1
1468	f28v	1	2917	819	47	39	806	1
1469	f28v	1	2973	832	44	27	667	1
1470	f28v	1	3025	828	36	35	603	1
1471	f28v	1	3092	829	39	33	862	1
1472	f28v	1	3138	838	40	25	584	1
1473	f28v	1	3189	839	47	53	789	1
1474	f28v	1	3234	822	55	66	903	1
1475	f28v	1	3303	848	32	52	746	1
1476	f28v	1	3343	849	37	22	525	1
1477	f28v	1	3390	838	40	43	673	1
1478	f28v	1	3442	850	50	40	732	1
1479	f28v	1	3511	847	47	32	1009	1
1480	f28v	1	3565	846	34	35	627	1
1481	f28v	1	3607	854	26	26	436	1
1482	f28v	1	3636	850	52	45	915	1
1483	f28v	1	3696	832	72	50	974	1
1484	f28v	1	3778	833	53	51	965	1
1485	f28v	1	3846	860	29	24	464	1
1486	f28v	1	3883	858	31	28	399	1
1487	f28v	1	3925	860	28	54	690	1
1488	f28v	1	3963	864	46	27	623	1
1489	f28v	1	4016	863	41	28	734	1
1490	f28v	1	4080	860	26	35	510	1
1491	f28v	1	4122	866	34	41	573	1
1492	f28v	1	4172	871	48	33	642	1
1493	f28v	1	4235	870	36	29	549	1
1494	f28v	1	4285	876	44	25	479	1
1495	f28v	1	4341	882	35	40	496	1
1496	f28v	2	1592	895	44	30	578	1
1497	f28v	2	1639	900	27	26	484	1
1498	f28v	2	1678	896	31	32	510	1
1499	f28v	2	1682	901	64	49	809	1
1500	f28v	2	1757	898	50	42	799	1
1501	f28v	2	1828	902	31	54	722	1
1502	f28v	2	1869	899	45	41	748	1
1503	f28v	2	1933	907	43	27	505	1
1504	f28v	2	1985	906	27	24	423	1
1505	f28v	2	2017	901	50	41	860	1
1506	f28v	2	2059	908	48	44	731	1
1507	f28v	2	2122	906	48	47	856	1
1508	f28v	2	2180	906	55	42	867	1
1509	f28v	2	2256	914	30	23	437	1
1510	f28v	2	2298	912	32	28	437	1
1511	f28v	2	2337	915	29	58	773	1
1512	f28v	2	2380	908	44	35	884	1
1513	f28v	2	2443	883	80	84	2311	1
1514	f28v	2	2512	926	53	46	825	1
1515	f28v	2	2570	926	29	26	382	1
1516	f28v	2	2605	926	24	29	509	1
1517	f28v	2	2647	921	43	37	757	1
1518	f28v	2	2700	933	29	24	471	1
1519	f28v	2	2740	935	34	24	510	1
1520	f28v	2	2782	935	35	27	407	1
1521	f28v	2	2818	936	61	54	1065	1
1522	f28v	2	2876	918	50	72	1004	1
1523	f28v	2	2927	933	43	44	692	1
1524	f28v	2	2994	934	47	51	819	1
1525	f28v	2	3045	916	53	66	841	1
1526	f28v	2	3081	932	50	41	691	1
1527	f28v	2	3142	907	51	61	1105	1
1528	f28v	2	3183	936	44	56	717	1
1529	f28v	2	3234	948	33	55	737	1
1530	f28v	2	3274	948	49	45	885	1
1531	f28v	2	3338	949	50	55	854	1
1532	f28v	2	3401	934	58	62	888	2
1533	f28v	2	3460	955	28	25	452	1
1534	f28v	2	3497	954	27	28	376	1
1535	f28v	2	3535	958	38	23	405	1
1536	f28v	2	3577	961	45	25	577	1
1537	f28v	2	3627	959	59	47	940	1
1538	f28v	2	3708	963	48	27	464	1
1539	f28v	2	3758	967	29	24	440	1
1540	f28v	2	3791	963	42	31	526	1
1541	f28v	2	3850	968	48	25	442	1
1542	f28v	2	3894	963	51	44	911	1
1543	f28v	2	3953	968	39	27	501	1
1544	f28v	2	3990	958	43	56	566	1
1545	f28v	2	4048	970	32	30	416	1
1546	f28v	2	4073	972	59	52	708	1
1547	f28v	2	4143	974	41	45	631	1
1548	f28v	2	4198	971	28	30	428	1
1549	f28v	2	4226	972	55	42	789	1
1550	f28v	2	4294	975	27	36	446	1
1551	f28v	2	4328	986	22	24	328	1
1552	f28v	2	4345	1029	14	23	115	1
1553	f28v	2	4353	984	19	63	316	1
1554	f28v	2	4378	1001	12	28	194	1
1555	f28v	3	1598	1003	42	36	615	1
1556	f28v	3	1628	1000	63	46	1172	1
1557	f28v	3	1702	1004	49	42	797	1
1558	f28v	3	1774	1009	33	54	790	1
1559	f28v	3	1820	978	56	55	1162	1
1560	f28v	3	1880	1002	46	39	882	1
1561	f28v	3	1939	1016	30	26	510	1
1562	f28v	3	1977	1017	44	28	672	1
1563	f28v	3	2029	1015	51	44	884	1
1564	f28v	3	2092	1016	48	40	762	1
1565	f28v	3	2168	1021	41	30	470	1
1566	f28v	3	2207	1004	58	65	944	1
1567	f28v	3	2281	1018	30	39	562	1
1568	f28v	3	2325	1027	32	26	575	1
1569	f28v	3	2355	1029	43	46	937	1
1570	f28v	3	2409	1030	43	54	932	1
1571	f28v	3	2455	1024	50	37	1016	1
1572	f28v	3	2521	1031	36	31	499	1
1573	f28v	3	2576	1029	36	33	547	1
1574	f28v	3	2627	1034	45	57	883	1
1575	f28v	3	2669	1017	63	72	1162	1
1576	f28v	3	2736	1037	36	35	554	1
1577	f28v	3	2793	1042	37	36	501	1
1578	f28v	3	2826	1034	51	42	874	1
1579	f28v	3	2889	1036	44	38	814	1
1580	f28v	3	2947	1046	42	26	640	1
1581	f28v	3	3000	1046	38	28	469	1
1582	f28v	3	3030	1040	50	41	793	1
1583	f28v	3	3101	1050	44	29	526	1
1584	f28v	3	3151	1038	47	42	786	1
1585	f28v	3	3206	1051	31	27	457	1
1586	f28v	3	3247	1050	52	50	971	1
1587	f28v	3	3295	1058	65	50	825	1
1588	f28v	3	3371	1058	45	49	789	1
1589	f28v	3	3430	1054	40	44	749	1
1590	f28v	3	3479	1062	48	26	596	1
1591	f28v	3	3534	1062	49	41	660	1
1592	f28v	3	3597	1064	35	27	417	1
1593	f28v	3	3605	1068	70	43	746	1
1594	f28v	3	3686	1061	41	31	790	1
1595	f28v	3	3765	1067	43	24	467	1
1596	f28v	3	3817	1057	40	42	686	1
1597	f28v	3	3862	1069	28	26	334	1
1598	f28v	3	3889	1068	57	46	870	1
1599	f28v	3	3942	1077	56	45	683	1
1600	f28v	3	4010	1076	41	44	678	1
1601	f28v	3	4066	1077	31	27	366	1
1602	f28v	3	4103	1084	39	26	356	1
1603	f28v	3	4147	1079	59	43	829	1
1604	f28v	3	4201	1084	57	44	688	1
1605	f28v	3	4255	1048	55	61	1107	1
1606	f28v	3	4310	1085	29	34	405	1
1607	f28v	3	4350	1094	14	31	201	1
1608	f28v	3	4375	1102	15	35	233	1
1609	f28v	4	1592	1122	48	31	558	1
1610	f28v	4	1646	1090	45	63	1162	1
1611	f28v	4	1692	1126	43	32	983	1
1612	f28v	4	1739	1111	44	45	789	1
1613	f28v	4	1781	1107	51	65	998	1
1614	f28v	4	1855	1129	29	28	515	1
1615	f28v	4	1891	1130	31	25	384	1
1616	f28v	4	1932	1125	46	35	869	1
1617	f28v	4	1947	1133	73	53	825	1
1618	f28v	4	2041	1131	44	50	796	1
1619	f28v	4	2097	1131	31	28	398	1
1620	f28v	4	2134	1132	37	32	545	1
1621	f28v	4	2175	1125	38	47	675	1
1622	f28v	4	2228	1135	47	31	528	1
1623	f28v	4	2275	1106	53	57	1037	1
1624	f28v	4	2324	1139	33	31	465	1
1625	f28v	4	2371	1143	42	28	462	1
1626	f28v	4	2415	1141	53	44	909	1
1627	f28v	4	2481	1144	47	49	827	1
1628	f28v	4	2535	1126	40	62	827	1
1629	f28v	4	2588	1148	30	49	653	1
1630	f28v	4	2629	1143	58	45	1008	1
1631	f28v	4	2697	1119	48	54	1065	1
1632	f28v	4	2759	1152	34	53	788	1
1633	f28v	4	2802	1146	50	55	866	1
1634	f28v	4	2866	1145	44	32	911	1
1635	f28v	4	2922	1118	58	62	1128	1
1636	f28v	4	2984	1156	34	27	552	1
1637	f28v	4	3024	1158	29	29	414	1
1638	f28v	4	3057	1162	38	30	440	1
1639	f28v	4	3114	1158	43	32	487	1
1640	f28v	4	3168	1162	32	27	530	1
1641	f28v	4	3223	1159	37	33	495	1
1642	f28v	4	3251	1165	58	57	1039	1
1643	f28v	4	3317	1163	48	27	705	1
1644	f28v	4	3358	1150	79	63	1092	1
1645	f28v	4	3433	1166	49	32	905	2
1646	f28v	4	3486	1159	48	45	677	1
1647	f28v	4	3545	1143	40	58	803	1
1648	f28v	4	3592	1168	24	34	511	1
1649	f28v	4	3632	1177	45	41	683	1
1650	f28v	4	3692	1180	37	29	443	1
1651	f28v	4	3731	1157	55	66	863	1
1652	f28v	4	3793	1175	30	30	425	1
1653	f28v	4	3831	1179	36	25	478	1
1654	f28v	4	3882	1179	28	27	543	1
1655	f28v	4	3918	1168	34	44	770	1
1656	f28v	4	3963	1183	37	27	483	1
1657	f28v	4	4005	1179	38	37	587	1
1658	f28v	4	4075	1190	30	55	663	1
1659	f28v	4	4119	1190	45	39	635	1
1660	f28v	4	4182	1190	32	28	357	1
1661	f28v	4	4222	1161	41	56	742	1
1662	f28v	4	4256	1186	52	48	984	1
1663	f28v	4	4319	1192	29	30	366	1
1664	f28v	4	4352	1179	37	63	577	1
1665	f28v	5	1599	1224	30	29	539	1
1666	f28v	5	1636	1226	33	30	678	1
1667	f28v	5	1663	1231	63	60	1166	1
1668	f28v	5	1722	1216	54	64	998	1
1669	f28v	5	1772	1221	48	47	881	1
1670	f28v	5	1842	1237	32	28	549	1
1671	f28v	5	1886	1236	31	32	512	1
1672	f28v	5	1923	1237	39	30	641	1
1673	f28v	5	1977	1241	45	27	626	1
1674	f28v	5	2042	1244	48	30	968	1
1675	f28v	5	2103	1243	36	33	619	1
1676	f28v	5	2149	1250	30	24	465	1
1677	f28v	5	2186	1245	57	44	1142	1
1678	f28v	5	2255	1223	79	53	1198	1
1679	f28v	5	2346	1250	50	50	950	1
1680	f28v	5	2418	1252	32	26	514	1
1681	f28v	5	2455	1251	31	29	450	1
1682	f28v	5	2496	1253	33	62	857	1
1683	f28v	5	2538	1254	44	27	672	1
1684	f28v	5	2593	1255	47	29	1009	1
1685	f28v	5	2637	1251	46	42	744	1
1686	f28v	5	2708	1258	50	31	970	2
1687	f28v	5	2771	1259	33	32	599	1
1688	f28v	5	2813	1267	34	26	497	1
1689	f28v	5	2855	1264	38	42	633	1
1690	f28v	5	2916	1266	36	34	752	1
1691	f28v	5	2963	1264	55	50	970	1
1692	f28v	5	3024	1273	46	26	587	1
1693	f28v	5	3079	1275	57	55	983	1
1694	f28v	5	3148	1272	61	47	1075	1
1695	f28v	5	3238	1277	32	55	694	1
1696	f28v	5	3275	1274	48	36	980	1
1697	f28v	5	3324	1275	57	47	955	1
1698	f28v	5	3383	1243	60	62	1109	1
1699	f28v	5	3461	1283	33	27	533	1
1700	f28v	5	3502	1283	31	29	451	1
1701	f28v	5	3539	1288	31	64	743	1
1702	f28v	5	3582	1284	39	25	479	1
1703	f28v	5	3631	1284	48	32	932	1
1704	f28v	5	3700	1281	30	39	590	1
1705	f28v	5	3733	1263	79	57	1402	1
1706	f28v	5	3819	1262	71	80	1947	1
1707	f28v	5	3895	1287	37	34	493	1
1708	f28v	5	3944	1295	26	26	431	1
1709	f28v	5	3979	1298	29	56	639	1
1710	f28v	5	4021	1298	43	24	528	1
1711	f28v	5	4078	1299	42	28	775	1
1712	f28v	5	4120	1289	44	41	661	1
1713	f28v	5	4173	1265	42	61	860	1
1714	f28v	5	4237	1299	37	35	505	1
1715	f28v	5	4265	1304	57	62	955	1
1716	f28v	5	4331	1306	29	26	320	1
1717	f28v	5	4365	1296	24	55	426	1
1718	f28v	6	1593	1338	54	35	1113	1
1719	f28v	6	1653	1335	41	40	663	1
1720	f28v	6	1704	1345	43	46	766	1
1721	f28v	6	1751	1339	46	41	789	1
1722	f28v	6	1810	1312	59	63	1152	1
1723	f28v	6	1861	1341	64	67	1137	1
1724	f28v	6	1939	1352	43	49	821	1
1725	f28v	6	2007	1354	45	29	983	1
1726	f28v	6	2062	1352	59	49	1076	1
1727	f28v	6	2129	1357	43	26	680	1
1728	f28v	6	2184	1362	41	24	598	1
1729	f28v	6	2235	1359	63	48	1285	1
1730	f28v	6	2299	1329	61	57	1191	1
1731	f28v	6	2368	1365	40	30	672	1
1732	f28v	6	2417	1363	36	30	534	1
1733	f28v	6	2459	1357	51	40	1048	1
1734	f28v	6	2469	1368	78	48	854	1
1735	f28v	6	2569	1366	45	49	894	1
1736	f28v	6	2629	1365	30	34	477	1
1737	f28v	6	2663	1367	36	34	551	1
1738	f28v	6	2697	1364	49	54	913	1
1739	f28v	6	2761	1367	44	34	749	1
1740	f28v	6	2820	1373	29	30	558	1
1741	f28v	6	2858	1377	42	27	603	1
1742	f28v	6	2914	1379	49	29	944	1
1743	f28v	6	2958	1377	52	42	809	1
1744	f28v	6	3012	1389	69	46	895	1
1745	f28v	6	3095	1383	30	27	473	1
1746	f28v	6	3138	1384	46	23	459	1
1747	f28v	6	3177	1384	58	40	1007	1
1748	f28v	6	3246	1387	45	27	668	1
1749	f28v	6	3291	1369	64	72	1055	1
1750	f28v	6	3360	1388	38	34	522	1
1751	f28v	6	3397	1352	66	68	1262	1
1752	f28v	6	3481	1399	31	53	666	1
1753	f28v	6	3520	1394	35	28	425	1
1754	f28v	6	3576	1394	36	40	643	1
1755	f28v	6	3617	1400	35	26	532	1
1756	f28v	6	3663	1398	51	41	855	1
1757	f28v	6	3717	1403	50	25	533	1
1758	f28v	6	3758	1387	57	60	1036	1
1759	f28v	6	3845	1399	35	32	423	1
1760	f28v	6	3891	1404	27	26	443	1
1761	f28v	6	3916	1383	58	64	802	1
1762	f28v	6	3971	1402	33	32	435	1
1763	f28v	6	3993	1405	76	50	1248	1
1764	f28v	6	4081	1404	33	36	438	1
1765	f28v	6	4127	1410	32	28	359	1
1766	f28v	6	4129	1413	70	49	695	1
1767	f28v	6	4199	1416	51	44	852	1
1768	f28v	6	4253	1420	29	25	414	1
1769	f28v	6	4280	1412	46	45	655	1
1770	f28v	6	4336	1422	30	36	511	1
1771	f28v	6	4368	1428	20	37	272	1
1772	f28v	7	1554	1428	79	83	1342	1
1773	f28v	7	1652	1457	29	58	720	1
1774	f28v	7	1688	1456	31	26	404	1
1775	f28v	7	1729	1460	33	61	817	1
1776	f28v	7	1775	1454	45	36	990	1
1777	f28v	7	1829	1463	52	31	1071	1
1778	f28v	7	1875	1459	56	49	832	1
1779	f28v	7	1948	1443	79	61	1149	1
1780	f28v	7	2046	1436	104	91	2814	1
1781	f28v	7	2169	1471	38	34	469	1
1782	f28v	7	2201	1465	51	45	821	1
1783	f28v	7	2265	1466	43	40	786	1
1784	f28v	7	2318	1474	47	24	687	1
1785	f28v	7	2373	1472	36	30	485	1
1786	f28v	7	2398	1468	51	42	841	1
1787	f28v	7	2470	1477	52	29	564	1
1788	f28v	7	2479	1479	79	58	1006	1
1789	f28v	7	2573	1477	31	28	560	1
1790	f28v	7	2615	1469	111	66	1877	1
1791	f28v	7	2753	1481	37	60	845	1
1792	f28v	7	2801	1480	30	26	471	1
1793	f28v	7	2839	1482	28	27	393	1
1794	f28v	7	2859	1510	18	13	65	1
1795	f28v	7	2880	1475	27	39	637	1
1796	f28v	7	2918	1481	61	42	972	1
1797	f28v	7	2980	1458	55	59	1056	1
1798	f28v	7	3033	1489	36	29	441	1
1799	f28v	7	3092	1488	36	33	790	1
1800	f28v	7	3145	1491	50	46	793	1
1801	f28v	7	3207	1477	59	55	1078	1
1802	f28v	7	3274	1466	63	59	1081	1
1803	f28v	7	3333	1502	40	31	492	1
1804	f28v	7	3401	1504	45	28	486	1
1805	f28v	7	3450	1507	24	24	398	1
1806	f28v	7	3480	1503	51	43	892	1
1807	f28v	7	3538	1513	45	24	568	1
1808	f28v	7	3590	1501	46	46	922	1
1809	f28v	7	3641	1477	55	61	1061	1
1810	f28v	7	3692	1509	31	33	480	1
1811	f28v	7	3751	1517	31	29	550	1
1812	f28v	7	3787	1519	29	33	448	1
1813	f28v	7	3824	1495	50	56	683	1
1814	f28v	7	3871	1510	38	44	783	1
1815	f28v	7	3921	1527	42	27	608	1
1816	f28v	7	3971	1517	49	57	764	1
1817	f28v	7	4026	1531	31	30	357	1
1818	f28v	7	4082	1532	35	25	502	1
1819	f28v	7	4124	1535	33	24	354	1
1820	f28v	7	4156	1489	67	67	1094	1
1821	f28v	7	4225	1535	29	59	722	1
1822	f28v	7	4265	1531	45	42	743	1
1823	f28v	7	4323	1531	31	33	477	1
1824	f28v	7	4362	1537	18	28	264	1
1825	f28v	8	1588	1556	33	38	694	1
1826	f28v	8	1628	1560	29	35	510	1
1827	f28v	8	1671	1563	38	33	675	1
1828	f28v	8	1727	1569	47	29	758	1
1829	f28v	8	1787	1574	46	25	499	1
1830	f28v	8	1839	1576	43	27	666	1
1831	f28v	8	1892	1574	32	29	433	1
1832	f28v	8	1926	1573	57	44	982	1
1833	f28v	8	2009	1577	27	39	594	1
1834	f28v	8	2058	1579	51	50	953	1
1835	f28v	8	2118	1578	53	33	1088	2
1836	f28v	8	2172	1572	47	49	916	1
1837	f28v	8	2223	1582	53	44	1021	1
1838	f28v	8	2290	1583	50	49	905	1
1839	f28v	8	2363	1580	36	34	546	1
1840	f28v	8	2409	1590	44	28	700	1
1841	f28v	8	2424	1593	75	55	835	1
1842	f28v	8	2522	1573	46	45	903	1
1843	f28v	8	2579	1594	49	43	800	1
1844	f28v	8	2641	1589	32	31	441	1
1845	f28v	8	2680	1589	29	32	443	1
1846	f28v	8	2708	1587	44	45	683	1
1847	f28v	8	2776	1599	49	27	504	1
1848	f28v	8	2835	1601	41	24	628	1
1849	f28v	8	2886	1599	36	30	607	1
1850	f28v	8	2941	1605	50	25	668	1
1851	f28v	8	3002	1602	41	30	807	1
1852	f28v	8	3003	1606	80	52	880	1
1853	f28v	8	3094	1606	47	53	937	1
1854	f28v	8	3167	1609	35	28	582	1
1855	f28v	8	3211	1611	36	30	459	1
1856	f28v	8	3258	1571	51	68	1110	1
1857	f28v	8	3270	1613	68	52	789	1
1858	f28v	8	3355	1615	32	29	551	1
1859	f28v	8	3394	1616	34	31	454	1
1860	f28v	8	3424	1576	67	67	1142	1
1861	f28v	8	3485	1612	44	42	700	1
1862	f28v	8	3546	1619	46	47	740	1
1863	f28v	8	3609	1620	27	34	503	1
1864	f28v	8	3651	1628	49	27	531	1
1865	f28v	8	3708	1628	40	30	521	1
1866	f28v	8	3764	1634	41	30	502	1
1867	f28v	8	3806	1619	50	55	726	1
1868	f28v	8	3859	1633	44	30	887	1
1869	f28v	8	3916	1637	47	42	646	1
1870	f28v	8	3981	1638	34	27	486	1
1871	f28v	8	4024	1640	27	29	350	1
1872	f28v	8	4061	1636	40	36	792	1
1873	f28v	8	4066	1646	74	51	712	1
1874	f28v	8	4152	1638	41	31	615	1
1875	f28v	8	4212	1643	43	26	427	1
1876	f28v	8	4260	1629	43	45	672	1
1877	f28v	8	4307	1641	24	29	298	1
1878	f28v	8	4338	1654	45	23	417	1
1879	f28v	9	1579	1648	53	46	920	1
1880	f28v	9	1647	1662	29	27	593	1
1881	f28v	9	1688	1667	44	54	905	1
1882	f28v	9	1730	1660	59	65	994	1
1883	f28v	9	1783	1670	41	40	655	1
1884	f28v	9	1837	1679	42	32	565	1
1885	f28v	9	1885	1659	49	54	851	1
1886	f28v	9	1930	1685	41	46	743	1
1887	f28v	9	1986	1687	44	30	917	1
1888	f28v	9	2044	1691	34	29	446	1
1889	f28v	9	2079	1680	41	45	760	1
1890	f28v	9	2128	1653	59	66	1278	1
1891	f28v	9	2186	1689	57	48	1084	1
1892	f28v	9	2277	1696	33	28	594	1
1893	f28v	9	2318	1695	30	32	480	1
1894	f28v	9	2363	1700	48	28	533	1
1895	f28v	9	2414	1698	58	45	951	1
1896	f28v	9	2483	1701	45	50	868	1
1897	f28v	9	2539	1697	32	36	509	1
1898	f28v	9	2567	1663	57	66	1164	1
1899	f28v	9	2598	1678	75	73	1278	1
1900	f28v	9	2650	1694	50	53	881	1
1901	f28v	9	2735	1704	36	27	578	1
1902	f28v	9	2781	1707	49	31	894	1
1903	f28v	9	2834	1699	38	44	666	1
1904	f28v	9	2889	1709	43	51	794	1
1905	f28v	9	2935	1698	52	64	928	1
1906	f28v	9	2995	1718	27	53	645	1
1907	f28v	9	3032	1720	28	21	371	1
1908	f28v	9	3061	1700	56	67	956	1
1909	f28v	9	3104	1714	47	39	668	1
1910	f28v	9	3171	1689	42	62	1123	1
1911	f28v	9	3223	1720	41	26	565	1
1912	f28v	9	3266	1723	37	28	459	1
1913	f28v	9	3305	1718	45	42	772	1
1914	f28v	9	3362	1725	56	46	971	1
1915	f28v	9	3419	1697	51	60	921	1
1916	f28v	9	3474	1735	34	56	701	1
1917	f28v	9	3519	1733	42	26	563	1
1918	f28v	9	3568	1734	42	26	794	1
1919	f28v	9	3625	1728	25	36	574	1
1920	f28v	9	3664	1732	43	52	823	1
1921	f28v	9	3728	1733	56	45	996	1
1922	f28v	9	3783	1701	58	64	1052	1
1923	f28v	9	3834	1735	32	32	467	1
1924	f28v	9	3878	1742	48	27	507	1
1925	f28v	9	3935	1746	43	23	554	1
1926	f28v	9	3966	1728	95	66	1570	1
1927	f28v	9	4072	1745	41	34	778	2
1928	f28v	9	4126	1750	42	41	621	1
1929	f28v	9	4172	1787	22	16	162	1
1930	f28v	9	4202	1749	29	43	477	1
1931	f28v	9	4236	1754	26	25	354	1
1932	f28v	9	4275	1751	27	28	446	1
1933	f28v	9	4316	1755	21	27	218	1
1934	f28v	9	4353	1766	16	26	188	1
1935	f28v	10	1572	1769	57	53	1208	1
1936	f28v	10	1644	1786	48	42	823	1
1937	f28v	10	1710	1792	66	28	1101	1
1938	f28v	10	1779	1775	54	42	855	1
1939	f28v	10	1842	1786	49	37	987	1
1940	f28v	10	1908	1795	43	51	759	1
1941	f28v	10	1945	1801	58	50	731	1
1942	f28v	10	2012	1799	29	32	447	1
1943	f28v	10	2050	1801	37	29	655	1
1944	f28v	10	2112	1805	31	26	499	1
1945	f28v	10	2153	1804	34	30	667	1
1946	f28v	10	2215	1810	32	58	814	1
1947	f28v	10	2253	1798	53	43	1149	1
1948	f28v	10	2311	1809	48	31	1069	1
1949	f28v	10	2381	1802	30	41	643	1
1950	f28v	10	2426	1816	54	30	1065	1
1951	f28v	10	2491	1814	57	44	1020	1
1952	f28v	10	2552	1805	39	42	762	1
1953	f28v	10	2603	1817	42	27	597	1
1954	f28v	10	2649	1818	74	47	1181	1
1955	f28v	10	2728	1819	54	42	862	1
1956	f28v	10	2804	1819	53	49	824	1
1957	f28v	10	2870	1822	38	33	534	1
1958	f28v	10	2921	1816	34	41	738	1
1959	f28v	10	2966	1823	52	47	896	1
1960	f28v	10	3022	1797	53	60	974	1
1961	f28v	10	3085	1826	37	35	764	1
1962	f28v	10	3130	1832	48	26	640	1
1963	f28v	10	3188	1832	48	52	798	1
1964	f28v	10	3229	1818	55	65	823	1
1965	f28v	10	3276	1828	48	42	818	1
1966	f28v	10	3335	1841	46	25	687	1
1967	f28v	10	3389	1836	40	31	492	1
1968	f28v	10	3426	1830	51	51	880	1
1969	f28v	10	3494	1844	45	26	654	1
1970	f28v	10	3551	1843	51	29	931	1
1971	f28v	10	3615	1845	31	28	591	1
1972	f28v	10	3675	1850	49	27	713	1
1973	f28v	10	3728	1849	37	29	493	1
1974	f28v	10	3771	1853	46	28	493	1
1975	f28v	10	3820	1854	25	24	358	1
1976	f28v	10	3847	1853	56	45	886	1
1977	f28v	10	3922	1854	45	31	813	2
1978	f28v	10	3976	1861	37	20	439	1
1979	f28v	10	4023	1858	29	27	366	1
1980	f28v	10	4059	1863	54	25	545	1
1981	f28v	10	4129	1857	43	36	829	1
1982	f28v	10	4179	1863	43	46	705	1
1983	f28v	10	4227	1861	53	45	777	1
1984	f28v	10	4300	1866	38	42	509	1
1985	f28v	10	4346	1858	39	40	416	1
1986	f28v	11	1573	1899	48	34	617	1
1987	f28v	11	1618	1901	63	42	1116	1
1988	f28v	11	1692	1904	47	45	814	1
1989	f28v	11	1748	1903	37	34	512	1
1990	f28v	11	1802	1913	47	24	631	1
1991	f28v	11	1852	1914	36	28	403	1
1992	f28v	11	1899	1916	31	29	590	1
1993	f28v	11	1937	1918	33	29	485	1
1994	f28v	11	1973	1883	59	64	1117	1
1995	f28v	11	2035	1920	50	29	512	1
1996	f28v	11	2085	1925	27	21	384	1
1997	f28v	11	2117	1919	57	47	1064	1
1998	f28v	11	2173	1925	53	56	968	1
1999	f28v	11	2236	1921	55	48	986	1
2000	f28v	11	2309	1925	54	35	1228	1
2001	f28v	11	2373	1920	31	35	646	1
2002	f28v	11	2419	1925	51	51	927	1
2003	f28v	11	2487	1929	35	33	520	1
2004	f28v	11	2523	1934	83	54	1008	1
2005	f28v	11	2532	1930	29	26	500	1
2006	f28v	11	2619	1931	44	31	734	1
2007	f28v	11	2678	1902	52	64	1174	1
2008	f28v	11	2727	1935	59	46	1042	1
2009	f28v	11	2814	1943	33	53	744	1
2010	f28v	11	2859	1938	49	48	834	1
2011	f28v	11	2923	1941	51	30	934	2
2012	f28v	11	2985	1944	28	26	483	1
2013	f28v	11	3019	1941	37	32	490	1
2014	f28v	11	3055	1945	52	60	1053	1
2015	f28v	11	3112	1947	48	56	878	1
2016	f28v	11	3186	1946	31	27	505	1
2017	f28v	11	3228	1945	33	30	453	1
2018	f28v	11	3271	1947	49	26	678	1
2019	f28v	11	3341	1949	53	47	840	1
2020	f28v	11	3403	1949	42	34	531	1
2021	f28v	11	3456	1944	31	41	677	1
2022	f28v	11	3497	1958	40	23	550	1
2023	f28v	11	3549	1959	41	26	568	1
2024	f28v	11	3594	1953	48	41	742	1
2025	f28v	11	3665	1964	44	29	485	1
2026	f28v	11	3720	1966	46	25	582	1
2027	f28v	11	3773	1967	37	27	432	1
2028	f28v	11	3807	1967	56	46	931	1
2029	f28v	11	3887	1969	48	41	743	1
