id	status	record_type	holder_raw	city	shelfmark_code	date_range	cleartext_lang	plaintext_lang	number_of_pages	source_page
8206	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_41	1706 - 1725	Italian		5	8
8205	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_40	1706 - 1725	Italian		7	8
8204	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_39	1706 - 1725	Italian		10	8
8203	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_38	1706 - 1725	Italian		11	8
8202	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_37	1706 - 1725	Italian		13	8
8201	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_36	1706 - 1725	Italian		6	8
8200	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_35	1706 - 1725	Italian		5	8
8199	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_34	1706 - 1725	Italian		7	8
8198	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_33	1706 - 1725	Italian		11	8
8197	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_32	1706 - 1725	Italian		12	8
8196	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_31	1706 - 1725	Italian		9	8
8195	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_30	1706 - 1725	Italian		11	9
8194	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_29	1706 - 1725	Italian		6	9
8193	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_28	1706 - 1725	Italian		9	9
8192	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_27	1706 - 1725	Italian		11	9
8191	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_26	1706 - 1725	Italian		10	9
8190	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_25	1706 - 1725	Italian		10	9
8189	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_24	1706 - 1725	Italian		6	9
8188	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_23	1706 - 1725	Italian		9	9
8187	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_22	1706 - 1725	Italian		6	9
8186	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_21	1706 - 1725	Italian		22	9
8185	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_20	1706 - 1725	Italian		6	9
8184	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_19	1706 - 1725	Italian		6	9
8183	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_18	1706 - 1725	Italian		13	9
8182	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_17	1706 - 1725	Italian		10	9
8181	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_16	1706 - 1725	Italian		12	9
8180	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_15	1706 - 1725	Italian		13	9
8179	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_14	1706 - 1725	Italian		8	9
8178	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_13	1706 - 1725	Italian		7	9
8177	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_12	1706 - 1725	Italian		13	9
8176	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_11	1706 - 1725	Italian		13	9
8175	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_10	1706 - 1725	Italian		5	9
8174	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_9	1706 - 1725	Italian		6	9
8173	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_8	1706 - 1725	Italian		6	9
8172	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_7	1706 - 1725	Italian		9	9
8171	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_6	1706 - 1725	Italian		12	9
8170	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_5	1706 - 1725			5	9
8169	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_4	1706 - 1725			8	9
8168	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_3	1706 - 1725	Italian		3	9
8167	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_2	1706 - 1725	Italian		11	9
8166	Decrypted	Cipher	London ,British Library, Add MS 20563	London	Add-MS-20563_1	1706 - 1725	Italian		3	9
7966	Decrypted	Cipher	Valladolid ,Archivo General de Simancas, AGS,EST,LEG,501,27	Valladolid	Charles V-Prince Philip Cipher (1545)	1545 - 1545	Spanish	Spanish	1	9
7952	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Lorraine 377, f.95	Paris	BnF_Lorraine377_f95	-	French	French	2	9
7929	Decrypted	Cipher	London ,British Library, Add MS 32270 f 19-40.	London	BL_Add_MS_32270_019	1719 - 1839		...	42	9
7897	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 23202, f.350	Paris	BnF_fr23202_f350	1651 - 1653	French	French	3	9
7896	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 23202, f.306	Paris	BnF_fr23202_f306	1651 - 1653	French	French	2	9
7895	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 23202, f.279	Paris	BnF_fr23202_f279	1651 - 1653	French	French	3	9
7894	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 23202, f.67	Paris	BnF_fr23202_f67	1652 - 1652	French	French	2	9
7893	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 23203, f.3	Paris	BnF_fr23203_f3	1651 - 1651	French	French	4	9
7890	Decrypted	Cipher	Mantova ,Archivio di Stato di Mantova, Archivio Gonzaga E. V. 3. busta 533, f. 5.	Mantova	ASMantova_AGonz_EV3_533_005	1395 -	...	...	1	9
7889	Decrypted	Cipher	Mantova ,Archivio di Stato di Mantova, Archivio Gonzaga E. V. 3. busta 533, f. 3.	Mantova	ASMantova_AGonz_EV3_533_003	1395 -	...	...	4	9
7842	Decrypted	Cipher	Briosco ,Private collection of Massimiliano Calvani	Briosco	Calvani_Charles ix letter_1567	1567 -	French	French	2	9
7841	Decrypted	Cipher	The Hague ,NL-HaNA, Sociëteit van Suriname (SvS), 1.05.03, inv.nr. 219, 315r (scan 0335)	The Hague	U3 NL-HaNA_315r (ciphertext)	1689 - 1689		Dutch	1	9
7778	Decrypted	Cipher	London ,British Library, Add MS 32301 f 5.	London	BL_Add_MS_32301_005	1718 -		Spanish?	2	9
7767	Decrypted	Cipher	London ,British Library, Harley MS 7001 f 202.	London	BL_Harley_MS_7001_202	1645 -	English	...	1	9
7763	Decrypted	Cipher	London ,British Library, Harley MS 6345 f 37.	London	BL_Harley_MS_6345_037v	1524 -	...		1	9
7752	Decrypted	Cipher	London ,British Library, Egerton MS 1818 f 47.	London	BL_Egerton_MS_1818_047	1646 - 1658		English?	1	9
7709	Decrypted	Cipher	London ,British Library, Add MS 32287 f 48.	London	BL_Add_MS_32287_048	1716 - 1836		...	2	9
7688	Decrypted	Cipher	Stockholm ,Riksarkivet, The National Archives of Sweden	Stockholm	Oxenstiernska samlingen_E657-4173	1644 - 1644	Latin	Latin	3	9
6317	Decrypted	Cipher	London ,London	London	UCL_Library_Services_Special_Collections_Henry_Brougham_Archive_915uncat	1724 -	English	English	16	9
5039	Decrypted	Cipher	Uppsala ,Uppsala University Library Carolina Rediviva	Uppsala	CR_E379G_03	1625 - 1630			4	9
5028	Decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Windischgrätzů, inv. nr. 1433, karton nr. 202.	Klášter (by Nepomuk)	SOAP_Rd_Windischgraetz_inv.nr.1433_E._F._von_Windischgraetz_to_L._V._von_Windischgraetz_1721-12-03	1721 - 1721	German	German	4	10
5027	Decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Windischgrätzů, inv. nr. 1433, karton nr. 202.	Klášter (by Nepomuk)	SOAP_Rd_Windischgraetz_inv.nr.1433_E._F._von_Windischgraetz_to_L._V._von_Windischgraetz_1721-11-15	1721 - 1721	German	German	4	10
5026	Decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Windischgrätzů, inv. nr. 1433, karton nr. 202.	Klášter (by Nepomuk)	SOAP_Rd_Windischgraetz_inv.nr.1433_E._F._von_Windischgraetz_to_L._V._von_Windischgraetz_1721-11-01	1721 - 1721	German	German	8	10
5025	Decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Windischgrätzů, inv. nr. 1433, karton nr. 202.	Klášter (by Nepomuk)	SOAP_Rd_Windischgraetz_inv.nr.1433_E._F._von_Windischgraetz_to_L._V._von_Windischgraetz_1721-09-27	1721 - 1721	German	German	8	10
4961	Decrypted	Cipher	Paris ,Bibliothèque nationale de France, 500 de Colbert, 471, p.301	Paris	BnF_500Colbert_471_p301	1583 - 1583	French	French	2	10
4960	Decrypted	Cipher	Paris ,Bibliothèque nationale de France, 500 de Colbert, 471, p.289	Paris	BnF_500Colbert_471_p289	1583 - 1583	French	French	1	10
4959	Decrypted	Cipher	Paris ,Bibliothèque nationale de France, 500 de Colbert, 470, p.308	Paris	BnF_500Colbert_470_p308	1578 - 1584		French	1	10
4958	Decrypted	Cipher	Paris ,Bibliothèque nationale de France, 500 de Colbert, 470, p.307	Paris	BnF_500Colbert_470_p307	1582 - 1582		French	2	10
4932	Decrypted	Cipher	London ,British Library, Cotton MS Caligula C II. f 278-279.	London	BL_Cotton_MS_Caligula_C_II_278-279	1569 - 1572	English?		1	10
4929	Decrypted	Cipher	London ,British Library, Cotton MS Caligula C II. f 75.	London	BL_Cotton_MS_Caligula_C_II_075	1570 -			1	10
4928	Decrypted	Cipher	London ,British Library, Cotton MS Caligula C II. f 74.	London	BL_Cotton_MS_Caligula_C_II_074	1569 - 1572			1	10
4927	Decrypted	Cipher	London ,British Library, Cotton MS Caligula C II. f 69.	London	BL_Cotton_MS_Caligula_C_II_069	1569 - 1572			1	10
4926	Decrypted	Cipher	London ,British Library, Cotton MS Caligula C II. f 67.	London	BL_Cotton_MS_Caligula_C_II_067	1569 - 1572	...		1	10
4925	Decrypted	Cipher	London ,British Library, Cotton MS Caligula C II. f 66.	London	BL_Cotton_MS_Caligula_C_II_066	1569 - 1572			1	10
4923	Decrypted	Cipher	London ,British Library, Add MS 25114, f 249-252.	London	BL_Add_MS_25114_249-252	1537 -	English	English	4	10
4922	Decrypted	Cipher	London ,British Library, Add MS 18983, f 15-16.	London	BL_Add_MS_18983_015-016	1645 -	English	English	3	10
4920	Decrypted	Cipher	London ,British Library, Add MS 18983, f 12-13.	London	BL_Add_MS_18983_012-013	1644 -	English	English	2	10
4919	Decrypted	Cipher	London ,British Library, Add MS 18983, f 10-11.	London	BL_Add_MS_18983_010-011	1644 -	English	English	2	10
4918	Decrypted	Cipher	London ,British Library, Add MS 18983, f 3.	London	BL_Add_MS_18983_003	1643 -	English	English	1	10
4917	Decrypted	Cipher	London ,British Library, Add MS 18983, f 2.	London	BL_Add_MS_18983_002	1643 -	English	English	1	10
4916	Decrypted	Cipher	London ,British Library, Add MS 18983, f 1.	London	BL_Add_MS_18983_001	1643 -	English	English	1	10
4885	Decrypted	Cipher	London ,British Library, Add MS 4166, f 90-91.	London	BL_Add_MS_4166_090-091	1656 -	English	English	3	10
4884	Decrypted	Cipher	London ,British Library, Add MS 4166, f 89.	London	BL_Add_MS_4166_089	1655 -		English	1	10
4883	Decrypted	Cipher	London ,British Library, Add MS 4166, f 87-88.	London	BL_Add_MS_4166_087-088	1655 -	English	English	3	10
4882	Decrypted	Cipher	London ,British Library, Add MS 4166, f 85-86.	London	BL_Add_MS_4166_085-086	1657 -	English	English	2	10
4881	Decrypted	Cipher	London ,British Library, Add MS 4166, f 83-84.	London	BL_Add_MS_4166_083-084	1657 -	English	English	2	10
4880	Decrypted	Cipher	London ,British Library, Add MS 4166, f 77-78.	London	BL_Add_MS_4166_077-078	1657 -	English	English	1	10
4877	Decrypted	Cipher	London ,British Library, Add MS 48078, f 128-136.	London	BL_Add_MS_48078_128-136	1587 - 1587	English	English	18	10
4873	Decrypted	Cipher	London ,British Library, Add MS 35830, f 109-112.	London	BL_Add_MS_35831_109-112	1562 - 1562	English	English	2	10
4872	Decrypted	Cipher	London ,British Library, Add MS 35830, f 66-69.	London	BL_Add_MS_35830_066-069	1560 -	English	English	7	10
4871	Decrypted	Cipher	London ,British Library, Add MS 35830, f 54-63.	London	BL_Add_MS_35830_054-063	1559 -	English	English	19	10
4863	Decrypted	Cipher	London ,British Library, Add MS 33596, f 19-20.	London	BL_Add_MS_33596_019-020	1646 -	English	English	2	10
4862	Decrypted	Cipher	London ,British Library, Add MS 33596, f 7-8.	London	BL_Add_MS_33596_007-008	1645 -		English	3	10
4861	Decrypted	Cipher	London ,British Library, Add MS 33591, f 249-250.	London	BL_Add_MS_33591_249-250	1559 -		English	2	10
4859	Decrypted	Cipher	London ,British Library, Add MS 33591, f 231-232.	London	BL_Add_MS_33591_231-232	1559 -		English	1	10
4858	Decrypted	Cipher	London ,British Library, Add MS 33591, f 246-247.	London	BL_Add_MS_33591_246-247	1559 -	English	English	1	10
4857	Decrypted	Cipher	London ,British Library, Add MS 33591, f 237-238.	London	BL_Add_MS_33591_237-238	1559 -		English	1	10
4856	Decrypted	Cipher	London ,British Library, Add MS 33591, f 226-230.	London	BL_Add_MS_33591_226-230	1559 -		English	3	10
4855	Decrypted	Cipher	London ,British Library, Add MS 33591, f 216-217.	London	BL_Add_MS_33591_216-217	1559 -	English	English	2	10
4854	Decrypted	Cipher	London ,British Library, Add MS 33591, f 210-211.	London	BL_Add_MS_33591_210-211	1559 -		English	3	10
4853	Decrypted	Cipher	London ,British Library, Add MS 33591, f 176-178.	London	BL_Add_MS_33591_176-178	1559 -	English	English	1	10
4852	Decrypted	Cipher	London ,British Library, Add MS 33591, f 170-171.	London	BL_Add_MS_33591_170-171	1559 -	English	English	1	10
4850	Decrypted	Cipher	London ,British Library, Add MS 33591, f 165.	London	BL_Add_MS_33591_165	1559 -	English	English	1	10
4849	Decrypted	Cipher	London ,British Library, Add MS 33591, f 137-138.	London	BL_Add_MS_33591_137-138	1559 -	English	English	1	10
4848	Decrypted	Cipher	London ,British Library, Add MS 33591, f 106-107.	London	BL_Add_MS_33591_106-107	1559 -	English	English	1	10
4846	Decrypted	Cipher	London ,British Library, Add MS 33591, f 69-70.	London	BL_Add_MS_33591_069-070	1559 -	English	English	1	10
4845	Decrypted	Cipher	London ,British Library, Add MS 32657, f 198-199.	London	BL_Add_MS_32657_198-199	1585 -	English	English	2	10
4837	Decrypted	Cipher	London ,British Library, Add MS 32657, f 111-112.	London	BL_Add_MS_32657_111-112	1585 -	English	English	1	10
4836	Decrypted	Cipher	London ,British Library, Add MS 32657, f 109-110.	London	BL_Add_MS_32657_109-110	1547 - 1590	English	English	3	10
4835	Decrypted	Cipher	London ,British Library, Add MS 32657, f 95-96.	London	BL_Add_MS_32657_095-096	1585 -	English	English	1	10
4816	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.116	Paris	BnF_fr20506_f116	1525 - 1550	French	French	1	11
4815	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.96	Paris	BnF_fr20506_f96	1525 - 1560	French	French	1	11
4761	Decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Trauttmansdorffů, inv. nr. 200, karton nr. 9.	Klášter (by Nepomuk)	SOAP_Rd_Trauttmansdorff_inv.nr.200_Kurtz_to_Trauttmansdorff_1639-04-22	1639 - 1639	Latin	Latin	11	11
4689	Decrypted	Cipher	London ,British Library, Add MS 32657, f 93-94.	London	BL_Add_MS_32657_093-094	1585 -	English	English	2	11
4686	Decrypted	Cipher	London ,British Library, Add MS 32657, f 4-6.	London	BL_Add_MS_32657_004-006	1548 -	English	English	2	11
4685	Decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Trauttmansdorffů, inv. nr. 200, karton nr. 9.	Klášter (by Nepomuk)	SOAP_Rd_Trauttmansdorff_inv.nr.200_Kurtz_to_Trauttmansdorff_1639-02-20	1639 - 1639	German	German	6	11
4679	Decrypted	Cipher	London ,British Library, Add MS 32652, f 114-116.	London	BL_Add_MS_32653_114-116	1543 -	English	English	3	11
4678	Decrypted	Cipher	London ,British Library, Add MS 32652, f 107-109.	London	BL_Add_MS_32653_107-109	1543 -	English	English	2	11
4676	Decrypted	Cipher	London ,British Library, Add MS 32652, f 103-106.	London	BL_Add_MS_32653_103-106	1543 -	English	English	4	11
4675	Decrypted	Cipher	London ,British Library, Add MS 32652, f 78-82.	London	BL_Add_MS_32653_078-082	1543 -	English	English	2	11
4674	Decrypted	Cipher	London ,British Library, Add MS 32652, f 63-65.	London	BL_Add_MS_32653_063-065	1543 -	English	English	1	11
4673	Decrypted	Cipher	London ,British Library, Add MS 32652, f 59-62.	London	BL_Add_MS_32653_059-062	1543 -	English	English	4	11
4672	Decrypted	Cipher	London ,British Library, Add MS 32652, f 52-54.	London	BL_Add_MS_32653_052-054	1543 -	English	English	1	11
4671	Decrypted	Cipher	London ,British Library, Add MS 32652, f 31-34.	London	BL_Add_MS_32653_031-034	1543 -	English	English	5	11
4670	Decrypted	Cipher	London ,British Library, Add MS 32652, f 25-27.	London	BL_Add_MS_32653_025-027	1543 -	English	English	2	11
4668	Decrypted	Cipher	London ,British Library, Add MS 32652, f 20-24.	London	BL_Add_MS_32653_020-024	1543 -	English	English	2	11
4661	Decrypted	Cipher	London ,British Library, Add MS 32652, f 11-15.	London	BL_Add_MS_32653_011-015	1543 -		English	4	11
4649	Decrypted	Cipher	London ,British Library, Add MS 32652, f 269-273.	London	BL_Add_MS_32652_269-273	1543 -	English	English	6	11
4647	Decrypted	Cipher	London ,British Library, Add MS 32652, f 242-248.	London	BL_Add_MS_32652_242-248	1543 -	English	English	8	11
4642	Decrypted	Cipher	London ,British Library, Add MS 32652, f 223-225.	London	BL_Add_MS_32652_223-225	1543 -	English	English	2	11
4637	Decrypted	Cipher	London ,British Library, Add MS 32652, f 213-216.	London	BL_Add_MS_32652_213-216	1543 -	English	English	4	11
4634	Decrypted	Cipher	London ,British Library, Add MS 32652, f 210-212.	London	BL_Add_MS_32652_210-212	1543 -	English	English	3	11
4632	Decrypted	Cipher	London ,British Library, Add MS 32652, f 202-209.	London	BL_Add_MS_32652_202-209	1543 -	English	English	9	11
4631	Decrypted	Cipher	London ,British Library, Add MS 32652, f 180-182.	London	BL_Add_MS_32652_180-182	1543 -	English	English	3	11
4630	Decrypted	Cipher	London ,British Library, Add MS 32652, f 175-179.	London	BL_Add_MS_32652_175-179	1543 -	English	English	2	11
4629	Decrypted	Cipher	London ,British Library, Add MS 32652, f 148-150.	London	BL_Add_MS_32652_148-150	1543 -		English	2	11
4628	Decrypted	Cipher	London ,British Library, Add MS 32652, f 144-147.	London	BL_Add_MS_32652_144-147	1543 -		English	4	11
4627	Decrypted	Cipher	London ,British Library, Add MS 32652, f 141-143.	London	BL_Add_MS_32652_141-143	1543 -	English	English	2	11
4626	Decrypted	Cipher	London ,British Library, Add MS 32652, f 135-140.	London	BL_Add_MS_32652_135-140	1543 -	English	English	8	11
4536	Decrypted	Cipher	Marburg ,Hessisches Staatsarchiv Marburg	Marburg	Hstam_4_d_nr_1218_83	1635 - 1652	French	German	1	11
4451	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.146	Paris	BnF_fr20506_f146	1568 - 1587		English	1	11
4449	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.82	Paris	BnF_fr20506_f82	1527 - 1529	French	French	2	11
4448	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.64	Paris	BnF_fr20506_f64	1527 - 1529	French	French	1	11
4447	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.57	Paris	BnF_fr20506_f57	1527 - 1529	French	French	2	11
4446	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.55	Paris	BnF_fr20506_f55	1527 - 1529	French	French	1	11
4445	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.52	Paris	BnF_fr20506_f52	1529 - 1529	French	French	3	11
4444	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.49	Paris	BnF_fr20506_f49	1527 - 1529	French	French	2	11
4443	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.41	Paris	BnF_fr20506_f41	1527 - 1529	French	French	2	11
4442	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.35	Paris	BnF_fr20506_f35	1527 - 1529	French	French	1	11
4441	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.33	Paris	BnF_fr20506_f33	1527 - 1529	French	French	1	11
4440	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.27	Paris	BnF_fr20506_f27	1527 - 1529	French	French	3	11
4439	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.24	Paris	BnF_fr20506_f24	1527 - 1529	French	French	1	11
4438	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.15	Paris	BnF_fr20506_f15	1527 - 1529	French	French	3	11
4437	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.8	Paris	BnF_fr20506_f08	1528 - 1528	French	French	1	11
4436	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.249	Paris	BnF_fr20506_f249	1579 - 1579		French	1	11
4435	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.247	Paris	BnF_fr20506_f247	1583 - 1583		French	2	11
4434	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.245	Paris	BnF_fr20506_f245	1582 - 1582		French	1	11
4433	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.243	Paris	BnF_fr20506_f243	1582 - 1582		French	1	11
4432	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.241	Paris	BnF_fr20506_f241	1579 - 1579		French	1	11
4431	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.239	Paris	BnF_fr20506_f239	1580 - 1580		French	1	11
4430	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.237	Paris	BnF_fr20506_f237	1580 - 1580		French	1	12
4429	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.235	Paris	BnF_fr20506_f235	1582 - 1582		French	1	12
4428	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.233	Paris	BnF_fr20506_f233	1579 - 1579		French	1	12
4427	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.231	Paris	BnF_fr20506_f231	1580 - 1580		French	1	12
4426	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.229	Paris	BnF_fr20506_f229	1582 - 1582		French	1	12
4425	Decrypted	Cipher	Paris ,Michel de Castelnau, seigneur de La Mauvissiere	Paris	BnF_fr20506_f227	1578 - 1578		French	1	12
4424	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.225	Paris	BnF_fr20506_f225	1582 - 1582		French	2	12
4423	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.223	Paris	BnF_fr20506_f223	1582 - 1582		French	1	12
4422	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.221	Paris	BnF_fr20506_f221	1584 - 1584		French	1	12
4421	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.198	Paris	BnF_fr20506_f198	1582 - 1582		French	1	12
4420	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.194	Paris	BnF_fr20506_f194	1581 - 1581		French	1	12
4419	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.190	Paris	BnF_fr20506_f190	1582 - 1582		French	1	12
4418	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.185	Paris	BnF_fr20506_f185	1581 - 1581		French	1	12
4417	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.181	Paris	BnF_fr20506_f181	1580 - 1580		French	1	12
4416	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.179	Paris	BnF_fr20506_f179	1580 - 1580		French	1	12
4415	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.174	Paris	BnF_fr20506_f174	1583 - 1583		French	1	12
4414	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.170	Paris	BnF_fr20506_f170	1582 - 1582		French		12
4413	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.165	Paris	BnF_fr20506_f165	1582 - 1582		French	1	12
4412	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.163	Paris	BnF_fr20506_f163	1582 - 1582		French	1	12
4411	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.158	Paris	BnF_fr20506_f158	1582 - 1582		French	1	12
4410	Decrypted	Cipher	Paris ,Bibliothèque nationale de France, Français 20506, f.153	Paris	BnF_fr20506_f153	1583 - 1583		French	1	12
4409	Decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.151	Paris	BnF_fr20506_f151	1582 - 1582		French		12
4342	Decrypted	Cipher	Stockholm ,Riksarkivet, The National Archives of Sweden	Stockholm	Oxenstiernska_samlingen_E_708-5	1635 - 1635	Swedish, Latin	Swedish, Latin, German	3	12
4303	Decrypted	Cipher	Stockholm ,Riksarkivet, The National Archives of Sweden	Stockholm	Chifferklaver_låda_II_130	1600 - 1699			4	12
4283	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3138 fol. 66.	Paris	BNF_Français_3138_066	1549 -	French	French	1	12
4278	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3138 fol. 032.	Paris	BNF_Français_3138_032	1558 -	French	French	9	12
4257	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3096 fol. 113.	Paris	BNF_Français_3096_113	1529 -	Italian	Italian	1	12
4255	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3096 fol. 124.	Paris	BNF_Français_3096_124	1520 - 1529	Italian	Italian	1	12
4253	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3077 fol. 125.	Paris	BNF_Français_3077_125	1626 - 1629	French	French	3	12
