id	status	record_type	holder_raw	city	shelfmark_code	date_range	cleartext_lang	plaintext_lang	number_of_pages	source_page	ours_hit	bourdeau_hit	aymeloglu_hit	held_by
9521	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/24, f. 92–94.	Madrid	BRAH_Signatura-9/24_3	1521 - 1522	Spanish?		3	4	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9520	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/24, f. 71–75.	Madrid	BRAH_Signatura-9/24_2	1521 - 1522			5	4	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9519	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/24, f. 28–32.	Madrid	BRAH_Signatura-9/24_1	1521 - 1522			5	4	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9518	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 272–275.	Madrid	BRAH_Signatura-9/23_20	1521 - 1522			4	4	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9517	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 251–254.	Madrid	BRAH_Signatura-9/23_19	1521 - 1522			4	4	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9516	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 241–243.	Madrid	BRAH_Signatura-9/23_18	1521 - 1522			3	4	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9515	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 232–233.	Madrid	BRAH_Signatura-9/23_17	1521 - 1522			2	4	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9514	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 221–223.	Madrid	BRAH_Signatura-9/23_16	1521 - 1522			3	4	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9513	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 202–204.	Madrid	BRAH_Signatura-9/23_15	1521 - 1522			3	4	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9512	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 190–192.	Madrid	BRAH_Signatura-9/23_14	1521 - 1522			3	4	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9511	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 171–176.	Madrid	BRAH_Signatura-9/23_13	1521 - 1522			6	4	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9510	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 121–125.	Madrid	BRAH_Signatura-9/23_12	1521 - 1522	Spanish?		5	4	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9509	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 104.	Madrid	BRAH_Signatura-9/23_11	1522 -			1	4	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9508	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 100–102.	Madrid	BRAH_Signatura-9/23_10	1521 - 1522			3	4	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9507	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 96–98.	Madrid	BRAH_Signatura-9/23_9	1521 - 1522			3	5	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9506	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 88–89.	Madrid	BRAH_Signatura-9/23_8	1521 - 1522			3	5	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9505	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 76–77.	Madrid	BRAH_Signatura-9/23_7	1522 -			2	5	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9504	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 62–66.	Madrid	BRAH_Signatura-9/23_6	1521 - 1522	Spanish?		5	5	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9503	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 50–54.	Madrid	BRAH_Signatura-9/23_5	1521 - 1522			5	5	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9502	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 40–42.	Madrid	BRAH_Signatura-9/23_4	1521 - 1522			3	5	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9501	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 34–36.	Madrid	BRAH_Signatura-9/23_3	1521 - 1522			3	5	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9500	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 17–19.	Madrid	BRAH_Signatura-9/23_2	1521 - 1522			3	5	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9499	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 1–5.	Madrid	BRAH_Signatura-9/23_1	1521 - 1522			5	5	catalog	lopehurtado[read in part];sanchez1522[read in part];sanchez1523[already solved]	catalogue/decode-ranked.md	ours:catalog
9498	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 581–584.	Madrid	BRAH_Signatura-9/28_11	1524 -	Spanish		4	5	queue	lopehurtado1523[read in part];sanchez1523[already solved];soria1523[read in part]	catalogue/decode-ranked.md	ours:queue
9497	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 577–579.	Madrid	BRAH_Signatura-9/28_10	1523 -	Spanish		3	5	queue	lopehurtado1523[read in part];sanchez1523[already solved];soria1523[read in part]	catalogue/decode-ranked.md	ours:queue
9496	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 482–483.	Madrid	BRAH_Signatura-9/28_9	1523 -	Spanish		2	5	queue	lopehurtado1523[read in part];sanchez1523[already solved];soria1523[read in part]	catalogue/decode-ranked.md	ours:queue
9495	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 480–481.	Madrid	BRAH_Signatura-9/28_8	1523 -	Spanish		2	5	queue	lopehurtado1523[read in part];sanchez1523[already solved];soria1523[read in part]	catalogue/decode-ranked.md	ours:queue
9494	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 478–479.	Madrid	BRAH_Signatura-9/28_7	1524 -	Spanish		2	5	queue	lopehurtado1523[read in part];sanchez1523[already solved];soria1523[read in part]	catalogue/decode-ranked.md	ours:queue
9493	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 449–455.	Madrid	BRAH_Signatura-9/28_6	1523 -	Spanish		7	5	queue	lopehurtado1523[read in part];sanchez1523[already solved];soria1523[read in part]	catalogue/decode-ranked.md	ours:queue
9492	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 443–448.	Madrid	BRAH_Signatura-9/28_5	1523 -	Spanish		6	5	queue	lopehurtado1523[read in part];sanchez1523[already solved];soria1523[read in part]	catalogue/decode-ranked.md	ours:queue
9491	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 440–442.	Madrid	BRAH_Signatura-9/28_4	1523 -	Spanish		3	5	queue	lopehurtado1523[read in part];sanchez1523[already solved];soria1523[read in part]	catalogue/decode-ranked.md	ours:queue
9490	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 252–253.	Madrid	BRAH_Signatura-9/28_3	1523 -	Spanish		2	5	queue	lopehurtado1523[read in part];sanchez1523[already solved];soria1523[read in part]	catalogue/decode-ranked.md	ours:queue
9489	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 250–251.	Madrid	BRAH_Signatura-9/28_2	1523 -	Spanish		2	5	queue	lopehurtado1523[read in part];sanchez1523[already solved];soria1523[read in part]	catalogue/decode-ranked.md	ours:queue
9488	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 248–249.	Madrid	BRAH_Signatura-9/28_1	1523 -	Spanish		2	5	queue	lopehurtado1523[read in part];sanchez1523[already solved];soria1523[read in part]	catalogue/decode-ranked.md	ours:queue
9487	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/17, f. 31–33.	Madrid	BRAH_Signatura-9/17_1	1517 -	Spanish		4	5		soria1527[already solved]		bourdeau:soria1527
9482	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Mélanges de Colbert 11, f 479.	Paris	BnF_Mélanges-de-Colbert-11_1	1654 -	French		6	5				none
9462	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3829, no. 38, f. 89.	Paris	BnF_Français 3829_2	1629 -	French		2	5		richelieu[already solved]	SHORTLIST.md;TARGETS.md	bourdeau:richelieu
9461	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3829, no. 37, f. 87.	Paris	BnF_Français 3829_1	1629 -	French		1	5		richelieu[already solved]	SHORTLIST.md;TARGETS.md	bourdeau:richelieu
9460	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3623, no. 78, f. 111.	Paris	BnF_Français 3623_9	1591 -	French		1	5	queue	champagne1590[read in part]		ours:queue
9459	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3623, no. 60, f. 88.	Paris	BnF_Français 3623_8	1590 -	French	French	2	5	queue	champagne1590[read in part]		ours:queue
9451	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3621, no. 116, f. 130.	Paris	BnF_Français 3621_8	1592 -	French		1	5	fr20140-danzay-1557;lorraine377-breval	blancmesnil[offline only];dinteville1592[not read];lorraine1592[read in part]		ours:fr20140-danzay-1557
9449	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3621, no. 97, f. 109.	Paris	BnF_Français 3621_6	1592 -	French		1	5	fr20140-danzay-1557;lorraine377-breval	blancmesnil[offline only];dinteville1592[not read];lorraine1592[read in part]		ours:fr20140-danzay-1557
9436	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF),Français 3616, no 64.	Paris	BnF_Français-3616_4	1500 - 1599	French		1	5		blancmesnil[offline only]		bourdeau:blancmesnil
9426	Non-decrypted	Cipher	München ,Bavaria Main State Archive, Kurbayern Äußeres Archiv 4591 f 281.	München	BayHStA_KAA_4591_281	1619 -	...		10	5		ferdinand1619[read]		bourdeau:ferdinand1619
9409	Non-decrypted	Cipher	München ,Bavaria Main State Archive, Kurbayern Äußeres Archiv 4591 f 240-243.	München	BayHStA_KAA_4591_240	1475 - 1625			8	5		kaa4591[read in part];sperantio1534[read in part]		bourdeau:kaa4591
9367	Non-decrypted	Cipher	München ,Bavaria Main State Archive, Kurbayern Äußeres Archiv 4591 f 169.	München	BayHStA_KAA_4591_169	1475 - 1625	...		1	5		kaa4591[read in part]		bourdeau:kaa4591
9325	Non-decrypted	Cipher	München ,Bavaria Main State Archive, Kurbayern Äußeres Archiv 4591 f 129.	München	BayHStA_KAA_4591_129	1475 - 1625			3	5		kaa4591[read in part]		bourdeau:kaa4591
9319	Non-decrypted	Cipher	München ,Bavaria Main State Archive, Kurbayern Äußeres Archiv 4591 f 96-114.	München	BayHStA_KAA_4591_096	1475 - 1625			17	5		kaa4591[read in part]		bourdeau:kaa4591
9291	Non-decrypted	Cipher	München ,Bavaria Main State Archive, Kurbayern Äußeres Archiv 4591 f 36.	München	BayHStA_KAA_4591_036	1475 - 1625			1	5		kaa4591[read in part]		bourdeau:kaa4591
9256	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 172.	London	BL_Add_MS_4136_172	1559 -			1	5	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9255	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 169-171.	London	BL_Add_MS_4136_169	1560 - 1562			3	5	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9254	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 167-168.	London	BL_Add_MS_4136_167	1562 - 1564			2	5	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9253	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 166.	London	BL_Add_MS_4136_166	1564 -			1	5	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9252	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 163-165.	London	BL_Add_MS_4136_163	1562 - 1564			3	5	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9251	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 161-163.	London	BL_Add_MS_4136_161	1567 -			3	5	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9250	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 159-161.	London	BL_Add_MS_4136_159	1563 - 1567			3	5	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9249	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 158.	London	BL_Add_MS_4136_158	1562 -			1	5	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9248	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 157.	London	BL_Add_MS_4136_157_2	1562 -			1	5	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9247	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 157.	London	BL_Add_MS_4136_157	1563 -			1	5	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9246	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 155-157.	London	BL_Add_MS_4136_155	1563 -			3	5	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9245	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 153-155.	London	BL_Add_MS_4136_153	1563 -			3	5	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9244	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 151-153.	London	BL_Add_MS_4136_151	1562 -			3	5	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9243	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 150-151.	London	BL_Add_MS_4136_150	1562 -			2	5	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9242	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 149-150.	London	BL_Add_MS_4136_149	1562 -			2	5	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9241	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 148-149.	London	BL_Add_MS_4136_148	1563 -			2	6	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9240	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 146-148.	London	BL_Add_MS_4136_146	1562 -			3	6	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9239	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 143-146.	London	BL_Add_MS_4136_143	1562 -			4	6	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9238	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 142-143.	London	BL_Add_MS_4136_142	1562 -			2	6	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9237	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 141-142.	London	BL_Add_MS_4136_141	1562 -			2	6	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9236	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 140.	London	BL_Add_MS_4136_140	1562 - 1563			1	6	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9235	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 138-139.	London	BL_Add_MS_4136_138	1563 -			2	6	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9234	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 136-138.	London	BL_Add_MS_4136_136	1563 -			3	6	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9233	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 135-136.	London	BL_Add_MS_4136_135	1562 -			2	6	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9232	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 134-135.	London	BL_Add_MS_4136_134_2	1562 -			2	6	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9231	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 134.	London	BL_Add_MS_4136_134	1562 -			1	6	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9230	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 133.	London	BL_Add_MS_4136_133	1562 -			1	6	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9229	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 129-133.	London	BL_Add_MS_4136_129	1562 -			5	6	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9228	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 123-129.	London	BL_Add_MS_4136_123	1562 -			7	6	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9227	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 122-123.	London	BL_Add_MS_4136_122	1559 -			2	6	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9226	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 120-122.	London	BL_Add_MS_4136_120	1559 -			3	6	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9225	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 118-120.	London	BL_Add_MS_4136_118	1559 -			3	6	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9224	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 116-118.	London	BL_Add_MS_4136_116	1559 -			3	6	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
9223	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 112-116.	London	BL_Add_MS_4136_112	1559 -			5	6	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
