id	status	record_type	holder_raw	city	shelfmark_code	date_range	cleartext_lang	plaintext_lang	number_of_pages	source_page
8529	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 167-168.	London	BL_Sloane_MS_3188_167	-			2	7
8528	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 166.	London	BL_Sloane_MS_3188_166	-			1	7
8527	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 165.	London	BL_Sloane_MS_3188_165	-			2	7
8526	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 164.	London	BL_Sloane_MS_3188_164	-			2	7
8525	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 163.	London	BL_Sloane_MS_3188_163	-			2	7
8524	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 162.	London	BL_Sloane_MS_3188_162	-			2	7
8523	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 160-161.	London	BL_Sloane_MS_3188_160	-			4	7
8522	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 158-159.	London	BL_Sloane_MS_3188_158	-			4	7
8521	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 156-157.	London	BL_Sloane_MS_3188_156	-			4	7
8520	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 155.	London	BL_Sloane_MS_3188_155	1594 -			2	7
8519	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 154.	London	BL_Sloane_MS_3188_154	-			2	7
8518	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 153.	London	BL_Sloane_MS_3188_153	-			2	7
8517	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 151-152.	London	BL_Sloane_MS_3188_151	-			2	7
8516	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 149-150.	London	BL_Sloane_MS_3188_149	-			4	7
8515	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 147-148.	London	BL_Sloane_MS_3188_147	-			4	7
8514	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 146.	London	BL_Sloane_MS_3188_146	-			2	7
8513	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 144-145.	London	BL_Sloane_MS_3188_144	-			4	7
8512	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 142-143.	London	BL_Sloane_MS_3188_142	-			4	7
8511	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 140-141.	London	BL_Sloane_MS_3188_140	-			4	7
8510	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 138-139.	London	BL_Sloane_MS_3188_138	-			4	7
8509	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 137.	London	BL_Sloane_MS_3188_137	1595 -			2	7
8508	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 114-115.	London	BL_Sloane_MS_3188_114	-			4	7
8507	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 112-113.	London	BL_Sloane_MS_3188_112	-			2	7
8506	Non-decrypted	Cipher	London ,British Library, Sloane MS 3188 f 109-111.	London	BL_Sloane_MS_3188_109	-			5	7
8505	Non-decrypted	Cipher	London ,British Library, Harley MS 1582 f 263-264.	London	BL_Harley_MS_1582_263	-	English?		4	7
8504	Non-decrypted	Cipher	London ,British Library, Harley MS 1582 f 76-77.	London	BL_Harley_MS_1582_076	1586 -	English		2	7
8501	Non-decrypted	Cipher	London ,British Library, Harley MS 1582 f 71-72.	London	BL_Harley_MS_1582_071	-	English		3	7
8500	Non-decrypted	Cipher	London ,British Library, Harley MS 1582 f 65-66.	London	BL_Harley_MS_1582_065	1586 -	English		2	7
8499	Non-decrypted	Cipher	London ,British Library, Harley MS 1582 f 8-10.	London	BL_Harley_MS_1582_008	1554 -	English?		4	7
8496	Non-decrypted	Cipher	London ,British Library, Harley MS 287 f 96-97.	London	BL_Harley_MS_287_096	1588 -	English		2	7
8495	Non-decrypted	Cipher	London ,British Library, Harley MS 287 f 92-93.	London	BL_Harley_MS_287_092	1588 -	English		2	7
8492	Non-decrypted	Cipher	London ,British Library, Harley MS 287 f 88.	London	BL_Harley_MS_287_088	1588 -	English	English	1	7
8490	Non-decrypted	Cipher	London ,British Library, Harley MS 287 f 80-81.	London	BL_Harley_MS_287_080	1588 -	English		2	7
8487	Non-decrypted	Cipher	London ,British Library, Harley MS 287 f 72v.	London	BL_Harley_MS_287_072v	1587 -	English		1	7
8485	Non-decrypted	Cipher	London ,British Library, Harley MS 287 f 71v.	London	BL_Harley_MS_287_071v	1587 -	English		1	7
8484	Non-decrypted	Cipher	London ,British Library, Harley MS 287 f 71r.	London	BL_Harley_MS_287_071r	1587 -	English		1	7
8483	Non-decrypted	Cipher	London ,British Library, Harley MS 287 f 70v.	London	BL_Harley_MS_287_070v	1587 -	English		1	7
8482	Non-decrypted	Cipher	London ,British Library, Harley MS 287 f 70r.	London	BL_Harley_MS_287_070r	1587 -	English		1	7
8477	Non-decrypted	Cipher	London ,British Library, Harley MS 287 f 11.	London	BL_Harley_MS_287_011	1560 - 1650	English		1	8
8476	Non-decrypted	Cipher	London ,British Library, Cotton MS Vespanian C III f 304.	London	BL_Cotton_MS_Vespanian_C_III_304	1526 -	English		3	8
8473	Non-decrypted	Cipher	London ,British Library, Cotton MS Vespanian C III f 245.	London	BL_Cotton_MS_Vespanian_C_III_245	1526 -	English		1	8
8472	Non-decrypted	Cipher	London ,British Library, Cotton MS Vespanian C III f 244.	London	BL_Cotton_MS_Vespanian_C_III_244	1526 -	English		2	8
8465	Non-decrypted	Cipher	London ,British Library, Cotton MS Vespanian C III f 238.	London	BL_Cotton_MS_Vespanian_C_III_238	1526 -	English		2	8
8462	Non-decrypted	Cipher	London ,British Library, Cotton MS Vespanian C III f 232.	London	BL_Cotton_MS_Vespanian_C_III_232	1526 -	English		2	8
8460	Non-decrypted	Cipher	London ,British Library, Cotton MS Vespanian C III f 229.	London	BL_Cotton_MS_Vespanian_C_III_229	1526 -	English		2	8
8459	Non-decrypted	Cipher	London ,British Library, Cotton MS Vespanian C III f 228.	London	BL_Cotton_MS_Vespanian_C_III_228	1526 -	English		2	8
8458	Non-decrypted	Cipher	London ,British Library, Cotton MS Vespanian C III f 227.	London	BL_Cotton_MS_Vespanian_C_III_227	1526 -	English		2	8
8447	Non-decrypted	Cipher	London ,British Library, Add MS 18982 f 134-135.	London	BL_Add_MS_18982_134	1648 -	English		3	8
8441	Non-decrypted	Cipher	London ,British Library, Add MS 18982 f 71.	London	BL_Add_MS_18982_071	1645 -	English		1	8
8433	Non-decrypted	Cipher	London ,British Library, Add MS 18982 f 51-52.	London	BL_Add_MS_18982_051	1645 -	English		1	8
8416	Non-decrypted	Cipher	London ,British Library, Cotton MS Galba B V f 40-41.	London	BL_Cotton_MS_Galba_B_V_040	1516 -	...	...	4	8
8364	Non-decrypted	Cipher	London ,British Library, Harley MS 260 f 419.	London	BL_Harley_MS_260_419	1572 -	...		2	8
8363	Non-decrypted	Cipher	London ,British Library, Harley MS 260 f 398-399.	London	BL_Harley_MS_260_398	1572 -	...		3	8
8362	Non-decrypted	Cipher	London ,British Library, Harley MS 260 f 395.	London	BL_Harley_MS_260_395	1572 -	...		1	8
8361	Non-decrypted	Cipher	London ,British Library, Harley MS 260 f 367.	London	BL_Harley_MS_260_367	1572 -	...		6	8
8360	Non-decrypted	Cipher	London ,British Library, Harley MS 260 f 365.	London	BL_Harley_MS_260_365	1572 -	...		1	8
8359	Non-decrypted	Cipher	London ,British Library, Harley MS 260 f 264.	London	BL_Harley_MS_260_264	1572 -	...		2	8
8358	Non-decrypted	Cipher	London ,British Library, Harley MS 260 f 262.	London	BL_Harley_MS_260_262	1572 -	...		2	8
8357	Non-decrypted	Cipher	London ,British Library, Harley MS 260 f 143-145.	London	BL_Harley_MS_260_143	1572 -	English		6	8
8356	Non-decrypted	Cipher	London ,British Library, Harley MS 260 f 112-113.	London	BL_Harley_MS_260_112	1571 -	English		2	8
8345	Non-decrypted	Cipher	London ,British Library, Add MS 32091 f 213-214.	London	BL_Add_MS_32091_213	1558 -	...		2	8
8342	Non-decrypted	Cipher	London ,British Library, Harley MS 6988 f 208.	London	BL_Harley_MS_6988_208	1648 -	English		1	8
7915	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), 1583, f 158.	Paris	BnF_1583_158	1446 -			1	8
7914	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), 1583, f 154.	Paris	BnF_1583_154	-			2	8
7913	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), 1583, f 152.	Paris	BnF_1583_152	1446 -	...		1	8
7912	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), 1583, f 151.	Paris	BnF_1583_151	1446 -	...		2	8
7911	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), 1583, f 148.	Paris	BnF_1583_148	1446 -	...		2	8
7910	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), 1583, f 147.	Paris	BnF_1583_147	1446 -	...		1	8
7909	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), 1583, f 143.	Paris	BnF_1583_143	-			1	8
7908	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), 1583, f 139.	Paris	BnF_1583_139	1446 -	...		1	8
7907	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), 1583, f 136.	Paris	BnF_1583_136	1446 -			1	8
7906	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), 1583, f 135.	Paris	BnF_1583_135	1446 -	...		1	8
7905	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), 1583, f 134.	Paris	BnF_1583_134	1446 -	...		1	8
7904	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), 1583, f 130.	Paris	BnF_1583_130	-			1	8
7903	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), 1583, f 112.	Paris	BnF_1583_112	1446 -	...		1	8
7902	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), 1583, f 110.	Paris	BnF_1583_110	1446 -			2	8
7901	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), 1583, f 90.	Paris	BnF_1583_090	1446 -	...		1	8
7900	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), 1583, f 89.	Paris	BnF_1583_089	1446 -	...		1	8
7899	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), 1583, f 75.	Paris	BnF_1583_075	1446 -			1	8
7898	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), italien 1583, f 68.	Paris	BnF_1583_068	-			1	8
7775	Non-decrypted	Cipher	London ,British Library, Stowe MS 166 f 111-112.	London	BL_Stowe_MS_166_111	1594 -	...		3	8
7774	Non-decrypted	Cipher	London ,British Library, Stowe MS 166 f 109-110.	London	BL_Stowe_MS_166_109	1594 -	...		3	8
7773	Non-decrypted	Cipher	London ,British Library, Stowe MS 166 f 60-61.	London	BL_Stowe_MS_166_060	1592 -	...		2	8
7772	Non-decrypted	Cipher	London ,British Library, Stowe MS 166 f 58-59.	London	BL_Stowe_MS_166_058	1592 -	...		3	8
7771	Non-decrypted	Cipher	London ,British Library, Stowe MS 166 f 56-57.	London	BL_Stowe_MS_166_056	1592 -	...		4	8
7770	Non-decrypted	Cipher	London ,British Library, Stowe MS 166 f 50-51.	London	BL_Stowe_MS_166_050	1592 -	...		4	8
7769	Non-decrypted	Cipher	London ,British Library, Harley MS 7003 f 314-315.	London	BL_Harley_MS_7003_315	1653 -	English		2	8
7768	Non-decrypted	Cipher	London ,British Library, Harley MS 7003 f 314.	London	BL_Harley_MS_7003_314	1652 -	English		2	8
7766	Non-decrypted	Cipher	London ,British Library, Harley MS 7001 f 148-149.	London	BL_Harley_MS_7001_148	1641 -	English		3	9
7762	Non-decrypted	Cipher	London ,British Library, Harley MS 6345 f 35-37.	London	BL_Harley_MS_6345_035v	1524 -	...		4	9
7761	Non-decrypted	Cipher	London ,British Library, Harley MS 6345 f 34-35.	London	BL_Harley_MS_6345_034v	1524 -	...		3	9
7760	Non-decrypted	Cipher	London ,British Library, Harley MS 6345 f 34.	London	BL_Harley_MS_6345_034	1523 -	...		1	9
7759	Non-decrypted	Cipher	London ,British Library, Harley MS 286 f 61.	London	BL_Harley_MS_286_061	1635 -			1	9
7707	Non-decrypted	Cipher	London ,British Library, Add MS 32287 f 37-40.	London	BL_Add_MS_32287_037	1716 - 1836		...	2	9
5029	Non-decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Windischgrätzů, inv. nr. 1433, karton nr. 202.	Klášter (by Nepomuk)	SOAP_Rd_Windischgraetz_inv.nr.1433_L._V._von_Windischgraetz_to_E._F._von_Windischgraetz_1721-11-18	1721 - 1721	German	German	8	9
5024	Non-decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Windischgrätzů, inv. nr. 5, book nr. 5., pp. 414-416	Klášter (by Nepomuk)	SOAP_Rd_Windischgraetz_inv.nr.5_Karl_VI._to_L._V._von_Windischgraetz_1722-04-11	1722 - 1722	German	German	3	9
5023	Non-decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Windischgrätzů, inv. nr. 5, book nr. 5., pp. 407-409	Klášter (by Nepomuk)	SOAP_Rd_Windischgraetz_inv.nr.5_Karl_VI._to_L._V._von_Windischgraetz_1720-07-24	1720 - 1720	German	German	3	9
5022	Non-decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Windischgrätzů, inv. nr. 5, book nr. 5., pp. 404-407	Klášter (by Nepomuk)	SOAP_Rd_Windischgraetz_inv.nr.5_Karl_VI._to_L._V._von_Windischgraetz_1720-04-13	1720 - 1720	German	German	4	9
5021	Non-decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Windischgrätzů, inv. nr. 694, karton nr. 5.	Klášter (by Nepomuk)	SOAP_Rd_Windischgraetz_inv.nr.694_Karl_VI._to_L._V._von_Windischgraetz_1720-04-13	1720 - 1720	German	German	4	9
5020	Non-decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Windischgrätzů, inv. nr. 5, book nr. 5., pp. 401-404	Klášter (by Nepomuk)	SOAP_Rd_Windischgraetz_inv.nr.5_Karl_VI._to_L._V._von_Windischgraetz_1720-02-03	1720 - 1720	German	German	4	9
5019	Non-decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Windischgrätzů, inv. nr. 694, karton nr. 5.	Klášter (by Nepomuk)	SOAP_Rd_Windischgraetz_inv.nr.694_Karl_VI._to_L._V._von_Windischgraetz_1720-02-03	1720 - 1720	German	German	4	9
4931	Non-decrypted	Cipher	London ,British Library, Cotton MS Caligula C II. f 277.	London	BL_Cotton_MS_Caligula_C_II_277	1569 - 1572	English?		2	9
4924	Non-decrypted	Cipher	London ,British Library, Add MS 32650, f 214-216.	London	BL_Add_MS_32650_214-216	1543 -			4	9
4921	Non-decrypted	Cipher	London ,British Library, Add MS 18983, f 14.	London	BL_Add_MS_18983_014	1645 -	English	English	1	9
4886	Non-decrypted	Cipher	London ,British Library, Add MS 4166, f 92-93.	London	BL_Add_MS_4166_092-093	1659 -	English	English	2	9
4878	Non-decrypted	Cipher	London ,British Library, Add MS 4107, f 184.	London	BL_Add_MS_4107_184	1711 - 1712	English	English	3	9
4860	Non-decrypted	Cipher	London ,British Library, Add MS 33591, f 248.	London	BL_Add_MS_33591_248	1559 -	English	English	1	9
4847	Non-decrypted	Cipher	London ,British Library, Add MS 33591, f 102-103.	London	BL_Add_MS_33591_102-103	1559 -	English	English	1	9
4844	Non-decrypted	Cipher	London ,British Library, Add MS 32657, f 194-195.	London	BL_Add_MS_32657_194-195	1585 -	English	English	2	9
4843	Non-decrypted	Cipher	London ,British Library, Add MS 32657, f 175-176.	London	BL_Add_MS_32657_175-176	1585 -	English	English	3	9
4842	Non-decrypted	Cipher	London ,British Library, Add MS 32657, f 173-174.	London	BL_Add_MS_32657_173-174	1547 - 1590	English	English	3	9
4841	Non-decrypted	Cipher	London ,British Library, Add MS 32657, f 167-168.	London	BL_Add_MS_32657_167-168	1585 -	English	English	3	9
4840	Non-decrypted	Cipher	London ,British Library, Add MS 32657, f 163-164.	London	BL_Add_MS_32657_163-164	1585 -	English	English	2	9
4839	Non-decrypted	Cipher	London ,British Library, Add MS 32657, f 140-141.	London	BL_Add_MS_32657_140-141	1585 -	English	English	2	9
4838	Non-decrypted	Cipher	London ,British Library, Add MS 32657, f 125-127.	London	BL_Add_MS_32657_125-127	1585 -	English	English	2	9
4817	Non-decrypted	Cipher	Zürich ,Zentralbibliothek Zürich, SCH R 201	Zürich	Mögling, 'Speculum sophicum rhodo-stauroticum'	1618 - 1618			1	9
4736	Non-decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Trauttmansdorffů, inv. nr. 200, karton nr. 9.	Klášter (by Nepomuk)	SOAP_Rd_Trauttmansdorff_inv.nr.200_Kurtz_to_Trauttmansdorff_1639-04-14	1639 - 1639	German	German	3	9
4734	Non-decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Trauttmansdorffů, inv. nr. 200, karton nr. 9.	Klášter (by Nepomuk)	SOAP_Rd_Trauttmansdorff_inv.nr.200_Kurtz_to_Trauttmansdorff_1639-04-08	1639 - 1639	German	German	5	9
4645	Non-decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Trauttmansdorffů, inv. nr. 200, karton nr. 9.	Klášter (by Nepomuk)	SOAP_Rd_Trauttmansdorff_inv.nr.200_Kurtz_to_Trauttmansdorff_1639-02-13	1639 - 1639	German	German	4	9
4625	Non-decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Trauttmansdorffů, inv. nr. 200, karton nr. 9.	Klášter (by Nepomuk)	SOAP_Rd_Trauttmansdorff_inv.nr.200_Kurtz_to_Trauttmansdorff_1639-02-10	1639 - 1639	German	German	9	9
4502	Non-decrypted	Cipher	Strassburg ,Embassy of the Free Mind	Strassburg	Johann Valentin Andreae, 'Chymische Hochzeit Christiani Rosenkreutz'	1616 - 1616		German	4	9
4450	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France (BnF), Français 20506, f.136	Paris	BnF_fr20506_f136	1525 - 1550			5	9
4350	Non-decrypted	Cipher	Stockholm ,National Library of Sweden	Stockholm	National Library of Sweden Baron von Görtz	1717 - 1721			4	9
4349	Non-decrypted	Cipher	Uppsala ,Carolina Rediviva	Uppsala	Carolina-Rediviva-Uppsala-C513-Sequentiarium	-			1	9
4341	Non-decrypted	Cipher	Stockholm ,Riksarkivet, The National Archives of Sweden	Stockholm	Oxenstiernska_samlingen_E_708-4	1646 -			2	9
4340	Non-decrypted	Cipher	Stockholm ,Riksarkivet, The National Archives of Sweden	Stockholm	Oxenstiernska_samlingen_E_708-3	1646 -			3	9
4339	Non-decrypted	Cipher	Stockholm ,Riksarkivet, The National Archives of Sweden	Stockholm	Oxenstiernska_samlingen_E_708-2	1646 -			4	9
4338	Non-decrypted	Cipher	Stockholm ,Riksarkivet, The National Archives of Sweden	Stockholm	Oxenstiernska_samlingen_E_708-1	1646 -			3	9
4337	Non-decrypted	Cipher	Stockholm ,Riksarkivet, The National Archives of Sweden	Stockholm	Riksarkivet_Rusdorff_Oxenstierna_1628-5	1628 -			3	9
4336	Non-decrypted	Cipher	Stockholm ,Riksarkivet, The National Archives of Sweden	Stockholm	Riksarkivet_Rusdorff_Oxenstierna_1628-4	1628 -			2	9
4335	Non-decrypted	Cipher	Stockholm ,Riksarkivet, The National Archives of Sweden	Stockholm	Riksarkivet_Rusdorff_Oxenstierna_1628-3	1628 -			3	9
4334	Non-decrypted	Cipher	Stockholm ,Riksarkivet, The National Archives of Sweden	Stockholm	Riksarkivet_Rusdorff_Oxenstierna_1628-2	1628 -			3	9
4333	Non-decrypted	Cipher	Stockholm ,Riksarkivet, The National Archives of Sweden	Stockholm	Riksarkivet_Rusdorff_Oxenstierna_1628-1	1628 -			4	9
4306	Non-decrypted	Cipher	Stockholm ,Riksarkivet, The National Archives of Sweden	Stockholm	Chifferklaver_låda_II_133	1600 - 1699			3	9
4289	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3975 fol. 101.	Paris	BNF_Français_3975_101	1587 -	French	French?	4	9
4286	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3975 fol. 30.	Paris	BNF_Français_3975_030	1587 -	French	French?	1	9
4285	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3975 fol. 28.	Paris	BNF_Français_3975_028	1587 -	French	French?	2	9
4284	Non-decrypted	Cipher	Stockholm ,Riksarkivet, The National Archives of Sweden	Stockholm	Chifferklaver_låda_II_114	1600 - 1699	Latin		2	9
4282	Non-decrypted	Cipher	Stockholm ,Riksarkivet, The National Archives of Sweden	Stockholm	Chifferklaver_låda_II_113	1600 - 1699			3	10
4279	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3138 fol. 059.	Paris	BNF_Français_3138_059	1551 -	French	French?	5	10
4274	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3138 fol. 021.	Paris	BNF_Français_3138_021	1556 -	French	French?	5	10
4273	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3096 fol. 123.	Paris	BNF_Français_3096_123	1528 -	Italian	Italian?	1	10
4269	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3096 fol. 121.	Paris	BNF_Français_3096_121	1528 -	Italian	Italian?	3	10
4267	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3096 fol. 119.	Paris	BNF_Français_3096_119	1528 -	Italian	Italian?	3	10
4258	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3096 fol. 115.	Paris	BNF_Français_3096_115	1528 -	Italian	Italian?	4	10
4256	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3096 fol. 91.	Paris	BNF_Français_3096_091	1529 -	Italian	Italian	1	10
4254	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3077 fol. 145.	Paris	BNF_Français_3077_145	1626 - 1629	French	French?	3	10
4251	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3071 fol. 17.	Paris	BNF_Français_3071_017	1537 -	French	French	1	10
4249	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3070 fol. 81.	Paris	BNF_Français_3070_081	1530 -	Italian	Italian?	2	10
4248	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3053 fol. 85.	Paris	BNF_Français_3053_085	1536 -	French	French?	3	10
4247	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3053 fol. 77.	Paris	BNF_Français_3053_077	1536 -	French	French?	4	10
4232	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3045 fol. 42.	Paris	BNF_Français_3045_042	1536 -	French	French?	14	10
4230	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3045 fol. 28.	Paris	BNF_Français_3045_028	1528 -	Italian	Italian?	1	10
4229	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3040 fol. 68.	Paris	BNF_Français_3040_068	1526 - 1529	French	French?	4	10
4227	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3040 fol. 18.	Paris	BNF_Français_3040_018	1520 - 1539	French	French	3	10
4226	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3040 fol. 16.	Paris	BNF_Français_3040_016	1529 -	French	French	1	10
4224	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3034 fol. 156.	Paris	BNF_Français_3034_156	1520 - 1529	Italian	Italian	4	10
4223	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3034 fol. 154.	Paris	BNF_Français_3034_154	1528 -	Italian	Italian	2	10
4176	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3979 fol. 92.	Paris	BNF_Français_3979_092	1590 -	Italian		4	10
4167	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 15564 fol. 151.	Paris	BNF_Français_15564_151	1587 -	French	French?	1	10
4165	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 15564 fol. 142.	Paris	BNF_Français_15564_142	1587 -	French	French?	1	10
4162	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 15564 fol. 119.	Paris	BNF_Français_15564_119	1587 -		French?	1	10
4158	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 15564 fol. 78.	Paris	BNF_Français_15564_078	1587 -	French		1	10
4157	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 15564 fol. 30.	Paris	BNF_Français_15564_030	1587 -	French		9	10
4155	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 15564 fol. 27.	Paris	BNF_Français_15564_027	1587 -	French		1	10
3816	Non-decrypted	Cipher	Stockholm ,The Swedish National Archive, Riksarkivet	Stockholm	Oxenstierna	1637 -	German		3	10
3815	Non-decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Trauttmansdorffů, inv. nr. 200, karton nr. 9.	Klášter (by Nepomuk)	SOAP_Rd_Trauttmansdorff_inv.nr.200_Kurtz_to_Trauttmansdorff_1639-02-06	1639 - 1639	German	German	5	10
3814	Non-decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Trauttmansdorffů, inv. nr. 200, karton nr. 9.	Klášter (by Nepomuk)	SOAP_Rd_Trauttmansdorff_inv.nr.200_Kurtz_to_Trauttmansdorff_1639?	1639 - 1639	German	German	8	10
3813	Non-decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Trauttmansdorffů, inv. nr. 200, karton nr. 9.	Klášter (by Nepomuk)	SOAP_Rd_Trauttmansdorff_inv.nr.200_Kurtz_to_Trauttmansdorff_1639-01-27	1639 - 1639	German	German	38	10
3812	Non-decrypted	Cipher	Klášter (by Nepomuk) ,Státní oblastní archiv v Plzni, pracoviště Klášter u Nepomuka, Rodinný archiv Trauttmansdorffů, inv. nr. 200, karton nr. 9.	Klášter (by Nepomuk)	SOAP_Rd_Trauttmansdorff_inv.nr.200_Kurtz_to_Trauttmansdorff_1638-02-03	1638 - 1638	German	German	25	10
3789	Non-decrypted	Cipher	Florence ,Florence State Archives	Florence	Dieci_di_Balia_Responsive_22_244	1401 - 1500	Latin		2	10
