line	pos	group	conf	gloss
BLA191_p5_L11	4	575	H	
BLA191_p5_L11	5	585	H	
BLA191_p5_L11	6	758	M	
BLA191_p5_L11	7	943	H	
BLA191_p5_L11	8	1152	H	
BLA191_p5_L11	9	623	H	
BLA191_p5_L11	10	1013	H	
BLA191_p5_L11	11	387	M	
BLA191_p5_L12	1	580	H	
BLA191_p5_L12	2	1018	H	
BLA191_p5_L12	3	26	H	
BLA191_p5_L12	4	591	H	
BLA191_p5_L12	5	1185	H	
BLA191_p5_L12	6	275	M	
BLA191_p5_L12	7	659	H	
BLA191_p5_L12	8	585	H	
BLA191_p5_L12	9	758	M	
BLA191_p5_L12	10	942	H	
BLA191_p5_L12	11	754	M	
BLA191_p5_L12	12	163	H	
BLA191_p5_L13	1	694	H	
BLA191_p5_L13	2	282	H	
BLA191_p5_L13	3	702	M	
BLA191_p5_L13	4	357	M	
BLA191_p5_L13	5	932	H	
BLA191_p5_L13	6	816	H	
BLA191_p5_L13	7	835	H	
BLA191_p5_L13	8	691	H	
BLA191_p5_L13	9	222	H	
BLA190_p6_L01	1	387	H	et
BLA190_p6_L01	2	922	H	qui
BLA190_p6_L01	3	38	H	au
BLA190_p6_L01	4	674	H	lieu
BLA190_p6_L01	5	278	H	De
BLA190_p6_L01	6	271	H	D'
BLA190_p6_L01	7	406	H	employ-
BLA190_p6_L01	8	384	H	-er
BLA190_p6_L01	9	28	H	au
BLA190_p6_L01	10	131	M	struck
BLA190_p6_L01	11	909	H	public
BLA190_p6_L01	12	659	H	l'
BLA190_p6_L02	1	43	H	accor
BLA190_p6_L02	2	929	H	qu'il
BLA190_p6_L02	3	695	H	me
BLA190_p6_L02	4	1150	H	vo--t
BLA190_p6_L02	5	595	H	avoir
BLA190_p6_L02	6	67	H	auprez
BLA190_p6_L02	7	106	H	De
BLA190_p6_L02	8	278	H	monsieur
BLA190_p6_L02	9	737	H	Pa-
BLA190_p6_L02	10	822	H	ti-
BLA190_p6_L02	11	1109	H	g-
BLA190_p6_L02	12	506	H	
BLA190_p6_L03	1	758	H	no
BLA190_p6_L04	1	1020	H	Si
BLA190_p6_L04	2	580	H	Je
BLA190_p6_L04	3	842	H	puis
BLA190_p6_L04	4	169	H	com-
BLA190_p6_L04	5	821	H	-p-
BLA190_p6_L04	6	1107	M	-ter
BLA190_p6_L04	7	1033	H	sur
BLA190_p6_L04	8	932	H	quelque
BLA190_p6_L04	9	34	H	ar-
BLA190_p6_L04	10	508	H	-ge-
BLA190_p6_L04	11	754	M	-n
BLA190_p6_L05	1	1099	H	t
BLA190_p6_L05	2	278	H	De
BLA190_p6_L05	3	1176	H	votre
BLA190_p6_L05	4	851	H	part
BLA190_p6_L05	5	823	H	par
BLA190_p6_L05	6	54	H	affection
BLA190_p6_L05	7	381	M	en
BLA190_p6_L05	8	113	H	ayant
BLA190_p6_L05	9	533	H	grand
BLA190_p6_L05	10	136	H	besoin
BLA190_p6_L05	11	588	H	il
BLA190_p6_L06	1	756	H	ne
BLA190_p6_L06	2	1017	H	se-
BLA190_p6_L06	3	942	H	-ra
BLA190_p6_L06	4	833	H	point
BLA190_p6_L06	5	869	H	perdu
BLA190_p6_L06	6	719	H	marque-
BLA190_p6_L06	7	1013	H	-s
BLA190_p6_L06	8	702	M	moi
BLA190_p6_L06	9	1033	H	sur
BLA190_p6_L06	10	928	H	qui
BLA190_p6_L06	11	580	H	Je
BLA190_p6_L07	1	842	H	puis
BLA190_p6_L07	2	1109	H	ti-
BLA190_p6_L07	3	943	H	-vre-
BLA190_p6_L07	4	941	H	-r
BLA190_p6_L07	5	38	H	au
BLA190_p6_L07	6	880	H	plustot
