line	idx	token	conf	briefnr
4615_L18	10	40		4615
4615_L18	11	29		4615
4615_L18	12	62		4615
4615_L18	13	37		4615
4615_L18	14	102		4615
4615_L18	15	9		4615
4615_L18	16	4		4615
4615_L18	17	28		4615
4615_L18	18	76		4615
4615_L18	19	37		4615
4615_L18	20	81		4615
4615_L18	21	26		4615
4615_L18	22	7		4615
4615_L18	23	39		4615
4615_L19	1	31		4615
4615_L19	2	22		4615
4615_L19	3	8		4615
4615_L19	4	102		4615
4615_L19	5	29		4615
4615_L19	6	13		4615
4615_L19	7	105		4615
4615_L19	8	82		4615
4615_L19	9	72		4615
4615_L19	10	94		4615
4615_L19	11	26		4615
4615_L19	12	77		4615
4615_L19	13	83		4615
4615_L19	14	326		4615
4615_L19	15	16		4615
4615_L19	16	37		4615
4615_L19	17	81		4615
4615_L19	18	83		4615
4615_L19	19	3		4615
4615_L19	20	12		4615
4615_L19	21	61		4615
4615_L19	22	26		4615
4615_L19	23	29		4615
4615_L20	1	61		4615
4615_L20	2	2		4615
4615_L20	3	31		4615
4615_L20	4	3		4615
4615_L20	5	6		4615
4615_L20	6	40		4615
4615_L20	7	29		4615
4615_L20	8	14		4615
4615_L20	9	7		4615
4615_L20	10	39		4615
4615_L20	11	111		4615
4615_L20	12	21		4615
4615_L20	13	102		4615
4615_L20	14	8		4615
4615_L20	15	2		4615
4615_L20	16	27		4615
4615_L20	17	82		4615
4615_L20	18	117		4615
4615_L20	19	13		4615
4615_L20	20	6		4615
4615_L20	21	21		4615
4615_L20	22	31		4615
4615_L20	23	84		4615
4615_L21	1	121		4615
4615_L21	2	272		4615
4615_L21	3	12		4615
4615_L21	4	7		4615
4615_L21	5	35		4615
4615_L21	6	21		4615
4615_L21	7	61		4615
4615_L21	8	39		4615
4615_L21	9	33		4615
4615_L21	10	62		4615
4615_L21	11	2		4615
4615_L21	12	33		4615
4615_L21	13	26		4615
4615_L21	14	102		4615
4615_L21	15	82		4615
4615_L21	16	40		4615
4615_L21	17	8		4615
4615_L21	18	39		4615
4615_L21	19	28		4615
4615_L21	20	33		4615
4615_L21	21	24		4615
4615_L21	22	7		4615
4615_L22	1	40		4615
4615_L22	2	36		4615
4615_L22	3	81		4615
4615_L22	4	27		4615
4615_L22	5	112		4615
4615_L22	6	61		4615
4615_L22	7	28		4615
4615_L22	8	71		4615
4615_L22	9	96		4615
4615_L22	10	9		4615
4615_L22	11	26		4615
4615_L22	12	82		4615
4615_L22	13	86		4615
4615_L22	14	61		4615
4615_L22	15	101		4615
4615_L22	16	26		4615
4615_L22	17	62		4615
4615_L22	18	66		4615
4615_L22	19	112		4615
4615_L22	20	82		4615
4615_L22	21	122		4615
4615_L22	22	121	M	4615
4615_L23	1	36		4615
4615_L23	2	6		4615
4615_L23	3	39		4615
4615_L23	4	28		4615
4615_L23	5	3		4615
4615_L23	6	7		4615
4615_L23	7	40		4615
4615_L23	8	30		4615
4615_L23	9	12		4615
4615_L23	10	6		4615
4615_L23	11	37		4615
4615_L23	12	113		4615
4615_L23	13	7		4615
4615_L23	14	113		4615
4615_L23	15	21		4615
4615_L23	16	102		4615
4615_L23	17	82		4615
4615_L23	18	27		4615
4615_L23	19	61		4615
4615_L23	20	26		4615
4615_L23	21	30		4615
4615_L23	22	104		4615
4615_L23	23	27		4615
4615_L23	24	31		4615
4615_L23	25	81		4615
4615_L23	26	22		4615
4615_L24	1	w:et		4615
4615_L24	2	76		4615
4615_L24	3	81		4615
4615_L24	4	13		4615
4615_L24	5	101		4615
4615_L24	6	82		4615
4615_L24	7	72		4615
4615_L24	8	83		4615
4615_L24	9	26		4615
4615_L24	10	w:et		4615
4615_L24	11	77		4615
4615_L24	12	82		4615
4615_L24	13	91		4615
4615_L24	14	6		4615
4615_L24	15	37		4615
4615_L24	16	26		4615
4615_L24	17	91		4615
4615_L24	18	82		4615
4615_L24	19	2		4615
4615_L24	20	27		4615
4615_L24	21	121		4615
4615_L24	22	78		4615
4615_L24	23	84		4615
4615_L25	1	79		4615
4615_L25	2	82		4615
4615_L25	3	112		4615
4615_L25	4	65		4615
4615_L25	5	w:nous		4615
4615_L25	6	w:avons		4615
4615_L25	7	w:eu		4615
4615_L25	8	w:les		4615
4615_L25	9	w:nouvelles		4615
4615_L25	10	w:que		4615
4615_L25	11	w:Rittmeister		4615
4615_L25	12	w:Schenck		4615
4615_L25	13	w:et		4615
4615_L25	14	w:encores		4615
4615_L25	15	w:par		4615
4615_L25	16	w:dela		4615
4615_L25	17	w:en		4615
4615_L25	18	w:voz		4615
4615_L25	19	w:quartiers		4615
4615_L25	20	w:je		4615
4615_L25	21	w:vous		4615
4615_L25	22	w:supplie		4615
4615_L25	23	w:de		4615
4615_L25	24	w:nous		4615
4615_L25	25	w:mander		4615
4615_L25	26	w:s'il		4615
4615_L25	27	w:est		4615
4615_L25	28	w:ainsi		4615
4615_L25	29	w:ou		4615
4615_L25	30	w:non		4615
4615_L26	1	w:sur		4615
4615_L26	2	w:ce		4615
4615_L26	3	w:ferai		4615
4615_L26	4	w:la		4615
4615_L26	5	w:fin		4615
4615_L26	6	w:priant		4615
4615_L26	7	w:le		4615
4615_L26	8	w:tout		4615
4615_L26	9	w:puissant		4615
4615_L26	10	w:vous		4615
4615_L26	11	w:donner		4615
