briefnr	line	idx	token	plain	block	status
4615	4615_L03	1	16	q	q	match
4615	4615_L03	2	40	u	u	match
4615	4615_L03	3	85	e	e	match
4615	4615_L03	4	111	l	l	match
4615	4615_L03	5	63	a	a	match
4615	4615_L03	6	12	p	p	match
4615	4615_L03	7	112	l	l	match
4615	4615_L03	8	39	u	u	match
4615	4615_L03	9	23	s	r	conflict
4615	4615_L03	10	91	g	g	match
4615	4615_L03	11	21	r	r	match
4615	4615_L03	12	64	a	a	match
4615	4615_L03	13	3	n	n	match
4615	4615_L03	14	76	d	d	match
4615	4615_L03	15	81	e	e	match
4615	4615_L03	16	13	p	p	match
4615	4615_L03	17	64	a	a	match
4615	4615_L03	18	22	r	r	match
4615	4615_L03	19	33	t	t	match
4615	4615_L03	20	107		k	null
4615	4615_L03	21	88		f	null
4615	4615_L03	22	71	i	c	conflict
4615	4615_L03	23	82	e	e	match
4615				s		plain-only
4615	4615_L04	1	82	e	e	match
4615	4615_L04	2	4	n	n	match
4615	4615_L04	3	21	r	r	match
4615	4615_L04	4	85	e	e	match
4615	4615_L04	5	31	t	t	match
4615	4615_L04	6	8	o	o	match
4615	4615_L04	7	37	u	u	match
4615	4615_L04	8	24	r	r	match
4615	4615_L04	9	5	n	n	match
4615	4615_L04	10	81	e	e	match
4615	4615_L04	11	77	d	d	match
4615	4615_L04	12	83	e	e	match
4615	4615_L04	13	87	f	f	match
4615	4615_L04	14	61	a	a	match
4615	4615_L04	15	72	c	c	match
4615	4615_L04	16	9	o	o	match
4615	4615_L04	17	4	n	n	match
4615	4615_L04	18	17	q	q	match
4615	4615_L04	19	38	u	u	match
4615	4615_L04	20	81	e	e	match
4615	4615_L04	21	2	n	n	match
4615	4615_L04	22	6	o	o	match
4615	4615_L04	23	40	u	u	match
4615	4615_L04	24	27	s	s	match
4615				n		plain-only
4615	4615_L05	1	84	e	e	match
4615	4615_L05	2	28	s	s	match
4615				t		plain-only
4615				o		plain-only
4615				i		plain-only
4615	4615_L05	3	33	t	t	match
4615	4615_L05	4	13	p	p	match
4615	4615_L05	5	8	o	o	match
4615	4615_L05	6	27	s	s	match
4615	4615_L05	7	30	s	s	match
4615	4615_L05	8	102	i	i	match
4615	4615_L05	9	66	b	b	match
4615	4615_L05	10	113	l	l	match
4615	4615_L05	11	82	e	e	match
4615	4615_L05	12	79	d	d	match
4615	4615_L05	13	81	e	e	match
4615	4615_L05	14	76	d	d	match
4615	4615_L05	15	83	e	e	match
4615	4615_L05	16	117	m	m	match
4615	4615_L05	17	8	o	o	match
4615				u		plain-only
4615	4615_L05	18	25	r	r	match
4615	4615_L05	19	82	e	e	match
4615	4615_L05	20	21	r	r	match
4615	4615_L05	21	121			null
4615	4615_L05	22	132			null
4615	4615_L05	23	12		p	null
4615	4615_L06	1	15	p	p	match
4615	4615_L06	2	114	l	l	match
4615	4615_L06	3	36	u	u	match
4615	4615_L06	4	28	s	s	match
4615	4615_L06	5	115	l	l	match
4615	4615_L06	6	10	o	o	match
4615	4615_L06	7	5	n	n	match
4615	4615_L06	8	94	g	g	match
4615	4615_L06	9	31	t	t	match
4615	4615_L06	10	81	e	e	match
4615	4615_L06	11	120	m	m	match
4615	4615_L06	12	19	p	q	conflict
4615	4615_L06	13	26	s	s	match
4615	4615_L06	14	82	e	e	match
4615	4615_L06	15	3	n	n	match
4615	4615_L06	16	74	c	c	match
4615	4615_L06	17	83	e	e	match
4615	4615_L06	18	28	s	s	match
4615	4615_L06	19	34	q	t	conflict
4615	4615_L06	20	71	u	c	conflict
4615	4615_L06	21	62	a	a	match
4615	4615_L06	22	23	r	r	match
4615	4615_L07	1	33	t	t	match
4615	4615_L07	2	102	i	i	match
4615	4615_L07	3	82	e	e	match
4615				r		plain-only
4615	4615_L07	4	26	s	s	match
4615	4615_L07	5	4	n	n	match
4615	4615_L07	6	8	o	o	match
4615	4615_L07	7	40	u	u	match
4615	4615_L07	8	30	s	s	match
4615	4615_L07	9	61	a	a	match
4615	4615_L07	10	31	t	t	match
4615	4615_L07	11	35	t	t	match
4615	4615_L07	12	62	e	a	conflict
4615	4615_L07	13	2	n	n	match
4615	4615_L07	14	77	d	d	match
4615	4615_L07	15	83		e	null
4615	4615_L07	16	24	r	r	match
4615	4615_L07	17	10	o	o	match
4615	4615_L07	18	1	n	n	match
4615	4615_L07	19	29	s	s	match
4615	4615_L07	20	84	e	e	match
4615	4615_L07	21	2	n	n	match
4615	4615_L07	22	11	c	p	conflict
4615	4615_L07	23	6	o	o	match
4615				i		plain-only
4615	4615_L07	24	2	r	n	conflict
4615	4615_L08	1	83	e	e	match
4615	4615_L08	2	27	s	s	match
4615	4615_L08	3	61	a	a	match
4615	4615_L08	4	40	u	u	match
4615	4615_L08	5	12	p	p	match
4615	4615_L08	6	113	l	l	match
4615	4615_L08	7	36	u	u	match
4615	4615_L08	8	21	s	r	conflict
4615	4615_L08	9	114	l	l	match
4615	4615_L08	10	6	o	o	match
4615	4615_L08	11	2	n	n	match
4615	4615_L08	12	93	g	g	match
4615	4615_L08	13	76	d	d	match
4615	4615_L08	14	81	e	e	match
4615	4615_L08	15	78	d	d	match
4615				e		plain-only
4615	4615_L08	16	40	u	u	match
4615	4615_L08	17	85		e	null
4615	4615_L08	18	27	x	s	conflict
4615	4615_L08	19	101	i	i	match
4615	4615_L08	20	1	o	n	conflict
4615	4615_L08	21	39	u	u	match
4615	4615_L08	22	21	r	r	match
4615	4615_L08	23	27	s	s	match
4615	4615_L09	1	62	a	a	match
4615	4615_L09	2	13	p	p	match
4615	4615_L09	3	21	r	r	match
4615	4615_L09	4	82	e	e	match
4615	4615_L09	5	26	s	s	match
4615	4615_L09	6	2	n	n	match
4615	4615_L09	7	9	o	o	match
4615	4615_L09	8	40		u	null
4615	4615_L09	9	27	z	s	conflict
4615	4615_L09	10	87	f	f	match
4615	4615_L09	11	21	r	r	match
4615	4615_L09	12	61	a	a	match
4615	4615_L09	13	3	n	n	match
4615	4615_L09	14	71	c	c	match
4615				h		plain-only
4615	4615_L09	15	6	o	o	match
4615				i		plain-only
4615				s		plain-only
4615	4615_L09	16	w:Si	si		clear
4615				t		plain-only
4615				o		plain-only
4615				u		plain-only
4615				t		plain-only
4615				e		plain-only
4615				s		plain-only
4615				f		plain-only
4615				o		plain-only
4615				i		plain-only
4615				s		plain-only
4615				c		plain-only
4615				e		plain-only
4615				u		plain-only
4615				l		plain-only
4615				x		plain-only
4615	4615_L09	17	w:en			clear-unmatched
4615	4615_L09	18	w:cas			clear-unmatched
4615	4615_L09	19	w:que	que		clear
4615	4615_L09	20	2	n	n	match
4615	4615_L09	21	81	e	e	match
4615	4615_L10	1	40	u	u	match
4615	4615_L10	2	101	i	i	match
4615	4615_L10	3	82	e	e	match
4615				n		plain-only
4615	4615_L10	4	2	n	n	match
4615	4615_L10	5	81	e	e	match
4615	4615_L10	6	3	n	n	match
4615	4615_L10	7	33	t	t	match
4615	4615_L10	8	12	p	p	match
4615	4615_L10	9	62	a	a	match
4615	4615_L10	10	26	s	s	match
4615	4615_L10	11	85	e	e	match
4615	4615_L10	12	3	n	n	match
4615	4615_L10	13	72	c	c	match
4615	4615_L10	14	94	e	g	conflict
4615	4615_L10	15	31	t	t	match
4615	4615_L10	16	83	e	e	match
4615	4615_L10	17	117	m	m	match
4615	4615_L10	18	12	p	p	match
4615	4615_L10	19	26	s	s	match
4615	4615_L10	20	5	n	n	match
4615	4615_L10	21	6	o	o	match
4615	4615_L10	22	39	u	u	match
4615	4615_L10	23	28	s	s	match
4615	4615_L11	1	14	p	p	match
4615	4615_L11	2	25	r	r	match
4615	4615_L11	3	63	e	a	conflict
4615	4615_L11	4	4	n	n	match
4615	4615_L11	5	76	d	d	match
4615	4615_L11	6	81		e	null
4615	4615_L11	7	22	r	r	match
4615	4615_L11	8	7	o	o	match
4615	4615_L11	9	3	n	n	match
4615	4615_L11	10	27	s	s	match
4615	4615_L11	11	1	n	n	match
4615	4615_L11	12	6	o	o	match
4615	4615_L11	13	26	s	s	match
4615	4615_L11	14	31	t	t	match
4615	4615_L11	15	[blot]	r		word
4615	4615_L11	16	81	e	e	match
4615	4615_L11	17	26		s	null
4615	4615_L11	18	71	c	c	match
4615	4615_L11	19	96	h	h	match
4615	4615_L11	20	81	e	e	match
4615	4615_L11	21	118	m	m	match
4615	4615_L11	22	101	y	i	conflict
4615	4615_L11	23	2	n	n	match
4615	4615_L11	24	121			null
4615	4615_L12	1	83	e	e	match
4615	4615_L12	2	4	n	n	match
4615	4615_L12	3	31	t	t	match
4615	4615_L12	4	21	r	r	match
4615	4615_L12	5	82	e	e	match
4615	4615_L12	6	92	g	g	match
4615	4615_L12	7	23	r	r	match
4615	4615_L12	8	61	a	a	match
4615	4615_L12	9	40	u	u	match
4615	4615_L12	10	84	e	e	match
4615	4615_L12	11	81	e	e	match
4615	4615_L12	12	38	t	u	conflict
4615	4615_L12	13	272	nyeumegen		word
4615	4615_L12	14	35	t	t	match
4615	4615_L12	15	6	o	o	match
4615	4615_L12	16	39	u	u	match
4615	4615_L12	17	31	t	t	match
4615	4615_L12	18	78	d	d	match
4615	4615_L12	19	21	r	r	match
4615	4615_L12	20	7	o	o	match
4615	4615_L12	21	102	i	i	match
4615	4615_L12	22	73	c	c	match
4615	4615_L12	23	34	t	t	match
4615	4615_L12	24	122			null
4615	4615_L13	1	39	u	u	match
4615	4615_L13	2	81	e	e	match
4615	4615_L13	3	22	r	r	match
4615	4615_L13	4	26	s	s	match
4615	4615_L13	5	270	bommel		word
4615	4615_L13	6	121			null
4615	4615_L13	7	132			null
4615	4615_L13	8	w:pour	pour		clear
4615	4615_L13	9	w:autant	autant		clear
4615	4615_L13	10	w:je	ie		clear
4615	4615_L13	11	w:vous	uous		clear
4615	4615_L13	12	w:supplie	supplie		clear
4615	4615_L13	13	w:de	de		clear
4615	4615_L13	14	w:y	y		clear
4615	4615_L13	15	w:adviser	aduiser		clear
4615	4615_L13	16	123			null
4615	4615_L13	17	132			null
4615	4615_L14	1	12	p	p	match
4615	4615_L14	2	6	o	o	match
4615	4615_L14	3	37	u	u	match
4615	4615_L14	4	21	r	r	match
4615	4615_L14	5	2	n	n	match
4615	4615_L14	6	7	o	o	match
4615	4615_L14	7	36	u	u	match
4615	4615_L14	8	27	s	s	match
4615	4615_L14	9	33	t	t	match
4615	4615_L14	10	61	e	a	conflict
4615	4615_L14	11	2	n	n	match
4615	4615_L14	12	76	d	d	match
4615	4615_L14	13	21	r	r	match
4615	4615_L14	14	82	e	e	match
4615	4615_L14	15	112	l	l	match
4615	4615_L14	16	61	a	a	match
4615	4615_L14	17	117	m	m	match
4615	4615_L14	18	62	a	a	match
4615	4615_L14	19	102	i	i	match
4615	4615_L14	20	4	n	n	match
4615	4615_L14	21	132			null
4615	4615_L15	1	65	a	a	match
4615	4615_L15	2	86	f	f	match
4615	4615_L15	3	90	f	f	match
4615	4615_L15	4	101	i	i	match
4615	4615_L15	5	2	n	n	match
4615	4615_L15	6	16	q	q	match
4615	4615_L15	7	40	u	u	match
4615	4615_L15	8	82	e	e	match
4615	4615_L15	9	4	n	n	match
4615	4615_L15	10	8	o	o	match
4615	4615_L15	11	[spot]	u		word
4615	4615_L15	12	28	s	s	match
4615	4615_L15	13	40	u	u	match
4615	4615_L15	14	7	o	o	match
4615	4615_L15	15	36	u	u	match
4615	4615_L15	16	27	s	s	match
4615	4615_L15	17	14	p	p	match
4615	4615_L15	18	37	u	u	match
4615				i		plain-only
4615	4615_L15	19	26	s	s	match
4615	4615_L15	20	30	s	s	match
4615	4615_L15	21	101	i	i	match
4615	4615_L15	22	9	o	o	match
4615	4615_L15	23	2	n	n	match
4615	4615_L15	24	26	s	s	match
4615	4615_L16	1	105	i	i	match
4615	4615_L16	2	7	o	o	match
4615	4615_L16	3	102	i	i	match
4615	4615_L16	4	2	n	n	match
4615	4615_L16	5	76	d	d	match
4615	4615_L16	6	21	r	r	match
4615	4615_L16	7	82	e	e	match
4615	4615_L16	8	30	s	s	match
4615	4615_L16	9	61	a	a	match
4615	4615_L16	10	1	n	n	match
4615	4615_L16	11	29		s	null
4615	4615_L16	12	29	s	s	match
4615	4615_L16	13	12	p	p	match
4615	4615_L16	14	81	e	e	match
4615	4615_L16	15	22	r	r	match
4615	4615_L16	16	33	t	t	match
4615	4615_L16	17	84	e	e	match
4615	4615_L16	18	77	d	d	match
4615	4615_L16	19	81	e	e	match
4615	4615_L16	20	92	g	g	match
4615	4615_L16	21	83	e	e	match
4615	4615_L16	22	9	n	o	conflict
4615	4615_L16	23	29	s	s	match
4615	4615_L17	1	7	o	o	match
4615	4615_L17	2	2	n	n	match
4615	4615_L17	3	4	n	n	match
4615	4615_L17	4	6	o	o	match
4615	4615_L17	5	36	u	u	match
4615	4615_L17	6	27	s	s	match
4615	4615_L17	7	76	d	d	match
4615	4615_L17	8	7	o	o	match
4615	4615_L17	9	3	n	n	match
4615	4615_L17	10	81		e	null
4615	4615_L17	11	4	n	n	match
4615	4615_L17	12	31	e	t	conflict
4615	4615_L17	13	91	g	g	match
4615	4615_L17	14	22	r	r	match
4615	4615_L17	15	61	a	a	match
4615	4615_L17	16	2	n	n	match
4615	4615_L17	17	76	d	d	match
4615	4615_L17	18	84	e	e	match
4615	4615_L17	19	121			null
4615	4615_L17	20	82	e	e	match
4615	4615_L17	21	26	s	s	match
4615	4615_L17	22	12	p	p	match
4615	4615_L17	23	83	e	e	match
4615	4615_L17	24	21	r	r	match
4615	4615_L17	25	61	a	a	match
4615	4615_L17	26	3	n	n	match
4615	4615_L18	1	71	c	c	match
4615	4615_L18	2	82	e	e	match
4615	4615_L18	3	18	q	q	match
4615	4615_L18	4	37	u	u	match
4615	4615_L18	5	81	e	e	match
4615	4615_L18	6	27	s	s	match
4615	4615_L18	7	101	i	i	match
4615	4615_L18	8	5	n	n	match
4615	4615_L18	9	6	o	o	match
4615	4615_L18	10	40	u	u	match
4615	4615_L18	11	29	s	s	match
4615	4615_L18	12	62	a	a	match
4615	4615_L18	13	37	u	u	match
4615	4615_L18	14	102		i	null
4615	4615_L18	15	9	o	o	match
4615	4615_L18	16	4	n	n	match
4615	4615_L18	17	28	s	s	match
4615	4615_L18	18	76	d	d	match
4615				e		plain-only
4615	4615_L18	19	37	u	u	match
4615	4615_L18	20	81		e	null
4615	4615_L18	21	26	x	s	conflict
4615	4615_L18	22	7	o	o	match
4615	4615_L18	23	39	u	u	match
4615	4615_L19	1	31	t	t	match
4615	4615_L19	2	22	r	r	match
4615	4615_L19	3	8	o	o	match
4615	4615_L19	4	102	i	i	match
4615	4615_L19	5	29	s	s	match
4615	4615_L19	6	13	p	p	match
4615	4615_L19	7	105	i	i	match
4615	4615_L19	8	82	e	e	match
4615	4615_L19	9	72	c	c	match
4615	4615_L19	10	94	e	g	conflict
4615	4615_L19	11	26	s	s	match
4615	4615_L19	12	77	d	d	match
4615	4615_L19	13	83		e	null
4615	4615_L19	14	326	artillerie		word
4615	4615_L19	15	16	q	q	match
4615	4615_L19	16	37	u	u	match
4615	4615_L19	17	81	e	e	match
4615	4615_L19	18	83	e	e	match
4615	4615_L19	19	3	n	n	match
4615	4615_L19	20	12	p	p	match
4615	4615_L19	21	61	a	a	match
4615	4615_L19	22	26	s	s	match
4615	4615_L19	23	29	s	s	match
4615	4615_L20	1	61	a	a	match
4615	4615_L20	2	2	n	n	match
4615	4615_L20	3	31	t	t	match
4615	4615_L20	4	3	n	n	match
4615	4615_L20	5	6	o	o	match
4615	4615_L20	6	40	u	u	match
4615	4615_L20	7	29	s	s	match
4615	4615_L20	8	14	p	p	match
4615	4615_L20	9	7	o	o	match
4615	4615_L20	10	39	u	u	match
4615	4615_L20	11	111	r	l	conflict
4615	4615_L20	12	21	r	r	match
4615	4615_L20	13	102	i	i	match
4615	4615_L20	14	8	o	o	match
4615	4615_L20	15	2	n	n	match
4615	4615_L20	16	27	s	s	match
4615	4615_L20	17	82	e	e	match
4615	4615_L20	18	117	m	m	match
4615	4615_L20	19	13	p	p	match
4615	4615_L20	20	6	o	o	match
4615	4615_L20	21	21	r	r	match
4615	4615_L20	22	31	t	t	match
4615	4615_L20	23	84	e	e	match
4615				r		plain-only
4615	4615_L21	1	121			null
4615	4615_L21	2	272	nyeumegen		word
4615	4615_L21	3	12	p	p	match
4615	4615_L21	4	7	o	o	match
4615	4615_L21	5	35	u	t	conflict
4615	4615_L21	6	21	r	r	match
4615	4615_L21	7	61	b	a	conflict
4615	4615_L21	8	39	u	u	match
4615	4615_L21	9	33		t	null
4615	4615_L21	10	62		a	null
4615	4615_L21	11	2		n	null
4615	4615_L21	12	33	t	t	match
4615	4615_L21	13	26	s	s	match
4615	4615_L21	14	102	i	i	match
4615	4615_L21	15	82		e	null
4615	4615_L21	16	40	u	u	match
4615	4615_L21	17	8	o	o	match
4615	4615_L21	18	39	u	u	match
4615	4615_L21	19	28	s	s	match
4615	4615_L21	20	33	t	t	match
4615	4615_L21	21	24	r	r	match
4615	4615_L21	22	7	o	o	match
4615	4615_L22	1	40	u	u	match
4615	4615_L22	2	36	u	u	match
4615	4615_L22	3	81	e	e	match
4615	4615_L22	4	27	z	s	conflict
4615	4615_L22	5	112	l	l	match
4615	4615_L22	6	61	a	a	match
4615	4615_L22	7	28		s	null
4615	4615_L22	8	71	c	c	match
4615	4615_L22	9	96	h	h	match
4615	4615_L22	10	9	o	o	match
4615	4615_L22	11	26	s	s	match
4615	4615_L22	12	82	e	e	match
4615	4615_L22	13	86	f	f	match
4615	4615_L22	14	61	a	a	match
4615	4615_L22	15	101	i	i	match
4615	4615_L22	16	26	s	s	match
4615	4615_L22	17	62	a	a	match
4615	4615_L22	18	66	b	b	match
4615	4615_L22	19	112	l	l	match
4615	4615_L22	20	82	e	e	match
4615	4615_L22	21	122			null
4615	4615_L22	22	121			null
4615	4615_L23	1	36	u	u	match
4615	4615_L23	2	6	o	o	match
4615	4615_L23	3	39	u	u	match
4615	4615_L23	4	28	s	s	match
4615	4615_L23	5	3	u	n	conflict
4615	4615_L23	6	7	o	o	match
4615	4615_L23	7	40	u	u	match
4615	4615_L23	8	30	s	s	match
4615	4615_L23	9	12	p	p	match
4615	4615_L23	10	6	o	o	match
4615	4615_L23	11	37	u	u	match
4615	4615_L23	12	113		l	null
4615	4615_L23	13	7		o	null
4615	4615_L23	14	113	r	l	conflict
4615	4615_L23	15	21	r	r	match
4615	4615_L23	16	102	i	i	match
4615	4615_L23	17	82	e	e	match
4615	4615_L23	18	27	z	s	conflict
4615	4615_L23	19	61	a	a	match
4615	4615_L23	20	26	s	s	match
4615	4615_L23	21	30	s	s	match
4615	4615_L23	22	104	i	i	match
4615	4615_L23	23	27	s	s	match
4615	4615_L23	24	31	t	t	match
4615	4615_L23	25	81	e	e	match
4615	4615_L23	26	22	r	r	match
4615	4615_L24	1	w:et	et		clear
4615	4615_L24	2	76	d	d	match
4615	4615_L24	3	81	e	e	match
4615	4615_L24	4	13	p	p	match
4615	4615_L24	5	101	i	i	match
4615	4615_L24	6	82	e	e	match
4615	4615_L24	7	72	c	c	match
4615	4615_L24	8	83	e	e	match
4615	4615_L24	9	26	s	s	match
4615	4615_L24	10	w:et	et		clear
4615	4615_L24	11	77	d	d	match
4615	4615_L24	12	82	e	e	match
4615	4615_L24	13	91	u	g	conflict
4615	4615_L24	14	6	o	o	match
4615	4615_L24	15	37		u	null
4615	4615_L24	16	26	z	s	conflict
4615	4615_L24	17	91	g	g	match
4615	4615_L24	18	82	e	e	match
4615	4615_L24	19	2	n	n	match
4615	4615_L24	20	27	s	s	match
4615	4615_L24	21	121			null
4615	4615_L24	22	78	d	d	match
4615	4615_L24	23	84	e	e	match
4615	4615_L25	1	79	d	d	match
4615	4615_L25	2	82	e	e	match
4615	4615_L25	3	112	l	l	match
4615	4615_L25	4	65	a	a	match
4615	4615_L25	5	w:nous			clear-unmatched
4615	4615_L25	6	w:avons			clear-unmatched
4615	4615_L25	7	w:eu			clear-unmatched
4615	4615_L25	8	w:les			clear-unmatched
4615	4615_L25	9	w:nouvelles			clear-unmatched
4615	4615_L25	10	w:que			clear-unmatched
4615	4615_L25	11	w:Rittmeister			clear-unmatched
4615	4615_L25	12	w:Schenck			clear-unmatched
4615	4615_L25	13	w:et			clear-unmatched
4615	4615_L25	14	w:encores			clear-unmatched
4615	4615_L25	15	w:par			clear-unmatched
4615	4615_L25	16	w:dela			clear-unmatched
4615	4615_L25	17	w:en			clear-unmatched
4615	4615_L25	18	w:voz			clear-unmatched
4615	4615_L25	19	w:quartiers			clear-unmatched
4615	4615_L25	20	w:je			clear-unmatched
4615	4615_L25	21	w:vous			clear-unmatched
4615	4615_L25	22	w:supplie			clear-unmatched
4615	4615_L25	23	w:de			clear-unmatched
4615	4615_L25	24	w:nous			clear-unmatched
4615	4615_L25	25	w:mander			clear-unmatched
4615	4615_L25	26	w:s'il			clear-unmatched
4615	4615_L25	27	w:est			clear-unmatched
4615	4615_L25	28	w:ainsi			clear-unmatched
4615	4615_L25	29	w:ou			clear-unmatched
4615	4615_L25	30	w:non			clear-unmatched
4615	4615_L26	1	w:sur			clear-unmatched
4615	4615_L26	2	w:ce			clear-unmatched
4615	4615_L26	3	w:ferai			clear-unmatched
4615	4615_L26	4	w:la			clear-unmatched
4615	4615_L26	5	w:fin			clear-unmatched
4615	4615_L26	6	w:priant			clear-unmatched
4615	4615_L26	7	w:le			clear-unmatched
4615	4615_L26	8	w:tout			clear-unmatched
4615	4615_L26	9	w:puissant			clear-unmatched
4615	4615_L26	10	w:vous			clear-unmatched
4615	4615_L26	11	w:donner			clear-unmatched
