line	briefnr	page	index	token
4615_p1_L13	4615	p1	3	82
4615_p1_L13	4615	p1	4	2
4615_p1_L13	4615	p1	5	91
4615_p1_L13	4615	p1	6	3
4615_p1_L13	4615	p1	7	33
4615_p1_L13	4615	p1	8	12
4615_p1_L13	4615	p1	9	62
4615_p1_L13	4615	p1	10	26
4615_p1_L13	4615	p1	11	85
4615_p1_L13	4615	p1	12	3
4615_p1_L13	4615	p1	13	72
4615_p1_L13	4615	p1	14	84
4615_p1_L13	4615	p1	15	31
4615_p1_L13	4615	p1	16	83
4615_p1_L13	4615	p1	17	117
4615_p1_L13	4615	p1	18	12
4615_p1_L13	4615	p1	19	26
4615_p1_L13	4615	p1	20	5
4615_p1_L13	4615	p1	21	6
4615_p1_L13	4615	p1	22	39
4615_p1_L13	4615	p1	23	28?
4615_p1_L14	4615	p1	1	14
4615_p1_L14	4615	p1	2	25
4615_p1_L14	4615	p1	3	63
4615_p1_L14	4615	p1	4	4
4615_p1_L14	4615	p1	5	76
4615_p1_L14	4615	p1	6	81
4615_p1_L14	4615	p1	7	22
4615_p1_L14	4615	p1	8	7
4615_p1_L14	4615	p1	9	3
4615_p1_L14	4615	p1	10	27
4615_p1_L14	4615	p1	11	1
4615_p1_L14	4615	p1	12	6
4615_p1_L14	4615	p1	13	26
4615_p1_L14	4615	p1	14	31
4615_p1_L14	4615	p1	15	81
4615_p1_L14	4615	p1	16	81
4615_p1_L14	4615	p1	17	26
4615_p1_L14	4615	p1	18	71
4615_p1_L14	4615	p1	19	96
4615_p1_L14	4615	p1	20	81
4615_p1_L14	4615	p1	21	118
4615_p1_L14	4615	p1	22	101
4615_p1_L14	4615	p1	23	2
4615_p1_L14	4615	p1	24	121?
4615_p1_L15	4615	p1	1	83
4615_p1_L15	4615	p1	2	4
4615_p1_L15	4615	p1	3	31
4615_p1_L15	4615	p1	4	21
4615_p1_L15	4615	p1	5	82
4615_p1_L15	4615	p1	6	92
4615_p1_L15	4615	p1	7	27
4615_p1_L15	4615	p1	8	61
4615_p1_L15	4615	p1	9	40
4615_p1_L15	4615	p1	10	84
4615_p1_L15	4615	p1	11	81
4615_p1_L15	4615	p1	12	38
4615_p1_L15	4615	p1	13	272
4615_p1_L15	4615	p1	14	78
4615_p1_L15	4615	p1	15	6
4615_p1_L15	4615	p1	16	39
4615_p1_L15	4615	p1	17	31
4615_p1_L15	4615	p1	18	78
4615_p1_L15	4615	p1	19	21
4615_p1_L15	4615	p1	20	7
4615_p1_L15	4615	p1	21	102
4615_p1_L15	4615	p1	22	73
4615_p1_L15	4615	p1	23	34
4615_p1_L15	4615	p1	24	122?
4615_p1_L16	4615	p1	1	39
4615_p1_L16	4615	p1	2	81
4615_p1_L16	4615	p1	3	22
4615_p1_L16	4615	p1	4	26
4615_p1_L16	4615	p1	5	270
4615_p1_L16	4615	p1	6	121
4615_p1_L16	4615	p1	7	132
4615_p1_L16	4615	p1	8	=pour?
4615_p1_L16	4615	p1	9	=auoir?
4615_p1_L16	4615	p1	10	=de
4615_p1_L16	4615	p1	11	=vous
4615_p1_L16	4615	p1	12	=escript?
4615_p1_L16	4615	p1	13	=de
4615_p1_L16	4615	p1	14	=il
4615_p1_L16	4615	p1	15	=arriuer?
4615_p1_L16	4615	p1	16	123
4615_p1_L16	4615	p1	17	132
4615_p1_L17	4615	p1	1	12
4615_p1_L17	4615	p1	2	6
4615_p1_L17	4615	p1	3	37
4615_p1_L17	4615	p1	4	21
4615_p1_L17	4615	p1	5	2
4615_p1_L17	4615	p1	6	7
4615_p1_L17	4615	p1	7	36
4615_p1_L17	4615	p1	8	27
4615_p1_L17	4615	p1	9	33
4615_p1_L17	4615	p1	10	61
4615_p1_L17	4615	p1	11	2
4615_p1_L17	4615	p1	12	76
4615_p1_L17	4615	p1	13	21
4615_p1_L17	4615	p1	14	82
4615_p1_L17	4615	p1	15	112
4615_p1_L17	4615	p1	16	61
4615_p1_L17	4615	p1	17	117
4615_p1_L17	4615	p1	18	62
4615_p1_L17	4615	p1	19	102
4615_p1_L17	4615	p1	20	4
4615_p1_L17	4615	p1	21	132?
4615_p1_L18	4615	p1	1	65
4615_p1_L18	4615	p1	2	85
4615_p1_L18	4615	p1	3	90
4615_p1_L18	4615	p1	4	101
4615_p1_L18	4615	p1	5	2
4615_p1_L18	4615	p1	6	18
4615_p1_L18	4615	p1	7	40
4615_p1_L18	4615	p1	8	82
4615_p1_L18	4615	p1	9	4
4615_p1_L18	4615	p1	10	8
4615_p1_L18	4615	p1	11	2
4615_p1_L18	4615	p1	12	28
4615_p1_L18	4615	p1	13	40
4615_p1_L18	4615	p1	14	7
4615_p1_L18	4615	p1	15	36
4615_p1_L18	4615	p1	16	27
4615_p1_L18	4615	p1	17	14
4615_p1_L18	4615	p1	18	37
4615_p1_L18	4615	p1	19	26
4615_p1_L18	4615	p1	20	30
4615_p1_L18	4615	p1	21	101
4615_p1_L18	4615	p1	22	9
4615_p1_L18	4615	p1	23	2
4615_p1_L18	4615	p1	24	26?
4615_p1_L19	4615	p1	1	105
4615_p1_L19	4615	p1	2	7
4615_p1_L19	4615	p1	3	102
4615_p1_L19	4615	p1	4	2
4615_p1_L19	4615	p1	5	76
4615_p1_L19	4615	p1	6	21
4615_p1_L19	4615	p1	7	82
4615_p1_L19	4615	p1	8	30
4615_p1_L19	4615	p1	9	61
4615_p1_L19	4615	p1	10	1
4615_p1_L19	4615	p1	11	29
4615_p1_L19	4615	p1	12	12
4615_p1_L19	4615	p1	13	81
4615_p1_L19	4615	p1	14	22
4615_p1_L19	4615	p1	15	73
4615_p1_L19	4615	p1	16	84
4615_p1_L19	4615	p1	17	77
4615_p1_L19	4615	p1	18	81
4615_p1_L19	4615	p1	19	92
4615_p1_L19	4615	p1	20	83
4615_p1_L19	4615	p1	21	9
4615_p1_L19	4615	p1	22	29?
4615_p1_L20	4615	p1	1	7
4615_p1_L20	4615	p1	2	2
4615_p1_L20	4615	p1	3	4
4615_p1_L20	4615	p1	4	8
4615_p1_L20	4615	p1	5	36
4615_p1_L20	4615	p1	6	27
4615_p1_L20	4615	p1	7	76
4615_p1_L20	4615	p1	8	7
4615_p1_L20	4615	p1	9	3
4615_p1_L20	4615	p1	10	81
4615_p1_L20	4615	p1	11	4
4615_p1_L20	4615	p1	12	31
4615_p1_L20	4615	p1	13	91
4615_p1_L20	4615	p1	14	22
4615_p1_L20	4615	p1	15	61
4615_p1_L20	4615	p1	16	2
4615_p1_L20	4615	p1	17	76
4615_p1_L20	4615	p1	18	84
4615_p1_L20	4615	p1	19	121
4615_p1_L20	4615	p1	20	82
4615_p1_L20	4615	p1	21	28
4615_p1_L20	4615	p1	22	12
4615_p1_L20	4615	p1	23	83
4615_p1_L20	4615	p1	24	21
4615_p1_L20	4615	p1	25	61?
4615_p1_L20	4615	p1	26	7?
4615_p1_L21	4615	p1	1	71
4615_p1_L21	4615	p1	2	82
4615_p1_L21	4615	p1	3	18
4615_p1_L21	4615	p1	4	57
4615_p1_L21	4615	p1	5	81
4615_p1_L21	4615	p1	6	27
4615_p1_L21	4615	p1	7	101
4615_p1_L21	4615	p1	8	5
4615_p1_L21	4615	p1	9	6
4615_p1_L21	4615	p1	10	90?
4615_p1_L21	4615	p1	11	102
4615_p1_L21	4615	p1	12	9
4615_p1_L21	4615	p1	13	4
4615_p1_L21	4615	p1	14	28
4615_p1_L21	4615	p1	15	76
4615_p1_L21	4615	p1	16	37
4615_p1_L21	4615	p1	17	81
4615_p1_L21	4615	p1	18	26
4615_p1_L21	4615	p1	19	7
4615_p1_L21	4615	p1	20	39
4615_p1_L22	4615	p1	1	31
4615_p1_L22	4615	p1	2	22
4615_p1_L22	4615	p1	3	8
4615_p1_L22	4615	p1	4	102
4615_p1_L22	4615	p1	5	29
4615_p1_L22	4615	p1	6	13
4615_p1_L22	4615	p1	7	105
4615_p1_L22	4615	p1	8	82
4615_p1_L22	4615	p1	9	72
4615_p1_L22	4615	p1	10	94
4615_p1_L22	4615	p1	11	25
4615_p1_L22	4615	p1	12	77
4615_p1_L22	4615	p1	13	83
4615_p1_L22	4615	p1	14	326
4615_p1_L22	4615	p1	15	16
4615_p1_L22	4615	p1	16	37
4615_p1_L22	4615	p1	17	81
4615_p1_L22	4615	p1	18	83
4615_p1_L22	4615	p1	19	3
4615_p1_L22	4615	p1	20	12
4615_p1_L22	4615	p1	21	61
4615_p1_L22	4615	p1	22	26
4615_p1_L22	4615	p1	23	29?
4615_p1_L23	4615	p1	1	61
4615_p1_L23	4615	p1	2	2
4615_p1_L23	4615	p1	3	31
4615_p1_L23	4615	p1	4	3
4615_p1_L23	4615	p1	5	6
4615_p1_L23	4615	p1	6	40
4615_p1_L23	4615	p1	7	29
4615_p1_L23	4615	p1	8	14
4615_p1_L23	4615	p1	9	7
4615_p1_L23	4615	p1	10	39
4615_p1_L23	4615	p1	11	101
4615_p1_L23	4615	p1	12	102
4615_p1_L23	4615	p1	13	8
4615_p1_L23	4615	p1	14	2
4615_p1_L23	4615	p1	15	27
4615_p1_L23	4615	p1	16	82
4615_p1_L23	4615	p1	17	117
4615_p1_L23	4615	p1	18	13
4615_p1_L23	4615	p1	19	6
4615_p1_L23	4615	p1	20	21
4615_p1_L23	4615	p1	21	31
4615_p1_L23	4615	p1	22	84?
4615_p1_L24	4615	p1	1	121
4615_p1_L24	4615	p1	2	272
4615_p1_L24	4615	p1	3	12
4615_p1_L24	4615	p1	4	7
4615_p1_L24	4615	p1	5	35
4615_p1_L24	4615	p1	6	21
4615_p1_L24	4615	p1	7	61
4615_p1_L24	4615	p1	8	78
4615_p1_L24	4615	p1	9	77
4615_p1_L24	4615	p1	10	66
4615_p1_L24	4615	p1	11	33
4615_p1_L24	4615	p1	12	20
4615_p1_L24	4615	p1	13	103
4615_p1_L24	4615	p1	14	82
4615_p1_L24	4615	p1	15	40
4615_p1_L24	4615	p1	16	8
4615_p1_L24	4615	p1	17	39
4615_p1_L24	4615	p1	18	28
4615_p1_L24	4615	p1	19	33
4615_p1_L24	4615	p1	20	247?
4615_p1_L25	4615	p1	1	38
4615_p1_L25	4615	p1	2	6
4615_p1_L25	4615	p1	3	39
4615_p1_L25	4615	p1	4	28
4615_p1_L25	4615	p1	5	3
4615_p1_L25	4615	p1	6	7
4615_p1_L25	4615	p1	7	40
4615_p1_L25	4615	p1	8	30
4615_p1_L25	4615	p1	9	12
4615_p1_L25	4615	p1	10	6
4615_p1_L25	4615	p1	11	37
4615_p1_L25	4615	p1	12	113
4615_p1_L25	4615	p1	13	20
4615_p1_L25	4615	p1	14	102
4615_p1_L25	4615	p1	15	82
4615_p1_L25	4615	p1	16	27
4615_p1_L25	4615	p1	17	61
4615_p1_L25	4615	p1	18	26
4615_p1_L25	4615	p1	19	30
4615_p1_L25	4615	p1	20	104
4615_p1_L25	4615	p1	21	27
4615_p1_L25	4615	p1	22	31
4615_p1_L25	4615	p1	23	81
4615_p1_L25	4615	p1	24	22?
4615_p1_L26	4615	p1	1	et?
4615_p1_L26	4615	p1	2	76
4615_p1_L26	4615	p1	3	81
4615_p1_L26	4615	p1	4	13
4615_p1_L26	4615	p1	5	101
4615_p1_L26	4615	p1	6	82
4615_p1_L26	4615	p1	7	72
4615_p1_L26	4615	p1	8	83
4615_p1_L26	4615	p1	9	26
4615_p1_L26	4615	p1	10	et?
4615_p1_L26	4615	p1	11	77
4615_p1_L26	4615	p1	12	82
4615_p1_L26	4615	p1	13	71
4615_p1_L26	4615	p1	14	6
4615_p1_L26	4615	p1	15	37
4615_p1_L26	4615	p1	16	26
4615_p1_L26	4615	p1	17	91
4615_p1_L26	4615	p1	18	82
4615_p1_L26	4615	p1	19	2
4615_p1_L26	4615	p1	20	27
4615_p1_L26	4615	p1	21	121
4615_p1_L26	4615	p1	22	78
4615_p1_L26	4615	p1	23	88?
4615_p1_L27	4615	p1	1	79
4615_p1_L27	4615	p1	2	82
4615_p1_L27	4615	p1	3	112
4615_p1_L27	4615	p1	4	65
4615_p1_L27	4615	p1	5	=nous
4615_p1_L27	4615	p1	6	=auons
4615_p1_L27	4615	p1	7	=eu
4615_p1_L27	4615	p1	8	=de
4615_p1_L27	4615	p1	9	=nouuelles
4615_p1_L27	4615	p1	10	=que
4615_p1_L27	4615	p1	11	=Ruttmester
4615_p1_L27	4615	p1	12	=Schenck?
4615_p1_L27	4615	p1	13	=et
4615_p1_L27	4615	p1	14	=encors
4615_p1_L28	4615	p1	1	=partiela?
4615_p1_L28	4615	p1	2	=en
4615_p1_L28	4615	p1	3	=Vous
4615_p1_L28	4615	p1	4	=escript?
4615_p1_L28	4615	p1	5	=Je
4615_p1_L28	4615	p1	6	=vous
4615_p1_L28	4615	p1	7	=souplie?
4615_p1_L28	4615	p1	8	=de
4615_p1_L28	4615	p1	9	=nous
4615_p1_L28	4615	p1	10	=mander
4615_p1_L28	4615	p1	11	=le
4615_p1_L28	4615	p1	12	=fait?
4615_p1_L29	4615	p1	1	=sur
4615_p1_L29	4615	p1	2	=ce
4615_p1_L29	4615	p1	3	=feray
4615_p1_L29	4615	p1	4	=la
4615_p1_L29	4615	p1	5	=fin
4615_p1_L29	4615	p1	6	=priant
4615_p1_L29	4615	p1	7	=le
4615_p1_L29	4615	p1	8	=Createur
4615_p1_L29	4615	p1	9	=Vous
4615_p1_L29	4615	p1	10	=donner
4615_p1_L31	4615	p1	1	=Monsieur
4615_p1_L31	4615	p1	2	=de
4615_p1_L31	4615	p1	3	=sainte
4615_p1_L31	4615	p1	4	=grace
4615_p1_L31	4615	p1	5	=vre?
4615_p1_L31	4615	p1	6	=longue
4615_p1_L31	4615	p1	7	=et
4615_p1_L31	4615	p1	8	=faict
4615_p1_L31	4615	p1	9	=au
4615_p1_L31	4615	p1	10	=camp
4615_p1_L31	4615	p1	11	=de
4615_p1_L31	4615	p1	12	=Carleh?
4615_p1_L32	4615	p1	1	=ce
4615_p1_L32	4615	p1	2	=7
4615_p1_L32	4615	p1	3	=de
4615_p1_L32	4615	p1	4	=auril?
4615_p1_L32	4615	p1	5	=l'an
4615_p1_L32	4615	p1	6	=1574
