line	briefnr	page	index	token
4615_p1_L09	4615	p1	20	71
4615_p1_L09	4615	p1	21	62
4615_p1_L09	4615	p1	22	27?
4615_p1_L10	4615	p1	1	33
4615_p1_L10	4615	p1	2	102
4615_p1_L10	4615	p1	3	82
4615_p1_L10	4615	p1	4	26
4615_p1_L10	4615	p1	5	4
4615_p1_L10	4615	p1	6	8
4615_p1_L10	4615	p1	7	40
4615_p1_L10	4615	p1	8	30
4615_p1_L10	4615	p1	9	61
4615_p1_L10	4615	p1	10	31
4615_p1_L10	4615	p1	11	35
4615_p1_L10	4615	p1	12	62
4615_p1_L10	4615	p1	13	2
4615_p1_L10	4615	p1	14	77
4615_p1_L10	4615	p1	15	83
4615_p1_L10	4615	p1	16	28
4615_p1_L10	4615	p1	17	10
4615_p1_L10	4615	p1	18	1
4615_p1_L10	4615	p1	19	29
4615_p1_L10	4615	p1	20	84
4615_p1_L10	4615	p1	21	2
4615_p1_L10	4615	p1	22	71
4615_p1_L10	4615	p1	23	6?
4615_p1_L11	4615	p1	1	83
4615_p1_L11	4615	p1	2	77
4615_p1_L11	4615	p1	3	61
4615_p1_L11	4615	p1	4	40
4615_p1_L11	4615	p1	5	12
4615_p1_L11	4615	p1	6	113
4615_p1_L11	4615	p1	7	36
4615_p1_L11	4615	p1	8	27
4615_p1_L11	4615	p1	9	114
4615_p1_L11	4615	p1	10	6
4615_p1_L11	4615	p1	11	2
4615_p1_L11	4615	p1	12	93
4615_p1_L11	4615	p1	13	76
4615_p1_L11	4615	p1	14	81
4615_p1_L11	4615	p1	15	78
4615_p1_L11	4615	p1	16	40
4615_p1_L11	4615	p1	17	85
4615_p1_L11	4615	p1	18	27
4615_p1_L11	4615	p1	19	101
4615_p1_L11	4615	p1	20	1
4615_p1_L11	4615	p1	21	39
4615_p1_L11	4615	p1	22	21
4615_p1_L11	4615	p1	23	27?
4615_p1_L12	4615	p1	1	62
4615_p1_L12	4615	p1	2	13
4615_p1_L12	4615	p1	3	21
4615_p1_L12	4615	p1	4	82
4615_p1_L12	4615	p1	5	26
4615_p1_L12	4615	p1	6	2
4615_p1_L12	4615	p1	7	9
4615_p1_L12	4615	p1	8	40
4615_p1_L12	4615	p1	9	27
4615_p1_L12	4615	p1	10	87
4615_p1_L12	4615	p1	11	21
4615_p1_L12	4615	p1	12	61
4615_p1_L12	4615	p1	13	3
4615_p1_L12	4615	p1	14	71
4615_p1_L12	4615	p1	15	6
4615_p1_L12	4615	p1	16	=Dis?
4615_p1_L12	4615	p1	17	=en
4615_p1_L12	4615	p1	18	=vos?
4615_p1_L12	4615	p1	19	=quit?
4615_p1_L12	4615	p1	20	2
4615_p1_L12	4615	p1	21	81
4615_p1_L13	4615	p1	1	40
4615_p1_L13	4615	p1	2	101
4615_p1_L13	4615	p1	3	82
4615_p1_L13	4615	p1	4	2
4615_p1_L13	4615	p1	5	91
4615_p1_L13	4615	p1	6	3
4615_p1_L13	4615	p1	7	33
4615_p1_L13	4615	p1	8	12
4615_p1_L13	4615	p1	9	62
4615_p1_L13	4615	p1	10	26
4615_p1_L13	4615	p1	11	85
4615_p1_L13	4615	p1	12	3
4615_p1_L13	4615	p1	13	72
4615_p1_L13	4615	p1	14	84
4615_p1_L13	4615	p1	15	31
4615_p1_L13	4615	p1	16	83
4615_p1_L13	4615	p1	17	117
4615_p1_L13	4615	p1	18	12
4615_p1_L13	4615	p1	19	26
4615_p1_L13	4615	p1	20	5
4615_p1_L13	4615	p1	21	6
4615_p1_L13	4615	p1	22	39
4615_p1_L13	4615	p1	23	28?
4615_p1_L14	4615	p1	1	14
4615_p1_L14	4615	p1	2	25
4615_p1_L14	4615	p1	3	63
4615_p1_L14	4615	p1	4	4
4615_p1_L14	4615	p1	5	76
4615_p1_L14	4615	p1	6	81
4615_p1_L14	4615	p1	7	22
4615_p1_L14	4615	p1	8	7
4615_p1_L14	4615	p1	9	3
4615_p1_L14	4615	p1	10	27
4615_p1_L14	4615	p1	11	1
4615_p1_L14	4615	p1	12	6
4615_p1_L14	4615	p1	13	26
4615_p1_L14	4615	p1	14	31
4615_p1_L14	4615	p1	15	81
4615_p1_L14	4615	p1	16	81
4615_p1_L14	4615	p1	17	26
4615_p1_L14	4615	p1	18	71
4615_p1_L14	4615	p1	19	96
4615_p1_L14	4615	p1	20	81
4615_p1_L14	4615	p1	21	118
4615_p1_L14	4615	p1	22	101
4615_p1_L14	4615	p1	23	2
4615_p1_L14	4615	p1	24	121
4615_p1_L15	4615	p1	1	83
4615_p1_L15	4615	p1	2	4
4615_p1_L15	4615	p1	3	31
4615_p1_L15	4615	p1	4	21
4615_p1_L15	4615	p1	5	82
4615_p1_L15	4615	p1	6	92
4615_p1_L15	4615	p1	7	27
4615_p1_L15	4615	p1	8	61
4615_p1_L15	4615	p1	9	40
4615_p1_L15	4615	p1	10	84
4615_p1_L15	4615	p1	11	81
4615_p1_L15	4615	p1	12	38
4615_p1_L15	4615	p1	13	272
4615_p1_L15	4615	p1	14	78
4615_p1_L15	4615	p1	15	6
4615_p1_L15	4615	p1	16	39
4615_p1_L15	4615	p1	17	31
4615_p1_L15	4615	p1	18	78
4615_p1_L15	4615	p1	19	21
4615_p1_L15	4615	p1	20	7
4615_p1_L15	4615	p1	21	102
4615_p1_L15	4615	p1	22	73
4615_p1_L15	4615	p1	23	34
4615_p1_L15	4615	p1	24	122
4615_p1_L16	4615	p1	1	39
4615_p1_L16	4615	p1	2	81
4615_p1_L16	4615	p1	3	22
4615_p1_L16	4615	p1	4	26
4615_p1_L16	4615	p1	5	270
4615_p1_L16	4615	p1	6	121
4615_p1_L16	4615	p1	7	132
4615_p1_L16	4615	p1	8	=pour
4615_p1_L16	4615	p1	9	=autant
4615_p1_L16	4615	p1	10	=Je
4615_p1_L16	4615	p1	11	=Nous
4615_p1_L16	4615	p1	12	=souhaite?
4615_p1_L16	4615	p1	13	=de?
4615_p1_L16	4615	p1	14	=il
4615_p1_L16	4615	p1	15	=arriuera?
4615_p1_L16	4615	p1	16	123
4615_p1_L16	4615	p1	17	132
4615_p1_L17	4615	p1	1	12
4615_p1_L17	4615	p1	2	6
4615_p1_L17	4615	p1	3	37
4615_p1_L17	4615	p1	4	21
4615_p1_L17	4615	p1	5	2
4615_p1_L17	4615	p1	6	7
4615_p1_L17	4615	p1	7	36
4615_p1_L17	4615	p1	8	27
4615_p1_L17	4615	p1	9	33
4615_p1_L17	4615	p1	10	61
4615_p1_L17	4615	p1	11	2
4615_p1_L17	4615	p1	12	76
4615_p1_L17	4615	p1	13	21
4615_p1_L17	4615	p1	14	82
4615_p1_L17	4615	p1	15	112
4615_p1_L17	4615	p1	16	61
4615_p1_L17	4615	p1	17	117
4615_p1_L17	4615	p1	18	62
4615_p1_L17	4615	p1	19	102
4615_p1_L17	4615	p1	20	4
4615_p1_L17	4615	p1	21	132
4615_p1_L18	4615	p1	1	65
4615_p1_L18	4615	p1	2	86
4615_p1_L18	4615	p1	3	90
4615_p1_L18	4615	p1	4	101
4615_p1_L18	4615	p1	5	2
4615_p1_L18	4615	p1	6	15
4615_p1_L18	4615	p1	7	40
4615_p1_L18	4615	p1	8	82
4615_p1_L18	4615	p1	9	4
4615_p1_L18	4615	p1	10	8
4615_p1_L18	4615	p1	11	28
4615_p1_L18	4615	p1	12	40
4615_p1_L18	4615	p1	13	7
4615_p1_L18	4615	p1	14	36
4615_p1_L18	4615	p1	15	27
4615_p1_L18	4615	p1	16	14
4615_p1_L18	4615	p1	17	32
4615_p1_L18	4615	p1	18	26
4615_p1_L18	4615	p1	19	30
4615_p1_L18	4615	p1	20	101
4615_p1_L18	4615	p1	21	9
4615_p1_L18	4615	p1	22	2
4615_p1_L18	4615	p1	23	26?
4615_p1_L19	4615	p1	1	105
4615_p1_L19	4615	p1	2	7
4615_p1_L19	4615	p1	3	102
4615_p1_L19	4615	p1	4	2
4615_p1_L19	4615	p1	5	76
4615_p1_L19	4615	p1	6	21
4615_p1_L19	4615	p1	7	82
4615_p1_L19	4615	p1	8	30
4615_p1_L19	4615	p1	9	61
4615_p1_L19	4615	p1	10	1
4615_p1_L19	4615	p1	11	29
4615_p1_L19	4615	p1	12	12
4615_p1_L19	4615	p1	13	81
4615_p1_L19	4615	p1	14	22
4615_p1_L19	4615	p1	15	73
4615_p1_L19	4615	p1	16	84
4615_p1_L19	4615	p1	17	77
4615_p1_L19	4615	p1	18	81
4615_p1_L19	4615	p1	19	92
4615_p1_L19	4615	p1	20	83
4615_p1_L19	4615	p1	21	9
4615_p1_L19	4615	p1	22	29?
4615_p1_L20	4615	p1	1	7
4615_p1_L20	4615	p1	2	2
4615_p1_L20	4615	p1	3	4
4615_p1_L20	4615	p1	4	8
4615_p1_L20	4615	p1	5	36
4615_p1_L20	4615	p1	6	27
4615_p1_L20	4615	p1	7	76
4615_p1_L20	4615	p1	8	7
4615_p1_L20	4615	p1	9	3
4615_p1_L20	4615	p1	10	81
4615_p1_L20	4615	p1	11	4
4615_p1_L20	4615	p1	12	31
4615_p1_L20	4615	p1	13	91
4615_p1_L20	4615	p1	14	22
4615_p1_L20	4615	p1	15	61
4615_p1_L20	4615	p1	16	2
4615_p1_L20	4615	p1	17	76
4615_p1_L20	4615	p1	18	84
4615_p1_L20	4615	p1	19	121
4615_p1_L20	4615	p1	20	82
4615_p1_L20	4615	p1	21	26
4615_p1_L20	4615	p1	22	12
4615_p1_L20	4615	p1	23	83
4615_p1_L20	4615	p1	24	21
4615_p1_L20	4615	p1	25	61
4615_p1_L20	4615	p1	26	7
4615_p1_L20	4615	p1	27	71
4615_p1_L20	4615	p1	28	82
4615_p1_L20	4615	p1	29	18
4615_p1_L20	4615	p1	30	37
4615_p1_L20	4615	p1	31	81
4615_p1_L20	4615	p1	32	27
4615_p1_L20	4615	p1	33	101
4615_p1_L20	4615	p1	34	5
4615_p1_L20	4615	p1	35	6
4615_p1_L20	4615	p1	36	62?
4615_p1_L20	4615	p1	37	31
4615_p1_L20	4615	p1	38	102
4615_p1_L20	4615	p1	39	9
4615_p1_L20	4615	p1	40	4
4615_p1_L20	4615	p1	41	28
4615_p1_L20	4615	p1	42	76
4615_p1_L20	4615	p1	43	37
4615_p1_L20	4615	p1	44	81
4615_p1_L20	4615	p1	45	26
4615_p1_L20	4615	p1	46	7
4615_p1_L20	4615	p1	47	39
4615_p1_L21	4615	p1	1	31
4615_p1_L21	4615	p1	2	22
4615_p1_L21	4615	p1	3	8
4615_p1_L21	4615	p1	4	102
4615_p1_L21	4615	p1	5	29
4615_p1_L21	4615	p1	6	13
4615_p1_L21	4615	p1	7	105
4615_p1_L21	4615	p1	8	82
4615_p1_L21	4615	p1	9	72
4615_p1_L21	4615	p1	10	94
4615_p1_L21	4615	p1	11	26
4615_p1_L21	4615	p1	12	77
4615_p1_L21	4615	p1	13	83
4615_p1_L21	4615	p1	14	326
4615_p1_L21	4615	p1	15	16
4615_p1_L21	4615	p1	16	37
4615_p1_L21	4615	p1	17	81
4615_p1_L21	4615	p1	18	83
4615_p1_L21	4615	p1	19	3
4615_p1_L21	4615	p1	20	12
4615_p1_L21	4615	p1	21	61
4615_p1_L21	4615	p1	22	26
4615_p1_L21	4615	p1	23	29?
4615_p1_L22	4615	p1	1	61
4615_p1_L22	4615	p1	2	2
4615_p1_L22	4615	p1	3	31
4615_p1_L22	4615	p1	4	3
4615_p1_L22	4615	p1	5	6
4615_p1_L22	4615	p1	6	40
4615_p1_L22	4615	p1	7	29
4615_p1_L22	4615	p1	8	14
4615_p1_L22	4615	p1	9	7
4615_p1_L22	4615	p1	10	39
4615_p1_L22	4615	p1	11	111
4615_p1_L22	4615	p1	12	21?
4615_p1_L22	4615	p1	13	102
4615_p1_L22	4615	p1	14	8
4615_p1_L22	4615	p1	15	2
4615_p1_L22	4615	p1	16	27
4615_p1_L22	4615	p1	17	82
4615_p1_L22	4615	p1	18	117
4615_p1_L22	4615	p1	19	13
4615_p1_L22	4615	p1	20	6
4615_p1_L22	4615	p1	21	21
4615_p1_L22	4615	p1	22	31
4615_p1_L22	4615	p1	23	84?
4615_p1_L22	4615	p1	24	121
4615_p1_L22	4615	p1	25	272
4615_p1_L22	4615	p1	26	12
4615_p1_L22	4615	p1	27	7
4615_p1_L22	4615	p1	28	35
4615_p1_L22	4615	p1	29	21
4615_p1_L22	4615	p1	30	61
4615_p1_L22	4615	p1	31	78
4615_p1_L22	4615	p1	32	73?
4615_p1_L22	4615	p1	33	33
4615_p1_L22	4615	p1	34	26
4615_p1_L22	4615	p1	35	102
4615_p1_L22	4615	p1	36	82
4615_p1_L22	4615	p1	37	40
4615_p1_L22	4615	p1	38	8
4615_p1_L22	4615	p1	39	39
4615_p1_L22	4615	p1	40	28
4615_p1_L22	4615	p1	41	33
4615_p1_L22	4615	p1	42	24
4615_p1_L22	4615	p1	43	7
4615_p1_L23	4615	p1	1	40
4615_p1_L23	4615	p1	2	36
4615_p1_L23	4615	p1	3	81
4615_p1_L23	4615	p1	4	27
4615_p1_L23	4615	p1	5	112
4615_p1_L23	4615	p1	6	61
4615_p1_L23	4615	p1	7	28
4615_p1_L23	4615	p1	8	71
4615_p1_L23	4615	p1	9	96
4615_p1_L23	4615	p1	10	9
4615_p1_L23	4615	p1	11	26
4615_p1_L23	4615	p1	12	82
4615_p1_L23	4615	p1	13	85
4615_p1_L23	4615	p1	14	61
4615_p1_L23	4615	p1	15	101
4615_p1_L23	4615	p1	16	25
4615_p1_L23	4615	p1	17	62
4615_p1_L23	4615	p1	18	66
4615_p1_L23	4615	p1	19	112
4615_p1_L23	4615	p1	20	82
4615_p1_L23	4615	p1	21	122
4615_p1_L23	4615	p1	22	81?
4615_p1_L24	4615	p1	1	35
4615_p1_L24	4615	p1	2	6
4615_p1_L24	4615	p1	3	39
4615_p1_L24	4615	p1	4	28
4615_p1_L24	4615	p1	5	3
4615_p1_L24	4615	p1	6	7
4615_p1_L24	4615	p1	7	40
4615_p1_L24	4615	p1	8	30
4615_p1_L24	4615	p1	9	12
4615_p1_L24	4615	p1	10	6
4615_p1_L24	4615	p1	11	37
4615_p1_L24	4615	p1	12	113
4615_p1_L24	4615	p1	13	21
4615_p1_L24	4615	p1	14	102
4615_p1_L24	4615	p1	15	82
4615_p1_L24	4615	p1	16	27
4615_p1_L24	4615	p1	17	61
4615_p1_L24	4615	p1	18	26
4615_p1_L24	4615	p1	19	30
4615_p1_L24	4615	p1	20	104
4615_p1_L24	4615	p1	21	27
4615_p1_L24	4615	p1	22	31
4615_p1_L24	4615	p1	23	81
4615_p1_L24	4615	p1	24	22
4615_p1_L24	4615	p1	25	=et
4615_p1_L24	4615	p1	26	76
4615_p1_L24	4615	p1	27	81
4615_p1_L24	4615	p1	28	13
4615_p1_L24	4615	p1	29	101
4615_p1_L24	4615	p1	30	82
4615_p1_L24	4615	p1	31	72
4615_p1_L24	4615	p1	32	83
4615_p1_L24	4615	p1	33	26
4615_p1_L24	4615	p1	34	=et
4615_p1_L24	4615	p1	35	77
4615_p1_L24	4615	p1	36	82
4615_p1_L24	4615	p1	37	71
4615_p1_L24	4615	p1	38	6
4615_p1_L24	4615	p1	39	37
4615_p1_L24	4615	p1	40	26
4615_p1_L24	4615	p1	41	91
4615_p1_L24	4615	p1	42	82
4615_p1_L24	4615	p1	43	2
4615_p1_L24	4615	p1	44	27
4615_p1_L24	4615	p1	45	121
4615_p1_L24	4615	p1	46	78
4615_p1_L24	4615	p1	47	89?
4615_p1_L25	4615	p1	1	79
4615_p1_L25	4615	p1	2	82
4615_p1_L25	4615	p1	3	112
4615_p1_L25	4615	p1	4	65
4615_p1_L25	4615	p1	5	=nous
4615_p1_L25	4615	p1	6	=avons
4615_p1_L25	4615	p1	7	=eu
4615_p1_L25	4615	p1	8	=le
4615_p1_L25	4615	p1	9	=nouvelles
4615_p1_L25	4615	p1	10	=que
4615_p1_L25	4615	p1	11	=Ruttmeister?
4615_p1_L25	4615	p1	12	=Esperndt?
4615_p1_L25	4615	p1	13	=et
4615_p1_L25	4615	p1	14	=encores
4615_p1_L25	4615	p1	15	=par
4615_p1_L25	4615	p1	16	=sela?
4615_p1_L25	4615	p1	17	=en
4615_p1_L25	4615	p1	18	=Nous
4615_p1_L25	4615	p1	19	=Combre?
4615_p1_L25	4615	p1	20	=ce
4615_p1_L25	4615	p1	21	=nous
4615_p1_L25	4615	p1	22	=souple
4615_p1_L25	4615	p1	23	=de
4615_p1_L25	4615	p1	24	=nous
4615_p1_L25	4615	p1	25	=mander
4615_p1_L25	4615	p1	26	=quel?
4615_p1_L26	4615	p1	1	=sur
4615_p1_L26	4615	p1	2	=ce
4615_p1_L26	4615	p1	3	=feron
4615_p1_L26	4615	p1	4	=la
4615_p1_L26	4615	p1	5	=fin
4615_p1_L26	4615	p1	6	=priant
4615_p1_L26	4615	p1	7	=le
4615_p1_L26	4615	p1	8	=dieu
4615_p1_L26	4615	p1	9	=puissant
4615_p1_L26	4615	p1	10	=vous
4615_p1_L26	4615	p1	11	=donner
4615_p1_L27	4615	p1	1	=Mon
4615_p1_L27	4615	p1	2	=signieur
4615_p1_L27	4615	p1	3	=La
4615_p1_L27	4615	p1	4	=Saincte
4615_p1_L27	4615	p1	5	=grace
4615_p1_L27	4615	p1	6	=vis?
4615_p1_L27	4615	p1	7	=longue?
4615_p1_L27	4615	p1	8	=se
4615_p1_L27	4615	p1	9	=fait
4615_p1_L27	4615	p1	10	=au
4615_p1_L27	4615	p1	11	=camp
4615_p1_L27	4615	p1	12	=de
4615_p1_L27	4615	p1	13	=Carlch?
4615_p1_L27	4615	p1	14	=ce
4615_p1_L27	4615	p1	15	=7
4615_p1_L27	4615	p1	16	=de
4615_p1_L27	4615	p1	17	=auril?
4615_p1_L27	4615	p1	18	=l'an
4615_p1_L27	4615	p1	19	=1574
