sid	page	line	pos	x	y	w	h	rh	rw	dy	marks
c2a_08_003	c2a	8	3	75	566	23	23	1.000	1.000	0.065	
c2a_08_004	c2a	8	4	102	565	19	23	1.000	0.826	0.022	
c2a_08_005	c2a	8	5	120	565	9	27	1.174	0.391	0.109	
c2a_08_006	c2a	8	6	133	557	24	27	1.174	1.043	-0.239	
c2a_08_007	c2a	8	7	154	572	14	12	0.522	0.609	0.087	
c2a_08_008	c2a	8	8	172	553	29	32	1.391	1.261	-0.304	
c2a_08_009	c2a	8	9	202	572	12	14	0.609	0.522	0.130	
c2a_08_010	c2a	8	10	221	568	15	15	0.652	0.652	-0.022	c2a_08_m0087
c2a_08_011	c2a	8	11	247	543	67	44	1.913	2.913	-0.478	
c2a_08_012	c2a	8	12	310	547	20	36	1.565	0.870	-0.478	c2a_08_m0088
c2a_08_013	c2a	8	13	345	564	20	22	0.957	0.870	-0.043	c2a_08_m0083
c2a_08_014	c2a	8	14	375	556	16	28	1.217	0.696	-0.261	c2a_08_m0079
c2a_08_015	c2a	8	15	406	567	15	15	0.652	0.652	-0.065	c2a_08_m0084
c2a_08_016	c2a	8	16	439	554	66	31	1.348	2.870	-0.283	
c2a_08_017	c2a	8	17	517	569	29	15	0.652	1.261	0.022	c2a_08_m0085
c2a_08_018	c2a	8	18	555	552	38	31	1.348	1.652	-0.370	
c2a_08_019	c2a	8	19	587	556	52	30	1.304	2.261	-0.217	
c2a_08_020	c2a	8	20	653	557	29	25	1.087	1.261	-0.283	
c2a_08_021	c2a	8	21	682	554	81	36	1.565	3.522	-0.174	
c2a_08_022	c2a	8	22	763	557	39	29	1.261	1.696	-0.196	
c2a_08_023	c2a	8	23	818	555	81	32	1.391	3.522	-0.217	
c2a_08_024	c2a	8	24	910	551	60	32	1.391	2.609	-0.391	c2a_08_m0078|c2a_08_m0086
c2a_08_025	c2a	8	25	974	559	36	25	1.087	1.565	-0.196	c2a_08_m0080|c2a_08_m0081
c2a_08_026	c2a	8	26	1046	571	6	12	0.522	0.261	0.043	c2a_08_m0082|c2a_08_m0089
c2a_09_001	c2a	9	1	63	645	15	14	0.609	0.652	0.043	c2a_09_m0097
c2a_09_002	c2a	9	2	89	632	28	31	1.348	1.217	-0.152	
c2a_09_003	c2a	9	3	130	625	43	32	1.391	1.870	-0.435	c2a_09_m0093
c2a_09_004	c2a	9	4	180	636	21	24	1.043	0.913	-0.130	c2a_09_m0091
c2a_09_005	c2a	9	5	213	636	19	27	1.174	0.826	-0.065	
c2a_09_006	c2a	9	6	238	642	24	18	0.783	1.043	0.000	c2a_09_m0099
c2a_09_007	c2a	9	7	285	636	23	38	1.652	1.000	0.174	
c2a_09_008	c2a	9	8	311	652	8	9	0.391	0.348	0.239	
c2a_09_009	c2a	9	9	326	640	41	33	1.435	1.783	0.239	
c2a_09_010	c2a	9	10	358	640	46	31	1.348	2.000	0.196	
c2a_09_011	c2a	9	11	405	639	32	31	1.348	1.391	0.152	
c2a_09_012	c2a	9	12	439	640	30	29	1.261	1.304	0.152	
c2a_09_013	c2a	9	13	466	650	8	9	0.391	0.348	0.152	
c2a_09_014	c2a	9	14	478	639	20	31	1.348	0.870	0.152	
c2a_09_015	c2a	9	15	496	662	5	7	0.304	0.217	0.630	
c2a_09_016	c2a	9	16	502	660	6	8	0.348	0.261	0.565	
c2a_09_017	c2a	9	17	516	654	7	11	0.478	0.304	0.370	
c2a_09_018	c2a	9	18	529	636	54	26	1.130	2.348	-0.087	
c2a_09_019	c2a	9	19	587	631	16	27	1.174	0.696	-0.283	
c2a_09_020	c2a	9	20	607	637	21	23	1.000	0.913	-0.109	
c2a_09_021	c2a	9	21	628	623	21	50	2.174	0.913	-0.130	
c2a_09_022	c2a	9	22	651	634	20	26	1.130	0.870	-0.174	
c2a_09_023	c2a	9	23	674	637	18	23	1.000	0.783	-0.109	
c2a_09_024	c2a	9	24	687	636	25	23	1.000	1.087	-0.152	
c2a_09_025	c2a	9	25	711	639	17	15	0.652	0.739	-0.196	
c2a_09_026	c2a	9	26	724	649	12	9	0.391	0.522	0.109	
c2a_09_027	c2a	9	27	734	628	31	29	1.261	1.348	-0.370	
c2a_09_028	c2a	9	28	773	637	15	22	0.957	0.652	-0.130	
c2a_09_029	c2a	9	29	786	645	6	9	0.391	0.261	-0.065	
c2a_09_030	c2a	9	30	802	638	27	21	0.913	1.174	-0.109	c2a_09_m0094|c2a_09_m0098
c2a_09_031	c2a	9	31	833	637	15	23	1.000	0.652	-0.109	c2a_09_m0095
c2a_09_032	c2a	9	32	851	636	16	23	1.000	0.696	-0.152	
c2a_09_033	c2a	9	33	871	636	24	27	1.174	1.043	-0.065	
c2a_09_034	c2a	9	34	898	636	22	22	0.957	0.957	-0.174	
c2a_09_035	c2a	9	35	922	676	11	9	0.391	0.478	1.283	
c2a_09_036	c2a	9	36	924	636	10	10	0.435	0.435	-0.435	
c2a_09_037	c2a	9	37	930	634	12	23	1.000	0.522	-0.239	
c2a_09_038	c2a	9	38	938	645	11	9	0.391	0.478	-0.065	c2a_09_m0096
c2a_09_039	c2a	9	39	956	645	26	14	0.609	1.130	0.043	c2a_09_m0100
c2a_09_040	c2a	9	40	984	629	33	29	1.261	1.435	-0.326	c2a_09_m0092
c2a_09_041	c2a	9	41	1043	587	9	71	3.087	0.391	-1.239	
c2a_10_001	c2a	10	1	54	688	14	32	1.391	0.609	-0.870	
c2a_10_002	c2a	10	2	69	713	15	26	1.130	0.652	0.087	c2a_10_m0101|c2a_10_m0106
c2a_10_003	c2a	10	3	95	720	10	12	0.522	0.435	0.087	c2a_10_m0109
c2a_10_004	c2a	10	4	112	700	20	30	1.304	0.870	-0.391	c2a_10_m0107
c2a_10_005	c2a	10	5	198	723	14	16	0.696	0.609	0.304	
c2a_10_006	c2a	10	6	221	709	23	25	1.087	1.000	-0.109	
c2a_10_007	c2a	10	7	247	705	27	27	1.174	1.174	-0.239	
c2a_10_008	c2a	10	8	277	709	20	24	1.043	0.870	-0.130	c2a_10_m0104
c2a_10_009	c2a	10	9	303	699	56	47	2.043	2.435	-0.065	
c2a_10_010	c2a	10	10	362	715	26	21	0.913	1.130	0.065	
c2a_10_011	c2a	10	11	390	710	23	24	1.043	1.000	-0.087	
c2a_10_012	c2a	10	12	414	706	17	26	1.130	0.739	-0.217	
c2a_10_013	c2a	10	13	441	708	20	24	1.043	0.870	-0.174	
c2a_10_014	c2a	10	14	464	701	44	34	1.478	1.913	-0.261	
c2a_10_015	c2a	10	15	512	703	21	30	1.304	0.913	-0.261	c2a_10_m0110
c2a_10_016	c2a	10	16	534	705	38	38	1.652	1.652	0.000	
c2a_10_017	c2a	10	17	572	706	21	28	1.217	0.913	-0.174	
c2a_10_018	c2a	10	18	602	709	19	29	1.261	0.826	-0.022	
c2a_10_019	c2a	10	19	627	707	33	25	1.087	1.435	-0.196	
c2a_10_020	c2a	10	20	668	703	26	29	1.261	1.130	-0.283	
c2a_10_021	c2a	10	21	700	713	23	16	0.696	1.000	-0.130	
c2a_10_022	c2a	10	22	719	698	14	19	0.826	0.609	-0.717	
c2a_10_023	c2a	10	23	728	717	15	16	0.696	0.652	0.043	
c2a_10_024	c2a	10	24	767	716	18	15	0.652	0.783	-0.022	c2a_10_m0108|c2a_10_m0112
c2a_10_025	c2a	10	25	802	704	26	27	1.174	1.130	-0.283	
c2a_10_026	c2a	10	26	837	706	29	26	1.130	1.261	-0.217	
c2a_10_027	c2a	10	27	872	706	18	32	1.391	0.783	-0.087	c2a_10_m0102
c2a_10_028	c2a	10	28	905	715	30	18	0.783	1.304	0.000	c2a_10_m0111
c2a_10_029	c2a	10	29	940	704	33	30	1.304	1.435	-0.217	
c2a_10_030	c2a	10	30	975	712	17	22	0.957	0.739	-0.043	c2a_10_m0105
c2a_10_031	c2a	10	31	994	712	17	20	0.870	0.739	-0.087	c2a_10_m0103
c2a_10_032	c2a	10	32	1017	712	23	22	0.957	1.000	-0.043	
c2a_10_033	c2a	10	33	1049	689	3	37	1.609	0.130	-0.717	
c2a_11_001	c2a	11	1	46	782	32	34	1.478	1.391	0.261	
c2a_11_002	c2a	11	2	79	787	15	23	1.000	0.652	0.239	
c2a_11_003	c2a	11	3	92	798	10	10	0.435	0.435	0.435	
c2a_11_004	c2a	11	4	110	788	19	21	0.913	0.826	0.239	
c2a_11_005	c2a	11	5	136	782	21	24	1.043	0.913	0.043	
c2a_11_006	c2a	11	6	162	779	37	27	1.174	1.609	-0.022	
c2a_11_007	c2a	11	7	212	782	26	22	0.957	1.130	0.000	
c2a_11_008	c2a	11	8	247	782	24	23	1.000	1.043	0.022	
c2a_11_009	c2a	11	9	277	779	40	27	1.174	1.739	-0.022	
c2a_11_010	c2a	11	10	323	782	48	27	1.174	2.087	0.109	
c2a_11_011	c2a	11	11	376	788	17	30	1.304	0.739	0.435	
c2a_11_012	c2a	11	12	389	779	17	30	1.304	0.739	0.043	
c2a_11_013	c2a	11	13	423	783	20	23	1.000	0.870	0.065	c2a_11_m0114
c2a_11_014	c2a	11	14	452	785	27	19	0.826	1.174	0.065	
c2a_11_015	c2a	11	15	484	782	26	27	1.174	1.130	0.109	
c2a_11_016	c2a	11	16	512	780	20	26	1.130	0.870	0.000	
c2a_11_017	c2a	11	17	537	782	24	27	1.174	1.043	0.109	
c2a_11_018	c2a	11	18	566	784	20	34	1.478	0.870	0.348	c2a_11_m0113
c2a_11_019	c2a	11	19	592	783	38	24	1.043	1.652	0.087	
c2a_11_020	c2a	11	20	636	782	31	24	1.043	1.348	0.043	
c2a_11_021	c2a	11	21	672	784	15	21	0.913	0.652	0.065	
c2a_11_022	c2a	11	22	691	780	7	23	1.000	0.304	-0.065	
c2a_11_023	c2a	11	23	707	780	35	26	1.130	1.522	0.000	
c2a_11_024	c2a	11	24	748	782	19	27	1.174	0.826	0.109	
c2a_11_025	c2a	11	25	771	776	40	31	1.348	1.739	-0.065	
c2a_11_026	c2a	11	26	823	782	21	26	1.130	0.913	0.087	
c2a_11_027	c2a	11	27	853	783	21	27	1.174	0.913	0.152	
c2a_11_028	c2a	11	28	885	784	23	23	1.000	1.000	0.109	
c2a_11_029	c2a	11	29	918	780	23	31	1.348	1.000	0.109	
c2a_11_030	c2a	11	30	944	780	26	29	1.261	1.130	0.065	
c2a_11_031	c2a	11	31	980	770	25	40	1.739	1.087	-0.130	
c2a_11_032	c2a	11	32	1047	727	5	108	4.696	0.217	-0.522	
c2a_12_001	c2a	12	1	58	855	17	42	1.826	0.739	0.043	c2a_12_m0116
c2a_12_002	c2a	12	2	87	860	17	31	1.348	0.739	0.022	
c2a_12_003	c2a	12	3	114	859	17	23	1.000	0.739	-0.196	
c2a_12_004	c2a	12	4	133	872	5	12	0.522	0.217	0.130	
c2a_12_005	c2a	12	5	145	858	17	26	1.130	0.739	-0.174	c2a_12_m0115
c2a_12_006	c2a	12	6	158	852	30	32	1.391	1.304	-0.304	
c2a_12_007	c2a	12	7	193	863	7	10	0.435	0.304	-0.304	
c2a_12_008	c2a	12	8	197	861	15	24	1.043	0.652	-0.087	
c2a_12_009	c2a	12	9	208	875	9	11	0.478	0.391	0.239	
c2a_12_010	c2a	12	10	221	861	20	35	1.522	0.870	0.152	c2a_12_m0118
c2a_12_011	c2a	12	11	245	855	58	32	1.391	2.522	-0.174	
c2a_12_012	c2a	12	12	306	858	20	27	1.174	0.870	-0.152	c2a_12_m0117
c2a_12_013	c2a	12	13	327	862	24	24	1.043	1.043	-0.043	
c2a_12_014	c2a	12	14	359	858	25	30	1.304	1.087	-0.087	
c2a_12_015	c2a	12	15	396	850	28	35	1.522	1.217	-0.326	
c2a_12_016	c2a	12	16	435	850	21	39	1.696	0.913	-0.239	
c2a_12_017	c2a	12	17	464	858	29	35	1.522	1.261	0.022	
c2a_12_018	c2a	12	18	492	832	66	55	2.391	2.870	-0.674	
c2a_12_019	c2a	12	19	564	851	20	32	1.391	0.870	-0.348	
c2a_12_020	c2a	12	20	598	849	36	37	1.609	1.565	-0.326	
c2a_12_021	c2a	12	21	636	858	30	27	1.174	1.304	-0.152	
c2a_12_022	c2a	12	22	667	855	28	38	1.652	1.217	-0.043	
c2a_12_023	c2a	12	23	699	855	21	28	1.217	0.913	-0.261	
c2a_12_024	c2a	12	24	728	855	13	31	1.348	0.565	-0.196	
c2a_12_025	c2a	12	25	744	853	12	31	1.348	0.522	-0.283	
c2a_12_026	c2a	12	26	771	871	15	13	0.565	0.652	0.109	c2a_12_m0119
c2a_12_027	c2a	12	27	789	870	16	14	0.609	0.696	0.087	
c2a_12_028	c2a	12	28	811	855	20	28	1.217	0.870	-0.261	
c2a_12_029	c2a	12	29	844	859	20	23	1.000	0.870	-0.196	
c2a_12_030	c2a	12	30	868	862	14	20	0.870	0.609	-0.130	
c2a_12_031	c2a	12	31	880	874	7	9	0.391	0.304	0.152	
c2a_12_032	c2a	12	32	896	867	29	17	0.739	1.261	0.022	c2a_12_m0120
c2a_12_033	c2a	12	33	927	855	22	33	1.435	0.957	-0.152	
c2a_12_034	c2a	12	34	956	856	29	27	1.174	1.261	-0.239	
c2a_12_035	c2a	12	35	991	846	37	41	1.783	1.609	-0.370	
c2a_12_036	c2a	12	36	1047	838	5	67	2.913	0.217	-0.152	
c2a_13_001	c2a	13	1	25	928	8	8	0.348	0.348	-0.391	
c2a_13_002	c2a	13	2	58	928	23	24	1.043	1.000	-0.043	c2a_13_m0121|c2a_13_m0122
c2a_13_003	c2a	13	3	94	920	21	38	1.652	0.913	-0.087	c2a_13_m0125
c2a_13_004	c2a	13	4	130	947	6	8	0.348	0.261	0.435	
c2a_13_005	c2a	13	5	137	937	6	19	0.826	0.261	0.239	
c2a_13_006	c2a	13	6	143	938	5	7	0.304	0.217	0.022	
c2a_13_007	c2a	13	7	149	923	36	34	1.478	1.565	-0.043	
c2a_13_008	c2a	13	8	198	931	31	21	0.913	1.348	0.022	
c2a_13_009	c2a	13	9	235	935	22	23	1.000	0.957	0.239	
c2a_13_010	c2a	13	10	265	930	19	31	1.348	0.826	0.196	
c2a_13_011	c2a	13	11	282	936	15	16	0.696	0.652	0.130	
c2a_13_012	c2a	13	12	304	934	18	23	1.000	0.783	0.196	c2a_13_m0124
c2a_13_013	c2a	13	13	329	917	19	47	2.043	0.826	-0.022	
c2a_13_014	c2a	13	14	360	933	38	26	1.130	1.652	0.217	
c2a_13_015	c2a	13	15	397	935	38	23	1.000	1.652	0.239	
c2a_13_016	c2a	13	16	440	929	29	31	1.348	1.261	0.152	
c2a_13_017	c2a	13	17	484	899	35	63	2.739	1.522	-0.457	
c2a_13_018	c2a	13	18	534	937	25	23	1.000	1.087	0.326	
c2a_13_019	c2a	13	19	560	928	22	47	2.043	0.957	0.457	
c2a_13_020	c2a	13	20	588	935	17	28	1.217	0.739	0.348	
c2a_13_021	c2a	13	21	614	946	9	11	0.478	0.391	0.457	
c2a_13_022	c2a	13	22	633	917	59	46	2.000	2.565	-0.043	
c2a_13_023	c2a	13	23	698	929	40	31	1.348	1.739	0.152	
c2a_13_024	c2a	13	24	744	951	9	9	0.391	0.391	0.630	
c2a_13_025	c2a	13	25	759	951	9	7	0.304	0.391	0.587	
c2a_13_026	c2a	13	26	762	916	18	17	0.739	0.783	-0.717	
c2a_13_027	c2a	13	27	777	949	18	17	0.739	0.783	0.717	
c2a_13_028	c2a	13	28	789	917	8	15	0.652	0.348	-0.717	
c2a_13_029	c2a	13	29	800	949	7	12	0.522	0.304	0.609	
c2a_13_030	c2a	13	30	804	917	17	15	0.652	0.739	-0.717	
c2a_13_031	c2a	13	31	821	948	6	9	0.391	0.261	0.500	
c2a_13_032	c2a	13	32	832	943	19	20	0.870	0.826	0.522	
c2a_13_033	c2a	13	33	864	936	21	32	1.391	0.913	0.478	
c2a_13_034	c2a	13	34	889	926	26	34	1.478	1.130	0.087	
c2a_13_035	c2a	13	35	920	933	20	25	1.087	0.870	0.196	c2a_13_m0123
c2a_13_036	c2a	13	36	951	936	18	23	1.000	0.783	0.283	
c2a_13_037	c2a	13	37	968	930	19	27	1.174	0.826	0.109	
c2a_13_038	c2a	13	38	994	925	37	32	1.391	1.609	0.000	
c2a_13_039	c2a	13	39	1028	912	24	68	2.957	1.043	0.217	
c2a_14_001	c2a	14	1	58	999	26	31	1.348	1.130	-0.326	
c2a_14_002	c2a	14	2	99	1002	19	36	1.565	0.826	-0.087	
c2a_14_003	c2a	14	3	128	1016	18	22	0.957	0.783	0.217	
c2a_14_004	c2a	14	4	149	1006	32	27	1.174	1.391	-0.109	
c2a_14_005	c2a	14	5	192	1002	21	28	1.217	0.913	-0.261	
c2a_14_006	c2a	14	6	283	1011	20	31	1.348	0.870	0.196	
c2a_14_007	c2a	14	7	316	1008	19	25	1.087	0.826	-0.065	c2a_14_m0131
c2a_14_008	c2a	14	8	346	989	34	45	1.957	1.478	-0.457	
c2a_14_009	c2a	14	9	391	1005	18	28	1.217	0.783	-0.130	c2a_14_m0128
c2a_14_010	c2a	14	10	410	1004	30	32	1.391	1.304	-0.087	c2a_14_m0129
c2a_14_011	c2a	14	11	446	1004	23	29	1.261	1.000	-0.152	c2a_14_m0130
c2a_14_012	c2a	14	12	476	999	34	37	1.609	1.478	-0.196	
c2a_14_013	c2a	14	13	509	1001	19	41	1.783	0.826	-0.022	
c2a_14_014	c2a	14	14	537	1002	28	21	0.913	1.217	-0.413	
c2a_14_015	c2a	14	15	567	1004	19	28	1.217	0.826	-0.174	c2a_14_m0132
c2a_14_016	c2a	14	16	587	1006	19	31	1.348	0.826	-0.022	
c2a_14_017	c2a	14	17	613	1007	19	25	1.087	0.826	-0.109	c2a_14_m0134
c2a_14_018	c2a	14	18	632	1018	14	12	0.522	0.609	0.087	
c2a_14_019	c2a	14	19	650	998	24	31	1.348	1.043	-0.370	
c2a_14_020	c2a	14	20	680	1002	27	27	1.174	1.174	-0.283	
c2a_14_021	c2a	14	21	719	1015	13	17	0.739	0.565	0.065	c2a_14_m0135
c2a_14_022	c2a	14	22	733	1014	17	16	0.696	0.739	0.000	c2a_14_m0133
c2a_14_023	c2a	14	23	758	1001	24	31	1.348	1.043	-0.239	
c2a_14_024	c2a	14	24	789	1003	20	27	1.174	0.870	-0.239	
c2a_14_025	c2a	14	25	821	1001	29	28	1.217	1.261	-0.304	
c2a_14_026	c2a	14	26	855	1001	20	27	1.174	0.870	-0.326	c2a_14_m0127
c2a_14_027	c2a	14	27	894	1015	18	14	0.609	0.783	0.000	c2a_14_m0136
c2a_14_028	c2a	14	28	923	998	21	30	1.304	0.913	-0.391	
c2a_14_029	c2a	14	29	948	993	31	44	1.913	1.348	-0.304	
c2a_14_030	c2a	14	30	967	978	50	48	2.087	2.174	-0.870	c2a_14_m0137
c2a_14_031	c2a	14	31	1049	1050	3	9	0.391	0.130	1.413	c2a_14_m0126
c2a_15_001	c2a	15	1	40	1052	44	59	2.565	1.913	-0.630	
c2a_15_002	c2a	15	2	95	1075	28	34	1.478	1.217	-0.174	
c2a_15_003	c2a	15	3	136	1080	15	25	1.087	0.652	-0.152	
c2a_15_004	c2a	15	4	163	1111	5	7	0.304	0.217	0.804	
c2a_15_005	c2a	15	5	172	1110	6	9	0.391	0.261	0.804	c2a_15_m0138
c2a_15_006	c2a	15	6	183	1111	6	9	0.391	0.261	0.848	
c2a_15_007	c2a	15	7	194	1110	7	10	0.435	0.304	0.826	
c2a_15_008	c2a	15	8	207	1110	5	10	0.435	0.217	0.826	
c2a_15_009	c2a	15	9	212	1091	7	11	0.478	0.304	0.022	
c2a_15_010	c2a	15	10	224	1092	6	10	0.435	0.261	0.043	
c2a_15_011	c2a	15	11	257	1081	29	27	1.174	1.261	-0.065	
c2a_15_012	c2a	15	12	276	1080	24	26	1.130	1.043	-0.130	
c2a_15_013	c2a	15	13	303	1080	26	28	1.217	1.130	-0.087	
c2a_15_014	c2a	15	14	333	1083	21	27	1.174	0.913	0.022	
c2a_15_015	c2a	15	15	361	1087	30	24	1.043	1.304	0.130	
c2a_15_016	c2a	15	16	399	1085	24	24	1.043	1.043	0.043	
c2a_15_017	c2a	15	17	437	1084	23	26	1.130	1.000	0.043	
c2a_15_018	c2a	15	18	465	1083	24	28	1.217	1.043	0.043	
c2a_15_019	c2a	15	19	496	1090	17	13	0.565	0.739	0.022	c2a_15_m0143
c2a_15_020	c2a	15	20	515	1092	13	14	0.609	0.565	0.130	
c2a_15_021	c2a	15	21	531	1083	30	28	1.217	1.304	0.043	
c2a_15_022	c2a	15	22	564	1100	8	9	0.391	0.348	0.370	
c2a_15_023	c2a	15	23	581	1086	17	23	1.000	0.739	0.065	c2a_15_m0142
c2a_15_024	c2a	15	24	605	1078	26	27	1.174	1.130	-0.196	
c2a_15_025	c2a	15	25	641	1084	22	28	1.217	0.957	0.087	c2a_15_m0141
c2a_15_026	c2a	15	26	672	1082	25	29	1.261	1.087	0.022	
c2a_15_027	c2a	15	27	704	1083	36	20	0.870	1.565	-0.130	
c2a_15_028	c2a	15	28	747	1079	19	27	1.174	0.826	-0.152	
c2a_15_029	c2a	15	29	778	1083	29	25	1.087	1.261	-0.022	
c2a_15_030	c2a	15	30	821	1083	25	27	1.174	1.087	0.022	
c2a_15_031	c2a	15	31	852	1081	22	26	1.130	0.957	-0.087	c2a_15_m0139
c2a_15_032	c2a	15	32	883	1083	27	26	1.130	1.174	0.000	
c2a_15_033	c2a	15	33	918	1083	23	26	1.130	1.000	0.000	
c2a_15_034	c2a	15	34	948	1075	28	31	1.348	1.217	-0.239	
c2a_15_035	c2a	15	35	975	1079	29	29	1.261	1.261	-0.109	
c2a_15_036	c2a	15	36	1048	1084	4	12	0.522	0.174	-0.261	c2a_15_m0140
c2a_16_001	c2a	16	1	52	1156	26	24	1.043	1.130	-0.174	
c2a_16_002	c2a	16	2	84	1152	23	30	1.304	1.000	-0.217	c2a_16_m0148
c2a_16_003	c2a	16	3	105	1161	8	10	0.435	0.348	-0.261	
c2a_16_004	c2a	16	4	127	1135	50	56	2.435	2.174	-0.391	
c2a_16_005	c2a	16	5	186	1157	59	26	1.130	2.565	-0.087	
c2a_16_006	c2a	16	6	260	1160	30	21	0.913	1.304	-0.065	
c2a_16_007	c2a	16	7	298	1162	17	20	0.870	0.739	0.000	
c2a_16_008	c2a	16	8	324	1159	37	25	1.087	1.609	-0.022	
c2a_16_009	c2a	16	9	368	1159	23	22	0.957	1.000	-0.087	
c2a_16_010	c2a	16	10	402	1158	38	22	0.957	1.652	-0.130	
c2a_16_011	c2a	16	11	445	1159	18	24	1.043	0.783	-0.043	
c2a_16_012	c2a	16	12	456	1170	14	12	0.522	0.609	0.174	
c2a_16_013	c2a	16	13	474	1159	35	20	0.870	1.522	-0.130	c2a_16_m0149
c2a_16_014	c2a	16	14	513	1154	23	30	1.304	1.000	-0.130	c2a_16_m0145
c2a_16_015	c2a	16	15	548	1159	22	20	0.870	0.957	-0.130	
c2a_16_016	c2a	16	16	577	1152	32	30	1.304	1.391	-0.217	
c2a_16_017	c2a	16	17	611	1160	18	23	1.000	0.783	-0.022	c2a_16_m0146
c2a_16_018	c2a	16	18	632	1159	22	23	1.000	0.957	-0.065	
c2a_16_019	c2a	16	19	653	1165	6	7	0.304	0.261	-0.152	
c2a_16_020	c2a	16	20	665	1155	29	27	1.174	1.261	-0.152	
c2a_16_021	c2a	16	21	704	1157	32	25	1.087	1.391	-0.109	
c2a_16_022	c2a	16	22	744	1159	36	20	0.870	1.565	-0.130	
c2a_16_023	c2a	16	23	793	1154	28	25	1.087	1.217	-0.239	
c2a_16_024	c2a	16	24	829	1154	23	25	1.087	1.000	-0.239	
c2a_16_025	c2a	16	25	848	1169	8	10	0.435	0.348	0.087	
c2a_16_026	c2a	16	26	865	1159	17	23	1.000	0.739	-0.065	
c2a_16_027	c2a	16	27	889	1168	6	10	0.435	0.261	0.043	
c2a_16_028	c2a	16	28	901	1171	7	8	0.348	0.304	0.130	
c2a_16_029	c2a	16	29	915	1159	18	31	1.348	0.783	0.109	c2a_16_m0144
c2a_16_030	c2a	16	30	933	1161	18	21	0.913	0.783	-0.022	c2a_16_m0147
c2a_16_031	c2a	16	31	962	1158	36	21	0.913	1.565	-0.152	
c2a_16_032	c2a	16	32	1005	1158	24	23	1.000	1.043	-0.109	
c2a_17_001	c2a	17	1	54	1237	6	20	0.870	0.261	-0.043	
c2a_17_002	c2a	17	2	57	1213	15	44	1.913	0.652	-0.565	c2a_17_m0154
c2a_17_003	c2a	17	3	78	1230	22	31	1.348	0.957	-0.109	
c2a_17_004	c2a	17	4	104	1223	20	35	1.522	0.870	-0.326	
c2a_17_005	c2a	17	5	131	1225	33	30	1.304	1.435	-0.348	
c2a_17_006	c2a	17	6	173	1218	75	41	1.783	3.261	-0.413	c2a_17_m0150
c2a_17_007	c2a	17	7	254	1233	23	25	1.087	1.000	-0.109	
c2a_17_008	c2a	17	8	273	1244	13	14	0.609	0.565	0.130	
c2a_17_009	c2a	17	9	292	1241	20	16	0.696	0.870	0.043	c2a_17_m0155
c2a_17_010	c2a	17	10	319	1228	20	32	1.391	0.870	-0.174	
c2a_17_011	c2a	17	11	353	1232	23	35	1.522	1.000	0.065	
c2a_17_012	c2a	17	12	389	1232	38	28	1.217	1.652	-0.087	
c2a_17_013	c2a	17	13	446	1230	22	32	1.391	0.957	-0.087	
c2a_17_014	c2a	17	14	481	1223	27	35	1.522	1.174	-0.326	
c2a_17_015	c2a	17	15	504	1234	21	23	1.000	0.913	-0.109	
c2a_17_016	c2a	17	16	538	1230	38	25	1.087	1.652	-0.239	
c2a_17_017	c2a	17	17	587	1230	21	30	1.304	0.913	-0.130	
c2a_17_018	c2a	17	18	606	1236	28	29	1.261	1.217	0.109	
c2a_17_019	c2a	17	19	646	1221	32	50	2.174	1.391	-0.087	
c2a_17_020	c2a	17	20	687	1244	28	15	0.652	1.217	0.152	c2a_17_m0152
c2a_17_021	c2a	17	21	727	1244	7	13	0.565	0.304	0.109	c2a_17_m0151|c2a_17_m0156
c2a_17_022	c2a	17	22	736	1245	6	11	0.478	0.261	0.109	
c2a_17_023	c2a	17	23	753	1234	26	26	1.130	1.130	-0.043	
c2a_17_024	c2a	17	24	786	1228	19	28	1.217	0.826	-0.261	
c2a_17_025	c2a	17	25	814	1226	34	31	1.348	1.478	-0.283	
c2a_17_026	c2a	17	26	858	1228	19	27	1.174	0.826	-0.283	
c2a_17_027	c2a	17	27	886	1226	20	26	1.130	0.870	-0.391	c2a_17_m0153
c2a_17_028	c2a	17	28	901	1242	10	11	0.478	0.435	-0.022	
c2a_17_029	c2a	17	29	923	1190	100	68	2.957	4.348	-1.043	
c2a_17_030	c2a	17	30	1025	1254	15	5	0.217	0.652	0.370	
c2a_17_031	c2a	17	31	1047	1224	5	63	2.739	0.217	0.326	
c2b_01_001	c2b	1	1	131	46	17	28	1.120	0.680	-0.200	c2b_01_m0004
c2b_01_002	c2b	1	2	147	47	11	11	0.440	0.440	-0.500	
c2b_01_003	c2b	1	3	153	45	15	29	1.160	0.600	-0.220	
c2b_01_004	c2b	1	4	163	58	18	16	0.640	0.720	0.040	
c2b_01_005	c2b	1	5	185	48	18	34	1.360	0.720	0.000	
c2b_01_006	c2b	1	6	209	36	25	47	1.880	1.000	-0.220	
c2b_01_007	c2b	1	7	237	42	86	51	2.040	3.440	0.100	
c2b_01_008	c2b	1	8	322	55	7	17	0.680	0.280	-0.060	
c2b_01_009	c2b	1	9	331	56	9	16	0.640	0.360	-0.040	c2b_01_m0013
c2b_01_010	c2b	1	10	353	55	16	22	0.880	0.640	0.040	c2b_01_m0017
c2b_01_011	c2b	1	11	357	95	32	8	0.320	1.280	1.360	
c2b_01_012	c2b	1	12	375	52	5	22	0.880	0.200	-0.080	
c2b_01_013	c2b	1	13	392	51	17	22	0.880	0.680	-0.120	c2b_01_m0005
