mid	page	line	x	y	w	h	rh	rw	sid
c4a_13_m0045	c4a	13	856	938	31	15	0.517	1.069	c4a_13_016
c4a_13_m0046	c4a	13	621	941	24	12	0.414	0.828	c4a_13_009
c4a_13_m0047	c4a	13	693	941	33	12	0.414	1.138	c4a_13_011
c4a_14_m0048	c4a	14	429	1004	7	8	0.276	0.241	c4a_14_003
c4a_14_m0049	c4a	14	448	1004	8	8	0.276	0.276	c4a_14_004
c4b_01_m0001	c4b	1	412	0	7	6	0.188	0.219	c4b_01_002
c4b_01_m0002	c4b	1	910	0	8	8	0.250	0.250	c4b_01_011
c4b_01_m0003	c4b	1	446	26	5	8	0.250	0.156	c4b_01_003
c4b_01_m0004	c4b	1	597	32	40	15	0.469	1.250	c4b_01_007
c4b_02_m0005	c4b	2	563	99	7	10	0.312	0.219	c4b_02_006
c4b_02_m0006	c4b	2	863	107	36	14	0.438	1.125	c4b_02_015
c4b_03_m0007	c4b	3	608	181	40	12	0.375	1.250	c4b_03_008
c4b_03_m0008	c4b	3	770	184	7	12	0.375	0.219	c4b_03_012
c4b_03_m0009	c4b	3	273	188	6	4	0.125	0.188	c4b_03_001
c4b_04_m0010	c4b	4	471	252	5	7	0.219	0.156	c4b_04_004
c4b_04_m0011	c4b	4	719	258	32	14	0.438	1.000	c4b_04_013
c4b_04_m0012	c4b	4	694	260	7	13	0.406	0.219	c4b_04_012
c4b_05_m0013	c4b	5	805	340	17	6	0.188	0.531	c4b_05_013
