# HTRC Extracted Features (data.htrc.illinois.edu/ef-api/volumes/nnc2.ark+=13960=t1gh9nc18/pages?pos=false), fetched 24 Sept 2026
# CSP Scotland vol. 6 (Boyd 1910), HathiTrust htid nnc2.ark:/13960/t1gh9nc18 (Columbia copy). Bag of words per scan page, header+body+footer merged;
# printed page = header number. Running text NOT read (babel.hathitrust.org blocked). Used by AUDIT.md section 4.
seq	printed_page	token	count
608	564	rightlj	1
608	564	ruled	1
608	564	safe	1
608	564	safety	1
608	564	same	2
608	564	satisfy	1
608	564	saw	1
608	564	secret	1
608	564	seeing	2
608	564	sees	1
608	564	served	1
608	564	should	1
608	564	showed	1
608	564	signet	1
608	564	so	2
608	564	sought	1
608	564	sovereign	1
608	564	speech	1
608	564	spoken	1
608	564	state	1
608	564	stiange	1
608	564	still	1
608	564	such	2
608	564	sudden	1
608	564	sundry	3
608	564	thai	1
608	564	than	1
608	564	that	14
608	564	the	24
608	564	them	2
608	564	themselves	1
608	564	therefore	1
608	564	therein	1
608	564	thereof	1
608	564	thereon	1
608	564	these	2
608	564	things	1
608	564	think	1
608	564	this	5
608	564	thought	1
608	564	three	2
608	564	tiiis	1
608	564	tile	1
608	564	till	1
608	564	time	4
608	564	to	27
608	564	too	1
608	564	towai	1
608	564	towards	1
608	564	two	4
608	564	under	1
608	564	understand	1
608	564	universal	2
608	564	until	1
608	564	untruths	1
608	564	upon	1
608	564	use	1
608	564	uttered	1
608	564	was	5
608	564	ways	1
608	564	well	1
608	564	welter	1
608	564	were	1
608	564	what	2
608	564	whereof	1
608	564	wit	1
608	564	with	1
608	564	within	1
608	564	world	1
608	564	would	2
608	564	yet	2
608	564	£	1
608	564	■	1
609	565	''	2
609	565	's	4
609	565	,	41
609	565	--	2
609	565	.	19
609	565	1583	1
609	565	565	1
609	565	And	1
609	565	Asked	1
609	565	Besides	1
609	565	CALENDAR	1
609	565	Came	1
609	565	Christian	1
609	565	Cleish	1
609	565	Colvile	1
609	565	Edinburgh	1
609	565	Edniburgh	1
609	565	Elizabeth	1
609	565	England	2
609	565	Falkland	1
609	565	French	1
609	565	He	3
609	565	Herewith	1
609	565	Holt	1
609	565	John	1
609	565	Laird	1
609	565	Let	1
609	565	Maineville	1
609	565	Mr.	1
609	565	OF	1
609	565	PAPERS	1
609	565	Prince	1
609	565	SCOTTISH	1
609	565	Said	1
609	565	Seeking	1
609	565	Spared	1
609	565	Ti-availed	1
609	565	To	1
609	565	Whereas	1
609	565	Wherein	1
609	565	`	1
609	565	a	8
609	565	able	1
609	565	accept	1
609	565	accidentally	1
609	565	acquaint	1
609	565	action	2
609	565	advancement	1
609	565	advice	1
609	565	affirming	1
609	565	aforesaid	1
609	565	against	1
609	565	albeit	1
609	565	alienation	1
609	565	all	5
609	565	alleged	1
609	565	already	1
609	565	also	1
609	565	alteration	1
609	565	altogether	1
609	565	amend	1
609	565	an	1
609	565	and	21
609	565	another	1
609	565	answer	2
609	565	answered	1
609	565	answers	1
609	565	any	5
609	565	as	7
609	565	assistance	1
609	565	at	3
609	565	be	3
609	565	because	1
609	565	before	4
609	565	benefits	1
609	565	better	2
609	565	betwixt	2
609	565	brother	1
609	565	bruits	1
609	565	but	1
609	565	by	3
609	565	cause	1
609	565	certain	1
609	565	change	1
609	565	charge	1
609	565	charged	1
609	565	circumstances	1
609	565	coldly	1
609	565	come	1
609	565	conceive	1
609	565	conceived	1
609	565	concluded	1
609	565	conferences	1
609	565	confessing	1
609	565	consideration	1
609	565	continuance	1
609	565	continue	1
609	565	could	1
609	565	countenance	1
609	565	course	3
609	565	credit	1
609	565	dealt	1
609	565	deliberations	1
609	565	desire	1
609	565	device	1
609	565	devised	2
609	565	discharge	1
609	565	do	1
609	565	doings	1
609	565	eitlier	1
609	565	eldest	1
609	565	entry	1
609	565	escape	1
609	565	estate	1
609	565	etc.	2
609	565	evil	2
609	565	execution	1
609	565	faithfully	1
609	565	false	1
609	565	favour	1
609	565	find	1
609	565	fled	1
609	565	for	6
609	565	forces	1
609	565	former	1
609	565	forwards	1
609	565	found	2
609	565	friendship	1
609	565	from	2
609	565	fugitive	1
609	565	g	1
609	565	give	2
609	565	given	1
609	565	good	2
609	565	granted	1
609	565	gratuities	1
609	565	had	8
609	565	hand	1
609	565	has	1
609	565	hasty	1
609	565	he	30
609	565	henceforth	1
609	565	her	20
609	565	hereafter	1
609	565	herself	1
609	565	him	18
609	565	his	16
609	565	hmi	1
609	565	honest	1
609	565	honour	1
609	565	in	10
609	565	into	2
609	565	it	2
609	565	knew	3
609	565	know	2
609	565	largely	1
609	565	late	1
609	565	learns	1
609	565	left	1
609	565	lessons	1
609	565	let	1
609	565	letter	1
609	565	levied	1
609	565	lier	1
609	565	life	1
609	565	like	1
609	565	little	1
609	565	lords	1
609	565	majesty	13
609	565	make	1
609	565	manner	1
609	565	many	1
609	565	matters	2
609	565	may	1
609	565	meaning	1
609	565	mediator	1
609	565	might	1
609	565	mind	3
609	565	minister	1
609	565	more	1
609	565	much	1
609	565	name	1
609	565	no	4
609	565	nobility	1
609	565	nor	1
609	565	not	3
609	565	now	1
609	565	oblivion	1
609	565	of	29
609	565	offered	1
609	565	on	1
609	565	ood	1
609	565	opinion	2
609	565	or	2
609	565	other	1
609	565	out	1
609	565	own	2
609	565	perform	1
609	565	person	1
609	565	pithy	1
609	565	plainly	1
609	565	pleased	1
609	565	plot	2
609	565	portion	1
609	565	practice	1
609	565	pray	1
609	565	preparation	1
609	565	presently	1
609	565	proceed	1
609	565	proceedings	1
609	565	profit	1
609	565	progress	1
609	565	promise	1
609	565	promises	1
609	565	protested	1
609	565	proved	2
609	565	purpose	3
609	565	qualified	1
609	565	rather	2
609	565	recited	1
609	565	reform	1
609	565	refusal	1
609	565	regard	1
609	565	reports	1
609	565	resolved	1
609	565	right	1
609	565	safety	1
609	565	said	3
609	565	same	2
609	565	satisfy	1
609	565	saying	1
609	565	see	2
609	565	seeing	1
609	565	send	2
609	565	servants	1
609	565	set	1
609	565	she	2
609	565	shewinge	1
609	565	should	1
609	565	signify	1
609	565	sincere	1
609	565	small	1
609	565	so	3
609	565	some	1
609	565	state	1
609	565	stayed	1
609	565	still	1
609	565	such	1
609	565	sudden	1
609	565	suffice	1
609	565	sufficiently	1
609	565	sundry	1
609	565	suspected	1
609	565	taken	1
609	565	teach	1
609	565	than	4
609	565	that	17
609	565	the	22
609	565	them	3
609	565	themselves	1
609	565	there	1
609	565	thereby	1
609	565	therefore	1
609	565	therein	1
609	565	these	1
609	565	things	4
609	565	this	5
609	565	those	1
609	565	thought	2
609	565	tliat	1
609	565	to	28
609	565	trial	1
609	565	truly	1
609	565	understood	1
609	565	verboAim	1
609	565	very	1
609	565	vet	1
609	565	warning	1
609	565	was	6
609	565	well	2
609	565	were	3
609	565	whereas	1
609	565	whether	2
609	565	while	1
609	565	whilst	1
609	565	who	1
609	565	will	1
609	565	wished	1
609	565	wishing	1
609	565	with	12
609	565	without	2
609	565	words	2
609	565	wortliy	1
609	565	would	6
609	565	written	2
610	566	'	1
610	566	''	4
610	566	's	5
610	566	*	3
610	566	,	35
610	566	-	2
610	566	--	4
610	566	-LRB-	1
610	566	-LSB-	1
610	566	.	32
610	566	111	1
610	566	1583	1
610	566	223	1
610	566	4	1
610	566	566	1
610	566	584	1
610	566	:	1
610	566	;	1
610	566	Archibald	1
610	566	Arraii	1
610	566	Because	2
610	566	BoWES	1
610	566	Bowes	1
610	566	But	1
610	566	CALENDAR	1
610	566	Claud	1
610	566	Council	1
610	566	Court	1
610	566	Crawford	1
610	566	Douglas	1
610	566	During	1
610	566	Elizabeth	1
610	566	England	4
610	566	Fentrie	2
610	566	French	1
610	566	Glammis	3
610	566	Glencairn	1
610	566	Guise	1
610	566	Hamilton	3
610	566	He	1
610	566	Indorsed	1
610	566	It	1
610	566	J	1
610	566	John	1
610	566	Johnstone	1
610	566	Julylil	1
610	566	King	14
610	566	Landes	1
610	566	Lennox	4
610	566	Lord	1
610	566	Maineville	1
610	566	Mar	1
610	566	Mr.	1
610	566	No	1
610	566	OF	1
610	566	PAPERS	1
610	566	Queen	1
610	566	ROBKRT	1
610	566	Robert	1
610	566	SCOTTISH	1
610	566	Scotland	1
610	566	Secondly	1
610	566	Smallet	3
610	566	St.	1
610	566	Svjned	1
610	566	TO	1
610	566	Taking	1
610	566	The	3
610	566	These	1
610	566	This	1
610	566	Understanding	1
610	566	VII	1
610	566	WaLSINGHAmJ	1
610	566	Whereunto	1
610	566	^	2
610	566	`	1
610	566	a	2
610	566	about	3
610	566	acknowledged	1
610	566	acquainted	1
610	566	adding	1
610	566	address	1
610	566	again	1
610	566	against	1
610	566	aim	1
610	566	all	1
610	566	amity	1
610	566	amongst	1
610	566	and	20
610	566	answer	1
610	566	anything	1
610	566	apist	1
610	566	are	3
610	566	arrived	1
610	566	as	6
610	566	at	3
610	566	atlection	1
610	566	be	6
610	566	been	2
610	566	betwixt	2
610	566	beyond	1
610	566	blank	1
610	566	brought	1
610	566	bruited	1
610	566	c	1
610	566	c.	1
610	566	came	1
610	566	cared	1
610	566	cause	1
610	566	caused	1
610	566	causes	1
610	566	charged	1
610	566	chosen	1
610	566	coffer	1
610	566	come	2
610	566	coming	1
610	566	commendation	1
610	566	conference	1
610	566	courses	1
610	566	dame	1
610	566	dangerous	1
610	566	day	1
610	566	de	1
610	566	debate	1
610	566	delivered	1
610	566	denied	1
610	566	departed	1
610	566	desire	1
610	566	desired	1
610	566	devil	1
610	566	devotion	1
610	566	directed	1
610	566	discharged	1
610	566	do	1
610	566	doubt	1
610	566	drawn	1
610	566	ear	1
610	566	entertained	1
610	566	especially	1
610	566	etc.	1
610	566	evil	1
610	566	far	1
610	566	favour	1
610	566	favourable	1
610	566	first	1
610	566	for	5
610	566	found	2
610	566	from	1
610	566	given	3
610	566	good	5
610	566	granted	1
610	566	great	1
610	566	grounded	1
610	566	had	12
610	566	has	2
610	566	have	7
610	566	he	22
610	566	her	12
610	566	him	13
610	566	his	4
610	566	hither	1
610	566	honour	1
610	566	hoped	1
610	566	house	1
610	566	hurt	1
610	566	if	2
610	566	in	8
610	566	inferred	1
610	566	into	3
610	566	iphfr	1
610	566	is	5
610	566	it	1
610	566	keeps	1
610	566	key	1
610	566	knew	1
610	566	know	2
610	566	lared	1
610	566	lately	1
610	566	letters	4
610	566	letting	1
610	566	lie	1
610	566	lier	1
610	566	liking	1
610	566	little	1
610	566	lived	2
610	566	lo	1
610	566	loyalty	1
610	566	m.	1
610	566	majesty	8
610	566	make	1
610	566	many	1
610	566	mark	1
610	566	matter	1
610	566	may	1
610	566	meaning	1
610	566	mediator	1
610	566	more	1
610	566	moving	1
610	566	noblemen	2
610	566	not	5
610	566	occasion	1
610	566	of	17
610	566	often	1
610	566	old	1
610	566	other	2
610	566	others	1
610	566	otherwise	1
610	566	out	1
610	566	passport	1
610	566	perceives	1
610	566	persuaded	1
610	566	pp	1
610	566	progress	1
610	566	pronounced	1
610	566	purposed	2
610	566	put	1
610	566	rather	1
610	566	received	1
610	566	reconciliation	2
610	566	regard	1
610	566	replied	1
610	566	resort	1
610	566	room	1
610	566	roundly	1
610	566	rrant	1
610	566	said	2
610	566	satisfy	1
610	566	says	1
610	566	second	1
610	566	seeing	1
610	566	seek	2
610	566	seen	2
610	566	self	1
610	566	send	1
610	566	sent	1
610	566	service	1
610	566	several	1
610	566	shall	1
610	566	she	2
610	566	should	1
610	566	simply	1
610	566	since	1
610	566	some	2
610	566	son	1
610	566	spirits	1
610	566	still	1
610	566	subscribed	1
610	566	such	2
610	566	sundry	3
610	566	tales	1
610	566	testimonies	1
610	566	that	22
610	566	the	30
610	566	their	2
610	566	therefore	4
610	566	therein	1
610	566	thereon	1
610	566	thereto	1
610	566	these	1
610	566	they	1
610	566	things	1
610	566	think	1
610	566	this	1
610	566	thither	1
610	566	those	2
610	566	thought	2
610	566	through	1
610	566	tiiat	1
610	566	time	1
610	566	tlieni	1
610	566	to	24
610	566	told	1
610	566	towards	1
610	566	travail	1
610	566	truoted	1
610	566	trusted	1
610	566	understanding	1
610	566	understood	1
610	566	upon	1
610	566	w.	1
610	566	was	2
610	566	well	1
610	566	were	3
610	566	what	1
610	566	whereof	1
610	566	whereupon	1
610	566	which	3
610	566	who	1
610	566	will	3
610	566	with	3
610	566	without	1
610	566	wont	1
610	566	would	3
610	566	written	1
610	566	young	1
610	566	§	1
610	566	•	1
611	567	''	4
611	567	's	10
611	567	*	3
611	567	,	35
611	567	-	1
611	567	--	2
611	567	-LSB-	1
611	567	-RSB-	1
611	567	.	22
611	567	1583	1
611	567	15th	2
611	567	54	1
611	567	567	1
611	567	85	1
611	567	;	1
611	567	Albeit	2
611	567	And	1
611	567	Andrews	1
611	567	Argyll	2
611	567	August	1
611	567	Bowes	1
611	567	But	1
611	567	CALENDAR	1
611	567	Elizabeth	1
611	567	England	1
611	567	Falkland	1
611	567	Gowrie	2
611	567	Gowry	2
611	567	He	2
611	567	In	3
611	567	Is	1
611	567	It	1
611	567	King	14
611	567	Mar	4
611	567	OF	1
611	567	On	1
611	567	PAPERS	1
611	567	Queen	1
611	567	Ruthven	2
611	567	SCOTTISH	1
611	567	St.	1
611	567	The	2
611	567	These	1
611	567	Wherein	1
611	567	`	1
611	567	a	4
611	567	abated	1
611	567	abbot	1
611	567	about	1
611	567	acknowledge	1
611	567	acknowledged	1
611	567	acquainted	1
611	567	act	2
611	567	action	1
611	567	advice	3
611	567	advised	1
611	567	affection	1
611	567	aforesaid	1
611	567	all	4
611	567	also	1
611	567	always	1
611	567	an	1
611	567	and	24
611	567	answered	1
611	567	any	1
611	567	anything	1
611	567	apparent	1
611	567	appearance	1
611	567	are	1
611	567	as	4
611	567	ask	1
611	567	at	8
611	567	avail	1
611	567	away	1
611	567	band	1
611	567	be	13
611	567	been	1
611	567	before	2
611	567	beginning	1
611	567	begun	1
611	567	being	1
611	567	believed	1
611	567	best	1
611	567	bring	1
611	567	but	2
611	567	by	8
611	567	can	2
611	567	carried	1
611	567	cause	1
611	567	caused	1
611	567	charges	1
611	567	chiefly	1
611	567	cipher	1
611	567	clemency	1
611	567	come	1
611	567	coming	1
611	567	committed	1
611	567	communicated	1
611	567	condemn	1
611	567	consent	2
611	567	course	1
611	567	credibly	1
611	567	danger	1
611	567	day	1
611	567	dealt	1
611	567	declaring	1
611	567	deed	2
611	567	depart	1
611	567	desiring	1
611	567	device	1
611	567	devised	1
611	567	digested	1
611	567	directly	1
611	567	disproved	1
611	567	do	4
611	567	done	5
611	567	doubtful	1
611	567	draw	1
611	567	drawn	1
611	567	earnest	1
611	567	earnestly	1
611	567	either	1
611	567	ensue	1
611	567	especial	1
611	567	etc.	1
611	567	evident	1
611	567	expressed	1
611	567	extreme	1
611	567	fault	2
611	567	favour	1
611	567	fear	1
611	567	fellows	2
611	567	fervent	1
611	567	foi	1
611	567	for	6
611	567	forma	1
611	567	from	1
611	567	further	2
611	567	general	1
611	567	generally	1
611	567	gentle	1
611	567	given	1
611	567	good	5
611	567	great	1
611	567	greatly	3
611	567	has	7
611	567	hasten	1
611	567	have	6
611	567	he	15
611	567	her	3
611	567	hereafter	1
611	567	him	10
611	567	himself	4
611	567	his	14
611	567	hither	3
611	567	honest	1
611	567	honour	2
611	567	hope	1
611	567	if	1
611	567	in	14
611	567	informed	1
611	567	intent	3
611	567	is	12
611	567	it	6
611	567	kinsman	1
611	567	late	1
611	567	lately	1
611	567	least	1
611	567	let	1
611	567	letter	2
611	567	like	3
611	567	liking	2
611	567	little	1
611	567	majesty	3
611	567	manner	2
611	567	many	1
611	567	materia	1
611	567	matter	2
611	567	may	1
611	567	means	1
611	567	mercy	1
611	567	might	2
611	567	month	1
611	567	more	1
611	567	near	1
611	567	never	1
611	567	nevertheless	2
611	567	next	2
611	567	no	2
611	567	non	1
611	567	not	4
611	567	noted	1
611	567	nothing	2
611	567	of	12
611	567	offended	1
611	567	offenders	1
611	567	offer	1
611	567	on	3
611	567	only	1
611	567	or	6
611	567	others	2
611	567	otherwise	2
611	567	out	1
611	567	own	1
611	567	pardon	1
611	567	part	1
611	567	passions	1
611	567	peccatum	1
611	567	penitently	1
611	567	perceives	1
611	567	peril	1
611	567	person	2
611	567	persons	3
611	567	persuade	1
611	567	persuaded	1
611	567	power	1
611	567	prayed	2
611	567	prejudice	1
611	567	pressed	1
611	567	prevail	1
611	567	privity	2
611	567	proceedings	1
611	567	proclamation	2
611	567	protested	1
611	567	published	1
611	567	purpose	1
611	567	purposes	1
611	567	put	1
611	567	qualified	1
611	567	rashly	1
611	567	realm	2
611	567	receipt	1
611	567	receive	1
611	567	relieved	1
611	567	remission	1
611	567	reported	1
611	567	resolution	1
611	567	rest	2
611	567	same	1
611	567	satisfy	1
611	567	secretly	1
611	567	see	1
611	567	seel	1
611	567	sent	2
611	567	severely	1
611	567	shall	6
611	567	shoot	1
611	567	should	1
611	567	so	2
611	567	some	1
611	567	soug-iit	1
611	567	stay	1
611	567	stayed	1
611	567	submission	1
611	567	submit	2
611	567	subscribe	1
611	567	subscribed	1
611	567	such	2
611	567	sundry	1
611	567	taken	2
611	567	taking	1
611	567	than	1
611	567	that	19
611	567	the	32
611	567	their	2
611	567	thereabouts	1
611	567	thereby	1
611	567	therein	2
611	567	thereon	1
611	567	these	1
611	567	they	1
611	567	this	5
611	567	thought	1
611	567	time	1
611	567	to	31
611	567	travailed	1
611	567	troubled	1
611	567	two	2
611	567	very	1
611	567	was	1
611	567	well	1
611	567	what	2
611	567	whereby	1
611	567	wherein	1
611	567	while	1
611	567	who	1
611	567	wholly	1
611	567	wilful	1
611	567	will	7
611	567	with	4
611	567	withal	1
611	567	without	2
611	567	would	2
611	567	yet	2
611	567	•	1
611	567	♦	1
