id	shelfmark	folio	date	sender	recipient	language	status	neighbour_id	neighbour_folio	neighbour_date	neighbour_status	why_matched	reason
8540	bl_cotton_ms_vespanian_c_iv	142	1527	Hispania		English	Non-decrypted	8541	144	1527	Decrypted	adjacent folio (f.142 vs f.144, diff 2)	already present in: Bourdeau cs-recheck/*/profile.json
8538	bl_cotton_ms_vespanian_c_iv	138	1527-6-5	Ed. Lee		English	Non-decrypted	8539	140	1527	Decrypted	adjacent folio (f.138 vs f.140, diff 2)	already present in: Bourdeau cs-recheck/*/profile.json
8537	bl_cotton_ms_vespanian_c_iv	132	1527-5-23	Ed. Lee		English	Non-decrypted	8575	262	1528-7-28	Partially decrypted	same sender (author) named	already present in: Bourdeau cs-recheck/*/profile.json
8536	bl_cotton_ms_vespanian_c_iv	130	1527-5-23	Ed. Lee		English	Non-decrypted	8575	262	1528-7-28	Partially decrypted	same sender (author) named	already present in: Bourdeau cs-recheck/*/profile.json
8535	bl_cotton_ms_vespanian_c_iv	125	1527-5-6	Edw. Lee		English	Non-decrypted	8534	122	1527	Decrypted	adjacent folio (f.125 vs f.122, diff 3)	already present in: Bourdeau cs-recheck/*/profile.json
8504	bl_harley_ms_1582	076	1586-11-9	Sr. Ed. Stafford		English	Non-decrypted	8503	074	1586-9-19	Partially decrypted	adjacent folio (f.076 vs f.074, diff 2); same sender (author) named	already present in: QUEUE.md; Bourdeau cs-recheck/*/profile.json
8501	bl_harley_ms_1582	071				English	Non-decrypted	8503	074	1586-9-19	Partially decrypted	adjacent folio (f.071 vs f.074, diff 3)	already present in: QUEUE.md; Bourdeau cs-recheck/*/profile.json
8500	bl_harley_ms_1582	065	1586-8-20	...		English	Non-decrypted	8503	074	1586-9-19	Partially decrypted	date within 30 days	already present in: QUEUE.md; Bourdeau cs-recheck/*/profile.json
8496	bl_harley_ms_287	096	1588-6-9	Cobham		English	Non-decrypted	8489	078	1588	Decrypted	same sender (author) named	already present in: QUEUE.md; Bourdeau cs-recheck/*/profile.json
8495	bl_harley_ms_287	092	1588-5-27	Cobham		English	Non-decrypted	8494	090	1587	Decrypted	adjacent folio (f.092 vs f.090, diff 2)	already present in: QUEUE.md; Bourdeau cs-recheck/*/profile.json
8492	bl_harley_ms_287	088	1588	Cobham		English	Non-decrypted	8494	090	1587	Decrypted	adjacent folio (f.088 vs f.090, diff 2)	already present in: QUEUE.md; Bourdeau cs-recheck/*/profile.json
8490	bl_harley_ms_287	080	1588-5-5	Cobham	Walsingham	English	Non-decrypted	8489	078	1588	Decrypted	adjacent folio (f.080 vs f.078, diff 2); same sender (author) named	already present in: QUEUE.md; Bourdeau cs-recheck/*/profile.json
8487	bl_harley_ms_287	072v	1587-3-20			English	Non-decrypted	8486	072r	1587-3-20	Partially decrypted	adjacent folio (f.072v vs f.072r, diff 0); date within 0 days	already present in: QUEUE.md; Bourdeau cs-recheck/*/profile.json
8485	bl_harley_ms_287	071v	1587-3-20			English	Non-decrypted	8486	072r	1587-3-20	Partially decrypted	adjacent folio (f.071v vs f.072r, diff 1); date within 0 days	already present in: QUEUE.md; Bourdeau cs-recheck/*/profile.json
8484	bl_harley_ms_287	071r	1587-3-20			English	Non-decrypted	8486	072r	1587-3-20	Partially decrypted	adjacent folio (f.071r vs f.072r, diff 1); date within 0 days	already present in: QUEUE.md; Bourdeau cs-recheck/*/profile.json
8483	bl_harley_ms_287	070v	1587-3-22			English	Non-decrypted	8486	072r	1587-3-20	Partially decrypted	adjacent folio (f.070v vs f.072r, diff 2); date within 2 days	already present in: QUEUE.md; Bourdeau cs-recheck/*/profile.json
8482	bl_harley_ms_287	070r	1587-3-22			English	Non-decrypted	8486	072r	1587-3-20	Partially decrypted	adjacent folio (f.070r vs f.072r, diff 2); date within 2 days	already present in: QUEUE.md; Bourdeau cs-recheck/*/profile.json
8473	bl_cotton_ms_vespanian_c_iii	245	1526-5-13	Edw. Lee		English	Non-decrypted	8475	248	1526	Decrypted	adjacent folio (f.245 vs f.248, diff 3)	already present in: Bourdeau cs-recheck/*/profile.json
8472	bl_cotton_ms_vespanian_c_iii	244	1526-5-13	Edw. Lee		English	Non-decrypted	8474	246	1526	Decrypted	adjacent folio (f.244 vs f.246, diff 2)	already present in: Bourdeau cs-recheck/*/profile.json
8465	bl_cotton_ms_vespanian_c_iii	238	1526-4-15	Edw. Lee Almosinar		English	Non-decrypted	8467	241	1526	Decrypted	adjacent folio (f.238 vs f.241, diff 3)	already present in: Bourdeau cs-recheck/*/profile.json
8462	bl_cotton_ms_vespanian_c_iii	232	1526-4-15	Ed. Lee		English	Non-decrypted	8461	230	1526	Decrypted	adjacent folio (f.232 vs f.230, diff 2)	already present in: Bourdeau cs-recheck/*/profile.json
8460	bl_cotton_ms_vespanian_c_iii	229	1526-3-12	Ed. Lee		English	Non-decrypted	8461	230	1526	Decrypted	adjacent folio (f.229 vs f.230, diff 1)	already present in: Bourdeau cs-recheck/*/profile.json
8459	bl_cotton_ms_vespanian_c_iii	228	1526-3-13	Ed. Lee		English	Non-decrypted	8461	230	1526	Decrypted	adjacent folio (f.228 vs f.230, diff 2)	already present in: Bourdeau cs-recheck/*/profile.json
8458	bl_cotton_ms_vespanian_c_iii	227	1526-3-12	Ed. Lee		English	Non-decrypted	8461	230	1526	Decrypted	adjacent folio (f.227 vs f.230, diff 3)	already present in: Bourdeau cs-recheck/*/profile.json
8441	bl_add_ms_18982	071	1645-7-21	Sek Niklas	P. R. (Prince Rupert?)	English	Non-decrypted	8440	069	1645	Decrypted	adjacent folio (f.071 vs f.069, diff 2)	already present in: QUEUE.md
8433	bl_add_ms_18982	051	1645-4	Bristoll		English	Non-decrypted	8432	050	1645-4-30	Partially decrypted	adjacent folio (f.051 vs f.050, diff 1); date within 29 days	already present in: QUEUE.md
8342	bl_harley_ms_6988	208	1648-8-1	Charles R.		English	Non-decrypted	8343	209	1648	Decrypted	adjacent folio (f.208 vs f.209, diff 1)	already present in: QUEUE.md; Bourdeau catalogue.json; Bourdeau cs-recheck/*/profile.json
4931	bl_cotton_ms_caligula_c_ii	277	1569	Thomas Randolph	Thomas Radcliffe, 3rd Earl of Sussex	English	Non-decrypted	4932	278-279	1569	Decrypted	adjacent folio (f.277 vs f.278-279, diff 1)	already present in: QUEUE.md; Bourdeau cs-recheck/*/profile.json
4921	bl_add_ms_18983	014	1645-4-29	King Charles I	Prince Rupert	English	Non-decrypted	4922	015-016	1645	Decrypted	adjacent folio (f.014 vs f.015-016, diff 1)	already present in: QUEUE.md; Bourdeau cs-recheck/*/profile.json
4886	bl_add_ms_4166	092-093	1659-11-1	Sir Edward Hyde	Mr Milles	English	Non-decrypted	4885	090-091	1656	Decrypted	adjacent folio (f.092-093 vs f.090-091, diff 2)	already present in: QUEUE.md
4860	bl_add_ms_33591	248	1559-10-30	William Cecil, 1st Baron Burghley	Sir Ralph Sadler and Sir James Croft	English	Non-decrypted	4861	249-250	1559	Decrypted	adjacent folio (f.248 vs f.249-250, diff 1); same sender (author) named	already present in: QUEUE.md; Bourdeau cs-recheck/*/profile.json
4847	bl_add_ms_33591	102-103	1559-9-11	William Cecil, 1st Baron Burghley	Sir Ralph Sadler and Sir James Croft	English	Non-decrypted	4861	249-250	1559	Decrypted	same sender (author) named	already present in: QUEUE.md; Bourdeau cs-recheck/*/profile.json
4843	bl_add_ms_32657	175-176	1585-9-1	Edward Wotton, ambassador to Scotland	Sir Francis Walsingham, Secretary of State	English	Non-decrypted	4836	109-110	1547	Decrypted	same sender (author) named	already present in: QUEUE.md; Bourdeau cs-recheck/*/profile.json
4842	bl_add_ms_32657	173-174	1547	Edward Wotton, ambassador to Scotland	Sir Francis Walsingham, Secretary of State	English	Non-decrypted	4836	109-110	1547	Decrypted	same sender (author) named	already present in: QUEUE.md; Bourdeau cs-recheck/*/profile.json
4841	bl_add_ms_32657	167-168	1585-8-25	Edward Wotton, ambassador to Scotland	Sir Francis Walsingham, Secretary of State	English	Non-decrypted	4836	109-110	1547	Decrypted	same sender (author) named	already present in: QUEUE.md; Bourdeau cs-recheck/*/profile.json
4273	bnf_français_3096	123	1528-2	Gaspard Sormano, Joachim de Vaulx	Francis Ist, King of France	Italian	Non-decrypted	4255	124	1520	Decrypted	adjacent folio (f.123 vs f.124, diff 1)	already present in: Bourdeau cs-recheck/*/profile.json
4269	bnf_français_3096	121	1528-2-23	Gaspard Sormano, Joachim de Vaulx	Francis Ist, King of France	Italian	Non-decrypted	4255	124	1520	Decrypted	adjacent folio (f.121 vs f.124, diff 3)	already present in: Bourdeau cs-recheck/*/profile.json
4258	bnf_français_3096	115	1528-2	Gaspard Sormano, Joachim de Vaulx	Francis Ist, King of France	Italian	Non-decrypted	4257	113	1529	Decrypted	adjacent folio (f.115 vs f.113, diff 2)	already present in: Bourdeau cs-recheck/*/profile.json
4251	bnf_français_3071	017	1537-7-21	Charles de Hémard de Denonville, cardinal of Macon	Anne de Montmorency	French	Non-decrypted	4250	009	1537-4-11	Partially decrypted	same sender & recipient	already present in: Bourdeau cs-recheck/*/profile.json
4248	bnf_français_3053	085	1536		Anne de Montmorency	French	Non-decrypted	4233	006	1536-1-29	Partially decrypted	date within 28 days	already present in: Bourdeau cs-recheck/*/profile.json
4247	bnf_français_3053	077	1536-9-24		Anne de Montmorency	French	Non-decrypted	4246	074	1535	Decrypted	adjacent folio (f.077 vs f.074, diff 3)	already present in: Bourdeau cs-recheck/*/profile.json
4227	bnf_français_3040	018	1520	Gabriel de Gramont, bishop of Tarbes	Anne de Montmorency	French	Non-decrypted	4228	021	1526	Decrypted	adjacent folio (f.018 vs f.021, diff 3)	already present in: Bourdeau cs-recheck/*/profile.json
3708	bnf_français_3976	133-134	1588-6-6			French	Non-decrypted	3707	131	1588	Decrypted	adjacent folio (f.133-134 vs f.131, diff 2)	already present in: Bourdeau cs-recheck/*/profile.json
3705	bnf_français_3976	062	1588-1-1		Louis Gonzaga, duke of Nevers	French	Non-decrypted	3704	060	1588	Decrypted	adjacent folio (f.062 vs f.060, diff 2); date within 0 days	already present in: Bourdeau cs-recheck/*/profile.json
3688	bnf_français_3078	021	1520-1-11	Jean du Bellay	Anne de Montmorency	French	Non-decrypted	3689	023-025	1520	Decrypted	adjacent folio (f.021 vs f.023-025, diff 2); date within 10 days	already present in: Bourdeau cs-recheck/*/profile.json
1875	sav_it_asve_b30	178	1761-10-13	...		Italian	Non-decrypted	1870	177-181	1595	Decrypted	adjacent folio (f.178 vs f.177-181, diff 1)	already present in: Bourdeau cs-recheck/*/profile.json
1874	sav_it_asve_b30	174				Italian	Non-decrypted	1870	177-181	1595	Decrypted	adjacent folio (f.174 vs f.177-181, diff 3)	already present in: Bourdeau cs-recheck/*/profile.json
1871	sav_it_asve_b30	4	1555-1-1	...		Italian	Non-decrypted	1872	9	1555	Decrypted	date within 0 days	already present in: Bourdeau catalogue.json; Bourdeau cs-recheck/*/profile.json
922	nah_g15_caps_c_fasc_39	346	1704-1-1	Ferenc Rákóczi II		French	Non-decrypted	921	342	1704	Decrypted	date within 0 days; same sender (author) named	already present in: Bourdeau cs-recheck/*/profile.json
902	nah_g15_caps_c_fasc_39	277	1707-10-15	Pompeio Cesoni (Ferenc Rákóczi II)		French	Non-decrypted	903	280	1704	Decrypted	adjacent folio (f.277 vs f.280, diff 3); same sender (author) named	already present in: Bourdeau cs-recheck/*/profile.json
674	nah_e199_8_1	01	1664-1-1	Ferenc Wesselényi		Latin	Non-decrypted	675	02	1664	Decrypted	adjacent folio (f.01 vs f.02, diff 1); date within 0 days; same sender (author) named	already present in: Bourdeau cs-recheck/*/profile.json
