source_catalogue	ark	shelfmark	title	date	content_check	verdict	reason
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b9001053r	Bibliothèque nationale de France. Département des Manuscrits. Clairambault 357	Documents originaux et copies, mémoires et extraits tirés de la Bibliothèque du Roi, fonds de Béthune, Brienne, etc., pour servir aux études d'histoire du Dauphin sous la direction de Bossuet, et conc	1501-1800	noise-on-inspection	excluded	bourdeau-named:Ligue
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b100930923	Bibliothèque nationale de France. Département des Manuscrits. Mexicain 78	Testeriano 3		noise-on-inspection	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b8455945p	Bibliothèque nationale de France. Département des Manuscrits. Mexicain 76	Testeriano 1		noise-on-inspection	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b8458427z	Bibliothèque nationale de France. Département des Manuscrits. Mexicain 78	Testeriano 3		noise-on-inspection	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10093091n	Bibliothèque nationale de France. Département des Manuscrits. Mexicain 76	Testeriano 1		noise-on-inspection	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b52506402t	Bibliothèque nationale de France, département Musique, RES VMA MS-738	Les Amours du Poëte // de // Robert Schumann // orchestrés par Th. Dubois // Partition d'orchestre (manuscrit autographe)	1909	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b55009613t	Bibliothèque nationale de France, département Musique, MS-1028	Trois poèmes de Stéphane Mallarmé // I. Soupir // II. Placet futile ; // III. Eventail. // Claude Debussy // 1913 (Eté) (manuscrit autographe)	1913	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b525172213	Bibliothèque nationale de France. Département des Manuscrits. Français 14765	« Habraham, juif, prince, prêtre, lévite, astrologue et philosophe, à la nation des Juif, répandue dans toute la Gaule, salut en nôtre Seigneur. — Livre des figures hiéroglifiques, avec l'explication 	1701-1800	genuine-cipher-not-scored	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b100100412	Bibliothèque nationale de France. Bibliothèque de l'Arsenal. DM-1 (42)	Fonds Oulipo. Dossiers mensuels de réunion (1960-2010). 1964. Mars 1964.	1964	noise-on-inspection	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/bd6t52535423	Muséum d'histoire naturelle (Toulouse). A 72	Intitulé de la collection. Herbarium gallicum : florae Grenieri et Godroni : Index do Alexandro Bonneau digestum	1874-1880	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b53289618m	Bibliothèque nationale de France. Département des Manuscrits. Supplément Persan 1134	[Recueil de chansons populaires]	1840-1860	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/bpt6k310086v	Bibliothèque nationale de France, département Musique, MS-21122 (1-4)	"""Pedro de Zalamea, Benjamin Godard, op. 79"" : opéra en 4 actes. Livret de Léonce Détroyat et Armand Silvestre (manuscrit autographe)"	1883	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b9066729q	Bibliothèque nationale de France. Département des Manuscrits. Latin 13203	Haymo Halberstatensis episcopus. | Abbo Sangermanensis OSB, Flores evangeliorum. | Stephanus de Tornaco. | Basilius Caesariensis ep. (dubium), Admonitio ad filium spirituale. | Leo IX papa, De conflic	1101-1300 | 1101-1300 | 1201-1300	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b9064036t	Bibliothèque nationale de France. Département des Manuscrits. Français 14765	« Habraham, juif, prince, prêtre, lévite, astrologue et philosophe, à la nation des Juif, répandue dans toute la Gaule, salut en nôtre Seigneur. — Livre des figures hiéroglifiques, avec l'explication 	1701-1800	genuine-cipher-not-scored	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b90613395	Bibliothèque nationale de France. Département des Manuscrits. Français 14765	« Habraham, juif, prince, prêtre, lévite, astrologue et philosophe, à la nation des Juif, répandue dans toute la Gaule, salut en nôtre Seigneur. — Livre des figures hiéroglifiques, avec l'explication 	1701-1800	genuine-cipher-not-scored	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10083899z	Bibliothèque nationale de France. Département des Manuscrits. Supplément turc 72	Recueil, en forme d'album, de kanouns, incomplet de ses premiers feuillets (folio 10 verso) et relié en désordre, dans lequel se trouvent des ordonnances concernant tous les points de l'administration	1701-1800	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b90596365	Bibliothèque nationale de France. Département des manuscrits. Français 2793	« Estat et denombrement general des maisons, feux, hommes, femmes, enfants, valets, servantes, et du bestail qu'il y a dans le comté de Bourgogne, fait en l'année 1688 ».	1601-1700	noise-on-inspection	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b100874237	Bibliothèque nationale de France. Département des Manuscrits. Supplément Persan 1134	[Recueil de chansons populaires]	1840-1860	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10076486d	Bibliothèque nationale de France. Département des Manuscrits. Latin 17328	Graduale cisterciense.		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b83001858	Bibliothèque nationale de France. Département des Manuscrits. Pelliot chinois 3513	Textes khotanais.		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b9076635c	Bibliothèque nationale de France. Département des Manuscrits. Latin 16210	Guillelmus de Sancto-Clodoaldo, Tabule Almamach Planetarum	1275-1320	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b8426270t	Bibliothèque nationale de France. Département des Manuscrits. Latin 17328	Graduale cisterciense.		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b108427672	Bibliothèque nationale de France, département Musique, MS-759	[Eglé, pastorale : Fragments dans le style du XVIII° siècle] (manuscrit autographe)	1859	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b9002744h	Bibliothèque nationale de France. Département des Manuscrits. Mandchou 168	Lakcara jecen de takūraha babe ejehe bithe.Yi yu lu 異域錄 par Tulišen [圖理琛].	1723	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10033749z	Bibliothèque nationale de France. Département des Manuscrits. NAL 3097	Sermones de tempore.	1301-1400	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b110027471	Bibliothèque nationale de France. Département des Manuscrits. Arabe 3258	Al-ʿAlam al-mufrad. Aḥmad ibn Aḥmad ibn Muḥammad al-ʿĀdawī al-Muʿtarī al-Ānisī | العلم المفرد. احمد بن احمد بن محمد العادوى المعتري الآنسي .	1792	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10463363m	Bibliothèque nationale de France. Département des Manuscrits. Arabe 3258	Al-ʿAlam al-mufrad. Aḥmad ibn Aḥmad ibn Muḥammad al-ʿĀdawī al-Muʿtarī al-Ānisī | العلم المفرد. احمد بن احمد بن محمد العادوى المعتري الآنسي .	1792	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10095830f	Bibliothèque nationale de France. Département des Manuscrits. Pelliot chinois 3513	Textes khotanais.		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b53285993f	Bibliothèque nationale de France. Département des Manuscrits. Français 1110	Brunetto Latini, Le Tresor	1270-1290	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10029583x	Bibliothèque nationale de France. Département des Manuscrits. Latin 16210	Guillelmus de Sancto-Clodoaldo, Tabule Almamach Planetarum	1275-1320	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b525084694	Bibliothèque nationale de France. Département des Manuscrits. Arabe 2281	Arabe 2281	1169	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10840004w	Bibliothèque nationale de France. Département des Manuscrits. Latin 16940	Flavius Josephus, Antiquitates judaicae, libri I-XI	1100-1130	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10884229b	Bibliothèque nationale de France. Département des Manuscrits. Arabe 2281	Arabe 2281	1169	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b9002929h	Bibliothèque nationale de France. Département des Manuscrits. Mandchou 289	Wargi namu oktosilame niyalma beye giranggi sudala nirugan-i gisun.Xi yi ren shen gu mo tu shuo 西醫人身骨脈圖說.		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b90588191	Bibliothèque nationale de France. Département des Manuscrits. Français 1110	Brunetto Latini, Le Tresor	1270-1290	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b11004267n	Bibliothèque nationale de France. Département des Manuscrits. Arabe 427	Coran. | القرآن.	1401-1500	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b11002084p	Bibliothèque nationale de France. Département des Manuscrits. Arabe 2281	Arabe 2281	1169	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b8302430z	Bibliothèque nationale de France. Département des Manuscrits. Pelliot chinois 3317	Fo ben xing ji jing di san xuan yi xia yuan qi jian zi mu hao 佛 本 行 集 經 第 三 卷 已 下 緣 起 簡 子 目 號.		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b11004610z	Bibliothèque nationale de France. Département des Manuscrits. Supplément grec 1231	Supplément grec 1231	1845	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10032434t	Bibliothèque nationale de France. Département des Manuscrits. Latin 17717	Actes relatifs aux pensions dues par diverses maisons de l'ordre de Cluny.		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b9058072n	Bibliothèque nationale de France. Département des Manuscrits. Français 1054	Le vie des sains, traduction française anonyme de la Legenda aurea de Jacques de Voragine avec interpolations d'Honorius d'Autun	1450	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10893403j	Bibliothèque nationale de France. Département des Manuscrits. Pelliot chinois 3317	Fo ben xing ji jing di san xuan yi xia yuan qi jian zi mu hao 佛 本 行 集 經 第 三 卷 已 下 緣 起 簡 子 目 號.		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10033393t	Bibliothèque nationale de France. Département des Manuscrits. NAL 375	Calendrier portatif d'après Petrus de Dacia	1331-1356	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b100215066	Bibliothèque nationale de France. Département des Manuscrits. NAL 375	Calendrier portatif d'après Petrus de Dacia	1331-1356	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b83007059	Bibliothèque nationale de France. Département des Manuscrits. Pelliot chinois 2932	Registre de prêts à intérêts.		noise-on-inspection	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b100961054	Bibliothèque nationale de France. Département des Manuscrits. Pelliot chinois 2932	Registre de prêts à intérêts.		noise-on-inspection	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10092279t	Bibliothèque nationale de France. Département des Manuscrits. Persan 210	INTIH̱ĀB-i ʿAQĀYYID va ʿAMALĪYYĀT-i DĪN-i ʿĪSAVĪYYĀN	1601-1700	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10030462g	Bibliothèque nationale de France. Département des Manuscrits. Arabe 6519	Recueil.	1701-1800 | 1818-1819	noise-on-inspection	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b100369667	Bibliothèque nationale de France. Département des Manuscrits. Arabe 6519	Recueil.	1701-1800 | 1818-1819	noise-on-inspection	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b11001551n	Bibliothèque nationale de France. Département des Manuscrits. Arabe 1966	الدرة المضيئة فى السيرة النبويّة « La Perle brillante, histoire du Prophète ».	1749	genuine-cipher-not-scored	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b9077736f	Bibliothèque nationale de France. Département des Manuscrits. Latin 18064	S. Ambrosius , De officiis .		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b100823128	Bibliothèque nationale de France. Département des manuscrits. Supplément turc 1130	خطاى نامه. Description de la Chine et de l'Asie centrale, par un auteur qui ne se nomme pas.	1840-1860	noise-on-inspection	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10542006n	Bibliothèque nationale de France. Département des Manuscrits. Latin 5605	Vita et actus sancti Basoli confessoris	1041-1060	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b107206690	Bibliothèque nationale de France. Département des Manuscrits. Français 5699	Geste des nobles Francoys	1445-1467	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b52514304z	Bibliothèque nationale de France. Département des Manuscrits. NAL 3189	Biblia sacra.	1250-1275	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b100372802	Bibliothèque nationale de France. Département des Manuscrits. NAL 3189	Biblia sacra.	1250-1275	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10035959t	Bibliothèque nationale de France. Département des Manuscrits. Dupuy 468	Recueil de documents concernant l'histoire de l'ALLEMAGNE, du DANEMARK, de la HONGRIE, de la POLOGNE et de la SUEDE, et les relations de ces différents pays avec la France, de 1447 à 1633 environ. — N	1501-1700	genuine-cipher-not-scored	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b108671066	Bibliothèque nationale de France. Département des Manuscrits. Français 256	Wauchier de Denain, Histoire ancienne jusqu’à César (Sections VI-X)	1400-1410	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b84497204	Bibliothèque nationale de France. Département des Manuscrits. Français 256	Wauchier de Denain, Histoire ancienne jusqu’à César (Sections VI-X)	1400-1410	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b60007804	Bibliothèque nationale de France. Département des Manuscrits. Latin 4804	Claudius Ptolemaeus , Cosmographia , Jacobus Angelus interpres.	1485 | 1501-1515	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10036146c	Bibliothèque nationale de France. Département des Manuscrits. Dupuy 452	Recueil de lettres et de documents, concernant les relations politiques de la FRANCE et de l'ITALIE pendant la première moitié du XVIe siècle.	1501-1700	genuine-cipher-not-scored	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b53164670w	Bibliothèque nationale de France. Département des Manuscrits. Français 5699	Geste des nobles Francoys	1445-1467	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b55002486w	Bibliothèque nationale de France. Département des Manuscrits. Latin 4801	Claudius Ptolomaeus , Cosmographia , Jacobus Angelus interpres.	1450-1471 | 1508-1512	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b530458849	Bibliothèque nationale de France. Département des manuscrits. Arabe 7328	Gloses sur le Muṭawwal de Masʿūd ibn ʿUmar al-Taftāzānī | حاشية على مطوّل مسعود بن عمر التفتازاني	1640-1660	noise-on-inspection	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b8452836f	Bibliothèque nationale de France. Département des Manuscrits. NAL 3240	SERVASANCTUS DE FAENZA, O.F.M., Libellus de prescientia Dei et de predestinatione contra curiosos.		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10076635n	Bibliothèque nationale de France. Département des Manuscrits. Latin 4804	Claudius Ptolemaeus , Cosmographia , Jacobus Angelus interpres.	1485 | 1501-1515	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b8454687p	Bibliothèque nationale de France. Département des Manuscrits. Latin 4802	Claudius Ptolomaeus , Cosmographia , Jacobus Angelus interpres.	1451-1500	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/bd6t5360022g	Archives nationales d'outre-mer, 2025-1542	[Bibliothèque de Moreau de Saint-Méry. T. 96 (2025-1542), Pièces concernant]. Numéro 5	17 -17	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b105445334	Bibliothèque nationale de France. Département des Manuscrits. Latin 3796	Liber de ortu b. Mariae et infantia Salvatoris, auctore Pseudo-Matthaeo. | Pseudo-Methodius. | S. Leo Magnus.	1001-1100 | 1075-1100	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10868373v	Bibliothèque nationale de France. Département des Manuscrits. Latin 4801	Claudius Ptolomaeus , Cosmographia , Jacobus Angelus interpres.	1450-1471 | 1508-1512	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b108664367	Bibliothèque nationale de France. Département des Manuscrits. Latin 4802	Claudius Ptolomaeus , Cosmographia , Jacobus Angelus interpres.	1451-1500	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b100247562	Bibliothèque nationale de France. Département des manuscrits. Latin 3092	Thomas de Aquino, Summa theologica, Prima pars Secundae partis.	1301-1400	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b100911793	Bibliothèque nationale de France. Département des Manuscrits. Persan 169	[MAǦMŪʿA]	1501-1600	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b8490091c	Bibliothèque nationale de France. Département des Manuscrits. Latin 8874	Petrus Lombardus,Glossa in Psalmos. — Provinciale romanum	1210-1230	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b100212223	Bibliothèque nationale de France. Département des Manuscrits. Latin 10764	Claudius Ptolemaeus , Cosmographia , Jacobus Angelus interpres, Nicolaus Germanus cartographus.	1490	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b9076569t	Bibliothèque nationale de France. Département des Manuscrits. Latin 3796	Liber de ortu b. Mariae et infantia Salvatoris, auctore Pseudo-Matthaeo. | Pseudo-Methodius. | S. Leo Magnus.	1001-1100 | 1075-1100	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b9066841h	Bibliothèque nationale de France. Département des Manuscrits. Latin 10764	Claudius Ptolemaeus , Cosmographia , Jacobus Angelus interpres, Nicolaus Germanus cartographus.	1490	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10084274z	Bibliothèque nationale de France. Département des Manuscrits. NAF 13349	Fonds Victor Hugo. I -- ALBUMS. X. Dessins de voyage au Luxembourg et divers	1870-1871 | 1856 | 1871 | 1871 | 1871 | 1871 | 1871	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b52503120k	Bibliothèque nationale de France. Département des Manuscrits. Persan 169	[MAǦMŪʿA]	1501-1600	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10722139j	Bibliothèque nationale de France. Département des Manuscrits. Grec 2500	Collection de textes astronomiques, liturgiques, ascétiques, hagiographiques et juridiques.	1428-1470	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b525072746	Bibliothèque nationale de France. Département des Manuscrits. Français 1	Bible anglo-normande (incomplète de la fin : Genèse à Lettre aux Hébreux, XIII, 17. Le ms. ne contient pas la fin du chap. XIII (dernière ligne du verset 17 et versets 18-25) et l’Apocalypse)	1366-1370	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b9007290k	Bibliothèque nationale de France. Département des Manuscrits. Français 1	Bible anglo-normande (incomplète de la fin : Genèse à Lettre aux Hébreux, XIII, 17. Le ms. ne contient pas la fin du chap. XIII (dernière ligne du verset 17 et versets 18-25) et l’Apocalypse)	1366-1370	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b100255467	Bibliothèque nationale de France. Département des Manuscrits. Latin 8834	Claudius Ptolemaeus , Cosmographia , Jacobus Angelus interpres.	1475-1480	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10090184x	Bibliothèque nationale de France. Département des Manuscrits. Supplément persan 125	Recueil de traités moraux et mystiques.	1643 | 16440608 | 16450201 | 1646 | 16470908	noise-on-inspection	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b6000718s	Bibliothèque nationale de France. Département des Manuscrits. NAL 1203	Evangeliarium [Evangéliaire dit de Charlemagne ou de Godescalc]	0781-0783	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b60007960	Bibliothèque nationale de France. Département des Manuscrits. Français 12473	Chansonnier provençal [Chansonnier K].		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10866378d	Bibliothèque nationale de France. Département des Manuscrits. Latin 9604	Homiliarium[Homéliaire carolingien dit de Paul Diacre].		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b110047485	Bibliothèque nationale de France. Département des Manuscrits. Supplément grec 78	Recueil de textes variés	1701-1750	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10866387c	Bibliothèque nationale de France. Département des Manuscrits. NAL 1203	Evangeliarium [Evangéliaire dit de Charlemagne ou de Godescalc]	0781-0783	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b8426286p	Bibliothèque nationale de France. Département des Manuscrits. Latin 9604	Homiliarium[Homéliaire carolingien dit de Paul Diacre].		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b100356191	Bibliothèque nationale de France. Département des Manuscrits. Mélanges de Colbert 138bis	Correspondance de Colbert. Correspondance de Colbert de juin-juillet 1666.		noise-on-inspection	excluded	decode-catalogue:bnf colbert 138
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b90680681	Bibliothèque nationale de France. Département des manuscrits. Latin 459	Hugo de Sancto Caro. — Bernardus Claraevallensis. — Ricardus Praemonstratensis. — Odo Cameracensis. — Hildebertus Cenomanensis.	1245-1300	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b90600674	Bibliothèque nationale de France. Département des Manuscrits. Français 2933	Recueil de lettres et de pièces originales, et de copies de pièces indiquées comme telles dans le dépouillement qui suit.	1501-1600	noise-on-inspection	excluded	bourdeau-named:Nevers
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b11004873j	Bibliothèque nationale de France. Département des Manuscrits. Supplément grec 67	Manuel Malaxos	1613-1614	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b9067072m	Bibliothèque nationale de France. Département des Manuscrits. Latin 8884	Missale ad usum Fratrum Praedicatorum	1233-1239	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b52524033x	Bibliothèque nationale de France. Département des Manuscrits. Latin 8884	Missale ad usum Fratrum Praedicatorum	1233-1239	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10023853r	Bibliothèque nationale de France. Département des Manuscrits. NAF 28930	André Breton. Nadja.	1927	noise-foliation/numeral/date	survives	
