uri	date	title	shelfmark	holder	status	row_id	note
http://kalliope-verbund.info/DE-MUS-853418-Z0095108	1864/1864	Brief	A/2011/3013	Stadtgeschichtliches Museum Leipzig	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-918605	1752-06-19	Brief von König Frankreich Ludwig XV. an Touche de la M., 19.06.1752		Kunstsammlungen der Veste Coburg	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-3905863	1784-09-05	Stammbucheintrag	Cod. Stammb. 49 (7-8)	Staats- und Universitätsbibliothek Hamburg Carl von Ossietzky	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-2869939	1798-10-26	Chiffrierter Brief mit der Bitte um Auskunft über die Reaktionen in Berlin auf französische Truppenbewegungen am Rhein; Anweisungen zum weiteren Vorgehen (Ansetzungssachtitel von Bearbeiter/in)	P 1839 21	Stadtarchiv Konstanz	kept	K2	
http://kalliope-verbund.info/DE-611-HS-2872477	1799-02-13	Korrespondenzlücke seit dem 5. Pluviose; Neuigkeiten zu Sieyès' Bruder; keine Neuigkeiten aus Wien oder Rastatt; zu Kriegszwängen und Friedenswünschen (Ansetzungssachtitel von Bearbeiter/in)	P 1839 41	Stadtarchiv Konstanz	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-2871634	1798-12-01	"Reaktion auf ein Schreiben Marragons aus Hamburg zur Verhaftung zweier britischer Offiziere in französischen Diensten, ""un crime civil et une hostilité politique""; Forderung einer unparteiischen und neutralen Haltung des Senats (Ansetzungssachtitel von Bearbeiter/in)"	P 1839 28	Stadtarchiv Konstanz	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-BF-85387	1741/1743	01.29.02 Sammlunge von Krieges Commissariat und Landt-Sachen. Neun und Zwantzigster Theil. 2te Abtheilunge	Ms XXIII, 1234:29,2	Gottfried Wilhelm Leibniz Bibliothek - Niedersächsische Landesbibliothek	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-4027869		Originale Quellen zur Reformationsgeschichte 1512-1554 (Ansetzungssachtitel von Bearbeiter/in)		Staatsbibliothek zu Berlin. Handschriftenabteilung	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/CH-002121-2-991170514782805501	1722-04-04	Brief an Johann Burckhard Mencke / von Johann I Bernoulli	UBH L Ia 674:Bl.162-163	Basel UB	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-3722353	1831/1845	"Manuscripte zu Consalvi (""Niebuhrsche Hefte"") und zu den Irrungen im Kirchenstaat, Protesta della Provincia di Bologna (1831). (Ansetzungssachtitel von Bearbeiter/in)"		Staatsbibliothek zu Berlin. Handschriftenabteilung	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-BF-28242	1930/2007	10 Gre-Hat		Christian-Albrechts-Universität zu Kiel. Musikwissenschaftliches Institut	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-2862341	1839	Die Taubstummen-Anstalt im Pilgerhof zu Riehen bei Basel [Nachricht von der Verlegung und Vergrößerung der Anstalt,ihrer Leitung durch Inspektor Arnold, der zuvor Lehrer an der badischen Anstalt in Pforzheim gewesen sei, Bedingungen der Aufnahme neuer Zöglinge] (Manuskripttitel)	P 1821	Stadtarchiv Konstanz	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
