id	shelfmark	folio	date	sender	recipient	language	status	neighbour_id	neighbour_folio	neighbour_date	neighbour_status	why_matched	bourdeau_id_hit	bourdeau_volume_hit	aym_id_hit	aym_volume_hit	queue_hit	verdict
9582	asn_ministerio.degli.affari.esteri.2337	33	1817-11-14	Principe di Castelcicala		Italian	Non-decrypted	9581	32	1860	Decrypted	adjacent folio (f.33 vs f.32, diff 1)	castelcicala1816[read in part]			CATALOGUE.md	id	excluded:bourdeau-id
9579	asn_ministerio.degli.affari.esteri.2337	30	1816-9-26	Marchese di Ciscello? Principe di Castelcicala?		Italian	Non-decrypted	9581	32	1860	Decrypted	adjacent folio (f.30 vs f.32, diff 2)	castelcicala1816[read in part]			CATALOGUE.md	id	excluded:bourdeau-id
9570	asn_ministerio.degli.affari.esteri.2337	21	1823	Marchese di Ciscello? Principe di Castelcicala?		Italian	Non-decrypted	9573	24	1860	Decrypted	adjacent folio (f.21 vs f.24, diff 3)	castelcicala1816[read in part]			CATALOGUE.md	id	excluded:bourdeau-id
9567	asn_ministerio.degli.affari.esteri.2337	18		Marchese di Ciscello? Principe di Castelcicala?		Italian	Non-decrypted	9569	20	1823	Decrypted	adjacent folio (f.18 vs f.20, diff 2)	castelcicala1816[read in part]			CATALOGUE.md	id	excluded:bourdeau-id
9566	asn_ministerio.degli.affari.esteri.2337	17		Marchese di Ciscello? Principe di Castelcicala?		Italian	Non-decrypted	9569	20	1823	Decrypted	adjacent folio (f.17 vs f.20, diff 3)	castelcicala1816[read in part]			CATALOGUE.md	id	excluded:bourdeau-id
9565	asn_ministerio.degli.affari.esteri.2337	16		Marchese di Ciscello? Principe di Castelcicala?		Italian	Non-decrypted	9568	19	1860	Decrypted	adjacent folio (f.16 vs f.19, diff 3)	castelcicala1816[read in part]			CATALOGUE.md	id	excluded:bourdeau-id
9555	asn_ministerio.degli.affari.esteri.2337	6	1816-6-3	Principe di Castelcicala		Italian	Non-decrypted	9552	3	1853	Decrypted	adjacent folio (f.6 vs f.3, diff 3)	castelcicala1816[read in part]			CATALOGUE.md	id	excluded:bourdeau-id
9460	3623	9	1591			French	Non-decrypted	9458	7	1590	Decrypted	adjacent folio (f.9 vs f.7, diff 2)	champagne1590[read in part]				volume	excluded:bourdeau-id
9459	3623	8	1590-6-7		Duke of Nevers	French	Non-decrypted	9458	7	1590	Decrypted	adjacent folio (f.8 vs f.7, diff 1)	champagne1590[read in part]				volume	excluded:bourdeau-id
9451	3621	8	1592-7-3	Joachim de Jaucourt Baron de Dinteville	Duke of Nivernois	French	Non-decrypted	9450	7	1592	Decrypted	adjacent folio (f.8 vs f.7, diff 1)	dinteville1592[not read]	blancmesnil[offline only];lorraine1592[read in part]				excluded:bourdeau-id
9449	3621	6	1592-6-18	Charles II, Duke of Lorraine	de Vaudemont	French	Non-decrypted	9450	7	1592	Decrypted	adjacent folio (f.6 vs f.7, diff 1)	lorraine1592[read in part]	blancmesnil[offline only];dinteville1592[not read]				excluded:bourdeau-id
9436	bnf_français-3616	4	1500-5-11	Unknown	Duke of Nevers	French	Non-decrypted	9437	5	1500	Decrypted	adjacent folio (f.4 vs f.5, diff 1)	blancmesnil[offline only]					excluded:bourdeau-id
9220	bl_add_ms_4136	110	1559-3-8	Nicholas Thorkmorton		English	Non-decrypted	3030	108-110	1560	Decrypted	adjacent folio (f.110 vs f.108-110, diff 2)	throck1560[already solved];throckmorton[already solved]	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];wod1568[read in part]		CATALOGUE.md;moray-1568/README.md	volume	excluded:bourdeau-id
8774	bl_add_ms_61575	095	1702	Frederic, Re di Prussia		French	Non-decrypted	8773	093	1702	Decrypted	adjacent folio (f.095 vs f.093, diff 2); same sender (author) named	prussia1702[not a cipher]	geertruidenberg[offline only]				excluded:bourdeau-id
8756	bl_add_ms_61575	044	1710-6-3	W. Blencowe	Duc de Villars	French	Non-decrypted	8754	029	1709	Decrypted	same sender (author) named	geertruidenberg[offline only]	prussia1702[not a cipher]				excluded:bourdeau-id
8755	bl_add_ms_61575	038	1710-4-16	W. Blencowe		French	Non-decrypted	8754	029	1709	Decrypted	same sender (author) named	geertruidenberg[offline only]	prussia1702[not a cipher]				excluded:bourdeau-id
8624	bl_add_ms_72438	010	1646-5-13			English	Non-decrypted	8625	012	1647	Decrypted	adjacent folio (f.010 vs f.012, diff 2)	rupert[offline only]			README.md;TARGETS.md;royalist-1646/README.md	volume	excluded:bourdeau-id
8623	bl_add_ms_72438	009	1646-5-21			English	Non-decrypted	8625	012	1647	Decrypted	adjacent folio (f.009 vs f.012, diff 3)	rupert[offline only]			README.md;TARGETS.md;royalist-1646/README.md	volume	excluded:bourdeau-id
8613	bl_cotton_ms_vespanian_c_iv	363	1529-7-22	Hispania		English	Non-decrypted	8615	365	1529	Decrypted	adjacent folio (f.363 vs f.365, diff 2)	superscript[offline only]	lee1526[already solved];poyntz1527[already solved]	CATALOGUE.md;TARGETS.md	catalogue/decode-ranked.md		excluded:bourdeau-id
8602	bl_cotton_ms_vespanian_c_iv	341	1529-4-20	Cysar-Augusta, Edw. Lee		English	Non-decrypted	8575	262	1528-7-28	Partially decrypted	same sender (author) named	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8589	bl_cotton_ms_vespanian_c_iv	313	1529-2-12	Eps. Wigorn, H. M...		English	Non-decrypted	8591	316	1529	Decrypted	adjacent folio (f.313 vs f.316, diff 3)	superscript[offline only]	lee1526[already solved];poyntz1527[already solved]	CATALOGUE.md;TARGETS.md	catalogue/decode-ranked.md		excluded:bourdeau-id
8587	bl_cotton_ms_vespanian_c_iv	311	1529-2-9	Ed. Lee, Hir. Eps. Wigorn.		English	Non-decrypted	8588	312	1529	Decrypted	adjacent folio (f.311 vs f.312, diff 1)	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8586	bl_cotton_ms_vespanian_c_iv	310e	1529-2-9	Ed. Lee		English	Non-decrypted	8588	312	1529	Decrypted	adjacent folio (f.310e vs f.312, diff 2)	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8585	bl_cotton_ms_vespanian_c_iv	310d	1529-2-9	Ed. Lee		English	Non-decrypted	8588	312	1529	Decrypted	adjacent folio (f.310d vs f.312, diff 2)	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8578	bl_cotton_ms_vespanian_c_iv	284	1528-10-16	Epus Wigorn, Ed. Lee		English	Non-decrypted	8580	287	1528	Decrypted	adjacent folio (f.284 vs f.287, diff 3)	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8574	bl_cotton_ms_vespanian_c_iv	259	1528	B. Worc., Ed. Lee		English	Non-decrypted	8575	262	1528-7-28	Partially decrypted	adjacent folio (f.259 vs f.262, diff 3); same sender (author) named	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8573	bl_cotton_ms_vespanian_c_iv	238	1527-12-26	Eps. Wigorn, Ed. Lee		English	Non-decrypted	8616	368	1528	Decrypted	date within 6 days	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]	CATALOGUE.md	catalogue/decode-ranked.md		excluded:bourdeau-id
8561	bl_cotton_ms_vespanian_c_iv	166	1527-6-16	Ed. Lee		English	Non-decrypted	8559	164	1527	Partially decrypted	adjacent folio (f.166 vs f.164, diff 2); same sender (author) named	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]	CATALOGUE.md	catalogue/decode-ranked.md		excluded:bourdeau-id
8557	bl_cotton_ms_vespanian_c_iv	162	1527	B. Worecster, Ed. Lee Eleem.		English	Non-decrypted	8560	165	1529	Decrypted	adjacent folio (f.162 vs f.165, diff 3)	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8556	bl_cotton_ms_vespanian_c_iv	161	1527	Bpp. Worecestr, Ed. Lee Eleem.		English	Non-decrypted	8559	164	1527	Partially decrypted	adjacent folio (f.161 vs f.164, diff 3)	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]	CATALOGUE.md	catalogue/decode-ranked.md		excluded:bourdeau-id
8555	bl_cotton_ms_vespanian_c_iv	160	1527	Eps. Wigorn, Ed. Lee Eleem.		English	Non-decrypted	8558	163	1527	Decrypted	adjacent folio (f.160 vs f.163, diff 3)	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8552	bl_cotton_ms_vespanian_c_iv	157	1527-7	Eps. Wigorn, Ed. Lee Eleemosinar		English	Non-decrypted	8568	186	1527-7-27	Partially decrypted	date within 26 days	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8550	bl_cotton_ms_vespanian_c_iv	155	1527-6-5	Ed. Lee		English	Non-decrypted	8575	262	1528-7-28	Partially decrypted	same sender (author) named	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8549	bl_cotton_ms_vespanian_c_iv	154	1527-6-5	Ed. Lee		English	Non-decrypted	8575	262	1528-7-28	Partially decrypted	same sender (author) named	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8548	bl_cotton_ms_vespanian_c_iv	153	1527-6-29	Ed. Lee Almosinar		English	Non-decrypted	8546	150	1527	Decrypted	adjacent folio (f.153 vs f.150, diff 3)	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8547	bl_cotton_ms_vespanian_c_iv	152	1527-6-29	Ed. Lee Almosinar		English	Non-decrypted	8546	150	1527	Decrypted	adjacent folio (f.152 vs f.150, diff 2)	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8544	bl_cotton_ms_vespanian_c_iv	148	1527-6-5	Ed. Lee		English	Non-decrypted	8546	150	1527	Decrypted	adjacent folio (f.148 vs f.150, diff 2)	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8543	bl_cotton_ms_vespanian_c_iv	147	1527-6-5	Ed. Lee		English	Non-decrypted	8546	150	1527	Decrypted	adjacent folio (f.147 vs f.150, diff 3)	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8542	bl_cotton_ms_vespanian_c_iv	146	1527-6-5	Ed. Lee		English	Non-decrypted	8545	149	1527	Decrypted	adjacent folio (f.146 vs f.149, diff 3)	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8540	bl_cotton_ms_vespanian_c_iv	142	1527	Hispania		English	Non-decrypted	8541	144	1527	Decrypted	adjacent folio (f.142 vs f.144, diff 2)		lee1526[already solved];poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-volume
8538	bl_cotton_ms_vespanian_c_iv	138	1527-6-5	Ed. Lee		English	Non-decrypted	8539	140	1527	Decrypted	adjacent folio (f.138 vs f.140, diff 2)	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8537	bl_cotton_ms_vespanian_c_iv	132	1527-5-23	Ed. Lee		English	Non-decrypted	8575	262	1528-7-28	Partially decrypted	same sender (author) named	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8536	bl_cotton_ms_vespanian_c_iv	130	1527-5-23	Ed. Lee		English	Non-decrypted	8575	262	1528-7-28	Partially decrypted	same sender (author) named	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8535	bl_cotton_ms_vespanian_c_iv	125	1527-5-6	Edw. Lee		English	Non-decrypted	8534	122	1527	Decrypted	adjacent folio (f.125 vs f.122, diff 3)	lee1526[already solved]	poyntz1527[already solved];superscript[offline only]		catalogue/decode-ranked.md		excluded:bourdeau-id
8504	bl_harley_ms_1582	076	1586-11-9	Sr. Ed. Stafford		English	Non-decrypted	8503	074	1586-9-19	Partially decrypted	adjacent folio (f.076 vs f.074, diff 2); same sender (author) named	harley1582r8500[read];harley1582r8504[read];harley1582r8505[read];stafford1586[already solved]	harley1582r8499[read in part]			id	excluded:bourdeau-id
8501	bl_harley_ms_1582	071				English	Non-decrypted	8503	074	1586-9-19	Partially decrypted	adjacent folio (f.071 vs f.074, diff 3)	harley1582r8500[read];harley1582r8504[read];harley1582r8505[read];stafford1586[already solved]	harley1582r8499[read in part]			id	excluded:bourdeau-id
8500	bl_harley_ms_1582	065	1586-8-20	...		English	Non-decrypted	8503	074	1586-9-19	Partially decrypted	date within 30 days	harley1582r8500[read];harley1582r8504[read];harley1582r8505[read];stafford1586[already solved]	harley1582r8499[read in part]			id	excluded:bourdeau-id
8496	bl_harley_ms_287	096	1588-6-9	Cobham		English	Non-decrypted	8489	078	1588	Decrypted	same sender (author) named	cobham1588[read in part]	harley287[read in part];needham1587[read]			id	excluded:bourdeau-id
8495	bl_harley_ms_287	092	1588-5-27	Cobham		English	Non-decrypted	8494	090	1587	Decrypted	adjacent folio (f.092 vs f.090, diff 2)	cobham1588[read in part]	harley287[read in part];needham1587[read]			id	excluded:bourdeau-id
8492	bl_harley_ms_287	088	1588	Cobham		English	Non-decrypted	8494	090	1587	Decrypted	adjacent folio (f.088 vs f.090, diff 2)	cobham1588[read in part]	harley287[read in part];needham1587[read]			id	excluded:bourdeau-id
8490	bl_harley_ms_287	080	1588-5-5	Cobham	Walsingham	English	Non-decrypted	8489	078	1588	Decrypted	adjacent folio (f.080 vs f.078, diff 2); same sender (author) named	cobham1588[read in part]	harley287[read in part];needham1587[read]			id	excluded:bourdeau-id
8487	bl_harley_ms_287	072v	1587-3-20			English	Non-decrypted	8486	072r	1587-3-20	Partially decrypted	adjacent folio (f.072v vs f.072r, diff 0); date within 0 days	harley287[read in part]	cobham1588[read in part];needham1587[read]			id	excluded:bourdeau-id
8485	bl_harley_ms_287	071v	1587-3-20			English	Non-decrypted	8486	072r	1587-3-20	Partially decrypted	adjacent folio (f.071v vs f.072r, diff 1); date within 0 days	harley287[read in part]	cobham1588[read in part];needham1587[read]			id	excluded:bourdeau-id
8484	bl_harley_ms_287	071r	1587-3-20			English	Non-decrypted	8486	072r	1587-3-20	Partially decrypted	adjacent folio (f.071r vs f.072r, diff 1); date within 0 days	harley287[read in part]	cobham1588[read in part];needham1587[read]			id	excluded:bourdeau-id
8483	bl_harley_ms_287	070v	1587-3-22			English	Non-decrypted	8486	072r	1587-3-20	Partially decrypted	adjacent folio (f.070v vs f.072r, diff 2); date within 2 days	harley287[read in part]	cobham1588[read in part];needham1587[read]			id	excluded:bourdeau-id
8482	bl_harley_ms_287	070r	1587-3-22			English	Non-decrypted	8486	072r	1587-3-20	Partially decrypted	adjacent folio (f.070r vs f.072r, diff 2); date within 2 days	harley287[read in part]	cobham1588[read in part];needham1587[read]			id	excluded:bourdeau-id
8473	bl_cotton_ms_vespanian_c_iii	245	1526-5-13	Edw. Lee		English	Non-decrypted	8475	248	1526	Decrypted	adjacent folio (f.245 vs f.248, diff 3)	lee1526[already solved]	superscript[offline only]	CATALOGUE.md	CATALOGUE.md;catalogue/decode-ranked.md	volume	excluded:bourdeau-id
8472	bl_cotton_ms_vespanian_c_iii	244	1526-5-13	Edw. Lee		English	Non-decrypted	8474	246	1526	Decrypted	adjacent folio (f.244 vs f.246, diff 2)	lee1526[already solved]	superscript[offline only]		CATALOGUE.md;catalogue/decode-ranked.md	volume	excluded:bourdeau-id
8465	bl_cotton_ms_vespanian_c_iii	238	1526-4-15	Edw. Lee Almosinar		English	Non-decrypted	8467	241	1526	Decrypted	adjacent folio (f.238 vs f.241, diff 3)	lee1526[already solved]	superscript[offline only]	CATALOGUE.md	CATALOGUE.md;catalogue/decode-ranked.md	volume	excluded:bourdeau-id
8462	bl_cotton_ms_vespanian_c_iii	232	1526-4-15	Ed. Lee		English	Non-decrypted	8461	230	1526	Decrypted	adjacent folio (f.232 vs f.230, diff 2)	lee1526[already solved]	superscript[offline only]		CATALOGUE.md;catalogue/decode-ranked.md	volume	excluded:bourdeau-id
8460	bl_cotton_ms_vespanian_c_iii	229	1526-3-12	Ed. Lee		English	Non-decrypted	8461	230	1526	Decrypted	adjacent folio (f.229 vs f.230, diff 1)	lee1526[already solved]	superscript[offline only]		CATALOGUE.md;catalogue/decode-ranked.md	volume	excluded:bourdeau-id
8459	bl_cotton_ms_vespanian_c_iii	228	1526-3-13	Ed. Lee		English	Non-decrypted	8461	230	1526	Decrypted	adjacent folio (f.228 vs f.230, diff 2)	lee1526[already solved]	superscript[offline only]		CATALOGUE.md;catalogue/decode-ranked.md	volume	excluded:bourdeau-id
8458	bl_cotton_ms_vespanian_c_iii	227	1526-3-12	Ed. Lee		English	Non-decrypted	8461	230	1526	Decrypted	adjacent folio (f.227 vs f.230, diff 3)	lee1526[already solved]	superscript[offline only]		CATALOGUE.md;catalogue/decode-ranked.md	volume	excluded:bourdeau-id
8441	bl_add_ms_18982	071	1645-7-21	Sek Niklas	P. R. (Prince Rupert?)	English	Non-decrypted	8440	069	1645	Decrypted	adjacent folio (f.071 vs f.069, diff 2)					id	excluded:queue-id
8433	bl_add_ms_18982	051	1645-4	Bristoll		English	Non-decrypted	8432	050	1645-4-30	Partially decrypted	adjacent folio (f.051 vs f.050, diff 1); date within 29 days					id	excluded:queue-id
8342	bl_harley_ms_6988	208	1648-8-1	Charles R.		English	Non-decrypted	8343	209	1648	Decrypted	adjacent folio (f.208 vs f.209, diff 1)	charlesi[not read]			catalogue/decode-ranked.md	id	excluded:bourdeau-id
4931	bl_cotton_ms_caligula_c_ii	277	1569	Thomas Randolph	Thomas Radcliffe, 3rd Earl of Sussex	English	Non-decrypted	4932	278-279	1569	Decrypted	adjacent folio (f.277 vs f.278-279, diff 1)	randolph1570[already solved]	norfolk1570[read]			id	excluded:bourdeau-id
4921	bl_add_ms_18983	014	1645-4-29	King Charles I	Prince Rupert	English	Non-decrypted	4922	015-016	1645	Decrypted	adjacent folio (f.014 vs f.015-016, diff 1)	rupert1645[read]			catalogue/decode-ranked.md	id	excluded:bourdeau-id
4886	bl_add_ms_4166	092-093	1659-11-1	Sir Edward Hyde	Mr Milles	English	Non-decrypted	4885	090-091	1656	Decrypted	adjacent folio (f.092-093 vs f.090-091, diff 2)					id	excluded:queue-id
4860	bl_add_ms_33591	248	1559-10-30	William Cecil, 1st Baron Burghley	Sir Ralph Sadler and Sir James Croft	English	Non-decrypted	4861	249-250	1559	Decrypted	adjacent folio (f.248 vs f.249-250, diff 1); same sender (author) named	burghley1559[already solved]				id	excluded:bourdeau-id
4847	bl_add_ms_33591	102-103	1559-9-11	William Cecil, 1st Baron Burghley	Sir Ralph Sadler and Sir James Croft	English	Non-decrypted	4861	249-250	1559	Decrypted	same sender (author) named	burghley1559[already solved]				id	excluded:bourdeau-id
4843	bl_add_ms_32657	175-176	1585-9-1	Edward Wotton, ambassador to Scotland	Sir Francis Walsingham, Secretary of State	English	Non-decrypted	4836	109-110	1547	Decrypted	same sender (author) named	walsingham1585[read in part];wotton1585[read]			catalogue/decode-ranked.md	id	excluded:bourdeau-id
4842	bl_add_ms_32657	173-174	1547	Edward Wotton, ambassador to Scotland	Sir Francis Walsingham, Secretary of State	English	Non-decrypted	4836	109-110	1547	Decrypted	same sender (author) named	walsingham1585[read in part];wotton1585[read]			catalogue/decode-ranked.md	id	excluded:bourdeau-id
4841	bl_add_ms_32657	167-168	1585-8-25	Edward Wotton, ambassador to Scotland	Sir Francis Walsingham, Secretary of State	English	Non-decrypted	4836	109-110	1547	Decrypted	same sender (author) named	walsingham1585[read in part];wotton1585[read]			catalogue/decode-ranked.md	id	excluded:bourdeau-id
4273	bnf_français_3096	123	1528-2	Gaspard Sormano, Joachim de Vaulx	Francis Ist, King of France	Italian	Non-decrypted	4255	124	1520	Decrypted	adjacent folio (f.123 vs f.124, diff 1)		sormano1529[read in part];sormano[read];visconti1528[read in part];visconti1529[read]				excluded:bourdeau-volume
4269	bnf_français_3096	121	1528-2-23	Gaspard Sormano, Joachim de Vaulx	Francis Ist, King of France	Italian	Non-decrypted	4255	124	1520	Decrypted	adjacent folio (f.121 vs f.124, diff 3)		sormano1529[read in part];sormano[read];visconti1528[read in part];visconti1529[read]				excluded:bourdeau-volume
4258	bnf_français_3096	115	1528-2	Gaspard Sormano, Joachim de Vaulx	Francis Ist, King of France	Italian	Non-decrypted	4257	113	1529	Decrypted	adjacent folio (f.115 vs f.113, diff 2)		sormano1529[read in part];sormano[read];visconti1528[read in part];visconti1529[read]				excluded:bourdeau-volume
4251	bnf_français_3071	017	1537-7-21	Charles de Hémard de Denonville, cardinal of Macon	Anne de Montmorency	French	Non-decrypted	4250	009	1537-4-11	Partially decrypted	same sender & recipient		gramont1529[read];rome1536[read in part]				excluded:bourdeau-volume
4248	bnf_français_3053	085	1536		Anne de Montmorency	French	Non-decrypted	4233	006	1536-1-29	Partially decrypted	date within 28 days	rome1536[read in part]	gramont1529[read]				excluded:bourdeau-id
4247	bnf_français_3053	077	1536-9-24		Anne de Montmorency	French	Non-decrypted	4246	074	1535	Decrypted	adjacent folio (f.077 vs f.074, diff 3)	rome1536[read in part]	gramont1529[read]				excluded:bourdeau-id
4227	bnf_français_3040	018	1520	Gabriel de Gramont, bishop of Tarbes	Anne de Montmorency	French	Non-decrypted	4228	021	1526	Decrypted	adjacent folio (f.018 vs f.021, diff 3)		gramont1529[read];raince[read in part]				excluded:bourdeau-volume
3708	bnf_français_3976	133-134	1588-6-6			French	Non-decrypted	3707	131	1588	Decrypted	adjacent folio (f.133-134 vs f.131, diff 2)	r3708[read]	nevers1588[read]				excluded:bourdeau-id
3705	bnf_français_3976	062	1588-1-1		Louis Gonzaga, duke of Nevers	French	Non-decrypted	3704	060	1588	Decrypted	adjacent folio (f.062 vs f.060, diff 2); date within 0 days	nevers1588[read]	r3708[read]				excluded:bourdeau-id
3694	bnf_français_3083	020-021	1520-1-11	Jean de Langeac, bishop of Avranches	Anne de Montmorency	French	Non-decrypted	3695	055	1520	Decrypted	date within 10 days		gramont1529[read]			id	excluded:bourdeau-volume
3688	bnf_français_3078	021	1520-1-11	Jean du Bellay	Anne de Montmorency	French	Non-decrypted	3689	023-025	1520	Decrypted	adjacent folio (f.021 vs f.023-025, diff 2); date within 10 days	dubellay[already solved]					excluded:bourdeau-id
1875	sav_it_asve_b30	178	1761-10-13	...		Italian	Non-decrypted	1870	177-181	1595	Decrypted	adjacent folio (f.178 vs f.177-181, diff 1)	r1874[already solved];r1875[already solved]	r1862[read];r1871[already solved]				excluded:bourdeau-id
1874	sav_it_asve_b30	174				Italian	Non-decrypted	1870	177-181	1595	Decrypted	adjacent folio (f.174 vs f.177-181, diff 3)	r1862[read];r1874[already solved]	r1871[already solved];r1875[already solved]				excluded:bourdeau-id
1871	sav_it_asve_b30	4	1555-1-1	...		Italian	Non-decrypted	1872	9	1555	Decrypted	date within 0 days	r1871[already solved];r1874[already solved]	r1862[read];r1875[already solved]				excluded:bourdeau-id
1172	nls_mss_20211	123	1478-11-4	Ferdinand V	King John II of Aragon	Spanish	Non-decrypted	1180	126	1478	Decrypted	adjacent folio (f.123 vs f.126, diff 3)					id	excluded:queue-id
922	nah_g15_caps_c_fasc_39	346	1704-1-1	Ferenc Rákóczi II		French	Non-decrypted	921	342	1704	Decrypted	date within 0 days; same sender (author) named	rakoczi1704[read]	rakoczi1707[read in part]				excluded:bourdeau-id
902	nah_g15_caps_c_fasc_39	277	1707-10-15	Pompeio Cesoni (Ferenc Rákóczi II)		French	Non-decrypted	903	280	1704	Decrypted	adjacent folio (f.277 vs f.280, diff 3); same sender (author) named	rakoczi1704[read];rakoczi1707[read in part]					excluded:bourdeau-id
674	nah_e199_8_1	01	1664-1-1	Ferenc Wesselényi		Latin	Non-decrypted	675	02	1664	Decrypted	adjacent folio (f.01 vs f.02, diff 1); date within 0 days; same sender (author) named	wesselenyi1664[read]					excluded:bourdeau-id
253	bav_barb.lat_6956	38	1628-1-1	Germania: Giovanni Battista Pallotto	Nunzio all'Omperatore	Italian	Non-decrypted	221	7	1628-1-1	Partially decrypted	date within 0 days; same sender & recipient		pallotto1629[already solved]	catalogue/decode-ranked.md	catalogue/decode-ranked.md	id	excluded:bourdeau-volume
242	bav_barb.lat_6956	28	1628-1-1	Germania: Giovanni Battista Pallotto	Nunzio all'Omperatore	Italian	Non-decrypted	221	7	1628-1-1	Partially decrypted	date within 0 days; same sender & recipient		pallotto1629[already solved]	catalogue/decode-ranked.md	catalogue/decode-ranked.md	id	excluded:bourdeau-volume
241	bav_barb.lat_6956	27	1628-1-1	Germania: Giovanni Battista Pallotto	Nunzio all'Omperatore	Italian	Non-decrypted	221	7	1628-1-1	Partially decrypted	date within 0 days; same sender & recipient		pallotto1629[already solved]	catalogue/decode-ranked.md	catalogue/decode-ranked.md	id	excluded:bourdeau-volume
239	bav_barb.lat_6956	25	1628-1-1	Germania: Giovanni Battista Pallotto	Nunzio all'Omperatore	Italian	Non-decrypted	221	7	1628-1-1	Partially decrypted	date within 0 days; same sender & recipient		pallotto1629[already solved]	catalogue/decode-ranked.md	catalogue/decode-ranked.md	id	excluded:bourdeau-volume
233	bav_barb.lat_6956	19	1628-1-1	Germania: Giovanni Battista Pallotto	Nunzio all'Omperatore	Italian	Non-decrypted	221	7	1628-1-1	Partially decrypted	date within 0 days; same sender & recipient		pallotto1629[already solved]	catalogue/decode-ranked.md	catalogue/decode-ranked.md	id	excluded:bourdeau-volume
61	asv_i1025_sds_france	62-3	1624-12-22	Nuncio Damiata	The Secretariat	Italian	Non-decrypted	71	64-10	1625-2-16	Partially decrypted	adjacent folio (f.62-3 vs f.64-10, diff 2)	damiata1624[already solved]	dandini1580[read]	catalogue/decode-ranked.md		id	excluded:bourdeau-id
60	asv_i1025_sds_france	62-2	1624-12-22	Nuncio Damiata	The Secretariat	Italian	Non-decrypted	71	64-10	1625-2-16	Partially decrypted	adjacent folio (f.62-2 vs f.64-10, diff 2)	damiata1624[already solved]	dandini1580[read]	catalogue/decode-ranked.md		id	excluded:bourdeau-id
59	asv_i1025_sds_france	62-1	1625-1-3	Bernardino Naro	The secretariat	Italian	Non-decrypted	71	64-10	1625-2-16	Partially decrypted	adjacent folio (f.62-1 vs f.64-10, diff 2)	damiata1624[already solved]	dandini1580[read]	catalogue/decode-ranked.md		id	excluded:bourdeau-id
