line	position	value	grade	reason
f123r-24	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-24	10	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-24	14	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-24	17	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-25	1	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-25	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-25	3	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-25	8	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-25	9	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-25	15	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-25	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-25	18	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-25	33	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-26	3	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-26	7	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-26	8	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-26	15	o	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-26	16	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-26	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-26	19	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-26	21	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-26	22	o	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-27	3	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-27	16	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-27	21	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-27	23	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-28	11	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-28	20	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-29	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-29	3	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-29	10	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-29	19	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-30	8	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-30	12	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-30	21	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-30	31	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-31	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-31	3	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-31	9	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-31	15	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-31	19	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-31	20	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-31	22	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-31	27	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-31	31	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-32	1	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-32	3	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-32	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-33	15	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-33	20	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-33	30	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-33	31	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-34	8	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-34	9	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-34	11	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-34	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-34	19	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-34	22	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-34	23	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-35	8	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-35	19	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-35	21	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-36	9	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-36	25	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-36	26	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123r-36	30	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-1	4	o	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-1	9	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-1	14	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-1	17	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-1	21	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-1	23	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-1	27	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-1	29	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-2	3	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-2	12	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-2	15	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-2	22	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-2	25	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-3	1	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-3	12	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-4	11	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-4	13	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-4	16	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-4	24	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-4	26	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-4	29	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-5	4	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-5	5	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-5	15	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-5	17	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-5	22	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-5	26	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-6	10	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-6	15	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-6	17	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-6	19	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-7	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-7	13	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-7	37	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-8	34	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-8	35	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-9	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-9	23	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-9	24	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-9	31	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-10	16	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-10	18	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-10	22	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-10	25	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-11	4	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-11	10	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-11	24	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-11	30	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-12	26	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-13	5	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-13	17	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-14	2	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-15	3	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-16	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-16	16	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-16	22	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-16	23	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-16	30	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-17	14	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-17	15	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-18	9	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-18	12	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-18	20	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-18	27	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-18	33	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-19	10	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-20	1	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-20	2	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-20	13	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-21	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-22	3	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-22	9	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-22	28	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-23	10	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-23	11	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-23	29	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-24	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-24	12	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-25	3	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-25	9	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-25	25	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-25	26	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-25	29	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-26	15	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-26	20	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-27	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-27	26	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-27	29	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-28	33	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-29	5	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-29	33	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-30	4	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-30	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-30	8	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-30	11	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-30	13	ss	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-30	23	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-30	28	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-30	34	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-31	2	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-31	6	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-31	14	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-32	18	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-33	5	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-33	7	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-33	28	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-33	32	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-34	30	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-34	32	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-35	9	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-35	21	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-36	3	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-36	15	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-36	29	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-37	1	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-37	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-37	5	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-37	10	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-37	19	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-37	21	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-37	27	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-38	3	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-38	11	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-38	21	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-38	25	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-39	28	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-39	33	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-40	8	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-40	13	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-40	26	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-41	9	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-41	26	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f123v-41	34	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-1	10	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-1	28	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-2	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-2	16	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-2	34	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-3	3	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-3	9	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-3	26	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-3	32	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-4	8	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-4	12	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-4	15	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-4	23	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-4	29	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-4	32	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-5	11	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-5	16	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-5	27	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-5	32	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-5	34	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-6	1	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-6	11	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-6	15	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-7	4	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-8	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-8	26	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-9	9	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-9	19	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-9	31	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-10	3	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-10	9	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-10	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-11	8	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-11	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-11	22	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-11	25	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-11	30	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-11	31	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-12	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-12	3	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-12	10	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-12	11	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-12	27	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-12	29	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-13	35	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-14	8	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-14	16	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-14	19	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-14	20	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-14	24	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-14	28	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-15	3	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-15	4	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-15	9	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-15	18	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-15	19	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-15	20	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-15	25	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-16	5	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-16	11	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-16	18	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-16	27	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-16	28	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-16	29	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-17	11	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-17	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-17	22	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-17	24	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-17	29	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-17	30	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-18	11	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-18	18	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-18	23	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-18	24	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-18	25	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-19	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-19	8	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-19	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-19	27	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-20	14	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-20	18	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-20	21	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-21	7	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-21	11	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-21	16	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-21	17	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-21	19	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-21	26	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-21	29	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-21	30	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-21	32	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-22	3	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-22	6	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-22	20	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-22	24	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-22	26	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-23	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-23	22	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-24	2	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-24	5	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-24	15	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-24	24	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-24	28	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-24	29	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-25	27	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-25	33	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-26	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-26	17	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-26	21	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-26	29	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-27	2	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-27	21	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-28	11	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-28	16	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-29	11	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-29	16	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-29	27	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-29	30	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-29	33	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-30	32	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-31	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-31	28	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-32	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-32	8	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-32	28	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-33	1	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-33	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-33	3	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-33	11	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-33	20	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-33	23	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-33	34	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-33	35	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-33	40	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-34	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-34	3	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-34	28	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-34	30	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-35	1	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-35	6	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-35	22	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-35	33	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124r-35	34	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-1	3	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-1	8	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-1	9	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-1	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-1	24	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-1	28	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-2	3	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
