line	pos	code	marks	action	conf	note
15	13	g		confirm	H	continuous single stroke forming a curled top flowing into a loop with descending tail, matches atlas g cleanly
15	14	nt		confirm	H	clean n-hump joined to a crossed stroke, matches the nt (n+) pattern confirmed elsewhere on this leaf
15	15	]	o	confirm	H	box open to the left, matches atlas ] with o mark
15	16	_	1	confirm	M	numeral-like top ("14"-ish) flowing into a large loop/flourish tail below; reads most plausibly as a plain word with a decorative flourish rather than a catalogued sign shape, but the top portion is not fully clean
15	17	sq	#	confirm	H	clean closed square box with a mark, matches atlas sq
15	18	eps	~	correct	H	clear two-stacked-open-bowl epsilon shape with a squiggle mark above -- a real eps sign the classifier tagged plain ("_") at share 1.00
15	19	S7		confirm	H	hooked-7 shape, matches atlas S7
15	20	#		correct	H	clean double-barred cross, matches atlas # (two bars), not the single-stroke "+"
15	21	rz		confirm	H	low hook-then-wave shape, matches atlas rz
15	22	Z		confirm	M	compound glyph: an upper n+-like hook flowing into a lower zigzag "Z" body; the atlas Z plate includes similarly compound n+/Z-like exemplars, and the two parts are not clearly separated by a gap the way the pos-7 split was, so kept as one Z sign rather than splitting
15	23	S7		confirm	H	hooked-7 shape, matches atlas S7
15	24	lam	#	confirm	H	two-stroke apex (Λ) shape with a mark, matches atlas lam
