string	fixed_rule_output	a_fixed_name6	b_freeops_name6	b_freeops_name7	c_family_name7	d_family_name6	d_name6_labels
ORW+8D8P8^LZW		False	False	False	True	False	
QQC+8L8X8^EMJ		False	False	False	True	False	
QVH+8B8S8^ZDJ		False	False	False	False	False	
RMB+8W8X8^ANU		False	False	False	True	False	
IQO+8V8H8^XKG		False	False	False	True	False	
VZE+8C8Z8^QQV		False	False	False	False	False	
XUJ+8H8S8^XLA	XGOIESGL	False	False	False	True	False	
KBZ+8T8U8^DTA	KAMAWOYT	False	False	False	True	False	
GLN+8B8S8^XTN	GIXHURGT	False	False	False	True	True	AUSTIN;JUSTIN
CPJ+8A8R8^JKM	CHSIESPK	False	False	False	True	False	
XPZ+8P8K8^SHZ	XGSAWOTH	False	False	False	True	False	
GXW+8U8N8^ECI		False	False	False	True	False	
NRW+8G8D8^ATT	NLYOKNRT	False	False	False	True	False	
MMB+8N8Y8^MAA	MZBGYTZA	False	False	False	False	False	
OKO+8B8X8^ANP		False	False	False	True	False	
XEI+8L8H8^WPE		False	False	False	True	False	
KNC+8N8H8^ATK	KANDRURT	False	False	False	True	False	
NOC+8Z8V8^HKO	NLADRUOK	False	False	False	True	False	
REF+8Q8D8^DLQ		False	False	False	True	False	
PRN+8S8A8^YXZ		False	False	False	True	True	STUART
PXW+8L8P8^INM		False	False	False	True	False	
YBK+8U8N8^MEE		False	False	False	True	True	HOWARD
GQN+8L8H8^QUF		False	False	False	True	False	
QRA+8F8B8^KKV		False	False	False	True	False	
XEV+8E8Y8^HXO	XGTFTYOX	False	False	False	True	False	
CXY+8N8Q8^YZT		False	False	False	True	False	
EDO+8O8X8^ZJA		False	False	False	True	False	
KJL+8Z8E8^AQZ	KALPQPRQ	False	False	False	True	False	
MRO+8A8T8^CUJ	MZYWAZHU	False	False	False	True	False	
DVJ+8T8X8^BYT	DYNIESKY	False	False	False	True	True	CARTER
VQK+8O8K8^UNQ		False	False	False	True	True	MARSHA
FLR+8E8S8^HVF	FUXUHNOV	False	False	False	True	False	
BUC+8K8X8^ZOU	BKODRUFO	False	False	False	True	False	
WEL+8T8V8^XHA		False	False	False	True	False	
JVN+8L8D8^TUW		False	False	False	True	True	ARTHUR;HATTIE
AKN+8F8H8^XFM	ARZHURGF	False	False	False	True	True	ANGELA;ARTHUR
FOT+8W8A8^EKY		False	False	False	True	True	DONALD;SHEILA
BDD+8M8R8^TXZ		False	False	False	True	True	ANGELO
BBP+8P8W8^EPN		False	False	False	True	False	
UEM+8R8A8^FZB		False	False	False	True	True	GERALD;MARCUS
GAO+8G8K8^QPK		False	False	False	True	True	GEORGE
WKM+8D8Q8^APH		False	False	False	True	True	MARCUS
TBE+8P8I8^ZTX		False	False	False	True	False	
MVH+8N8N8^PCZ		False	False	False	True	False	
NWB+8C8N8^SDK	NLRGYTTD	False	False	False	True	True	EDWARD
ZIC+8F8E8^OOG		False	False	False	True	False	
CAO+8N8K8^SLB	CHDWAZTL	False	False	False	True	True	BRENDA
MFG+8H8P8^XQJ	MZHYTFGQ	False	False	False	True	False	
RSM+8T8V8^NRA		False	False	False	True	True	MARCUS
YML+8A8Z8^ULA		False	False	False	True	True	ANGELA;ARTHUR
CEL+8S8L8^VVA	CHTPQPJV	False	False	False	True	True	JUDITH;NELSON
ZNL+8K8G8^WIW		False	False	False	True	False	
WZS+8I8V8^QAB		False	False	False	True	False	
MBL+8A8O8^BVL	MZMPQPKV	False	False	False	True	False	
APL+8C8G8^PGQ		False	False	False	True	False	
FCI+8W8E8^ESU		False	False	False	True	False	
SGN+8C8B8^JMO	STJHURPM	False	False	False	True	False	
PFM+8X8T8^ELN		False	False	False	True	False	
CTJ+8V8U8^RPT		False	False	False	True	False	
AEL+8W8H8^VLV	ARTPQPJL	False	False	False	True	True	AMELIA
JBF+8F8X8^QQJ		False	False	False	True	False	
NGQ+8P8N8^TGO		False	False	False	True	False	
KGY+8K8Q8^AQM	KAJTFVRQ	False	False	False	True	False	
QUO+8C8G8^APG		False	False	False	True	True	ANGELA;ANGELO
KJG+8D8P8^GEP	KALYTFIE	False	False	False	True	False	
WGK+8M8V8^DAE		False	False	False	True	False	
KMQ+8B8Y8^XWE	KABPLBGW	False	False	False	True	False	
KOM+8W8K8^GYY	KAAJIEIY	False	False	False	True	False	
SOP+8G8O8^MKV	STAQPLZK	False	False	False	True	False	
BJE+8Y8O8^FWJ	BKLIJMUW	False	False	False	True	False	
LQB+8U8B8^MCY	LSEGYTZC	False	False	False	True	False	
HRS+8B8B8^VPO	HOYEIJJP	False	False	False	True	False	
MCM+8P8S8^VVI	MZBJIEJV	False	False	False	False	False	
BSP+8G8D8^VFE	BKFQPLJF	False	False	False	True	False	
HCF+8J8H8^NBR	HOBTYGLB	False	False	False	True	True	CARRIE
QCG+8C8I8^QOE		False	False	False	True	False	
OMA+8K8I8^RFY		False	False	False	True	True	ANDREA;ANDREW;REGINA
VAL+8N8Q8^TES		False	False	False	True	True	LESTER
JQI+8B8X8^DXJ	JPEESXYX	False	False	False	True	False	
YCL+8R8K8^RJU		False	False	False	True	False	
ECJ+8O8G8^FLN		False	False	False	True	True	MARJORIE
AXD+8T8L8^IPL		False	False	False	True	True	ANGELA;STELLA
GBZ+8I8R8^ZUL	GIMAWOFU	False	False	False	True	False	
KAO+8W8P8^YIP		False	False	False	True	True	VIVIAN
LGW+8V8C8^GER	LSJOKNIE	False	False	False	True	False	
VJD+8O8T8^VPQ	VJLRUHJP	False	False	False	True	False	
PUZ+8R8T8^FEH		False	False	False	True	True	GEORGE
PDY+8W8B8^EFL		False	False	False	True	False	
OZP+8B8D8^IDT		False	False	False	True	True	DWIGHT
FLV+8F8M8^ONH		False	False	False	True	False	
VLX+8X8J8^QBH		False	False	False	True	False	
AFO+8E8D8^EYW		False	False	False	True	False	
BRN+8B8R8^IOU		False	False	False	True	False	
OVU+8Y8Q8^FEY		False	False	False	True	False	
ECJ+8S8B8^OZW		False	False	False	True	False	
AYB+8B8O8^ELJ		False	False	False	True	False	
JWI+8T8M8^VAK	JPRESXJA	False	False	False	True	False	
DZQ+8X8W8^THE		False	False	False	True	False	
OIZ+8H8W8^FIY		False	False	False	True	True	WILLIE;WILLIS
YBA+8A8O8^EQM		False	False	False	True	True	BARBARA
ZWY+8S8R8^OJZ		False	False	False	True	False	
NUB+8Q8V8^UBJ		False	False	False	True	False	
UGO+8N8Q8^NRW		False	False	False	True	True	GEORGE
RQF+8V8L8^FJO		False	False	False	True	False	
AUU+8P8Z8^THJ		False	False	False	True	False	
THY+8G8S8^GJT		False	False	False	True	False	
TBP+8S8Z8^TVG		False	False	False	True	True	DWIGHT
UXG+8V8L8^BTJ		False	False	False	True	True	ANGELA;ARNOLD
YQM+8G8P8^VVG		False	False	False	True	False	
TXI+8V8J8^TQP		False	False	False	True	False	
XYK+8L8B8^MBK	XGIOWAZB	False	False	False	True	False	
SZP+8C8Q8^RKL		False	False	False	True	False	
GEE+8S8X8^ZQP	GITIJMFQ	False	False	False	True	True	GERALD;NELSON
OZR+8U8K8^YVK		False	False	False	True	False	
SOR+8W8H8^TQQ		False	False	False	True	False	
YHC+8L8Q8^JHB		False	False	False	True	False	
BJS+8B8J8^FKE	BKLEIJUK	False	False	False	True	True	JANICE;ORVILLE
PFH+8T8G8^DDC		False	False	False	True	False	
YSR+8W8R8^LKS		False	False	False	True	False	
IKF+8M8D8^DUM		False	False	False	True	False	
KIK+8I8H8^AEJ	KAPOWARE	False	False	False	True	True	HARVEY
ZJD+8F8P8^DME	ZFLRUHYM	False	False	False	True	False	
YAI+8X8R8^HZQ		False	False	False	True	False	
AXJ+8C8L8^FSA	ARVIESUS	False	False	True	True	False	
GSR+8K8A8^YLC		False	False	False	True	True	PAMELA
UUX+8U8T8^CLB		False	False	False	True	False	
FYB+8S8N8^DFG	FUIGYTYF	False	False	False	True	False	
IZB+8X8K8^HZL		False	False	False	True	False	
NPB+8G8J8^THJ		False	False	False	True	False	
EVE+8T8E8^HZG		False	False	False	True	False	
QDD+8Z8O8^YVG		False	False	False	True	False	
MHI+8L8S8^GOU	MZKESXIO	False	False	False	True	False	
EOZ+8S8K8^RHF		False	False	False	True	False	
NOL+8V8L8^RTL		False	False	False	True	False	
ZPD+8B8Q8^RRY		False	False	False	True	False	
ARV+8E8X8^FKI	ARYFTYUK	False	False	False	True	True	AMANDA;ROLAND
ITM+8W8S8^PRL		False	False	False	True	True	MARCUS
CQX+8Q8A8^EGD		False	False	False	True	True	GERALD
ZIX+8B8B8^VHS	ZFPSEIJH	False	False	False	True	False	
XQH+8P8I8^EGN		False	False	False	True	False	
QTV+8W8V8^ZEH		False	False	False	True	False	
RPW+8C8M8^REF		False	False	False	False	False	
TZB+8Z8B8^MAS		False	False	False	True	False	
JRS+8E8V8^KGO	JPYEIJAG	False	False	False	True	False	
UOX+8R8Y8^KWK		False	False	False	True	False	
HMJ+8V8O8^ZGR	HOBIESFG	False	False	True	True	False	
VWL+8R8H8^GFD	VJRPQPIF	False	False	False	True	False	
HDU+8M8Z8^EYO		False	False	False	True	False	
MRI+8B8E8^GVZ	MZYESXIV	False	False	False	True	False	
VBW+8F8E8^NFD	VJMOKNLF	False	False	False	True	False	
HTK+8N8Q8^NRX	HOUOWALR	False	False	False	True	True	HOWARD
URG+8S8P8^MHX		False	False	False	True	False	
LRT+8N8Z8^RSC		False	False	False	True	False	
GCW+8Q8G8^YCT		False	False	False	True	False	
RDB+8Z8R8^WGH		False	False	False	True	True	VIRGIL
XJE+8W8A8^OBN		False	False	False	True	True	EVELYN;NATHAN
WUS+8N8H8^SDO		False	False	False	True	False	
JMY+8N8H8^QPN		False	False	False	True	False	
NFI+8G8F8^HYR	NLHESXOY	False	False	False	True	True	NATHAN
EKH+8A8N8^ETL		False	False	False	True	False	
YIL+8A8R8^TZS		False	False	False	True	False	
XGG+8Q8I8^UEU		False	False	False	True	True	MARCUS
DFG+8L8N8^GLP	DYHYTFIL	False	False	False	True	True	ARNOLD;GORDON
STE+8J8E8^CGH	STUIJMHG	False	False	False	True	True	ARLENE;STELLA
YVU+8I8J8^TZP		False	False	False	True	False	
RVQ+8N8E8^HYX		False	False	False	True	True	EDMUND
MRF+8K8M8^YEJ		False	False	False	True	False	
UHC+8S8M8^ZCD		False	False	False	True	False	
ZHX+8X8F8^YAO		False	False	False	True	False	
XWR+8R8J8^PJL		False	False	False	True	False	
XKA+8P8C8^QBN		False	False	False	True	True	CALVIN
SXS+8G8O8^WYL		False	False	False	True	True	RODNEY
EOZ+8K8Y8^DID		False	False	False	True	False	
QGB+8W8H8^OWH		False	False	False	True	False	
NMW+8C8K8^SVI	NLBOKNTV	False	False	False	True	False	
RUP+8T8R8^HOW		False	False	False	True	False	
ZNO+8U8U8^DZZ	ZFNWAZYZ	False	False	False	True	False	
BHF+8Z8B8^MSW	BKKTYGZS	False	False	False	True	False	
DRA+8W8N8^CKK	DYYWOKHK	False	False	False	True	False	
OSX+8R8V8^AGG		False	False	False	True	True	GERALD
KIQ+8A8E8^APV	KAPPLBRP	False	False	False	True	False	
IYX+8F8T8^GIH		False	False	False	True	True	NORMAN
TRD+8R8F8^JSN		False	False	False	True	True	ELOISE
BER+8J8V8^HJK	BKTUHNOJ	False	False	False	True	False	
VND+8D8S8^EAP		False	False	False	True	True	NELSON
MQQ+8X8Y8^HRD	MZEPLBOR	False	False	False	True	False	
JOU+8O8W8^RXP		False	False	False	True	False	
NIC+8J8A8^ORA		False	False	False	True	True	NICOLE
CXM+8G8P8^EBQ		False	False	False	True	True	GORDON
CBS+8Y8B8^TQL		False	False	False	True	False	
MHD+8I8A8^FKV	MZKRUHUK	False	False	False	True	False	
WGP+8S8B8^PXU		False	False	False	True	False	
MXR+8V8I8^OVF		False	False	False	True	False	
QWK+8B8X8^FOP		False	False	False	True	False	
EVF+8U8T8^JKW		False	False	False	True	False	
NOP+8O8E8^EKQ		False	False	False	True	False	
OKF+8F8Q8^AUI		False	False	True	True	False	
YOU+8Q8Z8^QQL		False	False	False	True	False	
WDA+8A8C8^IYG		False	False	False	True	True	CALVIN;EDWARD
GIY+8A8C8^BVM	GIPTFVKV	False	False	False	False	True	TERESA
BPK+8R8A8^GZS	BKSOWAIZ	False	False	False	True	False	
LSS+8X8E8^JRV	LSFEIJPR	False	False	False	True	False	
RIH+8C8T8^UAH		False	False	False	True	False	
GBV+8H8D8^CLX	GIMFTYHL	False	False	False	True	True	LOWELL
ZKJ+8M8G8^CQG	ZFZIESHQ	False	False	False	True	True	GEORGE;MATHEW
PCE+8O8W8^LGS		False	False	False	True	True	DONALD;NELSON
RHD+8D8P8^XNS		False	False	False	True	True	RHONDA
RSU+8N8F8^WCH		False	False	False	True	False	
XHN+8V8N8^XSZ	XGKHURGS	False	False	False	True	False	
EQQ+8F8D8^AFJ		False	False	False	True	False	
WND+8H8N8^BMK		False	False	False	True	False	
RMH+8Y8Y8^ZCC		False	False	False	True	False	
YEF+8C8G8^HCE		False	False	False	True	False	
CVI+8D8S8^YAO		False	False	False	True	False	
HOZ+8H8O8^BIE	HOAAWOKI	False	False	False	True	True	HORACE
UJK+8O8U8^RGV		False	False	False	True	True	HOWARD;JEROME
ULI+8D8F8^XOJ		False	False	False	True	False	
HYL+8B8A8^DPV	HOIPQPYP	False	False	False	True	False	
LDM+8A8H8^IYA		False	False	False	True	False	
VFC+8S8A8^GYF	VJHDRUIY	False	False	False	True	False	
EJA+8T8X8^ROT		False	False	False	True	False	
FHT+8U8C8^JBP	FUKYGBPB	False	False	False	True	True	SHEILA
IJV+8H8X8^WOJ		False	False	False	True	True	AMANDA
MPI+8A8G8^ZKY	MZSESXFK	False	False	False	True	False	
HDG+8O8D8^YDK		False	False	False	True	True	ARNOLD;EDMUND;EDWARD;HAROLD
SWP+8C8H8^VAQ	STRQPLJA	False	False	False	True	False	
JAY+8J8M8^RNI		False	False	False	True	False	
LMR+8Q8M8^RBQ		False	False	False	False	False	
GCS+8R8R8^AIH	GIBEIJRI	False	False	False	True	False	
NRT+8C8S8^PVC		False	False	False	True	False	
PIL+8I8G8^BSE		False	False	False	True	False	
GIK+8N8L8^YMJ		False	False	False	True	False	
GAW+8X8Z8^LMJ	GIDOKNSM	False	False	False	True	False	
BOA+8T8G8^VVS	BKAWOKJV	False	False	False	True	False	
LQZ+8T8A8^NRV	LSEAWOLR	False	False	False	True	False	
NDS+8I8Y8^HDQ	NLGEIJOD	False	False	False	True	False	
HNQ+8Z8B8^FJN	HONPLBUJ	False	False	False	True	False	
SBT+8D8L8^WIC		False	False	False	True	False	
HVN+8E8A8^CFF	HONHURHF	False	False	False	True	False	
QYT+8L8O8^DOM		False	False	False	True	False	
XAV+8U8F8^ZTU	XGDFTYFT	False	False	False	True	True	ANDREA;ANDREW
RYP+8J8L8^RLT		False	False	False	True	False	
OGN+8S8F8^VLE		False	False	False	True	True	ANDREW;ANGELA
NNS+8P8V8^TAN		False	False	False	True	True	NATHAN
FNV+8I8V8^NBO	FUNFTYLB	False	False	False	True	False	
ZSF+8J8B8^JUD	ZFFTYGPU	False	False	False	True	False	
VKM+8F8H8^UXQ		False	False	False	True	True	MARCUS
DUG+8F8R8^BCS	DYOYTFKC	False	False	False	True	False	
TUR+8C8B8^VDM		False	False	False	True	False	
KUD+8X8O8^OMT		False	False	False	True	False	
YPO+8A8K8^HII		False	False	False	True	False	
WFC+8D8H8^CRA		False	False	False	True	True	WILLIS
CDG+8I8O8^ABL	CHGYTFRB	False	False	False	True	True	DONALD
MUK+8T8U8^IMG		False	False	False	True	True	MARTHA;MARTIN;MARVIN
AKO+8P8I8^IIV		False	False	False	True	False	
EWU+8R8R8^TZF		False	False	False	True	True	GERALD
ACY+8X8T8^UMJ		False	False	False	True	True	ARCHIE
SPX+8J8P8^PNM		False	False	False	False	False	
JGW+8N8B8^WAK		False	False	False	True	False	
ZZI+8B8L8^NCM	ZFCESXLC	False	False	False	True	False	
BNB+8D8I8^DBT	BKNGYTYB	False	False	False	True	False	
GBS+8O8P8^PZU		False	False	False	True	False	
CDX+8M8P8^XSC	CHGSEIGS	False	False	False	True	False	
DKO+8Y8W8^OTA		False	False	False	True	False	
BGK+8F8A8^EEK		False	False	False	True	True	HARVEY;HOWARD
HXR+8B8Q8^XLG	HOVUHNGL	False	False	False	True	False	
JHK+8K8O8^DOK	JPKOWAYO	False	False	False	True	False	
STO+8A8A8^JAU	STUWAZPA	False	False	False	True	False	
SXR+8I8D8^TNL		False	False	False	True	False	
HVK+8C8J8^RGU		False	False	False	True	True	CARTER;HARVEY;HOWARD
ROK+8G8X8^PKW		False	False	False	True	False	
GSB+8S8I8^CMD	GIFGYTHM	False	False	False	True	False	
PYD+8W8B8^CJZ		False	False	False	True	False	
EQE+8J8I8^OLJ		False	False	False	True	True	JUDITH
ZXN+8Y8M8^CRZ	ZFVHURHR	False	False	False	True	False	
DYL+8F8R8^VAE	DYIPQPJA	False	False	False	True	False	
RCO+8R8R8^IZD		False	False	False	True	False	
NFL+8A8Y8^UZK		False	False	False	True	False	
OBV+8F8H8^YYR		False	False	False	True	False	
GLL+8R8W8^SMN	GIXPQPTM	False	False	False	True	False	
VEA+8G8O8^NUB	VJTWOKLU	False	False	False	True	True	MARCUS
CMQ+8X8Y8^RHF		False	False	False	True	False	
RVO+8L8A8^RZB		False	False	False	True	False	
LMS+8W8M8^MQM	LSBEIJZQ	False	False	False	True	False	
LLY+8C8H8^AUC	LSXTFVRU	False	False	False	True	False	
ADX+8E8A8^RQT		False	False	False	True	False	
WQW+8H8O8^JGF		False	False	False	True	False	
LSW+8V8K8^KRB	LSFOKNAR	False	False	False	True	False	
HYH+8V8Q8^FXT	HOIURDUX	False	False	False	True	True	MINNIE
BGK+8I8B8^FXQ	BKJOWAUX	False	False	False	True	False	
FAC+8I8A8^LTI	FUDDRUST	False	False	False	True	True	ALICIA;SANDRA;WILLIE
VHJ+8J8M8^ZUS	VJKIESFU	False	False	False	True	True	JESSIE
VRC+8B8H8^CUS	VJYDRUHU	False	False	False	True	False	
DDC+8E8J8^ZHL	DYGDRUFH	False	False	False	True	False	
QUO+8K8T8^HNX		False	False	False	True	False	
MEI+8A8N8^AMS	MZTESXRM	False	False	False	True	False	
LLO+8W8M8^GBP	LSXWAZIB	False	False	False	True	False	
XRP+8L8L8^CNL	XGYQPLHN	False	False	False	True	False	
LMI+8V8B8^SVJ	LSBESXTV	False	False	False	True	False	
XCK+8R8T8^KOP	XGBOWAAO	False	False	False	True	False	
PVP+8A8Z8^HRO		False	False	False	True	False	
RKT+8H8T8^ZMW		False	False	False	True	False	
ZTB+8M8K8^DRM	ZFUGYTYR	False	False	False	False	False	
HSB+8P8G8^SDP	HOFGYTTD	False	False	False	True	False	
PCE+8K8F8^AEV		False	False	False	True	True	NELSON
TRH+8B8T8^TCE		False	False	False	True	False	
MMH+8L8V8^WVG		False	False	False	True	True	CECILIA
XXC+8L8G8^YIB		False	False	False	True	True	CLINTON
STV+8U8I8^AJU	STUFTYRJ	False	False	False	True	True	SANDRA
OTP+8P8B8^DPA		False	False	False	True	False	
FMI+8D8G8^RQL		False	False	False	True	False	
FGA+8U8T8^RQR		False	False	False	True	True	EUGENE
UGK+8G8R8^NSV		False	False	False	True	False	
WWI+8W8E8^VJZ		False	False	False	True	False	
TTB+8J8B8^DZJ		False	False	False	True	False	
LET+8F8T8^IPQ		False	False	False	True	True	LELAND
KAW+8N8C8^FVY	KADOKNUV	False	False	True	True	False	
HYK+8J8N8^LEX	HOIOWASE	False	False	False	True	True	HOWARD
IDT+8E8L8^JZS		False	False	False	True	False	
PGG+8T8U8^MIS		False	False	False	True	False	
HGO+8W8O8^XBC	HOJWAZGB	False	False	False	True	False	
JPD+8R8L8^JAK	JPSRUHPA	False	False	False	True	True	STELLA;WALTER
CMU+8A8J8^SGM	CHBRDCTG	False	False	False	True	False	
ERY+8D8I8^HQE		False	False	False	True	False	
MMK+8L8H8^WNY		False	False	False	True	False	
HRT+8H8F8^GSX	HOYYGBIS	False	False	False	True	False	
IPV+8F8X8^WEL		False	False	False	True	True	ANDREA;SANDRA
LBQ+8E8Q8^IEB		False	False	False	True	False	
HWP+8C8E8^WJL		False	False	False	True	True	DWIGHT
KPC+8S8N8^FMT	KASDRUUM	False	False	False	True	False	
JQO+8N8Z8^ICU		False	False	False	True	False	
JWE+8B8E8^SZH	JPRIJMTZ	False	False	False	True	True	BONNIE;LONNIE;NELSON
ZNO+8U8F8^YWM		False	False	False	True	False	
QME+8S8Q8^MAI		False	False	False	True	True	ARLENE;MARLENE;NELSON;STELLA
XAL+8K8U8^HFO	XGDPQPOF	False	False	False	True	False	
CLY+8O8J8^OZE		False	False	False	True	False	
LBL+8S8R8^SXC	LSMPQPTX	False	False	False	True	True	SHARON
LCI+8O8X8^CJD	LSBESXHJ	False	False	False	True	False	
MIT+8U8L8^PJS		False	False	False	True	False	
LQQ+8D8R8^QGV		False	False	False	True	False	
NNY+8W8W8^VJX	NLNTFVJJ	False	False	False	False	False	
CKM+8F8T8^DEI	CHZJIEYE	False	False	False	True	True	MARCUS;SIDNEY;WESLEY
LBU+8U8H8^GPT	LSMRDCIP	False	False	False	True	False	
SXN+8N8Q8^HPS	STVHUROP	False	False	False	True	True	GERALD
MGF+8E8G8^ZUT	MZJTYGFU	False	False	False	True	False	
BOI+8G8F8^QDZ		False	False	False	True	False	
KQD+8N8M8^RHK		False	False	False	True	True	ANGELA
IBW+8V8O8^JRN		False	False	False	True	False	
LIB+8J8U8^EXZ		False	False	False	True	False	
QYJ+8C8C8^NWC		False	False	False	True	False	
RPW+8E8Y8^GYP		False	False	False	True	False	
YHZ+8J8X8^JSL		False	False	False	True	False	
ISW+8E8T8^VPF		False	False	False	True	False	
BGN+8X8J8^ASA	BKJHURRS	False	False	False	True	False	
ABI+8D8W8^ZHE	ARMESXFH	False	False	False	True	True	DWIGHT
HGG+8J8I8^QYO		False	False	False	True	True	MARCUS
MEG+8I8O8^OZR		False	False	False	True	False	
LEB+8V8F8^VAR	LSTGYTJA	False	False	False	True	True	EDWARD
DKW+8L8E8^MXL	DYZOKNZX	False	False	False	True	False	
SKA+8Y8P8^ITJ		False	False	False	True	False	
WLG+8A8Q8^LMT		False	False	False	True	True	EUGENE;MIRIAM
FZX+8C8Z8^HXI	FUCSEIOX	False	False	False	True	True	SHEILA
SGV+8O8A8^NMK	STJFTYLM	False	False	False	True	False	
LVI+8H8P8^OYY		False	False	False	True	False	
ZQT+8C8B8^ILT		False	False	False	True	False	
MZP+8O8G8^ONC		False	False	False	True	False	
DKY+8X8K8^DEC	DYZTFVYE	False	False	False	True	False	
RXA+8J8G8^PFH		False	False	False	True	False	
DUD+8Q8V8^QUQ		False	False	False	True	False	
FPH+8S8A8^SBL	FUSURDTB	False	False	False	True	False	
QUZ+8B8P8^TGT		False	False	False	True	False	
OFF+8X8U8^ITK		False	False	False	True	False	
JJZ+8V8Z8^BOG	JPLAWOKO	False	False	False	True	False	
TIH+8W8I8^WFJ		False	False	False	True	False	
LSL+8Y8V8^VKR	LSFPQPJK	False	False	False	True	False	
NMZ+8K8B8^KJH	NLBAWOAJ	False	False	False	True	False	
XJV+8P8D8^MUA	XGLFTYZU	False	False	False	True	True	AMANDA;GEORGIA;SANDRA
MTZ+8S8Y8^ZPC	MZUAWOFP	False	False	False	True	True	GEORGIA
SXH+8U8Z8^FYE	STVURDUY	False	False	False	True	False	
YXI+8F8V8^SHN		False	False	False	True	False	
TFY+8Q8N8^DQV		False	False	False	False	False	
ULT+8A8N8^AMO		False	False	False	True	False	
UPZ+8B8Q8^JPF		False	False	False	False	False	
GBV+8A8A8^UJW		False	False	False	True	False	
OQY+8O8V8^KHG		False	False	False	True	False	
DMD+8R8E8^CSK	DYBRUHHS	False	False	True	True	False	
JMW+8B8A8^IMN		False	False	False	True	False	
UTI+8F8A8^VTE		False	False	False	True	False	
CGJ+8N8C8^YFA		False	False	False	True	False	
YJJ+8C8W8^YAH		False	False	False	True	False	
NBL+8V8C8^MGV	NLMPQPZG	False	False	False	True	False	
NYH+8N8E8^ISL		False	False	True	True	True	LONNIE;MINNIE
PFY+8B8P8^TYQ		False	False	False	True	False	
AWL+8C8S8^HJD	ARRPQPOJ	False	False	False	True	False	
RHV+8X8Y8^YBG		False	False	False	True	True	ROLAND
IGI+8R8I8^JVC		False	False	False	True	True	NATHAN
LEO+8H8E8^UUD		False	False	False	True	True	GEORGE
UTJ+8Y8X8^YBB		False	False	False	True	False	
CKT+8A8S8^AUD	CHZYGBRU	False	False	False	True	True	ANDREW;GEORGE;NATHAN
PCL+8B8O8^YWW		False	False	False	True	False	
AKB+8V8S8^KDG	ARZGYTAD	False	False	False	True	False	
MSL+8T8Z8^SKI	MZFPQPTK	False	False	False	True	True	MILTON
GPX+8F8X8^SBM	GISSEITB	False	False	False	True	False	
LEO+8Q8L8^WGG		False	False	False	True	False	
EAK+8D8T8^ZME		False	False	True	True	False	
WFZ+8C8I8^ORT		False	False	False	True	False	
PVI+8V8C8^BNS		False	False	False	True	False	
HME+8V8H8^PBQ		False	False	False	True	False	
YQJ+8R8Q8^ADT		False	False	False	True	False	
AAP+8Z8I8^OYN		False	False	False	True	False	
MXQ+8X8I8^RXV		False	False	False	True	False	
BUC+8W8B8^LFQ	BKODRUSF	False	False	False	True	False	
AAW+8G8S8^HYB	ARDOKNOY	False	False	False	True	True	DWIGHT
BAZ+8S8U8^PKV		False	False	False	True	False	
MFG+8M8C8^LBG	MZHYTFSB	False	False	False	True	False	
JXI+8D8P8^UAC		False	False	False	True	False	
JXS+8Y8C8^XZG	JPVEIJGZ	False	False	False	True	False	
CRG+8F8I8^JAN	CHYYTFPA	False	False	False	True	True	MARCUS;WARREN
PME+8S8G8^MBG		False	False	False	True	True	NELSON
BSJ+8C8V8^MAZ	BKFIESZA	False	False	False	True	False	
MJA+8D8Q8^QTR		False	False	False	True	False	
PHO+8O8V8^WHH		False	False	False	True	False	
NET+8B8C8^BHE	NLTYGBKH	False	False	False	True	True	JACKIE
ZAW+8V8S8^GHX	ZFDOKNIH	False	False	False	True	False	
MNG+8I8K8^PEQ		False	False	False	True	True	NICOLE
TPO+8E8F8^JUK		False	False	False	True	False	
WSX+8G8H8^HRB		False	False	False	True	False	
NQT+8R8K8^NYW	NLEYGBLY	False	False	False	True	False	
WAB+8H8R8^LAA		False	False	False	True	True	HOWARD
XFN+8N8Y8^ZDT	XGHHURFD	False	False	False	True	True	JOSEPH
WVO+8U8G8^XDV		False	False	False	True	False	
ARU+8C8F8^YZX		False	False	False	True	False	
EHL+8E8J8^CPE		False	False	False	True	False	
CDT+8J8I8^LYH	CHGYGBSY	False	False	False	True	True	NICOLE
MMJ+8L8Y8^YCW		False	False	False	True	True	MATHEW
NIB+8D8M8^UXT		False	False	False	True	False	
HJC+8C8E8^HOE	HOLDRUOO	False	False	False	True	True	MAGGIE
HTG+8E8U8^JDM	HOUYTFPD	False	False	False	True	True	HAROLD
ZSX+8M8V8^ZYG	ZFFSEIFY	False	False	False	True	False	
VCO+8U8P8^UMR		False	False	False	True	False	
LIM+8A8B8^JSU	LSPJIEPS	False	False	False	True	True	MARCUS
GGC+8W8M8^PIB		False	False	False	True	True	CLINTON
XDJ+8B8G8^VRQ	XGGIESJR	False	False	False	True	True	MATHEW
DNM+8S8M8^ILS		False	False	False	True	True	DENNIS;MARCUS
JGP+8L8H8^FLK	JPJQPLUL	False	False	False	True	False	
UUV+8H8S8^QNG		False	False	False	True	False	
WBT+8J8O8^CGZ		False	False	False	True	False	
KTW+8R8L8^REH		False	False	False	True	True	DEBORAH
SBH+8Z8X8^SZO	STMURDTZ	False	False	False	True	False	
CQW+8Z8W8^LPJ	CHEOKNSP	False	False	False	True	False	
