# KEY-DESIGN-PRIORS.tsv -- tools/design_prior.py --unkeyed: every ciphertext in an open/partial folder that no usable key claims as its own text. A design prior to choose the first attack family, never a reading. Lead = nearest key in the same office (shared name or folder), same decade, same sign inventory.
ciphertext_path	folder	status	decade	n_tokens	distinct	inventory	plausible	excluded	not_above_null	class_ranking	family_ranking_advisory	fp_rate	nearest_keys	nearest_office_decade	same_office_decade_lead	note
ciphers/fr2933-salviati-1525/ciphertext_f56r.tsv	fr2933-salviati-1525	open	1520s	516	34	mixed			letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	letter-for-letter=1.37; mixed (partial table)=1.53; multi-sign (homophonic/nomenclator/syllabary)=1.57; code=2.77	alphabet substitution=1.37; mixed=1.53; nomenclator=1.57; syllabary=1.87; homophonic=1.96; code numbers=2.77	0.045	ciphers/fr2751-dediou-mayenne/key_mayenne_1592-93_polyphonic.tsv [mixed; Catholic League military/political correspondence (duc de Ma; 1592-93; d=1.24; synthetic; inv=mixed] || ciphers/willem-van-hessen-1567/siblings/key_1069.tsv [alphabet substitution; Nassau-Orange chancery (Willem van Hessen <-> William of Ora; 23 Mar 1563 (briefnr; d=1.26; synthetic; inv=glyphs] || ciphers/wvo-hessen-1564/key.tsv [alphabet substitution; (folder) wvo-hessen-1564; 1564; d=1.41; synthetic; inv=letters]	Catholic League military/political correspondence (duc de Mayenne's of (1590s) d=1.24 || Nassau-Orange chancery (Willem van Hessen <-> William of Orange), Grum (1560s) d=1.26 || (folder) wvo-hessen-1564 (1560s) d=1.41		
ciphers/fr2933-salviati-1525/ciphertext_f56v.tsv	fr2933-salviati-1525	open	1520s	511	35	mixed			letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	letter-for-letter=2.05; mixed (partial table)=2.18; multi-sign (homophonic/nomenclator/syllabary)=2.24; code=3.29	alphabet substitution=2.05; mixed=2.18; nomenclator=2.26; syllabary=2.48; homophonic=2.66; code numbers=3.29	0.055	ciphers/fr2751-dediou-mayenne/key_mayenne_1592-93_polyphonic.tsv [mixed; Catholic League military/political correspondence (duc de Ma; 1592-93; d=1.87; synthetic; inv=mixed] || ciphers/willem-van-hessen-1567/siblings/key_1069.tsv [alphabet substitution; Nassau-Orange chancery (Willem van Hessen <-> William of Ora; 23 Mar 1563 (briefnr; d=1.90; synthetic; inv=glyphs] || ciphers/wvo-hessen-1564/key.tsv [alphabet substitution; (folder) wvo-hessen-1564; 1564; d=2.10; synthetic; inv=letters]	Catholic League military/political correspondence (duc de Mayenne's of (1590s) d=1.87 || Nassau-Orange chancery (Willem van Hessen <-> William of Orange), Grum (1560s) d=1.90 || (folder) wvo-hessen-1564 (1560s) d=2.10		
ciphers/fr2933-salviati-1525/ciphertext_f57r.tsv	fr2933-salviati-1525	open	1520s	502	33	mixed	letter-for-letter,mixed (partial table)		multi-sign (homophonic/nomenclator/syllabary)	multi-sign (homophonic/nomenclator/syllabary)=0.25; letter-for-letter=0.34; mixed (partial table)=0.85; code=1.54	nomenclator=0.29; syllabary=0.33; alphabet substitution=0.34; homophonic=0.38; mixed=0.85; code numbers=1.54	0.055	ciphers/espagnol142-mercy-1648/key.tsv [homophonic; (folder) espagnol142-mercy-1648; 1648; d=0.24; real; inv=digits] || ciphers/decode-2754-bnf-baluze156-1636/key_sabran2_letters.tsv [alphabet substitution; Abel Servien's Italian mission (envoye to Savoie/Italy) secr; 1631 (key), letter i; d=0.25; synthetic; inv=mixed] || ciphers/decode-2754-bnf-baluze156-1636/key_sabran_1631.tsv [nomenclator; Abel Servien's Italian mission (envoye to Savoie/Italy) secr; 1631 (key), letter i; d=0.26; synthetic; inv=mixed]	(folder) espagnol142-mercy-1648 (1640s) d=0.24 || Abel Servien's Italian mission (envoye to Savoie/Italy) secretariat (1630s) d=0.25 || Catholic League military/political correspondence (duc de Mayenne's of (1590s) d=0.26		
ciphers/fr2933-salviati-1525/ciphertext_f57v.tsv	fr2933-salviati-1525	open	1520s	465	33	mixed			letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	letter-for-letter=1.71; mixed (partial table)=1.86; multi-sign (homophonic/nomenclator/syllabary)=1.91; code=3.00	alphabet substitution=1.71; mixed=1.86; nomenclator=1.93; syllabary=2.16; homophonic=2.34; code numbers=3.00	0.060	ciphers/fr2751-dediou-mayenne/key_mayenne_1592-93_polyphonic.tsv [mixed; Catholic League military/political correspondence (duc de Ma; 1592-93; d=1.56; synthetic; inv=mixed] || ciphers/willem-van-hessen-1567/siblings/key_1069.tsv [alphabet substitution; Nassau-Orange chancery (Willem van Hessen <-> William of Ora; 23 Mar 1563 (briefnr; d=1.58; synthetic; inv=glyphs] || ciphers/wvo-hessen-1564/key.tsv [alphabet substitution; (folder) wvo-hessen-1564; 1564; d=1.75; synthetic; inv=letters]	Catholic League military/political correspondence (duc de Mayenne's of (1590s) d=1.56 || Nassau-Orange chancery (Willem van Hessen <-> William of Orange), Grum (1560s) d=1.58 || (folder) wvo-hessen-1564 (1560s) d=1.75		
ciphers/fr5160-letellier-1653/ciphertext_f1.tsv	fr5160-letellier-1653	open	1650s	528	97	mixed	multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	letter-for-letter		multi-sign (homophonic/nomenclator/syllabary)=0.26; code=0.87; letter-for-letter=1.22; mixed (partial table)=1.26	syllabary=0.30; homophonic=0.44; nomenclator=0.64; code numbers=0.87; alphabet substitution=1.22; mixed=1.26	0.050	ciphers/huntington-blathwayt-madrid-1728/key.tsv [syllabary; English diplomatic-intelligence network at Madrid/Port Ste M; 1725-1729; d=0.16; synthetic; inv=digits; num_in_range=0.91] || ciphers/castelcicala-1816/key.tsv [syllabary; (folder) castelcicala-1816; 1816; d=0.26; synthetic; inv=digits; num_in_range=0.77] || ciphers/clair349-este-guise-1556/key_decode.tsv [nomenclator; (folder) clair349-este-guise-1556; 1556; d=0.37; real; inv=mixed; num_in_range=0.96]	English diplomatic-intelligence network at Madrid/Port Ste Marie (1720s) d=0.16 || (folder) castelcicala-1816 (1810s) d=0.26 || (folder) clair349-este-guise-1556 (1550s) d=0.37		
ciphers/fr5160-letellier-1653/ciphertext_f67.tsv	fr5160-letellier-1653	open	1650s	561	87	mixed	multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	letter-for-letter		multi-sign (homophonic/nomenclator/syllabary)=0.21; code=0.99; letter-for-letter=1.14; mixed (partial table)=1.23	syllabary=0.26; homophonic=0.33; nomenclator=0.54; code numbers=0.99; alphabet substitution=1.14; mixed=1.23	0.060	ciphers/castelcicala-1816/key.tsv [syllabary; (folder) castelcicala-1816; 1816; d=0.18; synthetic; inv=digits; num_in_range=0.78] || ciphers/clair349-este-guise-1556/key_decode.tsv [nomenclator; (folder) clair349-este-guise-1556; 1556; d=0.23; real; inv=mixed; num_in_range=0.93] || ciphers/fr20140-danzay-1557/key.tsv [homophonic; French resident ambassador to Denmark; January 1557; d=0.23; real; inv=letters]	(folder) castelcicala-1816 (1810s) d=0.18 || (folder) clair349-este-guise-1556 (1550s) d=0.23 || French resident ambassador to Denmark (1550s) d=0.23		
ciphers/fr5160-letellier-1653/ciphertext_f88.tsv	fr5160-letellier-1653	open	1650s	284	75	mixed	letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)			multi-sign (homophonic/nomenclator/syllabary)=0.17; code=0.56; letter-for-letter=1.10; mixed (partial table)=1.23	syllabary=0.22; homophonic=0.33; nomenclator=0.51; code numbers=0.56; alphabet substitution=1.10; mixed=1.23	0.060	ciphers/castelcicala-1816/key.tsv [syllabary; (folder) castelcicala-1816; 1816; d=0.14; synthetic; inv=digits; num_in_range=0.82] || ciphers/clair1067-brienne-poland-1646/key_1646.tsv [syllabary; French Secretaire d'Etat aux Affaires Etrangeres (Brienne, p; 1646; d=0.17; real; inv=mixed; num_in_range=0.91] || ciphers/thurloe-printed/key_fauconberg.tsv [homophonic; Cromwellian Secretary of State's intelligence network (John ; 1658; d=0.20; real; inv=digits; num_in_range=1.00]	(folder) castelcicala-1816 (1810s) d=0.14 || French Secretaire d'Etat aux Affaires Etrangeres (Brienne, pere) (1640s) d=0.17 || Cromwellian Secretary of State's intelligence network (John Thurloe's  (1650s) d=0.20		
ciphers/fr5160-letellier-1653/ciphertext_f9.tsv	fr5160-letellier-1653	open	1650s	226	73	mixed	letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)			multi-sign (homophonic/nomenclator/syllabary)=0.15; code=0.59; letter-for-letter=1.09; mixed (partial table)=1.31	syllabary=0.20; homophonic=0.40; nomenclator=0.45; code numbers=0.59; alphabet substitution=1.09; mixed=1.31	0.085	ciphers/thurloe-printed/key_fauconberg.tsv [homophonic; Cromwellian Secretary of State's intelligence network (John ; 1658; d=0.13; real; inv=digits; num_in_range=1.00] || ciphers/clair1067-brienne-poland-1646/key_1646.tsv [syllabary; French Secretaire d'Etat aux Affaires Etrangeres (Brienne, p; 1646; d=0.16; real; inv=mixed; num_in_range=0.91] || ciphers/fr5160-letellier-1653/key_1659_f86only.tsv [syllabary; French Secretaire d'Etat aux Affaires Etrangeres (Brienne, p; 1653-1661 (volume sp; d=0.16; real; inv=mixed; num_in_range=0.95]	Cromwellian Secretary of State's intelligence network (John Thurloe's  (1650s) d=0.13 || French Secretaire d'Etat aux Affaires Etrangeres (Brienne, pere) (1640s) d=0.16 || French Secretaire d'Etat aux Affaires Etrangeres (Brienne, pere et fil (1650s) d=0.16	same folder: ciphers/fr5160-letellier-1653/key_1659_f86only.tsv (d=0.16, syllabary)	
ciphers/hamilton-1650/ciphertext.txt	hamilton-1650	open	1650s	235	101	mixed	letter-for-letter,mixed (partial table)		multi-sign (homophonic/nomenclator/syllabary)	multi-sign (homophonic/nomenclator/syllabary)=0.60; code=1.02; letter-for-letter=1.14; mixed (partial table)=1.40	syllabary=0.62; nomenclator=0.75; homophonic=0.75; code numbers=1.02; alphabet substitution=1.14; mixed=1.40	0.075	ciphers/huntington-blathwayt-madrid-1728/key.tsv [syllabary; English diplomatic-intelligence network at Madrid/Port Ste M; 1725-1729; d=0.51; synthetic; inv=digits; num_in_range=0.92] || ciphers/orange-nassau-1572/key_nepveu.tsv [alphabet substitution; William of Orange's secretariat, "Nepveu" cipher; 1572; d=0.58; real; inv=digits; num_in_range=0.39] || ciphers/fr3985-nevers-revol-1593/key.tsv [nomenclator; Duke of Nevers' Rome embassy (seeking Henri IV's papal absol; Aug-Sep 1593 (letter; d=0.64; real; inv=mixed; num_in_range=0.43]	English diplomatic-intelligence network at Madrid/Port Ste Marie (1720s) d=0.51 || William of Orange's secretariat, "Nepveu" cipher (1570s) d=0.58 || Duke of Nevers' Rome embassy (seeking Henri IV's papal absolution) (1590s) d=0.64		
ciphers/hellen-frederick-1752/ciphertext_R1045.txt	hellen-frederick-1752	open	1750s	383	285	digits		mixed (partial table)	letter-for-letter,multi-sign (homophonic/nomenclator/syllabary)	multi-sign (homophonic/nomenclator/syllabary)=1.55; letter-for-letter=2.87; code=3.12; mixed (partial table)=3.36	nomenclator=2.06; homophonic=2.34; syllabary=2.35; alphabet substitution=2.87; code numbers=3.12; mixed=3.36	0.085	ciphers/huntington-luzerne-destouches-1781/key.tsv [syllabary; French crown's American-theatre naval/diplomatic corresponde; 16 and 31 Jan 1781; d=1.02; real; inv=digits; num_in_range=0.57] || ciphers/vanbeuningen-dewitt-1657/key.tsv [nomenclator; Dutch States-General diplomatic circle around the Grand Pens; 19/29 Sept 1657; d=1.75; real; inv=mixed] || ciphers/thurloe-printed/key_montagu.tsv [mixed; Cromwellian Secretary of State's intelligence network (John ; 1650s; d=1.87; real; inv=digits; num_in_range=0.28]	French crown's American-theatre naval/diplomatic correspondence (Ameri (1780s) d=1.02 || Dutch States-General diplomatic circle around the Grand Pensionary (1650s) d=1.75 || Cromwellian Secretary of State's intelligence network (John Thurloe's  (1650s) d=1.87		
ciphers/hellen-frederick-1752/ciphertext_R1046.txt	hellen-frederick-1752	open	1750s	218	183	digits		mixed (partial table)	letter-for-letter,multi-sign (homophonic/nomenclator/syllabary)	multi-sign (homophonic/nomenclator/syllabary)=1.49; letter-for-letter=2.77; code=3.12; mixed (partial table)=3.25	nomenclator=1.91; homophonic=1.93; syllabary=2.12; alphabet substitution=2.77; code numbers=3.12; mixed=3.25	0.050	ciphers/huntington-luzerne-destouches-1781/key.tsv [syllabary; French crown's American-theatre naval/diplomatic corresponde; 16 and 31 Jan 1781; d=0.95; real; inv=digits; num_in_range=0.52] || ciphers/vanbeuningen-dewitt-1657/key.tsv [nomenclator; Dutch States-General diplomatic circle around the Grand Pens; 19/29 Sept 1657; d=1.71; real; inv=mixed] || ciphers/jan-van-nassau-1572-75/key_1572.tsv [alphabet substitution; Nassau-Orange chancery (Jan van Nassau <-> William of Orange; 1572-1575 (seven let; d=1.79; real; inv=digits; num_in_range=0.11]	French crown's American-theatre naval/diplomatic correspondence (Ameri (1780s) d=0.95 || Dutch States-General diplomatic circle around the Grand Pensionary (1650s) d=1.71 || Nassau-Orange chancery (Jan van Nassau <-> William of Orange) (1570s) d=1.79		
ciphers/hellen-frederick-1752/ciphertext_R1047.txt	hellen-frederick-1752	open	1750s	199	167	digits		mixed (partial table)	letter-for-letter,multi-sign (homophonic/nomenclator/syllabary)	multi-sign (homophonic/nomenclator/syllabary)=1.35; letter-for-letter=2.61; code=2.97; mixed (partial table)=3.06	nomenclator=1.74; homophonic=1.76; syllabary=1.92; alphabet substitution=2.61; code numbers=2.97; mixed=3.06	0.060	ciphers/huntington-luzerne-destouches-1781/key.tsv [syllabary; French crown's American-theatre naval/diplomatic corresponde; 16 and 31 Jan 1781; d=0.80; real; inv=digits; num_in_range=0.48] || ciphers/vanbeuningen-dewitt-1657/key.tsv [nomenclator; Dutch States-General diplomatic circle around the Grand Pens; 19/29 Sept 1657; d=1.58; real; inv=mixed] || ciphers/jan-van-nassau-1572-75/key_1572.tsv [alphabet substitution; Nassau-Orange chancery (Jan van Nassau <-> William of Orange; 1572-1575 (seven let; d=1.61; real; inv=digits; num_in_range=0.08]	French crown's American-theatre naval/diplomatic correspondence (Ameri (1780s) d=0.80 || Dutch States-General diplomatic circle around the Grand Pensionary (1650s) d=1.58 || Nassau-Orange chancery (Jan van Nassau <-> William of Orange) (1570s) d=1.61		
ciphers/hellen-frederick-1752/ciphertext_R1048.txt	hellen-frederick-1752	open	1750s	191	156	digits		letter-for-letter	multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)=1.14; letter-for-letter=2.43; code=2.78; mixed (partial table)=2.89	nomenclator=1.55; homophonic=1.56; syllabary=1.72; alphabet substitution=2.43; code numbers=2.78; mixed=2.89	0.065	ciphers/huntington-luzerne-destouches-1781/key.tsv [syllabary; French crown's American-theatre naval/diplomatic corresponde; 16 and 31 Jan 1781; d=0.60; real; inv=digits; num_in_range=0.54] || ciphers/vanbeuningen-dewitt-1657/key.tsv [nomenclator; Dutch States-General diplomatic circle around the Grand Pens; 19/29 Sept 1657; d=1.36; real; inv=mixed] || ciphers/jan-van-nassau-1572-75/key_1572.tsv [alphabet substitution; Nassau-Orange chancery (Jan van Nassau <-> William of Orange; 1572-1575 (seven let; d=1.40; real; inv=digits; num_in_range=0.11]	French crown's American-theatre naval/diplomatic correspondence (Ameri (1780s) d=0.60 || Dutch States-General diplomatic circle around the Grand Pensionary (1650s) d=1.36 || Nassau-Orange chancery (Jan van Nassau <-> William of Orange) (1570s) d=1.40		
ciphers/hellen-frederick-1752/ciphertext_R1049.txt	hellen-frederick-1752	open	1750s	515	306	digits		letter-for-letter	multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)=1.07; code=2.69; mixed (partial table)=2.86; letter-for-letter=3.11	nomenclator=1.59; syllabary=1.98; homophonic=2.03; code numbers=2.69; mixed=2.86; alphabet substitution=3.11	0.080	ciphers/huntington-luzerne-destouches-1781/key.tsv [syllabary; French crown's American-theatre naval/diplomatic corresponde; 16 and 31 Jan 1781; d=0.65; real; inv=digits; num_in_range=0.80] || ciphers/thurloe-printed/key_montagu.tsv [mixed; Cromwellian Secretary of State's intelligence network (John ; 1650s; d=1.21; real; inv=digits; num_in_range=0.43] || ciphers/thurloe-printed/key_montagu_extended.tsv [nomenclator; Cromwellian Secretary of State's intelligence network (John ; 1650s; d=1.21; real; inv=digits; num_in_range=0.45]	French crown's American-theatre naval/diplomatic correspondence (Ameri (1780s) d=0.65 || Cromwellian Secretary of State's intelligence network (John Thurloe's  (1650s) d=1.21 || Dutch States-General diplomatic circle around the Grand Pensionary (1650s) d=1.37		
ciphers/hellen-frederick-1752/ciphertext_R1060.txt	hellen-frederick-1752	open	1750s	136	117	digits		letter-for-letter	multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)=0.38; letter-for-letter=2.02; code=2.41; mixed (partial table)=2.52	syllabary=0.38; homophonic=1.19; nomenclator=1.26; alphabet substitution=2.02; code numbers=2.41; mixed=2.52	0.085	ciphers/na-janssens-java-1811/key.tsv [syllabary; (folder) na-janssens-java-1811; 1811; d=0.18; real; inv=digits; num_in_range=0.67] || ciphers/huntington-luzerne-destouches-1781/key.tsv [syllabary; French crown's American-theatre naval/diplomatic corresponde; 16 and 31 Jan 1781; d=0.38; real; inv=digits; num_in_range=0.58] || ciphers/huntington-blathwayt-madrid-1728/key.tsv [syllabary; English diplomatic-intelligence network at Madrid/Port Ste M; 1725-1729; d=0.59; real; inv=digits; num_in_range=0.61]	(folder) na-janssens-java-1811 (1810s) d=0.18 || French crown's American-theatre naval/diplomatic correspondence (Ameri (1780s) d=0.38 || English diplomatic-intelligence network at Madrid/Port Ste Marie (1720s) d=0.59		
ciphers/hellen-frederick-1752/ciphertext_R1061.txt	hellen-frederick-1752	open	1750s	162	146	digits		letter-for-letter,mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)	multi-sign (homophonic/nomenclator/syllabary)=0.80; letter-for-letter=2.49; code=2.82; mixed (partial table)=2.93	syllabary=0.80; homophonic=1.64; nomenclator=1.68; alphabet substitution=2.49; code numbers=2.82; mixed=2.93	0.075	ciphers/na-janssens-java-1811/key.tsv [syllabary; (folder) na-janssens-java-1811; 1811; d=0.53; real; inv=digits; num_in_range=0.65] || ciphers/huntington-luzerne-destouches-1781/key.tsv [syllabary; French crown's American-theatre naval/diplomatic corresponde; 16 and 31 Jan 1781; d=0.80; real; inv=digits; num_in_range=0.57] || ciphers/huntington-blathwayt-madrid-1728/key.tsv [syllabary; English diplomatic-intelligence network at Madrid/Port Ste M; 1725-1729; d=1.06; real; inv=digits; num_in_range=0.60]	(folder) na-janssens-java-1811 (1810s) d=0.53 || French crown's American-theatre naval/diplomatic correspondence (Ameri (1780s) d=0.80 || English diplomatic-intelligence network at Madrid/Port Ste Marie (1720s) d=1.06		
ciphers/hellen-frederick-1752/ciphertext_R1953.txt	hellen-frederick-1752	open	1750s	846	437	digits			letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)=2.47; code=3.31; letter-for-letter=3.82; mixed (partial table)=4.85	nomenclator=2.71; homophonic=2.79; code numbers=3.31; syllabary=3.68; alphabet substitution=3.82; mixed=4.85	0.045	ciphers/vanbeuningen-dewitt-1657/key.tsv [nomenclator; Dutch States-General diplomatic circle around the Grand Pens; 19/29 Sept 1657; d=1.92; real; inv=mixed] || ciphers/orange-nassau-1572/key_nepveu.tsv [alphabet substitution; William of Orange's secretariat, "Nepveu" cipher; 1572; d=2.27; real; inv=digits; num_in_range=0.02] || ciphers/jan-van-nassau-1572-75/key_5549.tsv [homophonic; Nassau-Orange chancery (Jan van Nassau <-> William of Orange; within 1572-1575 spa; d=2.70; real; inv=digits; num_in_range=0.15]	Dutch States-General diplomatic circle around the Grand Pensionary (1650s) d=1.92 || William of Orange's secretariat, "Nepveu" cipher (1570s) d=2.27 || Nassau-Orange chancery (Jan van Nassau <-> William of Orange) (1570s) d=2.70		
ciphers/huntington-blathwayt-madrid-1728/ciphertext.tsv	huntington-blathwayt-madrid-1728	partial	1720s	1532	464	digits	letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)			multi-sign (homophonic/nomenclator/syllabary)=2.27; code=2.45; letter-for-letter=3.05; mixed (partial table)=4.20	homophonic=2.31; code numbers=2.45; nomenclator=2.53; alphabet substitution=3.05; syllabary=3.07; mixed=4.20	0.060	ciphers/orange-nassau-1572/key_nepveu.tsv [alphabet substitution; William of Orange's secretariat, "Nepveu" cipher; 1572; d=1.30; real; inv=digits; num_in_range=0.07] || ciphers/thurloe-printed/key_fauconberg.tsv [homophonic; Cromwellian Secretary of State's intelligence network (John ; 1658; d=1.90; real; inv=digits; num_in_range=0.56] || ciphers/vanbeuningen-dewitt-1657/key.tsv [nomenclator; Dutch States-General diplomatic circle around the Grand Pens; 19/29 Sept 1657; d=2.44; synthetic; inv=mixed]	William of Orange's secretariat, "Nepveu" cipher (1570s) d=1.30 || Cromwellian Secretary of State's intelligence network (John Thurloe's  (1650s) d=1.90 || Dutch States-General diplomatic circle around the Grand Pensionary (1650s) d=2.44		
ciphers/huntington-luzerne-destouches-1781/ciphertext_decipher.tsv	huntington-luzerne-destouches-1781	open	1780s	533	293	digits		letter-for-letter	multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)=0.88; code=2.55; mixed (partial table)=2.64; letter-for-letter=2.93	nomenclator=1.39; syllabary=1.79; homophonic=1.80; code numbers=2.55; mixed=2.64; alphabet substitution=2.93	0.075	ciphers/huntington-luzerne-destouches-1781/key.tsv [syllabary; French crown's American-theatre naval/diplomatic corresponde; 16 and 31 Jan 1781; d=0.47; real; inv=digits; num_in_range=1.00] || ciphers/thurloe-printed/key_montagu.tsv [mixed; Cromwellian Secretary of State's intelligence network (John ; 1650s; d=0.96; real; inv=digits; num_in_range=0.46] || ciphers/thurloe-printed/key_montagu_extended.tsv [nomenclator; Cromwellian Secretary of State's intelligence network (John ; 1650s; d=0.96; real; inv=digits; num_in_range=0.53]	French crown's American-theatre naval/diplomatic correspondence (Ameri (1780s) d=0.47 || Cromwellian Secretary of State's intelligence network (John Thurloe's  (1650s) d=0.96 || Dutch States-General diplomatic circle around the Grand Pensionary (1650s) d=1.21	same folder: ciphers/huntington-luzerne-destouches-1781/key.tsv (d=0.47, syllabary)	
ciphers/intercepted-royalist-1646/ciphertext.txt	intercepted-royalist-1646	open	1640s	57	45	digits		code	letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)=0.29; mixed (partial table)=0.96; code=1.10; letter-for-letter=1.13	homophonic=0.30; nomenclator=0.37; syllabary=0.63; mixed=0.96; code numbers=1.10; alphabet substitution=1.13	0.140	ciphers/jan-van-nassau-1572-75/key_1572.tsv [alphabet substitution; Nassau-Orange chancery (Jan van Nassau <-> William of Orange; 1572-1575 (seven let; d=0.24; real; inv=digits; num_in_range=0.67] || ciphers/vanbeuningen-dewitt-1657/key.tsv [nomenclator; Dutch States-General diplomatic circle around the Grand Pens; 19/29 Sept 1657; d=0.27; real; inv=mixed] || ciphers/na-schonenberg-1678-1716/key.tsv [homophonic; (folder) na-schonenberg-1678-1716; 1678-1716; d=0.29; real; inv=mixed; num_in_range=0.67]	Nassau-Orange chancery (Jan van Nassau <-> William of Orange) (1570s) d=0.24 || Dutch States-General diplomatic circle around the Grand Pensionary (1650s) d=0.27 || (folder) na-schonenberg-1678-1716 (1670s) d=0.29		
ciphers/kaliningrad-2015/ciphertext.txt	kaliningrad-2015	open	?	92	81	mixed		letter-for-letter	multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)=0.53; mixed (partial table)=1.52; letter-for-letter=1.60; code=2.12	syllabary=0.53; homophonic=0.80; nomenclator=0.91; mixed=1.52; alphabet substitution=1.60; code numbers=2.12	0.120	ciphers/huntington-luzerne-destouches-1781/key.tsv [syllabary; French crown's American-theatre naval/diplomatic corresponde; 16 and 31 Jan 1781; d=0.44; real; inv=digits; num_in_range=1.00] || ciphers/huntington-blathwayt-madrid-1728/key.tsv [syllabary; English diplomatic-intelligence network at Madrid/Port Ste M; 1725-1729; d=0.56; real; inv=digits; num_in_range=0.86] || ciphers/na-janssens-java-1811/key.tsv [syllabary; (folder) na-janssens-java-1811; 1811; d=0.60; real; inv=digits; num_in_range=1.00]	French crown's American-theatre naval/diplomatic correspondence (Ameri (1780s) d=0.44 || English diplomatic-intelligence network at Madrid/Port Ste Marie (1720s) d=0.56 || (folder) na-janssens-java-1811 (1810s) d=0.60		
ciphers/kaliningrad-2015/ciphertext_signs.tsv	kaliningrad-2015	open	?	979	37	letters	letter-for-letter,mixed (partial table)		multi-sign (homophonic/nomenclator/syllabary)	multi-sign (homophonic/nomenclator/syllabary)=0.21; letter-for-letter=0.36; mixed (partial table)=0.77; code=2.00	nomenclator=0.21; alphabet substitution=0.36; homophonic=0.57; syllabary=0.68; mixed=0.77; code numbers=2.00	0.045	ciphers/august-van-saksen-1561-64/key.tsv [nomenclator; Ernestine Saxon court (August, Elector of Saxony) <-> Willia; 1561-1564; d=0.21; synthetic; inv=mixed] || ciphers/august-van-saksen-1561-64/key_74.tsv [nomenclator; Ernestine Saxon court (August, Elector of Saxony) <-> Willia; 1561-1564; d=0.21; synthetic; inv=mixed] || ciphers/august-van-saksen-1561-64/key_98.tsv [nomenclator; Ernestine Saxon court (August, Elector of Saxony) <-> Willia; 1561-1564; d=0.21; synthetic; inv=mixed]	Ernestine Saxon court (August, Elector of Saxony) <-> William of Orang (1560s) d=0.21 || Wuerzburg prince-bishop's/Electoral Palatinate physician's corresponde (1610s) d=0.34 || Abel Servien's Italian mission (envoye to Savoie/Italy) secretariat (1630s) d=0.38		
ciphers/kaliningrad-2015/ciphertext_signs_B.tsv	kaliningrad-2015	open	?	1067	29	letters	letter-for-letter,mixed (partial table)		multi-sign (homophonic/nomenclator/syllabary)	multi-sign (homophonic/nomenclator/syllabary)=0.33; letter-for-letter=0.38; mixed (partial table)=0.73; code=2.09	nomenclator=0.33; alphabet substitution=0.38; homophonic=0.64; syllabary=0.69; mixed=0.73; code numbers=2.09	0.065	ciphers/august-van-saksen-1561-64/key_98.tsv [nomenclator; Ernestine Saxon court (August, Elector of Saxony) <-> Willia; 1561-1564; d=0.28; synthetic; inv=mixed] || ciphers/august-van-saksen-1561-64/key_74.tsv [nomenclator; Ernestine Saxon court (August, Elector of Saxony) <-> Willia; 1561-1564; d=0.30; synthetic; inv=mixed] || ciphers/trew-posthius-1614-18/key.tsv [alphabet substitution; Wuerzburg prince-bishop's/Electoral Palatinate physician's c; 1614-1618; d=0.37; synthetic; inv=letters]	Ernestine Saxon court (August, Elector of Saxony) <-> William of Orang (1560s) d=0.28 || Wuerzburg prince-bishop's/Electoral Palatinate physician's corresponde (1610s) d=0.37 || (folder) szembek-bk1560 (1560s) d=0.41		
