# KEY-DESIGN.tsv -- built by tools/key_design.py (do not edit by hand; rerun it). One row per key file key_crossmatch finds; usable=no rows give the reason. Family thresholds: see the tool docstring.
key_path	usable	reason	duplicate_of	office	correspondents	years	decade	language	design_family	n_codes	valued	distinct_letters	homophones_mean	homophones_max	nomenclator_words	nomenclator_names	short_values	syllable_grid	nulls_declared	empty_values	numeral_min	numeral_max	digit_lengths	sign_inventory	own_ciphertexts	ct_tokens	ct_distinct	ct_singleton_share	ct_top_share	ct_ioc
ciphers/oxenstierna-gustav-adolf-1632/key.tsv	yes			Swedish crown <-> Chancellor (Thirty Years' War field correspondence)	Gustav II Adolf; Axel Oxenstierna	23 July 1632 (Nurnberg)	1630s	de	homophonic	61	61	22	2.77	7	0	0	0	no	0	0	4	100	1:3,2:55,3:1	digits	ciphers/oxenstierna-gustav-adolf-1632/ciphertext_key.tsv	771	106	0.443	0.112	0.0362
ciphers/rah-canada-1869/key.tsv	yes			Spanish colonial/diplomatic correspondence (Conde de la Canada)	Conde de la Canada; recipient not established this pass	1869	1860s	es	alphabet substitution	28	26	23	1.13	2	0	0	0	no	0	0	0	9	1:8	mixed	ciphers/rah-canada-1869/ciphertext.tsv	667	28	0.107	0.150	0.0758
ciphers/rah-morillo-1817/key_5186.tsv	yes			(folder) rah-morillo-1817		1817-1820	1810s	?	alphabet substitution	17	17	17	1.00	1	0	0	0	no	0	0	3	56	1:6,2:9	digits	ciphers/rah-morillo-1817/ciphertext_5186.tsv	97	21	0.238	0.134	0.0685
ciphers/sforza-maino-1446/key.tsv	yes			Milanese ducal chancery (Sforza) <-> Venetian/allied correspondents	Francesco Sforza; Zorzo (Giorgio) del Maino; Vincenzo Amidani	4 May 1446	1440s	it	nomenclator	38	37	19	1.42	3	10	0	10	no	0	1	3	8	1:5	mixed	ciphers/sforza-maino-1446/ciphertext.txt;ciphers/sforza-maino-1446/ciphertext_f70.txt	839	73	0.425	0.094	0.0482
ciphers/szembek-bk1560/key.tsv	yes			(folder) szembek-bk1560		1560	1560s	it	alphabet substitution	22	22	19	1.16	2	0	0	0	no	0	0	12	51	2:22	digits	ciphers/szembek-bk1560/ciphertext.tsv	434	22	0.091	0.145	0.0698
ciphers/szembek-bk1560/key_aligned.tsv	no	excluded by key_crossmatch name filter: align																												
ciphers/szembek-bk1560/key_direct.tsv	yes			(folder) szembek-bk1560		1560	1560s	it	mixed	20	20	13	1.15	2	5	0	1	no	0	0	12	51	2:20	digits						
ciphers/szembek-bk1560/leaf65/key_aligned.tsv	no	excluded by key_crossmatch name filter: align																												
ciphers/szembek-bk1560/leaf67/key_aligned.tsv	no	excluded by key_crossmatch name filter: align																												
ciphers/thurloe-barriere-1654/key_gloss.tsv	yes			(folder) thurloe-barriere-1654		1654	1650s	?	code numbers	64	64	3	1.00	1	60	1	29	no	0	0	8	92	1:2,2:35	mixed						
ciphers/thurloe-barriere-1654/key_gloss_marked.tsv	yes			(folder) thurloe-barriere-1654		1654	1650s	?	code numbers	64	64	3	1.00	1	60	1	29	no	0	0				mixed						
ciphers/thurloe-printed/key_blake.tsv	yes			Cromwellian Secretary of State's intelligence network (John Thurloe's office) -- agent in The Hague	unnamed agent ("Agent in The Hague"), Robert Blake correspondence	1650s	1650s	en	mixed	19	16	8	1.25	3	5	1	0	no	0	0	24	198	2:10,3:9	digits	ciphers/thurloe-printed/P9/ciphertext.txt	102	64	0.656	0.078	0.0144
ciphers/thurloe-printed/key_blake_extended.tsv	yes			Cromwellian Secretary of State's intelligence network (John Thurloe's office) -- agent in The Hague	unnamed agent ("Agent in The Hague"), Robert Blake correspondence	1650s	1650s	en	nomenclator	57	54	22	2.00	4	9	1	0	no	0	0	10	198	2:44,3:13	digits	ciphers/thurloe-printed/P9/ciphertext.txt	102	64	0.656	0.078	0.0144
ciphers/thurloe-printed/key_burton.tsv	yes			Cromwellian Secretary of State's intelligence network (John Thurloe's office) -- agent in The Hague	unnamed agent ("Agent in The Hague"), Robert Blake correspondence	1650s	1650s	en	code numbers	10	10	3	1.00	1	7	0	5	no	0	0	41	550	2:2,3:8	digits						
ciphers/thurloe-printed/key_butler.tsv	yes			Cromwellian Secretary of State's intelligence network (John Thurloe's office) -- agent in The Hague	correspondent per Tomokiyo thurloe.htm	1650s	1650s	en	homophonic	68	63	14	4.00	13	5	2	2	no	2	3	2	914	1:5,2:21,3:42	digits						
ciphers/thurloe-printed/key_downing.tsv	yes			Cromwellian Secretary of State's intelligence network (John Thurloe's office) -- agent in The Hague	George Downing (1658-1660)	1658-1660	1650s	en	code numbers	24	24	1	7.00	7	11	6	10	no	0	0	39	585	2:7,3:17	digits	ciphers/thurloe-printed/P17/ciphertext.txt	2630	365	0.663	0.092	0.0400
ciphers/thurloe-printed/key_fauconberg.tsv	yes			Cromwellian Secretary of State's intelligence network (John Thurloe's office) -- agent in The Hague	Lord Fauconberg to Henry Cromwell	1658	1650s	en	homophonic	59	59	23	2.26	3	3	4	0	no	0	0	0	723	1:10,2:39,3:6	digits	ciphers/thurloe-printed/P19/ciphertext.txt;ciphers/thurloe-printed/P21/ciphertext.txt;ciphers/thurloe-printed/P22/ciphertext.txt;ciphers/thurloe-printed/P23/ciphertext.txt	3831	490	0.600	0.054	0.0212
ciphers/thurloe-printed/key_johnson1.tsv	yes			Cromwellian Secretary of State's intelligence network (John Thurloe's office) -- agent in The Hague	unnamed agent ("Agent in The Hague"), Robert Blake correspondence	1650s	1650s	en	mixed	76	76	13	1.92	5	51	0	36	no	0	0	40	597	2:11,3:65	digits						
ciphers/thurloe-printed/key_johnson2.tsv	yes			Cromwellian Secretary of State's intelligence network (John Thurloe's office) -- agent in The Hague	unnamed agent ("Agent in The Hague"), Robert Blake correspondence	1650s	1650s	en	nomenclator	61	61	16	1.25	3	41	0	36	no	0	0	41	598	2:7,3:54	digits						
ciphers/thurloe-printed/key_lockhart.tsv	yes			Cromwellian Secretary of State's intelligence network (John Thurloe's office) -- agent in The Hague	unnamed agent ("Agent in The Hague"), Robert Blake correspondence	1650s	1650s	en	code numbers	22	22	5	1.20	2	16	0	7	no	0	0	10	547	2:6,3:16	digits						
ciphers/thurloe-printed/key_montagu.tsv	yes			Cromwellian Secretary of State's intelligence network (John Thurloe's office) -- agent in The Hague	Edward Montagu (Mountagu)	1650s	1650s	en	mixed	8	8	1	4.00	4	3	1	2	no	0	0	18	622	2:4,3:4	digits	ciphers/thurloe-printed/P11/ciphertext.txt;ciphers/thurloe-printed/P14/ciphertext.txt;ciphers/thurloe-printed/P15/ciphertext.txt	696	257	0.471	0.034	0.0077
ciphers/thurloe-printed/key_montagu_extended.tsv	yes			Cromwellian Secretary of State's intelligence network (John Thurloe's office) -- agent in The Hague	unnamed agent ("Agent in The Hague"), Robert Blake correspondence	1650s	1650s	en	nomenclator	289	289	22	4.55	12	188	1	54	no	0	0	1	650	1:9,2:77,3:203	digits	ciphers/thurloe-printed/P11/ciphertext.txt;ciphers/thurloe-printed/P14/ciphertext.txt;ciphers/thurloe-printed/P15/ciphertext.txt	696	257	0.471	0.034	0.0077
ciphers/thurloe-printed/key_steele.tsv	yes			Cromwellian Secretary of State's intelligence network (John Thurloe's office) -- agent in The Hague	correspondent per P8	1650s	1650s	en	homophonic	70	67	22	2.59	5	9	1	1	no	0	0	10	401	2:54,3:16	digits						
ciphers/thurloe-printed/pool_1654/key_stamford.tsv	yes			Cromwellian Secretary of State's intelligence network (John Thurloe's office) -- agent in The Hague	William Stamford	13 Mar 1655 (P4); siblings P5-P7	1650s	en	nomenclator	59	58	23	1.74	5	18	0	2	no	0	0	1	275	1:8,2:41,3:9	digits						
ciphers/trew-posthius-1614-18/key.tsv	yes			Wuerzburg prince-bishop's/Electoral Palatinate physician's correspondence	Erasmus Posthius (1537-97); Johann Christoph Eysenmenger	1614-1618	1610s	de	alphabet substitution	24	24	24	1.00	1	0	0	0	no	0	0				letters	ciphers/trew-posthius-1614-18/ciphertext_1614.tsv	69	19	0.211	0.145	0.0592
ciphers/trew-posthius-1614-18/key_1618.tsv	yes			Wuerzburg prince-bishop's/Electoral Palatinate physician's correspondence	Posthius; Eysenmenger	1618	1610s	de	alphabet substitution	24	24	24	1.00	1	0	0	0	no	0	0				letters	ciphers/trew-posthius-1614-18/ciphertext_1618.tsv	40	15	0.333	0.200	0.0782
ciphers/trew-posthius-1614-18/key_leaf_1614.tsv	no	only 2 codes carry a readable value with this loader		Wuerzburg prince-bishop's/Electoral Palatinate physician's correspondence	Erasmus Posthius (1537-97); Johann Christoph Eysenmenger	1614-1618	1610s	de																						
ciphers/trew-posthius-1614-18/key_leaf_1618_left.tsv	no	only 0 codes carry a readable value with this loader		Wuerzburg prince-bishop's/Electoral Palatinate physician's correspondence	Erasmus Posthius (1537-97); Johann Christoph Eysenmenger	1614-1618	1610s	de																						
ciphers/trew-posthius-1614-18/key_leaf_1618_right.tsv	no	only 2 codes carry a readable value with this loader		Wuerzburg prince-bishop's/Electoral Palatinate physician's correspondence	Erasmus Posthius (1537-97); Johann Christoph Eysenmenger	1614-1618	1610s	de																						
ciphers/vanbeuningen-dewitt-1657/key.tsv	yes			Dutch States-General diplomatic circle around the Grand Pensionary	Van Beuningen circle; Johan de Witt	19/29 Sept 1657	1650s	nl	nomenclator	284	261	21	4.14	10	157	17	34	no	0	0				mixed	ciphers/vanbeuningen-dewitt-1657/ciphertext.tsv	862	260	0.585	0.036	0.0109
ciphers/vanbeuningen-dewitt-1657/key_align.tsv	no	excluded by key_crossmatch name filter: align																												
ciphers/willem-van-hessen-1567/siblings/key_1069.tsv	yes			Nassau-Orange chancery (Willem van Hessen <-> William of Orange), Grumbach Feud context	Willem van Hessen; Willem van Oranje	23 Mar 1563 (briefnr 1069, sibling to target's 28 Jan 1567 letter)	1560s	de	alphabet substitution	14	12	12	1.00	1	0	0	0	no	2	0				glyphs	ciphers/willem-van-hessen-1567/siblings/ciphertext_1069.tsv	14	14	1.000	0.071	0.0000
ciphers/willem-van-hessen-1567/siblings/key_1069_candidates.tsv	no	excluded by key_crossmatch name filter: candidate																												
ciphers/willem-van-hessen-1567/siblings/key_174_nomenclator.tsv	yes			Nassau-Orange chancery (Willem van Hessen <-> William of Orange), Grumbach Feud context	Willem van Oranje; Willem van Hessen (leaf found in the same PDF bundle as briefnr 174, 9 Apr 1567)	dated internally 1564 or later (names Emperor Maximilian II, reigning from 1564)	1560s	de	alphabet substitution	45	21	20	1.00	1	1	0	0	no	1	0				glyphs						
ciphers/wvo-hessen-1564/key.tsv	yes			(folder) wvo-hessen-1564		1564	1560s	nl	alphabet substitution	21	20	20	1.00	1	0	0	0	no	0	1				letters	ciphers/wvo-hessen-1564/ciphertext.tsv	209	20	0.200	0.373	0.1697
tools/keys/key60.tsv	yes			Duke of Nevers' Rome embassy (seeking Henri IV's papal absolution)	Louis de Gonzague, duc de Nevers; Louis Revol	Aug-Sep 1593 (letters); key itself Tomokiyo cipher no.60 rebuilt from fr.3995 ff.109-111	1590s	fr	nomenclator	354	349	22	4.77	8	151	93	78	yes	5	0	1	99	1:9,2:25	mixed						
