target	jstor_row	query	host	hits	date
ciphers/fr20140-danzay-1557	17	"""Dançay"" AND ""cardinal de Lorraine"""	api.semanticscholar.org	no hits [unreachable (api.semanticscholar.org returned 429 'Too Many Requests' on 6 attempts with pauses, no key set)]	2026-09-24
ciphers/fr20140-danzay-1557	17	"""Dançay"" AND ""cardinal de Lorraine"""	api.crossref.org	noise only: unrelated 'Cardinal de Lorraine, Charles de Guise' reference-work entries and Plantin-Press-Online entries (a different, later Cardinal of Lorraine, Charles de Guise 1524-1574, not the 1557 addressee); an 'Oraison' pamphlet -- none connect Danzay to a Cardinal-de-Lorraine letter	2026-09-24
ciphers/fr20140-danzay-1557	17	"""Dançay"" AND ""cardinal de Lorraine"""	www.persee.fr	noise only: mecenat des Guise/Trinite-des-Monts Rome article, Colbert-era Baltic-trade article (keyword collision, unrelated 1926 'Danemark' hit), Reims-cathedral/cardinal-de-Lorraine altar article, Richelieu-manuscript article, Cordier-sculptor article, Lorraine-religion-politics article, a 1910 Dalmatio-to-Farnese-letters article (adjacent genre, different correspondents) -- no Danzay hit	2026-09-24
ciphers/fr20140-danzay-1557	17	"""Dançay"" AND ""cardinal de Lorraine"""	api.archives-ouvertes.fr	0 hits	2026-09-24
ciphers/fr20140-danzay-1557	17	"""Dançay"" AND ""cardinal de Lorraine"""	Google Scholar (via WebSearch)	Confirms Danzay was made 'panetier' (bread officer) on 20 May 1557 -- a new specific date/fact not previously in NOTES.md/AUDIT.md, though about his court appointment, not about a letter to the Cardinal of Lorraine or its cipher; worth adding as a minor biographical detail. No correspondence with the Cardinal de Lorraine located by any host	2026-09-24
ciphers/fr20140-danzay-1557	18	Delavaud AND Danzay AND 1911	api.openalex.org	no hits [unreachable (anonymous daily budget for this container's shared egress IP exhausted -- api.openalex.org returned 429 'Insufficient budget ... $0 remaining; resets at midnight UTC' on 8 attempts with pauses; no OPENALEX API key set in this environment)]	2026-09-24
ciphers/fr20140-danzay-1557	18	Delavaud AND Danzay AND 1911	api.semanticscholar.org	no hits [unreachable (api.semanticscholar.org returned 429 'Too Many Requests' on 6 attempts with pauses, no key set)]	2026-09-24
ciphers/fr20140-danzay-1557	18	Delavaud AND Danzay AND 1911	api.crossref.org	noise only: unrelated 'francais dans le Nord/Ouest' Canadian/Acadian-French-language chapters (surname/title-word collision on 'francais...Nord', not Delavaud's 1911 book); Claude Collin Delavaud (different person, Orenoque-delta geographer, 1977) -- no hit on the actual 1911 work	2026-09-24
ciphers/fr20140-danzay-1557	18	Delavaud AND Danzay AND 1911	www.persee.fr	noise only: same Jean-Sauvage-Russia articles as row 16 (surname collision on 'Delavaud' as a modern historian citing Sauvage), one unrelated Equateur-research-survey note -- no hit on Delavaud 1911 itself (Persee does not index this 1911 monograph)	2026-09-24
ciphers/fr20140-danzay-1557	18	Delavaud AND Danzay AND 1911	api.archives-ouvertes.fr	0 hits	2026-09-24
ciphers/fr20140-danzay-1557	18	Delavaud AND Danzay AND 1911	Google Scholar (via WebSearch)	LOCATED, NOT PREVIOUSLY IN AUDIT.md: Louis Delavaud, Les Francais dans le Nord: notes sur les premieres relations de la France avec les royaumes scandinaves et la Russie septentrionale ... (Rouen, E. Cagniard, 1911, 110pp), full page-image scan on Gallica, ark:/12148/bpt6k6571713p (https://gallica.bnf.fr/ark:/12148/bpt6k6571713p.texteImage) -- a route AUDIT.md's gap-2-equivalent (section 'Steps from N3 to N4' item 1) did not yet have; only Google Books snippets (NO_PAGES) were tried before. ATTEMPTED this pass: one .texteBrut OCR-download request to this ark -- 302-redirected to /services/engine/search/altcha?altchaNotVerified=false, the SAME Gallica bot-verification wall documented in fr2980-gramont/AUDIT.md for Camusat and Champollion-Figeac. Not retried (single-attempt rule). NEW INFORMATION: this confirms the altcha wall is not specific to manuscript-image arks; it also blocks a public-domain PRINTED BOOK's OCR download on this Gallica ID. The book is precisely located but its text (particularly pp.52/74, where Google Books' snippet placed the fr.20140 mention) remains unread; a cold, uncontended Gallica session (as fr2980-gramont/AUDIT.md already recommends for its own gaps) is the one remaining route	2026-09-24
ciphers/fr20140-danzay-1557	19	"""Charles de Danzay"" AND Danemark AND 1557"	api.openalex.org	no hits [unreachable (anonymous daily budget for this container's shared egress IP exhausted -- api.openalex.org returned 429 'Insufficient budget ... $0 remaining; resets at midnight UTC' on 8 attempts with pauses; no OPENALEX API key set in this environment)]	2026-09-24
ciphers/fr20140-danzay-1557	19	"""Charles de Danzay"" AND Danemark AND 1557"	api.semanticscholar.org	no hits [unreachable (api.semanticscholar.org returned 429 'Too Many Requests' on 6 attempts with pauses, no key set)]	2026-09-24
ciphers/fr20140-danzay-1557	19	"""Charles de Danzay"" AND Danemark AND 1557"	api.crossref.org	Hugues Daussy, 'Un diplomate protestant au service d'un roi catholique: Charles de Danzay, ambassadeur de France au Danemark (1515-1589)', in Elites et notables de l'Ouest XVIe-XXe s. (PUR, 2004) pp.277-294 -- ALREADY KNOWN and cited in AUDIT.md section (g) (the same 2004 Daussy piece, there reached via OpenEdition full text; here confirmed independently via CrossRef/HAL metadata, corroborating it is one and the same article, not a second one). Ryabov 2025 (as row 16) also recurs. No new source	2026-09-24
ciphers/fr20140-danzay-1557	19	"""Charles de Danzay"" AND Danemark AND 1557"	www.persee.fr	noise only: Jean-Sauvage-Russia articles again (collision on 'voyage'/16th-c diplomacy), three unrelated OECD 'Danemark' economic-survey entries (1964/1993, keyword collision on the country name) -- no hit	2026-09-24
ciphers/fr20140-danzay-1557	19	"""Charles de Danzay"" AND Danemark AND 1557"	api.archives-ouvertes.fr	1 hit (via the bare 'Danzay Danemark' query): the same Daussy 2004 paper as the CrossRef hit above, cross-confirming it is indexed and that it is the one already cited in AUDIT.md -- not new	2026-09-24
ciphers/fr20140-danzay-1557	19	"""Charles de Danzay"" AND Danemark AND 1557"	Google Scholar (via WebSearch)	Same Daussy/biography facts as row 17; no new source for a 1557 letter	2026-09-24
ciphers/eckert-1864	20	"""Fox to Butler"" AND 1864 AND cipher"	api.openalex.org	no hits [unreachable (anonymous daily budget for this container's shared egress IP exhausted -- api.openalex.org returned 429 'Insufficient budget ... $0 remaining; resets at midnight UTC' on 8 attempts with pauses; no OPENALEX API key set in this environment)]	2026-09-24
ciphers/eckert-1864	20	"""Fox to Butler"" AND 1864 AND cipher"	api.semanticscholar.org	no hits [unreachable (api.semanticscholar.org returned 429 'Too Many Requests' on 6 attempts with pauses, no key set)]	2026-09-24
ciphers/eckert-1864	20	"""Fox to Butler"" AND 1864 AND cipher"	api.crossref.org	noise only: ODNB-style Fox entries (William Johnson Fox 1786-1864, Douglas Fox-Pitt; both unrelated namesakes), Thomas Butler King ODNB entry (unrelated), 'The Sultan's Cipher' (Notes and Queries 1894, keyword collision on 'cipher'), an 1864 Lancet clinical-report byline 'Tilbury Fox' -- no hit on the E4 telegram	2026-09-24
ciphers/eckert-1864	20	"""Fox to Butler"" AND 1864 AND cipher"	www.persee.fr	CURL_ERROR both the scheduled attempt and the single allowed retry (connection reset by peer both times, no HTTP response) -- unreachable this pass for this specific query; other Persee queries in the same run succeeded, so this looks like a transient/per-request reset rather than a general block	2026-09-24
ciphers/eckert-1864	20	"""Fox to Butler"" AND 1864 AND cipher"	api.archives-ouvertes.fr	0 hits	2026-09-24
ciphers/eckert-1864	20	"""Fox to Butler"" AND 1864 AND cipher"	Google Scholar (via WebSearch)	No source located for the E4 telegram (Fox to Butler, 21 Apr 1864 9.30 PM) beyond what AUDIT.md's second audit already found (OR I/33 p.279 prints only Butler's reply; ORN I/9 p.667 prints Fox's parallel telegram to Ericsson). Surfaced only the Huntington's own project page and unrelated Camel-Corps/CSS-Pamlico/Zimmermann-Telegram results. Consistent with the existing N3 search log, nothing new	2026-09-24
ciphers/eckert-1864	21	"""Meigs"" AND ""Butler"" AND ""April 22, 1864"""	api.openalex.org	no hits [unreachable (anonymous daily budget for this container's shared egress IP exhausted -- api.openalex.org returned 429 'Insufficient budget ... $0 remaining; resets at midnight UTC' on 8 attempts with pauses; no OPENALEX API key set in this environment)]	2026-09-24
ciphers/eckert-1864	21	"""Meigs"" AND ""Butler"" AND ""April 22, 1864"""	api.semanticscholar.org	no hits [unreachable (api.semanticscholar.org returned 429 'Too Many Requests' on 6 attempts with pauses, no key set)]	2026-09-24
ciphers/eckert-1864	21	"""Meigs"" AND ""Butler"" AND ""April 22, 1864"""	api.crossref.org	noise only: five unrelated 'Who Was Who' entries whose subjects happen to have birth/death dates of '22 April' in some year (keyword collision on the date string, not the 1864 telegram) -- no hit on E5	2026-09-24
ciphers/eckert-1864	21	"""Meigs"" AND ""Butler"" AND ""April 22, 1864"""	www.persee.fr	CURL_ERROR both the scheduled attempt and the single allowed retry (connection reset by peer both times) -- unreachable this pass for this query, as row 20	2026-09-24
ciphers/eckert-1864	21	"""Meigs"" AND ""Butler"" AND ""April 22, 1864"""	api.archives-ouvertes.fr	0 hits	2026-09-24
ciphers/eckert-1864	21	"""Meigs"" AND ""Butler"" AND ""April 22, 1864"""	Google Scholar (via WebSearch)	No source located for E5 (Meigs to Butler, 22 Apr 1864). Confirms already-known context (Butler commanded the Army of the James from Fort Monroe in spring 1864; Halleck's dismounted-cavalry-to-Giesboro-Depot instruction, matching OR I/33 p.938 already cited in AUDIT.md). No new print or archival lead	2026-09-24
ciphers/eckert-1864	22	"""Eckert"" AND ""cipher"" AND ""Military Telegraph"" AND 1864"	api.openalex.org	no hits [unreachable (anonymous daily budget for this container's shared egress IP exhausted -- api.openalex.org returned 429 'Insufficient budget ... $0 remaining; resets at midnight UTC' on 8 attempts with pauses; no OPENALEX API key set in this environment)]	2026-09-24
ciphers/eckert-1864	22	"""Eckert"" AND ""cipher"" AND ""Military Telegraph"" AND 1864"	api.semanticscholar.org	no hits [unreachable (api.semanticscholar.org returned 429 'Too Many Requests' on 6 attempts with pauses, no key set)]	2026-09-24
ciphers/eckert-1864	22	"""Eckert"" AND ""cipher"" AND ""Military Telegraph"" AND 1864"	api.crossref.org	noise only: 1864 Scientific American telegraph-technology patents (unrelated switch/pump designs), Vernam's 1926 'Cipher printing telegraph systems' (AIEE, a real but much-later and unrelated one-time-pad paper, keyword collision on 'cipher telegraph'), unrelated 1864 Persian-Gulf telegraph-agreement gazetteer entries -- no hit on Eckert or the Huntington ledgers	2026-09-24
ciphers/eckert-1864	22	"""Eckert"" AND ""cipher"" AND ""Military Telegraph"" AND 1864"	www.persee.fr	noise only: unrelated telegraph-history articles (Chappe semaphore/Vegece, transpacific and Indo-British submarine cables, Ottoman sultan's telegraph, an 1861 transcontinental-telegraph note) -- no hit on Eckert or Cipher No.1	2026-09-24
ciphers/eckert-1864	22	"""Eckert"" AND ""cipher"" AND ""Military Telegraph"" AND 1864"	api.archives-ouvertes.fr	0 hits	2026-09-24
ciphers/eckert-1864	22	"""Eckert"" AND ""cipher"" AND ""Military Telegraph"" AND 1864"	Google Scholar (via WebSearch)	Confirms only facts already extensively documented in AUDIT.md section 12 (Huntington's own collection description: 35 volumes, ~16,000 telegrams, roughly one-third enciphered, EC 16 ledger of cipher messages Aug 1862-Jan 1864). No scholarly article studying the Eckert ledgers' decoding was found on any host, consistent with AUDIT.md's Question 2 finding that Decoding the Civil War's Phase 3 (decipherment) was never launched and no dataset or paper followed	2026-09-24
ciphers/eckert-1864	20	Fox Butler 1864 camels Tecumseh (N4-decision retry)	api.openalex.org	no hits [unreachable: 429 Rate limit exceeded, one pass]	2026-09-24
ciphers/eckert-1864	20	Fox Butler 1864 camels Tecumseh (N4-decision retry)	api.semanticscholar.org	no hits [unreachable: 429 Too Many Requests, one pass]	2026-09-24
ciphers/eckert-1864	21	Meigs Butler April 1864 cavalry horses (N4-decision retry)	api.openalex.org	no hits [unreachable: 429, one pass]	2026-09-24
ciphers/eckert-1864	21	Meigs Butler 1864 cavalry depot (N4-decision retry)	api.semanticscholar.org	no hits [unreachable: 429, one pass]	2026-09-24
ciphers/eckert-1864	22	Eckert cipher Military Telegraph 1864 (N4-decision retry)	api.openalex.org	no hits [unreachable: 429, one pass]	2026-09-24
ciphers/eckert-1864	22	Eckert cipher Military Telegraph (N4-decision retry)	api.semanticscholar.org	no hits [unreachable: 429, one pass]	2026-09-24
