leaf	line	pos	token	conf	note
f265R	L07	8	il	H	clear
f265R	L07	9	m'a	H	clear
f265R	L07	10	dit	H	clear
f265R	L07	11	qu'il	H	clear, cut at right edge, sentence continues
f265R	L08	1	croyoit	H	clear, main row (faint pencil-layer hand), continues sentence from L07
f265R	L08	2	qu'effectiuement	H	clear
f265R	L08	3	je	H	clear
f265R	L08	4	serois	H	clear
f265R	L08	5	plus	H	clear
f265R	L08	6	utile	H	clear
f265R	L08	7	a	H	clear, cut at right edge, sentence continues
f265R	L08	8	Je	M	clear, small bold caption/aside, tucked to the side
f265R	L08	9	suis	M	clear, bold caption
f265R	L08	10	parfaitement	L	clear, bold caption, cut at right edge
f265R	L09	1	auec	H	clear, main bold row
f265R	L09	2	Milord	H	clear, name
f265R	L09	3	Myddleton	H	clear, name
f265R	L09	4	et	M	clear, cut at right edge
f265R	L10	1	vne	M	clear, main row, faint pencil-layer hand
f265R	L10	2	fois	M	clear
f265R	L10	3	qu'il	M	clear
f265R	L10	4	yaicy	L	clear, uncertain (y a icy?)
f265R	L10	5	deaglois	L	clear, uncertain reading (d'anglois?)
f265R	L10	6	vnpeu	L	clear, uncertain reading, cut at right edge
f265R	L10	7	117	M	cipher
f265R	L10	8	260	M	cipher
f265R	L10	9	46	M	cipher
f265R	L10	10	38	M	cipher
f265R	L10	11	10	M	cipher
f265R	L10	12	11	M	cipher
f265R	L10	13	118	M	cipher
f265R	L10	14	16	M	cipher
f265R	L10	15	700	L	cipher, unusually large value, digit uncertain
f265R	L10	16	36	M	cipher
f265R	L10	17	17	M	cipher
f265R	L10	18	246	M	cipher
f265R	L10	19	34	M	cipher
f265R	L11	1	leur	M	clear, small bold caption above main row
f265R	L11	2	en	M	clear, caption above row
f265R	L11	3	cotterie	M	clear, caption above row
f265R	L11	4	journaliere	M	clear, caption above row
f265R	L11	5	estant	M	clear, main row, faint pencil-layer hand (illegible scribble before this word not transcribed)
f265R	L11	6	auec	H	clear
f265R	L11	7	150	L	cipher, digit grouping uncertain
f265R	L11	8	19	L	cipher, digit grouping uncertain
f265R	L11	9	17	L	cipher, digit grouping uncertain
f265R	L11	10	119	M	cipher
f265R	L11	11	32	M	cipher
f265R	L11	12	289	M	cipher
f265R	L11	13	268	M	cipher
f265R	L11	14	18	M	cipher
f265R	L11	15	188	M	cipher
f265R	L11	16	34	M	cipher
f265R	L11	17	29	M	cipher
f265R	L11	18	223	M	cipher
f265R	L12	1	197	H	cipher, main row; small bold caption fragment above ("de d'ordinaire de plusieurs") not fully transcribed
f265R	L12	2	18	H	cipher
f265R	L12	3	267	H	cipher
f265R	L12	4	133	H	cipher
f265R	L12	5	8	M	cipher, digit ambiguous
f265R	L12	6	133	H	cipher
f265R	L12	7	107	H	cipher
f265R	L12	8	34	H	cipher
f265R	L12	9	14	H	cipher
f265R	L12	10	176	H	cipher
f265R	L12	11	123	M	cipher, digit ambiguous (12 or 3)
f265R	L12	12	133	H	cipher
f265R	L12	13	24	H	cipher
f265R	L12	14	195	H	cipher
f265R	L12	15	11	H	cipher
f265R	L12	16	279	H	cipher
f265R	L12	17	28.	H	cipher, with period
f265R	L13	1	en	M	clear, small bold caption above main row
f265R	L13	2	Milord	M	clear, caption above row, name
f265R	L13	3	Myddleton.	M	clear, caption above row, with period
f265R	L13	4	Je	H	clear, main row
f265R	L13	5	n'ay	H	clear
f265R	L13	6	rien	H	clear
f265R	L13	7	remarque	H	clear
f265R	L13	8	18	M	cipher, digit grouping uncertain
f265R	L13	9	17	M	cipher, digit grouping uncertain
f265R	L13	10	722	H	cipher
f265R	L13	11	qui	H	clear
f265R	L13	12	ne	H	clear
f265R	L13	13	me	H	clear
f265R	L13	14	confirme	H	clear
f265R	L14	1	ce	H	clear, main row
f265R	L14	2	que	H	clear
f265R	L14	3	j'ay	H	clear
f265R	L14	4	eu	H	clear
f265R	L14	5	l'honneur	H	clear
f265R	L14	6	de	H	clear
f265R	L14	7	vous	H	clear
f265R	L14	8	en	H	clear
f265R	L14	9	marquer	H	clear
f265R	L14	10	en	H	clear, cut at right edge, sentence continues
f265R	L15	1	dernier	H	clear, main/only row
f265R	L15	2	lieu.	H	clear, with period
f265R	L16	1	Je	H	clear, main/only row (closing formula)
f265R	L16	2	suis	H	clear
f265R	L16	3	auec	H	clear
f265R	L16	4	un	H	clear
f265R	L16	5	profond	H	clear
f265R	L16	6	respect	H	clear
f265R	L17	1	Monseigneur	H	clear, main/only row (address)
f265R	L18	1	Votre	H	clear, main/only row, closing formula
f265R	L18	2	tres	H	clear
f265R	L18	3	humble	H	clear
f265R	L18	4	et	H	clear
f265R	L18	5	tres	H	clear
f265R	L19	1	obeissant	H	clear, main/only row, closing formula
f265R	L19	2	seruiteur	H	clear, old spelling of serviteur
