page	line	pos	code	uncertain	value	grade
f28r	27	28	psi	0	e	H
f28r	27	29	f	0	n	H
f28r	27	30	z	0	o	H
f28r	27	31	I	0	i	H
f28r	27	32	lam	0	s	H
f28r	27	33	l	0	t	H
f28r	27	34	7	0	e	H
f28r	27	35	l	0	t	H
f28r	27	36	db	0	e	H
f28r	27	37	f	0	n	H
f28r	27	38	l	0	t	H
f28r	27	39	arr	1	r	M
f28r	27	40	o	0	a	H
f28r	27	41	f	0	n	H
f28r	27	42	l	0	t	H
f28r	27	43	lam	0	s	H
f28r	27	44	o	0	a	H
f28r	27	45	lam	0	s	H
f28r	27	46	ankh	0	a	H
f28r	27	47	X	0	i	H
f28r	27	48	f	0	n	H
f28r	27	49	m	1	-	M
f28r	27	50	psi	0	e	H
f28r	27	51	l	0	t	H
f28r	27	52	db	0	e	H
f28r	27	53	7	0	e	H
f28r	27	54	f	0	n	H
f28r	27	55	T	0	p	H
f28r	27	56	arr	0	r	H
f28r	27	57	z	0	o	H
f28r	28	1	T	0	p	H
f28r	28	2	sq	1	o	M
f28r	28	3	w	0	z	H
f28r	28	4	q	0	d	H
f28r	28	5	psi	0	e	H
f28r	28	6	lam	0	s	H
f28r	28	7	S	0	m	H
f28r	28	8	o	0	a	H
f28r	28	9	l	0	t	H
f28r	28	10	I	0	i	H
f28r	28	11	psi	0	e	H
f28r	28	12	arr	0	r	H
f28r	28	13	db	0	e	H
f28r	28	14	lam	0	s	H
f28r	28	15	7	0	e	H
f28r	28	16	l	0	t	H
f28r	28	17	T	0	p	H
f28r	28	18	arr	0	r	H
f28r	28	19	o	0	a	H
f28r	28	20	l	0	t	H
f28r	28	21	I	0	i	H
f28r	28	22	box	0	c	H
f28r	28	23	n	0	q	H
f28r	28	24	v	0	u	H
f28r	28	25	db	0	e	H
f28r	28	26	lam	1	s	M
f28r	28	27	n	0	q	H
f28r	28	28	v	0	u	H
f28r	28	29	X	0	i	H
f28r	28	30	lam	0	s	H
f28r	28	31	db	0	e	H
f28r	28	32	l	0	t	H
f28r	28	33	arr	0	r	H
f28r	28	34	o	0	a	H
f28r	28	35	oplus	1	i	M
f28r	28	36	box	0	c	H
f28r	28	37	l	0	t	H
f28r	28	38	psi	0	e	H
f28r	28	39	f	0	n	H
f28r	28	40	l	0	t	H
f28r	28	41	q	0	d	H
f28r	28	42	psi	0	e	H
f28r	28	43	lam	0	s	H
f28r	28	44	I	0	i	H
f28r	28	45	arr	0	r	H
f28r	28	46	db	1	e	M
f28r	28	47	l	0	t	H
f28r	28	48	l	0	t	H
f28r	28	49	z	0	o	H
f28r	28	50	arr	0	r	H
f28r	28	51	arr	0	r	H
f28r	28	52	l	0	t	H
f28r	28	53	arr	0	r	H
f28r	28	54	db	0	e	H
f28r	28	55	lam	0	s	H
f28r	28	56	T	0	p	H
f28r	28	57	H	1	s	M
f28r	29	1	f	0	n	H
f28r	29	2	lam	0	s	H
f28r	29	3	psi	0	e	H
f28r	29	4	q	0	d	H
f28r	29	5	psi	0	e	H
f28r	29	6	R	0	u	H
f28r	29	7	z	0	o	H
f28r	29	8	v	0	u	H
f28r	29	9	lam	0	s	H
f28r	29	10	lam	0	s	H
f28r	29	11	v	0	u	H
f28r	29	12	arr	0	r	H
f28r	29	13	rho	0	l	H
f28r	29	14	o	0	a	H
f28r	29	15	q	0	d	H
f28r	29	16	I	0	i	H
f28r	29	17	box	0	c	H
f28r	29	18	l	0	t	H
f28r	29	19	db	0	e	H
f28r	29	20	q	0	d	H
f28r	29	21	psi	0	e	H
f28r	29	22	T	0	p	H
f28r	29	23	db	0	e	H
f28r	29	24	lam	0	s	H
f28r	29	25	box	0	c	H
f28r	29	26	E	0	y	H
f28r	29	27	psi	0	e	H
f28r	29	28	7	0	e	H
f28r	29	29	f	0	n	H
f28r	29	30	v	0	u	H
f28r	29	31	z	0	o	H
f28r	29	32	E	0	y	H
f28r	29	33	psi	0	e	H
f28r	29	34	db	0	e	H
f28r	29	35	T	0	p	H
f28r	29	36	o	0	a	H
f28r	29	37	arr	1	r	M
f28r	29	38	R	0	u	H
f28r	29	39	psi	0	e	H
f28r	29	40	f	0	n	H
f28r	29	41	I	0	i	H
f28r	29	42	lam	0	s	H
f28r	29	43	psi	0	e	H
f28r	29	44	I	0	i	H
f28r	29	45	rho	0	l	H
f28r	29	46	S	0	m	H
f28r	29	47	o	0	a	H
f28r	29	48	q	0	d	H
f28r	29	49	X	0	i	H
f28r	29	50	box	0	c	H
f28r	29	51	l	0	t	H
f28r	29	52	n	0	q	H
f28r	29	53	v	0	u	H
f28r	29	54	psi	0	e	H
f28r	30	1	pi	0	[Madame]	C
f28r	30	2	rho	0	l	H
f28r	30	3	psi	0	e	H
f28r	30	4	lam	0	s	H
f28r	30	5	psi	0	e	H
f28r	30	6	lam	0	s	H
f28r	30	7	T	0	p	H
f28r	30	8	o	0	a	H
f28r	30	9	I	0	i	H
f28r	30	10	dbar	0	g	H
f28r	30	11	f	0	n	H
f28r	30	12	z	0	o	H
f28r	30	13	rho	0	l	H
f28r	30	14	w	0	z	H
f28r	30	15	o	0	a	H
f28r	30	16	v	0	u	H
f28r	30	17	z	0	o	H
f28r	30	18	E	0	y	H
f28r	30	19	psi	0	e	H
f28r	30	20	f	0	n	H
f28r	30	21	l	0	t	H
f28r	30	22	q	0	d	H
f28r	30	23	db	0	e	H
f28r	30	24	S	0	m	H
f28r	30	25	o	0	a	H
f28r	30	26	f	0	n	H
f28r	30	27	q	1	d	M
f28r	30	28	psi	0	e	H
f28r	30	29	o	0	a	H
f28r	30	30	v	0	u	H
f28r	30	31	plus	0	[duc de Bar]	C
f28r	30	32	lam	0	s	H
f28r	30	33	psi	0	e	H
f28r	30	34	lam	0	s	H
f28r	30	35	l	0	t	H
f28r	30	36	arr	0	r	H
f28r	30	37	db	0	e	H
f28r	30	38	lam	0	s	H
f28r	30	39	o	0	a	H
f28r	30	40	I	0	i	H
f28r	30	41	lam	0	s	H
f28r	30	42	E	0	y	H
f28r	30	43	w	0	z	H
f28r	30	44	q	0	d	H
f28r	30	45	psi	0	e	H
f28r	30	46	rho	0	l	H
f28r	30	47	o	0	a	H
f28r	30	48	R	0	u	H
f28r	30	49	I	0	i	H
f28r	30	50	six	0	x	C
f28r	30	51	psi	0	e	H
f28r	30	52	7	0	e	H
f28r	30	53	l	0	t	H
f28r	30	54	box	0	c	H
f28r	30	55	E	0	y	H
f28r	31	1	ankh	0	a	H
f28r	31	2	lam	0	s	H
f28r	31	3	l	0	t	H
f28r	31	4	psi	0	e	H
f28r	31	5	o	0	a	H
f28r	31	6	v	0	u	H
f28r	31	7	q	0	d	H
f28r	31	8	psi	0	e	H
f28r	31	9	box	0	c	H
f28r	31	10	arr	0	r	H
f28r	31	11	db	0	e	H
f28r	31	12	S	0	m	H
f28r	31	13	z	0	o	H
f28r	31	14	A	0	n	C
f28r	31	15	psi	0	e	H
f28r	31	16	T	0	p	H
f28r	31	17	z	0	o	H
f28r	31	18	v	0	u	H
f28r	31	19	arr	0	r	H
f28r	31	20	U	1	[l'empereur]	M
f28r	31	21	m	0	-	H
f28r	31	22	7	0	e	H
f28r	31	23	l	0	t	H
f28r	31	24	n	0	q	H
f28r	31	25	v	0	u	H
f28r	31	26	db	0	e	H
f28r	31	27	rho	0	l	H
f28r	31	28	psi	0	e	H
f28r	31	29	q	0	d	H
f28r	31	30	I	0	i	H
f28r	31	31	box	0	c	H
f28r	31	32	l	0	t	H
f28r	31	33	plus	0	[duc de Bar]	C
f28r	31	34	K	0	-	H
f28r	31	35	rho	0	l	H
f28r	31	36	psi	0	e	H
f28r	31	37	v	0	u	H
f28r	31	38	arr	0	r	H
f28r	31	39	o	0	a	H
f28r	31	40	R	0	u	H
f28r	31	41	sq	0	o	H
f28r	31	42	I	0	i	H
f28r	31	43	l	0	t	H
f28r	31	44	o	1	a	M
f28r	31	45	box	0	c	H
f28r	31	46	box	0	c	H
f28r	31	47	z	0	o	H
f28r	31	48	arr	0	r	H
f28r	31	49	q	0	d	H
f28r	31	50	psi	0	e	H
f28r	31	51	n	0	q	H
f28r	31	52	v	0	u	H
f28r	31	53	ankh	0	a	H
f28r	31	54	l	1	t	M
f28r	32	1	l	0	t	H
f28r	32	2	o	0	a	H
f28r	32	3	rho	0	l	H
f28r	32	4	ankh	1	a	M
f28r	32	5	R	0	u	H
f28r	32	6	I	0	i	H
f28r	32	7	six	1	x	M
f28r	32	8	db	0	e	H
f28r	32	9	7	0	e	H
f28r	32	10	l	0	t	H
f28r	32	11	S	0	m	H
f28r	32	12	o	0	a	H
f28r	32	13	f	0	n	H
f28r	32	14	q	0	d	H
f28r	32	15	psi	0	e	H
f28r	32	16	X	0	i	H
f28r	32	17	box	0	c	H
f28r	32	18	psi	0	e	H
f28r	32	19	six	1	x	M
f28r	32	20	db	0	e	H
f28r	32	21	rho	0	l	H
f28r	32	22	psi	0	e	H
f28r	32	23	v	0	u	H
f28r	32	24	arr	0	r	H
f28r	32	25	psi	0	e	H
f28r	32	26	lam	0	s	H
f28r	32	27	l	0	t	H
f28r	32	28	arr	0	r	H
f28r	32	29	db	0	e	H
f28r	32	30	S	0	m	H
f28r	32	31	I	0	i	H
f28r	32	32	lam	0	s	H
f28r	32	33	psi	0	e	H
f28r	32	34	db	0	e	H
f28r	32	35	lam	0	s	H
f28r	32	36	S	0	m	H
f28r	32	37	o	0	a	H
f28r	32	38	I	0	i	H
f28r	32	39	f	0	n	H
f28r	32	40	lam	0	s	H
f28r	32	41	7	0	e	H
f28r	32	42	l	0	t	H
f28r	32	43	n	0	q	H
f28r	32	44	v	0	u	H
f28r	32	45	X	0	i	H
f28r	32	46	rho	0	l	H
f28r	32	47	w	0	z	H
f28r	32	48	E	0	y	H
f28r	32	49	psi	0	e	H
f28r	32	50	f	0	n	H
f28r	32	51	v	0	u	H
f28r	32	52	z	0	o	H
f28r	32	53	E	0	y	H
f28r	32	54	sq	0	o	H
f28r	32	55	I	1	i	M
f28r	32	56	?	0	<?>	U
f28r	33	1	f	0	n	H
f28r	33	2	l	0	t	H
f28r	33	3	7	0	e	H
f28r	33	4	l	0	t	H
f28r	33	5	n	0	q	H
f28r	33	6	v	0	u	H
f28r	33	7	db	0	e	H
f28r	33	8	7	0	e	H
f28r	33	9	f	0	n	H
f28r	33	10	psi	0	e	H
f28r	33	11	x	1	f	M
f28r	33	12	db	0	e	H
f28r	33	13	box	0	c	H
f28r	33	14	l	0	t	H
f28r	33	15	I	0	i	H
f28r	33	16	rho	0	l	H
f28r	33	17	Del	0	f	H
f28r	33	18	o	0	a	H
f28r	33	19	I	0	i	H
f28r	33	20	lam	0	s	H
f28r	33	21	z	0	o	H
f28r	33	22	I	0	i	H
f28r	33	23	l	0	t	H
f28r	33	24	box	0	c	H
f28r	33	25	z	0	o	H
f28r	33	26	S	0	m	H
f28r	33	27	T	0	p	H
f28r	33	28	l	0	t	H
f28r	33	29	db	0	e	H
f28r	33	30	n	0	q	H
f28r	33	31	v	0	u	H
f28r	33	32	psi	0	e	H
f28r	33	33	T	0	p	H
f28r	33	34	psi	0	e	H
f28r	33	35	v	0	u	H
f28r	33	36	o	0	a	H
f28r	33	37	T	0	p	H
f28r	33	38	db	0	e	H
f28r	33	39	v	0	u	H
f28r	33	40	X	0	i	H
f28r	33	41	rho	0	l	H
f28r	33	42	w	0	z	H
f28r	33	43	R	0	u	H
f28r	33	44	z	0	o	H
f28r	33	45	v	0	u	H
f28r	33	46	rho	0	l	H
f28r	33	47	q	0	d	H
f28r	33	48	arr	0	r	H
f28r	33	49	z	0	o	H
f28r	33	50	E	0	y	H
f28r	33	51	psi	0	e	H
f28r	33	52	f	0	n	H
f28r	33	53	7	1	e	M
f28r	33	54	l	0	t	H
f28r	33	55	Del	0	f	H
f28r	33	56	o	0	a	H
f28r	33	57	q	1	d	M
f28r	34	1	arr	1	r	M
f28r	34	2	psi	0	e	H
f28r	34	3	o	0	a	H
f28r	34	4	I	0	i	H
f28r	34	5	f	0	n	H
f28r	34	6	lam	0	s	H
f28r	34	7	X	0	i	H
f28r	34	8	q	0	d	H
f28r	34	9	psi	0	e	H
f28r	34	10	l	0	t	H
f28r	34	11	z	0	o	H
f28r	34	12	v	0	u	H
f28r	34	13	l	0	t	H
f28r	34	14	l	0	t	H
f28r	34	15	z	0	o	H
f28r	34	16	v	0	u	H
f28r	34	17	l	0	t	H
f28r	34	18	db	0	e	H
f28r	34	19	lam	0	s	H
f28r	34	20	Del	0	f	H
f28r	34	21	z	0	o	H
f28r	34	22	E	0	y	H
f28r	34	23	lam	0	s	H
f28r	34	24	n	0	q	H
f28r	34	25	v	0	u	H
f28r	34	26	X	0	i	H
f28r	34	27	l	1	t	M
f28r	34	28	o	0	a	H
f28r	34	29	v	0	u	H
f28r	34	30	z	0	o	H
f28r	34	31	I	0	i	H
f28r	34	32	l	0	t	H
f28r	34	33	db	0	e	H
f28r	34	34	f	0	n	H
f28r	34	35	v	0	u	H
f28r	34	36	z	0	o	H
f28r	34	37	E	0	y	H
f28r	34	38	psi	0	e	H
f28r	34	39	T	0	p	H
f28r	34	40	o	0	a	H
f28r	34	41	v	0	u	H
f28r	34	42	rho	0	l	H
f28r	34	43	psi	0	e	H
f28r	34	44	q	0	d	H
f28r	34	45	psi	0	e	H
f28r	34	46	ankh	0	a	H
f28r	34	47	arr	0	r	H
f28r	34	48	db	0	e	H
f28r	34	49	l	0	t	H
f28r	34	50	X	0	i	H
f28r	34	51	z	0	o	H
f28r	34	52	lam	0	s	H
f28r	34	53	sq	0	o	H
f28r	34	54	f	0	n	H
f28r	35	1	arr	0	r	H
f28r	35	2	db	0	e	H
f28r	35	3	S	0	m	H
f28r	35	4	I	0	i	H
f28r	35	5	psi	1	e	M
f28r	35	6	arr	0	r	H
f28r	35	7	box	0	c	H
f28r	35	8	E	0	y	H
f28r	35	9	o	0	a	H
f28r	35	10	S	0	m	H
f28r	35	11	th	0	b	H
f28r	35	12	arr	0	r	H
f28r	35	13	I	0	i	H
f28r	35	14	psi	1	e	M
f28r	35	15	arr	0	r	H
f28r	35	16	o	0	a	H
f28r	35	17	l	0	t	H
f28r	35	18	z	0	o	H
f28r	35	19	v	0	u	H
f28r	35	20	l	0	t	H
f28r	35	21	db	0	e	H
f28r	35	22	q	0	d	H
f28r	35	23	I	0	i	H
f28r	35	24	six	1	x	M
f28r	35	25	X	0	i	H
f28r	35	26	dbar	0	g	H
f28r	35	27	psi	0	e	H
f28r	35	28	f	0	n	H
f28r	35	29	box	0	c	H
f28r	35	30	psi	0	e	H
f28r	35	31	q	0	d	H
f28r	35	32	psi	0	e	H
f28r	35	33	v	0	u	H
f28r	35	34	db	0	e	H
f28r	35	35	arr	0	r	H
f28r	35	36	lam	0	s	H
f28r	35	37	rho	0	l	H
f28r	35	38	psi	0	e	H
f28r	35	39	q	0	d	H
f28r	35	40	I	0	i	H
f28r	35	41	box	0	c	H
f28r	35	42	l	0	t	H
f28r	35	43	plus	0	[duc de Bar]	C
f28r	35	44	lam	0	s	H
f28r	35	45	q	1	d	M
f28r	35	46	T	0	p	H
f28r	35	47	z	0	o	H
f28r	35	48	v	0	u	H
f28r	35	49	arr	0	r	H
f28r	35	50	rho	0	l	H
f28r	35	51	v	0	u	H
f28r	35	52	E	0	y	H
f28r	35	53	q	0	d	H
f28r	35	54	psi	1	e	M
f28r	36	1	A	1	n	M
f28r	36	2	psi	0	e	H
f28r	36	3	arr	0	r	H
f28r	36	4	box	0	c	H
f28r	36	5	v	0	u	H
f28r	36	6	psi	0	e	H
f28r	36	7	R	0	u	H
f28r	36	8	arr	0	r	H
f28r	36	9	7	0	e	H
f28r	36	10	l	0	t	H
f28r	36	11	rho	0	l	H
f28r	36	12	o	0	a	H
f28r	36	13	q	0	d	H
f28r	36	14	v	0	u	H
f28r	36	15	X	0	i	H
f28r	36	16	lam	0	s	H
f28r	36	17	psi	0	e	H
f28r	36	18	arr	0	r	H
f28r	36	19	q	0	d	H
f28r	36	20	psi	0	e	H
f28r	36	21	l	0	t	H
f28r	36	22	db	0	e	H
f28r	36	23	f	0	n	H
f28r	36	24	X	0	i	H
f28r	36	25	arr	1	r	M
f28r	36	26	o	0	a	H
f28r	36	27	z	0	o	H
f28r	36	28	f	0	n	H
f28r	36	29	7	0	e	H
f28r	36	30	l	0	t	H
f28r	36	31	th	0	b	H
f28r	36	32	I	0	i	H
f28r	36	33	psi	0	e	H
f28r	36	34	f	0	n	H
f28r	36	35	psi	0	e	H
f28r	36	36	f	0	n	H
f28r	36	37	l	0	t	H
f28r	36	38	db	0	e	H
f28r	36	39	f	0	n	H
f28r	36	40	q	0	d	H
f28r	36	41	arr	0	r	H
f28r	36	42	psi	0	e	H
f28r	36	43	o	0	a	H
f28r	36	44	lam	0	s	H
f28r	36	45	psi	0	e	H
f28r	36	46	lam	0	s	H
f28r	36	47	ankh	0	a	H
f28r	36	48	x	1	f	M
f28r	36	49	o	0	a	H
f28r	36	50	I	0	i	H
f28r	36	51	arr	0	r	H
f28r	36	52	psi	0	e	H
f28r	37	1	ankh	1	a	M
f28r	37	2	X	0	i	H
f28r	37	3	f	0	n	H
f28r	37	4	lam	0	s	H
f28r	37	5	I	0	i	H
f28r	37	6	n	0	q	H
f28r	37	7	v	0	u	H
f28r	37	8	db	0	e	H
f28r	37	9	l	0	t	H
f28r	37	10	v	0	u	H
f28r	37	11	E	0	y	H
f28r	37	12	o	0	a	H
f28r	37	13	lam	0	s	H
f28r	37	14	psi	0	e	H
f28r	37	15	S	0	m	H
f28r	37	16	o	0	a	H
f28r	37	17	rho	0	l	H
f28r	37	18	psi	0	e	H
f28r	37	19	7	0	e	H
f28r	37	20	lam	0	s	H
f28r	37	21	l	0	t	H
f28r	37	22	arr	0	r	H
f28r	37	23	db	0	e	H
f28r	37	24	arr	0	r	H
f28r	37	25	psi	0	e	H
f28r	37	26	n	0	q	H
f28r	37	27	v	0	u	H
f28r	37	28	X	0	i	H
f28r	37	29	lam	0	s	H
f28r	37	30	7	0	e	H
f28r	37	31	l	0	t	H
f28r	37	32	f	0	n	H
f28r	37	33	psi	0	e	H
f28r	37	34	box	0	c	H
f28r	37	35	db	0	e	H
f28r	37	36	H	0	s	H
f28r	37	37	o	0	a	H
f28r	37	38	I	0	i	H
f28r	37	39	arr	0	r	H
f28r	37	40	psi	0	e	H
f28r	37	41	lam	0	s	H
f28r	37	42	v	0	u	H
f28r	37	43	E	0	y	H
f28r	37	44	R	0	u	H
f28r	37	45	ankh	1	a	M
f28r	37	46	f	0	n	H
f28r	37	47	l	0	t	H
f28r	37	48	psi	0	e	H
f28r	37	49	f	0	n	H
f28r	37	50	box	0	c	H
f28r	37	51	db	0	e	H
f28r	37	52	rho	0	l	H
f28r	37	53	o	0	a	H
f28r	37	54	q	0	d	H
f28r	37	55	zslash	0	u	H
f28r	37	56	oplus	0	i	C
f28v	01	1	q	0	d	H
f28v	01	2	psi	0	e	H
f28v	01	3	lam	0	s	H
f28v	01	4	q	0	d	H
f28v	01	5	X	0	i	H
f28v	01	6	box	0	c	H
f28v	01	7	l	0	t	H
f28v	01	8	w	0	z	H
f28v	01	9	heart	0	[cardinal de Côme]	C
f28v	01	10	psi	0	e	H
f28v	01	11	l	0	t	H
f28v	01	12	lamL	0	-	H
f28v	01	13	l	0	t	H
f28v	01	14	m	0	-	H
f28v	01	15	q	0	d	H
f28v	01	16	db	0	e	H
f28v	01	17	zslash	1	u	M
f28v	01	18	o	0	a	H
f28v	01	19	v	0	u	H
f28v	01	20	H	0	s	H
f28v	01	21	I	0	i	H
f28v	01	22	n	0	q	H
f28v	01	23	v	0	u	H
f28v	01	24	X	0	i	H
f28v	01	25	o	1	a	M
f28v	01	26	rho	0	l	H
f28v	01	27	o	0	a	H
f28v	01	28	R	0	u	H
f28v	01	29	sq	0	o	H
f28v	01	30	I	0	i	H
f28v	01	31	l	0	t	H
f28v	01	32	th	0	b	H
f28v	01	33	I	0	i	H
f28v	01	34	psi	0	e	H
f28v	01	35	f	0	n	H
f28v	01	36	q	0	d	H
f28v	01	37	z	0	o	H
f28v	01	38	A	1	n	M
f28v	01	39	psi	0	e	H
f28v	01	40	box	0	c	H
f28v	01	41	E	0	y	H
f28v	01	42	o	0	a	H
f28v	01	43	arr	0	r	H
f28v	01	44	dbar	0	g	H
f28v	01	45	db	0	e	H
f28v	01	46	o	0	a	H
f28v	01	47	v	0	u	H
f28v	01	48	q	0	d	H
f28v	01	49	I	0	i	H
f28v	01	50	box	0	c	H
f28v	01	51	l	0	t	H
f28v	01	52	S	0	m	H
f28v	01	53	psi	0	e	H
f28v	01	54	H	0	s	H
f28v	01	55	I	0	i	H
f28v	01	56	arr	1	r	M
f28v	02	1	T	0	p	H
f28v	02	2	o	0	a	H
f28v	02	3	v	0	u	H
f28v	02	4	rho	0	l	H
f28v	02	5	psi	0	e	H
f28v	02	6	q	0	d	H
f28v	02	7	psi	0	e	H
f28v	02	8	T	0	p	H
f28v	02	9	o	0	a	H
f28v	02	10	arr	0	r	H
f28v	02	11	rho	0	l	H
f28v	02	12	psi	0	e	H
f28v	02	13	arr	0	r	H
f28v	02	14	o	0	a	H
f28v	02	15	v	0	u	H
f28v	02	16	q	0	d	H
f28v	02	17	X	0	i	H
f28v	02	18	Tbox	0	[marquis de Pesquère]	C
f28v	02	19	rho	0	l	H
f28v	02	20	v	0	u	H
f28v	02	21	E	0	y	H
f28v	02	22	Del	0	f	H
f28v	02	23	o	0	a	H
f28v	02	24	I	0	i	H
f28v	02	25	lam	0	s	H
f28v	02	26	ankh	1	a	M
f28v	02	27	f	0	n	H
f28v	02	28	l	0	t	H
f28v	02	29	psi	0	e	H
f28v	02	30	f	0	n	H
f28v	02	31	l	0	t	H
f28v	02	32	db	0	e	H
f28v	02	33	f	0	n	H
f28v	02	34	q	0	d	H
f28v	02	35	arr	0	r	H
f28v	02	36	psi	0	e	H
f28v	02	37	f	0	n	H
f28v	02	38	o	0	a	H
f28v	02	39	v	0	u	H
f28v	02	40	z	0	o	H
f28v	02	41	I	0	i	H
f28v	02	42	arr	0	r	H
f28v	02	43	T	0	p	H
f28v	02	44	o	0	a	H
f28v	02	45	lam	0	s	H
f28v	02	46	T	0	p	H
f28v	02	47	arr	0	r	H
f28v	02	48	I	0	i	H
f28v	02	49	f	0	n	H
f28v	02	50	lam	0	s	H
f28v	02	51	rho	0	l	H
f28v	02	52	psi	0	e	H
f28v	02	53	v	0	u	H
f28v	02	54	arr	0	r	H
f28v	02	55	S	0	m	H
f28v	02	56	o	0	a	H
f28v	02	57	q	1	d	M
f28v	02	58	l	1	t	M
f28v	03	1	7	1	e	M
f28v	03	2	arr	0	r	H
f28v	03	3	psi	1	e	M
f28v	03	4	q	0	d	H
f28v	03	5	db	0	e	H
f28v	03	6	Del	1	f	M
f28v	03	7	o	0	a	H
f28v	03	8	I	0	i	H
f28v	03	9	arr	0	r	H
f28v	03	10	psi	0	e	H
f28v	03	11	7	0	e	H
f28v	03	12	f	0	n	H
f28v	03	13	S	0	m	H
f28v	03	14	o	0	a	H
f28v	03	15	S	1	m	M
f28v	03	16	ankh	0	a	H
f28v	03	17	X	0	i	H
f28v	03	18	lam	0	s	H
f28v	03	19	lam	0	s	H
f28v	03	20	psi	0	e	H
f28v	03	21	f	0	n	H
f28v	03	22	lam	0	s	H
f28v	03	23	7	0	e	H
f28v	03	24	l	0	t	H
f28v	03	25	l	0	t	H
f28v	03	26	z	0	o	H
f28v	03	27	v	0	u	H
f28v	03	28	l	0	t	H
f28v	03	29	T	0	p	H
f28v	03	30	sq	1	o	M
f28v	03	31	v	0	u	H
f28v	03	32	arr	1	r	M
f28v	03	33	rho	0	l	H
f28v	03	34	psi	0	e	H
f28v	03	35	S	0	m	H
f28v	03	36	I	0	i	H
f28v	03	37	psi	0	e	H
f28v	03	38	v	0	u	H
f28v	03	39	rho	0	l	H
f28v	03	40	w	0	z	H
f28v	03	41	T	0	p	H
f28v	03	42	sq	1	o	M
f28v	03	43	v	0	u	H
f28v	03	44	arr	1	r	M
f28v	03	45	rho	0	l	H
f28v	03	46	psi	0	e	H
f28v	03	47	v	0	u	H
f28v	03	48	7	0	e	H
f28v	03	49	arr	0	r	H
f28v	03	50	rho	0	l	H
f28v	03	51	db	0	e	H
f28v	03	52	lam	0	s	H
f28v	03	53	q	1	d	M
f28v	03	54	R	1	u	M
f28v	04	1	T	1	p	M
f28v	04	2	db	1	e	M
f28v	04	3	box	1	c	M
f28v	04	4	sq	1	o	M
f28v	04	5	f	0	n	H
f28v	04	6	n	1	q	M
f28v	04	7	v	0	u	H
f28v	04	8	X	1	i	M
f28v	04	9	rho	0	l	H
f28v	04	10	psi	0	e	H
f28v	04	11	v	0	u	H
f28v	04	12	lam	0	s	H
f28v	04	13	l	0	t	H
f28v	04	14	T	0	p	H
f28v	04	15	db	0	e	H
f28v	04	16	v	0	u	H
f28v	04	17	T	0	p	H
f28v	04	18	arr	0	r	H
f28v	04	19	psi	0	e	H
f28v	04	20	f	0	n	H
f28v	04	21	q	0	d	H
f28v	04	22	arr	0	r	H
f28v	04	23	db	0	e	H
f28v	04	24	q	1	d	M
f28v	04	25	psi	0	e	H
f28v	04	26	box	0	c	H
f28v	04	27	db	0	e	H
f28v	04	28	n	0	q	H
f28v	04	29	v	0	u	H
f28v	04	30	7	0	e	H
f28v	04	31	lam	0	s	H
f28v	04	32	o	0	a	H
f28v	04	33	lam	0	s	H
f28v	04	34	ankh	0	a	H
f28v	04	35	I	0	i	H
f28v	04	36	f	0	n	H
f28v	04	37	box	0	c	H
f28v	04	38	l	0	t	H
f28v	04	39	db	0	e	H
f28v	04	40	l	0	t	H
f28v	04	41	psi	0	e	H
f28v	04	42	7	0	e	H
f28v	04	43	f	0	n	H
f28v	04	44	v	0	u	H
f28v	04	45	z	0	o	H
f28v	04	46	E	0	y	H
f28v	04	47	sq	1	o	M
f28v	04	48	I	0	i	H
f28v	04	49	l	0	t	H
f28v	04	50	q	1	d	M
f28v	04	51	psi	0	e	H
f28v	04	52	v	0	u	H
f28v	04	53	db	0	e	H
f28v	04	54	arr	0	r	H
f28v	04	55	lam	0	s	H
f28v	04	56	db	1	e	M
f28v	05	1	o	0	a	H
f28v	05	2	E	0	y	H
f28v	05	3	ankh	1	a	M
f28v	05	4	f	0	n	H
f28v	05	5	l	0	t	H
f28v	05	6	o	0	a	H
f28v	05	7	v	0	u	H
f28v	05	8	H	0	s	H
f28v	05	9	I	0	i	H
f28v	05	10	box	0	c	H
f28v	05	11	E	0	y	H
f28v	05	12	o	0	a	H
f28v	05	13	arr	0	r	H
f28v	05	14	dbar	0	g	H
f28v	05	15	psi	0	e	H
f28v	05	16	o	0	a	H
f28v	05	17	v	0	u	H
f28v	05	18	q	0	d	H
f28v	05	19	I	0	i	H
f28v	05	20	box	0	c	H
f28v	05	21	l	0	t	H
f28v	05	22	box	0	c	H
f28v	05	23	E	0	y	H
f28v	05	24	o	0	a	H
f28v	05	25	S	0	m	H
f28v	05	26	th	0	b	H
f28v	05	27	arr	0	r	H
f28v	05	28	I	0	i	H
f28v	05	29	psi	0	e	H
f28v	05	30	arr	0	r	H
f28v	05	31	q	0	d	H
f28v	05	32	X	0	i	H
f28v	05	33	arr	0	r	H
f28v	05	34	db	0	e	H
f28v	05	35	o	0	a	H
f28v	05	36	v	0	u	H
f28v	05	37	q	0	d	H
f28v	05	38	I	0	i	H
f28v	05	39	box	0	c	H
f28v	05	40	l	0	t	H
f28v	05	41	lamL	1	-	M
f28v	05	42	Tbox	0	[marquis de Pesquère]	C
f28v	05	43	lam	0	s	H
f28v	05	44	o	0	a	H
f28v	05	45	q	0	d	H
f28v	05	46	I	0	i	H
f28v	05	47	box	0	c	H
f28v	05	48	l	0	t	H
