crop_file	line_no	token_no	token	note
f28r_L19_s1.jpg	2	1	A	
f28r_L19_s1.jpg	2	2	[C13]	
f28r_L19_s1.jpg	2	3	[C01]	
f28r_L19_s1.jpg	2	4	[C09]	
f28r_L19_s1.jpg	2	5	v	
f28r_L19_s1.jpg	2	6	[C13]	
f28r_L19_s1.jpg	2	7	R	
f28r_L19_s1.jpg	2	8	[C01]	
f28r_L19_s1.jpg	2	9	7	
f28r_L19_s1.jpg	2	10	[C04]	
f28r_L19_s1.jpg	2	11	[C01]	
f28r_L19_s1.jpg	2	12	o	
f28r_L19_s1.jpg	2	13	[C01]	
f28r_L19_s1.jpg	2	14	v	
f28r_L19_s1.jpg	2	15	x	
f28r_L19_s1.jpg	2	16	[C10]	
f28r_L19_s1.jpg	2	17	[C13]	
f28r_L19_s1.jpg	2	18	[C01]	
f28r_L19_s1.jpg	2	19	[C01]	
f28r_L19_s1.jpg	2	20	[C13]	
f28r_L19_s1.jpg	2	21	[C04]	
f28r_L19_s1.jpg	2	22	[C11]	
f28r_L19_s1.jpg	2	23	f	
f28r_L19_s1.jpg	2	24	x	
f28r_L19_s1.jpg	2	25	[C19]	
f28r_L19_s1.jpg	2	26	o	
f28r_L19_s1.jpg	2	27	z	
f28r_L19_s1.jpg	2	28	f	
f28r_L19_s1.jpg	2	29	7	
f28r_L19_s1.jpg	2	30	[C04]	
f28r_L19_s1.jpg	2	31	[C19]	
f28r_L19_s1.jpg	2	32	I	
f28r_L19_s1.jpg	2	33	[C13]	line cut at crop edge, continues s2
f28r_L19_s2.jpg	1	1	v	overlap-continuation, new tokens begin
f28r_L19_s2.jpg	1	2	[C11]	
f28r_L19_s2.jpg	1	3	[C10]	
f28r_L19_s2.jpg	1	4	[C01]	
f28r_L19_s2.jpg	1	5	[C13]	
f28r_L19_s2.jpg	1	6	[C01]	
f28r_L19_s2.jpg	1	7	I	
f28r_L19_s2.jpg	1	8	[C09]	
f28r_L19_s2.jpg	1	9	[C04]	
f28r_L19_s2.jpg	1	10	[C22]	
f28r_L19_s2.jpg	1	11	[C10]	
f28r_L19_s2.jpg	1	12	T	
f28r_L19_s2.jpg	1	13	z	
f28r_L19_s2.jpg	1	14	v	
f28r_L19_s2.jpg	1	15	[C01]	
f28r_L19_s2.jpg	1	16	[C01]	
f28r_L19_s2.jpg	1	17	v	
f28r_L19_s2.jpg	1	18	E	
f28r_L19_s2.jpg	1	19	[C01]	
f28r_L19_s2.jpg	1	20	[C10]	line ends at crop right margin
f28r_L19_s2.jpg	2	1	[C13]	overlap-continuation, new tokens begin
f28r_L19_s2.jpg	2	2	f	
f28r_L19_s2.jpg	2	3	[C13]	
f28r_L19_s2.jpg	2	4	f	
f28r_L19_s2.jpg	2	5	[C04]	
f28r_L19_s2.jpg	2	6	[C11]	
f28r_L19_s2.jpg	2	7	f	
f28r_L19_s2.jpg	2	8	[C01]	
f28r_L19_s2.jpg	2	9	[C01]	
f28r_L19_s2.jpg	2	10	[C13]	
f28r_L19_s2.jpg	2	11	o	
f28r_L19_s2.jpg	2	12	[C10]	
f28r_L19_s2.jpg	2	13	[C13]	
f28r_L19_s2.jpg	2	14	[C10]	
f28r_L19_s2.jpg	2	15	x	
f28r_L19_s2.jpg	2	16	o	
f28r_L19_s2.jpg	2	17	I	
f28r_L19_s2.jpg	2	18	[C01]	
f28r_L19_s2.jpg	2	19	[C13]	
f28r_L19_s2.jpg	2	20	[C10]	line ends at crop right margin
f28r_L20_s1.jpg	1	1	[C01]	
f28r_L20_s1.jpg	1	2	x	
f28r_L20_s1.jpg	1	3	f	
f28r_L20_s1.jpg	1	4	[C10]	
f28r_L20_s1.jpg	1	5	I	
f28r_L20_s1.jpg	1	6	n	
f28r_L20_s1.jpg	1	7	v	
f28r_L20_s1.jpg	1	8	[C11]	
f28r_L20_s1.jpg	1	9	[C01]	
f28r_L20_s1.jpg	1	10	v	
f28r_L20_s1.jpg	1	11	E	
f28r_L20_s1.jpg	1	12	o	
f28r_L20_s1.jpg	1	13	[C10]	
f28r_L20_s1.jpg	1	14	[C13]	
f28r_L20_s1.jpg	1	15	s	
f28r_L20_s1.jpg	1	16	[C19]	
f28r_L20_s1.jpg	1	17	[C01]	
f28r_L20_s1.jpg	1	18	[C13]	
f28r_L20_s1.jpg	1	19	7	
f28r_L20_s1.jpg	1	20	[C10]	
f28r_L20_s1.jpg	1	21	[C04]	
f28r_L20_s1.jpg	1	22	[C01]	
f28r_L20_s1.jpg	1	23	[C11]	
f28r_L20_s1.jpg	1	24	[C01]	
f28r_L20_s1.jpg	1	25	[C13]	
f28r_L20_s1.jpg	1	26	n	
f28r_L20_s1.jpg	1	27	v	
f28r_L20_s1.jpg	1	28	x	
f28r_L20_s1.jpg	1	29	[C10]	
f28r_L20_s1.jpg	1	30	7	
f28r_L20_s1.jpg	1	31	[C04]	
f28r_L20_s1.jpg	1	32	f	
f28r_L20_s1.jpg	1	33	[C13]	
f28r_L20_s1.jpg	1	34	[C09]	single line only in this band; rest of crop area blank margin; line cut at crop edge, continues s2
f28r_L20_s2.jpg	1	1	[C01]	overlap-continuation, new tokens begin
f28r_L20_s2.jpg	1	2	[C11]	
f28r_L20_s2.jpg	1	3	H	Latin capital H, new literal
f28r_L20_s2.jpg	1	4	o	
f28r_L20_s2.jpg	1	5	I	
f28r_L20_s2.jpg	1	6	[C01]	
f28r_L20_s2.jpg	1	7	[C13]	
f28r_L20_s2.jpg	1	8	[C10]	
f28r_L20_s2.jpg	1	9	v	
f28r_L20_s2.jpg	1	10	E	
f28r_L20_s2.jpg	1	11	R	
f28r_L20_s2.jpg	1	12	[C01]	
f28r_L20_s2.jpg	1	13	f	
f28r_L20_s2.jpg	1	14	[C04]	
f28r_L20_s2.jpg	1	15	[C13]	
f28r_L20_s2.jpg	1	16	f	
f28r_L20_s2.jpg	1	17	[C09]	
f28r_L20_s2.jpg	1	18	[C11]	
f28r_L20_s2.jpg	1	19	[C01]	
f28r_L20_s2.jpg	1	20	o	
f28r_L20_s2.jpg	1	21	[C01]	
f28r_L20_s2.jpg	1	22	[C18]	
f28r_L20_s2.jpg	1	23	[C19]	
f28r_L20_s2.jpg	1	24	[C10]	line ends; rest of page below is blank margin with an ink blot/smudge, no further text in this crop
f28r_L21_s1.jpg	1	1	(blank)	bottom margin of recto, no ink text visible, page edge crease only
f28r_L21_s2.jpg	1	1	(blank)	bottom margin of recto, no ink text visible, page edge/binding shadow only
f28v_L01_s1.jpg	1	1	(blank)	top margin of verso, torn/creased corner, no text
f28v_L01_s2.jpg	1	1	[PLAIN: "d."]	small isolated flourish with a dot, top margin, not body text; faint pencil marks below illegible
f28v_L02_s1.jpg	1	1	[C01]	
f28v_L02_s1.jpg	1	2	[C13]	
f28v_L02_s1.jpg	1	3	[C10]	
f28v_L02_s1.jpg	1	4	[C01]	
f28v_L02_s1.jpg	1	5	x	
f28v_L02_s1.jpg	1	6	[C09]	
f28v_L02_s1.jpg	1	7	[C04]	
f28v_L02_s1.jpg	1	8	[C14]	
f28v_L02_s1.jpg	1	9	[C17]	heart-shaped mark
f28v_L02_s1.jpg	1	10	[C13]	
f28v_L02_s1.jpg	1	11	[C04]	
f28v_L02_s1.jpg	1	12	[C10]	
f28v_L02_s1.jpg	1	13	m	
f28v_L02_s1.jpg	1	14	[C01]	line cut at crop edge, continues s2
f28v_L02_s1.jpg	2	1	T	
f28v_L02_s1.jpg	2	2	o	
f28v_L02_s1.jpg	2	3	v	
f28v_L02_s1.jpg	2	4	[C01]	
f28v_L02_s1.jpg	2	5	[C13]	
f28v_L02_s1.jpg	2	6	[C01]	
f28v_L02_s1.jpg	2	7	[C13]	
f28v_L02_s1.jpg	2	8	T	
f28v_L02_s1.jpg	2	9	o	
f28v_L02_s1.jpg	2	10	[C06]	
f28v_L02_s1.jpg	2	11	[C13]	
f28v_L02_s1.jpg	2	12	[C01]	
f28v_L02_s1.jpg	2	13	o	
f28v_L02_s1.jpg	2	14	v	line cut at crop edge, continues s2
f28v_L02_s2.jpg	1	1	s	overlap-continuation, new tokens begin
f28v_L02_s2.jpg	1	2	o	
f28v_L02_s2.jpg	1	3	v	
f28v_L02_s2.jpg	1	4	H	
f28v_L02_s2.jpg	1	5	I	
f28v_L02_s2.jpg	1	6	n	
f28v_L02_s2.jpg	1	7	v	
f28v_L02_s2.jpg	1	8	x	
f28v_L02_s2.jpg	1	9	[C01]	
f28v_L02_s2.jpg	1	10	o	
f28v_L02_s2.jpg	1	11	R	
f28v_L02_s2.jpg	1	12	a	
f28v_L02_s2.jpg	1	13	I	
f28v_L02_s2.jpg	1	14	[C04]	
f28v_L02_s2.jpg	1	15	[C19]	
f28v_L02_s2.jpg	1	16	I	
f28v_L02_s2.jpg	1	17	[C13]	
f28v_L02_s2.jpg	1	18	f	
f28v_L02_s2.jpg	1	19	[C01]	
f28v_L02_s2.jpg	1	20	z	
f28v_L02_s2.jpg	1	21	A	
f28v_L02_s2.jpg	1	22	[C13]	
f28v_L02_s2.jpg	1	23	[C09]	
f28v_L02_s2.jpg	1	24	E	
f28v_L02_s2.jpg	1	25	o	
f28v_L02_s2.jpg	1	26	[C01]	
f28v_L02_s2.jpg	1	27	[C11]	
f28v_L02_s2.jpg	1	28	o	
f28v_L02_s2.jpg	1	29	v	
f28v_L02_s2.jpg	1	30	[C01]	
f28v_L02_s2.jpg	1	31	I	
f28v_L02_s2.jpg	1	32	[C09]	
f28v_L02_s2.jpg	1	33	[C04]	
f28v_L02_s2.jpg	1	34	s	
f28v_L02_s2.jpg	1	35	[C13]	
f28v_L02_s2.jpg	1	36	H	line ends at crop right margin
f28v_L02_s2.jpg	2	1	[C23]	overlap-continuation, new tokens begin; vertical stroke with small loop/circle at bottom, new code distinct from C11
f28v_L02_s2.jpg	2	2	[C01]	
f28v_L02_s2.jpg	2	3	v	
f28v_L02_s2.jpg	2	4	E	
f28v_L02_s2.jpg	2	5	[C07]	
f28v_L02_s2.jpg	2	6	o	
f28v_L02_s2.jpg	2	7	I	
f28v_L02_s2.jpg	2	8	[C10]	
f28v_L02_s2.jpg	2	9	[C01]	
f28v_L02_s2.jpg	2	10	f	
f28v_L02_s2.jpg	2	11	[C04]	
f28v_L02_s2.jpg	2	12	[C13]	
f28v_L02_s2.jpg	2	13	f	
f28v_L02_s2.jpg	2	14	[C04]	
f28v_L02_s2.jpg	2	15	[C11]	
f28v_L02_s2.jpg	2	16	f	
f28v_L02_s2.jpg	2	17	[C01]	
f28v_L02_s2.jpg	2	18	[C06]	
f28v_L02_s2.jpg	2	19	[C13]	
f28v_L02_s2.jpg	2	20	f	
f28v_L02_s2.jpg	2	21	o	
f28v_L02_s2.jpg	2	22	v	
f28v_L02_s2.jpg	2	23	z	
f28v_L02_s2.jpg	2	24	I	
f28v_L02_s2.jpg	2	25	[C01]	
f28v_L02_s2.jpg	2	26	T	
f28v_L02_s2.jpg	2	27	o	
f28v_L02_s2.jpg	2	28	[C10]	
f28v_L02_s2.jpg	2	29	T	
f28v_L02_s2.jpg	2	30	[C01]	
f28v_L02_s2.jpg	2	31	I	
f28v_L02_s2.jpg	2	32	f	
f28v_L02_s2.jpg	2	33	[C10]	
f28v_L02_s2.jpg	2	34	[C01]	
f28v_L02_s2.jpg	2	35	[C13]	
f28v_L02_s2.jpg	2	36	v	
f28v_L02_s2.jpg	2	37	[C01]	line ends at crop right margin
f28v_L03_s1.jpg	0	1	(spillover)	faint tops of a few signs at very top edge of crop, likely bottom of previous band's line2 descenders bleeding across the fixed crop boundary; not retranscribed here to avoid duplicating f28v_L02 line2 content
f28v_L03_s1.jpg	1	1	T	
f28v_L03_s1.jpg	1	2	[C11]	
f28v_L03_s1.jpg	1	3	[C09]	
f28v_L03_s1.jpg	1	4	[C10]	
f28v_L03_s1.jpg	1	5	f	
f28v_L03_s1.jpg	1	6	n	
f28v_L03_s1.jpg	1	7	v	
f28v_L03_s1.jpg	1	8	x	
f28v_L03_s1.jpg	1	9	[C01]	
f28v_L03_s1.jpg	1	10	[C13]	
f28v_L03_s1.jpg	1	11	v	
f28v_L03_s1.jpg	1	12	[C10]	
f28v_L03_s1.jpg	1	13	[C04]	
f28v_L03_s1.jpg	1	14	T	
f28v_L03_s1.jpg	1	15	[C11]	
f28v_L03_s1.jpg	1	16	v	line cut at crop edge, continues s2
f28v_L03_s2.jpg	0	1	(spillover)	continuation of the same top-edge fragment as in s1, not retranscribed
f28v_L03_s2.jpg	1	1	[C13]	overlap-continuation, new tokens begin
f28v_L03_s2.jpg	1	2	7	
f28v_L03_s2.jpg	1	3	f	
f28v_L03_s2.jpg	1	4	s	
f28v_L03_s2.jpg	1	5	o	
f28v_L03_s2.jpg	1	6	3	
f28v_L03_s2.jpg	1	7	[C06]	
f28v_L03_s2.jpg	1	8	x	
f28v_L03_s2.jpg	1	9	[C10]	
f28v_L03_s2.jpg	1	10	[C10]	
f28v_L03_s2.jpg	1	11	[C13]	
f28v_L03_s2.jpg	1	12	f	
f28v_L03_s2.jpg	1	13	[C10]	
f28v_L03_s2.jpg	1	14	7	
f28v_L03_s2.jpg	1	15	[C04]	
f28v_L03_s2.jpg	1	16	[C04]	
f28v_L03_s2.jpg	1	17	z	
f28v_L03_s2.jpg	1	18	v	
f28v_L03_s2.jpg	1	19	[C04]	
f28v_L03_s2.jpg	1	20	T	
f28v_L03_s2.jpg	1	21	[C10]	
f28v_L03_s2.jpg	1	22	v	
f28v_L03_s2.jpg	1	23	[C07]	
f28v_L03_s2.jpg	1	24	[C01]	
f28v_L03_s2.jpg	1	25	[C13]	
f28v_L03_s2.jpg	1	26	S	
f28v_L03_s2.jpg	1	27	I	
f28v_L03_s2.jpg	1	28	[C13]	
f28v_L03_s2.jpg	1	29	v	
f28v_L03_s2.jpg	1	30	[C14]	
f28v_L03_s2.jpg	1	31	T	
f28v_L03_s2.jpg	1	32	[C10]	
f28v_L03_s2.jpg	1	33	v	
f28v_L03_s2.jpg	1	34	[C07]	
f28v_L03_s2.jpg	1	35	[C01]	
f28v_L03_s2.jpg	1	36	v	
f28v_L03_s2.jpg	1	37	7	
f28v_L03_s2.jpg	1	38	[C01]	line ends near crop right margin
f28v_L03_s2.jpg	2	1	v	overlap-continuation, new tokens begin
f28v_L03_s2.jpg	2	2	[C10]	
f28v_L03_s2.jpg	2	3	[C04]	
f28v_L03_s2.jpg	2	4	T	
f28v_L03_s2.jpg	2	5	[C11]	
f28v_L03_s2.jpg	2	6	v	
f28v_L03_s2.jpg	2	7	T	
f28v_L03_s2.jpg	2	8	[C01]	
f28v_L03_s2.jpg	2	9	[C13]	
f28v_L03_s2.jpg	2	10	f	
f28v_L03_s2.jpg	2	11	[C01]	
f28v_L03_s2.jpg	2	12	[C01]	
f28v_L03_s2.jpg	2	13	[C11]	
f28v_L03_s2.jpg	2	14	[C06]	
f28v_L03_s2.jpg	2	15	[C13]	
f28v_L03_s2.jpg	2	16	[C09]	
f28v_L03_s2.jpg	2	17	[C11]	
f28v_L03_s2.jpg	2	18	n	
f28v_L03_s2.jpg	2	19	v	
f28v_L03_s2.jpg	2	20	7	
f28v_L03_s2.jpg	2	21	[C10]	
f28v_L03_s2.jpg	2	22	o	
f28v_L03_s2.jpg	2	23	[C10]	
f28v_L03_s2.jpg	2	24	[C06]	
f28v_L03_s2.jpg	2	25	I	
f28v_L03_s2.jpg	2	26	f	
f28v_L03_s2.jpg	2	27	[C09]	
f28v_L03_s2.jpg	2	28	[C04]	
f28v_L03_s2.jpg	2	29	[C11]	
f28v_L03_s2.jpg	2	30	[C13]	
f28v_L03_s2.jpg	2	31	7	
f28v_L03_s2.jpg	2	32	f	
f28v_L03_s2.jpg	2	33	v	
f28v_L03_s2.jpg	2	34	z	
f28v_L03_s2.jpg	2	35	E	
f28v_L03_s2.jpg	2	36	[C01]	
f28v_L03_s2.jpg	2	37	I	
f28v_L03_s2.jpg	2	38	[C04]	
f28v_L03_s2.jpg	2	39	o	
f28v_L03_s2.jpg	2	40	[C13]	
f28v_L03_s2.jpg	2	41	v	
f28v_L03_s2.jpg	2	42	[C11]	
f28v_L03_s2.jpg	2	43	[C01]	line ends at crop right margin
f28v_L04_s1.jpg	1	1	o	
f28v_L04_s1.jpg	1	2	E	
f28v_L04_s1.jpg	1	3	[C13]	
f28v_L04_s1.jpg	1	4	f	
f28v_L04_s1.jpg	1	5	[C04]	
f28v_L04_s1.jpg	1	6	o	
f28v_L04_s1.jpg	1	7	v	
f28v_L04_s1.jpg	1	8	H	
f28v_L04_s1.jpg	1	9	I	
f28v_L04_s1.jpg	1	10	[C09]	
f28v_L04_s1.jpg	1	11	[C19]	
f28v_L04_s1.jpg	1	12	o	
f28v_L04_s1.jpg	1	13	[C11]	line cut at crop edge, continues s2
f28v_L04_s1.jpg	2	1	[C09]	
f28v_L04_s1.jpg	2	2	[C04]	
f28v_L04_s1.jpg	2	3	[C13]	
f28v_L04_s1.jpg	2	4	[C04]	
f28v_L04_s1.jpg	2	5	[C11]	
f28v_L04_s1.jpg	2	6	f	
f28v_L04_s1.jpg	2	7	[C13]	
f28v_L04_s1.jpg	2	8	[C09]	
f28v_L04_s1.jpg	2	9	[C01]	
f28v_L04_s1.jpg	2	10	z	
f28v_L04_s1.jpg	2	11	I	
f28v_L04_s1.jpg	2	12	[C01]	
f28v_L04_s1.jpg	2	13	[C11]	line cut at crop edge, continues s2
f28v_L04_s2.jpg	1	1	E	overlap-continuation, new tokens begin
f28v_L04_s2.jpg	1	2	o	
f28v_L04_s2.jpg	1	3	[C01]	
f28v_L04_s2.jpg	1	4	[C11]	
f28v_L04_s2.jpg	1	5	[C13]	
f28v_L04_s2.jpg	1	6	o	
f28v_L04_s2.jpg	1	7	v	
f28v_L04_s2.jpg	1	8	[C01]	
f28v_L04_s2.jpg	1	9	I	
f28v_L04_s2.jpg	1	10	[C09]	
f28v_L04_s2.jpg	1	11	[C09]	
f28v_L04_s2.jpg	1	12	E	
f28v_L04_s2.jpg	1	13	o	
f28v_L04_s2.jpg	1	14	s	
f28v_L04_s2.jpg	1	15	[C19]	
f28v_L04_s2.jpg	1	16	[C01]	
f28v_L04_s2.jpg	1	17	I	
f28v_L04_s2.jpg	1	18	[C13]	
f28v_L04_s2.jpg	1	19	[C01]	
f28v_L04_s2.jpg	1	20	[C08]	
f28v_L04_s2.jpg	1	21	[C01]	
f28v_L04_s2.jpg	1	22	[C11]	
f28v_L04_s2.jpg	1	23	o	
f28v_L04_s2.jpg	1	24	v	
f28v_L04_s2.jpg	1	25	[C01]	
f28v_L04_s2.jpg	1	26	I	
f28v_L04_s2.jpg	1	27	[C09]	
f28v_L04_s2.jpg	1	28	[C04]	
f28v_L04_s2.jpg	1	29	[C10]	
f28v_L04_s2.jpg	1	30	[C23]	
f28v_L04_s2.jpg	1	31	[C10]	
f28v_L04_s2.jpg	1	32	o	
f28v_L04_s2.jpg	1	33	I	
f28v_L04_s2.jpg	1	34	[C09]	
f28v_L04_s2.jpg	1	35	[C04]	
f28v_L04_s2.jpg	1	36	[C11]	line ends at crop right margin
f28v_L04_s2.jpg	2	1	z	overlap-continuation, new tokens begin
f28v_L04_s2.jpg	2	2	I	
f28v_L04_s2.jpg	2	3	[C01]	
f28v_L04_s2.jpg	2	4	[C11]	
f28v_L04_s2.jpg	2	5	n	
f28v_L04_s2.jpg	2	6	v	
f28v_L04_s2.jpg	2	7	x	
f28v_L04_s2.jpg	2	8	[C13]	
f28v_L04_s2.jpg	2	9	v	
f28v_L04_s2.jpg	2	10	[C10]	
f28v_L04_s2.jpg	2	11	[C07]	
f28v_L04_s2.jpg	2	12	o	
f28v_L04_s2.jpg	2	13	I	
f28v_L04_s2.jpg	2	14	[C09]	
f28v_L04_s2.jpg	2	15	[C04]	
f28v_L04_s2.jpg	2	16	[C11]	
f28v_L04_s2.jpg	2	17	f	
f28v_L04_s2.jpg	2	18	[C10]	
f28v_L04_s2.jpg	2	19	[C11]	
f28v_L04_s2.jpg	2	20	v	
f28v_L04_s2.jpg	2	21	s	
f28v_L04_s2.jpg	2	22	z	
f28v_L04_s2.jpg	2	23	[C01]	
f28v_L04_s2.jpg	2	24	z	
f28v_L04_s2.jpg	2	25	f	
f28v_L04_s2.jpg	2	26	[C10]	
f28v_L04_s2.jpg	2	27	o	
f28v_L04_s2.jpg	2	28	f	
f28v_L04_s2.jpg	2	29	x	
f28v_L04_s2.jpg	2	30	[C10]	line ends near crop right margin
f28v_L05_s1.jpg	1	1	f	
f28v_L05_s1.jpg	1	2	[C13]	
f28v_L05_s1.jpg	1	3	v	
f28v_L05_s1.jpg	1	4	[C13]	
f28v_L05_s1.jpg	1	5	x	
f28v_L05_s1.jpg	1	6	[C09]	
f28v_L05_s1.jpg	1	7	[C04]	
f28v_L05_s1.jpg	1	8	[C22]	
f28v_L05_s1.jpg	1	9	o	
f28v_L05_s1.jpg	1	10	f	
f28v_L05_s1.jpg	1	11	o	
f28v_L05_s1.jpg	1	12	7	
f28v_L05_s1.jpg	1	13	[C04]	
f28v_L05_s1.jpg	1	14	[C04]	
f28v_L05_s1.jpg	1	15	z	line cut at crop edge, continues s2
f28v_L05_s1.jpg	2	1	o	
f28v_L05_s1.jpg	2	2	v	
f28v_L05_s1.jpg	2	3	H	
f28v_L05_s1.jpg	2	4	I	
f28v_L05_s1.jpg	2	5	T	
f28v_L05_s1.jpg	2	6	z	
f28v_L05_s1.jpg	2	7	v	
f28v_L05_s1.jpg	2	8	[C01]	
f28v_L05_s1.jpg	2	9	s	
f28v_L05_s1.jpg	2	10	[C13]	
f28v_L05_s1.jpg	2	11	[C09]	
f28v_L05_s1.jpg	2	12	[C04]	
f28v_L05_s1.jpg	2	13	[C01]	
f28v_L05_s1.jpg	2	14	[C13]	line cut at crop edge, continues s2
f28v_L05_s2.jpg	1	1	7	overlap-continuation, new tokens begin
f28v_L05_s2.jpg	1	2	[C04]	
f28v_L05_s2.jpg	1	3	[C04]	
f28v_L05_s2.jpg	1	4	z	
f28v_L05_s2.jpg	1	5	v	
f28v_L05_s2.jpg	1	6	T	
f28v_L05_s2.jpg	1	7	[C01]	
f28v_L05_s2.jpg	1	8	o	
f28v_L05_s2.jpg	1	9	I	
f28v_L05_s2.jpg	1	10	f	
f28v_L05_s2.jpg	1	11	[C01]	
f28v_L05_s2.jpg	1	12	o	
f28v_L05_s2.jpg	1	13	v	
f28v_L05_s2.jpg	1	14	[C04]	
f28v_L05_s2.jpg	1	15	[C11]	
f28v_L05_s2.jpg	1	16	[C10]	
f28v_L05_s2.jpg	1	17	T	
f28v_L05_s2.jpg	1	18	o	
f28v_L05_s2.jpg	1	19	[C01]	
f28v_L05_s2.jpg	1	20	z	
f28v_L05_s2.jpg	1	21	[C19]	
f28v_L05_s2.jpg	1	22	[C11]	
f28v_L05_s2.jpg	1	23	o	
f28v_L05_s2.jpg	1	24	v	
f28v_L05_s2.jpg	1	25	6	
f28v_L05_s2.jpg	1	26	[C07]	
f28v_L05_s2.jpg	1	27	I	
f28v_L05_s2.jpg	1	28	f	
f28v_L05_s2.jpg	1	29	[C10]	
f28v_L05_s2.jpg	1	30	n	
f28v_L05_s2.jpg	1	31	v	
f28v_L05_s2.jpg	1	32	[C11]	
f28v_L05_s2.jpg	1	33	[C01]	
f28v_L05_s2.jpg	1	34	[C13]	line ends near crop right margin
f28v_L05_s2.jpg	2	1	[C10]	overlap-continuation, new tokens begin
f28v_L05_s2.jpg	2	2	I	
f28v_L05_s2.jpg	2	3	[C01]	
f28v_L05_s2.jpg	2	4	[C07]	
f28v_L05_s2.jpg	2	5	[C13]	
f28v_L05_s2.jpg	2	6	v	
f28v_L05_s2.jpg	2	7	[C10]	
f28v_L05_s2.jpg	2	8	[C04]	
f28v_L05_s2.jpg	2	9	T	
f28v_L05_s2.jpg	2	10	z	
f28v_L05_s2.jpg	2	11	H	
f28v_L05_s2.jpg	2	12	I	
f28v_L05_s2.jpg	2	13	[C19]	
f28v_L05_s2.jpg	2	14	ρ	rho-like small mark distinct from full C01, kept as C01 variant
f28v_L05_s2.jpg	2	15	[C13]	
f28v_L05_s2.jpg	2	16	n	
f28v_L05_s2.jpg	2	17	v	
f28v_L05_s2.jpg	2	18	[C11]	
f28v_L05_s2.jpg	2	19	[C01]	
f28v_L05_s2.jpg	2	20	n	
f28v_L05_s2.jpg	2	21	v	
f28v_L05_s2.jpg	2	22	[C11]	
f28v_L05_s2.jpg	2	23	[C04]	
f28v_L05_s2.jpg	2	24	[C13]	
f28v_L05_s2.jpg	2	25	s	
f28v_L05_s2.jpg	2	26	T	
f28v_L05_s2.jpg	2	27	[C10]	
f28v_L05_s2.jpg	2	28	7	
f28v_L05_s2.jpg	2	29	f	
f28v_L05_s2.jpg	2	30	[C09]	
f28v_L05_s2.jpg	2	31	[C13]	
f28v_L05_s2.jpg	2	32	n	
f28v_L05_s2.jpg	2	33	v	
f28v_L05_s2.jpg	2	34	x	
f28v_L05_s2.jpg	2	35	[C14]	
f28v_L05_s2.jpg	2	36	T	
f28v_L05_s2.jpg	2	37	[C10]	line ends at crop right margin
f28v_L06_s1.jpg	1	1	[C01]	
f28v_L06_s1.jpg	1	2	E	
f28v_L06_s1.jpg	1	3	[C13]	
f28v_L06_s1.jpg	1	4	f	
f28v_L06_s1.jpg	1	5	[C04]	
f28v_L06_s1.jpg	1	6	7	
f28v_L06_s1.jpg	1	7	6	
f28v_L06_s1.jpg	1	8	[C13]	
f28v_L06_s1.jpg	1	9	[C09]	
f28v_L06_s1.jpg	1	10	v	
f28v_L06_s1.jpg	1	11	[C04]	
f28v_L06_s1.jpg	1	12	[C11]	
f28v_L06_s1.jpg	1	13	[C01]	
f28v_L06_s1.jpg	1	14	o	
f28v_L06_s1.jpg	1	15	v	line cut at crop edge, continues s2
f28v_L06_s1.jpg	2	1	6	
f28v_L06_s1.jpg	2	2	[C13]	
f28v_L06_s1.jpg	2	3	[C14]	
f28v_L06_s1.jpg	2	4	[C10]	
f28v_L06_s1.jpg	2	5	x	
f28v_L06_s1.jpg	2	6	[C13]	
f28v_L06_s1.jpg	2	7	[C01]	
f28v_L06_s1.jpg	2	8	v	
f28v_L06_s1.jpg	2	9	E	
f28v_L06_s1.jpg	2	10	o	
f28v_L06_s1.jpg	2	11	E	
f28v_L06_s1.jpg	2	12	[C01]	
f28v_L06_s1.jpg	2	13	x	
f28v_L06_s1.jpg	2	14	[C09]	line cut at crop edge, continues s2
f28v_L06_s2.jpg	1	1	[C11]	overlap-continuation, new tokens begin
f28v_L06_s2.jpg	1	2	[C01]	
f28v_L06_s2.jpg	1	3	o	
f28v_L06_s2.jpg	1	4	v	
f28v_L06_s2.jpg	1	5	T	
f28v_L06_s2.jpg	1	6	[C01]	
f28v_L06_s2.jpg	1	7	[C13]	
f28v_L06_s2.jpg	1	8	[C01]	
f28v_L06_s2.jpg	1	9	[C11]	
f28v_L06_s2.jpg	1	10	f	
f28v_L06_s2.jpg	1	11	[C04]	
f28v_L06_s2.jpg	1	12	o	
f28v_L06_s2.jpg	1	13	[C09]	
f28v_L06_s2.jpg	1	14	[C04]	
f28v_L06_s2.jpg	1	15	[C13]	
f28v_L06_s2.jpg	1	16	f	
f28v_L06_s2.jpg	1	17	[C01]	
f28v_L06_s2.jpg	1	18	o	
f28v_L06_s2.jpg	1	19	f	
f28v_L06_s2.jpg	1	20	[C04]	
f28v_L06_s2.jpg	1	21	R	
f28v_L06_s2.jpg	1	22	z	
f28v_L06_s2.jpg	1	23	[C01]	
f28v_L06_s2.jpg	1	24	[C04]	
f28v_L06_s2.jpg	1	25	[C01]	
f28v_L06_s2.jpg	1	26	[C11]	
f28v_L06_s2.jpg	1	27	[C01]	
f28v_L06_s2.jpg	1	28	I	
f28v_L06_s2.jpg	1	29	[C09]	
f28v_L06_s2.jpg	1	30	[C04]	
