id	kind	cluster	dist
f107_10_004	sign	7	5.927
f107_10_005	sign	27	6.746
f107_10_006	sign	16	4.011
f107_10_007	sign	30	5.994
f107_10_008	sign	1	5.435
f107_11_001	sign	13	4.753
f107_11_002	sign	55	7.272
f107_11_003	sign	1	4.619
f107_11_004	sign	8	5.166
f107_11_005	sign	13	5.554
f107_12_001	sign	4	5.628
f107_12_002	sign	30	5.476
f107_12_003	sign	1	2.648
f107_12_004	sign	11	4.944
f107_12_005	sign	28	4.800
f107_12_006	sign	53	3.967
f107_12_007	sign	3	6.172
f107_12_008	sign	55	5.942
f107_12_009	sign	33	5.523
f107_12_010	sign	30	5.868
f107_12_011	sign	27	5.959
f107_12_012	sign	7	5.664
f107_12_013	sign	7	4.246
f107_13_001	sign	59	5.420
f107_13_002	sign	23	6.835
f107_13_003	sign	30	5.017
f107_13_004	sign	55	6.254
f107_13_005	sign	11	6.215
f107_13_006	sign	8	4.053
f107_13_007	sign	1	3.837
f107_13_008	sign	38	3.998
f107_13_009	sign	8	6.501
f107_13_010	sign	12	6.075
f107_14_001	sign	23	7.631
f107_14_002	sign	51	7.336
f107_14_003	sign	44	5.331
f107_14_004	sign	8	3.744
f107_14_005	sign	22	5.248
f107_14_006	sign	23	8.201
f107_14_007	sign	5	5.031
f107_14_008	sign	0	4.606
f107_14_009	sign	18	3.104
f107_14_010	sign	50.1	6.819
f107_14_011	sign	18	4.001
f107_15_001	sign	40	5.183
f107_15_002	sign	54	5.927
f107_15_003	sign	31	3.852
f107_15_004	sign	0	3.859
f107_15_005	sign	11	5.456
f107_15_006	sign	37	6.613
f107_15_007	sign	6	3.987
f107_16_001	sign	6	3.815
f107_16_002	sign	40	4.984
f107_16_003	sign	52	4.827
f107_16_004	sign	44	6.090
f107_16_005	sign	59	5.819
f107_16_006	sign	7	4.469
f107_16_007	sign	6	3.721
f107_17_001	sign	57	4.541
f107_17_002	sign	40	5.973
f107_17_003	sign	49.1	3.594
f107_17_004	sign	56	4.556
f107_17_005	sign	25	6.283
f107_17_006	sign	8	6.065
f107_17_007	sign	55	5.843
f107_17_008	sign	6	5.391
f107_17_009	sign	0	3.896
f107_18_001	sign	40	4.835
f107_18_002	sign	7	4.433
f107_18_003	sign	5	6.727
f107_19_001	sign	1	2.240
f107_19_002	sign	15	6.896
f107_19_003	sign	4	6.466
f107_19_004	sign	20	3.516
f107_19_005	sign	58	7.500
f107_19_006	sign	31	4.855
f107_19_007	sign	50.2	4.742
f107_19_008	sign	39	4.974
f107_19_009	sign	55	5.933
f107_19_010	sign	23	5.832
f107_19_011	sign	11	3.778
f107_19_012	sign	54	5.645
f107_20_001	sign	34	3.045
f107_20_002	sign	34	5.064
f107_20_003	sign	34	3.601
f107_20_004	sign	34	4.209
f107_20_005	sign	34	3.064
f107_20_006	sign	34	4.197
f107_20_007	sign	34	2.838
f107_20_008	sign	10	1.998
f107_20_009	sign	10	4.014
f107_20_010	sign	10	3.965
f107_20_011	sign	34	2.714
f107_20_012	sign	34	4.427
f107_20_013	sign	10	4.124
f107_20_014	sign	34	3.243
f107_20_015	sign	34	3.611
f107_20_016	sign	34	4.709
f107_20_017	sign	34	3.339
f107_20_018	sign	9	4.253
f108_01_001	sign	5	4.960
f108_01_002	sign	52	6.801
f108_01_003	sign	0	3.606
f108_01_004	sign	2.4.0	2.731
f108_01_005	sign	11	4.020
f108_01_006	sign	11	5.099
f108_01_007	sign	57	4.911
f108_01_008	sign	36	5.385
f108_01_009	sign	48	4.939
f108_01_010	sign	2.4.1	3.522
f108_01_011	sign	47.1	3.570
f108_01_012	sign	9	6.470
f108_01_013	sign	58	4.317
f108_01_014	sign	48	6.248
f108_01_015	sign	52	5.004
f108_01_016	sign	14	6.404
f108_01_017	sign	49.0	3.851
f108_01_018	sign	50.2	3.880
f108_01_019	sign	24	4.683
f108_01_020	sign	49.0	5.422
f108_01_021	sign	24	5.426
f108_01_022	sign	49.1	4.121
f108_01_023	sign	29	7.099
f108_01_024	sign	2.1	5.978
f108_01_025	sign	47.0	4.385
f108_02_001	sign	52	5.752
f108_02_002	sign	27	6.266
f108_02_003	sign	36	4.867
f108_02_004	sign	23	6.086
f108_02_005	sign	20	3.435
f108_02_006	sign	20	3.711
f108_02_007	sign	17	5.156
f108_02_008	sign	27	5.624
f108_02_009	sign	57	4.380
f108_02_010	sign	44	3.979
f108_02_011	sign	53	4.866
f108_02_012	sign	57	3.665
f108_02_013	sign	56	3.977
f108_02_014	sign	4	6.536
f108_02_015	sign	26	3.989
f108_02_016	sign	26	4.723
f108_02_017	sign	21	4.743
f108_02_018	sign	19.1	2.889
f108_02_019	sign	20	3.713
f108_02_020	sign	18	3.422
f108_02_021	sign	36	5.866
f108_02_022	sign	53	6.783
f108_02_023	sign	33	5.455
f108_02_024	sign	47.0	4.688
f108_02_025	sign	23	6.859
f108_02_026	sign	40	4.651
f108_02_027	sign	19.7	0.000
f108_02_028	sign	51	6.394
f108_03_001	sign	4	6.063
f108_03_002	sign	42	5.868
f108_03_003	sign	13	5.946
f108_03_004	sign	55	5.376
f108_03_005	sign	55	5.851
f108_03_006	sign	1	3.557
f108_03_007	sign	7	5.443
f108_03_008	sign	8	5.679
f108_03_009	sign	27	6.413
f108_03_010	sign	28	8.380
f108_03_011	sign	7	3.765
f108_03_012	sign	16	4.388
f108_03_013	sign	35.0	5.323
f108_03_014	sign	16	4.814
f108_03_015	sign	33	3.863
f108_03_016	sign	25	5.582
f108_03_017	sign	22	4.468
f108_03_018	sign	55	4.337
f108_03_019	sign	8	4.234
f108_03_020	sign	39	5.057
f108_03_021	sign	18	5.062
f108_03_022	sign	7	3.379
f108_03_023	sign	12	6.045
f108_03_024	sign	2.5	4.571
f108_04_001	sign	13	4.578
f108_04_002	sign	7	4.294
f108_04_003	sign	7	4.166
f108_04_004	sign	5	3.010
f108_05_001	sign	32.2.0	5.580
f108_05_002	sign	20	2.797
f108_05_003	sign	40	4.800
f108_05_004	sign	39	5.584
f108_05_005	sign	30	5.692
f108_05_006	sign	29	5.511
f108_05_007	sign	20	3.200
f108_05_008	sign	11	5.149
f108_05_009	sign	59	4.326
f108_05_010	sign	31	6.626
f108_05_011	sign	30	4.951
f108_05_012	sign	39	5.525
f108_06_001	sign	24	5.510
f108_06_002	sign	57	5.041
f108_06_003	sign	56	4.142
f108_06_004	sign	19.3	3.149
f108_06_005	sign	52	5.897
f108_06_006	sign	19.3	3.115
f108_06_007	sign	1	3.344
f108_06_008	sign	32.2.0	4.047
f108_07_001	sign	24	5.374
f108_07_002	sign	56	3.338
f108_07_003	sign	40	6.479
f108_07_004	sign	53	6.921
f108_07_005	sign	4	7.193
f108_07_006	sign	30	5.527
f108_07_007	sign	31	3.882
f108_07_008	sign	55	5.335
f108_07_009	sign	54	7.522
f108_07_010	sign	9	3.713
f108_08_001	sign	24	5.812
f108_08_002	sign	13	6.299
f108_08_003	sign	17	5.816
f108_08_004	sign	56	4.799
f108_08_005	sign	8	5.814
f108_08_006	sign	28	6.055
f108_08_007	sign	16	5.413
f108_08_008	sign	33	4.577
f108_08_009	sign	5	3.607
f108_09_001	sign	16	5.692
f108_09_002	sign	15	6.429
f108_09_003	sign	46	3.980
f108_09_004	sign	33	3.923
f108_09_005	sign	57	5.474
f108_09_006	sign	50.3	3.573
f108_09_007	sign	57	3.651
f108_09_008	sign	46	5.605
f108_09_009	sign	4	5.378
f108_09_010	sign	2.5	4.571
f108_09_011	sign	51	6.152
f108_09_012	sign	23	8.226
f108_10_001	sign	54	5.492
f108_10_002	sign	56	4.238
f108_10_003	sign	30	5.347
f108_10_004	sign	59	4.763
f108_10_005	sign	49.2.1	5.747
f108_10_006	sign	23	5.395
f108_10_007	sign	19.5.0	1.893
f108_10_008	sign	12	5.668
f108_10_009	sign	21	7.712
f108_10_010	sign	42	5.180
f108_11_001	sign	9	7.258
f108_11_002	sign	4	6.708
f108_11_003	sign	49.1	5.334
f108_11_004	sign	56	5.406
f108_11_005	sign	2.2	5.652
f108_11_006	sign	26	4.904
f108_11_007	sign	26	2.918
f108_11_008	sign	13	6.823
f108_11_009	sign	56	3.547
f108_11_010	sign	59	4.508
f108_11_011	sign	59	4.706
f108_11_012	sign	55	5.059
f108_11_013	sign	16	3.951
f108_11_014	sign	15	5.982
f108_11_015	sign	2.0	4.717
f108_11_016	sign	57	4.514
f108_12_001	sign	54	6.074
f108_12_002	sign	21	4.841
f108_12_003	sign	12	5.561
f108_12_004	sign	54	6.813
f108_13_001	sign	9	5.871
f108_13_002	sign	55	4.312
f108_13_003	sign	12	5.573
f108_13_004	sign	37	5.753
f108_13_005	sign	30	5.550
f108_13_006	sign	40	7.810
f108_14_001	sign	4	5.476
f108_14_002	sign	38	5.424
f108_14_003	sign	26	4.513
f108_14_004	sign	30	5.036
f108_14_005	sign	36	5.791
f108_14_006	sign	1	4.791
f108_14_007	sign	20	4.355
f108_15_001	sign	18	2.963
f108_15_002	sign	0	2.740
f108_15_003	sign	4	6.888
f108_15_004	sign	4	6.107
f108_15_005	sign	57	3.342
f108_15_006	sign	22	6.544
f108_15_007	sign	3	7.214
f108_15_008	sign	55	6.005
f108_15_009	sign	59	3.958
f108_15_010	sign	31	5.501
f108_15_011	sign	3	5.597
f108_15_012	sign	31	4.921
f108_15_013	sign	38	5.835
f108_15_014	sign	26	4.795
f108_15_015	sign	25	4.392
f108_15_016	sign	12	6.140
f108_16_001	sign	18	5.062
f108_16_002	sign	34	3.320
f108_16_003	sign	37	6.650
f108_16_004	sign	15	6.151
f108_16_005	sign	20	3.774
f108_16_006	sign	59	6.069
f108_16_007	sign	18	2.971
f108_16_008	sign	18	4.567
f108_16_009	sign	36	5.516
f108_16_010	sign	29	7.824
f108_17_001	sign	23	7.296
f108_17_002	sign	9	4.119
f108_17_003	sign	1	5.092
f108_17_004	sign	34	4.082
f108_17_005	sign	33	5.218
f108_17_006	sign	46	6.059
f108_17_007	sign	10	4.931
f108_17_008	sign	34	3.774
f108_17_009	sign	33	5.351
f108_17_010	sign	10	3.388
f108_17_011	sign	34	3.311
f108_17_012	sign	34	4.933
f108_17_013	sign	34	3.105
f108_17_014	sign	34	2.431
f108_17_015	sign	34	3.396
f108_17_016	sign	45	5.074
f109_01_001	sign	54	5.619
f109_01_002	sign	11	4.345
f109_01_003	sign	54	5.520
f109_02_001	sign	50.2	3.655
f109_02_002	sign	29	5.782
f109_02_003	sign	56	5.142
f109_02_004	sign	17	5.238
f109_02_005	sign	31	5.166
f109_02_006	sign	49.0	5.833
f109_02_007	sign	2.3	4.758
f109_03_001	sign	23	6.341
f109_03_002	sign	49.2.1	4.076
f109_03_003	sign	36	6.014
f109_03_004	sign	23	6.184
f109_03_005	sign	42	4.653
f109_03_006	sign	17	5.936
f109_03_007	sign	14	6.059
f109_03_008	sign	11	4.874
f109_03_009	sign	44	5.533
f109_03_010	sign	53	5.048
f109_03_011	sign	55	6.964
f109_03_012	sign	3	4.982
f109_03_013	sign	14	8.416
f109_03_014	sign	19.8	3.708
f109_03_015	sign	11	5.684
f109_03_016	sign	36	6.201
f109_03_017	sign	50.2	5.481
f109_03_018	sign	49.1	5.857
f109_03_019	sign	23	7.641
f109_03_020	sign	57	4.932
f109_03_021	sign	40	4.205
f109_03_022	sign	40	6.585
f109_04_001	sign	13	7.567
f109_04_002	sign	1	3.078
f109_04_003	sign	27	5.756
f109_04_004	sign	1	2.911
f109_04_005	sign	39	5.830
f109_05_001	sign	18	4.624
f109_05_002	sign	42	4.082
f109_05_003	sign	42	5.830
f109_05_004	sign	31	5.576
f109_05_005	sign	48	5.768
f109_05_006	sign	59	5.467
f109_05_007	sign	9	4.888
f109_05_008	sign	20	3.658
f109_05_009	sign	48	6.402
f109_05_010	sign	11	5.012
f109_05_011	sign	23	7.858
f109_06_001	sign	51	7.700
f109_06_002	sign	21	4.981
f109_06_003	sign	22	5.416
f109_06_004	sign	48	6.289
f109_07_001	sign	0	2.562
f109_07_002	sign	0	3.088
f109_07_003	sign	46	6.114
f109_07_004	sign	18	5.657
f109_08_001	sign	13	6.538
f109_08_002	sign	21	5.644
f109_08_003	sign	55	5.363
f109_08_004	sign	15	6.354
f109_08_005	sign	31	4.102
f109_09_001	sign	11	4.965
f109_09_002	sign	21	6.289
f109_09_003	sign	1	3.888
f109_09_004	sign	20	4.249
f109_09_005	sign	41	4.015
f109_10_001	sign	31	5.775
f109_10_002	sign	40	4.815
f109_10_003	sign	19.3	4.884
f109_10_004	sign	21	5.761
f109_10_005	sign	54	5.779
f109_10_006	sign	1	2.947
f109_10_007	sign	20	3.650
f109_11_001	sign	57	3.350
f109_11_002	sign	6	3.846
f109_11_003	sign	13	5.539
f109_11_004	sign	1	3.924
f109_11_005	sign	1	5.929
f109_11_006	sign	46	4.343
f109_12_001	sign	6	4.491
f109_12_002	sign	13	5.391
f109_12_003	sign	48	6.888
f109_12_004	sign	57	2.928
f109_13_001	sign	20	4.683
f109_13_002	sign	55	6.134
f109_13_003	sign	11	4.025
f109_13_004	sign	1	4.239
f109_13_005	sign	39	6.457
f109_13_006	sign	59	4.622
f109_13_007	sign	20	4.366
f109_13_008	sign	3	6.082
f109_13_009	sign	13	6.300
f109_13_010	sign	13	5.382
f109_13_011	sign	50.1	3.817
f109_13_012	sign	33	4.211
f109_13_013	sign	57	3.417
f109_13_014	sign	11	5.222
f109_14_001	sign	5	5.596
f109_14_002	sign	55	5.899
f109_14_003	sign	29	5.883
f109_14_004	sign	42	5.780
f109_14_005	sign	32.2.0	5.709
f109_14_006	sign	30	6.272
f109_14_007	sign	5	2.421
f109_14_008	sign	16	4.558
f109_14_009	sign	15	4.688
f109_14_010	sign	52	5.419
f109_14_011	sign	20	3.742
f109_14_012	sign	9	6.465
f109_14_013	sign	0	3.528
f109_14_014	sign	57	3.198
f109_14_015	sign	11	5.112
f109_14_016	sign	29	5.254
f109_14_017	sign	5	3.538
f109_14_018	sign	4	3.456
f109_14_019	sign	57	3.094
f109_15_001	sign	15	6.826
f109_15_002	sign	57	3.234
f109_15_003	sign	20	4.711
f109_15_004	sign	9	4.156
f109_15_005	sign	12	6.747
f109_15_006	sign	0	3.206
f109_15_007	sign	0	3.893
f109_15_008	sign	6	4.728
f109_15_009	sign	6	4.595
f109_15_010	sign	57	5.119
f109_15_011	sign	5	4.020
f109_15_012	sign	57	3.816
f109_15_013	sign	26	4.420
f109_15_014	sign	4	4.045
f109_15_015	sign	5	4.424
f109_16_001	sign	41	4.016
f109_16_002	sign	1	4.639
f109_16_003	sign	1	2.716
f109_16_004	sign	15	4.810
f109_16_005	sign	17	6.660
f109_16_006	sign	0	3.102
f109_16_007	sign	21	5.260
f109_16_008	sign	12	4.100
f109_16_009	sign	31	5.694
f109_16_010	sign	33	3.643
f109_16_011	sign	57	4.616
f109_16_012	sign	41	2.374
f109_16_013	sign	41	4.003
f109_16_014	sign	0	3.618
f109_16_015	sign	57	3.879
f109_16_016	sign	49.1	5.386
f109_16_017	sign	41	2.779
f109_16_018	sign	41	3.762
f109_16_019	sign	6	4.578
f109_17_001	sign	0	2.516
f109_17_002	sign	18	4.803
f109_17_003	sign	16	5.241
f109_17_004	sign	18	2.765
f109_17_005	sign	37	5.193
f109_17_006	sign	0	4.353
f109_17_007	sign	33	4.390
f109_17_008	sign	41	5.089
f109_18_001	sign	46	5.147
f109_18_002	sign	34	3.622
f109_18_003	sign	10	3.426
f109_18_004	sign	10	3.281
f109_18_005	sign	10	3.373
f109_18_006	sign	33	4.763
f109_18_007	sign	10	3.281
f109_18_008	sign	33	4.425
f109_18_009	sign	7	5.601
f109_18_010	sign	57	4.782
f109_18_011	sign	10	1.644
f109_18_012	sign	7	3.936
f109_18_013	sign	34	4.405
f109_18_014	sign	41	3.005
f110_01_001	sign	28	7.123
f110_01_002	sign	18	5.273
f110_01_003	sign	57	4.065
f110_01_004	sign	14	6.230
f110_01_005	sign	2.2	4.887
f110_01_006	sign	32.1	3.421
f110_01_007	sign	49.1	5.568
f110_01_008	sign	45	5.601
f110_01_009	sign	51	5.166
f110_01_010	sign	47.1	2.869
f110_01_011	sign	50.1	4.907
f110_01_012	sign	49.2.0	4.501
f110_01_013	sign	49.2.0	3.478
f110_01_014	sign	2.0	3.937
f110_01_015	sign	51	7.150
f110_01_016	sign	48	5.641
f110_01_017	sign	32.2.0	5.573
f110_01_018	sign	48	5.927
f110_01_019	sign	47.1	4.630
f110_01_020	sign	27	5.581
f110_01_021	sign	50.2	3.315
f110_01_022	sign	18	5.905
f110_02_001	sign	11	6.478
f110_02_002	sign	23	4.041
f110_02_003	sign	43	3.725
f110_02_004	sign	50.1	4.945
f110_02_005	sign	57	4.658
f110_02_006	sign	44	4.420
f110_02_007	sign	53	3.950
f110_02_008	sign	55	5.322
f110_02_009	sign	3	5.938
f110_02_010	sign	39	5.697
f110_02_011	sign	19.1	2.916
f110_02_012	sign	58	6.213
f110_02_013	sign	35.1	5.551
f110_02_014	sign	11	6.829
f110_02_015	sign	47.1	5.542
f110_02_016	sign	2.3	5.303
f110_02_017	sign	6	3.619
f110_03_001	sign	0	3.345
f110_03_002	sign	51	5.535
f110_03_003	sign	4	4.913
f110_03_004	sign	20	3.866
f110_03_005	sign	8	6.905
f110_03_006	sign	18	3.463
f110_03_007	sign	20	3.904
f110_03_008	sign	38	5.582
f110_03_009	sign	45	5.543
f110_03_010	sign	38	6.067
f110_03_011	sign	57	5.960
f110_03_012	sign	22	7.492
f110_03_013	sign	6	3.836
f110_03_014	sign	41	5.717
f110_04_001	sign	6	4.025
f110_04_002	sign	8	6.633
f110_04_003	sign	7	5.264
f110_04_004	sign	8	5.456
f110_04_005	sign	59	4.396
f110_04_006	sign	38	4.394
f110_04_007	sign	8	5.456
f110_04_008	sign	21	6.015
f110_05_001	sign	37	6.187
f110_05_002	sign	8	6.680
f110_05_003	sign	22	6.677
f110_05_004	sign	25	5.980
f110_05_005	sign	1	2.824
f110_05_006	sign	31	3.841
f110_05_007	sign	2.3	6.122
f110_05_008	sign	0	3.741
f110_06_001	sign	32.0	3.404
f110_06_002	sign	20	4.041
f110_06_003	sign	20	3.883
f110_06_004	sign	16	3.630
f110_06_005	sign	12	6.750
f110_06_006	sign	39	4.124
f110_06_007	sign	13	5.300
f110_06_008	sign	47.2	3.653
f110_06_009	sign	6	4.016
f110_07_001	sign	25	6.131
f110_07_002	sign	13	5.118
f110_07_003	sign	38	5.246
f110_07_004	sign	7	4.684
f110_07_005	sign	4	5.970
f110_08_001	sign	59	5.030
f110_08_002	sign	53	4.684
f110_08_003	sign	21	5.294
f110_08_004	sign	26	4.181
f110_08_005	sign	26	5.985
f110_08_006	sign	30	5.075
f110_08_007	sign	21	4.988
f110_08_008	sign	18	3.872
f110_09_001	sign	9	3.968
f110_09_002	sign	0	4.508
f110_10_001	sign	24	6.630
f110_10_002	sign	4	6.183
f110_10_003	sign	59	5.057
f110_10_004	sign	8	5.569
f110_10_005	sign	37	7.318
f110_11_001	sign	50.3	3.573
f110_11_002	sign	49.0	4.916
f110_11_003	sign	54	5.358
f110_11_004	sign	20	3.850
f110_11_005	sign	56	5.408
f110_11_006	sign	16	5.676
f110_11_007	sign	55	5.387
f110_11_008	sign	20	3.947
f110_11_009	sign	2.3	6.130
f110_11_010	sign	57	3.332
f110_11_011	sign	33	4.322
f110_12_001	sign	18	4.107
f110_12_002	sign	42	3.931
f110_12_003	sign	57	3.698
f110_12_004	sign	0	2.769
f110_12_005	sign	35.0	5.966
f110_12_006	sign	55	6.859
f110_12_007	sign	2.3	6.129
f110_12_008	sign	36	5.171
f110_12_009	sign	49.0	6.366
f110_13_001	sign	18	4.008
f110_13_002	sign	24	4.624
f110_13_003	sign	39	5.694
f110_13_004	sign	43	7.232
f110_13_005	sign	24	5.751
f110_13_006	sign	52	6.479
f110_13_007	sign	56	5.092
f110_13_008	sign	2.0	5.068
f110_13_009	sign	44	5.021
f110_13_010	sign	58	5.748
f110_13_011	sign	8	4.863
f110_13_012	sign	4	7.266
f110_13_013	sign	59	4.169
f110_13_014	sign	33	4.150
f110_13_015	sign	37	6.543
f110_14_001	sign	41	3.367
f110_14_002	sign	6	5.107
f110_14_003	sign	1	6.850
f110_14_004	sign	33	5.442
f110_14_005	sign	23	7.259
f110_14_006	sign	1	3.133
f110_14_007	sign	59	5.592
f110_14_008	sign	20	3.562
f110_14_009	sign	18	5.749
f110_14_010	sign	4	6.155
f110_14_011	sign	26	3.249
f110_14_012	sign	55	6.304
f110_14_013	sign	15	5.213
f110_14_014	sign	21	6.838
f110_14_015	sign	20	3.429
f110_14_016	sign	8	7.092
f110_14_017	sign	31	3.199
f110_14_018	sign	27	5.047
f110_14_019	sign	20	4.257
f110_15_001	sign	41	3.731
f110_15_002	sign	54	6.600
f110_15_003	sign	57	6.334
f110_15_004	sign	31	5.810
f110_15_005	sign	18	3.493
f110_15_006	sign	45	4.064
f110_16_001	sign	10	3.695
f110_16_002	sign	10	2.630
f110_16_003	sign	10	2.645
f110_16_004	sign	10	3.238
f110_16_005	sign	10	2.365
f110_16_006	sign	33	4.838
f110_16_007	sign	34	3.076
f104_01_m0001	mark	2	6.149
f104_01_m0002	mark	11	2.398
f104_01_m0003	mark	0	2.244
f104_01_m0004	mark	6	5.076
f104_01_m0005	mark	3	4.065
f104_01_m0006	mark	2	3.919
f104_02_m0007	mark	11	4.266
f104_03_m0008	mark	5	5.441
f104_04_m0009	mark	1	7.401
f104_04_m0010	mark	0	3.155
f104_04_m0011	mark	11	2.726
f104_05_m0012	mark	6	4.602
f104_05_m0013	mark	5	7.522
f104_05_m0014	mark	9	4.896
f104_07_m0015	mark	9	3.184
f104_07_m0016	mark	9	3.508
f104_08_m0017	mark	9	6.178
f104_09_m0018	mark	11	2.653
f104_11_m0019	mark	13	8.463
f104_11_m0020	mark	3	6.110
f104_12_m0021	mark	6	4.279
f104_12_m0022	mark	6	4.834
f104_13_m0023	mark	3	3.799
f104_13_m0024	mark	11	3.984
f104_13_m0025	mark	2	5.463
f105_01_m0001	mark	12	7.975
f105_01_m0002	mark	9	5.249
f105_03_m0003	mark	5	9.879
f105_03_m0004	mark	6	4.260
f105_04_m0005	mark	12	9.763
f105_05_m0006	mark	4	11.114
f105_05_m0007	mark	6	4.771
f105_06_m0008	mark	6	5.424
f105_06_m0009	mark	9	4.223
f105_06_m0010	mark	6	3.726
f105_07_m0011	mark	2	5.070
f105_07_m0012	mark	12	9.998
f105_07_m0013	mark	15	5.473
f105_07_m0014	mark	11	2.889
f105_07_m0015	mark	3	3.885
f105_08_m0016	mark	5	7.835
f105_10_m0017	mark	12	5.692
f105_10_m0018	mark	3	5.609
f105_10_m0019	mark	4	9.633
f105_11_m0020	mark	3	6.551
f105_11_m0021	mark	11	4.575
f105_11_m0022	mark	5	8.571
f105_11_m0023	mark	6	3.222
f105_11_m0024	mark	11	2.509
f105_11_m0025	mark	6	5.648
f105_12_m0026	mark	3	5.823
f105_12_m0027	mark	12	7.742
f105_13_m0028	mark	12	13.329
f105_13_m0029	mark	9	4.868
f105_13_m0030	mark	9	3.648
f105_13_m0031	mark	8	10.180
f105_13_m0032	mark	1	7.189
f105_14_m0033	mark	10	10.402
f105_14_m0034	mark	3	5.471
f105_14_m0035	mark	7	6.153
f105_14_m0036	mark	6	4.466
f105_16_m0037	mark	3	3.948
f105_16_m0038	mark	9	4.603
f105_17_m0039	mark	9	4.688
f105_17_m0040	mark	6	4.850
f105_18_m0041	mark	2	4.176
f105_18_m0042	mark	8	10.447
f105_18_m0043	mark	5	7.556
f105_18_m0044	mark	3	4.794
f105_18_m0045	mark	2	4.640
f105_18_m0046	mark	6	6.794
f105_19_m0047	mark	14	0.000
f105_19_m0048	mark	4	13.849
f105_19_m0049	mark	10	6.205
f105_19_m0050	mark	4	13.181
f105_19_m0051	mark	5	11.407
f105_19_m0052	mark	9	7.139
f105_19_m0053	mark	7	5.559
f105_19_m0054	mark	6	3.452
f105_20_m0055	mark	8	7.167
f105_20_m0056	mark	15	7.212
f105_20_m0057	mark	13	6.953
f105_20_m0058	mark	15	12.471
f105_20_m0059	mark	10	9.569
f105_20_m0060	mark	3	3.664
f105_20_m0061	mark	4	8.238
f105_20_m0062	mark	6	5.550
f105_20_m0063	mark	6	3.415
f105_21_m0064	mark	7	9.576
f105_21_m0065	mark	4	8.666
f105_22_m0066	mark	9	4.480
f105_22_m0067	mark	10	7.580
f105_24_m0068	mark	6	4.871
f105_24_m0069	mark	9	2.866
f105_25_m0070	mark	9	3.907
f105_25_m0071	mark	9	4.403
f105_25_m0072	mark	9	5.512
f105_25_m0073	mark	9	3.088
f105_25_m0074	mark	1	5.356
f105_25_m0075	mark	0	6.714
f105_25_m0076	mark	1	4.195
f105_25_m0077	mark	1	5.202
f105_25_m0078	mark	0	2.776
f105_25_m0079	mark	0	2.252
f105_25_m0080	mark	0	4.067
f105_25_m0081	mark	0	3.834
f105_25_m0082	mark	0	3.264
f105_25_m0083	mark	0	3.251
f106_01_m0001	mark	7	3.822
f106_04_m0002	mark	6	4.171
f106_05_m0003	mark	6	7.409
f106_06_m0004	mark	4	11.285
f106_06_m0005	mark	6	4.702
f106_07_m0006	mark	4	4.882
f106_07_m0007	mark	6	3.929
f106_08_m0008	mark	8	12.405
f106_08_m0009	mark	9	4.300
f106_08_m0010	mark	0	4.073
f106_08_m0011	mark	9	4.438
f106_10_m0012	mark	9	4.880
f106_10_m0013	mark	8	5.144
f106_10_m0014	mark	15	8.067
f106_11_m0015	mark	3	5.022
f106_11_m0016	mark	6	6.755
f106_14_m0017	mark	12	6.365
f106_14_m0018	mark	6	4.403
f106_15_m0019	mark	2	4.451
f106_15_m0020	mark	9	5.532
f106_15_m0021	mark	11	4.790
f106_15_m0022	mark	3	3.760
f106_16_m0023	mark	15	7.947
f106_16_m0024	mark	3	4.249
f106_17_m0025	mark	11	5.040
f106_17_m0026	mark	6	4.156
f106_17_m0027	mark	11	4.317
f106_17_m0028	mark	3	4.747
f107_01_m0001	mark	6	5.916
f107_01_m0002	mark	6	3.173
f107_01_m0003	mark	9	5.291
f107_01_m0004	mark	9	4.008
f107_01_m0005	mark	2	3.880
f107_01_m0006	mark	9	4.346
f107_01_m0007	mark	15	9.190
f107_01_m0008	mark	0	3.749
f107_01_m0009	mark	7	4.780
f107_02_m0010	mark	8	11.104
f107_02_m0011	mark	5	7.531
f107_03_m0012	mark	5	8.193
f107_03_m0013	mark	3	3.630
f107_03_m0014	mark	9	4.475
f107_04_m0015	mark	2	3.906
f107_04_m0016	mark	6	3.365
f107_04_m0017	mark	9	4.174
f107_05_m0018	mark	8	10.874
f107_05_m0019	mark	8	9.953
f107_05_m0020	mark	9	3.026
f107_06_m0021	mark	9	4.405
f107_06_m0022	mark	9	3.245
f107_07_m0023	mark	5	6.439
f107_10_m0024	mark	3	5.383
f107_10_m0025	mark	11	2.350
f107_12_m0026	mark	3	8.377
f107_12_m0027	mark	5	8.403
f107_13_m0028	mark	3	5.762
f107_13_m0029	mark	3	4.822
f107_14_m0030	mark	8	7.009
f107_14_m0031	mark	4	8.532
f107_15_m0032	mark	3	5.991
f107_15_m0033	mark	15	8.092
f107_15_m0034	mark	6	3.344
f107_16_m0035	mark	2	3.298
f107_16_m0036	mark	5	8.417
f107_16_m0037	mark	6	8.055
f107_16_m0038	mark	2	2.001
f107_17_m0039	mark	3	5.714
f107_17_m0040	mark	2	6.868
f107_17_m0041	mark	6	3.664
f107_17_m0042	mark	5	5.679
f107_17_m0043	mark	11	4.454
f107_18_m0044	mark	15	7.761
f107_18_m0045	mark	11	2.250
f107_18_m0046	mark	11	3.655
f107_18_m0047	mark	2	4.231
f107_18_m0048	mark	5	8.986
f107_19_m0049	mark	9	3.223
f107_20_m0050	mark	5	12.080
f107_20_m0051	mark	3	2.969
