sid	page	line	pos	x	y	w	h	rh	rw	dy	marks
f105_13_022	f105	13	22	1355	1189	36	33	1.435	1.565	0.457	
f105_14_001	f105	14	1	13	1286	41	54	2.348	1.783	0.000	f105_14_m0034
f105_14_002	f105	14	2	58	1300	33	13	0.565	1.435	-0.283	f105_14_m0035
f105_14_003	f105	14	3	93	1275	15	41	1.783	0.652	-0.761	
f105_14_004	f105	14	4	107	1298	71	27	1.174	3.087	-0.065	f105_14_m0036
f105_14_005	f105	14	5	182	1310	6	18	0.783	0.261	0.261	
f105_14_006	f105	14	6	229	1269	92	114	4.957	4.000	0.565	f105_14_m0033
f105_14_007	f105	14	7	506	1317	15	16	0.696	0.652	0.522	
f105_14_008	f105	14	8	523	1310	38	53	2.304	1.652	1.022	
f105_14_009	f105	14	9	568	1311	24	47	2.043	1.043	0.935	
f105_14_010	f105	14	10	604	1345	25	13	0.565	1.087	1.674	
f105_14_011	f105	14	11	637	1325	25	32	1.391	1.087	1.217	
f105_14_012	f105	14	12	667	1342	10	17	0.739	0.435	1.630	
f105_14_013	f105	14	13	678	1342	5	8	0.348	0.217	1.435	
f105_14_014	f105	14	14	733	1313	25	69	3.000	1.087	1.500	
f105_14_015	f105	14	15	764	1312	31	61	2.652	1.348	1.283	
f105_14_016	f105	14	16	823	1305	26	72	3.130	1.130	1.217	
f105_14_017	f105	14	17	877	1304	40	48	2.087	1.739	0.652	
f105_14_018	f105	14	18	952	1298	82	49	2.130	3.565	0.413	
f105_14_019	f105	14	19	1059	1315	6	10	0.435	0.261	0.304	
f105_14_020	f105	14	20	1067	1292	47	75	3.261	2.043	0.717	
f105_15_001	f105	15	1	20	1390	26	19	0.826	1.130	-0.239	
f105_15_002	f105	15	2	60	1393	14	20	0.870	0.609	-0.087	
f105_15_003	f105	15	3	75	1399	19	13	0.565	0.826	0.022	
f105_15_004	f105	15	4	95	1393	53	20	0.870	2.304	-0.087	
f105_15_005	f105	15	5	146	1396	31	23	1.000	1.348	0.109	
f105_15_006	f105	15	6	231	1380	86	78	3.391	3.739	0.609	
f105_15_007	f105	15	7	496	1351	29	24	1.043	1.261	-1.826	
f105_15_008	f105	15	8	1009	1377	21	20	0.870	0.913	-0.783	
f105_15_009	f105	15	9	1420	1354	11	72	3.130	0.478	-0.652	
f105_16_001	f105	16	1	104	1442	49	54	2.348	2.130	-1.087	f105_16_m0037|f105_16_m0038
f105_16_002	f105	16	2	152	1485	16	12	0.522	0.696	-0.130	
f105_16_003	f105	16	3	162	1464	52	39	1.696	2.261	-0.457	
f105_16_004	f105	16	4	218	1487	47	17	0.739	2.043	0.065	
f105_16_005	f105	16	5	246	1488	53	50	2.174	2.304	0.826	
f105_16_006	f105	16	6	328	1475	64	56	2.435	2.783	0.391	
f105_16_007	f105	16	7	667	1517	11	17	0.739	0.478	1.370	
f105_17_001	f105	17	1	18	1540	68	47	2.043	2.957	0.413	
f105_17_002	f105	17	2	55	1554	81	57	2.478	3.522	1.239	
f105_17_003	f105	17	3	139	1572	19	12	0.522	0.826	1.043	
f105_17_004	f105	17	4	152	1569	15	9	0.391	0.652	0.848	
f105_17_005	f105	17	5	328	1553	29	30	1.304	1.261	0.609	
f105_17_006	f105	17	6	634	1517	54	38	1.652	2.348	-0.783	
f105_17_007	f105	17	7	694	1547	21	9	0.391	0.913	-0.109	
f105_17_008	f105	17	8	717	1544	24	13	0.565	1.043	-0.152	
f105_17_009	f105	17	9	746	1527	46	40	1.739	2.000	-0.304	
f105_17_010	f105	17	10	825	1551	33	12	0.522	1.435	0.130	f105_17_m0039
f105_17_011	f105	17	11	873	1542	41	31	1.348	1.783	0.152	
f105_17_012	f105	17	12	915	1542	17	14	0.609	0.739	-0.217	
f105_17_013	f105	17	13	936	1549	18	11	0.478	0.783	0.022	
f105_17_014	f105	17	14	959	1548	11	12	0.522	0.478	0.000	
f105_17_015	f105	17	15	971	1549	10	11	0.478	0.435	0.022	
f105_17_016	f105	17	16	1017	1533	13	20	0.870	0.565	-0.478	
f105_17_017	f105	17	17	1041	1517	42	49	2.130	1.826	-0.543	
f105_17_018	f105	17	18	1114	1512	73	53	2.304	3.174	-0.674	
f105_17_019	f105	17	19	1188	1551	53	13	0.565	2.304	0.152	
f105_17_020	f105	17	20	1244	1553	11	11	0.478	0.478	0.196	
f105_17_021	f105	17	21	1253	1549	7	8	0.348	0.304	-0.043	f105_17_m0040
f105_17_022	f105	17	22	1289	1547	63	14	0.609	2.739	0.000	
f105_17_023	f105	17	23	1353	1528	46	31	1.348	2.000	-0.457	
f105_17_024	f105	17	24	1388	1519	28	68	2.957	1.217	-0.043	
f105_17_025	f105	17	25	1420	1514	16	73	3.174	0.696	-0.152	
f105_18_001	f105	18	1	27	1629	55	32	1.391	2.391	1.130	
f105_18_002	f105	18	2	87	1646	18	14	0.609	0.783	1.478	
f105_18_003	f105	18	3	109	1636	32	29	1.261	1.391	1.370	
f105_18_004	f105	18	4	269	1569	48	64	2.783	2.087	-0.783	f105_18_m0044
f105_18_005	f105	18	5	342	1649	20	14	0.609	0.870	1.609	f105_18_m0041
f105_18_006	f105	18	6	649	1580	108	82	3.565	4.696	0.087	
f105_18_007	f105	18	7	752	1612	37	11	0.478	1.609	-0.065	
f105_18_008	f105	18	8	791	1589	16	36	1.565	0.696	-0.522	
f105_18_009	f105	18	9	821	1625	9	25	1.087	0.391	0.804	
f105_18_010	f105	18	10	830	1612	86	15	0.652	3.739	0.022	
f105_18_011	f105	18	11	999	1593	41	39	1.696	1.783	-0.283	
f105_18_012	f105	18	12	1053	1601	31	32	1.391	1.348	-0.087	
f105_18_013	f105	18	13	1083	1618	34	13	0.565	1.478	0.239	
f105_18_014	f105	18	14	1104	1618	30	34	1.478	1.304	0.696	
f105_18_015	f105	18	15	1135	1617	45	44	1.913	1.957	0.870	
f105_18_016	f105	18	16	1184	1618	10	10	0.435	0.435	0.174	
f105_18_017	f105	18	17	1196	1613	22	17	0.739	0.957	0.109	f105_18_m0046
f105_18_018	f105	18	18	1275	1614	11	11	0.478	0.478	0.022	
f105_18_019	f105	18	19	1287	1613	10	10	0.435	0.435	-0.043	f105_18_m0042
f105_18_020	f105	18	20	1299	1613	7	11	0.478	0.304	-0.022	
f105_18_021	f105	18	21	1308	1579	72	45	1.957	3.130	-0.761	f105_18_m0043|f105_18_m0045
f105_18_022	f105	18	22	1391	1613	7	15	0.652	0.304	0.065	
f105_18_023	f105	18	23	1405	1616	10	11	0.478	0.435	0.109	
f105_18_024	f105	18	24	1426	1624	4	7	0.304	0.174	0.370	
f105_19_001	f105	19	1	89	1720	33	24	1.043	1.435	1.739	
f105_19_002	f105	19	2	118	1713	8	7	0.304	0.348	1.065	
f105_19_003	f105	19	3	149	1650	93	101	4.391	4.043	0.370	f105_19_m0047|f105_19_m0048|f105_19_m0049|f105_19_m0050|f105_19_m0051
f105_19_004	f105	19	4	292	1631	69	133	5.783	3.000	0.239	
f105_19_005	f105	19	5	658	1669	40	79	3.435	1.739	0.717	
f105_19_006	f105	19	6	702	1678	67	81	3.522	2.913	1.152	f105_19_m0053
f105_19_007	f105	19	7	761	1655	56	43	1.870	2.435	-0.674	
f105_19_008	f105	19	8	805	1673	95	45	1.957	4.130	0.152	
f105_19_009	f105	19	9	902	1671	30	78	3.391	1.304	0.783	
f105_19_010	f105	19	10	920	1691	36	39	1.696	1.565	0.804	
f105_19_011	f105	19	11	999	1685	14	16	0.696	0.609	0.043	
f105_19_012	f105	19	12	1014	1685	15	12	0.522	0.652	-0.043	
f105_19_013	f105	19	13	1030	1656	17	39	1.696	0.739	-0.717	
f105_19_014	f105	19	14	1048	1689	11	11	0.478	0.478	0.109	
f105_19_015	f105	19	15	1060	1688	13	12	0.522	0.565	0.087	
f105_19_016	f105	19	16	1076	1681	69	57	2.478	3.000	0.761	f105_19_m0054
f105_19_017	f105	19	17	1163	1702	2	10	0.435	0.087	0.652	
f105_19_018	f105	19	18	1165	1691	2	7	0.304	0.087	0.109	
f105_19_019	f105	19	19	1193	1684	23	17	0.739	1.000	0.022	
f105_19_020	f105	19	20	1341	1709	23	29	1.261	1.000	1.370	f105_19_m0052
f105_19_021	f105	19	21	1371	1657	38	50	2.174	1.652	-0.435	
f105_19_022	f105	19	22	1433	1646	6	82	3.565	0.261	-0.217	
f105_20_001	f105	20	1	99	1729	55	55	2.391	2.391	-2.283	
f105_20_002	f105	20	2	236	1802	37	16	0.696	1.609	0.043	f105_20_m0062
f105_20_003	f105	20	3	274	1804	15	12	0.522	0.652	0.043	f105_20_m0061
f105_20_004	f105	20	4	285	1798	15	10	0.435	0.652	-0.261	
f105_20_005	f105	20	5	311	1784	44	63	2.739	1.913	0.283	
f105_20_006	f105	20	6	355	1802	13	19	0.826	0.565	0.109	
f105_20_007	f105	20	7	386	1804	14	15	0.652	0.609	0.109	
f105_20_008	f105	20	8	398	1775	21	44	1.913	0.913	-0.522	
f105_20_009	f105	20	9	415	1799	21	9	0.391	0.913	-0.239	f105_20_m0063
f105_20_010	f105	20	10	866	1741	30	23	1.000	1.304	-2.457	f105_20_m0055|f105_20_m0057
f105_20_011	f105	20	11	1034	1726	64	46	2.000	2.783	-2.609	f105_20_m0056|f105_20_m0058
f105_20_012	f105	20	12	1137	1780	7	24	1.043	0.304	-0.739	f105_20_m0059
f105_20_013	f105	20	13	1433	1799	7	53	2.304	0.304	0.717	f105_20_m0060
f105_21_001	f105	21	1	38	1870	13	9	0.391	0.565	-0.022	
f105_21_002	f105	21	2	48	1865	15	8	0.348	0.652	-0.261	
f105_21_003	f105	21	3	80	1847	44	32	1.391	1.913	-0.522	f105_21_m0064
f105_21_004	f105	21	4	108	1867	43	47	2.043	1.870	0.674	
f105_21_005	f105	21	5	166	1855	75	42	1.826	3.261	0.043	
f105_21_006	f105	21	6	239	1867	16	15	0.652	0.696	-0.022	
f105_21_007	f105	21	7	339	1876	10	12	0.522	0.435	0.304	f105_21_m0065
f105_21_008	f105	21	8	351	1875	39	13	0.565	1.696	0.283	
f105_21_009	f105	21	9	430	1873	5	14	0.609	0.217	0.217	
f105_21_010	f105	21	10	1436	1871	2	8	0.348	0.087	0.000	
f105_22_001	f105	22	1	35	1941	14	10	0.435	0.609	-0.130	f105_22_m0067
f105_22_002	f105	22	2	71	1931	29	23	1.000	1.261	-0.283	f105_22_m0066
f105_22_003	f105	22	3	89	1938	42	46	2.000	1.826	0.522	
f105_22_004	f105	22	4	132	1932	55	25	1.087	2.391	-0.196	
f105_22_005	f105	22	5	192	1902	21	32	1.391	0.913	-1.348	
f105_22_006	f105	22	6	317	1936	55	54	2.348	2.391	0.609	
f105_22_007	f105	22	7	378	1940	77	19	0.826	3.348	0.022	
f105_22_008	f105	22	8	479	1944	13	13	0.565	0.565	0.065	
f105_22_009	f105	22	9	493	1941	23	18	0.783	1.000	0.043	
f105_22_010	f105	22	10	537	1943	29	37	1.609	1.261	0.543	
f105_22_011	f105	22	11	572	1934	96	28	1.217	4.174	-0.043	
f105_22_012	f105	22	12	700	1924	44	42	1.826	1.913	-0.174	
f105_22_013	f105	22	13	1434	1884	8	92	4.000	0.348	-0.826	
f105_23_001	f105	23	1	16	1989	31	30	1.304	1.348	-0.565	
f105_23_002	f105	23	2	47	2001	11	10	0.435	0.478	-0.478	
f105_23_003	f105	23	3	78	1997	21	23	1.000	0.913	-0.370	
f105_23_004	f105	23	4	91	2008	18	11	0.478	0.783	-0.152	
f105_23_005	f105	23	5	111	2004	43	38	1.652	1.870	0.261	
f105_23_006	f105	23	6	150	2006	48	19	0.826	2.087	-0.065	
f105_23_007	f105	23	7	244	2011	45	14	0.609	1.957	0.043	
f105_23_008	f105	23	8	384	2012	11	13	0.565	0.478	0.065	
f105_23_009	f105	23	9	395	2007	22	16	0.696	0.957	-0.087	
f105_23_010	f105	23	10	422	2010	10	25	1.087	0.435	0.239	
f105_23_011	f105	23	11	454	1986	62	44	1.913	2.696	-0.391	
f105_23_012	f105	23	12	515	2016	17	12	0.522	0.739	0.217	
f105_23_013	f105	23	13	528	2008	45	19	0.826	1.957	0.022	
f105_23_014	f105	23	14	576	2014	78	45	1.957	3.391	0.848	
f105_23_015	f105	23	15	656	2018	30	15	0.652	1.304	0.370	
f105_23_016	f105	23	16	716	1994	53	62	2.696	2.304	0.348	
f105_24_001	f105	24	1	84	2070	19	8	0.348	0.826	-0.304	f105_24_m0069
f105_24_002	f105	24	2	106	2069	15	10	0.435	0.652	-0.304	f105_24_m0068
f105_24_003	f105	24	3	126	2069	16	14	0.609	0.696	-0.217	
f105_24_004	f105	24	4	350	2074	48	22	0.957	2.087	0.174	
f105_24_005	f105	24	5	476	2051	90	41	1.783	3.913	-0.413	
f105_25_001	f105	25	1	706	2134	22	5	0.217	0.957	-0.370	f105_25_m0070|f105_25_m0071|f105_25_m0072|f105_25_m0073|f105_25_m0074|f105_25_m0075|f105_25_m0076|f105_25_m0077|f105_25_m0078|f105_25_m0079|f105_25_m0080|f105_25_m0081|f105_25_m0082|f105_25_m0083
f105_25_002	f105	25	2	1128	2144	18	2	0.087	0.783	0.000	
f105_25_003	f105	25	3	1257	2139	67	9	0.391	2.913	-0.065	
f105_25_004	f105	25	4	1353	2141	50	10	0.435	2.174	0.043	
f106_01_001	f106	1	1	116	88	44	53	2.208	1.833	-0.062	
f106_01_002	f106	1	2	166	90	86	48	2.000	3.583	-0.083	
f106_01_003	f106	1	3	265	86	47	56	2.333	1.958	-0.083	
f106_01_004	f106	1	4	333	105	35	25	1.042	1.458	0.062	f106_01_m0001
f106_01_005	f106	1	5	387	72	72	61	2.542	3.000	-0.562	
f106_01_006	f106	1	6	479	79	37	59	2.458	1.542	-0.312	
f106_01_007	f106	1	7	543	106	21	18	0.750	0.875	-0.042	
f106_01_008	f106	1	8	592	62	43	83	3.458	1.792	-0.521	
f106_01_009	f106	1	9	635	121	8	13	0.542	0.333	0.479	
f106_01_010	f106	1	10	648	83	25	57	2.375	1.042	-0.188	
f106_01_011	f106	1	11	684	78	56	58	2.417	2.333	-0.375	
f106_01_012	f106	1	12	743	104	44	37	1.542	1.833	0.271	
f106_01_013	f106	1	13	788	112	34	24	1.000	1.417	0.333	
f106_01_014	f106	1	14	839	102	28	38	1.583	1.167	0.208	
f106_01_015	f106	1	15	885	102	54	47	1.958	2.250	0.396	
f106_01_016	f106	1	16	955	92	74	63	2.625	3.083	0.312	
f106_01_017	f106	1	17	1046	94	57	72	3.000	2.375	0.583	
f106_01_018	f106	1	18	1117	107	50	41	1.708	2.083	0.479	
f106_01_019	f106	1	19	1181	96	27	63	2.625	1.125	0.479	
f106_01_020	f106	1	20	1228	96	50	51	2.125	2.083	0.229	
f106_01_021	f106	1	21	1296	85	59	60	2.500	2.458	-0.042	
f106_02_001	f106	2	1	121	172	27	41	1.708	1.125	-0.562	
f106_02_002	f106	2	2	165	196	23	19	0.792	0.958	-0.021	
f106_02_003	f106	2	3	257	173	33	38	1.583	1.375	-0.583	
f106_02_004	f106	2	4	331	197	13	17	0.708	0.542	-0.021	
f106_02_005	f106	2	5	342	192	14	8	0.333	0.583	-0.417	
f106_02_006	f106	2	6	444	193	39	46	1.917	1.625	0.417	
f106_02_007	f106	2	7	522	199	23	14	0.583	0.958	0.000	
f106_02_008	f106	2	8	581	197	9	19	0.792	0.375	0.021	
f106_02_009	f106	2	9	625	177	30	37	1.542	1.250	-0.438	
f106_02_010	f106	2	10	690	186	27	28	1.167	1.125	-0.250	
f106_02_011	f106	2	11	746	199	7	17	0.708	0.292	0.062	
f106_02_012	f106	2	12	756	199	10	12	0.500	0.417	-0.042	
f106_02_013	f106	2	13	768	199	9	12	0.500	0.375	-0.042	
f106_02_014	f106	2	14	799	196	18	21	0.875	0.750	0.021	
f106_02_015	f106	2	15	840	193	19	17	0.708	0.792	-0.188	
f106_02_016	f106	2	16	881	195	25	39	1.625	1.042	0.354	
f106_02_017	f106	2	17	952	200	17	58	2.417	0.708	0.958	
f106_02_018	f106	2	18	1022	207	16	15	0.625	0.667	0.354	
f106_02_019	f106	2	19	1113	201	23	28	1.167	0.958	0.375	
f106_02_020	f106	2	20	1164	192	24	31	1.292	1.000	0.062	
f106_02_021	f106	2	21	1229	191	29	30	1.250	1.208	0.000	
f106_02_022	f106	2	22	1247	220	43	42	1.750	1.792	1.458	
f106_02_023	f106	2	23	1285	197	35	24	1.000	1.458	0.125	
f106_03_001	f106	3	1	67	305	64	59	2.458	2.667	-0.062	
f106_03_002	f106	3	2	132	287	12	39	1.625	0.500	-1.229	
f106_03_003	f106	3	3	161	324	11	13	0.542	0.458	-0.229	
f106_03_004	f106	3	4	180	292	16	46	1.917	0.667	-0.875	
f106_03_005	f106	3	5	201	332	14	8	0.333	0.583	0.000	
f106_03_006	f106	3	6	216	329	15	10	0.417	0.625	-0.083	
f106_03_007	f106	3	7	232	316	25	29	1.208	1.042	-0.229	
f106_03_008	f106	3	8	259	330	17	16	0.667	0.708	0.083	
f106_03_009	f106	3	9	309	302	88	60	2.500	3.667	-0.167	
f106_04_001	f106	4	1	103	392	26	29	1.208	1.083	-0.188	
f106_04_002	f106	4	2	130	403	18	16	0.667	0.750	0.000	
f106_04_003	f106	4	3	152	407	7	12	0.500	0.292	0.083	
f106_04_004	f106	4	4	162	401	17	16	0.667	0.708	-0.083	
f106_04_005	f106	4	5	180	404	11	13	0.542	0.458	-0.021	
f106_04_006	f106	4	6	196	406	10	13	0.542	0.417	0.062	
f106_04_007	f106	4	7	208	401	7	10	0.417	0.292	-0.208	f106_04_m0002
f106_04_008	f106	4	8	221	406	14	15	0.625	0.583	0.104	
f106_04_009	f106	4	9	230	397	10	17	0.708	0.417	-0.229	
f106_04_010	f106	4	10	308	375	58	64	2.667	2.417	-0.167	
f106_05_001	f106	5	1	58	480	14	37	1.542	0.583	0.562	
f106_05_002	f106	5	2	88	463	13	27	1.125	0.542	-0.354	
f106_05_003	f106	5	3	104	469	12	21	0.875	0.500	-0.229	
f106_05_004	f106	5	4	123	472	28	22	0.917	1.167	-0.083	
f106_05_005	f106	5	5	145	475	35	49	2.042	1.458	0.604	
f106_05_006	f106	5	6	170	478	35	37	1.542	1.458	0.479	
f106_05_007	f106	5	7	204	474	19	20	0.833	0.792	-0.042	
f106_05_008	f106	5	8	225	480	11	14	0.583	0.458	0.083	
f106_05_009	f106	5	9	240	479	15	17	0.708	0.625	0.104	
f106_05_010	f106	5	10	258	480	17	17	0.708	0.708	0.146	f106_05_m0003
f106_05_011	f106	5	11	295	466	102	55	2.292	4.250	0.354	
f106_06_001	f106	6	1	85	542	50	23	0.958	2.083	-0.396	f106_06_m0004
f106_06_002	f106	6	2	138	557	22	12	0.500	0.917	0.000	
f106_06_003	f106	6	3	163	539	35	32	1.333	1.458	-0.333	
f106_06_004	f106	6	4	207	558	45	42	1.750	1.875	0.667	
f106_06_005	f106	6	5	254	559	23	13	0.542	0.958	0.104	
f106_06_006	f106	6	6	278	561	14	13	0.542	0.583	0.188	f106_06_m0005
f106_06_007	f106	6	7	333	541	63	69	2.875	2.625	0.521	
f106_07_001	f106	7	1	80	635	50	31	1.292	2.083	-0.271	f106_07_m0006
f106_07_002	f106	7	2	132	651	22	15	0.625	0.917	0.062	
f106_07_003	f106	7	3	164	652	13	11	0.458	0.542	0.021	
f106_07_004	f106	7	4	182	651	8	15	0.625	0.333	0.062	f106_07_m0007
f106_07_005	f106	7	5	195	652	25	15	0.625	1.042	0.104	
f106_07_006	f106	7	6	224	615	45	50	2.083	1.875	-0.708	
f106_07_007	f106	7	7	273	618	15	47	1.958	0.625	-0.646	
f106_07_008	f106	7	8	291	652	15	13	0.542	0.625	0.062	
f106_07_009	f106	7	9	311	654	7	12	0.500	0.292	0.125	
f106_07_010	f106	7	10	322	653	10	14	0.583	0.417	0.125	
f106_07_011	f106	7	11	332	650	44	45	1.875	1.833	0.646	
f106_07_012	f106	7	12	396	642	94	42	1.750	3.917	0.250	
f106_08_001	f106	8	1	85	740	4	11	0.458	0.167	-0.104	f106_08_m0011
f106_08_002	f106	8	2	122	730	38	30	1.250	1.583	-0.125	f106_08_m0008|f106_08_m0010
f106_08_003	f106	8	3	163	739	14	15	0.625	0.583	-0.062	
f106_08_004	f106	8	4	178	744	22	40	1.667	0.917	0.667	
f106_08_005	f106	8	5	220	742	11	12	0.500	0.458	0.000	f106_08_m0009
f106_08_006	f106	8	6	411	733	32	44	1.833	1.333	0.292	
f106_08_007	f106	8	7	728	712	29	28	1.167	1.208	-0.917	
f106_09_001	f106	9	1	67	866	22	17	0.708	0.917	1.688	
f106_09_002	f106	9	2	92	825	82	57	2.375	3.417	0.812	
f106_09_003	f106	9	3	174	820	16	12	0.500	0.667	-0.333	
f106_09_004	f106	9	4	191	794	15	47	1.958	0.625	-0.688	
f106_09_005	f106	9	5	212	807	54	38	1.583	2.250	-0.333	
f106_09_006	f106	9	6	271	828	13	15	0.625	0.542	0.062	
f106_09_007	f106	9	7	278	821	36	24	1.000	1.500	-0.042	
f106_09_008	f106	9	8	389	816	46	26	1.083	1.917	-0.208	
f106_09_009	f106	9	9	435	819	13	26	1.083	0.542	-0.083	
f106_09_010	f106	9	10	450	821	12	24	1.000	0.500	-0.042	
f106_10_001	f106	10	1	34	952	6	30	1.250	0.250	1.667	
f106_10_002	f106	10	2	94	931	9	9	0.375	0.375	0.354	
f106_10_003	f106	10	3	104	902	48	33	1.375	2.000	-0.354	f106_10_m0013
f106_10_004	f106	10	4	157	920	19	15	0.625	0.792	0.021	
f106_10_005	f106	10	5	180	920	9	16	0.667	0.375	0.042	
f106_10_006	f106	10	6	194	919	13	13	0.542	0.542	-0.062	
f106_10_007	f106	10	7	230	923	36	11	0.458	1.500	0.062	
f106_10_008	f106	10	8	265	903	47	59	2.458	1.958	0.229	f106_10_m0012
f106_10_009	f106	10	9	381	890	50	72	3.000	2.083	-0.042	f106_10_m0014
f106_11_001	f106	11	1	116	993	49	27	1.125	2.042	-0.146	f106_11_m0016
f106_11_002	f106	11	2	167	1005	41	59	2.458	1.708	1.021	
f106_11_003	f106	11	3	228	1005	20	13	0.542	0.833	0.062	
f106_11_004	f106	11	4	244	974	29	46	1.917	1.208	-0.542	
f106_11_005	f106	11	5	299	1003	21	54	2.250	0.875	0.833	
f106_11_006	f106	11	6	325	1006	17	12	0.500	0.708	0.083	
f106_11_007	f106	11	7	352	986	33	33	1.375	1.375	-0.312	
f106_11_008	f106	11	8	388	1001	53	48	2.000	2.208	0.625	
f106_11_009	f106	11	9	446	1002	13	12	0.500	0.542	-0.083	
f106_11_010	f106	11	10	460	1001	10	13	0.542	0.417	-0.104	
f106_11_011	f106	11	11	474	1001	18	14	0.583	0.750	-0.083	f106_11_m0015
f106_12_001	f106	12	1	35	1133	9	22	0.917	0.375	1.417	
f106_12_002	f106	12	2	117	1077	98	41	1.708	4.083	-0.521	
f106_12_003	f106	12	3	212	1095	21	18	0.750	0.875	-0.250	
f106_12_004	f106	12	4	234	1101	11	13	0.542	0.458	-0.104	
f106_12_005	f106	12	5	252	1101	13	15	0.625	0.542	-0.062	
f106_12_006	f106	12	6	262	1092	43	25	1.042	1.792	-0.229	
f106_12_007	f106	12	7	492	1090	109	40	1.667	4.542	0.000	
f106_12_008	f106	12	8	1451	1117	4	9	0.375	0.167	0.479	
f106_13_001	f106	13	1	35	1157	8	78	3.250	0.333	0.125	
f106_13_002	f106	13	2	125	1176	26	33	1.375	1.083	-0.021	
f106_13_003	f106	13	3	153	1182	17	19	0.792	0.708	-0.062	
f106_13_004	f106	13	4	173	1183	10	14	0.583	0.417	-0.125	
f106_13_005	f106	13	5	196	1196	16	9	0.375	0.667	0.312	
f106_13_006	f106	13	6	217	1188	13	12	0.500	0.542	0.042	
f106_13_007	f106	13	7	234	1186	47	50	2.083	1.958	0.750	
f106_13_008	f106	13	8	282	1185	26	14	0.583	1.083	-0.042	
f106_13_009	f106	13	9	311	1185	13	14	0.583	0.542	-0.042	
f106_13_010	f106	13	10	321	1180	31	21	0.875	1.292	-0.104	
f106_13_011	f106	13	11	354	1176	56	31	1.292	2.333	-0.062	
f106_13_012	f106	13	12	476	1168	103	59	2.458	4.292	0.188	
f106_14_001	f106	14	1	31	1322	8	41	1.708	0.333	2.104	
f106_14_002	f106	14	2	84	1343	3	11	0.458	0.125	2.354	
f106_14_003	f106	14	3	123	1277	56	86	3.583	2.333	1.167	f106_14_m0017
f106_14_004	f106	14	4	185	1278	16	20	0.833	0.667	-0.167	
f106_14_005	f106	14	5	205	1290	18	10	0.417	0.750	0.125	
f106_14_006	f106	14	6	227	1285	11	13	0.542	0.458	-0.021	
f106_14_007	f106	14	7	241	1284	8	16	0.667	0.333	0.000	
f106_14_008	f106	14	8	252	1286	9	12	0.500	0.375	0.000	
f106_14_009	f106	14	9	265	1283	34	19	0.792	1.417	0.021	
f106_14_010	f106	14	10	330	1281	26	78	3.250	1.083	1.167	f106_14_m0018
f106_14_011	f106	14	11	359	1287	30	15	0.625	1.250	0.104	
f106_14_012	f106	14	12	391	1285	41	22	0.917	1.708	0.167	
f106_14_013	f106	14	13	496	1255	69	60	2.500	2.875	-0.292	
f106_14_014	f106	14	14	1117	1306	39	29	1.208	1.625	1.188	
f106_15_001	f106	15	1	29	1368	10	25	1.042	0.417	-2.438	f106_15_m0020|f106_15_m0021
f106_15_002	f106	15	2	79	1438	21	4	0.167	0.875	0.042	
f106_15_003	f106	15	3	135	1433	33	5	0.208	1.375	-0.146	
f106_15_004	f106	15	4	171	1432	17	6	0.250	0.708	-0.167	f106_15_m0019
f106_15_005	f106	15	5	417	1404	87	81	3.375	3.625	0.229	
f106_15_006	f106	15	6	508	1402	31	66	2.750	1.292	-0.167	f106_15_m0022
f106_15_007	f106	15	7	553	1432	10	15	0.625	0.417	0.021	
f106_15_008	f106	15	8	565	1433	12	13	0.542	0.500	0.021	
f106_15_009	f106	15	9	588	1404	9	46	1.917	0.375	-0.500	
f106_15_010	f106	15	10	603	1397	49	53	2.208	2.042	-0.646	
f106_15_011	f106	15	11	704	1380	38	73	3.042	1.583	-0.938	
f106_15_012	f106	15	12	767	1487	12	26	1.083	0.500	2.542	
f106_15_013	f106	15	13	793	1368	75	77	3.208	3.125	-1.354	
f106_16_001	f106	16	1	22	1558	15	213	8.875	0.625	2.646	f106_16_m0023
f106_16_002	f106	16	2	879	1590	49	65	2.708	2.042	0.896	f106_16_m0024
f106_17_001	f106	17	1	23	1773	10	30	1.250	0.417	-6.750	f106_17_m0025|f106_17_m0026|f106_17_m0027
f106_17_002	f106	17	2	199	1952	21	4	0.167	0.875	0.167	
f106_17_003	f106	17	3	280	1953	20	3	0.125	0.833	0.188	
f106_17_004	f106	17	4	305	1954	22	2	0.083	0.917	0.208	
f106_17_005	f106	17	5	739	1946	31	4	0.167	1.292	-0.083	
f106_17_006	f106	17	6	835	1948	49	3	0.125	2.042	-0.021	f106_17_m0028
f106_17_007	f106	17	7	926	1948	50	2	0.083	2.083	-0.042	
f106_17_008	f106	17	8	977	1946	39	3	0.125	1.625	-0.104	
f106_17_009	f106	17	9	1021	1945	29	4	0.167	1.208	-0.125	
f106_17_010	f106	17	10	1146	1940	80	9	0.375	3.333	-0.229	
f107_01_001	f107	1	1	29	80	9	14	0.683	0.439	0.634	f107_01_m0005|f107_01_m0006|f107_01_m0007|f107_01_m0008
f107_01_002	f107	1	2	38	59	36	25	1.220	1.756	-0.122	
f107_01_003	f107	1	3	84	67	24	31	1.512	1.171	0.415	
f107_01_004	f107	1	4	128	71	26	34	1.659	1.268	0.683	
f107_01_005	f107	1	5	169	74	26	32	1.561	1.268	0.780	
f107_01_006	f107	1	6	220	58	42	43	2.098	2.049	0.268	
f107_01_007	f107	1	7	302	66	43	40	1.951	2.098	0.585	
f107_01_008	f107	1	8	385	70	40	40	1.951	1.951	0.780	
