sid	page	line	pos	x	y	w	h	rh	rw	dy	marks
f54v_19_015	f54v	19	15	919	1669	39	75	2.206	1.147	0.103	
f54v_19_016	f54v	19	16	971	1658	44	61	1.794	1.294	-0.426	
f54v_19_017	f54v	19	17	1006	1686	28	33	0.971	0.824	-0.015	
f54v_19_018	f54v	19	18	1045	1698	44	35	1.029	1.294	0.368	f54v_19_m0133
f54v_19_019	f54v	19	19	1089	1692	38	33	0.971	1.118	0.162	f54v_19_m0136
f54v_19_020	f54v	19	20	1121	1695	31	26	0.765	0.912	0.147	
f54v_19_021	f54v	19	21	1165	1693	41	29	0.853	1.206	0.132	f54v_19_m0138|f54v_19_m0139
f54v_19_022	f54v	19	22	1206	1666	20	74	2.176	0.588	0.000	
f54v_19_023	f54v	19	23	1226	1694	55	17	0.500	1.618	-0.015	
f54v_19_024	f54v	19	24	1286	1675	39	47	1.382	1.147	-0.132	f54v_19_m0134
f54v_19_025	f54v	19	25	1341	1687	42	31	0.912	1.235	-0.015	f54v_19_m0131
f54v_19_026	f54v	19	26	1362	1681	44	30	0.882	1.294	-0.206	
f54v_19_027	f54v	19	27	1400	1681	32	43	1.265	0.941	-0.015	
f54v_19_028	f54v	19	28	1428	1661	32	156	4.588	0.941	1.059	f54v_19_m0141
f55r_01_001	f55r	1	1	59	174	37	51	1.545	1.121	-0.045	
f55r_01_002	f55r	1	2	181	194	23	25	0.758	0.697	0.167	
f55r_01_003	f55r	1	3	193	193	34	50	1.515	1.030	0.515	
f55r_01_004	f55r	1	4	235	168	17	62	1.879	0.515	-0.061	
f55r_01_005	f55r	1	5	259	169	43	60	1.818	1.303	-0.061	
f55r_01_006	f55r	1	6	295	187	25	28	0.848	0.758	0.000	
f55r_01_007	f55r	1	7	324	178	40	32	0.970	1.212	-0.212	
f55r_01_008	f55r	1	8	353	196	55	16	0.485	1.667	0.091	
f55r_01_009	f55r	1	9	399	191	33	44	1.333	1.000	0.364	
f55r_01_010	f55r	1	10	432	190	25	25	0.758	0.758	0.045	
f55r_01_011	f55r	1	11	465	169	46	44	1.333	1.394	-0.303	f55r_01_m0009
f55r_01_012	f55r	1	12	507	173	28	59	1.788	0.848	0.045	
f55r_01_013	f55r	1	13	524	160	42	82	2.485	1.273	0.000	
f55r_01_014	f55r	1	14	566	189	48	22	0.667	1.455	-0.030	f55r_01_m0007
f55r_01_015	f55r	1	15	622	168	46	62	1.879	1.394	-0.061	f55r_01_m0004
f55r_01_016	f55r	1	16	662	188	60	38	1.152	1.818	0.182	
f55r_01_017	f55r	1	17	715	193	35	48	1.455	1.061	0.485	
f55r_01_018	f55r	1	18	760	172	42	57	1.727	1.273	-0.015	
f55r_01_019	f55r	1	19	790	197	53	35	1.061	1.606	0.409	
f55r_01_020	f55r	1	20	849	189	22	29	0.879	0.667	0.076	
f55r_01_021	f55r	1	21	877	168	46	43	1.303	1.394	-0.348	f55r_01_m0011
f55r_01_022	f55r	1	22	901	193	63	18	0.545	1.909	0.030	
f55r_01_023	f55r	1	23	973	180	45	32	0.970	1.364	-0.152	f55r_01_m0005|f55r_01_m0006
f55r_01_024	f55r	1	24	1024	186	54	31	0.939	1.636	0.015	
f55r_01_025	f55r	1	25	1082	191	27	26	0.788	0.818	0.091	
f55r_01_026	f55r	1	26	1109	158	61	74	2.242	1.848	-0.182	f55r_01_m0003|f55r_01_m0008|f55r_01_m0010
f55r_01_027	f55r	1	27	1194	62	73	166	5.030	2.212	-1.697	f55r_01_m0001|f55r_01_m0002
f55r_01_028	f55r	1	28	1379	33	9	31	0.939	0.273	-4.621	
f55r_01_029	f55r	1	29	1396	31	16	30	0.909	0.485	-4.697	
f55r_02_001	f55r	2	1	178	251	48	55	1.667	1.455	-0.045	
f55r_02_002	f55r	2	2	227	272	47	36	1.091	1.424	0.303	f55r_02_m0015|f55r_02_m0019
f55r_02_003	f55r	2	3	280	269	39	34	1.030	1.182	0.182	f55r_02_m0020|f55r_02_m0024
f55r_02_004	f55r	2	4	321	245	23	66	2.000	0.697	-0.061	
f55r_02_005	f55r	2	5	346	275	26	31	0.939	0.788	0.318	
f55r_02_006	f55r	2	6	374	254	38	47	1.424	1.152	-0.076	f55r_02_m0017
f55r_02_007	f55r	2	7	429	252	43	53	1.606	1.303	-0.045	
f55r_02_008	f55r	2	8	465	248	41	41	1.242	1.242	-0.348	
f55r_02_009	f55r	2	9	491	269	40	46	1.394	1.212	0.364	
f55r_02_010	f55r	2	10	544	272	17	20	0.606	0.515	0.061	f55r_02_m0022
f55r_02_011	f55r	2	11	568	248	45	72	2.182	1.364	0.121	
f55r_02_012	f55r	2	12	611	240	29	76	2.303	0.879	-0.061	
f55r_02_013	f55r	2	13	644	271	18	20	0.606	0.545	0.030	f55r_02_m0018
f55r_02_014	f55r	2	14	680	271	18	20	0.606	0.545	0.030	f55r_02_m0016
f55r_02_015	f55r	2	15	704	270	14	25	0.758	0.424	0.076	
f55r_02_016	f55r	2	16	719	274	53	17	0.515	1.606	0.076	
f55r_02_017	f55r	2	17	773	265	48	20	0.606	1.455	-0.152	
f55r_02_018	f55r	2	18	821	265	32	51	1.545	0.970	0.318	
f55r_02_019	f55r	2	19	857	263	19	28	0.848	0.576	-0.091	
f55r_02_020	f55r	2	20	872	308	10	15	0.455	0.303	1.076	
f55r_02_021	f55r	2	21	886	238	26	61	1.848	0.788	-0.348	
f55r_02_022	f55r	2	22	915	270	20	16	0.485	0.606	-0.061	
f55r_02_023	f55r	2	23	936	268	10	14	0.424	0.303	-0.152	
f55r_02_024	f55r	2	24	944	271	24	28	0.848	0.727	0.152	
f55r_02_025	f55r	2	25	967	243	25	65	1.970	0.758	-0.136	
f55r_02_026	f55r	2	26	980	273	28	30	0.909	0.848	0.242	f55r_02_m0023
f55r_02_027	f55r	2	27	1017	268	38	46	1.394	1.152	0.333	
f55r_02_028	f55r	2	28	1057	269	13	24	0.727	0.394	0.030	f55r_02_m0013
f55r_02_029	f55r	2	29	1064	269	16	24	0.727	0.485	0.030	
f55r_02_030	f55r	2	30	1072	249	31	71	2.152	0.939	0.136	
f55r_02_031	f55r	2	31	1100	271	32	19	0.576	0.970	0.015	f55r_02_m0021
f55r_02_032	f55r	2	32	1131	268	28	26	0.788	0.848	0.030	f55r_02_m0012
f55r_02_033	f55r	2	33	1175	254	36	46	1.394	1.091	-0.091	
f55r_02_034	f55r	2	34	1214	271	18	20	0.606	0.545	0.030	f55r_02_m0014
f55r_03_001	f55r	3	1	164	357	56	49	1.485	1.697	0.500	
f55r_03_002	f55r	3	2	221	336	74	44	1.333	2.242	-0.212	
f55r_03_003	f55r	3	3	304	355	39	22	0.667	1.182	0.030	f55r_03_m0028
f55r_03_004	f55r	3	4	346	359	58	18	0.545	1.758	0.091	
f55r_03_005	f55r	3	5	412	356	33	18	0.545	1.000	0.000	f55r_03_m0032
f55r_03_006	f55r	3	6	446	350	24	27	0.818	0.727	-0.045	f55r_03_m0027
f55r_03_007	f55r	3	7	480	344	33	34	1.030	1.000	-0.121	f55r_03_m0025|f55r_03_m0026
f55r_03_008	f55r	3	8	523	336	39	54	1.636	1.182	-0.061	
f55r_03_009	f55r	3	9	561	333	46	43	1.303	1.394	-0.318	
f55r_03_010	f55r	3	10	588	352	41	53	1.606	1.242	0.409	
f55r_03_011	f55r	3	11	641	318	35	57	1.727	1.061	-0.561	
f55r_03_012	f55r	3	12	684	354	30	20	0.606	0.909	-0.030	
f55r_03_013	f55r	3	13	717	348	20	30	0.909	0.606	-0.061	
f55r_03_014	f55r	3	14	742	353	23	23	0.697	0.697	-0.015	
f55r_03_015	f55r	3	15	766	354	42	35	1.061	1.273	0.197	
f55r_03_016	f55r	3	16	809	327	26	64	1.939	0.788	-0.182	
f55r_03_017	f55r	3	17	832	353	31	21	0.636	0.939	-0.045	f55r_03_m0030
f55r_03_018	f55r	3	18	875	334	42	56	1.697	1.273	-0.091	
f55r_03_019	f55r	3	19	917	319	49	56	1.697	1.485	-0.545	
f55r_03_020	f55r	3	20	966	326	45	79	2.394	1.364	0.015	
f55r_03_021	f55r	3	21	1002	345	37	50	1.515	1.121	0.152	
f55r_03_022	f55r	3	22	1040	348	42	38	1.152	1.273	0.061	
f55r_03_023	f55r	3	23	1085	349	21	24	0.727	0.636	-0.121	
f55r_03_024	f55r	3	24	1115	317	22	56	1.697	0.667	-0.606	
f55r_03_025	f55r	3	25	1128	353	28	33	1.000	0.848	0.136	f55r_03_m0031
f55r_03_026	f55r	3	26	1170	353	16	26	0.788	0.485	0.030	f55r_03_m0029
f55r_03_027	f55r	3	27	1198	325	50	68	2.061	1.515	-0.182	
f55r_04_001	f55r	4	1	169	415	52	47	1.424	1.576	-0.227	
f55r_04_002	f55r	4	2	221	419	46	51	1.545	1.394	-0.045	
f55r_04_003	f55r	4	3	275	422	38	38	1.152	1.152	-0.152	
f55r_04_004	f55r	4	4	307	413	37	46	1.394	1.121	-0.303	
f55r_04_005	f55r	4	5	355	436	53	41	1.242	1.606	0.318	
f55r_04_006	f55r	4	6	409	412	52	49	1.485	1.576	-0.288	
f55r_04_007	f55r	4	7	471	435	68	25	0.758	2.061	0.045	
f55r_04_008	f55r	4	8	541	440	16	16	0.485	0.485	0.061	
f55r_04_009	f55r	4	9	575	437	19	34	1.030	0.576	0.242	
f55r_04_010	f55r	4	10	591	430	23	30	0.909	0.697	-0.030	
f55r_04_011	f55r	4	11	623	408	40	52	1.576	1.212	-0.364	
f55r_04_012	f55r	4	12	662	439	22	56	1.697	0.667	0.636	
f55r_04_013	f55r	4	13	679	434	53	56	1.697	1.606	0.485	
f55r_04_014	f55r	4	14	751	438	17	22	0.667	0.515	0.091	f55r_04_m0033
f55r_04_015	f55r	4	15	772	413	38	45	1.364	1.152	-0.318	
f55r_04_016	f55r	4	16	806	439	16	20	0.606	0.485	0.091	
f55r_04_017	f55r	4	17	836	414	45	67	2.030	1.364	0.045	
f55r_04_018	f55r	4	18	888	411	43	59	1.788	1.303	-0.167	
f55r_04_019	f55r	4	19	913	425	60	58	1.758	1.818	0.242	
f55r_04_020	f55r	4	20	967	429	27	25	0.758	0.818	-0.136	
f55r_04_021	f55r	4	21	1009	408	44	47	1.424	1.333	-0.439	
f55r_04_022	f55r	4	22	1044	403	28	51	1.545	0.848	-0.530	
f55r_04_023	f55r	4	23	1059	432	46	21	0.636	1.394	-0.106	
f55r_04_024	f55r	4	24	1107	406	72	49	1.485	2.182	-0.470	
f55r_04_025	f55r	4	25	1169	432	43	27	0.818	1.303	-0.015	
f55r_04_026	f55r	4	26	1209	439	38	31	0.939	1.152	0.258	
f55r_05_001	f55r	5	1	153	507	44	56	1.697	1.333	0.273	
f55r_05_002	f55r	5	2	195	516	13	17	0.515	0.394	-0.045	
f55r_05_003	f55r	5	3	228	515	30	22	0.667	0.909	0.000	
f55r_05_004	f55r	5	4	285	515	12	24	0.727	0.364	0.030	
f55r_05_005	f55r	5	5	325	488	102	64	1.939	3.091	-0.182	f55r_05_m0034
f55r_05_006	f55r	5	6	428	512	12	23	0.697	0.364	-0.076	f55r_05_m0041
f55r_05_007	f55r	5	7	443	514	40	22	0.667	1.212	-0.030	
f55r_05_008	f55r	5	8	494	481	86	84	2.545	2.606	-0.091	
f55r_05_009	f55r	5	9	599	518	28	19	0.576	0.848	0.045	
f55r_05_010	f55r	5	10	627	477	25	33	1.000	0.758	-0.985	
f55r_05_011	f55r	5	11	651	515	16	28	0.848	0.485	0.091	
f55r_05_012	f55r	5	12	698	482	49	60	1.818	1.485	-0.424	
f55r_05_013	f55r	5	13	739	500	49	65	1.970	1.485	0.197	
f55r_05_014	f55r	5	14	795	516	20	21	0.636	0.606	0.015	f55r_05_m0036
f55r_05_015	f55r	5	15	813	518	29	35	1.061	0.879	0.288	f55r_05_m0038
f55r_05_016	f55r	5	16	855	517	18	20	0.606	0.545	0.030	f55r_05_m0037
f55r_05_017	f55r	5	17	878	518	23	22	0.667	0.697	0.091	
f55r_05_018	f55r	5	18	903	519	46	44	1.333	1.394	0.455	f55r_05_m0039|f55r_05_m0040
f55r_05_019	f55r	5	19	958	508	36	74	2.242	1.091	0.576	
f55r_05_020	f55r	5	20	997	518	26	28	0.848	0.788	0.182	
f55r_05_021	f55r	5	21	1026	513	18	28	0.848	0.545	0.030	
f55r_05_022	f55r	5	22	1046	521	62	48	1.455	1.879	0.576	
f55r_05_023	f55r	5	23	1113	514	23	24	0.727	0.697	0.000	
f55r_05_024	f55r	5	24	1139	512	44	20	0.606	1.333	-0.121	
f55r_05_025	f55r	5	25	1184	513	31	27	0.818	0.939	0.015	f55r_05_m0035
f55r_06_001	f55r	6	1	170	563	37	55	1.667	1.121	-0.500	
f55r_06_002	f55r	6	2	199	594	29	41	1.242	0.879	0.227	
f55r_06_003	f55r	6	3	231	589	26	29	0.879	0.788	-0.106	f55r_06_m0042
f55r_06_004	f55r	6	4	279	594	17	29	0.879	0.515	0.045	f55r_06_m0043
f55r_06_005	f55r	6	5	298	595	55	48	1.455	1.667	0.364	
f55r_06_006	f55r	6	6	357	591	23	25	0.758	0.697	-0.106	
f55r_06_007	f55r	6	7	382	592	48	22	0.667	1.455	-0.121	
f55r_06_008	f55r	6	8	421	600	29	34	1.030	0.879	0.303	f55r_06_m0051
f55r_06_009	f55r	6	9	470	576	49	46	1.394	1.485	-0.242	
f55r_06_010	f55r	6	10	524	596	31	20	0.606	0.939	-0.030	f55r_06_m0045
f55r_06_011	f55r	6	11	559	599	25	25	0.758	0.758	0.136	
f55r_06_012	f55r	6	12	588	598	45	30	0.909	1.364	0.182	f55r_06_m0049
f55r_06_013	f55r	6	13	650	597	20	27	0.818	0.606	0.106	f55r_06_m0044
f55r_06_014	f55r	6	14	670	601	24	24	0.727	0.727	0.182	
f55r_06_015	f55r	6	15	699	595	26	26	0.788	0.788	0.030	
f55r_06_016	f55r	6	16	720	562	12	27	0.818	0.364	-0.955	
f55r_06_017	f55r	6	17	728	566	28	55	1.667	0.848	-0.409	
f55r_06_018	f55r	6	18	751	592	46	24	0.727	1.394	-0.091	
f55r_06_019	f55r	6	19	805	595	31	20	0.606	0.939	-0.061	f55r_06_m0050
f55r_06_020	f55r	6	20	843	599	33	35	1.061	1.000	0.288	
f55r_06_021	f55r	6	21	869	565	42	74	2.242	1.273	-0.152	f55r_06_m0046
f55r_06_022	f55r	6	22	908	594	37	19	0.576	1.121	-0.106	f55r_06_m0047
f55r_06_023	f55r	6	23	950	591	25	26	0.788	0.758	-0.091	
f55r_06_024	f55r	6	24	979	565	28	69	2.091	0.848	-0.227	
f55r_06_025	f55r	6	25	1005	601	26	26	0.788	0.788	0.212	f55r_06_m0048
f55r_06_026	f55r	6	26	1045	581	36	44	1.333	1.091	-0.121	
f55r_06_027	f55r	6	27	1089	585	43	33	1.000	1.303	-0.167	
f55r_06_028	f55r	6	28	1127	582	48	45	1.364	1.455	-0.076	
f55r_06_029	f55r	6	29	1162	573	78	53	1.606	2.364	-0.227	
f55r_06_030	f55r	6	30	1231	611	20	21	0.636	0.606	0.439	
f55r_07_001	f55r	7	1	168	657	84	51	1.545	2.545	-0.409	
f55r_07_002	f55r	7	2	247	682	14	21	0.636	0.424	-0.106	
f55r_07_003	f55r	7	3	289	681	13	27	0.818	0.394	-0.045	
f55r_07_004	f55r	7	4	328	681	17	25	0.758	0.515	-0.076	f55r_07_m0052
f55r_07_005	f55r	7	5	373	660	43	49	1.485	1.303	-0.348	
f55r_07_006	f55r	7	6	424	686	36	35	1.061	1.091	0.227	
f55r_07_007	f55r	7	7	443	659	101	73	2.212	3.061	-0.015	
f55r_07_008	f55r	7	8	548	670	46	69	2.091	1.394	0.258	
f55r_07_009	f55r	7	9	601	666	43	42	1.273	1.303	-0.273	
f55r_07_010	f55r	7	10	630	684	48	42	1.273	1.455	0.273	
f55r_07_011	f55r	7	11	686	688	46	30	0.909	1.394	0.212	
f55r_07_012	f55r	7	12	736	692	26	29	0.879	0.788	0.318	f55r_07_m0056
f55r_07_013	f55r	7	13	773	655	23	79	2.394	0.697	-0.045	
f55r_07_014	f55r	7	14	802	687	55	38	1.152	1.667	0.303	
f55r_07_015	f55r	7	15	844	687	42	46	1.394	1.273	0.424	
f55r_07_016	f55r	7	16	876	650	40	81	2.455	1.212	-0.167	
f55r_07_017	f55r	7	17	908	657	26	76	2.303	0.788	-0.030	
f55r_07_018	f55r	7	18	932	690	29	29	0.879	0.879	0.258	
f55r_07_019	f55r	7	19	952	660	35	64	1.939	1.061	-0.121	
f55r_07_020	f55r	7	20	983	687	25	33	1.000	0.758	0.227	f55r_07_m0053
f55r_07_021	f55r	7	21	1012	690	51	41	1.242	1.545	0.439	
f55r_07_022	f55r	7	22	1059	686	30	39	1.182	0.909	0.288	
f55r_07_023	f55r	7	23	1104	653	21	61	1.848	0.636	-0.379	
f55r_07_024	f55r	7	24	1124	690	23	25	0.758	0.697	0.197	
f55r_07_025	f55r	7	25	1159	685	35	20	0.606	1.061	-0.030	f55r_07_m0054
f55r_07_026	f55r	7	26	1200	680	41	26	0.788	1.242	-0.091	f55r_07_m0055
f55r_08_001	f55r	8	1	170	740	43	43	1.303	1.303	-0.379	
f55r_08_002	f55r	8	2	213	724	37	60	1.818	1.121	-0.606	
f55r_08_003	f55r	8	3	246	736	27	70	2.121	0.818	-0.091	
f55r_08_004	f55r	8	4	279	762	28	26	0.788	0.848	0.030	f55r_08_m0059
f55r_08_005	f55r	8	5	308	771	51	15	0.455	1.545	0.136	f55r_08_m0061
f55r_08_006	f55r	8	6	368	760	43	21	0.636	1.303	-0.106	
f55r_08_007	f55r	8	7	412	760	28	27	0.818	0.848	-0.015	
f55r_08_008	f55r	8	8	434	767	31	37	1.121	0.939	0.348	f55r_08_m0057|f55r_08_m0064
f55r_08_009	f55r	8	9	489	763	37	20	0.606	1.121	-0.030	
f55r_08_010	f55r	8	10	520	761	35	42	1.273	1.061	0.242	f55r_08_m0060
f55r_08_011	f55r	8	11	550	753	30	34	1.030	0.909	-0.121	
f55r_08_012	f55r	8	12	580	758	30	29	0.879	0.909	-0.045	
f55r_08_013	f55r	8	13	605	728	48	88	2.667	1.455	-0.061	
f55r_08_014	f55r	8	14	640	742	28	67	2.030	0.848	0.045	
f55r_08_015	f55r	8	15	659	750	48	59	1.788	1.455	0.167	
f55r_08_016	f55r	8	16	709	743	40	57	1.727	1.212	-0.076	
f55r_08_017	f55r	8	17	734	739	45	74	2.242	1.364	0.061	
f55r_08_018	f55r	8	18	771	746	22	65	1.970	0.667	0.136	
f55r_08_019	f55r	8	19	790	760	30	27	0.818	0.909	-0.015	
f55r_08_020	f55r	8	20	840	761	23	24	0.727	0.697	-0.030	
f55r_08_021	f55r	8	21	864	764	17	20	0.606	0.515	0.000	
f55r_08_022	f55r	8	22	886	766	35	18	0.545	1.061	0.030	f55r_08_m0062
f55r_08_023	f55r	8	23	925	773	56	15	0.455	1.697	0.197	
f55r_08_024	f55r	8	24	983	766	38	19	0.576	1.152	0.045	f55r_08_m0063
f55r_08_025	f55r	8	25	1024	761	29	28	0.848	0.879	0.030	
f55r_08_026	f55r	8	26	1051	746	31	66	2.000	0.939	0.152	f55r_08_m0058
f55r_08_027	f55r	8	27	1076	750	35	56	1.697	1.061	0.121	
f55r_08_028	f55r	8	28	1097	766	35	41	1.242	1.061	0.379	
f55r_08_029	f55r	8	29	1133	765	18	35	1.061	0.545	0.258	
f55r_08_030	f55r	8	30	1155	755	40	38	1.152	1.212	0.000	
f55r_08_031	f55r	8	31	1186	774	23	32	0.970	0.697	0.485	
f55r_08_032	f55r	8	32	1205	757	34	15	0.455	1.030	-0.288	
f55r_09_001	f55r	9	1	165	848	36	20	0.606	1.091	-0.061	f55r_09_m0069
f55r_09_002	f55r	9	2	204	853	48	14	0.424	1.455	0.000	
f55r_09_003	f55r	9	3	244	847	41	50	1.515	1.242	0.364	
f55r_09_004	f55r	9	4	290	846	18	20	0.606	0.545	-0.121	f55r_09_m0066
f55r_09_005	f55r	9	5	315	845	17	49	1.485	0.515	0.288	f55r_09_m0065
f55r_09_006	f55r	9	6	335	832	50	78	2.364	1.515	0.333	
f55r_09_007	f55r	9	7	376	822	36	48	1.455	1.091	-0.424	
f55r_09_008	f55r	9	8	419	850	31	18	0.545	0.939	-0.030	
f55r_09_009	f55r	9	9	454	845	18	27	0.818	0.545	-0.045	
f55r_09_010	f55r	9	10	478	846	22	24	0.727	0.667	-0.061	
f55r_09_011	f55r	9	11	501	847	43	37	1.121	1.303	0.167	
f55r_09_012	f55r	9	12	542	822	27	71	2.152	0.818	-0.076	
f55r_09_013	f55r	9	13	572	850	34	19	0.576	1.030	-0.015	f55r_09_m0070
f55r_09_014	f55r	9	14	619	849	50	33	1.000	1.515	0.167	
f55r_09_015	f55r	9	15	673	854	24	20	0.606	0.727	0.121	
f55r_09_016	f55r	9	16	703	845	30	45	1.364	0.909	0.227	
f55r_09_017	f55r	9	17	731	856	57	15	0.455	1.727	0.106	
f55r_09_018	f55r	9	18	791	852	27	25	0.758	0.818	0.136	
f55r_09_019	f55r	9	19	819	858	26	24	0.727	0.788	0.303	
f55r_09_020	f55r	9	20	851	853	20	28	0.848	0.606	0.212	f55r_09_m0067
f55r_09_021	f55r	9	21	873	856	36	19	0.576	1.091	0.167	f55r_09_m0071
f55r_09_022	f55r	9	22	925	848	53	22	0.667	1.606	-0.030	
f55r_09_023	f55r	9	23	983	847	22	29	0.879	0.667	0.045	
f55r_09_024	f55r	9	24	1016	852	19	21	0.636	0.576	0.076	f55r_09_m0068
f55r_09_025	f55r	9	25	1037	819	51	58	1.758	1.545	-0.364	
f55r_09_026	f55r	9	26	1087	829	22	65	1.970	0.667	0.045	
f55r_09_027	f55r	9	27	1104	860	25	37	1.121	0.758	0.561	
f55r_09_028	f55r	9	28	1117	839	32	16	0.485	0.970	-0.394	
f55r_09_029	f55r	9	29	1149	836	43	52	1.576	1.303	0.061	
f55r_09_030	f55r	9	30	1188	858	31	25	0.758	0.939	0.318	
f55r_10_001	f55r	10	1	170	897	25	54	1.636	0.758	-0.515	
f55r_10_002	f55r	10	2	195	932	30	18	0.545	0.909	0.000	
f55r_10_003	f55r	10	3	230	923	17	29	0.879	0.515	-0.106	
f55r_10_004	f55r	10	4	253	929	22	25	0.758	0.667	0.015	
f55r_10_005	f55r	10	5	275	901	21	72	2.182	0.636	-0.121	
f55r_10_006	f55r	10	6	286	931	28	41	1.242	0.848	0.318	f55r_10_m0080
f55r_10_007	f55r	10	7	339	917	42	38	1.152	1.273	-0.152	
f55r_10_008	f55r	10	8	392	900	38	51	1.545	1.152	-0.470	
f55r_10_009	f55r	10	9	430	927	48	44	1.333	1.455	0.242	
f55r_10_010	f55r	10	10	481	929	23	23	0.697	0.697	-0.015	
f55r_10_011	f55r	10	11	520	929	22	21	0.636	0.667	-0.045	f55r_10_m0077
f55r_10_012	f55r	10	12	544	927	22	28	0.848	0.667	0.000	
f55r_10_013	f55r	10	13	580	907	40	56	1.697	1.212	-0.182	
f55r_10_014	f55r	10	14	614	928	44	32	0.970	1.333	0.091	
f55r_10_015	f55r	10	15	660	933	23	23	0.697	0.697	0.106	
f55r_10_016	f55r	10	16	752	899	23	30	0.909	0.697	-0.818	f55r_10_m0074
f55r_10_017	f55r	10	17	777	893	122	63	1.909	3.697	-0.500	f55r_10_m0072
f55r_10_018	f55r	10	18	895	926	15	27	0.818	0.455	-0.045	f55r_10_m0073
f55r_10_019	f55r	10	19	916	924	21	27	0.818	0.636	-0.106	
f55r_10_020	f55r	10	20	955	925	26	26	0.788	0.788	-0.091	f55r_10_m0075
f55r_10_021	f55r	10	21	986	932	33	18	0.545	1.000	0.000	f55r_10_m0078
f55r_10_022	f55r	10	22	1035	915	39	48	1.455	1.182	-0.061	
f55r_10_023	f55r	10	23	1081	914	44	38	1.152	1.333	-0.242	
f55r_10_024	f55r	10	24	1139	905	32	55	1.667	0.970	-0.258	
f55r_10_025	f55r	10	25	1174	930	33	32	0.970	1.000	0.152	
f55r_10_026	f55r	10	26	1200	940	17	20	0.606	0.515	0.273	
f55r_10_027	f55r	10	27	1221	933	11	19	0.576	0.333	0.045	f55r_10_m0076|f55r_10_m0079
f55r_11_001	f55r	11	1	167	979	17	51	1.545	0.515	-0.409	
f55r_11_002	f55r	11	2	186	1008	6	22	0.667	0.182	0.030	f55r_11_m0085
f55r_11_003	f55r	11	3	197	1009	10	26	0.788	0.303	0.121	
f55r_11_004	f55r	11	4	202	1005	109	59	1.788	3.303	0.500	
f55r_11_005	f55r	11	5	307	1008	41	19	0.576	1.242	-0.015	
f55r_11_006	f55r	11	6	355	1004	65	61	1.848	1.970	0.500	
f55r_11_007	f55r	11	7	441	990	36	51	1.545	1.091	-0.076	
f55r_11_008	f55r	11	8	478	1002	24	23	0.697	0.727	-0.136	
f55r_11_009	f55r	11	9	510	993	41	55	1.667	1.242	0.076	
f55r_11_010	f55r	11	10	550	1010	28	27	0.818	0.848	0.167	f55r_11_m0082
f55r_11_011	f55r	11	11	592	976	40	55	1.667	1.212	-0.439	
f55r_11_012	f55r	11	12	631	989	33	58	1.758	1.000	0.000	
f55r_11_013	f55r	11	13	659	1015	51	38	1.152	1.545	0.485	
f55r_11_014	f55r	11	14	771	1043	11	21	0.636	0.333	1.076	
f55r_11_015	f55r	11	15	801	1010	39	18	0.545	1.182	0.030	
f55r_11_016	f55r	11	16	841	1004	20	30	0.909	0.606	0.030	
f55r_11_017	f55r	11	17	856	1012	32	33	1.000	0.970	0.318	
f55r_11_018	f55r	11	18	891	1006	48	21	0.636	1.455	-0.045	
f55r_11_019	f55r	11	19	948	999	42	39	1.182	1.273	0.015	f55r_11_m0081
f55r_11_020	f55r	11	20	1002	1007	43	31	0.939	1.303	0.136	f55r_11_m0083|f55r_11_m0084
f55r_11_021	f55r	11	21	1049	980	35	47	1.424	1.061	-0.439	
f55r_11_022	f55r	11	22	1093	1009	28	18	0.545	0.848	0.000	
f55r_11_023	f55r	11	23	1125	1002	18	28	0.848	0.545	-0.061	
f55r_11_024	f55r	11	24	1146	1009	21	24	0.727	0.636	0.091	
f55r_11_025	f55r	11	25	1169	1009	46	39	1.182	1.394	0.318	
f55r_12_001	f55r	12	1	164	1069	46	42	1.273	1.394	-0.303	f55r_12_m0088
f55r_12_002	f55r	12	2	203	1075	32	55	1.667	0.970	0.076	
f55r_12_003	f55r	12	3	227	1063	55	93	2.818	1.667	0.288	
f55r_12_004	f55r	12	4	288	1066	42	41	1.242	1.273	-0.409	
f55r_12_005	f55r	12	5	329	1082	22	40	1.212	0.667	0.061	
f55r_12_006	f55r	12	6	345	1078	32	70	2.121	0.970	0.394	
f55r_12_007	f55r	12	7	382	1087	35	58	1.758	1.061	0.485	
f55r_12_008	f55r	12	8	412	1063	75	46	1.394	2.273	-0.424	f55r_12_m0091
f55r_12_009	f55r	12	9	478	1084	51	67	2.030	1.545	0.530	
f55r_12_010	f55r	12	10	524	1089	31	22	0.667	0.939	0.000	
f55r_12_011	f55r	12	11	583	1090	17	21	0.636	0.515	0.015	
f55r_12_012	f55r	12	12	604	1057	33	55	1.667	1.000	-0.470	
f55r_12_013	f55r	12	13	632	1084	44	30	0.909	1.333	-0.030	f55r_12_m0092
f55r_12_014	f55r	12	14	698	1088	22	64	1.939	0.667	0.606	
f55r_12_015	f55r	12	15	719	1092	15	16	0.485	0.455	0.000	
f55r_12_016	f55r	12	16	739	1086	11	21	0.636	0.333	-0.106	f55r_12_m0086
f55r_12_017	f55r	12	17	751	1086	46	23	0.697	1.394	-0.076	
f55r_12_018	f55r	12	18	794	1064	22	46	1.394	0.667	-0.394	f55r_12_m0089
f55r_12_019	f55r	12	19	812	1092	25	19	0.576	0.758	0.045	
f55r_12_020	f55r	12	20	837	1092	21	28	0.848	0.636	0.182	f55r_12_m0087
