mid	page	line	x	y	w	h	rh	rw	sid
f55r_01_m0009	f55r	1	450	170	24	12	0.364	0.727	f55r_01_011
f55r_01_m0010	f55r	1	1166	171	28	10	0.303	0.848	f55r_01_026
f55r_01_m0011	f55r	1	886	176	11	3	0.091	0.333	f55r_01_021
f55r_02_m0012	f55r	2	1153	235	19	26	0.788	0.576	f55r_02_032
f55r_02_m0013	f55r	2	1055	240	22	24	0.727	0.667	f55r_02_028
f55r_02_m0014	f55r	2	1221	243	24	22	0.667	0.727	f55r_02_034
f55r_02_m0015	f55r	2	261	245	5	5	0.152	0.152	f55r_02_002
f55r_02_m0016	f55r	2	693	245	10	17	0.515	0.303	f55r_02_014
f55r_02_m0017	f55r	2	399	247	5	4	0.121	0.152	f55r_02_006
f55r_02_m0018	f55r	2	657	246	7	16	0.485	0.212	f55r_02_013
f55r_02_m0019	f55r	2	236	248	26	21	0.636	0.788	f55r_02_002
f55r_02_m0020	f55r	2	307	248	5	5	0.152	0.152	f55r_02_003
f55r_02_m0021	f55r	2	1116	249	16	18	0.545	0.485	f55r_02_031
f55r_02_m0022	f55r	2	551	252	25	12	0.364	0.758	f55r_02_010
f55r_02_m0023	f55r	2	996	253	31	12	0.364	0.939	f55r_02_026
f55r_02_m0024	f55r	2	291	254	26	14	0.424	0.788	f55r_02_003
f55r_03_m0025	f55r	3	504	315	8	20	0.606	0.242	f55r_03_007
f55r_03_m0026	f55r	3	511	315	12	22	0.667	0.364	f55r_03_007
f55r_03_m0027	f55r	3	464	321	14	22	0.667	0.424	f55r_03_006
f55r_03_m0028	f55r	3	331	324	10	24	0.727	0.303	f55r_03_003
f55r_03_m0029	f55r	3	1185	324	10	23	0.697	0.303	f55r_03_026
f55r_03_m0030	f55r	3	848	331	13	14	0.424	0.394	f55r_03_017
f55r_03_m0031	f55r	3	1148	333	26	13	0.394	0.788	f55r_03_025
f55r_03_m0032	f55r	3	425	334	13	14	0.424	0.394	f55r_03_005
f55r_04_m0033	f55r	4	737	427	4	5	0.152	0.121	f55r_04_014
f55r_05_m0034	f55r	5	354	478	17	24	0.727	0.515	f55r_05_005
f55r_05_m0035	f55r	5	1213	484	20	24	0.727	0.606	f55r_05_025
f55r_05_m0036	f55r	5	801	486	22	23	0.697	0.667	f55r_05_014
f55r_05_m0037	f55r	5	865	487	11	19	0.576	0.333	f55r_05_016
f55r_05_m0038	f55r	5	834	490	19	20	0.606	0.576	f55r_05_015
f55r_05_m0039	f55r	5	930	491	5	4	0.121	0.152	f55r_05_018
f55r_05_m0040	f55r	5	910	496	23	18	0.545	0.697	f55r_05_018
f55r_05_m0041	f55r	5	429	504	4	6	0.182	0.121	f55r_05_006
f55r_06_m0042	f55r	6	257	559	12	26	0.788	0.364	f55r_06_003
f55r_06_m0043	f55r	6	290	558	14	26	0.788	0.424	f55r_06_004
f55r_06_m0044	f55r	6	658	567	13	24	0.727	0.394	f55r_06_013
f55r_06_m0045	f55r	6	537	570	14	15	0.455	0.424	f55r_06_010
f55r_06_m0046	f55r	6	867	571	21	20	0.606	0.636	f55r_06_021
f55r_06_m0047	f55r	6	928	570	16	16	0.485	0.485	f55r_06_022
f55r_06_m0048	f55r	6	1018	570	30	25	0.758	0.909	f55r_06_025
f55r_06_m0049	f55r	6	598	572	32	21	0.636	0.970	f55r_06_012
f55r_06_m0050	f55r	6	818	574	36	23	0.697	1.091	f55r_06_019
f55r_06_m0051	f55r	6	442	579	29	13	0.394	0.879	f55r_06_008
f55r_07_m0052	f55r	7	340	645	35	25	0.758	1.061	f55r_07_004
f55r_07_m0053	f55r	7	1003	657	9	20	0.606	0.273	f55r_07_020
f55r_07_m0054	f55r	7	1176	661	14	13	0.394	0.424	f55r_07_025
f55r_07_m0055	f55r	7	1222	660	17	16	0.485	0.515	f55r_07_026
f55r_07_m0056	f55r	7	750	664	27	22	0.667	0.818	f55r_07_012
f55r_08_m0057	f55r	8	439	726	12	23	0.697	0.364	f55r_08_008
f55r_08_m0058	f55r	8	1045	731	19	26	0.788	0.576	f55r_08_026
f55r_08_m0059	f55r	8	290	735	15	16	0.485	0.455	f55r_08_004
f55r_08_m0060	f55r	8	506	739	37	22	0.667	1.121	f55r_08_010
f55r_08_m0061	f55r	8	334	741	29	20	0.606	0.879	f55r_08_005
f55r_08_m0062	f55r	8	902	744	26	15	0.455	0.788	f55r_08_022
f55r_08_m0063	f55r	8	1002	745	25	16	0.485	0.758	f55r_08_024
f55r_08_m0064	f55r	8	456	748	29	14	0.424	0.879	f55r_08_008
f55r_09_m0065	f55r	9	325	811	15	26	0.788	0.455	f55r_09_005
f55r_09_m0066	f55r	9	297	812	23	25	0.758	0.697	f55r_09_004
f55r_09_m0067	f55r	9	855	822	20	20	0.606	0.606	f55r_09_020
f55r_09_m0068	f55r	9	1027	823	9	18	0.545	0.273	f55r_09_024
f55r_09_m0069	f55r	9	183	824	27	16	0.485	0.818	f55r_09_001
f55r_09_m0070	f55r	9	589	825	38	23	0.697	1.152	f55r_09_013
f55r_09_m0071	f55r	9	891	834	28	13	0.394	0.848	f55r_09_021
f55r_10_m0072	f55r	10	823	896	4	10	0.303	0.121	f55r_10_017
f55r_10_m0073	f55r	10	903	897	14	23	0.697	0.424	f55r_10_018
f55r_10_m0074	f55r	10	737	899	11	9	0.273	0.333	f55r_10_016
f55r_10_m0075	f55r	10	966	899	14	17	0.515	0.424	f55r_10_020
f55r_10_m0076	f55r	10	1221	901	13	16	0.485	0.394	f55r_10_027
f55r_10_m0077	f55r	10	531	905	9	18	0.545	0.273	f55r_10_011
f55r_10_m0078	f55r	10	1000	905	36	25	0.758	1.091	f55r_10_021
f55r_10_m0079	f55r	10	1229	905	9	10	0.303	0.273	f55r_10_027
f55r_10_m0080	f55r	10	303	908	30	13	0.394	0.909	f55r_10_006
f55r_11_m0081	f55r	11	969	972	23	26	0.788	0.697	f55r_11_019
f55r_11_m0082	f55r	11	567	984	30	21	0.636	0.909	f55r_11_010
f55r_11_m0083	f55r	11	1034	984	5	5	0.152	0.152	f55r_11_020
f55r_11_m0084	f55r	11	1011	986	26	22	0.667	0.788	f55r_11_020
f55r_11_m0085	f55r	11	193	998	4	7	0.212	0.121	f55r_11_002
f55r_12_m0086	f55r	12	735	1059	19	25	0.758	0.576	f55r_12_016
f55r_12_m0087	f55r	12	863	1058	7	9	0.273	0.212	f55r_12_020
f55r_12_m0088	f55r	12	189	1061	6	5	0.152	0.182	f55r_12_001
f55r_12_m0089	f55r	12	793	1072	11	11	0.333	0.333	f55r_12_018
f55r_12_m0090	f55r	12	944	1075	8	6	0.182	0.242	f55r_12_024
f55r_12_m0091	f55r	12	415	1079	4	6	0.182	0.121	f55r_12_008
f55r_12_m0092	f55r	12	676	1083	6	6	0.182	0.182	f55r_12_013
f55r_13_m0093	f55r	13	624	1135	9	19	0.576	0.273	f55r_13_014
f55r_13_m0094	f55r	13	721	1134	23	22	0.667	0.697	f55r_13_018
f55r_13_m0095	f55r	13	631	1136	14	16	0.485	0.424	f55r_13_014
f55r_13_m0096	f55r	13	305	1138	15	21	0.636	0.455	f55r_13_005
f55r_13_m0097	f55r	13	553	1138	10	21	0.636	0.303	f55r_13_011
f55r_13_m0098	f55r	13	752	1145	23	19	0.576	0.697	f55r_13_018
f55r_13_m0099	f55r	13	166	1147	25	21	0.636	0.758	f55r_13_001
f55r_13_m0100	f55r	13	516	1151	16	17	0.515	0.485	f55r_13_010
f55r_13_m0101	f55r	13	798	1151	9	17	0.515	0.273	f55r_13_019
f55r_13_m0102	f55r	13	968	1159	28	14	0.424	0.848	f55r_13_023
f55r_13_m0103	f55r	13	881	1160	13	13	0.394	0.394	f55r_13_021
f55r_14_m0104	f55r	14	230	1219	8	21	0.636	0.242	f55r_14_002
f55r_14_m0105	f55r	14	385	1218	13	26	0.788	0.394	f55r_14_008
f55r_14_m0106	f55r	14	237	1221	14	17	0.515	0.424	f55r_14_002
f55r_14_m0107	f55r	14	317	1222	30	24	0.727	0.909	f55r_14_005
f55r_14_m0108	f55r	14	1147	1240	5	5	0.152	0.152	f55r_14_028
f55r_14_m0109	f55r	14	1020	1245	34	12	0.364	1.030	f55r_14_024
f55r_15_m0110	f55r	15	734	1304	11	22	0.667	0.333	f55r_15_015
f55r_15_m0111	f55r	15	670	1308	12	26	0.788	0.364	f55r_15_012
f55r_15_m0112	f55r	15	759	1315	33	15	0.455	1.000	f55r_15_015
f55r_15_m0113	f55r	15	798	1315	22	20	0.606	0.667	f55r_15_016
f55r_15_m0114	f55r	15	824	1314	16	23	0.697	0.485	f55r_15_017
f55r_15_m0115	f55r	15	857	1315	37	24	0.727	1.121	f55r_15_019
f55r_16_m0116	f55r	16	415	1389	27	26	0.788	0.818	f55r_16_008
f55r_16_m0117	f55r	16	538	1393	21	20	0.606	0.636	f55r_16_012
f55r_16_m0118	f55r	16	604	1393	13	23	0.697	0.394	f55r_16_014
f55r_16_m0119	f55r	16	663	1399	30	22	0.667	0.909	f55r_16_016
f55r_16_m0120	f55r	16	711	1401	29	13	0.394	0.879	f55r_16_018
f55r_16_m0121	f55r	16	243	1404	4	5	0.152	0.121	f55r_16_004
f55r_16_m0122	f55r	16	1015	1408	7	7	0.212	0.212	f55r_16_025
f55r_17_m0123	f55r	17	729	1470	30	25	0.758	0.909	f55r_17_017
f55r_17_m0124	f55r	17	975	1471	15	24	0.727	0.455	f55r_17_022
f55r_17_m0125	f55r	17	563	1483	11	19	0.576	0.333	f55r_17_013
f55r_17_m0126	f55r	17	573	1482	22	25	0.758	0.667	f55r_17_013
f55r_17_m0127	f55r	17	1133	1490	5	5	0.152	0.152	f55r_17_025
f55r_17_m0128	f55r	17	349	1494	4	6	0.182	0.121	f55r_17_007
f55r_17_m0129	f55r	17	1218	1498	6	7	0.212	0.182	f55r_17_026
f55r_18_m0130	f55r	18	284	1551	24	25	0.758	0.727	f55r_18_004
f55r_18_m0131	f55r	18	889	1567	7	21	0.636	0.212	f55r_18_021
f55r_18_m0132	f55r	18	1049	1584	4	5	0.152	0.121	f55r_18_027
f55r_19_m0133	f55r	19	731	1638	15	24	0.727	0.455	f55r_19_015
f55r_19_m0134	f55r	19	673	1641	14	25	0.758	0.424	f55r_19_013
f55r_19_m0135	f55r	19	645	1643	8	22	0.667	0.242	f55r_19_012
f55r_19_m0136	f55r	19	926	1643	13	26	0.788	0.394	f55r_19_021
f55r_19_m0137	f55r	19	1108	1644	9	20	0.606	0.273	f55r_19_026
f55r_19_m0138	f55r	19	842	1647	5	4	0.121	0.152	f55r_19_018
f55r_19_m0139	f55r	19	308	1648	19	20	0.606	0.576	f55r_19_004
f55r_19_m0140	f55r	19	345	1648	27	16	0.485	0.818	f55r_19_005
f55r_19_m0141	f55r	19	602	1649	26	23	0.697	0.788	f55r_19_011
f55r_19_m0142	f55r	19	760	1649	39	25	0.758	1.182	f55r_19_016
f55r_19_m0143	f55r	19	814	1649	25	25	0.758	0.758	f55r_19_017
f55r_19_m0144	f55r	19	394	1651	13	15	0.455	0.394	f55r_19_006
f55r_19_m0145	f55r	19	956	1652	12	21	0.636	0.364	f55r_19_022
f55r_19_m0146	f55r	19	1166	1654	9	18	0.545	0.273	f55r_19_027
f55r_19_m0147	f55r	19	74	1658	4	5	0.152	0.121	f55r_19_001
f55v_01_m0001	f55v	1	1099	131	6	6	0.182	0.182	f55v_01_014
f55v_01_m0002	f55v	1	867	157	12	26	0.788	0.364	f55v_01_008
f55v_01_m0003	f55v	1	1364	159	12	25	0.758	0.364	f55v_01_021
f55v_01_m0004	f55v	1	923	161	15	23	0.697	0.455	f55v_01_009
f55v_01_m0005	f55v	1	915	162	9	20	0.606	0.273	f55v_01_009
f55v_01_m0006	f55v	1	1171	168	12	25	0.758	0.364	f55v_01_016
f55v_01_m0007	f55v	1	1311	172	9	18	0.545	0.273	f55v_01_020
f55v_01_m0008	f55v	1	1319	172	13	20	0.606	0.394	f55v_01_020
f55v_02_m0009	f55v	2	426	242	6	6	0.182	0.182	f55v_02_002
f55v_02_m0010	f55v	2	401	245	23	25	0.758	0.697	f55v_02_001
f55v_02_m0011	f55v	2	1174	253	27	16	0.485	0.818	f55v_02_020
f55v_02_m0012	f55v	2	1376	253	6	6	0.182	0.182	f55v_02_024
f55v_02_m0013	f55v	2	438	255	28	13	0.394	0.848	f55v_02_003
f55v_02_m0014	f55v	2	1427	256	33	18	0.545	1.000	f55v_02_026
f55v_03_m0015	f55v	3	575	324	15	19	0.576	0.455	f55v_03_007
f55v_03_m0016	f55v	3	666	326	36	26	0.788	1.091	f55v_03_010
f55v_03_m0017	f55v	3	728	328	8	18	0.545	0.242	f55v_03_011
f55v_03_m0018	f55v	3	891	337	4	6	0.182	0.121	f55v_03_014
f55v_04_m0019	f55v	4	1167	404	23	24	0.727	0.697	f55v_04_022
f55v_04_m0020	f55v	4	1405	407	30	23	0.697	0.909	f55v_04_029
f55v_04_m0021	f55v	4	898	409	28	16	0.485	0.848	f55v_04_016
f55v_05_m0022	f55v	5	406	489	25	25	0.758	0.758	f55v_05_001
f55v_05_m0023	f55v	5	548	491	5	6	0.182	0.152	f55v_05_004
f55v_05_m0024	f55v	5	600	491	31	13	0.394	0.939	f55v_05_006
f55v_05_m0025	f55v	5	701	490	28	22	0.667	0.848	f55v_05_009
f55v_05_m0026	f55v	5	776	490	28	24	0.727	0.848	f55v_05_011
f55v_05_m0027	f55v	5	528	494	18	22	0.667	0.545	f55v_05_004
f55v_05_m0028	f55v	5	821	495	15	15	0.455	0.455	f55v_05_012
f55v_05_m0029	f55v	5	854	497	29	12	0.364	0.879	f55v_05_014
f55v_05_m0030	f55v	5	919	496	25	22	0.667	0.758	f55v_05_015
f55v_05_m0031	f55v	5	1277	508	6	8	0.242	0.182	f55v_05_023
f55v_06_m0032	f55v	6	799	567	10	18	0.545	0.303	f55v_06_008
f55v_06_m0033	f55v	6	1077	571	31	24	0.727	0.939	f55v_06_016
f55v_06_m0034	f55v	6	917	575	27	21	0.636	0.818	f55v_06_012
f55v_06_m0035	f55v	6	1369	577	14	14	0.424	0.424	f55v_06_023
f55v_06_m0036	f55v	6	828	578	24	11	0.333	0.727	f55v_06_010
f55v_06_m0037	f55v	6	1131	578	29	16	0.485	0.879	f55v_06_017
f55v_06_m0038	f55v	6	1434	579	6	5	0.152	0.182	f55v_06_025
f55v_06_m0039	f55v	6	1453	578	7	7	0.212	0.212	f55v_06_025
f55v_06_m0040	f55v	6	601	586	5	5	0.152	0.152	f55v_06_004
f55v_07_m0041	f55v	7	987	645	12	22	0.667	0.364	f55v_07_017
f55v_07_m0042	f55v	7	1206	645	19	25	0.758	0.576	f55v_07_022
f55v_07_m0043	f55v	7	1380	645	13	22	0.667	0.394	f55v_07_028
f55v_07_m0044	f55v	7	867	647	24	26	0.788	0.727	f55v_07_013
f55v_07_m0045	f55v	7	1316	646	21	17	0.515	0.636	f55v_07_026
f55v_07_m0046	f55v	7	1389	646	12	20	0.606	0.364	f55v_07_029
f55v_07_m0047	f55v	7	690	650	14	25	0.758	0.424	f55v_07_009
f55v_07_m0048	f55v	7	448	652	12	23	0.697	0.364	f55v_07_002
f55v_07_m0049	f55v	7	483	653	33	26	0.788	1.000	f55v_07_003
f55v_07_m0050	f55v	7	716	652	20	17	0.515	0.606	f55v_07_009
f55v_07_m0051	f55v	7	1416	652	14	22	0.667	0.424	f55v_07_029
f55v_07_m0052	f55v	7	575	657	5	4	0.121	0.152	f55v_07_005
f55v_07_m0053	f55v	7	813	657	6	4	0.121	0.182	f55v_07_011
f55v_07_m0054	f55v	7	1111	656	5	4	0.121	0.152	f55v_07_019
f55v_07_m0055	f55v	7	1120	656	4	5	0.152	0.121	f55v_07_020
f55v_07_m0056	f55v	7	1128	657	24	23	0.697	0.727	f55v_07_020
f55v_07_m0057	f55v	7	407	658	20	21	0.636	0.606	f55v_07_001
f55v_07_m0058	f55v	7	543	659	26	24	0.727	0.788	f55v_07_004
f55v_07_m0059	f55v	7	629	658	24	15	0.455	0.727	f55v_07_007
f55v_07_m0060	f55v	7	903	658	24	24	0.727	0.727	f55v_07_015
f55v_07_m0061	f55v	7	583	661	35	25	0.758	1.061	f55v_07_005
f55v_07_m0062	f55v	7	1265	661	14	15	0.455	0.424	f55v_07_025
f55v_07_m0063	f55v	7	749	662	17	16	0.485	0.515	f55v_07_010
f55v_07_m0064	f55v	7	835	663	8	18	0.545	0.242	f55v_07_012
f55v_08_m0065	f55v	8	421	726	12	26	0.788	0.364	f55v_08_001
f55v_08_m0066	f55v	8	892	728	10	21	0.636	0.303	f55v_08_014
f55v_08_m0067	f55v	8	901	732	13	13	0.394	0.394	f55v_08_014
f55v_08_m0068	f55v	8	1041	739	8	15	0.455	0.242	f55v_08_017
f55v_08_m0069	f55v	8	445	741	17	15	0.455	0.515	f55v_08_002
f55v_08_m0070	f55v	8	1077	742	25	22	0.667	0.758	f55v_08_019
f55v_08_m0071	f55v	8	708	744	31	19	0.576	0.939	f55v_08_010
f55v_08_m0072	f55v	8	1246	756	4	6	0.182	0.121	f55v_08_024
f55v_09_m0073	f55v	9	1064	811	11	20	0.606	0.333	f55v_09_019
f55v_09_m0074	f55v	9	593	817	13	17	0.515	0.394	f55v_09_005
f55v_09_m0075	f55v	9	602	818	10	14	0.424	0.303	f55v_09_005
f55v_09_m0076	f55v	9	1004	820	28	14	0.424	0.848	f55v_09_017
f55v_09_m0077	f55v	9	1084	820	9	21	0.636	0.273	f55v_09_020
f55v_09_m0078	f55v	9	1345	824	31	23	0.697	0.939	f55v_09_026
f55v_09_m0079	f55v	9	1115	828	28	22	0.667	0.848	f55v_09_021
f55v_09_m0080	f55v	9	1266	832	5	5	0.152	0.152	f55v_09_024
f55v_09_m0081	f55v	9	542	834	4	7	0.212	0.121	f55v_09_004
f55v_09_m0082	f55v	9	476	845	5	5	0.152	0.152	f55v_09_003
f55v_10_m0083	f55v	10	1104	893	17	25	0.758	0.515	f55v_10_015
f55v_10_m0084	f55v	10	292	903	5	6	0.182	0.152	f55v_10_001
f55v_10_m0085	f55v	10	497	904	9	21	0.636	0.273	f55v_10_003
f55v_10_m0086	f55v	10	1318	906	5	4	0.121	0.152	f55v_10_020
f55v_10_m0087	f55v	10	1451	907	9	15	0.455	0.273	f55v_10_023
f55v_10_m0088	f55v	10	1425	911	5	6	0.182	0.152	f55v_10_022
f55v_11_m0089	f55v	11	415	977	24	25	0.758	0.727	f55v_11_001
f55v_11_m0090	f55v	11	1238	976	11	21	0.636	0.333	f55v_11_018
f55v_11_m0091	f55v	11	832	978	12	18	0.545	0.364	f55v_11_007
f55v_11_m0092	f55v	11	843	978	14	15	0.455	0.424	f55v_11_007
f55v_11_m0093	f55v	11	481	982	32	24	0.727	0.970	f55v_11_003
f55v_11_m0094	f55v	11	1091	988	15	17	0.515	0.455	f55v_11_014
f55v_12_m0095	f55v	12	1418	1060	42	21	0.636	1.273	f55v_12_026
f55v_12_m0096	f55v	12	1155	1064	5	5	0.152	0.152	f55v_12_018
f55v_12_m0097	f55v	12	760	1077	5	6	0.182	0.152	f55v_12_008
f55v_13_m0098	f55v	13	776	1140	12	19	0.576	0.364	f55v_13_010
f55v_13_m0099	f55v	13	787	1141	15	14	0.424	0.455	f55v_13_010
f55v_13_m0100	f55v	13	1169	1142	10	19	0.576	0.303	f55v_13_020
f55v_13_m0101	f55v	13	1050	1146	6	5	0.152	0.182	f55v_13_017
f55v_13_m0102	f55v	13	1073	1147	36	23	0.697	1.091	f55v_13_018
f55v_13_m0103	f55v	13	937	1149	7	4	0.121	0.212	f55v_13_014
f55v_13_m0104	f55v	13	978	1153	6	6	0.182	0.182	f55v_13_015
f55v_14_m0105	f55v	14	425	1224	13	22	0.667	0.394	f55v_14_001
f55v_14_m0106	f55v	14	1301	1229	42	25	0.758	1.273	f55v_14_022
f55v_14_m0107	f55v	14	821	1232	5	5	0.152	0.152	f55v_14_012
f55v_14_m0108	f55v	14	1021	1234	7	5	0.152	0.212	f55v_14_016
f55v_14_m0109	f55v	14	989	1240	5	5	0.152	0.152	f55v_14_016
f55v_15_m0110	f55v	15	745	1297	15	24	0.727	0.455	f55v_15_007
f55v_15_m0111	f55v	15	1423	1307	37	26	0.788	1.121	f55v_15_024
f55v_15_m0112	f55v	15	919	1309	28	23	0.697	0.848	f55v_15_011
f55v_15_m0113	f55v	15	947	1309	5	5	0.152	0.152	f55v_15_012
f55v_15_m0114	f55v	15	1198	1309	20	18	0.545	0.606	f55v_15_017
f55v_15_m0115	f55v	15	810	1311	5	4	0.121	0.152	f55v_15_008
f55v_15_m0116	f55v	15	867	1310	5	5	0.152	0.152	f55v_15_009
f55v_15_m0117	f55v	15	1137	1311	14	22	0.667	0.424	f55v_15_016
f55v_15_m0118	f55v	15	425	1312	31	22	0.667	0.939	f55v_15_001
f55v_15_m0119	f55v	15	883	1313	30	12	0.364	0.909	f55v_15_010
f55v_15_m0120	f55v	15	1235	1312	31	15	0.455	0.939	f55v_15_018
f55v_15_m0121	f55v	15	837	1315	29	21	0.636	0.879	f55v_15_009
f55v_15_m0122	f55v	15	1077	1321	13	16	0.485	0.394	f55v_15_015
f55v_16_m0123	f55v	16	537	1385	15	26	0.788	0.455	f55v_16_006
f55v_16_m0124	f55v	16	561	1386	21	23	0.697	0.636	f55v_16_007
f55v_16_m0125	f55v	16	768	1387	14	18	0.545	0.424	f55v_16_011
f55v_16_m0126	f55v	16	1091	1386	15	25	0.758	0.455	f55v_16_022
f55v_16_m0127	f55v	16	756	1388	12	22	0.667	0.364	f55v_16_011
f55v_16_m0128	f55v	16	1019	1389	7	5	0.152	0.212	f55v_16_019
f55v_16_m0129	f55v	16	428	1390	13	24	0.727	0.394	f55v_16_001
f55v_16_m0130	f55v	16	511	1390	12	24	0.727	0.364	f55v_16_004
f55v_16_m0131	f55v	16	958	1395	14	21	0.636	0.424	f55v_16_017
f55v_16_m0132	f55v	16	988	1394	37	23	0.697	1.121	f55v_16_018
f55v_17_m0133	f55v	17	1155	1477	17	21	0.636	0.515	f55v_17_016
f55v_17_m0134	f55v	17	554	1483	12	19	0.576	0.364	f55v_17_003
f55v_17_m0135	f55v	17	1164	1483	12	14	0.424	0.364	f55v_17_016
f55v_17_m0136	f55v	17	491	1484	34	25	0.758	1.030	f55v_17_002
f55v_17_m0137	f55v	17	560	1484	11	17	0.515	0.333	f55v_17_003
f55v_17_m0138	f55v	17	1107	1496	3	7	0.212	0.091	f55v_17_014
f55v_17_m0139	f55v	17	776	1499	6	5	0.152	0.182	f55v_17_007
f55v_18_m0140	f55v	18	1376	1554	12	19	0.576	0.364	f55v_18_023
f55v_18_m0141	f55v	18	1385	1555	15	16	0.485	0.455	f55v_18_023
f55v_18_m0142	f55v	18	961	1558	21	19	0.576	0.636	f55v_18_013
f55v_18_m0143	f55v	18	978	1561	28	16	0.485	0.848	f55v_18_014
f55v_18_m0144	f55v	18	1419	1565	14	15	0.455	0.424	f55v_18_024
f55v_19_m0145	f55v	19	1001	1641	9	19	0.576	0.273	f55v_19_015
f55v_19_m0146	f55v	19	527	1642	11	19	0.576	0.333	f55v_19_004
f55v_19_m0147	f55v	19	634	1645	6	4	0.121	0.182	f55v_19_006
f55v_19_m0148	f55v	19	827	1645	4	5	0.152	0.121	f55v_19_011
f55v_19_m0149	f55v	19	612	1647	25	24	0.727	0.758	f55v_19_006
f55v_19_m0150	f55v	19	549	1650	37	22	0.667	1.121	f55v_19_005
f55v_19_m0151	f55v	19	797	1650	29	22	0.667	0.879	f55v_19_010
f55v_19_m0152	f55v	19	420	1653	21	18	0.545	0.636	f55v_19_001
f55v_19_m0153	f55v	19	1104	1655	6	4	0.121	0.182	f55v_19_017
f56r_01_m0001	f56r	1	1184	180	6	6	0.182	0.182	f56r_01_023
f56r_02_m0002	f56r	2	645	249	12	20	0.606	0.364	f56r_02_014
f56r_02_m0003	f56r	2	654	250	14	18	0.545	0.424	f56r_02_014
f56r_02_m0004	f56r	2	501	253	11	23	0.697	0.333	f56r_02_010
f56r_02_m0005	f56r	2	897	252	11	23	0.697	0.333	f56r_02_020
f56r_02_m0006	f56r	2	963	252	5	5	0.152	0.152	f56r_02_022
f56r_02_m0007	f56r	2	875	254	4	5	0.152	0.121	f56r_02_020
f56r_02_m0008	f56r	2	315	258	34	23	0.697	1.030	f56r_02_004
f56r_02_m0009	f56r	2	846	260	27	21	0.636	0.818	f56r_02_019
f56r_02_m0010	f56r	2	1171	260	24	22	0.667	0.727	f56r_02_029
f56r_02_m0011	f56r	2	677	262	22	23	0.697	0.667	f56r_02_015
f56r_02_m0012	f56r	2	957	262	16	16	0.485	0.485	f56r_02_022
f56r_02_m0013	f56r	2	594	265	14	17	0.515	0.424	f56r_02_013
f56r_02_m0014	f56r	2	744	266	26	14	0.424	0.788	f56r_02_016
f56r_03_m0015	f56r	3	644	334	22	19	0.576	0.667	f56r_03_013
f56r_03_m0016	f56r	3	695	336	10	21	0.636	0.303	f56r_03_014
f56r_03_m0017	f56r	3	701	336	15	24	0.727	0.455	f56r_03_014
f56r_03_m0018	f56r	3	933	339	6	4	0.121	0.182	f56r_03_020
f56r_03_m0019	f56r	3	1127	338	9	21	0.636	0.273	f56r_03_025
f56r_03_m0020	f56r	3	271	342	25	24	0.727	0.758	f56r_03_004
f56r_03_m0021	f56r	3	905	342	30	24	0.727	0.909	f56r_03_019
f56r_03_m0022	f56r	3	309	347	27	15	0.455	0.818	f56r_03_005
f56r_03_m0023	f56r	3	396	347	26	15	0.455	0.788	f56r_03_007
f56r_03_m0024	f56r	3	241	353	5	5	0.152	0.152	f56r_03_002
f56r_03_m0025	f56r	3	1240	352	6	6	0.182	0.182	f56r_03_027
f56r_03_m0026	f56r	3	1235	362	8	4	0.121	0.242	f56r_03_027
f56r_04_m0027	f56r	4	1140	411	16	26	0.788	0.485	f56r_04_024
f56r_04_m0028	f56r	4	807	419	13	23	0.697	0.394	f56r_04_016
f56r_04_m0029	f56r	4	1027	418	5	6	0.182	0.152	f56r_04_021
f56r_04_m0030	f56r	4	1065	418	30	22	0.667	0.909	f56r_04_022
f56r_04_m0031	f56r	4	614	421	26	26	0.788	0.788	f56r_04_012
f56r_04_m0032	f56r	4	364	422	8	19	0.576	0.242	f56r_04_005
f56r_04_m0033	f56r	4	931	423	25	15	0.455	0.758	f56r_04_020
f56r_04_m0034	f56r	4	553	425	35	24	0.727	1.061	f56r_04_010
f56r_04_m0035	f56r	4	1007	425	22	19	0.576	0.667	f56r_04_021
f56r_04_m0036	f56r	4	661	427	23	22	0.667	0.697	f56r_04_013
f56r_04_m0037	f56r	4	1179	426	14	13	0.394	0.424	f56r_04_025
f56r_04_m0038	f56r	4	1226	426	27	21	0.636	0.818	f56r_04_026
f56r_04_m0039	f56r	4	963	429	33	16	0.485	1.000	f56r_04_020
f56r_05_m0040	f56r	5	667	498	11	19	0.576	0.333	f56r_05_014
f56r_05_m0041	f56r	5	477	501	5	6	0.182	0.152	f56r_05_009
f56r_05_m0042	f56r	5	701	501	29	23	0.697	0.879	f56r_05_016
f56r_05_m0043	f56r	5	516	503	34	24	0.727	1.030	f56r_05_010
f56r_05_m0044	f56r	5	563	504	24	24	0.727	0.727	f56r_05_011
f56r_05_m0045	f56r	5	588	504	6	5	0.152	0.182	f56r_05_012
f56r_06_m0046	f56r	6	596	579	26	18	0.545	0.788	f56r_06_014
f56r_06_m0047	f56r	6	384	583	37	21	0.636	1.121	f56r_06_010
f56r_06_m0048	f56r	6	1196	595	6	8	0.242	0.182	f56r_06_025
f56r_06_m0049	f56r	6	257	596	7	5	0.152	0.212	f56r_06_004
f56r_06_m0050	f56r	6	851	597	6	5	0.152	0.182	f56r_06_017
f56r_07_m0051	f56r	7	214	654	38	26	0.788	1.152	f56r_07_007
