identifier	title	year	why
memoiresposthum07bjgoog	Memoires posthumes du feldmarechal comte de Stedingk : rediges sur des lettres, depeches et autres pieces authentiques laissees a sa famille	1844	"keyword sweep: title ""depeches"", 1550-1850, mediatype texts"
copiesdeslettre00unkngoog	Copies des lettres originales et dépèches des généraux, ministres, grands officiers d'état, etc ...	1814	"keyword sweep: title ""depeches"", 1550-1850, mediatype texts"
recueildesdpche01coopgoog	Recueil des dépêches, rapports, instructions et mémoires des ambassadeurs de France en ...	1838	"keyword sweep: title ""depeches"", 1550-1850, mediatype texts"
bub_gb_fKez0j7rIrYC	Correspondance officielle de l'armée d'Egypte, contenant les dernières dépeches apportées par le général Vial, parti du Kaire le 12 brumaire an 9, et 	1800	"keyword sweep: title ""depeches"", 1550-1850, mediatype texts"
bub_gb_0nZJAko9VKAC	Memoires de ce qui s'est passe en Suede, et aux prouinces voisines, depuis l'anne 1645 iusques en l'anne 1655; ensemble le demêlé de la Suede avec la 	1677	"keyword sweep: title ""depeches"", 1550-1850, mediatype texts"
journaldetoutceq00unkn	Journal de tout ce qui s'est passé a la prise des forts de Bocachica, & au siége de Cartagéne, dans les Indes. : Copié sur les dépêches envoyées à Sa 	1741	"keyword sweep: title ""depeches"", 1550-1850, mediatype texts"
mdu-rare-026644	Rapport de la Commissio [sic] des lettres de cachet, sur la petition du sieur Joseph Broqua, victime de trois arrets du Conseil des depeches.	1792	"keyword sweep: title ""depeches"", 1550-1850, mediatype texts"
kpbc.umk.pl.Gromadzenie_POPC_025_34_247502	La vérité sur les dépêches de Mr. de Circourt, chargé d'affaires de France à Berlin	1848	"keyword sweep: title ""depeches"", 1550-1850, mediatype texts"
kpbc.umk.pl.Gromadzenie_POPC_009_09_HD_011_230601	Mémoire historique sur les événements du Grand-Duché de Posen depuis le 20 mars jusqu'au 18 mai 1848;Réfutation des dépêches de M. le chargé d'affaire	1848	"keyword sweep: title ""depeches"", 1550-1850, mediatype texts"
TheDespatchesMunitesAndCorrespondenceOfTheMarquessWellesleyKGVolII	The Despatches, Munites And Correspondence, Of The Marquess Wellesley, K.G. Vol-Ii	1836	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
TheDespatchesMinutesAndCorrespondenceVolV	The Despatches,Minutes, And Correspondence ( Vol - V )	1837	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
despatchesofhern0cort	The despatches of Hernando Cortés : the conqueror of Mexico, addressed to the emperor Charles V, written during the conquest, and containing a narrati	1843	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
despatchesofhern01cort	The despatches of Hernando Cortes, the conqueror of Mexico, addressed to the emperor Charles V.;	1843	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
despatchesminute01well	The despatches, minutes, and correspondence, of the Marquess Wellesley, K. G., during his administration in India	1836	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
correspondancei10igoog	The Bonaparte letters and despatches, secret, confidential, and official; from the originals in his private cabinet	1846	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
correspondancei09igoog	The Bonaparte letters and despatches, secret, confidential, and official; from the originals in his private cabinet	1846	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
copiesoriginall00unkngoog	Copies of the original letters and despatches of the generals, ministers, grand officers of state, &c., at Paris, to the Emperor Napoleon, at Dresden;	1814	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
extractfromdes2200belluoft	Extract From the Despatches of M. Courcelles, French Ambassador At the Court of Scotland, 1586-1587	1828	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
in.ernet.dli.2015.76892	The Despatches, Of The Marquess Wellesley K. G. During His Administration In India	1836	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
despatchesminute02well	The despatches, minutes, and correspondence, of the Marquess Wellesley, K. G., during his administration in India	1836	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
correspondancei11igoog	The Bonaparte letters and despatches, secret, confidential, and official; from the originals in his private cabinet	1846	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
despatchesofhern00cort	The despatches of Hernando Cortes, the conqueror of Mexico, addressed to the emperor Charles V.;	1843	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
memoirsofmarquis01carnuoft	Memoirs of the Marquis of Pombal : with extracts from his writings, and from despatches in the state papers office, never before published	1843	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
mexicanwarhist00mansrich	The Mexican war, a history of its origin : and a detailed account of the victories which terminated in the surrender of the capital; with the official	1849	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
despatchesminut00martgoog	The despatches, minutes, and correspondenc, of the Marquess Wellesley, K. G.	1836	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
cu31924028639791	New Zealand : Copies of papers and despatches relative to New Zealand ... Return showing ... land in the colony of New Zealand, sold by government	1842	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
eastindiareturnt00grea	"East India : Return to an order of the Honourable the House of Commons, dated 17th July 1849; - for Copies ""of any despatches from the Governor-genera"	1850	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
brilliantnationa00phil	A brilliant national record. General Taylor's life, battles, and despatches ... including ... letters from the President of the United States, the War	1847	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
in.ernet.dli.2015.500872	The Despatches, Minutes, And Correspondence, Of The Marquess Wellesley, K.g. During His Administration In India Vol. 4	1837	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
bonaparteletters01napo	The Bonaparte letters and despatches, secret, confidential, and official; from the originals in his private cabinet	1846	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
memoirsofmarquis02carnuoft	Memoirs of the Marquis of Pombal : with extracts from his writings, and from despatches in the state papers office, never before published	1843	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
despatchesminut02martgoog	The despatches, minutes, and correspondenc, of the Marquess Wellesley, K. G.	1836	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
TheWarInIndiaDespatchesOfTheRightHonbleLtGenVistHardinge	The War In India Despatches Of The Right Hon`Ble Lt. Gen. Vist. Hardinge	1846	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
warinindiadespat00lond	The war in India. Despatches of ..	1846	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
bonaparteletters02napo	The Bonaparte letters and despatches, secret, confidential, and official; from the originals in his private cabinet	1846	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
secretarynavy00unitrich	Report of the Secretary of the Navy, communicating copies of Commodore Stockton's despatches, relating to the military and naval operations in Califor	1849	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
reportdespatches00durh	The report and despatches of the Earl of Durham, Her Majesty's High Commissioner and Governor-General of British North America	1839	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
in.ernet.dli.2015.188393	The Despatches Minutes Ampcorrespondence Of The Vol Second	1837	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
warinindiadespat00hard	The War in India. Despatches of Viscount Hardinge, Lord Gough, Sir Harry Smith ... and other documents; comprising the engagements of Moodkee, Ferozes	1846	"keyword sweep: title ""despatches"", 1550-1850, mediatype texts"
bub_gb_RGMSAAAAIAAJ	Correspondance mathématique et physique de quelques céleèbres géomètres du XVIIIème siècle	1843	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
importantevents00pubgoog	Correspondance du comte J. Capodistrias	1839	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
correspondanced04unkngoog	Correspondance de Feńelon, archeveq̂ue de Cambrai	1827	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
bullettinodellin1882inst	Bullettino dell'Instituto di corrispondenza archeologica. Bulletin de l'Institut de correspondance archéologique	1830	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
bullettinodellin1880inst	Bullettino dell'Instituto di corrispondenza archeologica. Bulletin de l'Institut de correspondance archéologique	1830	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
bullettinodelli71instgoog	Bullettino dell'Instituto di corrispondenza archeologica. Bulletin de l'Institut de correspondance archéologique	1829	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
bullettinodellin1834inst	Bullettino dell'Instituto di corrispondenza archeologica. Bulletin de l'Institut de correspondance archéologique	1830	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
bullettinodelli04unkngoog	Bullettino dell'Instituto di corrispondenza archeologica. Bulletin de l'Institut de correspondance archéologique	1829	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
BSG_DELTA52022	Correspondance du lord G. Germain, avec les généraux Clinton, Cornwallis & les amiraux dans la station de l'Amérique, avec plusieurs lettres intercept	1782	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
MS359730071	Correspondance Dezos de La Roquette. Brouillons de lettres.	1831	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
correspondancem01goldgoog	Correspondance mathématique et physique de quelques célèbres géomètres du XVIIIème siècle, précédé d'une notice sur les travaux de Léonard 	1843	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
bullettinodelli07instgoog	Bullettino dell'Instituto di corrispondenza archeologica. Bulletin de l'Institut de correspondance archéologique	1829	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
bullettinodellin1859inst	Bullettino dell'Instituto di corrispondenza archeologica. Bulletin de l'Institut de correspondance archéologique	1830	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
bullettinodelli05instgoog	Bullettino dell'Instituto di corrispondenza archeologica. Bulletin de l'Institut de correspondance archéologique	1829	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
correspondancem00goldgoog	Correspondance mathématique et physique de quelques célèbres géomètres du XVIIIème siècle, précédé d'une notice sur les travaux de Léonard 	1843	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
correspondancel03harpgoog	Correspondance littéraire	1821	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
bullettinodellin1865inst	Bullettino dell'Instituto di corrispondenza archeologica. Bulletin de l'Institut de correspondance archéologique	1830	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
archivesoucorre04housgoog	Archives ou correspondance inédite de la maison d'Orange-Nassau, publ. par G. Groen van Prinsterer	1836	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
lengocedamster00rica	Le négoce d'Amsterdam, contenant tout ce que doivent savoir les marchands & banquiers, tant ceux qui sont établis à Amsterdam, que ceux des pays étran	1722	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
bullettinodellin1877inst	Bullettino dell'Instituto di corrispondenza archeologica. Bulletin de l'Institut de correspondance archéologique	1830	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
bullettinodellin1884inst	Bullettino dell'Instituto di corrispondenza archeologica. Bulletin de l'Institut de correspondance archéologique	1830	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
bullettinodellin1866inst	Bullettino dell'Instituto di corrispondenza archeologica. Bulletin de l'Institut de correspondance archéologique	1830	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
bullettinodellin1874inst	Bullettino dell'Instituto di corrispondenza archeologica. Bulletin de l'Institut de correspondance archéologique	1830	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
bullettinodellin1871inst	Bullettino dell'Instituto di corrispondenza archeologica. Bulletin de l'Institut de correspondance archéologique	1830	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
bullettinodellin1863inst	Bullettino dell'Instituto di corrispondenza archeologica. Bulletin de l'Institut de correspondance archéologique	1830	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
bullettinodellin1861inst	Bullettino dell'Instituto di corrispondenza archeologica. Bulletin de l'Institut de correspondance archéologique	1830	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
bullettinodellin1860inst	Bullettino dell'Instituto di corrispondenza archeologica. Bulletin de l'Institut de correspondance archéologique	1830	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
archivesoucorre07pringoog	Archives ou correspondance inédite de la maison d'Orange-Nassau	1835	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
bullettinodellin1835inst	Bullettino dell'Instituto di corrispondenza archeologica. Bulletin de l'Institut de correspondance archéologique	1830	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
bullettinodellin1837inst	Bullettino dell'Instituto di corrispondenza archeologica. Bulletin de l'Institut de correspondance archéologique	1830	"keyword sweep: title ""correspondance"", 1550-1850, mediatype texts"
carteggioinedit03gayegoog	Carteggio inedito d'artisti dei secoli XIV, XV, XVI.	1839	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
carteggioinedit01gayegoog	Carteggio inedito d'artisti dei secoli XIV, XV, XVI.	1839	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
carteggioinedito18392gaye	Carteggio inedito d'artisti dei secoli XIV, XV, XVI.	1839	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
carteggioinedit05gayegoog	Carteggio inedito d'artisti dei secoli XIV, XV, XVI.	1839	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
carteggioinedit04gayegoog	Carteggio inedito d'artisti dei secoli XIV, XV, XVI.	1839	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
carteggioinedito18393gaye	Carteggio inedito d'artisti dei secoli XIV, XV, XVI.	1839	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
carteggioinedito1839gaye	Carteggio inedito d'artisti dei secoli XIV, XV, XVI.	1839	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
carteggioinedit02gayegoog	Carteggio inedito d'artisti dei secoli XIV, XV, XVI.	1839	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
carteggioinedit00gayegoog	Carteggio inedito d'artisti dei secoli XIV, XV, XVI.	1839	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
bub_gb_rqNerMuajHEC	Carteggio inedito d'artisti dei secoli 14., 15., 16. pubblicato ed illustrato con documenti pure inediti dal dott. Giovanni Gaye 13261500	1839	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
gri_33125001009824	Carteggio inedito d'artisti dei secoli XIV. XV. XVI.	1839	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
bub_gb_NM8FAAAAQAAJ	Carteggio inedito d'artisti dei secoli XIV, XV, XVI.	1839	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
carteggiodisplom00mach	Carteggio displomatico e familiare	1813	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
poesetoscanedel01buongoog	Poesíe toscane del Senatore Vicenzio da Filicaia: Aggiunto il di lui carteggio relativo alle ...	1812	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
poesetoscanedel00buongoog	Poesíe toscane del Senatore Vicenzio da Filicaia: Aggiunto il di lui carteggio relativo alle ...	1812	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
carteggiodisplom2mach	Carteggio displomatico e familiare	1813	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
carteggioinedito03gaye	Carteggio inedito d'artisti dei secoli XIV, XV, XVI.	1839	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
carteggioinedito01gaye	Carteggio inedito d'artisti dei secoli XIV, XV, XVI.	1839	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
Documentiinfamiocarteggiosegreto00bolo	Documenti infami, o, Carteggio segreto de’nemici d’Italia : contiene cenno sulle arti della polizia Austriaca, lettere di Ferdinando I. ... padre Vign	1848	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
carteggioinedito02gaye	Carteggio inedito d'artisti dei secoli XIV, XV, XVI.	1839	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
bub_gb_Y46k8pH16isC	Carteggio inedito d'artisti dei secoli 14., 15., 16. pubblicato ed illustrato con documenti pure inediti dal dott. Giovanni Gaye 15001557	1840	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
carteggiodisplom3mach	Carteggio displomatico e familiare	1813	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
carteggiodimada00pompgoog	Carteggio di madama la marchesa di Pampadour ossia raccolta di lettere scritte dalla medesima	1789	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
bub_gb_mmRuFr6LZ0EC	Carteggio morale e letterario di Beniamino Franklin	1837	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
bub_gb_lTsPCbbz_SgC	Carteggio poetico di Picà e Picò	1815	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
bub_gb_eZYjg40V7b8C	Carteggio diplomatico e familiare di Niccolo Machiavelli cittadino e segretario fiorentino. Volume primo terzo	1813	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
bub_gb_qjzptpJHt0gC	Carteggio del principe reale ora re di Svezia col conte Carlo di Scheffer senatore del regno, cavaliere e commendatore degli ordini del re ec. Si aggi	1773	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
bub_gb_Pf7dTpNftbkC	Carteggio di cinque lettere tra' N.N. erudito antigesuita, e N.N. teologo imparziale sopra l'accusa di Giansenismo intempestivamente fatta contro la d	1771	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
isbn_9781333146511	Carteggio di Pietro ed Alessandro Verri	1771	"keyword sweep: title ""carteggio"", 1550-1850, mediatype texts"
purchashispilgri00purc	Purchas his pilgrimage : or Relations of the world and the religions observed in all ages and places discovered, from the creation unto this present. 	1614	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
keyintolanguageo02will	A key into the language of America: or, An help to the language of the natives in that part of America, called New-England. : Together, with briefe ob	1643	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
briefetruereport00harr	A briefe and true report of the new found land of Virginia, : of the commodities and of the nature and manners of the naturall inhabitants. Discouered	1590	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
a545096201albeuoft	Briefe betreffend den allerneuesten Zustand der Religion und der Wissenschaften in Gross-Britannien Volume 1/2	1752	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
cpliniicaecilii00plingoog	C. Plinii Caecilii Secundi epistolae, das ist ... Briefe, welche mit Anmerckungen [&c.] zum ...	1736	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
surgionsmateortr00wood	The surgions mate, or, A treatise discouering faithfully and plainely the due contents of the surgions chest : the uses of the instruments, the vertue	1617	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
a545096203albeuoft	Briefe betreffend den allerneuesten Zustand der Religion und der Wissenschaften in Gross-Britannien Volume 3	1752	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
drmartinluthers07wettgoog	Dr. Martin Luthers Briefe, Sendschreiben und Bedenken, vollständig aus verschiedenen Ausgaben seiner Werke und Briefe, aus andern Büchern und noch u	1825	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
cihm_94193	Purchas his pilgrimage, or, Relations of the world and the religions observed in all ages and places discovered, from the creation unto present [micro	1613	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
drmartinluthers06wettgoog	Dr. Martin Luthers Briefe, Sendschreiben und Bedenken, vollständig aus verschiedenen Ausgaben seiner Werke und Briefe, aus andern Büchern und noch u	1825	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
briefeberzustnde00molt	Briefe über Zustände und Begebenheiten in der Türkei aus den Jahren 1835 bis 1839	1841	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
johannfriedrichr01reiciala	Johann Friedrich Reichardt's Vertraute briefe aus Paris geschrieben in den jahren 1802 und 1803 ..	1804	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
drmartinluthers03wettgoog	Dr. Martin Luthers Briefe, Sendschreiben und Bedenken, vollständig aus verschiedenen Ausgaben seiner Werke und Briefe, aus andern Büchern und noch u	1825	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
urkundenbriefeu01chmegoog	Urkunden, Briefe und Actenstücke zur Geschichte Maximilians I. und seiner Zeit	1845	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
briefe00wielgoog	Briefe	1816	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
drmartinluthers05wettgoog	Dr. Martin Luthers Briefe, sendschreiben und bedenken, vollständig aus den verschiedenen ausgaben seiner werke und briefe, aus andern büchern und no	1825	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
drmartinluthers08wettgoog	Dr. Martin Luthers Briefe, sendschreiben und bedenken, vollständig aus den verschiedenen ausgaben seiner werke und briefe, aus andern büchern und no	1825	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
johannwinckelma07eisegoog	Johañ Winckelmañs sämtliche werke. Einzige vollständige ausgabe; dabei porträt, facsimile und ausführliche biographie des autors; unter dem text	1825	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
purchashispilgri00purc_0	Purchas his pilgrimage, or, Relations of the world and the religions observed in all ages and places discouered, from the creation vnto this present :	1613	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
briefesendschre10luthgoog	Briefe, Sendschreiben und Bedenken : vollständig aus den verschiedenen Ausgaben seiner Werke und Briefe, aus andern Büchern und noch unbenutzten Han	1825	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
briefesendschre11luthgoog	Briefe, Sendschreiben und Bedenken : vollständig aus den verschiedenen Ausgaben seiner Werke und Briefe, aus andern Büchern und noch unbenutzten Han	1825	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
briefeberzust00molt	Briefe über Zustände und Begebenheiten in der Türkei aus den Jahren 1835 bis 1839	1841	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
briefedire00bayn	Briefe directions unto a godly life : wherein every Christian is furnished with most necessary helps for the furthering of him in a godly course here 	1637	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
MN41973ucmf_6	Vorlesungen über die Briefe Pauli an den Timotheus und Titus, nebst einer allgemeinen Einleitung über die Briefe Pauli [microform]	1831	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
briefederprinze00menzgoog	Briefe der Prinzessin Elisabeth Charlotte von Orleans an die Raugräfin Louise 1676-1722	1843	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
briefesendschre09luthgoog	Briefe, Sendschreiben und Bedenken : vollständig aus den verschiedenen Ausgaben seiner Werke und Briefe, aus andern Büchern und noch unbenutzten Han	1825	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
mythologischebr04vossgoog	Mythologische briefe	1794	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
horazensbriefea00wielgoog	Horazens Briefe	1816	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
nby_427288-3	A briefe and true report of the new found land of Virginia	1590	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
drmartinluthers02wettgoog	Dr. Martin Luthers Briefe, sendschreiben und bedenken, vollständig aus den verschiedenen ausgaben seiner werke und briefe, aus andern büchern und no	1825	"keyword sweep: title ""briefe"", 1550-1850, mediatype texts"
