identifier	line	n_lines	numerals	distinct	repeat_rate	prose_words	context
handlingarrrand03scangoog	7925	1	6	6	0.00	7	 / 325,  335;  40:  285;  286,  288. / Hannoo,  se  Hand.
handlingarrrand03scangoog	7929	1	6	6	0.00	12	 / Hanqviat,  16:  285,  294,  300,  3 it,  315. / 
handlingarrrand03scangoog	7982	1	5	5	0.00	12	anskaffa  båtsmån,  27:  120:  anklagas  i&r  spejeri,  29:  161. / Hano,  6:  147,  237;  20:  139. / 
handlingarrrand03scangoog	8029	1	5	5	0.00	11	 / 15:  114,  121  ;  16:  270. / Hasjdar,  i  Jemtl.,  29:  45.
handlingarrrand03scangoog	8071	1	8	7	0.12	4	 / S3:  35;  34:  58,  59,  60;  40:  46,  60;  stadens  båtsmaDshåll / 
handlingarrrand03scangoog	8121	1	7	7	0.00	9	 / 26:  45,  79;  fdrbundet  derst  (1634),  29:  246,  262,  266; / 
handlingarrrand03scangoog	8203	1	8	8	0.00	12	 / 27;  befåstningar,  31:  386;  35:  437,  446,  461;  G.  0.  Sten- / 
handlingarrrand03scangoog	8352	1	6	6	0.00	17	 / 40:  2,  5,  6,  8,  15. / Herredh,  gård  på  Hisingen,  35:  277.
handlingarrrand03scangoog	8473	1	8	8	0.00	11	Hiarne  (Gustaf  A^olf)»  o.  grefve,  6fversle,  senare  riks- / råd, 15:  154;  16:  220,  221,  223,  225,  '^^37,  239. / 
handlingarrrand03scangoog	8486	1	6	6	0.00	4	Hofartiklar  (1563—65),  9Ti  21,  37,  92. / Hoff,  13:  91;  17:  168;  3t:  16,  247. / Hoffs  lin,  7:  10;  3S:  339.
handlingarrrand03scangoog	8545	1	6	6	0.00	14	Holingerus  [Hoiinger,  Holger]  KarUsou  i  Birkevik ,  16: / 10,  74,  118,  119;  18:  282. / 
handlingarrrand03scangoog	8612	1	8	8	0.00	5	Holveden  [Holaweden,  Holwaghen,  Holffueden,  Hala- / wagen],   19:    153,    154,    156,   286;  21:  27;  2li  32; / 
handlingarrrand03scangoog	8653	1	9	9	0.00	14	k,o^gl.  råd,  cancelli-president,  riksråd,  3  ^ånger  landtmar- / skalk,  2:  228;  4:  287,  288;  7:  215,  218,  232,  280;^  J8: / ..^87;  34:  127  .fl.  ff.;  vål  jes  till,  landlmarskalk  (1731),  37:
handlingarrrand03scangoog	8712	1	7	7	0.00	9	Hom,  Fredrik  (t.  Åmione),  sed.  grefye  o. general.;  15:  116; / 16:  226,  228,  268,  288,  304,  319. / 
handlingarrrand03scangoog	8716	1	10	10	0.00	20	fåltmarskalk,  riksmarsk,  geo.-fåltherre  m.  m.,  21:  160;  35: / 165,  280;  29:  322;  30:  94;  35:  2;  38:  439;  lUnåmnd  af / kon.  i  Frankrike  t.  hert  af  Elsass  o.  pair  af  Frankrike,  26:
handlingarrrand03scangoog	8740	1	9	9	0.00	12	fåltdfverste  i  Utland  o.  Finland  (sist  lagman  i  Norra  Fin- / land), m.  m.,  3:  31;  36:  136,  138,  151,  204,  206,  207, / 209;  skrifvelse  t.  kon.  Johan,  III;  36:  191,  198,  218,  223,
handlingarrrand03scangoog	8916	1	9	9	0.00	1	 / Ifln,  7:  287;  37:  340,  346,  347,  349,  365,  386,  387,393, / 
handlingarrrand03scangoog	9000	1	7	6	0.14	8	Harads-commissarier,  i  Elfsborgs  lån  (1731),  37:  413. / Håradshofdingar,  20:  262;  (1563),  27:  26,  27,  91,  92; / 
handlingarrrand03scangoog	9097	1	6	6	0.00	8	 / 34:  172  ff.;  37:  306,  416,  433. / Hdkhnfvud,  s:n  i  Stockholms  lån,  sk6flad  af  Ryssarne  (1719),
handlingarrrand03scangoog	9116	1	10	10	0.00	4	 / 15:  126,  127,  133,   179;   16:  253,  265,  278,  283,  «8^; / 
handlingarrrand03scangoog	9217	1	10	10	0.00	7	(1650),  22:  2 16. / Jamagorod,  36:  318;  38:  44,  45,  48,  49,  50,  51,  58i,  60, / 
handlingarrrand03scangoog	9274	1	5	5	0.00	9	302,  308,  332,  398. / Jens  Holgerasop,  20:  36,  60,  103,  124. / Jemi  Lanreqcii,  kanik  i  Upsala,  såndebod  Cr.  Svante  Store
handlingarrrand03scangoog	9330	1	7	7	0.00	19	Kstrasket,  Luleå  Lappmark,  39:  105. / %eD,  8:  141,  148,  160,  162,  165,  166. / Qiana,  hastra,  vederkilnnes  några  gårdar  fr.  Wtsteris  dom-
handlingarrrand03scangoog	9355	1	8	8	0.00	14	fdr  dess  innebygg,  fr.  utskrifning,  1:  168. / Indelningsverket,  5:  297;  9:  116:  18:  377:  21:  194. / Inderoens  fdgderi  i  Norge,  30:  176  ff.
handlingarrrand03scangoog	9390	1	7	5	0.29	7	 / 31;  506;  ståder,  31:  510,  524;  kronans  rånta,  31:  512, / 627;  lånsstyrelse,  31:  513;  religionsyåsendet,  31:  518;  ju-
handlingarrrand03scangoog	9421	1	6	6	0.00	10	 / sacbsen  (1636),  38:  221,  269,  283,  370,  455. / Invalider,  deras  nnderhåll  (1563),  27:  39;  fdrsdrjning  på
handlingarrrand03scangoog	9431	1	6	4	0.33	8	påbjaden  (1604),  39:  186,  198;  kyrkobygnad  o.  tullbod / (1606),  39:  191,  221,  249;  prester,  39:  249. / 
handlingarrrand03scangoog	9454	1	7	7	0.00	23	penningar  t.  kon.  i  Polen,  12:  132;  fdres  f^ngalig  fr.  Abo / t.  Gripsholni,  12:  138,  262;  21:  19;  29:  374;  fångenakap, / S:  80,  86;  frigifves,  12:  150,  288;  férlikntng  m.  Erik,  12:
handlingarrrand03scangoog	9569	1	9	9	0.00	10	 / m.  bisk.  Brask,  16:  113;  17:  84,  89,  145,  157,  177,  191, / 
handlingarrrand03scangoog	9769	1	8	8	0.00	9	 / 283,  285,  286,  291,  319,  320,  346,  350. / Jofitas  Claodius,  hert:s  af  Gorlaod  caDceiler  (1567),  IS:  141.
handlingarrrand03scangoog	9778	1	6	6	0.00	17	Iwån  Boriczowicz  Circatzij,  rysk  knes  (1634),  30:  78. / Iwangorod  [Ifwanagorodt],  31:  507,  522;  36:  270,  318: / 
handlingarrrand03scangoog	9800	1	5	4	0.20	8	Ivar  Ivarsson,  t.  Strdmstad,  riksråd,  anklag,  af  Erik  XIV  o. / mdrdad,  12:  283,  284;  21:  21. / 
handlingarrrand03scangoog	9839	1	7	7	0.00	13	21:  27;  af  de  danske  (1567),  17:  60;  slottet,  26:  236, / 244;  35:  289,  332,  440,  446;  ståthåll.  derst.  (1585),  36: / 315;  fdrteckn.  på  aldre  handl,  i  rådhns-archivet,  32:  369  ff.
handlingarrrand03scangoog	9964	1	6	6	0.00	13	Kalling,  Pehr,  frih.  o.  giefve,  general,  riksråd  m.  m. ,  3:268, / 270;  13:  307;  16:  226,  228. / 
handlingarrrand03scangoog	9996	1	8	7	0.12	10	befåstn.  vid  nya  staden,  35:  334  ff. ;  ang.  fåstiu|ig||verket / (1659),  35:  359,  373;  (1677)  35:  436,  443,  449,  465 { / byssegjnteri  (1563),  27:45,  129;  hollåndsl^a  flotUii  di^rjig*
handlingarrrand03scangoog	10028	1	7	7	0.00	8	 / on),  38:  45,  94;  39:  102,  113,  151. / Kanebecb,  i  Westergdtl.,  29:  41.  i
handlingarrrand03scangoog	10153	1	6	6	0.00	7	 / 28,  29,  31,  35,  49,  52. / KetiUon»  proviantmåst.  under  Carl  XI:s  tid,  5:  292,  293.
handlingarrrand03scangoog	10160	1	8	8	0.00	9	263;  slagen  af  Svenskarne  (1558),  12:  255. / Kexbolm  [Kækisbolm],  17:  10;  24:  294;  36:  139,  140,  254, / 
handlingarrrand03scangoog	10180	1	5	5	0.00	2	 / Eierman,  borgmåstare^  13:  314;  15:  167,  173. / 
handlingarrrand03scangoog	10446	1	5	5	0.00	11	Kol  [Colo],  bisk.  i  Linkdping,  bevitoar  en  kdpeåfhandling,  4: / 5;  dddsår,  4:  7;  17:  6. / 
handlingarrrand03scangoog	10554	1	8	8	0.00	14	 / Soppåfbeirget,  94:  26t;  26:  281;  28:  20;  30:  2l,  24,  39, / 90;  32:  J26I;  40:  4,  6;  kon.  Hans  privilegier  f.  bergsmftn-
handlingarrrand03scangoog	10575	1	8	5	0.38	6	 / 40:  39,  63;  hospitaler,  31:  207;  40:  39,  63;  fikjutsvåsen- / det,  31:  223;  40:  49;  ståder,  40:  44,  78;  kronans  råntor
handlingarrrand03scangoog	10580	1	8	7	0.12	14	74;  ved-  o.  koltillgåog,  31:  219;  våg-  o.  brobygnader,  31: / 224;  40:  49,  77;  jordrefniog,  40:  66;  saltbehof,  31:  226; / målt,  mål  o.  vigt,  31:  224;  40:  78;  nya  giufvors  appie-
handlingarrrand03scangoog	10586	3	32	29	0.09	3	Koppar-companieroa,  på  1600-talet,  21:  107,  131,  144; / 25:  144,  146;  26:  120,  121,  165,  281,  283,296;  27:  190; / 28:  258;  29:  279,  306;  30:  39;  35:  26,  28,  123,  124, / 141,  143;  37:  123,  135,  148,  149,  150
handlingarrrand03scangoog	10592	5	54	51	0.06	5	Kopparhandelo,  på  1600-talet,  9:  l68;  24:  187,  247,  251, / 258,  261,  305,  323,  324;  25:  145,  263;  26:  71,  111, / 113,  118,  149,  152,  165,  174,  175,  220,  262,  282,  283, / 296;  27:  168,  177,  178,  187,  199,  2
handlingarrrand03scangoog	10604	1	9	9	0.00	11	 / 286,  306,  325,  344,  384;  25:  142;  26:  174. / Kopparplåt,  t.  taktdckning,  27:  181,  189.
handlingarrrand03scangoog	10636	1	8	8	0.00	9	Korskyssning,  rysk  ceremoni  vid  afslutande  af  fdrdrag,  26: / 196;  36:  314,  323,  335,  344;  38:  52. / 
handlingarrrand03scangoog	10679	1	5	5	0.00	15	 / seD,  36:  354,  369,  386,  387. / Kranck,  Hans,  Johan  III:s  secret.,  M:  3M,  33.^;  38:  76.
handlingarrrand03scangoog	10723	1	8	8	0.00	1	fcrig^f,  26:  81;  49:  '2:6^  ff.;  30c  I»;  35;  4;  $7:  82,  194, / 198,  220,         227,  287,  '490;  38:  18?!,  182,  183,  444  ff. / 
handlingarrrand03scangoog	10920	1	7	7	0.00	11	C^rl  XH:?  (1697  o.  98),  49:  96,  1^8,  169. / Kiirakin,  furst,  8:  275,  276;  10:  179,  291,  294. / Karck  (Arvid  Fredrik,  grefve),  assessor  i  Gota  hofrått,  16:  233.
handlingarrrand03scangoog	10994	1	10	10	0.00	13	hjelms  beråttelse  derom,  21:  218,  265  ff.;  reduclion  (1527), / 17:  153;  (1691)  22:  319,  320,  331,  334,  348,  362,  366, / 375,  390,  395,  397.
handlingarrrand03scangoog	11013	1	9	9	0.00	9	 / Eyrkotionde,  15:  30;  18:  316  ff.;  19:  407;  22:  119;  33: / 130,  136;  t.  kanikerne  i  Linkop.  (1544),  22:330;  M.  Som-
handlingarrrand03scangoog	11145	1	6	6	0.00	8	Ladba,  gård  i  Norge  (1668),  30:  205. / Ladogia,  36:  317,  325;  38:  53,  58. / 
handlingarrrand03scangoog	11163	1	7	7	0.00	8	 / Skaraborgs  lån),  15:  154,  155,  156,  158,  161,  169, -170; / 
handlingarrrand03scangoog	11265	1	6	6	0.00	5	skrif velse  t.  dem,  29:  217  fif. / Landsbordlnge-beratlelser,  30:  120,  145,   156,  225;  31: / 
handlingarrrand03scangoog	11301	1	7	6	0.14	6	 / o.  Herjedalen,  17:   29,  33,  35;  29:  48,  50;  Medelpads / 
handlingarrrand03scangoog	11374	1	6	5	0.17	20	karlar  derst.,  39:  150;  Engelsmaonens  fiske  vid  kiislerna  på / 1500-ralet,  39:  158;  skjutsvasendel,  39:  131,  134,  141; / inre  lillslånd  vid  sinlel  af  16:de  århiindr.,  39:  98  Cf.;  åt-
handlingarrrand03scangoog	11384	1	8	6	0.25	19	222  ;  preslernes  lOner,  39:  223,  251;  ang.  elgars  fållaode, / 39:  227,  255;  fisket  i  elfvarne,  39:  227,  228,  257,  260; / marknadsplalser,  39:  252  fif.;  lullnSuer,  39:  255;  befallniogs-
handlingarrrand03scangoog	11401	1	10	10	0.00	8	 / 39:  170,  173,  184,  202,  208,  217,  231  ff.;  263  ff.,  258  ff. / Larens,  kapiten,  36:  260.
handlingarrrand03scangoog	11515	1	5	5	0.00	10	 / 71  ;  37:  205;  38:  I  130. / Legdefvornie,  Thorsås  s:n  (S.  Moi^e  bår.,  Stpål.),  rå  mot
handlingarrrand03scangoog	11580	1	8	8	0.00	13	borg  0.  Falkenstein),  rikskammarråd,  gen.-guverndr  m.  m., / 2:  160;  8:  19;  29:  352;  30:  63. / 
handlingarrrand03scangoog	11593	1	5	5	0.00	10	borg m.  m.,  kamiuarråd;  6:  19;  bortgifter  sin  dotter  med  en / katholik,  29:  352;  30:  61,  63. / 
handlingarrrand03scangoog	11630	1	5	5	0.00	8	 / 78,  108,  131,  168;  27:  l67. / Leijonsparre  (Paul  Ludviff,  fSrur  Laitdfaerg),  general-qvar-
handlingarrrand03scangoog	11698	1	9	9	0.00	5	Leaslie  [Lesste],  Aiemander,  fåltmarskalk,  7:  122;  9§:  387; / 37:  98;  38:    174,   190,  231,  2å9,   292,  3(>l,  335,  373 / 
handlingarrrand03scangoog	11737	1	8	8	0.00	9	Lewenliaupt,  Charles  Euiil,  grefve  (t.  Ofvedsklosler  o.  Winis)) / general,  6:  316;  7:  259;  37:  305,  326,  434;  adelo  fdre- / slår  åt  bon.  en  penningegåfva  (1731),  37:  432;  handl.  ang.
handlingarrrand03scangoog	11763	3	37	33	0.11	13	lyska  provinser  på  1630-talet,  17:  246;  24:  224,  251,272, / 318,  329,  334,  335,  372;  26:  71,  73,  88  ff.,  151,  l6l  ff., / 268,  294;  27:  l6l  ff.;  29:  286,  294;  35:  81,  82;  37:95, / 98,  135,  178;  38:  364,  45
handlingarrrand03scangoog	11817	1	9	9	0.00	15	af  Svenskarne  (1626),  I:  89;  styrelsen  derst.  (1633),  25: / 289;  26:  188;  32:  154,  1 69,  215;  hofrailen  i  Dorpat,  86: / 187;  akadeinien  derst.,  26:  187;  faslningar  och  garnisooer
handlingarrrand03scangoog	11866	1	9	9	0.00	14	marskalk,  gen.-guveruor  i  Lifland,  7:  152,  164;  28:  367; / W:  288,  297;  35:  323;  36:  377;  38:  1 63. / 
handlingarrrand03scangoog	11928	1	6	6	0.00	9	 / 32:  156,  157,  159,  216,  232. / Lilliebook,  Margareta,  37:  428.
handlingarrrand03scangoog	11950	1	7	7	0.00	10	presid.,  Han«lt>b!id  I  H-\m\yu'^  (1709),  plenipot.  t.  Åland / (1719),  17:  32H;  21;  374,  377,  394;  34:  280. / 
handlingarrrand03scangoog	11980	1	10	10	0.00	10	 / 34:  158  ;  37:  299,  325,  329,  332,  349,  395,  415;  erhåller / 
handlingarrrand03scangoog	11989	1	12	12	0.00	12	commissarie  o.  director  i  Preussen,  I:  165;  24:  197,  199, / 359;  26:  72;  27:  161;  29:  236;  36:  81;  32:  178,  214, / 218,  232;  38:  157,  212,  252;  Gustaf  II  Adolfs  inslntction
handlingarrrand03scangoog	12019	1	11	10	0.09	15	ro.  ra.,  0:  t7l;  36:  290;  37:  179,  t60;  38:  6,  15,  18, / 22;  39:  293,  304  ff.,  331;  30:  21,  22;  3&:  26,  28,  29, / 90;  37:  9Z,  165,  lS8,  192,  219;  reser  t.  Am&lerdam  Hr
handlingarrrand03scangoog	12175	1	5	5	0.00	14	 / S6;  36:  354,  369,  386,  387. / loijson,  dfverste  i  sveosk  tjenst  (1636),  38:  156.
handlingarrrand03scangoog	12338	1	10	10	0.00	16	37:  195,  1^,  220;  38:  135;  berUgarne  derst.  på  1630- / talet,  25:  219,  236;  36:  388;  38:  172,  265,  287,  299, / 300,  333;  huset  Llineburg,  40:  9l,  218.
handlingarrrand03scangoog	12362	1	12	12	0.00	25	bref  om  hon.  t.  bisk.  Brask  (1518)  17:  104  Cf.;  ang.  hans / låra,  16:  23,  31,  38,  39,  40,  42,  48,  50,  55,  70,  98, / 114,  115,  121,  122,  125;  påfven  Adrian  VI:s  bref  derom
handlingarrrand03scangoog	12367	3	32	32	0.00	22	t.  bisk.  Brask,  17:  159;  Brasks  motstand  mot  lutherdomen, / 13:  49,  50,  52,  55,  58,  102;  14:  78;  17:  86,  96,  118, / 124,  \A2^  143,  144,  145,  146,  151,  152,  153,  163,  214, / 220;  18:  223,  245,  303,  326,  33
handlingarrrand03scangoog	12544	1	8	8	0.00	7	LoiVenlijelm  (Carl  Gnstar),  frih.,  riksråd  (sed.  grefve,  can- / celli-president),  15:  155,  156;  28:  201,  274,  301,  302, / 304,  313.
handlingarrrand03scangoog	12590	1	6	6	0.00	16	20,  ?'2,  42;  12:  106;  blir  svagsint,  12:  261;  qvittenser  af / hon.,  2:  67;  16:  132;  charakterislik,  1:  200. / 
handlingarrrand03scangoog	12639	1	12	12	0.00	13	Magnus  Haraldi,  electus  i  Skara,  brefvexling  med  bisk.  Brask, / 16:  22,  39,  64,  82,  120;  17:  131,  132,  143,  160,  213, / 217;  bref  fr.  Joh.  A.  Arcimboldus,  16:  54;  —  fr.  bisk.  Mag-
handlingarrrand03scangoog	12711	1	5	5	0.00	15	 / Ryssland  (1582),  11:  187,  194,  216,  339. / Malmvik  (på  Lofon),  Erik  Larsson  von  der  Linde  skrifversig
handlingarrrand03scangoog	12721	1	7	6	0.14	15	privilegier,  37:  372;  Wårnskiolds  bref  ang.  dess  befåslnio^ / (1659),  35:  356;  fåslningen  (1677),  35:  437,  444,  451,  456. / 
handlingarrrand03scangoog	12746	1	10	10	0.00	5	 / 24:  237,  295,  296,  359;  25:   l94;  29:  349,  351;  32: / 
handlingarrrand03scangoog	12762	1	6	6	0.00	7	 / Mantalspenningar  (1636-50),  21:  80;  22:  181;  25:  299; / 33:  9.
handlingarrrand03scangoog	12767	1	11	11	0.00	3	 / 26:  99,  162;  30:  538;  32:  293,  310;  37:  149,  416;  iftr. / 
handlingarrrand03scangoog	12775	1	7	7	0.00	9	 / 38:  141,  149,  194,  216,  238,  266;  lillbakaslagen  vid  Greif- / 
handlingarrrand03scangoog	13007	1	6	6	0.00	6	 / 27:  46,  49^  111,  115,  131,  137. / Medevi,  7:  243.
handlingarrrand03scangoog	13123	1	10	10	0.00	11	Messenius,  Johan ,  d.  år,  assessor  i  Svea  hofrått ;  lång  tid / statsfåoge,  7:  148;  8:  13,  19;  9:  93,  107;  20:  317;  bref / t.  Anders  Israeisson,  9:  180.
handlingarrrand03scangoog	13158	1	8	7	0.12	17	till  de  kejserlige  (1636),  38:  160;  tillfångaten  af  Banér, / 38:  170,  176,  187,  319,  389;  for^s  t.  Sverige,  38:  324, / 334.
handlingarrrand03scangoog	13233	3	35	34	0.03	6	 / den,  I:  1;  3:  296;  4:  301;  5:  161,  205;  7:  179;  8:  113, / 10:  117,  272,  322,  363;  11:  1;  17:  328;  18:  398,  408; / 19:  386;  25:  202;  31:  364,  370;  38:  189;  40:  80. / Miiiå,  i  Blekinge,  6:  147.
handlingarrrand03scangoog	13247	1	7	7	0.00	11	 / 7:  126;  36:  350;  38:  216,  259. / Modée,  Guslaf  (lieulen.  vid  artilleriet,  sladsmajor  i  Kalmar
handlingarrrand03scangoog	13274	1	5	5	0.00	9	MonCecuculi,  grefve,  visCas  i  Sverige  (1654),  22:  306. / Monteleone,  marquis,  8:  199;  10:  189,  280. / 
handlingarrrand03scangoog	13841	1	7	7	0.00	11	nipot.  vid  ryska  bofvet,  presid.  i  Gdta  bofrått  m.  m.,  6:331; / 9:  307;  15:  244;  17:  338,  358. / 
handlingarrrand03scangoog	13873	2	25	22	0.12	20	Norby,  Severin  [SelTrrng,  Soffiierin],  3:  23,  37;  13:  2'2, / 26,  51,  60,  81,  108;  14:  25,  47,  55,  57,  73;  15:  4,  6, / 41;  16:  35,  37,  41,  51,  108;  18:  26l,  271;  33:  8;  Lfi- / beckarne  utrasta  en  flotta  m
handlingarrrand03scangoog	13971	1	5	5	0.00	16	27;  riksdagsbeslut  (1604),  12:  325;  beslutsgods,  21:  108, / 134,  141,  150;  ^Norrkdpingshjelpen'',  8:  9;  befåstniogir / (1657),  35;  346;  brSnnes  af  Ryssarne  (1719),  21:  393;
handlingarrrand03scangoog	14192	2	14	14	0.00	3	 / 36:  255,  295,  302,  317,  325. / Ntfteborga  lan,  31:  506;  38:  48,  49,  60,  55,  58. / Notesunds  skaos  (1719),  2:  149.
handlingarrrand03scangoog	14220	1	8	8	0.00	6	 / 137,  156,  157,  163,  171,  173,  180,  237. / Ofralsemans  befordrin^råN,  fråga  derom  vid  1723  ars  HktdM
handlingarrrand03scangoog	14272	2	15	14	0.07	20	holms stads  secret.,  sed.  Gustaf  I:s  canceHer,  kyrkoh.  i  Stor- / kyrkao,  4:  161;  16:  34,  38,  40;  17:  143,  144,  146;  f5r- / fatlar  titelbladet  t.  Stockholms  stads  Tånkebok,  7:26;  gifter- / mål, 14:  38,  39,  53,  6
handlingarrrand03scangoog	14553	1	11	9	0.18	14	itskill.  fullmakter  f.  hoo.,  24:  310;  25:  IdS;  35:  112,  154; / 36:  367,  371,  389;  bref  1.  o.  fr.  hon.,  1:  150,  1 61;  3:  111, / ri4,  119;  9:  168,  17l,  175,  176;  17:  238  m.  fl.  sl.  i  24
handlingarrrand03scangoog	14561	2	18	18	0.00	17	kan  samt  fdrslag  (.  inråttande  af  ett  concilinra,  37:  258; / 38:  227,  229,  253,  338,  343,  345,  362,  394,  402,  408, / 410,  414;  tillåmnad  hemresa  (1635),  35:  9;  36:  366:  37: / 107,  108,  113,  186;  d:o  (1636), 
handlingarrrand03scangoog	14579	1	8	8	0.00	8	land  0.  iDgermanlaod,  riksråd^ip.  m.^  9:  Sl:  72;  94: / 389;  29:  d07;  32:  153,  155,  157,  215;  3S:  459. / 
handlingarrrand03scangoog	14632	1	5	5	0.00	10	 / 0.  ,  32:  134;  37:  178. / 
handlingarrrand03scangoog	14649	1	11	11	0.00	21	i  Wismarska  tribuDalet  ra.  ra.;  2:  105,  129;  9:  139,  203, / 206;  29:  322,  330;  32;  146,  170,  208,  214,  231;  37: / 97,  111;  120,  131;  vinner  Sletlio  åt  Sverige,  12:  323.
handlingarrrand03scangoog	14684	1	5	5	0.00	10	 / gen  (1635),  37:  111,  122,  136,  170. / Oxenaticrna,  Åke  Erikssoii»  frib.  t.  Årstad  o.  Eka  (dfversle,
handlingarrrand03scangoog	14803	1	9	9	0.00	11	 / 12,  71,  72,  73;  37:  205;  39:  124,  130. / Parlamentet  i  England  (1659),  28:  189  ff.
handlingarrrand03scangoog	14881	3	37	34	0.08	6	slutligen  geo.-major,  2:  115;  15:  tl4  fif.;  16:  :308,  227, / 230,  237,  243,  248,  249,  256,  262,  268,  269,  270,  27?, / 27  3,  27  7,  2  8  5,  286,  287,  2  88,  2  9  4,  299,  301,  302,  305, / 307,  308,  312,  335,
handlingarrrand03scangoog	14967	1	6	6	0.00	17	 / 21:  40,  46,  50,  56,  64. / Per  KrIandsBon,  Bnstald  i  "karamaren''  (1633),  24:  310.
handlingarrrand03scangoog	15005	1	10	10	0.00	19	fr.  Sverige  (1633),  25:  279;  26:  154,  189;  underhand\. / derom,  24:  146;  26:  153,  175;  28:  13;  35:  20,  122;  Hol- / låndarne  uoderhaodla  derom  i  Moskau  (1633),  26:  175;
handlingarrrand03scangoog	15069	1	5	5	0.00	18	 / h  62;  10:  47;  12:  209. / Petrus  Jonæ  Helslngius,  ''måsler  Per^  kallad,  kyrkoh.  på  Kop-
handlingarrrand03scangoog	15109	1	6	6	0.00	16	 / —34),  27;  192;  29:  256,  260,  281. / PfueL  von,  Adam,  I.  Viechel  o.  Polleben  m.  m,,  gen.-DBJjor
handlingarrrand03scangoog	15122	2	14	14	0.00	14	gemål;  handr.  ang.  henne,  9:  20  ff.;  ddd,  17:  18. / Philipsburg,  28:  47;   29:  322;  30:   l7;  32:  177;  33:  64; /  / 34:  7;  35i  62;  38:  433. / Philipsfad,  ang.  tillsåttailde  af  en  justitiarius  derst.,  37:  371;
handlingarrrand03scangoog	15159	1	8	8	0.00	6	Pillan  [Pillen],  36:  379;  tullen  derst.,  24:  176,  202,  262; / dess  befåstning,  29:  306;  30:  105;  32:  233;  37:  207, / 208,  209.
handlingarrrand03scangoog	15171	1	5	5	0.00	10	 / Pinemberg,  40:  132,  133,  134,  269. / 
handlingarrrand03scangoog	15204	1	10	10	0.00	16	 / 35),  33:  76,  82;  35:  54,  55,  59,  62,  77,  183. / Pitesaij  [Palzie],  d  och  kloster  i  Ishafvel,  39:  102,  110.
handlingarrrand03scangoog	15223	1	7	7	0.00	10	 / Pleskow,  11:  162,  164,  165,  166;  38:  58. / 
handlingarrrand03scangoog	15233	1	6	6	0.00	16	 / (1583),  31:  518;  36:  310,  322,  338. / Plåthe,  Goran,  landlfogde  på  Riigen  (1566),  4:  118.
handlingarrrand03scangoog	15285	1	11	11	0.00	10	209,  219;  37:  99,  102,  103;  successionsfrågan  på  1630- / talet,  26:  121,  167,  168,  206,  207;  35:  41;  37:  125;  38: / 442,  445,  446;  churfuisten  af  Brandenbnrg  sdker  erhålla
handlingarrrand03scangoog	15296	1	10	10	0.00	12	såsom  krigskoslnads-ersållning  åt  Sverige,  27:  267;  28:  8, / 46;  29:  334  Cf.,  256,  258,  266;  39:  t8,  92  fif;  38:  445, / 446,  460;  embets-  o.  Ijenstemans  afioning  dersl.  (1731),
handlingarrrand03scangoog	15302	1	8	8	0.00	10	Poniatowsky,  polsk  general,  fader  till  kon.  Stanislans  II;  6: / 308;  7:  206;  8:  167,  168,  210,  262;  guvernor  i  Zwei- / briicken,  21:  369.
handlingarrrand03scangoog	15357	1	5	5	0.00	13	Posse,  Axel  (Nilsson,  1.  Sålenås,  Gammelslorp,  Thiin  o. / Hellekis),  riksråd,  19:  114;  20;  127,  227. / 
handlingarrrand03scangoog	15406	1	5	5	0.00	8	 / råU),  16:  269,  300,  301,  337. / Post,  von  (Wilhelm  Maiiritz),  gen.-raajor,  37:  407.
handlingarrrand03scangoog	15488	2	15	15	0.00	8	 / Privilegier,  presterskapels,  7:  3  ff.;  21,  223,  231,  232,  252, / 253,  254,  256,  258,  259,  292;  22:  184  ff.;  bondeståndels, / 22:  222;  slådernas,  27:  75.
handlingarrrand03scangoog	15546	1	5	5	0.00	12	 / —65),  27:  58,  135;  36:  122. / Pårwenlijelm  (Erasmus,  forut  Påfve),  rytlmåstare,  28:  139.
handlingarrrand03scangoog	15586	4	36	36	0.00	11	 / 0.  1656),  35:  281,  304,  306,  312,  314,  334,  369. / Qvarnlullen,  1:  105,  116,  i3l;  21:  82;  22:  181;  24:  244, /  / 251,  302,  318,  371;  25:   133,   134;  26:  250,  263,  267, /  / 294;  32:  249;  33:  9;  40:  335.
handlingarrrand03scangoog	15653	1	8	8	0.00	8	Rakeryd  [Rakndo],  s:d  i  Os(erg6U.,  10:  4. / Rakoczi  [Ragozy],  2:  130;  5:  132,  133;  26:  78,  156. / Rambertiis,  doclor,  »aQdei)iid   fi*.  Liflaiid  i.  kon.  jGustaf  1 ,
handlingarrrand03scangoog	15709	1	10	10	0.00	6	i  Åbo  0.  Bjdrneborgs  lån,  15:  163;  16:  231,  237,  245, / 248,  285,  288,  292,  294,  299,  300,  321,  324,  402. / 
handlingarrrand03scangoog	15815	2	15	9	0.40	24	29:  297;  Nils  Ribbings,  29:  298;  Johan  Bauérs,  35:  26; / Drommunds,  35:  26,  27,  98;  Erik  Hanssons,  35:  26,  27, / 98;  38:  161,  263;  Essens,  38:  119;  Porbus,  38:  159:  vårf- / vade  lyska,  engelska  och  skotska,  
handlingarrrand03scangoog	15820	1	7	7	0.00	22	Axel  Lillies,  36:  377;  curlåndska,  38:  i89;  Karrs,  35:97; / MeUslakes  fioska,  38:  328,  329,  404,  417,  418,  420;  BarU, / 38:  417;  Ermeses,  38:  418,  420;  Kinncmiindlz,  38:  hi2;
