line	position	token	kind	grade	note
24	2	X?	sign	M	capital "R"-like cluster
24	3	S12	sign	M	small cross/dagger mark
24	4	8	digit	H	
24	5	102	digit	M	crowded
24	6	5	digit	H	
24	7	X?	sign	M	capital ligature "Ao"-like, recurring shape
24	8	1	digit	M	crowded
24	9	6	digit	H	
24	10	6	digit	H	
24	11	15	digit	H	
24	12	S07	sign	M	looped ascender
24	13	X?	sign	M	vertical stroke separator
24	14	6	digit	H	
24	15	X?	sign	M	"un"-like ligature cluster
24	16	516	digit	M	crowded digit run
24	17	X?	sign	M	blotted cluster, shape unclear
24	18	5	digit	H	
24	19	X?	sign	M	vertical stroke separator
24	20	6	digit	H	
24	21	S07	sign	M	looped ascender
24	22	S18	sign	M	double-loop "uu"-like cluster
24	23	44	digit	H	
24	24	X?	sign	M	vertical stroke separator
24	25	5	digit	H	
24	26	15	digit	H	
24	27	X?	sign	M	capital "Y"-like cluster
24	28	S07	sign	M	looped ascender
24	29	X?	sign	M	small "a"-like sign
24	30	X?	sign	M	small "u"-like sign
24	31	X?	sign	M	small "ze"-like cluster
24	32	12	digit	H	
24	33	7	digit	H	
24	34	X?	sign	M	capital ligature "Ao"-like, recurring shape
24	35	14	digit	H	
25	1	X?	sign	M	"to"-like ligature cluster
25	2	6	digit	H	
25	3	15	digit	H	
25	4	60	digit	H	
25	5	X?	sign	M	capital ligature "Ao"-like, recurring shape
25	6	22	digit	M	crowded
25	7	5	digit	H	
25	8	6	digit	H	
25	9	S24	sign	M	capital "B"-like loop cluster
25	10	16	digit	H	
25	11	S07	sign	M	looped ascender
25	12	12	digit	M	crowded
25	13	X?	sign	M	"to"-like ligature cluster
25	14	6	digit	H	
25	15	X?	sign	M	capital ligature "Ao"-like, recurring shape
25	16	X?	sign	M	small "m"-like cluster
25	17	8	digit	H	
25	18	6	digit	H	
25	19	S23	sign	M	small x-cross mark
25	20	60	digit	H	
25	21	S07	sign	M	looped ascender
25	22	X?	sign	M	small cluster near "3", no atlas match
25	23	64	digit	H	
25	24	14	digit	H	
25	25	6	digit	H	
25	26	15	digit	H	
25	27	X?	sign	M	"ba"-like ligature cluster
25	28	X?	sign	M	"po"-like ligature cluster
25	29	44	digit	H	
26	1	62	digit	H	
26	2	15	digit	H	
26	3	8	digit	H	
26	4	14	digit	H	
26	5	1610	digit	M	crowded digit run
26	6	X?	sign	M	capital ligature "Ao"-like, recurring shape
26	7	6	digit	H	
26	8	X?	sign	M	capital "R"-like cluster
26	9	X?	sign	M	capital "Y"-like cluster
26	10	X?	sign	M	small cluster, no atlas match
26	11	66	digit	H	
26	12	S04	sign	M	hash/lattice mark
26	13	S12	sign	M	small cross/dagger mark
26	14	60	digit	H	
26	15	S12	sign	M	small cross/dagger mark
26	16	16	digit	H	
26	17	X?	sign	M	capital ligature "Ao"-like, recurring shape
26	18	14	digit	H	
26	19	X?	sign	M	capital "Y"-like cluster
26	20	S07	sign	M	looped ascender
26	21	15	digit	H	
26	22	16	digit	H	
26	23	X?	sign	M	"na"-like ligature cluster
26	24	S12	sign	M	small cross/dagger mark
26	25	3	digit	M	crowded
26	26	64	digit	H	
27	1	14	digit	H	
27	2	102	digit	M	crowded
27	3	16	digit	H	
27	4	X?	sign	M	capital ligature "Ao"-like, struck through with a cancellation line
27	5	X?	sign	M	small "3"-like cluster
27	6	S04	sign	M	hash/lattice mark
27	7	X?	sign	M	capital "Y"-like cluster
27	8	6	digit	H	
27	9	169	digit	M	crowded digit run
27	10	8	digit	H	
27	11	S04	sign	M	hash/lattice mark
27	12	S12	sign	M	small cross/dagger mark
27	13	16	digit	H	
27	14	X?	sign	M	"fo"-like ligature cluster
27	15	12	digit	H	
27	16	X?	sign	M	capital ligature "Ao"-like, recurring shape
27	17	15	digit	H	
27	18	6	digit	H	
27	19	X?	sign	M	"na"-like ligature cluster
27	20	S12	sign	M	small cross/dagger mark
27	21	14	digit	H	
27	22	X?	sign	M	capital "A"-like ligature
27	23	60	digit	H	
27	24	6	digit	H	
28	1	16	digit	H	
28	2	X?	sign	M	bold capital "C"-like cluster
28	3	9	digit	H	
28	4	6	digit	H	
28	5	X?	sign	M	large bold capital "R"/"N"-like cluster
28	6	S23	sign	M	small x-cross mark
28	7	16	digit	H	
28	8	X?	sign	M	bold capital cluster, no atlas match
28	9	44	digit	H	
28	10	102	digit	M	crowded
28	11	6	digit	H	
28	12	X?	sign	M	vertical stroke separator
28	13	S04	sign	M	hash/lattice mark
28	14	28	digit	H	
28	15	64	digit	H	
28	16	X?	sign	M	capital ligature "Ao"-like, recurring shape
28	17	16	digit	H	
28	18	22	digit	M	crowded
28	19	5	digit	H	
28	20	104	digit	H	
28	21	6	digit	H	
28	22	15	digit	H	
28	23	60	digit	H	
28	24	X?	sign	M	capital ligature "Ao"-like, recurring shape
28	25	12	digit	H	
28	26	344	digit	M	crowded digit run
29	1	102	digit	M	crowded
29	2	X?	sign	M	"to"-like ligature cluster
29	3	5	digit	H	
29	4	64	digit	H	
29	5	X?	sign	M	capital "R"-like cluster
29	6	S23	sign	M	small x-cross mark
29	7	16	digit	H	
29	8	S07	sign	M	looped ascender
29	9	14	digit	H	
29	10	X?	sign	M	"po"-like ligature cluster
29	11	18	digit	H	
29	12	11	digit	M	crowded
29	13	14	digit	H	
29	14	4	digit	H	
29	15	5	digit	H	
29	16	6	digit	H	
29	17	X?	sign	M	"6L"-like cluster
29	18	6	digit	H	
29	19	60	digit	H	
29	20	S07	sign	M	looped ascender
29	21	S23	sign	M	small x-cross mark
29	22	16	digit	H	
29	23	11	digit	M	crowded
29	24	X?	sign	M	"w"-like cluster
29	25	14	digit	H	
29	26	6	digit	H	
29	27	S07	sign	M	looped ascender
29	28	611	digit	M	crowded digit run
30	1	S23	sign	M	small x-cross mark
30	2	12	digit	H	
30	3	6816	digit	M	crowded digit run
30	4	X?	sign	M	small "m"-like cluster
30	5	60	digit	H	
30	6	X?	sign	M	"fa"-like ligature cluster
30	7	X?	sign	M	blotted cluster, shape unclear
30	8	6	digit	H	
30	9	S17	sign	M	bold ff/H ligature
30	10	6	digit	H	
30	11	4	digit	H	
30	12	X?	sign	M	small "z"-like mark
30	13	X?	sign	M	small "3z"-like cluster
30	14	S04	sign	M	hash/lattice mark
30	15	X?	sign	M	bold capital ligature, no atlas match
30	16	X?	sign	M	vertical stroke separator
30	17	6	digit	H	
30	18	15	digit	H	
30	19	9	digit	H	
30	20	X?	sign	M	small "c"-like sign
30	21	4	digit	H	
30	22	X?	sign	M	capital ligature "Ao"-like, recurring shape
30	23	16	digit	H	
30	24	S12	sign	M	small cross/dagger mark
30	25	X?	sign	M	capital "R"-like cluster with tail
30	26	6411	digit	M	crowded digit run
30	27	11	digit	M	crowded
31	1	S23	sign	M	small x-cross mark
31	2	12	digit	H	
31	3	60	digit	H	
31	4	X?	sign	M	"to"-like ligature cluster
31	5	6	digit	H	
31	6	X?	sign	M	"na"-like ligature cluster
31	7	X?	sign	M	"to"-like ligature cluster
31	8	6	digit	H	
31	9	X?	sign	M	capital "R"-like cluster
31	10	X?	sign	M	small "s3"-like cluster
31	11	X?	sign	M	capital ligature "Ao"-like, recurring shape
31	12	6	digit	H	
31	13	X?	sign	M	bold capital ligature "Y"-like
31	14	10	digit	M	crowded
31	15	64	digit	H	
31	16	S18	sign	M	double-loop "uu"-like cluster
31	17	6	digit	H	
31	18	S26	sign	M	word-like abbreviation cluster ("fait"-like)
31	19	9	digit	H	
31	20	S12	sign	M	small cross/dagger mark
31	21	X?	sign	M	capital "R"-like cluster
31	22	9	digit	M	crowded
31	23	X?	sign	M	small "s"-like sign
31	24	S12	sign	M	small cross/dagger mark
31	25	6	digit	H	
31	26	X?	sign	M	capital ligature "Ao"-like, recurring shape
31	27	15	digit	H	
31	28	16	digit	H	
32	1	9	digit	H	
32	2	17	digit	H	
32	3	44	digit	H	
32	4	S07	sign	M	looped ascender
32	5	6	digit	H	
32	6	S12	sign	M	small cross/dagger mark
32	7	15	digit	M	crowded
32	8	3	digit	M	crowded
32	9	S23	sign	M	small x-cross mark
32	10	8	digit	M	crowded
32	11	X?	sign	M	"na"-like ligature cluster
32	12	X?	sign	M	"to"-like ligature cluster
32	13	S12	sign	M	small cross/dagger mark
32	14	S07	sign	M	looped ascender
32	15	3	digit	M	crowded
32	16	S12	sign	M	small cross/dagger mark
32	17	6	digit	H	
32	18	X?	sign	M	small "c"-like sign
32	19	X?	sign	M	small "h"-like sign
32	20	X?	sign	M	small "a"-like sign
32	21	X?	sign	M	small "d"-like sign
32	22	X?	sign	M	bold capital "A"-like ligature
32	23	66	digit	H	
32	24	X?	sign	M	"w"-like cluster
32	25	S07	sign	M	looped ascender
32	26	X?	sign	M	"co"-like ligature cluster
32	27	X?	sign	M	"hmm"-like cluster with underline flourish beneath
32	28	917	digit	M	crowded digit run
32	29	12	digit	H	
32	30	10	digit	M	crowded
32	31	66	digit	H	
32	32	18	digit	H	
32	33	S23	sign	M	small x-cross mark
32	34	95	digit	H	
32	35	7616	digit	M	crowded digit run
33	1	X?	sign	M	small cluster/flourish, no atlas match
33	2	S17	sign	M	bold ff/H ligature, ink-blotted
33	3	6	digit	H	
33	4	S17	sign	M	bold ff/H ligature, ink-blotted
33	5	16	digit	H	
33	6	06	digit	H	
33	7	62	digit	H	
33	8	X?	sign	M	"mu"-like ligature cluster
33	9	60	digit	H	
33	10	S12	sign	M	small cross/dagger mark
33	11	102	digit	M	crowded
33	12	44	digit	H	
33	13	104	digit	H	
33	14	5	digit	H	
33	15	X?	sign	M	cluster resembling "l r o", no atlas match
33	16	X?	sign	M	capital ligature "Ao"-like, recurring shape
33	17	3	digit	M	crowded
33	18	64	digit	H	
33	19	16	digit	H	
33	20	15	digit	H	
33	21	X?	sign	M	"to"-like ligature cluster
33	22	S12	sign	M	small cross/dagger mark
33	23	12	digit	H	
33	24	60	digit	H	
33	25	X?	sign	M	capital ligature "Ao"-like, recurring shape
33	26	6	digit	H	
33	27	X?	sign	M	cursive closing word ("fau."-like) with underline flourish, possibly a non-cipher marginal note, low confidence
