line	position	token	kind	grade	note
22	15	6	digit	H	
22	16	S23	sign	M	x/cross mark
22	17	S20	sign	M	fancy looped flourish "Π"
22	18	X?	sign	H	z-shaped separator mark
22	19	6	digit	H	
22	20	S09	sign	M	compact looped ligature "to"
22	21	X?	sign	H	z-shaped separator mark
22	22	104	digit	H	
22	23	S01	sign	M	ornate capital flourish "Ao"
22	24	S24	sign	M	word-like ligature "na"
22	25	X?	sign	H	z-shaped separator mark
22	26	X?	sign	H	vertical bar separator
22	27	X?	sign	H	z-shaped separator mark
22	28	6	digit	H	
22	29	S13	sign	M	cross-like ligature "ty"
22	30	S02	sign	M	bold ff-like ligature
22	31	64	digit	H	
22	32	10	digit	M	
22	33	X?	sign	H	z-shaped separator mark
23	1	S24	sign	M	word-like ligature "n"
23	2	S06	sign	M	cursive loop ligature "8o9"
23	3	S16	sign	M	tall flourish "Y"
23	4	X?	sign	H	z-shaped separator mark
23	5	4	digit	H	
23	6	14	digit	H	
23	7	73	digit	H	
23	8	X?	sign	H	z-shaped separator mark
23	9	S24	sign	M	word-like ligature "6n"
23	10	S24	sign	M	word-like ligature "y"
23	11	44	digit	H	
23	12	16	digit	H	
23	13	S23	sign	M	x/cross mark
23	14	60	digit	H	
23	15	X?	sign	H	z-shaped separator mark
23	16	6104	digit	M	dense cluster, uncertain segmentation
23	17	X?	sign	H	z-shaped separator mark
23	18	S06	sign	M	cursive loop ligature "6z"
23	19	S13	sign	M	cross-like ligature "to+"
23	20	S06	sign	M	cursive loop ligature "f"
23	21	104	digit	H	
23	22	X?	sign	H	z-shaped separator mark
23	23	64	digit	H	
23	24	S24	sign	M	word-like ligature "po"
23	25	22	digit	H	
23	26	12	digit	H	
23	27	5104	digit	M	dense cluster, uncertain segmentation
23	28	S13	sign	M	cross-like ligature "bc+"
23	29	S24	sign	M	word-like ligature "ib"
23	30	S20	sign	M	fancy looped flourish "A"
24	1	S04	sign	M	hash/lattice mark
24	2	S24	sign	M	word-like ligature
24	3	6	digit	H	
24	4	S13	sign	M	cross-like ligature "+5"
24	5	X?	sign	H	z-shaped separator mark
24	6	10	digit	M	
24	7	X?	sign	H	z-shaped separator mark
24	8	5	digit	H	
24	9	S01	sign	M	ornate capital flourish "Ao"
24	10	10	digit	M	
24	11	X?	sign	H	vertical bar separator
24	12	X?	sign	H	z-shaped separator mark
24	13	15	digit	H	
24	14	S06	sign	M	cursive loop ligature "f"
24	15	X?	sign	H	z-shaped separator mark
24	16	6	digit	H	
24	17	S24	sign	M	word-like ligature "uu"
24	18	6	digit	H	
24	19	1	digit	M	
24	20	16	digit	H	
24	21	S06	sign	M	cursive loop ligature
24	22	5	digit	H	
24	23	X?	sign	H	z-shaped separator mark
24	24	6	digit	H	
24	25	S06	sign	M	cursive loop ligature "f"
24	26	S24	sign	M	word-like ligature "m"
24	27	4	digit	H	
24	28	S24	sign	M	word-like ligature, w-shaped
24	29	X?	sign	H	z-shaped separator mark
24	30	S24	sign	M	word-like ligature "ibi"
24	31	5	digit	H	
24	32	S02	sign	M	bold H-like ligature
24	33	S06	sign	M	cursive loop ligature "f"
24	34	S24	sign	M	letter-like mark "a"
24	35	S24	sign	M	word-like ligature "u"
24	36	12	digit	H	
24	37	7	digit	H	
24	38	S16	sign	M	tall flourish
24	39	40	digit	M	capital-A-like 4 + o=0
24	40	14	digit	H	
25	1	S09	sign	M	compact looped ligature "to"
25	2	X?	sign	H	z-shaped separator mark
25	3	6	digit	H	
25	4	S24	sign	M	word-like ligature "n"
25	5	60	digit	H	
25	6	S01	sign	M	ornate capital flourish "Ao"
25	7	22	digit	H	
25	8	X?	sign	H	z-shaped separator mark
25	9	5	digit	H	
25	10	X?	sign	H	z-shaped separator mark
25	11	6	digit	H	
25	12	S24	sign	M	word-like ligature "Bl"
25	13	16	digit	H	
25	14	S06	sign	M	cursive loop ligature
25	15	14	digit	H	
25	16	X?	sign	H	z-shaped separator mark
25	17	S09	sign	M	compact looped ligature "to"
25	18	6	digit	H	
25	19	S01	sign	M	ornate capital flourish "Ao"
25	20	S24	sign	M	word-like ligature "mm"
25	21	4	digit	H	
25	22	5	digit	H	
25	23	6	digit	H	
25	24	X?	sign	H	z-shaped separator mark
25	25	S13	sign	M	plus/cross mark
25	26	60	digit	H	
25	27	S06	sign	M	cursive loop ligature "f"
25	28	S06	sign	M	cursive loop ligature
25	29	5	digit	H	
25	30	6	digit	H	
25	31	7	digit	H	
25	32	4	digit	H	
25	33	S16	sign	M	tall flourish "F"
25	34	X?	sign	H	z-shaped separator mark
25	35	6	digit	H	
25	36	15	digit	H	
25	37	S24	sign	M	word-like ligature "Ba"
25	38	S06	sign	M	cursive loop ligature
25	39	44	digit	H	
26	1	S04	sign	M	hash/lattice mark
26	2	S24	sign	M	word-like ligature "Vza"
26	3	S06	sign	M	cursive loop ligature "6n"
26	4	S24	sign	M	letter-like mark "a"
26	5	8	digit	H	
26	6	S09	sign	M	compact looped ligature
26	7	14	digit	H	
26	8	1610	digit	M	dense cluster, uncertain segmentation
26	9	S13	sign	M	plus/cross mark
26	10	S01	sign	M	ornate capital flourish "Ao"
26	11	X?	sign	H	z-shaped separator mark
26	12	6	digit	H	
26	13	S20	sign	M	fancy looped R-like flourish
26	14	S24	sign	M	word-like ligature "A"
26	15	S16	sign	M	tall flourish "Y"
26	16	S24	sign	M	word-like ligature "66"
26	17	S04	sign	M	hash/lattice mark
26	18	S13	sign	M	plus/cross mark
26	19	60	digit	H	
26	20	S13	sign	M	plus/cross mark
26	21	S24	sign	M	word-like ligature "i6"
26	22	S01	sign	M	ornate capital flourish "Ao"
26	23	4	digit	H	
26	24	S16	sign	M	tall flourish "Y"
26	25	60	digit	H	
26	26	S24	sign	M	word-like ligature "nu"
26	27	S24	sign	M	word-like ligature "n"
26	28	S09	sign	M	compact looped ligature "to"
26	29	1516	digit	M	dense cluster, uncertain segmentation
26	30	S24	sign	M	word-like ligature "na"
26	31	S13	sign	M	plus/cross mark
26	32	5	digit	H	
26	33	64	digit	H	
27	1	6	digit	H	
27	2	X?	sign	H	z-shaped separator mark
27	3	S24	sign	M	word-like ligature "5L"
27	4	14	digit	H	
27	5	31	digit	M	
27	6	43	digit	M	
27	7	10	digit	M	
27	8	X?	sign	H	z-shaped separator mark
27	9	S24	sign	M	word-like ligature "i6"
27	10	S01	sign	M	ornate capital flourish "Ao"
27	11	S13	sign	M	cross-like ligature "tbn"
27	12	X?	sign	H	z-shaped separator mark
27	13	S04	sign	M	hash/lattice mark
27	14	S16	sign	M	tall flourish "Y"
27	15	5	digit	H	
27	16	X?	sign	H	z-shaped separator mark
27	17	6	digit	H	
27	18	5	digit	H	
27	19	1	digit	M	
27	20	69	digit	M	
27	21	X?	sign	H	z-shaped separator mark
27	22	8	digit	H	
27	23	S04	sign	M	hash/lattice mark
27	24	S13	sign	M	plus/cross mark
27	25	16	digit	H	
27	26	S09	sign	M	compact looped ligature "f"
27	27	5	digit	H	
27	28	9	digit	H	
27	29	X?	sign	H	z-shaped separator mark
27	30	S01	sign	M	ornate capital flourish "Ao"
27	31	S24	sign	M	word-like ligature
27	32	15	digit	H	
27	33	X?	sign	H	z-shaped separator mark
27	34	S09	sign	M	compact looped ligature "Π"
27	35	4	digit	H	
27	36	S24	sign	M	word-like ligature "LA"
27	37	60	digit	H	
27	38	X?	sign	H	z-shaped separator mark
27	39	6	digit	H	
28	1	S16	sign	M	tall flourish
28	2	S13	sign	M	plus/cross mark
28	3	X?	sign	H	z-shaped separator mark
28	4	9	digit	H	
28	5	X?	sign	H	z-shaped separator mark
28	6	6	digit	H	
28	7	S01	sign	M	ornate capital flourish "Ao"
28	8	S23	sign	M	x/cross mark
28	9	16	digit	H	
28	10	S09	sign	M	compact looped ligature
28	11	44	digit	H	
28	12	10	digit	M	
28	13	X?	sign	H	z-shaped separator mark
28	14	S06	sign	M	cursive loop ligature "f"
28	15	6	digit	H	
28	16	X?	sign	H	z-shaped separator mark
28	17	S13	sign	M	plus/cross mark
28	18	28	digit	H	
28	19	64	digit	H	
28	20	S01	sign	M	ornate capital flourish "Ao"
28	21	6	digit	H	
28	22	22	digit	H	
28	23	X?	sign	H	z-shaped separator mark
28	24	S09	sign	M	compact looped ligature
28	25	5	digit	H	
28	26	104	digit	H	
28	27	X?	sign	H	z-shaped separator mark
28	28	6	digit	H	
28	29	S24	sign	M	word-like ligature "n"
28	30	15	digit	H	
28	31	S06	sign	M	cursive loop ligature
28	32	S01	sign	M	ornate capital flourish "Ao"
28	33	12	digit	H	
28	34	X?	sign	H	z-shaped separator mark
28	35	344	digit	M	dense cluster, uncertain segmentation
29	1	10	digit	M	
29	2	X?	sign	H	z-shaped separator mark
29	3	S09	sign	M	compact looped ligature "to"
29	4	S16	sign	M	tall flourish
29	5	5	digit	H	
29	6	64	digit	H	
29	7	S24	sign	M	word-like ligature "Fx"
29	8	S23	sign	M	x/cross mark
29	9	16	digit	H	
29	10	S09	sign	M	compact looped ligature
29	11	14	digit	H	
29	12	S24	sign	M	word-like ligature, elaborate
29	13	88	digit	H	
29	14	S06	sign	M	cursive loop ligature
29	15	1	digit	M	
29	16	54	digit	H	
29	17	X?	sign	H	z-shaped separator mark
29	18	4	digit	H	
29	19	X?	sign	H	z-shaped separator mark
29	20	S06	sign	M	cursive loop ligature "6L"
29	21	X?	sign	H	z-shaped separator mark
29	22	5	digit	H	
29	23	X?	sign	H	z-shaped separator mark
29	24	6	digit	H	
29	25	S06	sign	M	cursive loop ligature "do"
29	26	X?	sign	H	z-shaped separator mark
29	27	S24	sign	M	letter-like mark "P"
29	28	S13	sign	M	plus/cross mark
29	29	X?	sign	H	z-shaped separator mark
29	30	1615	digit	M	dense cluster, uncertain segmentation
29	31	S24	sign	M	word-like ligature "w"
29	32	X?	sign	H	z-shaped separator mark
29	33	24	digit	H	
29	34	64	digit	H	
29	35	S24	sign	M	word-like ligature "uu"
29	36	6	digit	H	
29	37	X?	sign	H	z-shaped separator mark
29	38	611	digit	M	dense cluster, uncertain segmentation
30	1	S13	sign	M	plus/cross mark
30	2	S06	sign	M	cursive loop ligature "fa"
30	3	12	digit	H	
30	4	68	digit	H	
30	5	16	digit	H	
30	6	S24	sign	M	word-like ligature "m"
30	7	5	digit	H	
30	8	60	digit	H	
30	9	S24	sign	M	ink blot/unclear ligature
30	10	X?	sign	H	z-shaped separator mark
30	11	6	digit	H	
30	12	S24	sign	M	word-like ligature "L"
30	13	S13	sign	M	plus/cross mark
30	14	7	digit	H	
30	15	16	digit	H	
30	16	S24	sign	M	word-like ligature "Ez"
30	17	S04	sign	M	hash/lattice mark
30	18	S24	sign	M	word-like ligature
30	19	X?	sign	H	z-shaped separator mark
30	20	6	digit	H	
30	21	1519	digit	M	dense cluster, uncertain segmentation
30	22	S13	sign	M	plus/cross mark
30	23	4	digit	H	
30	24	S01	sign	M	ornate capital flourish "Ao"
30	25	10	digit	M	
30	26	S13	sign	M	plus/cross mark
30	27	S09	sign	M	compact looped ligature "Π"
30	28	S24	sign	M	word-like ligature "nn"
31	1	S13	sign	M	cross-like ligature "F"
31	2	12	digit	H	
31	3	X?	sign	H	z-shaped separator mark
31	4	60	digit	H	
31	5	S13	sign	M	plus/cross mark
31	6	S09	sign	M	compact looped ligature "to"
31	7	S24	sign	M	word-like ligature "6ua"
31	8	S09	sign	M	compact looped ligature "to"
31	9	X?	sign	H	z-shaped separator mark
31	10	6	digit	H	
31	11	S24	sign	M	letter-like mark "s"
31	12	S24	sign	M	letter-like mark "A"
31	13	S01	sign	M	ornate capital flourish "Ao"
31	14	6	digit	H	
31	15	S13	sign	M	plus/cross mark
31	16	10	digit	M	
31	17	X?	sign	H	z-shaped separator mark
31	18	64	digit	H	
31	19	S24	sign	M	word-like ligature "m"
31	20	S24	sign	M	word-like ligature "k"
31	21	S06	sign	M	cursive loop ligature "fact"
31	22	9	digit	H	
31	23	S24	sign	M	word-like ligature "t"
31	24	6	digit	H	
31	25	S24	sign	M	word-like ligature "n"
31	26	S13	sign	M	plus/cross mark
31	27	S06	sign	M	cursive loop ligature "f"
31	28	S01	sign	M	ornate capital flourish "Ao"
31	29	S06	sign	M	cursive loop ligature "Vs"
32	1	S13	sign	M	plus/cross mark
32	2	9	digit	H	
32	3	17	digit	H	
32	4	4	digit	H	
32	5	4	digit	H	
32	6	S16	sign	M	tall flourish
32	7	6	digit	H	
32	8	X?	sign	H	z-shaped separator mark
32	9	S13	sign	M	plus/cross mark
32	10	15	digit	H	
32	11	S24	sign	M	word-like ligature "Yz"
32	12	S23	sign	M	x/cross mark
32	13	8	digit	H	
32	14	X?	sign	H	z-shaped separator mark
32	15	S24	sign	M	word-like ligature "na"
32	16	S13	sign	M	plus/cross mark
32	17	S16	sign	M	tall flourish "f5"
32	18	S24	sign	M	word-like ligature "Yz"
32	19	X?	sign	H	z-shaped separator mark
32	20	6	digit	H	
32	21	S06	sign	M	cursive loop ligature "f"
32	22	5	digit	H	
32	23	S13	sign	M	cross-like ligature "h"
32	24	7	digit	H	
32	25	9	digit	H	
32	26	X?	sign	H	z-shaped separator mark
32	27	10	digit	M	
32	28	X?	sign	H	z-shaped separator mark
32	29	1699	digit	M	dense cluster, uncertain segmentation
32	30	18	digit	H	
32	31	S13	sign	M	plus/cross mark
32	32	95	digit	M	
32	33	7	digit	H	
32	34	616	digit	M	dense cluster, uncertain segmentation
32	35	S06	sign	M	cursive loop ligature "co"
32	36	S24	sign	M	word-like ligature "mm"
33	1	S24	sign	M	word-like ligature "Ay"
33	2	S01	sign	M	ornate capital flourish "Af"
33	3	X?	sign	H	z-shaped separator mark
33	4	9	digit	H	
33	5	S16	sign	M	tall flourish
33	6	16	digit	H	
33	7	96	digit	M	
33	8	X?	sign	H	z-shaped separator mark
33	9	S24	sign	M	word-like ligature "m"
33	10	60	digit	H	
33	11	S13	sign	M	plus/cross mark
33	12	10	digit	M	
33	13	X?	sign	H	z-shaped separator mark
33	14	44	digit	H	
33	15	104	digit	H	
33	16	5	digit	H	
33	17	S01	sign	M	ornate capital flourish "Ao"
33	18	X?	sign	H	z-shaped separator mark
33	19	64	digit	H	
33	20	S24	sign	M	word-like ligature "i6"
33	21	15	digit	H	
33	22	S13	sign	M	plus/cross mark
33	23	S09	sign	M	compact looped ligature "to"
33	24	S13	sign	M	plus/cross mark
33	25	12	digit	H	
33	26	S01	sign	M	ornate capital flourish, complex "6oAo"
33	27	X?	sign	H	z-shaped separator mark
33	28	6	digit	H	
33	29	S24	sign	M	final flourished mark, trailing tail, possible closing flourish
