line	position	token	kind	grade	note
29	31	SIGN	sign	M	
29	32	44	digit	H	
29	33	64	digit	H	
30	1	5	digit	H	
30	2	12	digit	M	
30	3	SIGN	sign	M	
30	4	SIGN	sign	M	
30	5	Ao	digit	M	
30	6	5	digit	H	
30	7	SIGN	sign	M	small tied stroke, uncertain
30	8	68	digit	M	
30	9	16	digit	H	
30	10	SIGN	sign	M	
30	11	SIGN	sign	M	
30	12	5	digit	H	
30	13	60	digit	H	
30	14	3	digit	M	
30	15	SIGN	sign	M	
30	16	6	digit	H	
30	17	SIGN	sign	H	
30	18	16	digit	H	
30	19	4	digit	H	
30	20	SIGN	sign	M	
30	21	7	digit	H	
30	22	16	digit	H	
30	23	52	digit	M	
30	24	SIGN	sign	H	
30	25	16	digit	H	
30	26	SIGN	sign	M	
30	27	6	digit	H	
30	28	15	digit	H	
30	29	9	digit	H	
30	30	44	digit	H	
30	31	SIGN	sign	H	
30	32	16	digit	H	
31	1	12	digit	M	
31	2	60	digit	H	
31	3	to	digit	M	
31	4	16	digit	H	
31	5	ua	digit	M	
31	6	to	digit	M	
31	7	SIGN	sign	M	
31	8	6	digit	H	
31	9	5	digit	H	
31	10	Ao	digit	M	
31	11	64	digit	H	
31	12	SIGN	sign	M	
31	13	19	digit	M	
31	14	SIGN	sign	M	
31	15	64	digit	H	
31	16	SIGN	sign	M	
31	17	SIGN	sign	M	
31	18	6	digit	H	
31	19	SIGN	sign	M	"small tied stroke resembling ""fait"", uncertain"
31	20	SIGN	sign	M	
31	21	5	digit	H	
31	22	6	digit	H	
31	23	SIGN	sign	M	
31	24	1	digit	M	
32	1	9	digit	H	
32	2	17	digit	H	
32	3	4	digit	H	
32	4	4	digit	H	
32	5	5	digit	H	
32	6	6	digit	H	
32	7	SIGN	sign	M	
32	8	7	digit	H	
32	9	SIGN	sign	M	
32	10	1	digit	M	
32	11	5	digit	H	
32	12	5	digit	H	
32	13	SIGN	sign	H	
32	14	8	digit	H	
32	15	SIGN	sign	M	
32	16	na	digit	M	
32	17	to	digit	M	
32	18	5	digit	H	
32	19	SIGN	sign	M	
32	20	6	digit	H	
32	21	5	digit	H	
32	22	9	digit	H	
32	23	17	digit	H	
32	24	1	digit	M	
32	25	10	digit	M	
32	26	66	digit	M	
32	27	18	digit	M	
32	28	SIGN	sign	M	
32	29	25	digit	M	
32	30	7	digit	H	
32	31	616	digit	M	tight cluster at line end
33	1	5	digit	H	
33	2	SIGN	sign	H	
33	3	6	digit	H	
33	4	16	digit	H	
33	5	0	digit	M	
33	6	62	digit	M	
33	7	SIGN	sign	M	
33	8	60	digit	H	
33	9	10	digit	M	
33	10	44	digit	H	
33	11	10	digit	M	
33	12	45	digit	M	
33	13	5	digit	H	
33	14	Ao	digit	M	
33	15	8	digit	H	
33	16	64	digit	H	
33	17	16	digit	H	
33	18	15	digit	H	
33	19	to	digit	M	
33	20	SIGN	sign	M	
33	21	12	digit	M	
33	22	60	digit	H	
33	23	Ao	digit	M	
33	24	6	digit	H	
33	25	SIGN	sign	M	long tailed cursive flourish following the last numeral group, with a horizontal dash trailing off the line -- looks like a scribal sign-off / paraph marking the end of the cipher passage rather than a coded token
