line	position	token	kind	gloss	grade	note
16	11	S34	sign	r	H	s1 Ao
16	12	12	digit	a	H	s1
16	13	S37	sign	t	H	s1 to
16	14	60	digit	i	H	s1 centre left of tick
16	15	S32	sign	q	M	s2 Y/7 with long crossbar; gloss q
16	16	102	digit	u	H	s2
16	17	16	digit	e	H	s2
16	18	|	divider		H	s2
16	19	5	digit	d	M	s2
16	20	7	digit	u	H	s2
16	21	|	divider		H	s2
16	22	9	digit	c	H	s2
16	23	28	digit	a	M	s2 gloss a over the 2
16	24	S37	sign	t	M	s2 partly cut; to-like
16	25	X?	X?	rr	M	s2 3/5-like curl with a dot, followed by a z; gloss heavy 'rr'; may be S64 plus 2
16	26	60	digit	i	H	s2
16	27	S38	sign	t	H	s2 tc
16	28	12	digit	a	H	s2
16	29	64	digit	l	M	s2
16	30	15	digit	n	H	s2
16	31	16	digit	e	M	s2 gloss c/e
16	32	|	divider		H	s2
16	33	X?	X?	f	M	s2 large capital A fused with a crossed f (same shape as line 12 pos 4); gloss f/l
16	34	24	digit	i	M	s2 gloss i with a blot
16	35	X?	X?		M	s2 small m-like mark at the right edge above a ruled stroke; may be a catchword, not cipher
17	1	104	digit	u	H	s1 a ruled horizontal stroke crosses the line from here to the tick
17	2	4	digit		H	s1 no gloss
17	3	64	digit	f	M	s1 gloss z-shaped f
17	4	4	digit		H	s1
17	5	4	digit	s	M	s1 cross with a long-s stroke rising (gloss s/f)
17	6	4	digit		H	s1
17	7	9	digit	c	M	s1 gloss c
17	8	16	digit	e	M	s1
17	9	S32	sign	fait	M	s1 Y with looped top; gloss 'fait' (a flourished f)
17	10	14	digit	a	M	s1 gloss a
17	11	16	digit	t	M	s1 gloss t (crossed)
17	12	12	digit	a	H	s1
17	13	15	digit	n	H	s1
17	14	S37	sign		M	s1 to with a heavy t; no gloss seen
17	15	4	digit		M	s1 cross over a long-s stroke that falls to the tick (possibly S36)
17	16	|	divider		M	s1 on the tick
17	17	S46	sign	f	M	s2 crossed long s with a j/7-like tail; gloss tall f
17	18	S14	sign	fait	M	s2 script E-curl; gloss 'fait' plus c/d letters
17	19	9	digit	c	M	s2
17	20	16	digit	e	M	s2
17	21	S58	sign	ll	M	s2 6 joined to a z/8 flourish (crossed long s + 2); gloss 'll'/'fl'
17	22	102	digit	u	M	s2 the 0 is blotted
17	23	4	digit		H	s2
17	24	82	digit	r	M	s2 gloss r
17	25	|	divider		H	s2
17	26	S32	sign	q	M	s2 y with long crossbar; gloss q
17	27	7	digit	u	H	s2
17	28	2	digit		M	s2
17	29	4	digit	h	M	s2 gloss H-like
17	30	5	digit		M	s2 small s-shaped 5
17	31	|	divider		H	s2
17	32	S16	sign	t	M	s2 heavy long s with a curl, gloss t; the cipher row then drops below the crop bottom (tokens '12 102 to 8' with glosses a u t o at the lower edge) -- left to line 18
18	1	16	digit	c	M	s1 small c/s-like gloss above the 6
18	2	7	digit	u	H	s1
18	3	S37	sign	f	M	s1 crossed t joined to o; F-like mark above read as gloss
18	4	S49	sign	m	M	s1 m with lead-in stroke
18	5	12	digit	a	H	s1
18	6	16	digit	c	M	s1
18	7	S59	sign		M	s1 tall looped l crossed low; could be a tall 4
18	8	9	digit	c	M	s1 small hook above, near a descender from line above
18	9	S33	sign		M	s1 pi-shape with tall left leg, crossbar and dot after (could be S10)
18	10	64	digit	z	M	s1 gloss 3/z-like
18	11	S44	sign		M	s1 crossed t-top over a closed loop on a stem with base bar; t-top may be a gloss
18	12	S38	sign	t	H	s1
18	13	w:guet	plain		M	s1 cursive word above the next codes; may instead be per-code glosses
18	14	11	digit		M	s1 two minims, second taller (il)
18	15	S79	sign		M	s1 y
18	16	X?	X?		M	s1 tall descending stroke with flat hook to the right at top
18	17	5	digit		M	s1 lone s-shaped 5 (could be S53), under the letters cy
18	18	w:ceymme	plain		M	s2 cursive letters above the next codes, straddling the ticks; may be glosses
18	19	S29	sign		M	s2 minims (auu-like)
18	20	6	digit	c	M	s2
18	21	60	digit	t	M	s2 0 has a short descender; gloss t or l
18	22	68	digit	lk	M	s2 8 has a crossed descender (could be S63)
18	23	2	digit	u	M	s2 lone z
18	24	6	digit		M	s2
18	25	10	digit	u	H	s2
18	26	4	digit		H	s2
18	27	S34	sign	r	H	s2 Ao
18	28	|	divider		H	s2
18	29	62	digit	?	M	s2 hook above 6 joined to a descender from line above
18	30	7	digit	u	H	s2
18	31	4	digit	o	H	s2
18	32	48	digit	l	M	s2 split of 4 4 8 8 2 into codes uncertain
18	33	82	digit	c	M	s2
18	34	15	digit	u	M	s2 5 written as long-s shape
18	35	S37	sign	t	M	s2
18	36	1	digit	e	M	s2 gloss e with bar
18	37	6	digit		M	s2 crossed by a thin slash
18	38	|	divider		M	s2 thin slash
18	39	12	digit	d	M	s2 gloss d-like, larger
18	40	6	digit	c	M	s2 large 6 with tall thin stroke; c-like mark above
18	41	|	divider		M	s2 thin tall stroke after the 6
18	42	w:tat	plain		M	s2 word at far right edge on the pasted margin strip
19	1	S27	sign	s	M	s1 gloss long-s shape
19	2	14	digit	a	H	s1
19	3	S37	sign	t	H	s1
19	4	28	digit	a	M	s1 8 could open the next code
19	5	15	digit	n	M	s1
19	6	S38	sign	t	H	s1
19	7	16	digit	e	M	s1
19	8	S34	sign	r	H	s1
19	9	S32	sign		M	s1 y-like with hook and long descender
19	10	5	digit		M	s1 lone s-shaped 5
19	11	S62	sign	que	M	s1 delta/d-like with long flourish over it; gloss que may belong to the 5
19	12	X?	X?	n	M	s1 u joined to a (ua ligature), not in atlas
19	13	12	digit	a	H	s1
19	14	60	digit	t	M	s2 gloss t or l
19	15	14	digit	a	H	s2
19	16	S29	sign	on	H	s2
19	17	28	digit	a	H	s2
19	18	64	digit	h	M	s2
19	19	S21	sign		M	s2 f with crossbar and descending tail
19	20	12	digit		M	s2 preceded by a dot
19	21	6	digit	c	M	s2
19	22	S35	sign		M	s2 long s followed by s, long s rises high
19	23	S37	sign	t	H	s2
19	24	16	digit	c	M	s2
19	25	S38	sign	et	M	s2
19	26	5	digit		M	s2 lone s-shaped 5
19	27	S28	sign	en	M	s2 gloss 3n/en-like
19	28	12	digit	m	H	s2
19	29	6	digit	c	H	s2
19	30	60	digit	l	M	s2
19	31	68	digit	ll	M	s2
19	32	16	digit	c	H	s2
20	1	7	digit	u	M	s1
20	2	S34	sign	r	M	s1
20	3	62	digit	c	H	s1
20	4	16	digit		M	s1
20	5	S59	sign		M	s1 tall looped stroke crossed low, same shape as line 18; could be a tall 4
20	6	S44	sign	p	M	s1 crossed top over closed loop on long stem
20	7	62	digit	c	H	s1
20	8	S33	sign		H	s1
20	9	14	digit	a	H	s1
20	10	15	digit	n	H	s1
20	11	9	digit	c	M	s1
20	12	26	digit	c	M	s1 6 may be its own code
20	13	S63	sign		M	s1 q-like with crossbar joined from the 6, stem descending
20	14	7	digit	u	H	s2
20	15	16	digit	c	H	s2
20	16	68	digit	ll	H	s2
20	17	26	digit	c	M	s2
20	18	S33	sign	u	M	s2 tall-legged pi shape with dot after; mark above read as gloss
20	19	16	digit	u	M	s2
20	20	104	digit	u	M	s2
20	21	S21	sign		M	s2 tall f with crossbar
20	22	9	digit	c	M	s2
20	23	60	digit	c	M	s2
20	24	S34	sign	e	M	s2
20	25	14	digit	a	H	s2
20	26	58	digit	d	M	s2
20	27	2	digit	o	M	s2
20	28	15	digit	n	H	s2
20	29	S37	sign	t	H	s2
20	30	S47	sign		M	s2 tall crossed ascender joined to o, written higher; z below it
20	31	2	digit		M	s2 z under the preceding sign
21	1	9	digit	c	M	s1
21	2	26	digit	u	M	s1 2 and 6 may be separate codes
21	3	S35	sign		M	s1 long s followed by small s
21	4	S13	sign	t	M	s1 plain cross, no tail
21	5	26	digit	c	M	s1
21	6	17	digit	th	M	s1 large th-like gloss, may be interference from line above
21	7	16	digit	c	M	s1
21	8	7	digit	u	H	s1
21	9	S76	sign	r	M	s1 A with bar, no o after; left stroke joins the 7
21	10	62	digit	c	M	s1
21	11	60	digit	t	H	s1
21	12	62	digit	c	M	s1
21	13	S52	sign		M	s1 lattice; a descender from the line above runs through it
21	14	S35	sign	?	M	s1 long s followed by 8-like s; 3-like mark above
21	15	9	digit	t	M	s2
21	16	7	digit	u	H	s2
21	17	64	digit	t	M	s2
21	18	S21	sign		M	s2 tall f with crossbar
21	19	5	digit	d	M	s2 small s-shaped 5, d-like gloss above
21	20	60	digit	t	M	s2
21	21	S33	sign	u	M	s2
21	22	16	digit		M	s2 preceded by a dot
21	23	|	divider		H	s2
21	24	12	digit	a	H	s2
21	25	10	digit	u	H	s2
21	26	2	digit		M	s2 lone z; may belong to 10 as 102
21	27	S13	sign	tu	M	s2 cross joined to the following Ao; gloss tu over both
21	28	S34	sign		M	s2
21	29	26	digit	c	M	s2
21	30	9	digit	c	M	s2
21	31	17	digit	h	M	s2 gloss H-like
21	32	4	digit	o	H	s2
21	33	4	digit	f	M	s2 4 with a tall long-s stroke over it; stroke read as gloss f (could be S59-type sign)
21	34	S23	sign		M	s2 x with a descending right leg (could be S36)
22	1	2	digit	?	M	s1 mark high above, unclear
22	2	6	digit		M	s1
22	3	|	divider		H	s1 slash through the 6
22	4	X?	X?	n	M	s1 u joined to a (ua ligature), as on line 19
22	5	16	digit	a	M	s1
22	6	S21	sign		M	s1 tall f with crossbar
22	7	S37	sign	t	H	s1
22	8	14	digit	a	H	s1
22	9	15	digit	n	H	s1
22	10	S37	sign	t	H	s1
22	11	|	divider		M	s1 slash after the o
22	12	16	digit	u	M	s1
22	13	15	digit	n	H	s1
22	14	9	digit	c	H	s1
22	15	4	digit	o	H	s1 dot after
22	16	4	digit		M	s1
22	17	S34	sign		M	s1 Ao with heavy top (could be S69)
22	18	26	digit	d	M	s2 z straddles the ticks
22	19	S23	sign		M	s2 x with descending right leg (could be S36)
22	20	S33	sign	u	M	s2
22	21	26	digit	c	M	s2 preceded by a dot
22	22	S37	sign	t	H	s2
22	23	82	digit	o	M	s2
22	24	10	digit	u	H	s2
22	25	4	digit	z	M	s2 3/z-like gloss
22	26	S34	sign		H	s2
22	27	X?	X?	n	M	s2 u joined to a (ua ligature)
22	28	62	digit	c	M	s2
22	29	|	divider		H	s2
22	30	5	digit	d	M	s2 s-shaped 5, d-like gloss
22	31	26	digit	u	M	s2
22	32	S46	sign		M	s2 crossed t with j tail
22	33	S27	sign	f	M	s2 gloss long-s/f
22	34	64	digit	t	H	s2
22	35	10	digit	u	H	s2
22	36	2	digit		M	s2 may belong to 10 as 102
23	1	60	digit	t	M	s1 gloss t/f-like
23	2	82	digit	o	M	s1 2 may be its own code
23	3	S32	sign		M	s1 large Y; a closed loop above its left arm (could be a gloss g)
23	4	24	digit	t	M	s1
23	5	14	digit	a	H	s1
23	6	7	digit	v	M	s1 gloss v or y
23	7	S64	sign		M	s1 3-shape (looped z); could be digit 2 or 3 closing a code 72/73
23	8	26	digit	c	M	s1
23	9	15	digit	n	H	s1
23	10	7	digit	u	H	s1
23	11	4	digit	p	M	s1 gloss p/o
23	12	4	digit		M	s1
23	13	16	digit		H	s1
23	14	S63	sign		M	s1 c/q-like loop on a long crossbar with descending stem (could be S31)
23	15	60	digit	t	M	s2
23	16	26	digit	c	M	s2
23	17	10	digit	u	H	s2
23	18	2	digit		M	s2 may belong to 10 as 102
23	19	62	digit	u	M	s2
23	20	S34	sign	?	M	s2 two-letter gloss above, ks-like
23	21	4	digit		M	s2 cross joined to the o (could be S13)
23	22	5	digit	f	M	s2
23	23	10	digit	u	H	s2
23	24	2	digit		M	s2
23	25	64	digit	i	M	s2
23	26	22	digit	po	M	s2 first z crossed
23	27	12	digit	z	M	s2 large dotted 3/z above; placement uncertain
23	28	5	digit	a	M	s2
23	29	10	digit	u	M	s2 a d-like mark also above the 1
23	30	2	digit		M	s2
23	31	60	digit	t	M	s2
23	32	S21	sign		M	s2 tall long-s stroke over a cross
23	33	16	digit	i	M	s2
23	34	S76	sign	c	M	s2 A with bar; could be S69
24	1	S04	sign		H	s1 hash; mark far above probably from line 23
24	2	S33	sign	z	M	s1 z-like mark on top may be part of the sign
24	3	26	digit	c	M	s1
24	4	S21	sign		M	s1 tall f with crossbar
24	5	82	digit	o	M	s1
24	6	10	digit	u	H	s1
24	7	2	digit		M	s1 may belong to 10 as 102
24	8	5	digit	l	M	s1
24	9	5	digit	d	M	s1
24	10	S34	sign	r	M	s1
24	11	16	digit	c	M	s1
24	12	|	divider		H	s1
24	13	62	digit	z	M	s1 3-like gloss
24	14	15	digit	n	H	s1
24	15	S21	sign		M	s1 tall f with crossbar
24	16	26	digit	c	M	s1
24	17	S29	sign	m	M	s1 minims
24	18	S64	sign	b	M	s2 3-shape with descending loop; straddles the ticks
24	19	5	digit	l	M	s2
24	20	16	digit	c	M	s2
24	21	X?	X?		M	s2 heavy slanted ink blot or blotted sign
24	22	5	digit	d	M	s2
24	23	26	digit	c	M	s2
24	24	S21	sign		M	s2 tall f with crossbar
24	25	S29	sign	m	M	s2 minims with lead-in stroke
24	26	S54	sign		M	s2 closed loop on a stem (could be an 8)
24	27	4	digit		M	s2
24	28	7	digit	y	M	s2 7 with crossbar
24	29	2	digit		M	s2 low flat z
24	30	16	digit	i	M	s2
24	31	15	digit	n	M	s2 a large s/5-like mark also stands above it
24	32	4	digit		M	s2 cross (could be S13)
24	33	|	divider		M	s2
24	34	S32	sign		M	s2 Y with closed loop on top of the left arm
24	35	S23	sign	f	M	s2 x with tail
24	36	12	digit	a	H	s2
24	37	7	digit	u	H	s2
24	38	5	digit	d	M	s2
24	39	S34	sign	r	M	s2
24	40	14	digit	a	H	s2
25	1	S37	sign	t	H	s1
25	2	26	digit	a	M	s1 gloss a or u
25	3	15	digit	n	H	s1
25	4	60	digit	t	M	s1
25	5	S34	sign	r	M	s1
25	6	22	digit	po	M	s1
25	7	5	digit	d	M	s1 gloss d/?-like
25	8	26	digit	lc	M	s1 two gloss marks, l then c
25	9	X?	X?		M	s1 looped B/8-like head on a long crossbar with a descending 7-like tail
25	10	16	digit	c	M	s1
25	11	S16	sign		M	s1 tall long-s with loop at top right
25	12	10	digit	u	M	s1
25	13	2	digit		M	s1
25	14	S37	sign	t	H	s1 straddles the ticks, centre left
25	15	62	digit	c	M	s2
25	16	S34	sign	r	M	s2
25	17	S28	sign	m	H	s2
25	18	28	digit	a	M	s2 small z before the 8
25	19	62	digit		M	s2
25	20	S63	sign		M	s2 c/q loop on long crossbar with stem; loop may be a gloss cy
25	21	60	digit	t	M	s2
25	22	S21	sign		M	s2 tall f with crossbar
25	23	X?	X?		M	s2 same sign as s1: looped B/8-like head on crossbar, 5/3-like tail below
25	24	64	digit	f	M	s2 bold F-like gloss
25	25	26	digit	c	M	s2
25	26	15	digit	n	H	s2
25	27	S35	sign	o	M	s2 heavy descender from line above lands on it
25	28	9	digit	z	M	s2 3-like gloss
25	29	44	digit	po	M	s2
26	1	X?	X?	uu	M	s1 V/U-shape with a small loop inside, like a shield or U with inner o
26	2	26	digit	c	M	s1
26	3	S40	sign		M	s1 n-shape with right leg curling (reversed omega); dot after
26	4	w:bon	plain		M	s1 cursive word above the next codes; may be glosses
26	5	S35	sign		M	s1 long s then small s
26	6	28	digit	a	M	s1
26	7	S27	sign		M	s1 doubled tall long s with crossbar
26	8	4	digit		H	s1
26	9	16	digit	c	M	s1
26	10	10	digit	u	H	s1
26	11	4	digit		H	s1
26	12	S34	sign	r	M	s1 gloss r/k-like
26	13	26	digit	c	M	s1
26	14	S33	sign		M	s1 pi-shape with looped top
26	15	S32	sign	c	M	s1 Y with closed loop over left arm (loop read as gloss c?)
26	16	S35	sign	z	M	s2 long s then s; 3-like gloss; straddles the ticks
26	17	X?	X?		M	s2 two ligatured 6-like looped signs (66 or two S03 curls)
26	18	S52	sign	m	M	s2 lattice, three strokes across three; m-like mark above
26	19	4	digit		M	s2 cross (could be S13)
26	20	60	digit	i	M	s2
26	21	S23	sign	f	M	s2 x with double crossbar and tail
26	22	16	digit	i	M	s2
26	23	S34	sign	r	M	s2
26	24	14	digit	a	H	s2
26	25	S32	sign	g	M	s2 Y; gloss g/q
26	26	S35	sign	bo	M	s2 long s then 5-like s
26	27	15	digit	z	M	s2
26	28	16	digit	n	M	s2
26	29	X?	X?	u	M	s2 u joined to a (ua ligature), as on lines 19 and 22
26	30	S36	sign		M	s2 x with a tall crossed stroke rising above (dagger over x)
26	31	82	digit	o	M	s2
26	32	64	digit	i	M	s2
27	1	6	digit		M	s1
27	2	2	digit		M	s1 double-barred z (=), read as 2
27	3	S20	sign		M	s1 looped R-like with tail, a 3/z joined at left
27	4	14	digit	a	H	s1
27	5	5	digit	d	M	s1
27	6	10	digit	u	H	s1
27	7	2	digit		M	s1 may belong to 10 as 102
27	8	16	digit	co	M	s1
27	9	S34	sign		M	s1 underlined by a bar (line-below stroke?)
27	10	X?	X?		M	s1 crossed-out/overwritten cluster (7 or F over 6, with 7 after); crossed-out code
27	11	S64	sign		M	s1 3/z-shape
27	12	S04	sign		M	s1 hash, dot before
27	13	S32	sign	q	M	s1 Y; gloss q/g, bar above
27	14	5	digit	d	M	s1
27	15	26	digit	c	M	s1
27	16	5	digit		M	s1 s-shaped 5 joined to next 1
27	17	16	digit	c	M	s2 straddles the ticks
27	18	9	digit	c	M	s2
27	19	28	digit	a	M	s2
27	20	S52	sign	a	M	s2 lattice three by three; gloss ac above
27	21	S13	sign		M	s2 cross, tail left
27	22	16	digit		M	s2 tall long-s stroke rising above (from sign after)
27	23	S27	sign	a	M	s2 very tall long s descending, joined to s
27	24	X?	X?	p	M	s2 circle standing on a cross (like S31 but taller)
27	25	12	digit	a	M	s2
27	26	S34	sign	r	M	s2
27	27	S63	sign	g	M	s2 q/g-like with long looping descender
27	28	15	digit	n	M	s2
27	29	62	digit	a	M	s2
27	30	S33	sign	ra	M	s2 tall looped pi with long tail
27	31	14	digit		M	s2 dot above
27	32	S76	sign	r	M	s2 A preceded by L stroke (LA)
27	33	60	digit	i	M	s2
27	34	26	digit		M	s2
28	1	X?	X?		M	s1 small t-like mark at line start (could be S37 or a stray gloss)
28	2	S35	sign		M	s1 long s then s (two s-shapes)
28	3	16	digit		M	s1
28	4	S57	sign		M	s1 c-curl with a hooked tail right (could be S45)
28	5	9	digit		M	s1
28	6	26	digit	c	M	s1
28	7	X?	X?	g	M	s1 tall ligature of two long descending strokes with loop, like 'd' joined to 'l' (dl/gl)
28	8	S23	sign		M	s1 x
28	9	16	digit	c	M	s1
28	10	S13	sign	po	M	s1 cross with p-like loop on top (could be S44)
28	11	4	digit		M	s1
28	12	4	digit		H	s1
28	13	10	digit	d	M	s1
28	14	2	digit		M	s1 may belong to 10 as 102
28	15	S27	sign	rr	M	s1 long s preceding the 6
28	16	6	digit		M	s1
28	17	28	digit	a	M	s1
28	18	S23	sign	f	M	s2 x with double crossbar
28	19	28	digit	a	H	s2
28	20	64	digit	i	M	s2
28	21	S34	sign	r	M	s2
28	22	16	digit	c	M	s2
28	23	22	digit	tw	M	s2 first z crossed; gloss tw/tu with dots
28	24	5	digit	n	M	s2 heavy s-shaped 5
28	25	10	digit	u	H	s2 gloss u with a large looped d-stroke
28	26	4	digit		H	s2
28	27	26	digit	a	M	s2
28	28	15	digit	n	H	s2
28	29	60	digit	i	M	s2
28	30	S34	sign	r	M	s2
28	31	12	digit	a	H	s2
28	32	344	digit	60	M	s2 a larger '60' is written above, same size as the codes; may be an interlinear correction rather than a gloss
29	1	10	digit	u	H	s1
29	2	2	digit		M	s1 may belong to 10 as 102
29	3	S37	sign	t	M	s1 crossed t with o; large cross above read as gloss t
29	4	S27	sign		M	s1 very tall long s descending into next line
29	5	5	digit		M	s1 small s-shaped 5, low
29	6	64	digit		M	s1 tall stroke from line above crosses the 6
29	7	5	digit		M	s1 3/5-like, below a looped d/ll-shaped mark (possibly a gloss or line-above ink)
29	8	S23	sign	f	M	s1 x with tail
29	9	16	digit		M	s1 dot above
29	10	S33	sign	e	M	s1 pi-shape with crossed top; gloss e/k
29	11	14	digit	a	H	s1 cross above as well (may be gloss t)
29	12	S31	sign	p	M	s1 circle on a cross, loop crossed above
29	13	8	digit	o	M	s1
29	14	2	digit	u	M	s1
29	15	S27	sign		M	s1 doubled tall long s with crossbar (π-like), joined to s
29	16	4	digit		M	s1 preceded by s-curl read as part of S27
29	17	2	digit	i	M	s1
29	18	4	digit		M	s1 straddles the ticks, centre left
29	19	35	digit	6c	M	s2 3 written as looped z; larger '6C' above, may be an interlinear correction rather than a gloss
29	20	26	digit	?	M	s2 two dots above
29	21	60	digit	f	M	s2 0 may be 8/o; gloss F-like
29	22	28	digit	a	M	s2
29	23	73	digit	p	M	s2 crossed 7 joined to a 3/z; could be S13 + S64
29	24	16	digit	?	M	s2 two dots above
29	25	15	digit	n	M	s2
29	26	10	digit	u	M	s2
29	27	2	digit		M	s2
29	28	4	digit	o	M	s2 lower half cut at crop edge (read with line 30 crop)
29	29	4	digit		M	s2
29	30	64	digit	i	M	s2
29	31	62	digit	?	M	s2 two dots above
29	32	X?	X?	o	M	s2 rho/8-like loop with long tail curling down right
29	33	2	digit		M	s2 dot below
29	34	6	digit	c	M	s2
29	35	15	digit	n	M	s2
30	1	S23	sign		M	s1 x with tail
30	2	5	digit	m	M	s1 large M-like mark above (may be ink from line 29)
30	3	12	digit	a	M	s1 gloss a with long-s strokes after (all or ll)
30	4	68	digit	ll	M	s1
30	5	16	digit	?	M	s1 dark blot on the 1
30	6	S28	sign	m	M	s1 c-hook joined to m
30	7	28	digit	a	M	s1
30	8	60	digit	t	M	s1
30	9	X?	X?	g	M	s1 solid black rectangle (blot or deletion) over a sign; g-like gloss at its top
30	10	5	digit	?	M	s1 two dots above
30	11	26	digit	?	M	s1 two dots above
30	12	S17	sign	l	M	s1 ff-like double stem with crossbar; gloss L-like
30	13	16	digit	?	M	s1 two dots above
30	14	64	digit		M	s1 straddles the ticks; tall long-s hook rises over it
30	15	X?	X?	q	M	s2 2/z-shape with a q/loop rising from it, crossed
30	16	7	digit	u	H	s2
30	17	16	digit	?	M	s2 dots above
30	18	68	digit	b3	M	s2 gloss b3/l3
30	19	S40	sign		M	s2 n-shape with right leg curling (reversed omega)
30	20	S52	sign	m	M	s2 lattice three by three
30	21	X?	X?	wol	M	s2 tall narrow looped stroke (Q/0-like); gloss 'wol' with a long bar
30	22	26	digit	u	M	s2
30	23	15	digit	n	H	s2
30	24	9	digit	c	M	s2
30	25	4	digit	o	H	s2
30	26	4	digit	r	M	s2
30	27	S34	sign	u	M	s2
30	28	16	digit		M	s2 tall long-s stroke above
30	29	S23	sign		M	s2 cross joined to 6 (could be 4)
30	30	S33	sign	r	M	s2 lower half cut off
30	31	64	digit		M	s2 lower half cut off
30	32	16	digit	?	M	s2 lower half cut off; dots above
30	33	15	digit	?	M	s2 lower half cut off; dots above
31	1	S23	sign	a	M	s1 x with double crossbar; gloss a with a crossed mark
31	2	12	digit		M	s1
31	3	60	digit	l	M	s1
31	4	S37	sign	t	M	s1
31	5	16	digit	?	M	s1 two dots above
31	6	X?	X?	n	M	s1 u joined to a (ua ligature)
31	7	S37	sign	t	M	s1
31	8	2	digit	r	M	s1
31	9	6	digit		M	s1
31	10	15	digit	n	M	s1 gloss over the 1
31	11	5	digit	d	M	s1
31	12	S64	sign	z	M	s1 3/z joined to the following Ao
31	13	S34	sign		M	s1
31	14	62	digit		M	s1 horizontal bar above
31	15	|	divider		M	s1 long slash
31	16	X?	X?	g	M	s2 hooked 7/z-like with long descender, closed loop above (gloss g/9)
31	17	10	digit		M	s2
31	18	2	digit		M	s2
31	19	64	digit		M	s2
31	20	S29	sign	m	M	s2 minims (uu/ui)
31	21	26	digit	h	M	s2 gloss h/k
31	22	w:fait	plain		M	s2 cursive word above the next sign
31	23	X?	X?		M	s2 bold Z/2 with a loop at left under the word 'fait'
31	24	9	digit		M	s2
31	25	16	digit	p	M	s2
31	26	6	digit	c	M	s2
31	27	15	digit	n	M	s2
31	28	S21	sign		M	s2 cross with tall long-s rising from it
31	29	2	digit	i	M	s2 dots below/above
31	30	6	digit		M	s2
31	31	S34	sign	r	M	s2
31	32	S32	sign	g	M	s2 Y with long stem (read from line 32 crop)
31	33	5	digit		M	s2
31	34	16	digit	l	M	s2 lower half cut off at right end
32	1	X?	X?		M	s1 bold crossed hooked mark (tick-like, like a heavy crossed l/t) with dot after
32	2	9	digit	c	M	s1
32	3	17	digit	h	M	s1
32	4	4	digit	o	M	s1
32	5	4	digit		H	s1
32	6	S35	sign		M	s1 very tall long s joined to small s
32	7	62	digit	?	M	s1 two dots above
32	8	S21	sign		M	s1 cross with tall long-s rising from it
32	9	15	digit	n	M	s1
32	10	73	digit	y	M	s1 7 crossed, 3 below-right; could be S13 + S64
32	11	S36	sign		M	s1 x with a tall stroke rising above
32	12	8	digit	o	M	s1
32	13	2	digit		M	s1
32	14	X?	X?	n	M	s1 u joined to a (ua ligature)
32	15	S37	sign	t	M	s1
32	16	|	divider		M	s1 vertical stroke after the o
32	17	S35	sign		M	s2 tall long s then s
32	18	73	digit	y	M	s2 same crossed 7 with 3
32	19	2	digit	?	M	s2 dots above
32	20	6	digit		M	s2
32	21	X?	X?		M	s2 bold L/h-shaped blotted sign
32	22	9	digit	c	M	s2
32	23	17	digit	h	M	s2
32	24	12	digit	a	M	s2
32	25	10	digit	u	M	s2 small cross also above
32	26	2	digit		M	s2 large A-like mark written above (unclear if gloss)
32	27	6	digit		M	s2
32	28	6	digit	iu	M	s2
32	29	18	digit		M	s2
32	30	S21	sign		M	s2 cross with tall long-s rising above
32	31	|	divider		M	s2 slash
32	32	98	digit		M	s2 bold 8 with crossbar
32	33	w:comm	plain		M	s2 cursive letters c o mm above the last codes, with a long line-filler to the margin; may be glosses
32	34	7	digit		M	s2
32	35	16	digit		M	s2
32	36	16	digit		M	s2
33	1	5	digit		M	s1 s-shaped 5 at line start
33	2	S63	sign		M	s1 q with crossed descender, closed loop on top
33	3	S17	sign	f	M	s1 double stem with crossbar, stems descend far; gloss f/1
33	4	2	digit		M	s1
33	5	6	digit	?	M	s1 two dots above
33	6	S21	sign		M	s1 tall long-s with crossbar and descending tail
33	7	16	digit		M	s1
33	8	60	digit		M	s1
33	9	6	digit		M	s1
33	10	62	digit		M	s1
33	11	w:uumyz	plain		M	s1 cursive letters above 16 60 6 62 and the minims, ending in a long bar; may be glosses
33	12	S29	sign		M	s1 minims (uu)
33	13	60	digit		M	s1
33	14	S13	sign		M	s1 cross
33	15	|	divider		H	s1
33	16	10	digit	u	H	s1
33	17	2	digit		M	s1 may belong to 10 as 102
33	18	4	digit	o	H	s2
33	19	4	digit		H	s2
33	20	10	digit	u	H	s2
33	21	4	digit	l	M	s2
33	22	5	digit	d	M	s2
33	23	5	digit		M	s2 small s-shaped 5 joined to the Ao
33	24	S34	sign	r	M	s2
33	25	8	digit	o	M	s2
33	26	2	digit		M	s2
33	27	64	digit	i	M	s2 gloss 1/i above the 6
33	28	16	digit	?	M	s2 dots above
33	29	15	digit	n	M	s2
33	30	S37	sign	t	H	s2
33	31	S23	sign		M	s2 x with double crossbar
33	32	12	digit		M	s2
33	33	60	digit		M	s2
33	34	S34	sign		M	s2
33	35	2	digit		M	s2
33	36	6	digit		M	s2
33	37	w:Fau	plain		M	s2 cursive 'Fau..' above the last codes with long line-filler; may be a gloss
