# Blind pass C of f.30r-v (no.22), second reader, 24 Sept 2026: three Opus subagents (f30r L01-18, f30r L19-35, f30v L01-20) from images/crops_f30 + atlas/atlas_f29.png + atlas_f30add.png only, before any other f.30 file was opened. index counts every token in the line incl. dots; half = crop row; conf M = pass marked ? ; L = [?] illegible. NEW:<desc> = shape not in atlas.
line	index	sign	confidence	note
f30r_L20	10	n6	H	half a
f30r_L20	11	m	H	half a
f30r_L20	12	xr	H	half a
f30r_L20	13	9	M	half a
f30r_L20	14	br	H	half a
f30r_L20	15	sl	H	half a
f30r_L20	16	Af	H	half a
f30r_L20	17	9	H	half b; ss2 could be two separate long s; x-over-loop resembles xr with 8 below
f30r_L20	18	2	M	half b
f30r_L20	19	m	H	half b
f30r_L20	20	Af	H	half b
f30r_L20	21	lam	H	half b
f30r_L20	22	z3	H	half b
f30r_L20	23	h	H	half b
f30r_L20	24	lt	H	half b
f30r_L20	25	g	H	half b
f30r_L20	26	FL	H	half b
f30r_L20	27	ss2	M	half b
f30r_L20	28	zb	H	half b
f30r_L20	29	dl	H	half b
f30r_L20	30	NEW:x-over-loop	H	half b
f30r_L20	31	Tb	H	half b
f30r_L20	32	g	H	half b
f30r_L20	33	h	H	half b
f30r_L20	34	9	H	half b
f30r_L20	35	d	H	half b
f30r_L21	1	q	H	half a; last h cut at right edge (same sign as start of L21b); cross sign 4t or CROSS
f30r_L21	2	lam	H	half a
f30r_L21	3	ss2	H	half a
f30r_L21	4	r3	H	half a
f30r_L21	5	c	H	half a
f30r_L21	6	sl	H	half a
f30r_L21	7	br	H	half a
f30r_L21	8	2	H	half a
f30r_L21	9	9	H	half a
f30r_L21	10	c	H	half a
f30r_L21	11	Rt	H	half a
f30r_L21	12	n6	H	half a
f30r_L21	13	4t	M	half a
f30r_L21	14	9	H	half a
f30r_L21	15	5	H	half a
f30r_L21	16	h	M	half a
f30r_L21	17	xr	H	half b; partial h at left edge recorded in L21a
f30r_L21	18	c	H	half b
f30r_L21	19	fh	H	half b
f30r_L21	20	BOX	H	half b
f30r_L21	21	2	H	half b
f30r_L21	22	z3	H	half b
f30r_L21	23	r3	H	half b
f30r_L21	24	9	H	half b
f30r_L21	25	bb	M	half b
f30r_L21	26	4t	H	half b
f30r_L21	27	Af	H	half b
f30r_L21	28	lam	H	half b
f30r_L21	29	xr	H	half b
f30r_L21	30	n6	H	half b
f30r_L21	31	m	H	half b
f30r_L21	32	sl	H	half b
f30r_L21	33	2	M	half b
f30r_L21	34	z3	H	half b
f30r_L21	35	br	H	half b
f30r_L21	36	mx	H	half b
f30r_L22	1	zb	M	half a; 1st z with loop under (zb/z7); 5th G-with-p loop sign doubtful eh; sl has hooked top like paren
f30r_L22	2	9	H	half a
f30r_L22	3	h	H	half a
f30r_L22	4	ST	H	half a
f30r_L22	5	eh	M	half a
f30r_L22	6	NEW:N-hooked	H	half a
f30r_L22	7	2	H	half a
f30r_L22	8	sl	H	half a
f30r_L22	9	h	H	half a
f30r_L22	10	bb	H	half a
f30r_L22	11	NEW:n-shape	H	half a
f30r_L22	12	2	H	half a
f30r_L22	13	FL	H	half a
f30r_L22	14	sl	H	half a
f30r_L22	15	Af	H	half b
f30r_L22	16	E	H	half b
f30r_L22	17	BOX	H	half b
f30r_L22	18	br	H	half b
f30r_L22	19	lam	H	half b
f30r_L22	20	2	H	half b
f30r_L22	21	lt	H	half b
f30r_L22	22	g	H	half b
f30r_L22	23	2	H	half b
f30r_L22	24	dl	H	half b
f30r_L22	25	sl	H	half b
f30r_L22	26	h	H	half b
f30r_L22	27	g	H	half b
f30r_L22	28	9	H	half b
f30r_L22	29	2	M	half b
f30r_L22	30	m	H	half b
f30r_L22	31	.	H	half b
f30r_L22	32	rho	H	half b
f30r_L22	33	lam	H	half b
f30r_L22	34	xr	H	half b
f30r_L22	35	r3	H	half b
f30r_L22	36	9	H	half b
f30r_L23	1	2	H	half a; o? is a heavy blot after 2; asterisk-like star (not HASH); final E cut at edge, also at start of L23b
f30r_L23	2	o	M	half a
f30r_L23	3	BOX	H	half a
f30r_L23	4	br	H	half a
f30r_L23	5	h	H	half a
f30r_L23	6	xr	H	half a
f30r_L23	7	5	H	half a
f30r_L23	8	sl	H	half a
f30r_L23	9	ss2	H	half a
f30r_L23	10	zb	H	half a
f30r_L23	11	NEW:asterisk	H	half a
f30r_L23	12	Af	H	half a
f30r_L23	13	9	H	half a
f30r_L23	14	2	H	half a
f30r_L23	15	sl	H	half a
f30r_L23	16	NEW:v-shape	H	half a
f30r_L23	17	E	H	half a
f30r_L23	18	c	H	half b; partial E at left edge recorded in L23a; 5b? is S with bar; TRI? triangle with top bar
f30r_L23	19	9	H	half b
f30r_L23	20	5b	M	half b
f30r_L23	21	h	H	half b
f30r_L23	22	xr	H	half b
f30r_L23	23	c	H	half b
f30r_L23	24	n6	H	half b
f30r_L23	25	z3	H	half b
f30r_L23	26	lam	H	half b
f30r_L23	27	xr	H	half b
f30r_L23	28	2	M	half b
f30r_L23	29	bb	H	half b
f30r_L23	30	h	H	half b
f30r_L23	31	9	H	half b
f30r_L23	32	2	M	half b
f30r_L23	33	TRI	M	half b
f30r_L23	34	A2	H	half b
f30r_L23	35	n6	H	half b
f30r_L23	36	m	H	half b
f30r_L24	1	dl	H	half a; last is dot+z
f30r_L24	2	h	H	half a
f30r_L24	3	xr	H	half a
f30r_L24	4	2	H	half a
f30r_L24	5	NEW:N-hooked	H	half a
f30r_L24	6	NEW:n-shape	H	half a
f30r_L24	7	9	H	half a
f30r_L24	8	h	H	half a
f30r_L24	9	n6	H	half a
f30r_L24	10	NEW:N-hooked	H	half a
f30r_L24	11	.	H	half a
f30r_L24	12	ss2	H	half a
f30r_L24	13	zb	H	half a
f30r_L24	14	5	H	half a
f30r_L24	15	zb	M	half a
f30r_L24	16	lam	H	half b; leading faint dot ignored (L23 tail)
f30r_L24	17	2	H	half b
f30r_L24	18	4t	M	half b
f30r_L24	19	h	H	half b
f30r_L24	20	2	M	half b
f30r_L24	21	h	H	half b
f30r_L24	22	lt	H	half b
f30r_L24	23	g	H	half b
f30r_L24	24	FL	H	half b
f30r_L24	25	lam	H	half b
f30r_L24	26	2	H	half b
f30r_L24	27	sl	H	half b
f30r_L24	28	r3	H	half b
f30r_L24	29	h	H	half b
f30r_L24	30	z3	H	half b
f30r_L24	31	NEW:asterisk	H	half b
f30r_L24	32	h	H	half b
f30r_L24	33	2	H	half b
f30r_L24	34	NEW:N-hooked	H	half b
f30r_L24	35	p	M	half b
f30r_L24	36	9	H	half b
f30r_L24	37	2	H	half b
f30r_L25	1	ss2	H	half a; 2nd small r-like with dot above (2?); 3rd plain x without r-hook
f30r_L25	2	2	M	half a
f30r_L25	3	x	H	half a
f30r_L25	4	lam	H	half a
f30r_L25	5	dl	H	half a
f30r_L25	6	r3	H	half a
f30r_L25	7	9	H	half a
f30r_L25	8	2	H	half a
f30r_L25	9	sl	H	half a
f30r_L25	10	2	M	half a
f30r_L25	11	m	H	half a
f30r_L25	12	.	H	half a
f30r_L25	13	QQ	H	half a
f30r_L25	14	9	H	half a
f30r_L25	15	4t	H	half a
f30r_L25	16	FL	H	half a
f30r_L25	17	sl	H	half b; Th? is I with two crossbars; HASH? crossed loop like &; 5? reversed-c with top bar
f30r_L25	18	Af	H	half b
f30r_L25	19	E	H	half b
f30r_L25	20	c	H	half b
f30r_L25	21	lam	H	half b
f30r_L25	22	Th	M	half b
f30r_L25	23	ST	H	half b
f30r_L25	24	9	H	half b
f30r_L25	25	2	H	half b
f30r_L25	26	BOX	H	half b
f30r_L25	27	n6	H	half b
f30r_L25	28	HASH	M	half b
f30r_L25	29	m	H	half b
f30r_L25	30	r3	H	half b
f30r_L25	31	9	H	half b
f30r_L25	32	NEW:v-shape	H	half b
f30r_L25	33	sl	H	half b
f30r_L25	34	5	M	half b
f30r_L25	35	m	H	half b
f30r_L25	36	d	H	half b
f30r_L26	1	z3	H	half a
f30r_L26	2	c	H	half a
f30r_L26	3	9	H	half a
f30r_L26	4	2	H	half a
f30r_L26	5	m	H	half a
f30r_L26	6	.	H	half a
f30r_L26	7	ss2	H	half a
f30r_L26	8	h	H	half a
f30r_L26	9	r3	H	half a
f30r_L26	10	lam	H	half a
f30r_L26	11	aq	H	half a
f30r_L26	12	NEW:N-hooked	H	half a
f30r_L26	13	h	H	half a
f30r_L26	14	9	H	half a
f30r_L26	15	bb	H	half a
f30r_L26	16	Af	H	half a
f30r_L26	17	sl	H	half a
f30r_L26	18	sl	H	half b; dl? triangle with underline; big ink blot before 5; lt? c-with-flag; last double-barred hash-like, maybe 4t
f30r_L26	19	m	H	half b
f30r_L26	20	br	H	half b
f30r_L26	21	A2	H	half b
f30r_L26	22	FL	H	half b
f30r_L26	23	dl	M	half b
f30r_L26	24	h	H	half b
f30r_L26	25	Af	H	half b
f30r_L26	26	E	H	half b
f30r_L26	27	c	H	half b
f30r_L26	28	9	H	half b
f30r_L26	29	2	H	half b
f30r_L26	30	h	H	half b
f30r_L26	31	E	H	half b
f30r_L26	32	NEW:N-hooked	H	half b
f30r_L26	33	5	H	half b
f30r_L26	34	lt	M	half b
f30r_L26	35	HASH	M	half b
f30r_L27	1	2	H	half a; eh? round e with inner loop
f30r_L27	2	sl	H	half a
f30r_L27	3	r3	H	half a
f30r_L27	4	h	H	half a
f30r_L27	5	xr	H	half a
f30r_L27	6	m	H	half a
f30r_L27	7	9	H	half a
f30r_L27	8	h	H	half a
f30r_L27	9	br	H	half a
f30r_L27	10	zb	H	half a
f30r_L27	11	eh	M	half a
f30r_L27	12	NEW:N-hooked	H	half a
f30r_L27	13	NEW:n-shape	H	half a
f30r_L27	14	9	H	half a
f30r_L27	15	z3	H	half a
f30r_L27	16	sl	H	half a
f30r_L27	17	NEW:x-over-loop	H	half b; r-c-pair small r then c (maybe two signs 2 c); last x-like with long underline flourish
f30r_L27	18	g	H	half b
f30r_L27	19	lt	H	half b
f30r_L27	20	h	H	half b
f30r_L27	21	2	H	half b
f30r_L27	22	FL	H	half b
f30r_L27	23	g	H	half b
f30r_L27	24	xr	H	half b
f30r_L27	25	2	H	half b
f30r_L27	26	z3	H	half b
f30r_L27	27	9	H	half b
f30r_L27	28	g	H	half b
f30r_L27	29	Tb	H	half b
f30r_L27	30	NEW:r-c-pair	H	half b
f30r_L27	31	2	H	half b
f30r_L27	32	ss2	H	half b
f30r_L27	33	.	H	half b
f30r_L27	34	bb	M	half b
f30r_L27	35	xr	M	half b
f30r_L28	1	zb	H	half a; faint h at right edge recorded in L28b
f30r_L28	2	QQ	H	half a
f30r_L28	3	lt	H	half a
f30r_L28	4	xr	H	half a
f30r_L28	5	E	H	half a
f30r_L28	6	2	H	half a
f30r_L28	7	fh	H	half a
f30r_L28	8	z3	H	half a
f30r_L28	9	r3	H	half a
f30r_L28	10	9	H	half a
f30r_L28	11	NEW:N-hooked	H	half a
f30r_L28	12	NEW:n-shape	H	half a
f30r_L28	13	sl	H	half a
f30r_L28	14	xr	H	half a
f30r_L28	15	9	H	half a
f30r_L28	16	h	H	half b; Tb? p with loop; Th? I with crossbars as L25b
f30r_L28	17	lt	H	half b
f30r_L28	18	g	H	half b
f30r_L28	19	2	H	half b
f30r_L28	20	fh	H	half b
f30r_L28	21	Tb	M	half b
f30r_L28	22	z3	H	half b
f30r_L28	23	Th	M	half b
f30r_L28	24	2	H	half b
f30r_L28	25	QQ	H	half b
f30r_L28	26	zb	H	half b
f30r_L28	27	r3	H	half b
f30r_L28	28	9	H	half b
f30r_L28	29	NEW:N-hooked	H	half b
f30r_L28	30	h	H	half b
f30r_L28	31	9	H	half b
f30r_L28	32	ss2	H	half b
f30r_L28	33	2	H	half b
f30r_L28	34	NEW:r-c-pair	H	half b
f30r_L28	35	br	H	half b
f30r_L28	36	c	H	half b
f30r_L28	37	lam	H	half b
f30r_L29	1	rho	H	half a; final E cut at edge, also at start of L29b
f30r_L29	2	lt	H	half a
f30r_L29	3	aq	H	half a
f30r_L29	4	5b	M	half a
f30r_L29	5	NEW:n-shape	H	half a
f30r_L29	6	A2	H	half a
f30r_L29	7	xr	H	half a
f30r_L29	8	9	H	half a
f30r_L29	9	h	H	half a
f30r_L29	10	lt	H	half a
f30r_L29	11	NEW:n-shape	H	half a
f30r_L29	12	2	H	half a
f30r_L29	13	fh	H	half a
f30r_L29	14	Rt	H	half a
f30r_L29	15	z3	H	half a
f30r_L29	16	E	H	half a
f30r_L29	17	2	H	half b; partial E at left edge recorded in L29a; 8-over-triangle may be TRI or INF
f30r_L29	18	xr	H	half b
f30r_L29	19	sl	H	half b
f30r_L29	20	g	H	half b
f30r_L29	21	9	H	half b
f30r_L29	22	Tb	M	half b
f30r_L29	23	aq	H	half b
f30r_L29	24	c	H	half b
f30r_L29	25	sl	H	half b
f30r_L29	26	NEW:8-over-triangle	H	half b
f30r_L29	27	lam	H	half b
f30r_L29	28	.	H	half b
f30r_L29	29	4t	H	half b
f30r_L29	30	9	H	half b
f30r_L29	31	br	H	half b
f30r_L29	32	zb	H	half b
f30r_L29	33	ss2	H	half b
f30r_L29	34	9	M	half b
f30r_L29	35	n6	H	half b
f30r_L30	1	m	H	half a; zb? is dot+z form (as L24a end)
f30r_L30	2	Rt	H	half a
f30r_L30	3	g	H	half a
f30r_L30	4	NEW:r-c-pair	H	half a
f30r_L30	5	sl	H	half a
f30r_L30	6	2	H	half a
f30r_L30	7	5	H	half a
f30r_L30	8	zb	M	half a
f30r_L30	9	lt	H	half a
f30r_L30	10	g	H	half a
f30r_L30	11	2	H	half a
f30r_L30	12	9	H	half a
f30r_L30	13	FL	H	half a
f30r_L30	14	NEW:N-hooked	H	half a
f30r_L30	15	NEW:n-shape	H	half a
f30r_L30	16	xr	H	half a
f30r_L30	17	h	H	half b; leading dash from neighbour ignored
f30r_L30	18	lt	H	half b
f30r_L30	19	NEW:r-c-pair	H	half b
f30r_L30	20	2	H	half b
f30r_L30	21	m	H	half b
f30r_L30	22	lt	H	half b
f30r_L30	23	g	H	half b
f30r_L30	24	5	H	half b
f30r_L30	25	zb	M	half b
f30r_L30	26	g	H	half b
f30r_L30	27	2	H	half b
f30r_L30	28	m	H	half b
f30r_L30	29	.	H	half b
f30r_L30	30	fh	H	half b
f30r_L30	31	sl	H	half b
f30r_L30	32	2	H	half b
f30r_L30	33	xr	H	half b
f30r_L30	34	E	H	half b
f30r_L30	35	lt	H	half b
f30r_L30	36	n6	H	half b
f30r_L30	37	.	H	half b
f30r_L30	38	dl	H	half b
f30r_L30	39	xr	H	half b
f30r_L30	40	9	H	half b
f30r_L30	41	fh	H	half b
f30r_L31	1	NEW:N-hooked	H	half a; c at right edge recorded in L31b
f30r_L31	2	NEW:r-c-pair	H	half a
f30r_L31	3	z3	H	half a
f30r_L31	4	c	H	half a
f30r_L31	5	9	H	half a
f30r_L31	6	FL	H	half a
f30r_L31	7	m	H	half a
f30r_L31	8	.	H	half a
f30r_L31	9	z3	H	half a
f30r_L31	10	Af	H	half a
f30r_L31	11	.	H	half a
f30r_L31	12	dl	H	half a
f30r_L31	13	lt	H	half a
f30r_L31	14	T	H	half a
f30r_L31	15	xr	H	half a
f30r_L31	16	E	H	half a
f30r_L31	17	c	H	half b; c? small c with bar above; c-v-pair looks like cv joined
f30r_L31	18	9	H	half b
f30r_L31	19	fh	H	half b
f30r_L31	20	sl	H	half b
f30r_L31	21	NEW:v-shape	H	half b
f30r_L31	22	z3	H	half b
f30r_L31	23	BOX	H	half b
f30r_L31	24	sl	H	half b
f30r_L31	25	g	H	half b
f30r_L31	26	c	M	half b
f30r_L31	27	NEW:c-v-pair	H	half b
f30r_L31	28	h	H	half b
f30r_L31	29	lt	H	half b
f30r_L31	30	aq	H	half b
f30r_L31	31	r3	H	half b
f30r_L31	32	9	H	half b
f30r_L31	33	xr	H	half b
f30r_L31	34	g	H	half b
f30r_L31	35	2	H	half b
f30r_L31	36	NEW:N-hooked	H	half b
f30r_L31	37	p	M	half b
f30r_L31	38	9	H	half b
f30r_L31	39	2	H	half b
f30r_L32	1	lam	H	half a
f30r_L32	2	2	H	half a
f30r_L32	3	sl	H	half a
f30r_L32	4	FL	H	half a
f30r_L32	5	m	H	half a
f30r_L32	6	br	H	half a
f30r_L32	7	9	H	half a
f30r_L32	8	xr	H	half a
f30r_L32	9	lam	H	half a
f30r_L32	10	fh	H	half a
f30r_L32	11	9	H	half a
f30r_L32	12	5	H	half a
f30r_L32	13	c	H	half a
f30r_L32	14	z	H	half a
f30r_L32	15	r3	H	half a
f30r_L32	16	9	H	half a
f30r_L32	17	NEW:N-hooked	H	half b; ST? long s with k-like t; Mx? M-like hooked sign
f30r_L32	18	NEW:r-c-pair	H	half b
f30r_L32	19	xr	H	half b
f30r_L32	20	c	H	half b
f30r_L32	21	h	H	half b
f30r_L32	22	9	H	half b
f30r_L32	23	NEW:n-shape	H	half b
f30r_L32	24	c	H	half b
f30r_L32	25	m	H	half b
f30r_L32	26	.	H	half b
f30r_L32	27	lam	H	half b
f30r_L32	28	4t	H	half b
f30r_L32	29	ST	M	half b
f30r_L32	30	9	H	half b
f30r_L32	31	n6	H	half b
f30r_L32	32	lam	H	half b
f30r_L32	33	g	H	half b
f30r_L32	34	xr	H	half b
f30r_L32	35	Mx	M	half b
f30r_L32	36	n6	H	half b
f30r_L32	37	lt	H	half b
f30r_L32	38	2	M	half b
f30r_L33	1	dl	H	half a; last cross sign cut at edge (recorded here, not in L33b)
f30r_L33	2	ss2	H	half a
f30r_L33	3	zb	H	half a
f30r_L33	4	Tb	M	half a
f30r_L33	5	g	H	half a
f30r_L33	6	br	H	half a
f30r_L33	7	r3	H	half a
f30r_L33	8	9	H	half a
f30r_L33	9	5	H	half a
f30r_L33	10	lt	H	half a
f30r_L33	11	g	H	half a
f30r_L33	12	h	H	half a
f30r_L33	13	br	H	half a
f30r_L33	14	sl	H	half a
f30r_L33	15	r3	H	half a
f30r_L33	16	4t	M	half a
f30r_L33	17	9	H	half b; partial cross at left edge recorded in L33a
f30r_L33	18	NEW:N-hooked	H	half b
f30r_L33	19	h	H	half b
f30r_L33	20	A2	H	half b
f30r_L33	21	2	H	half b
f30r_L33	22	sl	H	half b
f30r_L33	23	FL	H	half b
f30r_L33	24	dl	H	half b
f30r_L33	25	r3	H	half b
f30r_L33	26	9	H	half b
f30r_L33	27	fh	H	half b
f30r_L33	28	sl	H	half b
f30r_L33	29	5	H	half b
f30r_L33	30	9	H	half b
f30r_L33	31	T	H	half b
f30r_L33	32	A2	H	half b
f30r_L33	33	h	H	half b
f30r_L33	34	br	H	half b
f30r_L33	35	2	H	half b
f30r_L34	1	zb	H	half a; x-over-loop may be INF; n6 cut at right edge recorded in L34b
f30r_L34	2	NEW:x-over-loop	H	half a
f30r_L34	3	ss2	H	half a
f30r_L34	4	aq	H	half a
f30r_L34	5	lt	H	half a
f30r_L34	6	n6	H	half a
f30r_L34	7	m	H	half a
f30r_L34	8	.	H	half a
f30r_L34	9	dl	H	half a
f30r_L34	10	sl	H	half a
f30r_L34	11	br	H	half a
f30r_L34	12	fh	H	half a
f30r_L34	13	h	H	half a
f30r_L34	14	zb	H	half a
f30r_L34	15	g	H	half a
f30r_L34	16	n6	H	half b; zb? dot+z form
f30r_L34	17	NEW:N-hooked	H	half b
f30r_L34	18	NEW:x-over-loop	H	half b
f30r_L34	19	5	H	half b
f30r_L34	20	zb	M	half b
f30r_L34	21	lam	H	half b
f30r_L34	22	2	H	half b
f30r_L34	23	4t	H	half b
f30r_L34	24	g	H	half b
f30r_L34	25	2	M	half b
f30r_L34	26	NEW:N-hooked	H	half b
f30r_L34	27	NEW:n-shape	H	half b
f30r_L34	28	z3	H	half b
f30r_L34	29	ST	H	half b
f30r_L34	30	9	H	half b
f30r_L34	31	n6	H	half b
f30r_L34	32	NEW:r-c-pair?	H	half b
f30r_L34	33	sl	H	half b
f30r_L34	34	2	M	half b
f30r_L34	35	.	H	half b
f30r_L34	36	fh	H	half b
f30r_L35	1	dl	H	half a; rho? q-like with loop; x plain; long s at right edge recorded in L35b
f30r_L35	2	ST	H	half a
f30r_L35	3	2	H	half a
f30r_L35	4	9	H	half a
f30r_L35	5	NEW:N-hooked	H	half a
f30r_L35	6	2	H	half a
f30r_L35	7	xr	H	half a
f30r_L35	8	c	H	half a
f30r_L35	9	rho	M	half a
f30r_L35	10	x	H	half a
f30r_L35	11	r3	H	half a
f30r_L35	12	ST	H	half a
f30r_L35	13	9	H	half a
f30r_L35	14	QQ	H	half a
f30r_L35	15	sl	H	half b; z then e-like sign with long underline
f30r_L35	16	c	H	half b
f30r_L35	17	lam	H	half b
f30r_L35	18	ss2	H	half b
f30r_L35	19	r3	H	half b
f30r_L35	20	9	H	half b
f30r_L35	21	dl	H	half b
f30r_L35	22	h	H	half b
f30r_L35	23	zb	H	half b
f30r_L35	24	m	H	half b
f30r_L35	25	z	H	half b
f30r_L35	26	E	M	half b
f30r_L35	27	xr	H	half b
f30r_L35	28	lt	H	half b
f30r_L35	29	2	H	half b
f30r_L35	30	.	H	half b
f30r_L35	31	4t	H	half b
f30r_L35	32	fh	H	half b
f30r_L35	33	sl	H	half b
f30r_L35	34	Af	H	half b
f30r_L35	35	lam	H	half b
f30v_L01	1	INF	H	half a; first sign faint smudged INF; star sign like * on a bar; final n-shape not in atlas
f30v_L01	2	dl	H	half a
f30v_L01	3	.	H	half a
f30v_L01	4	z	H	half a
f30v_L01	5	br	H	half a
f30v_L01	6	m	H	half a
f30v_L01	7	.	H	half a
f30v_L01	8	ss2	H	half a
f30v_L01	9	z3	H	half a
f30v_L01	10	g	H	half a
f30v_L01	11	5	H	half a
f30v_L01	12	r3	H	half a
f30v_L01	13	lt	H	half a
f30v_L01	14	NEW:asterisk-cross-star	H	half a
f30v_L01	15	NEW:N-cursive-with-hook	H	half a
f30v_L01	16	NEW:n-two-strokes	H	half a
f30v_L01	17	xr	H	half b; small r-like hook before 9 recurs on verso; last sign n6 or lam
f30v_L01	18	c	H	half b
f30v_L01	19	n6	H	half b
f30v_L01	20	lam	H	half b
f30v_L01	21	z	H	half b
f30v_L01	22	h	H	half b
f30v_L01	23	5	H	half b
f30v_L01	24	rs	M	half b
f30v_L01	25	NEW:small-r-hook	H	half b
f30v_L01	26	9	H	half b
f30v_L01	27	fh	H	half b
f30v_L01	28	sl	H	half b
f30v_L01	29	2	H	half b
f30v_L01	30	ST	H	half b
f30v_L01	31	z3	H	half b
f30v_L01	32	E	H	half b
f30v_L01	33	sl	H	half b
f30v_L01	34	br	H	half b
f30v_L01	35	lam	H	half b
f30v_L01	36	m	H	half b
f30v_L01	37	z3	M	half b
f30v_L01	38	lt	H	half b
f30v_L01	39	n6	M	half b
f30v_L02	1	zb	H	half a; g has long descender curling left
f30v_L02	2	QQ	H	half a
f30v_L02	3	xr	H	half a
f30v_L02	4	lam	H	half a
f30v_L02	5	ll	H	half a
f30v_L02	6	g	H	half a
f30v_L02	7	br	H	half a
f30v_L02	8	2	H	half a
f30v_L02	9	z3	H	half a
f30v_L02	10	5	H	half a
f30v_L02	11	sl	H	half a
f30v_L02	12	n6	H	half a
f30v_L02	13	BOX	H	half a
f30v_L02	14	2	H	half a
f30v_L02	15	m	H	half a
f30v_L02	16	.	H	half b; c? after z has a stroke above; last sign cut at edge
f30v_L02	17	5	H	half b
f30v_L02	18	h	H	half b
f30v_L02	19	sl	H	half b
f30v_L02	20	ss2	H	half b
f30v_L02	21	ST	H	half b
f30v_L02	22	z	H	half b
f30v_L02	23	fh	H	half b
f30v_L02	24	9	H	half b
f30v_L02	25	5	H	half b
f30v_L02	26	c	H	half b
f30v_L02	27	lam	H	half b
f30v_L02	28	br	H	half b
f30v_L02	29	z	H	half b
f30v_L02	30	c	M	half b
f30v_L02	31	xr	H	half b
f30v_L02	32	lt	H	half b
f30v_L02	33	NEW:small-r-hook	H	half b
f30v_L02	34	fh	H	half b
f30v_L02	35	9	H	half b
f30v_L02	36	c	H	half b
f30v_L02	37	n6	M	half b
f30v_L03	1	c	H	half a; zb? arrow-like z
f30v_L03	2	xr	H	half a
f30v_L03	3	E	H	half a
f30v_L03	4	9	H	half a
f30v_L03	5	br	H	half a
f30v_L03	6	m	H	half a
f30v_L03	7	9	H	half a
f30v_L03	8	fh	H	half a
f30v_L03	9	sl	H	half a
f30v_L03	10	rho	H	half a
f30v_L03	11	c	H	half a
f30v_L03	12	lt	H	half a
f30v_L03	13	r3	H	half a
f30v_L03	14	g	H	half a
f30v_L03	15	NEW:small-r-hook	H	half a
f30v_L03	16	zb	M	half a
f30v_L03	17	sl	H	half a
f30v_L03	18	sl	H	half b; final sign cut at right edge
f30v_L03	19	2	H	half b
f30v_L03	20	lt	H	half b
f30v_L03	21	xr	H	half b
f30v_L03	22	m	H	half b
f30v_L03	23	g	H	half b
f30v_L03	24	NEW:small-r-hook	H	half b
f30v_L03	25	h	H	half b
f30v_L03	26	Tb	H	half b
f30v_L03	27	H	H	half b
f30v_L03	28	Af	H	half b
f30v_L03	29	lam	H	half b
f30v_L03	30	xr	H	half b
f30v_L03	31	n6	H	half b
f30v_L03	32	2	H	half b
f30v_L03	33	4t	H	half b
f30v_L03	34	ss2	H	half b
f30v_L03	35	2	H	half b
f30v_L03	36	xr	H	half b
f30v_L03	37	c	H	half b
f30v_L03	38	9	H	half b
f30v_L03	39	2	H	half b
f30v_L03	40	NEW:n-two-strokes?	H	half b
f30v_L04	1	ss2	H	half a; lam has hook at foot (maybe L2)
f30v_L04	2	zb	H	half a
f30v_L04	3	lam	H	half a
f30v_L04	4	z3	H	half a
f30v_L04	5	n6	H	half a
f30v_L04	6	2	H	half a
f30v_L04	7	xr	H	half a
f30v_L04	8	h	H	half a
f30v_L04	9	lt	H	half a
f30v_L04	10	g	H	half a
f30v_L04	11	2	H	half a
f30v_L04	12	dl	H	half a
f30v_L04	13	Rt	H	half a
f30v_L04	14	h	H	half a
f30v_L04	15	NEW:n-two-strokes	H	half b
f30v_L04	16	g	H	half b
f30v_L04	17	H	H	half b
f30v_L04	18	.	H	half b
f30v_L04	19	bb	H	half b
f30v_L04	20	2	H	half b
f30v_L04	21	xr	H	half b
f30v_L04	22	fh	H	half b
f30v_L04	23	9	H	half b
f30v_L04	24	br	H	half b
f30v_L04	25	BOX	H	half b
f30v_L04	26	r3	H	half b
f30v_L04	27	2	H	half b
f30v_L04	28	xr	H	half b
f30v_L04	29	h	H	half b
f30v_L04	30	lt	H	half b
f30v_L04	31	g	H	half b
f30v_L04	32	2	H	half b
f30v_L04	33	c	H	half b
f30v_L04	34	sl	H	half b
f30v_L04	35	Af	H	half b
f30v_L04	36	9	H	half b
f30v_L04	37	n6	H	half b
f30v_L04	38	BOX	H	half b
f30v_L04	39	.	H	half b
f30v_L05	1	sl	H	half a
f30v_L05	2	d	H	half a
f30v_L05	3	lam	H	half a
f30v_L05	4	g	H	half a
f30v_L05	5	lt	H	half a
f30v_L05	6	zb	H	half a
f30v_L05	7	g	H	half a
f30v_L05	8	FL	H	half a
f30v_L05	9	r3	H	half a
f30v_L05	10	g	H	half a
f30v_L05	11	dl	H	half a
f30v_L05	12	c	H	half a
f30v_L05	13	x	H	half a
f30v_L05	14	z3	H	half a
f30v_L05	15	o	H	half a
f30v_L05	16	xr	H	half a
f30v_L05	17	r3	H	half b
f30v_L05	18	4t	H	half b
f30v_L05	19	h	H	half b
f30v_L05	20	lt	H	half b
f30v_L05	21	g	H	half b
f30v_L05	22	2	H	half b
f30v_L05	23	FL	H	half b
f30v_L05	24	h	H	half b
f30v_L05	25	oi	H	half b
f30v_L05	26	c	H	half b
f30v_L05	27	z3	H	half b
f30v_L05	28	g	H	half b
f30v_L05	29	m	H	half b
f30v_L05	30	br	H	half b
f30v_L05	31	9	H	half b
f30v_L05	32	2	H	half b
